SearchBayesianSkopt: New best config found. Config 0: {'topK': 861, 'shrink': 330, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7480217848671699, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0252948, PRECISION: 0.0046752, PRECISION_RECALL_MIN_DEN: 0.0155838, RECALL: 0.0155838, MAP: 0.0050471, MRR: 0.0148839, NDCG: 0.0104861, F1: 0.0071925, HIT_RATE: 0.0467515, ARHR: 0.0150126, RMSE: 0.9953194, NOVELTY: 0.0057362, AVERAGE_POPULARITY: 0.4613984, DIVERSITY_MEAN_INTER_LIST: 0.9131434, DIVERSITY_HERFINDAHL: 0.9912943, COVERAGE_ITEM: 0.0978643, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2015927, SHANNON_ENTROPY: 8.3525454, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 2988, 'shrink': 213, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01881724900283666, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0386746, PRECISION: 0.0072651, PRECISION_RECALL_MIN_DEN: 0.0242171, RECALL: 0.0242171, MAP: 0.0083431, MRR: 0.0242239, NDCG: 0.0167311, F1: 0.0111771, HIT_RATE: 0.0726514, ARHR: 0.0246266, RMSE: 0.8510988, NOVELTY: 0.0052720, AVERAGE_POPULARITY: 0.6548347, DIVERSITY_MEAN_INTER_LIST: 0.7734041, DIVERSITY_HERFINDAHL: 0.9773234, COVERAGE_ITEM: 0.0316842, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1470389, SHANNON_ENTROPY: 6.5022994, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2956, 'shrink': 675, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.999488470760923, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0276132, PRECISION: 0.0050483, PRECISION_RECALL_MIN_DEN: 0.0168276, RECALL: 0.0168276, MAP: 0.0061916, MRR: 0.0181026, NDCG: 0.0120694, F1: 0.0077666, HIT_RATE: 0.0504829, ARHR: 0.0183387, RMSE: 0.9989058, NOVELTY: 0.0055054, AVERAGE_POPULARITY: 0.4751777, DIVERSITY_MEAN_INTER_LIST: 0.9114027, DIVERSITY_HERFINDAHL: 0.9911203, COVERAGE_ITEM: 0.0108678, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5314076, SHANNON_ENTROPY: 7.1140205, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 2982, 'shrink': 1953, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.14901164054327068, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0461357, PRECISION: 0.0084943, PRECISION_RECALL_MIN_DEN: 0.0283143, RECALL: 0.0283143, MAP: 0.0096673, MRR: 0.0277167, NDCG: 0.0194586, F1: 0.0130681, HIT_RATE: 0.0849429, ARHR: 0.0283593, RMSE: 0.8949078, NOVELTY: 0.0051100, AVERAGE_POPULARITY: 0.6951185, DIVERSITY_MEAN_INTER_LIST: 0.7680329, DIVERSITY_HERFINDAHL: 0.9767864, COVERAGE_ITEM: 0.0059476, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4052100, SHANNON_ENTROPY: 5.8809382, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0471875, PRECISION: 0.0092845, PRECISION_RECALL_MIN_DEN: 0.0309482, RECALL: 0.0309482, MAP: 0.0102866, MRR: 0.0293449, NDCG: 0.0208719, F1: 0.0142838, HIT_RATE: 0.0928446, ARHR: 0.0301023, RMSE: 7.4221871, NOVELTY: 0.0049298, AVERAGE_POPULARITY: 0.8369473, DIVERSITY_MEAN_INTER_LIST: 0.5024149, DIVERSITY_HERFINDAHL: 0.9502305, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4041940, SHANNON_ENTROPY: 4.6868094, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0414441, PRECISION: 0.0079236, PRECISION_RECALL_MIN_DEN: 0.0264121, RECALL: 0.0264121, MAP: 0.0093227, MRR: 0.0267883, NDCG: 0.0184278, F1: 0.0121902, HIT_RATE: 0.0792362, ARHR: 0.0273782, RMSE: 0.9962436, NOVELTY: 0.0050984, AVERAGE_POPULARITY: 0.7213799, DIVERSITY_MEAN_INTER_LIST: 0.7106138, DIVERSITY_HERFINDAHL: 0.9710458, COVERAGE_ITEM: 0.0284942, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1083304, SHANNON_ENTROPY: 5.9746874, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0471875, PRECISION: 0.0092845, PRECISION_RECALL_MIN_DEN: 0.0309482, RECALL: 0.0309482, MAP: 0.0102866, MRR: 0.0293449, NDCG: 0.0208719, F1: 0.0142838, HIT_RATE: 0.0928446, ARHR: 0.0301023, RMSE: 7.4221871, NOVELTY: 0.0049298, AVERAGE_POPULARITY: 0.8369473, DIVERSITY_MEAN_INTER_LIST: 0.5024149, DIVERSITY_HERFINDAHL: 0.9502305, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4041940, SHANNON_ENTROPY: 4.6868094, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 2996, 'shrink': 143, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12285995970726862, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0494281, PRECISION: 0.0091747, PRECISION_RECALL_MIN_DEN: 0.0305824, RECALL: 0.0305824, MAP: 0.0104500, MRR: 0.0300526, NDCG: 0.0210170, F1: 0.0141149, HIT_RATE: 0.0917471, ARHR: 0.0307013, RMSE: 1.3778972, NOVELTY: 0.0050090, AVERAGE_POPULARITY: 0.7660706, DIVERSITY_MEAN_INTER_LIST: 0.6983018, DIVERSITY_HERFINDAHL: 0.9698149, COVERAGE_ITEM: 0.0037848, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4642360, SHANNON_ENTROPY: 5.4075286, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 2932, 'shrink': 1947, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05448173154987025, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0382950, PRECISION: 0.0072651, PRECISION_RECALL_MIN_DEN: 0.0242171, RECALL: 0.0242171, MAP: 0.0079881, MRR: 0.0226168, NDCG: 0.0162893, F1: 0.0111771, HIT_RATE: 0.0726514, ARHR: 0.0232906, RMSE: 0.9681724, NOVELTY: 0.0053407, AVERAGE_POPULARITY: 0.5922405, DIVERSITY_MEAN_INTER_LIST: 0.8571577, DIVERSITY_HERFINDAHL: 0.9856970, COVERAGE_ITEM: 0.0117870, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3820118, SHANNON_ENTROPY: 6.7542211, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 2935, 'shrink': 88, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9722365846685577, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0200270, PRECISION: 0.0034680, PRECISION_RECALL_MIN_DEN: 0.0115598, RECALL: 0.0115598, MAP: 0.0042972, MRR: 0.0125668, NDCG: 0.0083612, F1: 0.0053353, HIT_RATE: 0.0346795, ARHR: 0.0127292, RMSE: 0.9965851, NOVELTY: 0.0056047, AVERAGE_POPULARITY: 0.3700247, DIVERSITY_MEAN_INTER_LIST: 0.8199121, DIVERSITY_HERFINDAHL: 0.9819732, COVERAGE_ITEM: 0.0098946, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3759710, SHANNON_ENTROPY: 6.4545269, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 2750, 'shrink': 32, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.010025135659038177, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0489068, PRECISION: 0.0095259, PRECISION_RECALL_MIN_DEN: 0.0317530, RECALL: 0.0317530, MAP: 0.0105014, MRR: 0.0300296, NDCG: 0.0213866, F1: 0.0146552, HIT_RATE: 0.0952590, ARHR: 0.0307669, RMSE: 8.1681764, NOVELTY: 0.0049740, AVERAGE_POPULARITY: 0.7964914, DIVERSITY_MEAN_INTER_LIST: 0.6233078, DIVERSITY_HERFINDAHL: 0.9623171, COVERAGE_ITEM: 0.0034063, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4168384, SHANNON_ENTROPY: 5.1028707, 
SearchBayesianSkopt: Search complete. Best config is 22: {'topK': 2973, 'shrink': 117, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.007315425738737337, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'}
