SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 3.7251790592944842, 'user_topK': 1020, 'user_shrink': 1577, 'item_topK': 56, 'item_shrink': 1977} - results: ROC_AUC: 0.0629582, PRECISION: 0.0094706, PRECISION_RECALL_MIN_DEN: 0.0315685, RECALL: 0.0315685, MAP: 0.0164898, MRR: 0.0460405, NDCG: 0.0276019, F1: 0.0145701, HIT_RATE: 0.0947056, ARHR: 0.0477185, RMSE: 0.9928852, NOVELTY: 0.0065304, AVERAGE_POPULARITY: 0.0328130, DIVERSITY_MEAN_INTER_LIST: 0.9987445, DIVERSITY_HERFINDAHL: 0.9998683, COVERAGE_ITEM: 0.8587186, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5503216, SHANNON_ENTROPY: 13.4320707, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0918502, PRECISION: 0.0138692, PRECISION_RECALL_MIN_DEN: 0.0462305, RECALL: 0.0462305, MAP: 0.0236543, MRR: 0.0667200, NDCG: 0.0400161, F1: 0.0213372, HIT_RATE: 0.1386915, ARHR: 0.0688198, RMSE: 0.9973890, NOVELTY: 0.0060532, AVERAGE_POPULARITY: 0.3223689, DIVERSITY_MEAN_INTER_LIST: 0.9715577, DIVERSITY_HERFINDAHL: 0.9971498, COVERAGE_ITEM: 0.3727494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2014575, SHANNON_ENTROPY: 10.3947583, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0918502, PRECISION: 0.0138692, PRECISION_RECALL_MIN_DEN: 0.0462305, RECALL: 0.0462305, MAP: 0.0236543, MRR: 0.0667200, NDCG: 0.0400161, F1: 0.0213372, HIT_RATE: 0.1386915, ARHR: 0.0688198, RMSE: 0.9973890, NOVELTY: 0.0060532, AVERAGE_POPULARITY: 0.3223689, DIVERSITY_MEAN_INTER_LIST: 0.9715577, DIVERSITY_HERFINDAHL: 0.9971498, COVERAGE_ITEM: 0.3727494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2014575, SHANNON_ENTROPY: 10.3947583, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0900620, PRECISION: 0.0135479, PRECISION_RECALL_MIN_DEN: 0.0451597, RECALL: 0.0451597, MAP: 0.0231924, MRR: 0.0654441, NDCG: 0.0391914, F1: 0.0208429, HIT_RATE: 0.1354791, ARHR: 0.0675003, RMSE: 0.9966959, NOVELTY: 0.0057288, AVERAGE_POPULARITY: 0.4336619, DIVERSITY_MEAN_INTER_LIST: 0.8680096, DIVERSITY_HERFINDAHL: 0.9867956, COVERAGE_ITEM: 0.3049473, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1449316, SHANNON_ENTROPY: 9.0357462, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0922715, PRECISION: 0.0138136, PRECISION_RECALL_MIN_DEN: 0.0460452, RECALL: 0.0460452, MAP: 0.0238764, MRR: 0.0673574, NDCG: 0.0401976, F1: 0.0212516, HIT_RATE: 0.1381355, ARHR: 0.0694717, RMSE: 0.9977457, NOVELTY: 0.0061176, AVERAGE_POPULARITY: 0.3042862, DIVERSITY_MEAN_INTER_LIST: 0.9790002, DIVERSITY_HERFINDAHL: 0.9978940, COVERAGE_ITEM: 0.3871317, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2140754, SHANNON_ENTROPY: 10.6017518, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.1063823653315952, 'user_topK': 1841, 'user_shrink': 1801, 'item_topK': 1, 'item_shrink': 1086} - results: ROC_AUC: 0.1104437, PRECISION: 0.0161488, PRECISION_RECALL_MIN_DEN: 0.0538292, RECALL: 0.0538292, MAP: 0.0294208, MRR: 0.0815975, NDCG: 0.0483702, F1: 0.0248442, HIT_RATE: 0.1614876, ARHR: 0.0849006, RMSE: 0.9901047, NOVELTY: 0.0059749, AVERAGE_POPULARITY: 0.3924183, DIVERSITY_MEAN_INTER_LIST: 0.8319020, DIVERSITY_HERFINDAHL: 0.9831851, COVERAGE_ITEM: 0.4606650, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1687410, SHANNON_ENTROPY: 9.0456266, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.09290539855147496, 'user_topK': 844, 'user_shrink': 1003, 'item_topK': 12, 'item_shrink': 1937} - results: ROC_AUC: 0.1281575, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0336723, MRR: 0.0909721, NDCG: 0.0575972, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.0958922, RMSE: 0.9770538, NOVELTY: 0.0058983, AVERAGE_POPULARITY: 0.3494648, DIVERSITY_MEAN_INTER_LIST: 0.9739958, DIVERSITY_HERFINDAHL: 0.9973936, COVERAGE_ITEM: 0.4386591, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1477487, SHANNON_ENTROPY: 10.0927454, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.9500468010927254, 'user_topK': 1966, 'user_shrink': 1016, 'item_topK': 89, 'item_shrink': 1924} - results: ROC_AUC: 0.0686192, PRECISION: 0.0108173, PRECISION_RECALL_MIN_DEN: 0.0360577, RECALL: 0.0360577, MAP: 0.0178766, MRR: 0.0499920, NDCG: 0.0304940, F1: 0.0166420, HIT_RATE: 0.1081732, ARHR: 0.0517929, RMSE: 0.9702426, NOVELTY: 0.0051305, AVERAGE_POPULARITY: 0.6693505, DIVERSITY_MEAN_INTER_LIST: 0.6273089, DIVERSITY_HERFINDAHL: 0.9627270, COVERAGE_ITEM: 0.0582320, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0504234, SHANNON_ENTROPY: 5.6937330, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0014573349121738135, 'user_topK': 1129, 'user_shrink': 1862, 'item_topK': 95, 'item_shrink': 1090} - results: ROC_AUC: 0.1203535, PRECISION: 0.0197875, PRECISION_RECALL_MIN_DEN: 0.0659583, RECALL: 0.0659583, MAP: 0.0314503, MRR: 0.0853373, NDCG: 0.0540140, F1: 0.0304423, HIT_RATE: 0.1978748, ARHR: 0.0897571, RMSE: 0.9615830, NOVELTY: 0.0055749, AVERAGE_POPULARITY: 0.4845760, DIVERSITY_MEAN_INTER_LIST: 0.9376777, DIVERSITY_HERFINDAHL: 0.9937620, COVERAGE_ITEM: 0.3042985, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1030510, SHANNON_ENTROPY: 8.8732787, 
SearchBayesianSkopt: New best config found. Config 35: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0354615568039205, 'user_topK': 1279, 'user_shrink': 1011, 'item_topK': 7, 'item_shrink': 1014} - results: ROC_AUC: 0.1320564, PRECISION: 0.0211466, PRECISION_RECALL_MIN_DEN: 0.0704887, RECALL: 0.0704887, MAP: 0.0349508, MRR: 0.0941923, NDCG: 0.0590405, F1: 0.0325332, HIT_RATE: 0.2114660, ARHR: 0.0994070, RMSE: 0.9786650, NOVELTY: 0.0060227, AVERAGE_POPULARITY: 0.3284548, DIVERSITY_MEAN_INTER_LIST: 0.9531610, DIVERSITY_HERFINDAHL: 0.9953102, COVERAGE_ITEM: 0.5430116, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1724238, SHANNON_ENTROPY: 10.2390376, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0888246, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0231339, MRR: 0.0651831, NDCG: 0.0390489, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0672754, RMSE: 0.9984851, NOVELTY: 0.0060255, AVERAGE_POPULARITY: 0.3360924, DIVERSITY_MEAN_INTER_LIST: 0.9665418, DIVERSITY_HERFINDAHL: 0.9966482, COVERAGE_ITEM: 0.3456069, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1948900, SHANNON_ENTROPY: 10.2144295, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.03522458640494675, 'user_topK': 1047, 'user_shrink': 1078, 'item_topK': 100, 'item_shrink': 1922} - results: ROC_AUC: 0.1079580, PRECISION: 0.0178909, PRECISION_RECALL_MIN_DEN: 0.0596363, RECALL: 0.0596363, MAP: 0.0278060, MRR: 0.0762476, NDCG: 0.0483043, F1: 0.0275245, HIT_RATE: 0.1789090, ARHR: 0.0797683, RMSE: 0.9482331, NOVELTY: 0.0053030, AVERAGE_POPULARITY: 0.6047260, DIVERSITY_MEAN_INTER_LIST: 0.8709011, DIVERSITY_HERFINDAHL: 0.9870847, COVERAGE_ITEM: 0.1840497, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0729767, SHANNON_ENTROPY: 7.6334967, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0918502, PRECISION: 0.0138692, PRECISION_RECALL_MIN_DEN: 0.0462305, RECALL: 0.0462305, MAP: 0.0236543, MRR: 0.0667200, NDCG: 0.0400161, F1: 0.0213372, HIT_RATE: 0.1386915, ARHR: 0.0688198, RMSE: 0.9973890, NOVELTY: 0.0060532, AVERAGE_POPULARITY: 0.3223689, DIVERSITY_MEAN_INTER_LIST: 0.9715577, DIVERSITY_HERFINDAHL: 0.9971498, COVERAGE_ITEM: 0.3727494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2014575, SHANNON_ENTROPY: 10.3947583, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.04305572309501438, 'user_topK': 841, 'user_shrink': 1295, 'item_topK': 2, 'item_shrink': 1532} - results: ROC_AUC: 0.1268946, PRECISION: 0.0196021, PRECISION_RECALL_MIN_DEN: 0.0653405, RECALL: 0.0653405, MAP: 0.0337233, MRR: 0.0916425, NDCG: 0.0562730, F1: 0.0301572, HIT_RATE: 0.1960215, ARHR: 0.0963210, RMSE: 0.9866593, NOVELTY: 0.0060907, AVERAGE_POPULARITY: 0.3296765, DIVERSITY_MEAN_INTER_LIST: 0.9348969, DIVERSITY_HERFINDAHL: 0.9934839, COVERAGE_ITEM: 0.5073263, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1871377, SHANNON_ENTROPY: 10.1161034, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0918502, PRECISION: 0.0138692, PRECISION_RECALL_MIN_DEN: 0.0462305, RECALL: 0.0462305, MAP: 0.0236543, MRR: 0.0667200, NDCG: 0.0400161, F1: 0.0213372, HIT_RATE: 0.1386915, ARHR: 0.0688198, RMSE: 0.9973890, NOVELTY: 0.0060532, AVERAGE_POPULARITY: 0.3223689, DIVERSITY_MEAN_INTER_LIST: 0.9715577, DIVERSITY_HERFINDAHL: 0.9971498, COVERAGE_ITEM: 0.3727494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2014575, SHANNON_ENTROPY: 10.3947583, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0918502, PRECISION: 0.0138692, PRECISION_RECALL_MIN_DEN: 0.0462305, RECALL: 0.0462305, MAP: 0.0236543, MRR: 0.0667200, NDCG: 0.0400161, F1: 0.0213372, HIT_RATE: 0.1386915, ARHR: 0.0688198, RMSE: 0.9973890, NOVELTY: 0.0060532, AVERAGE_POPULARITY: 0.3223689, DIVERSITY_MEAN_INTER_LIST: 0.9715577, DIVERSITY_HERFINDAHL: 0.9971498, COVERAGE_ITEM: 0.3727494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2014575, SHANNON_ENTROPY: 10.3947583, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.01774228421025015, 'user_topK': 1786, 'user_shrink': 1546, 'item_topK': 3, 'item_shrink': 1920} - results: ROC_AUC: 0.1301975, PRECISION: 0.0205474, PRECISION_RECALL_MIN_DEN: 0.0684912, RECALL: 0.0684912, MAP: 0.0343669, MRR: 0.0927773, NDCG: 0.0578474, F1: 0.0316113, HIT_RATE: 0.2054735, ARHR: 0.0978426, RMSE: 0.9842282, NOVELTY: 0.0060329, AVERAGE_POPULARITY: 0.3396723, DIVERSITY_MEAN_INTER_LIST: 0.9457329, DIVERSITY_HERFINDAHL: 0.9945674, COVERAGE_ITEM: 0.4904028, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1764732, SHANNON_ENTROPY: 10.1544855, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.011906074223581257, 'user_topK': 1576, 'user_shrink': 1044, 'item_topK': 1, 'item_shrink': 1735} - results: ROC_AUC: 0.1113574, PRECISION: 0.0164577, PRECISION_RECALL_MIN_DEN: 0.0548588, RECALL: 0.0548588, MAP: 0.0293061, MRR: 0.0814202, NDCG: 0.0486167, F1: 0.0253195, HIT_RATE: 0.1645765, ARHR: 0.0846442, RMSE: 0.9899029, NOVELTY: 0.0059817, AVERAGE_POPULARITY: 0.3880018, DIVERSITY_MEAN_INTER_LIST: 0.8482065, DIVERSITY_HERFINDAHL: 0.9848154, COVERAGE_ITEM: 0.4659097, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1760923, SHANNON_ENTROPY: 9.2587391, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.032264167699728404, 'user_topK': 872, 'user_shrink': 1712, 'item_topK': 95, 'item_shrink': 1015} - results: ROC_AUC: 0.1224267, PRECISION: 0.0202385, PRECISION_RECALL_MIN_DEN: 0.0674615, RECALL: 0.0674615, MAP: 0.0321610, MRR: 0.0872209, NDCG: 0.0552214, F1: 0.0311361, HIT_RATE: 0.2023846, ARHR: 0.0917675, RMSE: 0.9630750, NOVELTY: 0.0056375, AVERAGE_POPULARITY: 0.4609364, DIVERSITY_MEAN_INTER_LIST: 0.9466389, DIVERSITY_HERFINDAHL: 0.9946580, COVERAGE_ITEM: 0.3490132, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1093861, SHANNON_ENTROPY: 9.1302558, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0922715, PRECISION: 0.0138136, PRECISION_RECALL_MIN_DEN: 0.0460452, RECALL: 0.0460452, MAP: 0.0238764, MRR: 0.0673574, NDCG: 0.0401976, F1: 0.0212516, HIT_RATE: 0.1381355, ARHR: 0.0694717, RMSE: 0.9977457, NOVELTY: 0.0061176, AVERAGE_POPULARITY: 0.3042862, DIVERSITY_MEAN_INTER_LIST: 0.9790002, DIVERSITY_HERFINDAHL: 0.9978940, COVERAGE_ITEM: 0.3871317, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2140754, SHANNON_ENTROPY: 10.6017518, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.1256470590495136, 'user_topK': 1700, 'user_shrink': 1949, 'item_topK': 1, 'item_shrink': 1080} - results: ROC_AUC: 0.1104895, PRECISION: 0.0162847, PRECISION_RECALL_MIN_DEN: 0.0542822, RECALL: 0.0542822, MAP: 0.0294668, MRR: 0.0817062, NDCG: 0.0485542, F1: 0.0250533, HIT_RATE: 0.1628467, ARHR: 0.0850238, RMSE: 0.9902583, NOVELTY: 0.0059882, AVERAGE_POPULARITY: 0.3873617, DIVERSITY_MEAN_INTER_LIST: 0.8407353, DIVERSITY_HERFINDAHL: 0.9840683, COVERAGE_ITEM: 0.4617464, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1698448, SHANNON_ENTROPY: 9.1116278, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.012351673749041229, 'user_topK': 891, 'user_shrink': 1038, 'item_topK': 1, 'item_shrink': 1335} - results: ROC_AUC: 0.1115634, PRECISION: 0.0163588, PRECISION_RECALL_MIN_DEN: 0.0545294, RECALL: 0.0545294, MAP: 0.0296653, MRR: 0.0822768, NDCG: 0.0488582, F1: 0.0251674, HIT_RATE: 0.1635881, ARHR: 0.0856080, RMSE: 0.9903475, NOVELTY: 0.0059998, AVERAGE_POPULARITY: 0.3759645, DIVERSITY_MEAN_INTER_LIST: 0.8725476, DIVERSITY_HERFINDAHL: 0.9872494, COVERAGE_ITEM: 0.4657475, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1735948, SHANNON_ENTROPY: 9.3175582, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.897361595528641, 'user_topK': 808, 'user_shrink': 1016, 'item_topK': 13, 'item_shrink': 1968} - results: ROC_AUC: 0.0556198, PRECISION: 0.0083709, PRECISION_RECALL_MIN_DEN: 0.0279030, RECALL: 0.0279030, MAP: 0.0136908, MRR: 0.0392053, NDCG: 0.0236544, F1: 0.0128783, HIT_RATE: 0.0837091, ARHR: 0.0401345, RMSE: 0.8988039, NOVELTY: 0.0061158, AVERAGE_POPULARITY: 0.2207659, DIVERSITY_MEAN_INTER_LIST: 0.9666075, DIVERSITY_HERFINDAHL: 0.9966548, COVERAGE_ITEM: 0.3815626, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1416660, SHANNON_ENTROPY: 9.8723261, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.05306313095039884, 'user_topK': 761, 'user_shrink': 1967, 'item_topK': 94, 'item_shrink': 1166} - results: ROC_AUC: 0.1221781, PRECISION: 0.0202755, PRECISION_RECALL_MIN_DEN: 0.0675851, RECALL: 0.0675851, MAP: 0.0319126, MRR: 0.0867056, NDCG: 0.0550273, F1: 0.0311931, HIT_RATE: 0.2027553, ARHR: 0.0911344, RMSE: 0.9640926, NOVELTY: 0.0056203, AVERAGE_POPULARITY: 0.4638109, DIVERSITY_MEAN_INTER_LIST: 0.9488031, DIVERSITY_HERFINDAHL: 0.9948744, COVERAGE_ITEM: 0.3371181, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1079573, SHANNON_ENTROPY: 9.1070120, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.009127438890807584, 'user_topK': 860, 'user_shrink': 1018, 'item_topK': 3, 'item_shrink': 1964} - results: ROC_AUC: 0.1302050, PRECISION: 0.0206894, PRECISION_RECALL_MIN_DEN: 0.0689648, RECALL: 0.0689648, MAP: 0.0345666, MRR: 0.0932432, NDCG: 0.0581751, F1: 0.0318299, HIT_RATE: 0.2068944, ARHR: 0.0983638, RMSE: 0.9845637, NOVELTY: 0.0060689, AVERAGE_POPULARITY: 0.3244226, DIVERSITY_MEAN_INTER_LIST: 0.9588451, DIVERSITY_HERFINDAHL: 0.9958786, COVERAGE_ITEM: 0.5004055, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1821330, SHANNON_ENTROPY: 10.3245525, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.03725034110351811, 'user_topK': 1850, 'user_shrink': 1834, 'item_topK': 6, 'item_shrink': 1994} - results: ROC_AUC: 0.1312265, PRECISION: 0.0213937, PRECISION_RECALL_MIN_DEN: 0.0713124, RECALL: 0.0713124, MAP: 0.0344864, MRR: 0.0929177, NDCG: 0.0588139, F1: 0.0329134, HIT_RATE: 0.2139371, ARHR: 0.0980789, RMSE: 0.9813582, NOVELTY: 0.0059920, AVERAGE_POPULARITY: 0.3321051, DIVERSITY_MEAN_INTER_LIST: 0.9686235, DIVERSITY_HERFINDAHL: 0.9968564, COVERAGE_ITEM: 0.4780752, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1641530, SHANNON_ENTROPY: 10.2682814, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.9471964410127898, 'user_topK': 1001, 'user_shrink': 1848, 'item_topK': 6, 'item_shrink': 1057} - results: ROC_AUC: 0.0661843, PRECISION: 0.0106938, PRECISION_RECALL_MIN_DEN: 0.0356459, RECALL: 0.0356459, MAP: 0.0169583, MRR: 0.0470084, NDCG: 0.0293203, F1: 0.0164519, HIT_RATE: 0.1069377, ARHR: 0.0489069, RMSE: 0.9937877, NOVELTY: 0.0069818, AVERAGE_POPULARITY: 0.0655069, DIVERSITY_MEAN_INTER_LIST: 0.9938953, DIVERSITY_HERFINDAHL: 0.9993834, COVERAGE_ITEM: 0.8895918, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4755937, SHANNON_ENTROPY: 12.9956936, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.10976805677313853, 'user_topK': 1634, 'user_shrink': 1058, 'item_topK': 95, 'item_shrink': 1015} - results: ROC_AUC: 0.1116466, PRECISION: 0.0186013, PRECISION_RECALL_MIN_DEN: 0.0620045, RECALL: 0.0620045, MAP: 0.0291798, MRR: 0.0795840, NDCG: 0.0504180, F1: 0.0286175, HIT_RATE: 0.1860135, ARHR: 0.0834878, RMSE: 0.9467736, NOVELTY: 0.0054220, AVERAGE_POPULARITY: 0.5584568, DIVERSITY_MEAN_INTER_LIST: 0.8647882, DIVERSITY_HERFINDAHL: 0.9864735, COVERAGE_ITEM: 0.2751554, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0813327, SHANNON_ENTROPY: 8.0054031, 
