SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.7251790592944842, 'user_topK': 1020, 'user_shrink': 1577, 'item_topK': 56, 'item_shrink': 1977} - results: ROC_AUC: 0.0798380, PRECISION: 0.0128869, PRECISION_RECALL_MIN_DEN: 0.0429563, RECALL: 0.0429563, MAP: 0.0210493, MRR: 0.0585500, NDCG: 0.0359818, F1: 0.0198260, HIT_RATE: 0.1288688, ARHR: 0.0608140, RMSE: 0.9604728, NOVELTY: 0.0052271, AVERAGE_POPULARITY: 0.6795240, DIVERSITY_MEAN_INTER_LIST: 0.7440795, DIVERSITY_HERFINDAHL: 0.9744033, COVERAGE_ITEM: 0.2939173, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0688804, SHANNON_ENTROPY: 7.0100825, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0876031, PRECISION: 0.0128560, PRECISION_RECALL_MIN_DEN: 0.0428533, RECALL: 0.0428533, MAP: 0.0228322, MRR: 0.0645005, NDCG: 0.0380833, F1: 0.0197785, HIT_RATE: 0.1285600, ARHR: 0.0664848, RMSE: 0.9986325, NOVELTY: 0.0061783, AVERAGE_POPULARITY: 0.2864199, DIVERSITY_MEAN_INTER_LIST: 0.9843479, DIVERSITY_HERFINDAHL: 0.9984287, COVERAGE_ITEM: 0.3623682, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2214837, SHANNON_ENTROPY: 10.6603396, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0926972, PRECISION: 0.0136220, PRECISION_RECALL_MIN_DEN: 0.0454068, RECALL: 0.0454068, MAP: 0.0240394, MRR: 0.0677196, NDCG: 0.0401651, F1: 0.0209570, HIT_RATE: 0.1362204, ARHR: 0.0699013, RMSE: 0.9980220, NOVELTY: 0.0061934, AVERAGE_POPULARITY: 0.2731051, DIVERSITY_MEAN_INTER_LIST: 0.9874418, DIVERSITY_HERFINDAHL: 0.9987381, COVERAGE_ITEM: 0.3829143, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2264975, SHANNON_ENTROPY: 10.8147223, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0916302, PRECISION: 0.0134552, PRECISION_RECALL_MIN_DEN: 0.0448508, RECALL: 0.0448508, MAP: 0.0238493, MRR: 0.0672996, NDCG: 0.0397967, F1: 0.0207004, HIT_RATE: 0.1345524, ARHR: 0.0694062, RMSE: 0.9977383, NOVELTY: 0.0061837, AVERAGE_POPULARITY: 0.2787062, DIVERSITY_MEAN_INTER_LIST: 0.9857497, DIVERSITY_HERFINDAHL: 0.9985689, COVERAGE_ITEM: 0.3823195, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2248201, SHANNON_ENTROPY: 10.7667211, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0916302, PRECISION: 0.0134552, PRECISION_RECALL_MIN_DEN: 0.0448508, RECALL: 0.0448508, MAP: 0.0238493, MRR: 0.0672996, NDCG: 0.0397967, F1: 0.0207004, HIT_RATE: 0.1345524, ARHR: 0.0694062, RMSE: 0.9977383, NOVELTY: 0.0061837, AVERAGE_POPULARITY: 0.2787062, DIVERSITY_MEAN_INTER_LIST: 0.9857497, DIVERSITY_HERFINDAHL: 0.9985689, COVERAGE_ITEM: 0.3823195, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2248201, SHANNON_ENTROPY: 10.7667211, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.1063823653315952, 'user_topK': 1841, 'user_shrink': 1801, 'item_topK': 1, 'item_shrink': 1086} - results: ROC_AUC: 0.0722481, PRECISION: 0.0114907, PRECISION_RECALL_MIN_DEN: 0.0383023, RECALL: 0.0383023, MAP: 0.0190813, MRR: 0.0539021, NDCG: 0.0325499, F1: 0.0176780, HIT_RATE: 0.1149070, ARHR: 0.0555630, RMSE: 0.9902099, NOVELTY: 0.0053088, AVERAGE_POPULARITY: 0.5932013, DIVERSITY_MEAN_INTER_LIST: 0.5483697, DIVERSITY_HERFINDAHL: 0.9548336, COVERAGE_ITEM: 0.1400919, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0751477, SHANNON_ENTROPY: 6.3538695, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.800065577901548, 'user_topK': 980, 'user_shrink': 1941, 'item_topK': 100, 'item_shrink': 1012} - results: ROC_AUC: 0.0616610, PRECISION: 0.0105579, PRECISION_RECALL_MIN_DEN: 0.0351929, RECALL: 0.0351929, MAP: 0.0156318, MRR: 0.0439480, NDCG: 0.0278283, F1: 0.0162429, HIT_RATE: 0.1055786, ARHR: 0.0453889, RMSE: 0.9232491, NOVELTY: 0.0049847, AVERAGE_POPULARITY: 0.8012248, DIVERSITY_MEAN_INTER_LIST: 0.4705932, DIVERSITY_HERFINDAHL: 0.9470564, COVERAGE_ITEM: 0.0771560, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0334233, SHANNON_ENTROPY: 5.0376719, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.057187715930752794, 'user_topK': 830, 'user_shrink': 1731, 'item_topK': 5, 'item_shrink': 1957} - results: ROC_AUC: 0.1038020, PRECISION: 0.0164021, PRECISION_RECALL_MIN_DEN: 0.0546735, RECALL: 0.0546735, MAP: 0.0272601, MRR: 0.0750429, NDCG: 0.0462169, F1: 0.0252339, HIT_RATE: 0.1640205, ARHR: 0.0783668, RMSE: 0.9969764, NOVELTY: 0.0057426, AVERAGE_POPULARITY: 0.4227271, DIVERSITY_MEAN_INTER_LIST: 0.9584161, DIVERSITY_HERFINDAHL: 0.9958357, COVERAGE_ITEM: 0.3509057, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1374250, SHANNON_ENTROPY: 9.5386053, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.03376452405654674, 'user_topK': 718, 'user_shrink': 1926, 'item_topK': 26, 'item_shrink': 1986} - results: ROC_AUC: 0.0999194, PRECISION: 0.0160561, PRECISION_RECALL_MIN_DEN: 0.0535203, RECALL: 0.0535203, MAP: 0.0262883, MRR: 0.0723564, NDCG: 0.0447944, F1: 0.0247017, HIT_RATE: 0.1605609, ARHR: 0.0755566, RMSE: 0.9936770, NOVELTY: 0.0054122, AVERAGE_POPULARITY: 0.5606574, DIVERSITY_MEAN_INTER_LIST: 0.9020642, DIVERSITY_HERFINDAHL: 0.9902009, COVERAGE_ITEM: 0.2566099, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0917572, SHANNON_ENTROPY: 8.2758349, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.17434024825790398, 'user_topK': 854, 'user_shrink': 1013, 'item_topK': 3, 'item_shrink': 1002} - results: ROC_AUC: 0.1043331, PRECISION: 0.0164144, PRECISION_RECALL_MIN_DEN: 0.0547147, RECALL: 0.0547147, MAP: 0.0274401, MRR: 0.0755695, NDCG: 0.0464305, F1: 0.0252529, HIT_RATE: 0.1641441, ARHR: 0.0789026, RMSE: 0.9954531, NOVELTY: 0.0057901, AVERAGE_POPULARITY: 0.3975681, DIVERSITY_MEAN_INTER_LIST: 0.9612771, DIVERSITY_HERFINDAHL: 0.9961218, COVERAGE_ITEM: 0.3443633, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1440692, SHANNON_ENTROPY: 9.6792958, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0886070, PRECISION: 0.0133935, PRECISION_RECALL_MIN_DEN: 0.0446449, RECALL: 0.0446449, MAP: 0.0231161, MRR: 0.0651600, NDCG: 0.0389134, F1: 0.0206053, HIT_RATE: 0.1339346, ARHR: 0.0672369, RMSE: 0.9985717, NOVELTY: 0.0060498, AVERAGE_POPULARITY: 0.3296163, DIVERSITY_MEAN_INTER_LIST: 0.9677751, DIVERSITY_HERFINDAHL: 0.9967715, COVERAGE_ITEM: 0.3442552, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1979874, SHANNON_ENTROPY: 10.2453285, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.325313530353395, 'user_topK': 797, 'user_shrink': 1976, 'item_topK': 94, 'item_shrink': 1070} - results: ROC_AUC: 0.0927182, PRECISION: 0.0148267, PRECISION_RECALL_MIN_DEN: 0.0494224, RECALL: 0.0494224, MAP: 0.0239906, MRR: 0.0664181, NDCG: 0.0411476, F1: 0.0228103, HIT_RATE: 0.1482671, ARHR: 0.0691467, RMSE: 0.9816201, NOVELTY: 0.0051879, AVERAGE_POPULARITY: 0.6735393, DIVERSITY_MEAN_INTER_LIST: 0.7997109, DIVERSITY_HERFINDAHL: 0.9799661, COVERAGE_ITEM: 0.1626926, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0605983, SHANNON_ENTROPY: 6.9876625, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0930460, PRECISION: 0.0137765, PRECISION_RECALL_MIN_DEN: 0.0459216, RECALL: 0.0459216, MAP: 0.0241405, MRR: 0.0679579, NDCG: 0.0404229, F1: 0.0211946, HIT_RATE: 0.1377649, ARHR: 0.0701670, RMSE: 0.9979805, NOVELTY: 0.0061338, AVERAGE_POPULARITY: 0.3001946, DIVERSITY_MEAN_INTER_LIST: 0.9793054, DIVERSITY_HERFINDAHL: 0.9979245, COVERAGE_ITEM: 0.3816167, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2158802, SHANNON_ENTROPY: 10.6027923, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.09139479998094348, 'user_topK': 1737, 'user_shrink': 1012, 'item_topK': 99, 'item_shrink': 1966} - results: ROC_AUC: 0.0658760, PRECISION: 0.0110212, PRECISION_RECALL_MIN_DEN: 0.0367373, RECALL: 0.0367373, MAP: 0.0164849, MRR: 0.0466401, NDCG: 0.0292968, F1: 0.0169557, HIT_RATE: 0.1102119, ARHR: 0.0480178, RMSE: 0.9754543, NOVELTY: 0.0049783, AVERAGE_POPULARITY: 0.8033413, DIVERSITY_MEAN_INTER_LIST: 0.5107103, DIVERSITY_HERFINDAHL: 0.9510679, COVERAGE_ITEM: 0.0550960, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0376826, SHANNON_ENTROPY: 5.1278613, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0888773, PRECISION: 0.0131031, PRECISION_RECALL_MIN_DEN: 0.0436770, RECALL: 0.0436770, MAP: 0.0231219, MRR: 0.0652343, NDCG: 0.0386433, F1: 0.0201586, HIT_RATE: 0.1310311, ARHR: 0.0672863, RMSE: 0.9988141, NOVELTY: 0.0061890, AVERAGE_POPULARITY: 0.2802817, DIVERSITY_MEAN_INTER_LIST: 0.9864150, DIVERSITY_HERFINDAHL: 0.9986354, COVERAGE_ITEM: 0.3636659, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2232671, SHANNON_ENTROPY: 10.7152182, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0926972, PRECISION: 0.0136220, PRECISION_RECALL_MIN_DEN: 0.0454068, RECALL: 0.0454068, MAP: 0.0240394, MRR: 0.0677196, NDCG: 0.0401651, F1: 0.0209570, HIT_RATE: 0.1362204, ARHR: 0.0699013, RMSE: 0.9980220, NOVELTY: 0.0061934, AVERAGE_POPULARITY: 0.2731051, DIVERSITY_MEAN_INTER_LIST: 0.9874418, DIVERSITY_HERFINDAHL: 0.9987381, COVERAGE_ITEM: 0.3829143, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2264975, SHANNON_ENTROPY: 10.8147223, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.20534193660097927, 'user_topK': 702, 'user_shrink': 1890, 'item_topK': 7, 'item_shrink': 1898} - results: ROC_AUC: 0.0869812, PRECISION: 0.0139618, PRECISION_RECALL_MIN_DEN: 0.0465394, RECALL: 0.0465394, MAP: 0.0226153, MRR: 0.0625834, NDCG: 0.0387587, F1: 0.0214797, HIT_RATE: 0.1396182, ARHR: 0.0651743, RMSE: 0.9894802, NOVELTY: 0.0052038, AVERAGE_POPULARITY: 0.6400904, DIVERSITY_MEAN_INTER_LIST: 0.7583349, DIVERSITY_HERFINDAHL: 0.9758288, COVERAGE_ITEM: 0.0719113, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0824230, SHANNON_ENTROPY: 6.6983779, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.08068946574022197, 'user_topK': 759, 'user_shrink': 1067, 'item_topK': 4, 'item_shrink': 1107} - results: ROC_AUC: 0.0806925, PRECISION: 0.0127633, PRECISION_RECALL_MIN_DEN: 0.0425444, RECALL: 0.0425444, MAP: 0.0212370, MRR: 0.0589551, NDCG: 0.0360587, F1: 0.0196359, HIT_RATE: 0.1276333, ARHR: 0.0613072, RMSE: 0.9782002, NOVELTY: 0.0052230, AVERAGE_POPULARITY: 0.6283183, DIVERSITY_MEAN_INTER_LIST: 0.6424369, DIVERSITY_HERFINDAHL: 0.9642397, COVERAGE_ITEM: 0.0859151, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0696766, SHANNON_ENTROPY: 6.2973471, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.962848492230021, 'user_topK': 1905, 'user_shrink': 1999, 'item_topK': 7, 'item_shrink': 1764} - results: ROC_AUC: 0.0891784, PRECISION: 0.0137641, PRECISION_RECALL_MIN_DEN: 0.0458804, RECALL: 0.0458804, MAP: 0.0233129, MRR: 0.0643549, NDCG: 0.0392976, F1: 0.0211756, HIT_RATE: 0.1376413, ARHR: 0.0671106, RMSE: 0.9824466, NOVELTY: 0.0054987, AVERAGE_POPULARITY: 0.5384422, DIVERSITY_MEAN_INTER_LIST: 0.8567643, DIVERSITY_HERFINDAHL: 0.9856711, COVERAGE_ITEM: 0.3496080, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1005452, SHANNON_ENTROPY: 8.2485007, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0888773, PRECISION: 0.0131031, PRECISION_RECALL_MIN_DEN: 0.0436770, RECALL: 0.0436770, MAP: 0.0231219, MRR: 0.0652343, NDCG: 0.0386433, F1: 0.0201586, HIT_RATE: 0.1310311, ARHR: 0.0672863, RMSE: 0.9988141, NOVELTY: 0.0061890, AVERAGE_POPULARITY: 0.2802817, DIVERSITY_MEAN_INTER_LIST: 0.9864150, DIVERSITY_HERFINDAHL: 0.9986354, COVERAGE_ITEM: 0.3636659, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2232671, SHANNON_ENTROPY: 10.7152182, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.7350450371268021, 'user_topK': 1994, 'user_shrink': 1009, 'item_topK': 6, 'item_shrink': 1036} - results: ROC_AUC: 0.0753350, PRECISION: 0.0121641, PRECISION_RECALL_MIN_DEN: 0.0405469, RECALL: 0.0405469, MAP: 0.0195484, MRR: 0.0541344, NDCG: 0.0336099, F1: 0.0187140, HIT_RATE: 0.1216408, ARHR: 0.0563555, RMSE: 0.9670471, NOVELTY: 0.0051448, AVERAGE_POPULARITY: 0.6718430, DIVERSITY_MEAN_INTER_LIST: 0.6038031, DIVERSITY_HERFINDAHL: 0.9603766, COVERAGE_ITEM: 0.0457421, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0765057, SHANNON_ENTROPY: 5.8755624, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.9685065769600856, 'user_topK': 725, 'user_shrink': 1065, 'item_topK': 100, 'item_shrink': 1915} - results: ROC_AUC: 0.0773381, PRECISION: 0.0123432, PRECISION_RECALL_MIN_DEN: 0.0411441, RECALL: 0.0411441, MAP: 0.0199611, MRR: 0.0555631, NDCG: 0.0342884, F1: 0.0189896, HIT_RATE: 0.1234324, ARHR: 0.0576863, RMSE: 0.9695241, NOVELTY: 0.0051763, AVERAGE_POPULARITY: 0.7022510, DIVERSITY_MEAN_INTER_LIST: 0.7077456, DIVERSITY_HERFINDAHL: 0.9707702, COVERAGE_ITEM: 0.2763450, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0625417, SHANNON_ENTROPY: 6.7134771, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.072847794087055, 'user_topK': 719, 'user_shrink': 1051, 'item_topK': 3, 'item_shrink': 1998} - results: ROC_AUC: 0.0853860, PRECISION: 0.0132205, PRECISION_RECALL_MIN_DEN: 0.0440683, RECALL: 0.0440683, MAP: 0.0225271, MRR: 0.0624569, NDCG: 0.0379117, F1: 0.0203392, HIT_RATE: 0.1322049, ARHR: 0.0649857, RMSE: 0.9918403, NOVELTY: 0.0053779, AVERAGE_POPULARITY: 0.5703004, DIVERSITY_MEAN_INTER_LIST: 0.7726250, DIVERSITY_HERFINDAHL: 0.9772577, COVERAGE_ITEM: 0.2340633, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0745461, SHANNON_ENTROPY: 7.4026850, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.32486835561651045, 'user_topK': 770, 'user_shrink': 1987, 'item_topK': 4, 'item_shrink': 1184} - results: ROC_AUC: 0.0883143, PRECISION: 0.0138568, PRECISION_RECALL_MIN_DEN: 0.0461893, RECALL: 0.0461893, MAP: 0.0234055, MRR: 0.0648403, NDCG: 0.0394919, F1: 0.0213182, HIT_RATE: 0.1385680, ARHR: 0.0674841, RMSE: 0.9856804, NOVELTY: 0.0053039, AVERAGE_POPULARITY: 0.5918870, DIVERSITY_MEAN_INTER_LIST: 0.7359498, DIVERSITY_HERFINDAHL: 0.9735904, COVERAGE_ITEM: 0.1388483, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0771595, SHANNON_ENTROPY: 6.9979263, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.977315848363039, 'user_topK': 1980, 'user_shrink': 1972, 'item_topK': 4, 'item_shrink': 1905} - results: ROC_AUC: 0.0891422, PRECISION: 0.0135603, PRECISION_RECALL_MIN_DEN: 0.0452009, RECALL: 0.0452009, MAP: 0.0235477, MRR: 0.0651452, NDCG: 0.0393504, F1: 0.0208619, HIT_RATE: 0.1356026, ARHR: 0.0678577, RMSE: 0.9880974, NOVELTY: 0.0055777, AVERAGE_POPULARITY: 0.5028212, DIVERSITY_MEAN_INTER_LIST: 0.8663041, DIVERSITY_HERFINDAHL: 0.9866251, COVERAGE_ITEM: 0.3522574, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103340, SHANNON_ENTROPY: 8.4856856, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.750246063076781, 'user_topK': 1997, 'user_shrink': 1897, 'item_topK': 5, 'item_shrink': 1041} - results: ROC_AUC: 0.0813023, PRECISION: 0.0127880, PRECISION_RECALL_MIN_DEN: 0.0426268, RECALL: 0.0426268, MAP: 0.0216101, MRR: 0.0597239, NDCG: 0.0364310, F1: 0.0196739, HIT_RATE: 0.1278804, ARHR: 0.0622404, RMSE: 0.9818500, NOVELTY: 0.0052734, AVERAGE_POPULARITY: 0.6162440, DIVERSITY_MEAN_INTER_LIST: 0.6982139, DIVERSITY_HERFINDAHL: 0.9698171, COVERAGE_ITEM: 0.1932414, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0592104, SHANNON_ENTROPY: 6.7440793, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.10000491567467987, 'user_topK': 1870, 'user_shrink': 1102, 'item_topK': 4, 'item_shrink': 1006} - results: ROC_AUC: 0.0709670, PRECISION: 0.0114166, PRECISION_RECALL_MIN_DEN: 0.0380552, RECALL: 0.0380552, MAP: 0.0186798, MRR: 0.0519377, NDCG: 0.0319140, F1: 0.0175640, HIT_RATE: 0.1141657, ARHR: 0.0539637, RMSE: 0.9649652, NOVELTY: 0.0051660, AVERAGE_POPULARITY: 0.6571958, DIVERSITY_MEAN_INTER_LIST: 0.5154272, DIVERSITY_HERFINDAHL: 0.9515395, COVERAGE_ITEM: 0.0557989, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0633980, SHANNON_ENTROPY: 5.6226589, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'jaccard', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 1.2533505150043112, 'user_topK': 1927, 'user_shrink': 1939, 'item_topK': 5, 'item_shrink': 1973} - results: ROC_AUC: 0.1009171, PRECISION: 0.0158152, PRECISION_RECALL_MIN_DEN: 0.0527172, RECALL: 0.0527172, MAP: 0.0266060, MRR: 0.0731318, NDCG: 0.0448893, F1: 0.0243310, HIT_RATE: 0.1581516, ARHR: 0.0764329, RMSE: 0.9964101, NOVELTY: 0.0057292, AVERAGE_POPULARITY: 0.4362596, DIVERSITY_MEAN_INTER_LIST: 0.9490773, DIVERSITY_HERFINDAHL: 0.9949019, COVERAGE_ITEM: 0.3716139, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1364577, SHANNON_ENTROPY: 9.4527107, 
