SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 3.7251790592944842, 'user_topK': 1020, 'user_shrink': 1577, 'item_topK': 56, 'item_shrink': 1977} - results: ROC_AUC: 0.0815060, PRECISION: 0.0122444, PRECISION_RECALL_MIN_DEN: 0.0408146, RECALL: 0.0408146, MAP: 0.0218018, MRR: 0.0603833, NDCG: 0.0361037, F1: 0.0188375, HIT_RATE: 0.1224439, ARHR: 0.0628539, RMSE: 0.9723522, NOVELTY: 0.0077362, AVERAGE_POPULARITY: 0.0689497, DIVERSITY_MEAN_INTER_LIST: 0.9951396, DIVERSITY_HERFINDAHL: 0.9995078, COVERAGE_ITEM: 0.7337118, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3529177, SHANNON_ENTROPY: 12.4337728, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0912315, PRECISION: 0.0142892, PRECISION_RECALL_MIN_DEN: 0.0476308, RECALL: 0.0476308, MAP: 0.0228105, MRR: 0.0634311, NDCG: 0.0394335, F1: 0.0219835, HIT_RATE: 0.1428924, ARHR: 0.0659034, RMSE: 0.9979929, NOVELTY: 0.0066419, AVERAGE_POPULARITY: 0.1579071, DIVERSITY_MEAN_INTER_LIST: 0.9639454, DIVERSITY_HERFINDAHL: 0.9963886, COVERAGE_ITEM: 0.4604488, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1876520, SHANNON_ENTROPY: 10.2350333, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0905650, PRECISION: 0.0142769, PRECISION_RECALL_MIN_DEN: 0.0475896, RECALL: 0.0475896, MAP: 0.0226108, MRR: 0.0629175, NDCG: 0.0392125, F1: 0.0219644, HIT_RATE: 0.1427689, ARHR: 0.0653486, RMSE: 0.9981208, NOVELTY: 0.0066469, AVERAGE_POPULARITY: 0.1569700, DIVERSITY_MEAN_INTER_LIST: 0.9641847, DIVERSITY_HERFINDAHL: 0.9964125, COVERAGE_ITEM: 0.4622330, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1889318, SHANNON_ENTROPY: 10.2519317, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0905650, PRECISION: 0.0142769, PRECISION_RECALL_MIN_DEN: 0.0475896, RECALL: 0.0475896, MAP: 0.0226108, MRR: 0.0629175, NDCG: 0.0392125, F1: 0.0219644, HIT_RATE: 0.1427689, ARHR: 0.0653486, RMSE: 0.9981208, NOVELTY: 0.0066469, AVERAGE_POPULARITY: 0.1569700, DIVERSITY_MEAN_INTER_LIST: 0.9641847, DIVERSITY_HERFINDAHL: 0.9964125, COVERAGE_ITEM: 0.4622330, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1889318, SHANNON_ENTROPY: 10.2519317, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0905650, PRECISION: 0.0142769, PRECISION_RECALL_MIN_DEN: 0.0475896, RECALL: 0.0475896, MAP: 0.0226108, MRR: 0.0629175, NDCG: 0.0392125, F1: 0.0219644, HIT_RATE: 0.1427689, ARHR: 0.0653486, RMSE: 0.9981208, NOVELTY: 0.0066469, AVERAGE_POPULARITY: 0.1569700, DIVERSITY_MEAN_INTER_LIST: 0.9641847, DIVERSITY_HERFINDAHL: 0.9964125, COVERAGE_ITEM: 0.4622330, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1889318, SHANNON_ENTROPY: 10.2519317, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 3.89491206637474, 'user_topK': 1478, 'user_shrink': 1949, 'item_topK': 4, 'item_shrink': 1229} - results: ROC_AUC: 0.0423934, PRECISION: 0.0065917, PRECISION_RECALL_MIN_DEN: 0.0219724, RECALL: 0.0219724, MAP: 0.0100783, MRR: 0.0292045, NDCG: 0.0179266, F1: 0.0101411, HIT_RATE: 0.0659171, ARHR: 0.0297197, RMSE: 0.8034012, NOVELTY: 0.0059836, AVERAGE_POPULARITY: 0.2472355, DIVERSITY_MEAN_INTER_LIST: 0.8826248, DIVERSITY_HERFINDAHL: 0.9882570, COVERAGE_ITEM: 0.1796702, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1268502, SHANNON_ENTROPY: 8.5043135, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1101152, PRECISION: 0.0159325, PRECISION_RECALL_MIN_DEN: 0.0531085, RECALL: 0.0531085, MAP: 0.0292958, MRR: 0.0815009, NDCG: 0.0480567, F1: 0.0245116, HIT_RATE: 0.1593254, ARHR: 0.0846576, RMSE: 0.9911543, NOVELTY: 0.0060138, AVERAGE_POPULARITY: 0.3551457, DIVERSITY_MEAN_INTER_LIST: 0.9048231, DIVERSITY_HERFINDAHL: 0.9904767, COVERAGE_ITEM: 0.4580697, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1650327, SHANNON_ENTROPY: 9.4003813, 
SearchBayesianSkopt: New best config found. Config 33: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.06928952141256774, 'user_topK': 1865, 'user_shrink': 1852, 'item_topK': 3, 'item_shrink': 1478} - results: ROC_AUC: 0.1301264, PRECISION: 0.0204176, PRECISION_RECALL_MIN_DEN: 0.0680587, RECALL: 0.0680587, MAP: 0.0344482, MRR: 0.0932066, NDCG: 0.0578235, F1: 0.0314117, HIT_RATE: 0.2041762, ARHR: 0.0981727, RMSE: 0.9841154, NOVELTY: 0.0060758, AVERAGE_POPULARITY: 0.3299536, DIVERSITY_MEAN_INTER_LIST: 0.9445368, DIVERSITY_HERFINDAHL: 0.9944478, COVERAGE_ITEM: 0.5121925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1832913, SHANNON_ENTROPY: 10.2131254, 
SearchBayesianSkopt: New best config found. Config 34: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.07825027790500007, 'user_topK': 1938, 'user_shrink': 1326, 'item_topK': 8, 'item_shrink': 1434} - results: ROC_AUC: 0.1308691, PRECISION: 0.0213999, PRECISION_RECALL_MIN_DEN: 0.0713330, RECALL: 0.0713330, MAP: 0.0345379, MRR: 0.0930761, NDCG: 0.0588675, F1: 0.0329229, HIT_RATE: 0.2139989, ARHR: 0.0982422, RMSE: 0.9772685, NOVELTY: 0.0059529, AVERAGE_POPULARITY: 0.3464619, DIVERSITY_MEAN_INTER_LIST: 0.9583434, DIVERSITY_HERFINDAHL: 0.9958284, COVERAGE_ITEM: 0.4783455, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1549265, SHANNON_ENTROPY: 10.0608186, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.02344840671014215, 'user_topK': 1187, 'user_shrink': 1758, 'item_topK': 3, 'item_shrink': 1875} - results: ROC_AUC: 0.1300585, PRECISION: 0.0205597, PRECISION_RECALL_MIN_DEN: 0.0685324, RECALL: 0.0685324, MAP: 0.0344343, MRR: 0.0929068, NDCG: 0.0579118, F1: 0.0316303, HIT_RATE: 0.2055971, ARHR: 0.0980056, RMSE: 0.9851168, NOVELTY: 0.0060920, AVERAGE_POPULARITY: 0.3157412, DIVERSITY_MEAN_INTER_LIST: 0.9630276, DIVERSITY_HERFINDAHL: 0.9962968, COVERAGE_ITEM: 0.5078670, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1854313, SHANNON_ENTROPY: 10.4051227, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.1123557, PRECISION: 0.0165812, PRECISION_RECALL_MIN_DEN: 0.0552707, RECALL: 0.0552707, MAP: 0.0295055, MRR: 0.0820845, NDCG: 0.0489759, F1: 0.0255095, HIT_RATE: 0.1658121, ARHR: 0.0852687, RMSE: 0.9910266, NOVELTY: 0.0060674, AVERAGE_POPULARITY: 0.3507140, DIVERSITY_MEAN_INTER_LIST: 0.9094721, DIVERSITY_HERFINDAHL: 0.9909416, COVERAGE_ITEM: 0.4760746, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1891060, SHANNON_ENTROPY: 9.7591464, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.9649368421678637, 'user_topK': 1526, 'user_shrink': 1013, 'item_topK': 4, 'item_shrink': 1247} - results: ROC_AUC: 0.1072330, PRECISION: 0.0164144, PRECISION_RECALL_MIN_DEN: 0.0547147, RECALL: 0.0547147, MAP: 0.0285968, MRR: 0.0782511, NDCG: 0.0475762, F1: 0.0252529, HIT_RATE: 0.1641441, ARHR: 0.0819630, RMSE: 0.9814205, NOVELTY: 0.0067876, AVERAGE_POPULARITY: 0.1470074, DIVERSITY_MEAN_INTER_LIST: 0.9802375, DIVERSITY_HERFINDAHL: 0.9980177, COVERAGE_ITEM: 0.7857259, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3078814, SHANNON_ENTROPY: 11.7912332, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0780528, PRECISION: 0.0123185, PRECISION_RECALL_MIN_DEN: 0.0410618, RECALL: 0.0410618, MAP: 0.0204687, MRR: 0.0578482, NDCG: 0.0349296, F1: 0.0189516, HIT_RATE: 0.1231853, ARHR: 0.0596133, RMSE: 0.9910869, NOVELTY: 0.0053045, AVERAGE_POPULARITY: 0.5950260, DIVERSITY_MEAN_INTER_LIST: 0.5991902, DIVERSITY_HERFINDAHL: 0.9599153, COVERAGE_ITEM: 0.1204109, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0880881, SHANNON_ENTROPY: 6.6526868, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0029271305019595855, 'user_topK': 1455, 'user_shrink': 1065, 'item_topK': 91, 'item_shrink': 1958} - results: ROC_AUC: 0.0753464, PRECISION: 0.0127880, PRECISION_RECALL_MIN_DEN: 0.0426268, RECALL: 0.0426268, MAP: 0.0191413, MRR: 0.0533229, NDCG: 0.0338693, F1: 0.0196739, HIT_RATE: 0.1278804, ARHR: 0.0553271, RMSE: 0.8607858, NOVELTY: 0.0050313, AVERAGE_POPULARITY: 0.7587690, DIVERSITY_MEAN_INTER_LIST: 0.5398423, DIVERSITY_HERFINDAHL: 0.9539809, COVERAGE_ITEM: 0.0510949, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0423230, SHANNON_ENTROPY: 5.3362430, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1087589, PRECISION: 0.0158399, PRECISION_RECALL_MIN_DEN: 0.0527996, RECALL: 0.0527996, MAP: 0.0289183, MRR: 0.0804871, NDCG: 0.0475603, F1: 0.0243690, HIT_RATE: 0.1583987, ARHR: 0.0835925, RMSE: 0.9904360, NOVELTY: 0.0059054, AVERAGE_POPULARITY: 0.4114900, DIVERSITY_MEAN_INTER_LIST: 0.8037619, DIVERSITY_HERFINDAHL: 0.9803712, COVERAGE_ITEM: 0.4557989, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1585910, SHANNON_ENTROPY: 8.7274055, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0884171, PRECISION: 0.0135603, PRECISION_RECALL_MIN_DEN: 0.0452009, RECALL: 0.0452009, MAP: 0.0227588, MRR: 0.0639820, NDCG: 0.0386884, F1: 0.0208619, HIT_RATE: 0.1356026, ARHR: 0.0661078, RMSE: 0.9938839, NOVELTY: 0.0054578, AVERAGE_POPULARITY: 0.5272484, DIVERSITY_MEAN_INTER_LIST: 0.7633519, DIVERSITY_HERFINDAHL: 0.9763305, COVERAGE_ITEM: 0.1819951, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1078467, SHANNON_ENTROPY: 7.7522782, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.942349547498157, 'user_topK': 1584, 'user_shrink': 1900, 'item_topK': 6, 'item_shrink': 1462} - results: ROC_AUC: 0.0910781, PRECISION: 0.0141101, PRECISION_RECALL_MIN_DEN: 0.0470336, RECALL: 0.0470336, MAP: 0.0240742, MRR: 0.0669784, NDCG: 0.0405253, F1: 0.0217078, HIT_RATE: 0.1411009, ARHR: 0.0695599, RMSE: 0.9939388, NOVELTY: 0.0056541, AVERAGE_POPULARITY: 0.4384645, DIVERSITY_MEAN_INTER_LIST: 0.9305162, DIVERSITY_HERFINDAHL: 0.9930459, COVERAGE_ITEM: 0.3200865, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1200345, SHANNON_ENTROPY: 9.0584047, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.018096414684469323, 'user_topK': 800, 'user_shrink': 1947, 'item_topK': 2, 'item_shrink': 1283} - results: ROC_AUC: 0.1172247, PRECISION: 0.0176809, PRECISION_RECALL_MIN_DEN: 0.0589362, RECALL: 0.0589362, MAP: 0.0314917, MRR: 0.0858887, NDCG: 0.0519335, F1: 0.0272013, HIT_RATE: 0.1768086, ARHR: 0.0901060, RMSE: 0.9729575, NOVELTY: 0.0056618, AVERAGE_POPULARITY: 0.4755260, DIVERSITY_MEAN_INTER_LIST: 0.7365496, DIVERSITY_HERFINDAHL: 0.9736504, COVERAGE_ITEM: 0.3781563, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1059521, SHANNON_ENTROPY: 7.9241933, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.07247209311755666, 'user_topK': 1593, 'user_shrink': 1351, 'item_topK': 99, 'item_shrink': 1003} - results: ROC_AUC: 0.0883851, PRECISION: 0.0135973, PRECISION_RECALL_MIN_DEN: 0.0453244, RECALL: 0.0453244, MAP: 0.0235550, MRR: 0.0645494, NDCG: 0.0392828, F1: 0.0209190, HIT_RATE: 0.1359733, ARHR: 0.0675554, RMSE: 0.9213985, NOVELTY: 0.0073909, AVERAGE_POPULARITY: 0.1809328, DIVERSITY_MEAN_INTER_LIST: 0.9687416, DIVERSITY_HERFINDAHL: 0.9968682, COVERAGE_ITEM: 0.6080562, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2466273, SHANNON_ENTROPY: 11.0666594, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.0926628, PRECISION: 0.0142213, PRECISION_RECALL_MIN_DEN: 0.0474043, RECALL: 0.0474043, MAP: 0.0231860, MRR: 0.0643630, NDCG: 0.0397603, F1: 0.0218789, HIT_RATE: 0.1422129, ARHR: 0.0669200, RMSE: 0.9968618, NOVELTY: 0.0065863, AVERAGE_POPULARITY: 0.1710462, DIVERSITY_MEAN_INTER_LIST: 0.9665617, DIVERSITY_HERFINDAHL: 0.9966502, COVERAGE_ITEM: 0.4175723, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1848770, SHANNON_ENTROPY: 10.2212103, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.029418508726508204, 'user_topK': 838, 'user_shrink': 1171, 'item_topK': 5, 'item_shrink': 1597} - results: ROC_AUC: 0.1103254, PRECISION: 0.0171866, PRECISION_RECALL_MIN_DEN: 0.0572888, RECALL: 0.0572888, MAP: 0.0294321, MRR: 0.0801879, NDCG: 0.0492077, F1: 0.0264410, HIT_RATE: 0.1718663, ARHR: 0.0841698, RMSE: 0.9662248, NOVELTY: 0.0055751, AVERAGE_POPULARITY: 0.4972564, DIVERSITY_MEAN_INTER_LIST: 0.7769147, DIVERSITY_HERFINDAHL: 0.9776867, COVERAGE_ITEM: 0.3501487, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0951176, SHANNON_ENTROPY: 7.8670958, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.012351673749041229, 'user_topK': 891, 'user_shrink': 1038, 'item_topK': 1, 'item_shrink': 1335} - results: ROC_AUC: 0.1114699, PRECISION: 0.0163279, PRECISION_RECALL_MIN_DEN: 0.0544264, RECALL: 0.0544264, MAP: 0.0296406, MRR: 0.0822022, NDCG: 0.0488003, F1: 0.0251199, HIT_RATE: 0.1632792, ARHR: 0.0855336, RMSE: 0.9902638, NOVELTY: 0.0059979, AVERAGE_POPULARITY: 0.3767022, DIVERSITY_MEAN_INTER_LIST: 0.8715710, DIVERSITY_HERFINDAHL: 0.9871517, COVERAGE_ITEM: 0.4657475, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1732630, SHANNON_ENTROPY: 9.3089129, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.979556254123969, 'user_topK': 775, 'user_shrink': 1087, 'item_topK': 98, 'item_shrink': 1317} - results: ROC_AUC: 0.0545870, PRECISION: 0.0080744, PRECISION_RECALL_MIN_DEN: 0.0269146, RECALL: 0.0269146, MAP: 0.0146142, MRR: 0.0409259, NDCG: 0.0241259, F1: 0.0124221, HIT_RATE: 0.0807438, ARHR: 0.0423556, RMSE: 0.9073897, NOVELTY: 0.0085280, AVERAGE_POPULARITY: 0.0505779, DIVERSITY_MEAN_INTER_LIST: 0.9948832, DIVERSITY_HERFINDAHL: 0.9994822, COVERAGE_ITEM: 0.6051906, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3237381, SHANNON_ENTROPY: 12.1058801, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.04708964363342051, 'user_topK': 706, 'user_shrink': 1081, 'item_topK': 3, 'item_shrink': 1208} - results: ROC_AUC: 0.1167324, PRECISION: 0.0185643, PRECISION_RECALL_MIN_DEN: 0.0618809, RECALL: 0.0618809, MAP: 0.0305027, MRR: 0.0826322, NDCG: 0.0517317, F1: 0.0285604, HIT_RATE: 0.1856428, ARHR: 0.0869813, RMSE: 0.9862276, NOVELTY: 0.0064625, AVERAGE_POPULARITY: 0.1810426, DIVERSITY_MEAN_INTER_LIST: 0.9730312, DIVERSITY_HERFINDAHL: 0.9972971, COVERAGE_ITEM: 0.5335496, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2175667, SHANNON_ENTROPY: 10.7553540, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.20432398491269327, 'user_topK': 843, 'user_shrink': 1112, 'item_topK': 95, 'item_shrink': 1165} - results: ROC_AUC: 0.0809483, PRECISION: 0.0132452, PRECISION_RECALL_MIN_DEN: 0.0441507, RECALL: 0.0441507, MAP: 0.0205177, MRR: 0.0575987, NDCG: 0.0359159, F1: 0.0203772, HIT_RATE: 0.1324520, ARHR: 0.0595452, RMSE: 0.9718299, NOVELTY: 0.0051087, AVERAGE_POPULARITY: 0.7296665, DIVERSITY_MEAN_INTER_LIST: 0.7071531, DIVERSITY_HERFINDAHL: 0.9707109, COVERAGE_ITEM: 0.1717221, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0490759, SHANNON_ENTROPY: 6.3789710, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.027558522694981054, 'user_topK': 1548, 'user_shrink': 1530, 'item_topK': 3, 'item_shrink': 1862} - results: ROC_AUC: 0.1005360, PRECISION: 0.0155804, PRECISION_RECALL_MIN_DEN: 0.0519347, RECALL: 0.0519347, MAP: 0.0262825, MRR: 0.0727812, NDCG: 0.0444027, F1: 0.0239699, HIT_RATE: 0.1558040, ARHR: 0.0757781, RMSE: 0.9967000, NOVELTY: 0.0057154, AVERAGE_POPULARITY: 0.4367450, DIVERSITY_MEAN_INTER_LIST: 0.9420096, DIVERSITY_HERFINDAHL: 0.9941951, COVERAGE_ITEM: 0.3413896, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1336989, SHANNON_ENTROPY: 9.3545403, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.12303852745393054, 'user_topK': 1845, 'user_shrink': 1981, 'item_topK': 99, 'item_shrink': 1932} - results: ROC_AUC: 0.0897192, PRECISION: 0.0137147, PRECISION_RECALL_MIN_DEN: 0.0457157, RECALL: 0.0457157, MAP: 0.0235363, MRR: 0.0647167, NDCG: 0.0394511, F1: 0.0210996, HIT_RATE: 0.1371471, ARHR: 0.0676189, RMSE: 0.9726101, NOVELTY: 0.0076647, AVERAGE_POPULARITY: 0.1003324, DIVERSITY_MEAN_INTER_LIST: 0.9903895, DIVERSITY_HERFINDAHL: 0.9990328, COVERAGE_ITEM: 0.7007840, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2900137, SHANNON_ENTROPY: 11.9138346, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.12528530047093736, 'user_topK': 848, 'user_shrink': 1974, 'item_topK': 5, 'item_shrink': 1982} - results: ROC_AUC: 0.1022121, PRECISION: 0.0160005, PRECISION_RECALL_MIN_DEN: 0.0533350, RECALL: 0.0533350, MAP: 0.0267439, MRR: 0.0736908, NDCG: 0.0452711, F1: 0.0246161, HIT_RATE: 0.1600049, ARHR: 0.0769234, RMSE: 0.9967818, NOVELTY: 0.0058066, AVERAGE_POPULARITY: 0.4107274, DIVERSITY_MEAN_INTER_LIST: 0.9645290, DIVERSITY_HERFINDAHL: 0.9964469, COVERAGE_ITEM: 0.4081644, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1478730, SHANNON_ENTROPY: 9.7839239, 
