SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.7251790592944842, 'item_asymmetric_alpha': 0.9837374394120124, 'user_topK': 1450, 'user_shrink': 1553, 'item_topK': 98, 'item_shrink': 1568} - results: ROC_AUC: 0.0823720, PRECISION: 0.0125224, PRECISION_RECALL_MIN_DEN: 0.0417413, RECALL: 0.0417413, MAP: 0.0220532, MRR: 0.0606002, NDCG: 0.0365843, F1: 0.0192652, HIT_RATE: 0.1252239, ARHR: 0.0633320, RMSE: 0.9624811, NOVELTY: 0.0069004, AVERAGE_POPULARITY: 0.0828593, DIVERSITY_MEAN_INTER_LIST: 0.9928662, DIVERSITY_HERFINDAHL: 0.9992805, COVERAGE_ITEM: 0.8700189, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4058187, SHANNON_ENTROPY: 12.6522632, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.18136808367312843, 'item_asymmetric_alpha': 3.3226670432925625, 'user_topK': 784, 'user_shrink': 1982, 'item_topK': 1, 'item_shrink': 1926} - results: ROC_AUC: 0.0780950, PRECISION: 0.0127077, PRECISION_RECALL_MIN_DEN: 0.0423591, RECALL: 0.0423591, MAP: 0.0191188, MRR: 0.0533198, NDCG: 0.0338325, F1: 0.0195504, HIT_RATE: 0.1270773, ARHR: 0.0553063, RMSE: 0.9980406, NOVELTY: 0.0070004, AVERAGE_POPULARITY: 0.1278901, DIVERSITY_MEAN_INTER_LIST: 0.9775494, DIVERSITY_HERFINDAHL: 0.9977489, COVERAGE_ITEM: 0.8188700, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2790749, SHANNON_ENTROPY: 11.5238602, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.0898790, PRECISION: 0.0139865, PRECISION_RECALL_MIN_DEN: 0.0466218, RECALL: 0.0466218, MAP: 0.0224074, MRR: 0.0625610, NDCG: 0.0387361, F1: 0.0215177, HIT_RATE: 0.1398653, ARHR: 0.0648754, RMSE: 0.9980493, NOVELTY: 0.0065724, AVERAGE_POPULARITY: 0.1780593, DIVERSITY_MEAN_INTER_LIST: 0.9414618, DIVERSITY_HERFINDAHL: 0.9941404, COVERAGE_ITEM: 0.4597459, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1876371, SHANNON_ENTROPY: 10.0582897, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.1052130, PRECISION: 0.0160561, PRECISION_RECALL_MIN_DEN: 0.0535203, RECALL: 0.0535203, MAP: 0.0274414, MRR: 0.0753183, NDCG: 0.0460498, F1: 0.0247017, HIT_RATE: 0.1605609, ARHR: 0.0787753, RMSE: 0.9940932, NOVELTY: 0.0063601, AVERAGE_POPULARITY: 0.2233109, DIVERSITY_MEAN_INTER_LIST: 0.9095690, DIVERSITY_HERFINDAHL: 0.9909513, COVERAGE_ITEM: 0.4331982, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1624784, SHANNON_ENTROPY: 9.5169830, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.802380159341253, 'item_asymmetric_alpha': 3.32036321935609, 'user_topK': 705, 'user_shrink': 1785, 'item_topK': 36, 'item_shrink': 1000} - results: ROC_AUC: 0.0943218, PRECISION: 0.0144252, PRECISION_RECALL_MIN_DEN: 0.0480839, RECALL: 0.0480839, MAP: 0.0251730, MRR: 0.0693734, NDCG: 0.0419275, F1: 0.0221925, HIT_RATE: 0.1442516, ARHR: 0.0723965, RMSE: 0.9831095, NOVELTY: 0.0057101, AVERAGE_POPULARITY: 0.4040427, DIVERSITY_MEAN_INTER_LIST: 0.9581572, DIVERSITY_HERFINDAHL: 0.9958098, COVERAGE_ITEM: 0.4779670, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1265878, SHANNON_ENTROPY: 9.5755763, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.87706851774903, 'item_asymmetric_alpha': 3.7571577118281256, 'user_topK': 1996, 'user_shrink': 1885, 'item_topK': 34, 'item_shrink': 1009} - results: ROC_AUC: 0.0324553, PRECISION: 0.0050967, PRECISION_RECALL_MIN_DEN: 0.0169889, RECALL: 0.0169889, MAP: 0.0079407, MRR: 0.0231284, NDCG: 0.0140171, F1: 0.0078411, HIT_RATE: 0.0509668, ARHR: 0.0234753, RMSE: 1.6908837, NOVELTY: 0.0059272, AVERAGE_POPULARITY: 0.2452332, DIVERSITY_MEAN_INTER_LIST: 0.7519139, DIVERSITY_HERFINDAHL: 0.9751867, COVERAGE_ITEM: 0.1673966, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0626200, SHANNON_ENTROPY: 6.9196269, 
SearchBayesianSkopt: New best config found. Config 30: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.992595718455985, 'item_asymmetric_alpha': 0.011404001049579284, 'user_topK': 1083, 'user_shrink': 1537, 'item_topK': 57, 'item_shrink': 1265} - results: ROC_AUC: 0.1239776, PRECISION: 0.0204053, PRECISION_RECALL_MIN_DEN: 0.0680175, RECALL: 0.0680175, MAP: 0.0326155, MRR: 0.0883507, NDCG: 0.0558612, F1: 0.0313927, HIT_RATE: 0.2040526, ARHR: 0.0930074, RMSE: 0.9679795, NOVELTY: 0.0057352, AVERAGE_POPULARITY: 0.4283592, DIVERSITY_MEAN_INTER_LIST: 0.9560366, DIVERSITY_HERFINDAHL: 0.9955978, COVERAGE_ITEM: 0.4082184, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1246877, SHANNON_ENTROPY: 9.5055285, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.7755746142438595, 'item_asymmetric_alpha': 3.9016392589971387, 'user_topK': 928, 'user_shrink': 1930, 'item_topK': 13, 'item_shrink': 1628} - results: ROC_AUC: 0.0906841, PRECISION: 0.0139309, PRECISION_RECALL_MIN_DEN: 0.0464364, RECALL: 0.0464364, MAP: 0.0242221, MRR: 0.0668316, NDCG: 0.0403995, F1: 0.0214322, HIT_RATE: 0.1393093, ARHR: 0.0697032, RMSE: 0.9893824, NOVELTY: 0.0064947, AVERAGE_POPULARITY: 0.0753696, DIVERSITY_MEAN_INTER_LIST: 0.9963281, DIVERSITY_HERFINDAHL: 0.9996267, COVERAGE_ITEM: 0.8235199, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4106536, SHANNON_ENTROPY: 12.8037402, 
SearchBayesianSkopt: New best config found. Config 32: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.978768997181169, 'item_asymmetric_alpha': 0.0371298289116866, 'user_topK': 964, 'user_shrink': 1465, 'item_topK': 21, 'item_shrink': 1839} - results: ROC_AUC: 0.1284992, PRECISION: 0.0208748, PRECISION_RECALL_MIN_DEN: 0.0695826, RECALL: 0.0695826, MAP: 0.0338051, MRR: 0.0916041, NDCG: 0.0576243, F1: 0.0321150, HIT_RATE: 0.2087478, ARHR: 0.0964006, RMSE: 0.9761048, NOVELTY: 0.0058356, AVERAGE_POPULARITY: 0.3706148, DIVERSITY_MEAN_INTER_LIST: 0.9722601, DIVERSITY_HERFINDAHL: 0.9972200, COVERAGE_ITEM: 0.4486077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1421199, SHANNON_ENTROPY: 9.9963797, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.9632516008958345, 'item_asymmetric_alpha': 0.07144703099173723, 'user_topK': 1626, 'user_shrink': 1151, 'item_topK': 19, 'item_shrink': 1602} - results: ROC_AUC: 0.1123288, PRECISION: 0.0182060, PRECISION_RECALL_MIN_DEN: 0.0606866, RECALL: 0.0606866, MAP: 0.0296973, MRR: 0.0806427, NDCG: 0.0505074, F1: 0.0280092, HIT_RATE: 0.1820597, ARHR: 0.0847784, RMSE: 0.9675669, NOVELTY: 0.0056761, AVERAGE_POPULARITY: 0.4396385, DIVERSITY_MEAN_INTER_LIST: 0.9222815, DIVERSITY_HERFINDAHL: 0.9922224, COVERAGE_ITEM: 0.4412003, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1224025, SHANNON_ENTROPY: 9.2056293, 
SearchBayesianSkopt: New best config found. Config 34: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.8362526552121787, 'item_asymmetric_alpha': 0.05454627003458824, 'user_topK': 841, 'user_shrink': 1955, 'item_topK': 11, 'item_shrink': 1400} - results: ROC_AUC: 0.1322083, PRECISION: 0.0214864, PRECISION_RECALL_MIN_DEN: 0.0716213, RECALL: 0.0716213, MAP: 0.0349813, MRR: 0.0943095, NDCG: 0.0594262, F1: 0.0330560, HIT_RATE: 0.2148638, ARHR: 0.0995132, RMSE: 0.9806394, NOVELTY: 0.0060288, AVERAGE_POPULARITY: 0.2999322, DIVERSITY_MEAN_INTER_LIST: 0.9816203, DIVERSITY_HERFINDAHL: 0.9981560, COVERAGE_ITEM: 0.5321979, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1733821, SHANNON_ENTROPY: 10.6046192, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.8885476785789286, 'item_asymmetric_alpha': 0.033539810747915684, 'user_topK': 1238, 'user_shrink': 1359, 'item_topK': 100, 'item_shrink': 1380} - results: ROC_AUC: 0.1162406, PRECISION: 0.0194106, PRECISION_RECALL_MIN_DEN: 0.0647021, RECALL: 0.0647021, MAP: 0.0302002, MRR: 0.0821761, NDCG: 0.0523256, F1: 0.0298625, HIT_RATE: 0.1941064, ARHR: 0.0863155, RMSE: 0.9563982, NOVELTY: 0.0055147, AVERAGE_POPULARITY: 0.5120092, DIVERSITY_MEAN_INTER_LIST: 0.9279869, DIVERSITY_HERFINDAHL: 0.9927930, COVERAGE_ITEM: 0.3132198, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0971548, SHANNON_ENTROPY: 8.6955276, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.3180115749477946, 'item_asymmetric_alpha': 0.004682055826844334, 'user_topK': 1781, 'user_shrink': 1613, 'item_topK': 7, 'item_shrink': 1060} - results: ROC_AUC: 0.1322399, PRECISION: 0.0212578, PRECISION_RECALL_MIN_DEN: 0.0708593, RECALL: 0.0708593, MAP: 0.0348783, MRR: 0.0940657, NDCG: 0.0590984, F1: 0.0327043, HIT_RATE: 0.2125780, ARHR: 0.0992431, RMSE: 0.9797794, NOVELTY: 0.0060320, AVERAGE_POPULARITY: 0.3252677, DIVERSITY_MEAN_INTER_LIST: 0.9557546, DIVERSITY_HERFINDAHL: 0.9955696, COVERAGE_ITEM: 0.5457691, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1751455, SHANNON_ENTROPY: 10.3028987, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.1924772887154998, 'item_asymmetric_alpha': 0.12585712806016683, 'user_topK': 721, 'user_shrink': 1206, 'item_topK': 6, 'item_shrink': 1858} - results: ROC_AUC: 0.1102519, PRECISION: 0.0177426, PRECISION_RECALL_MIN_DEN: 0.0591421, RECALL: 0.0591421, MAP: 0.0285372, MRR: 0.0774407, NDCG: 0.0488189, F1: 0.0272964, HIT_RATE: 0.1774263, ARHR: 0.0814298, RMSE: 0.9881146, NOVELTY: 0.0065505, AVERAGE_POPULARITY: 0.1324742, DIVERSITY_MEAN_INTER_LIST: 0.9799232, DIVERSITY_HERFINDAHL: 0.9979863, COVERAGE_ITEM: 0.6401190, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2629175, SHANNON_ENTROPY: 11.3301735, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.390519999298025, 'item_asymmetric_alpha': 0.05503715359623086, 'user_topK': 1730, 'user_shrink': 1943, 'item_topK': 3, 'item_shrink': 1784} - results: ROC_AUC: 0.1302468, PRECISION: 0.0205597, PRECISION_RECALL_MIN_DEN: 0.0685324, RECALL: 0.0685324, MAP: 0.0344925, MRR: 0.0930398, NDCG: 0.0579714, F1: 0.0316303, HIT_RATE: 0.2055971, ARHR: 0.0981505, RMSE: 0.9850531, NOVELTY: 0.0061061, AVERAGE_POPULARITY: 0.3093546, DIVERSITY_MEAN_INTER_LIST: 0.9669687, DIVERSITY_HERFINDAHL: 0.9966909, COVERAGE_ITEM: 0.5110030, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1864693, SHANNON_ENTROPY: 10.4585698, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1090182, PRECISION: 0.0157101, PRECISION_RECALL_MIN_DEN: 0.0523671, RECALL: 0.0523671, MAP: 0.0290300, MRR: 0.0808750, NDCG: 0.0475620, F1: 0.0241694, HIT_RATE: 0.1571014, ARHR: 0.0839576, RMSE: 0.9907180, NOVELTY: 0.0059673, AVERAGE_POPULARITY: 0.3784266, DIVERSITY_MEAN_INTER_LIST: 0.8668744, DIVERSITY_HERFINDAHL: 0.9866821, COVERAGE_ITEM: 0.4547175, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1622903, SHANNON_ENTROPY: 9.1196932, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1075909, PRECISION: 0.0154074, PRECISION_RECALL_MIN_DEN: 0.0513581, RECALL: 0.0513581, MAP: 0.0287525, MRR: 0.0800293, NDCG: 0.0469360, F1: 0.0237037, HIT_RATE: 0.1540743, ARHR: 0.0831225, RMSE: 0.9913202, NOVELTY: 0.0061622, AVERAGE_POPULARITY: 0.2944576, DIVERSITY_MEAN_INTER_LIST: 0.9530523, DIVERSITY_HERFINDAHL: 0.9952993, COVERAGE_ITEM: 0.4606650, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1775509, SHANNON_ENTROPY: 9.9867481, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 2.3574692727921502, 'item_asymmetric_alpha': 3.8621338706094845, 'user_topK': 1853, 'user_shrink': 1027, 'item_topK': 6, 'item_shrink': 1933} - results: ROC_AUC: 0.0878903, PRECISION: 0.0136591, PRECISION_RECALL_MIN_DEN: 0.0455304, RECALL: 0.0455304, MAP: 0.0233667, MRR: 0.0651081, NDCG: 0.0393032, F1: 0.0210140, HIT_RATE: 0.1365911, ARHR: 0.0675665, RMSE: 0.9935455, NOVELTY: 0.0055511, AVERAGE_POPULARITY: 0.4819806, DIVERSITY_MEAN_INTER_LIST: 0.8955656, DIVERSITY_HERFINDAHL: 0.9895510, COVERAGE_ITEM: 0.3231684, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1050402, SHANNON_ENTROPY: 8.6238420, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.1101248, PRECISION: 0.0160252, PRECISION_RECALL_MIN_DEN: 0.0534174, RECALL: 0.0534174, MAP: 0.0291097, MRR: 0.0811549, NDCG: 0.0479985, F1: 0.0246542, HIT_RATE: 0.1602521, ARHR: 0.0842220, RMSE: 0.9913173, NOVELTY: 0.0062309, AVERAGE_POPULARITY: 0.2794468, DIVERSITY_MEAN_INTER_LIST: 0.9666315, DIVERSITY_HERFINDAHL: 0.9966572, COVERAGE_ITEM: 0.4794809, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2034049, SHANNON_ENTROPY: 10.4509688, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.7317223059428355, 'item_asymmetric_alpha': 0.015315158590273107, 'user_topK': 810, 'user_shrink': 1081, 'item_topK': 1, 'item_shrink': 1205} - results: ROC_AUC: 0.1101316, PRECISION: 0.0163156, PRECISION_RECALL_MIN_DEN: 0.0543852, RECALL: 0.0543852, MAP: 0.0296565, MRR: 0.0817409, NDCG: 0.0486961, F1: 0.0251009, HIT_RATE: 0.1631556, ARHR: 0.0852958, RMSE: 0.9789661, NOVELTY: 0.0056269, AVERAGE_POPULARITY: 0.4797099, DIVERSITY_MEAN_INTER_LIST: 0.7376487, DIVERSITY_HERFINDAHL: 0.9737603, COVERAGE_ITEM: 0.2796431, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0991610, SHANNON_ENTROPY: 7.6669159, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.9992882263891172, 'item_asymmetric_alpha': 0.008446636032632073, 'user_topK': 700, 'user_shrink': 1850, 'item_topK': 8, 'item_shrink': 1014} - results: ROC_AUC: 0.1102941, PRECISION: 0.0174399, PRECISION_RECALL_MIN_DEN: 0.0581331, RECALL: 0.0581331, MAP: 0.0285272, MRR: 0.0775382, NDCG: 0.0485272, F1: 0.0268306, HIT_RATE: 0.1743992, ARHR: 0.0814778, RMSE: 0.9874132, NOVELTY: 0.0063700, AVERAGE_POPULARITY: 0.1347615, DIVERSITY_MEAN_INTER_LIST: 0.9874022, DIVERSITY_HERFINDAHL: 0.9987341, COVERAGE_ITEM: 0.6879157, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2932218, SHANNON_ENTROPY: 11.7149020, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1077744, PRECISION: 0.0154939, PRECISION_RECALL_MIN_DEN: 0.0516464, RECALL: 0.0516464, MAP: 0.0286442, MRR: 0.0798514, NDCG: 0.0469356, F1: 0.0238368, HIT_RATE: 0.1549391, ARHR: 0.0828685, RMSE: 0.9896045, NOVELTY: 0.0059209, AVERAGE_POPULARITY: 0.3924637, DIVERSITY_MEAN_INTER_LIST: 0.8491527, DIVERSITY_HERFINDAHL: 0.9849100, COVERAGE_ITEM: 0.4453095, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1524924, SHANNON_ENTROPY: 8.9102998, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1075909, PRECISION: 0.0154074, PRECISION_RECALL_MIN_DEN: 0.0513581, RECALL: 0.0513581, MAP: 0.0287525, MRR: 0.0800293, NDCG: 0.0469360, F1: 0.0237037, HIT_RATE: 0.1540743, ARHR: 0.0831225, RMSE: 0.9913202, NOVELTY: 0.0061622, AVERAGE_POPULARITY: 0.2944576, DIVERSITY_MEAN_INTER_LIST: 0.9530523, DIVERSITY_HERFINDAHL: 0.9952993, COVERAGE_ITEM: 0.4606650, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1775509, SHANNON_ENTROPY: 9.9867481, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.8289299339353233, 'item_asymmetric_alpha': 3.9936967727567945, 'user_topK': 1909, 'user_shrink': 1129, 'item_topK': 4, 'item_shrink': 1103} - results: ROC_AUC: 0.0726555, PRECISION: 0.0118428, PRECISION_RECALL_MIN_DEN: 0.0394761, RECALL: 0.0394761, MAP: 0.0185883, MRR: 0.0514443, NDCG: 0.0322512, F1: 0.0182197, HIT_RATE: 0.1184284, ARHR: 0.0535703, RMSE: 0.9938353, NOVELTY: 0.0071300, AVERAGE_POPULARITY: 0.0828936, DIVERSITY_MEAN_INTER_LIST: 0.9930204, DIVERSITY_HERFINDAHL: 0.9992959, COVERAGE_ITEM: 0.8917005, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4504226, SHANNON_ENTROPY: 12.8458113, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.8455279809217546, 'item_asymmetric_alpha': 0.2958024898514094, 'user_topK': 1915, 'user_shrink': 1832, 'item_topK': 1, 'item_shrink': 1713} - results: ROC_AUC: 0.0866060, PRECISION: 0.0128313, PRECISION_RECALL_MIN_DEN: 0.0427709, RECALL: 0.0427709, MAP: 0.0226068, MRR: 0.0638904, NDCG: 0.0378127, F1: 0.0197404, HIT_RATE: 0.1283128, ARHR: 0.0658407, RMSE: 0.9982688, NOVELTY: 0.0060640, AVERAGE_POPULARITY: 0.3340842, DIVERSITY_MEAN_INTER_LIST: 0.9641093, DIVERSITY_HERFINDAHL: 0.9964050, COVERAGE_ITEM: 0.3430657, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2022125, SHANNON_ENTROPY: 10.2257312, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.6093909446487515, 'item_asymmetric_alpha': 0.03131064858445854, 'user_topK': 1099, 'user_shrink': 1282, 'item_topK': 2, 'item_shrink': 1701} - results: ROC_AUC: 0.1092549, PRECISION: 0.0168777, PRECISION_RECALL_MIN_DEN: 0.0562591, RECALL: 0.0562591, MAP: 0.0283487, MRR: 0.0771940, NDCG: 0.0477841, F1: 0.0259658, HIT_RATE: 0.1687774, ARHR: 0.0810494, RMSE: 0.9924924, NOVELTY: 0.0065873, AVERAGE_POPULARITY: 0.1692332, DIVERSITY_MEAN_INTER_LIST: 0.9801760, DIVERSITY_HERFINDAHL: 0.9980115, COVERAGE_ITEM: 0.4888889, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2165003, SHANNON_ENTROPY: 10.8531375, 
