SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.7251790592944842, 'user_topK': 1020, 'user_shrink': 1577, 'item_topK': 56, 'item_shrink': 1977} - results: ROC_AUC: 0.0851666, PRECISION: 0.0132267, PRECISION_RECALL_MIN_DEN: 0.0440889, RECALL: 0.0440889, MAP: 0.0223234, MRR: 0.0615572, NDCG: 0.0376609, F1: 0.0203487, HIT_RATE: 0.1322666, ARHR: 0.0642117, RMSE: 0.9754191, NOVELTY: 0.0070283, AVERAGE_POPULARITY: 0.0715452, DIVERSITY_MEAN_INTER_LIST: 0.9946460, DIVERSITY_HERFINDAHL: 0.9994585, COVERAGE_ITEM: 0.8741822, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4140885, SHANNON_ENTROPY: 12.7762867, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1097352, PRECISION: 0.0163217, PRECISION_RECALL_MIN_DEN: 0.0544058, RECALL: 0.0544058, MAP: 0.0290415, MRR: 0.0805071, NDCG: 0.0481471, F1: 0.0251104, HIT_RATE: 0.1632174, ARHR: 0.0837818, RMSE: 0.9882789, NOVELTY: 0.0062932, AVERAGE_POPULARITY: 0.2802490, DIVERSITY_MEAN_INTER_LIST: 0.9635965, DIVERSITY_HERFINDAHL: 0.9963537, COVERAGE_ITEM: 0.4577453, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2053026, SHANNON_ENTROPY: 10.4833220, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1118003, PRECISION: 0.0169581, PRECISION_RECALL_MIN_DEN: 0.0565268, RECALL: 0.0565268, MAP: 0.0295229, MRR: 0.0813137, NDCG: 0.0492328, F1: 0.0260893, HIT_RATE: 0.1695805, ARHR: 0.0848908, RMSE: 0.9788300, NOVELTY: 0.0062109, AVERAGE_POPULARITY: 0.3009447, DIVERSITY_MEAN_INTER_LIST: 0.9505249, DIVERSITY_HERFINDAHL: 0.9950466, COVERAGE_ITEM: 0.3948635, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1901979, SHANNON_ENTROPY: 10.1630342, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1102848, PRECISION: 0.0164206, PRECISION_RECALL_MIN_DEN: 0.0547353, RECALL: 0.0547353, MAP: 0.0292973, MRR: 0.0812368, NDCG: 0.0485172, F1: 0.0252624, HIT_RATE: 0.1642058, ARHR: 0.0845309, RMSE: 0.9894573, NOVELTY: 0.0063130, AVERAGE_POPULARITY: 0.2758180, DIVERSITY_MEAN_INTER_LIST: 0.9645481, DIVERSITY_HERFINDAHL: 0.9964488, COVERAGE_ITEM: 0.4638010, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2108154, SHANNON_ENTROPY: 10.5463615, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1093669, PRECISION: 0.0160746, PRECISION_RECALL_MIN_DEN: 0.0535821, RECALL: 0.0535821, MAP: 0.0290943, MRR: 0.0808089, NDCG: 0.0479640, F1: 0.0247302, HIT_RATE: 0.1607463, ARHR: 0.0840192, RMSE: 0.9896221, NOVELTY: 0.0064339, AVERAGE_POPULARITY: 0.2281578, DIVERSITY_MEAN_INTER_LIST: 0.9860931, DIVERSITY_HERFINDAHL: 0.9986032, COVERAGE_ITEM: 0.4659097, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2254888, SHANNON_ENTROPY: 10.9841412, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.9358560034951726, 'user_topK': 812, 'user_shrink': 1821, 'item_topK': 98, 'item_shrink': 1968} - results: ROC_AUC: 0.0847240, PRECISION: 0.0137024, PRECISION_RECALL_MIN_DEN: 0.0456745, RECALL: 0.0456745, MAP: 0.0214520, MRR: 0.0600997, NDCG: 0.0373874, F1: 0.0210805, HIT_RATE: 0.1370235, ARHR: 0.0621923, RMSE: 0.9857279, NOVELTY: 0.0051059, AVERAGE_POPULARITY: 0.7241919, DIVERSITY_MEAN_INTER_LIST: 0.7281272, DIVERSITY_HERFINDAHL: 0.9728082, COVERAGE_ITEM: 0.1338200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0508091, SHANNON_ENTROPY: 6.4150171, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.780868687024986, 'user_topK': 1047, 'user_shrink': 1015, 'item_topK': 5, 'item_shrink': 1962} - results: ROC_AUC: 0.1239634, PRECISION: 0.0198246, PRECISION_RECALL_MIN_DEN: 0.0660818, RECALL: 0.0660818, MAP: 0.0328920, MRR: 0.0892322, NDCG: 0.0555653, F1: 0.0304993, HIT_RATE: 0.1982455, ARHR: 0.0938425, RMSE: 0.9763718, NOVELTY: 0.0061157, AVERAGE_POPULARITY: 0.2924810, DIVERSITY_MEAN_INTER_LIST: 0.9829688, DIVERSITY_HERFINDAHL: 0.9982908, COVERAGE_ITEM: 0.4824547, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1755293, SHANNON_ENTROPY: 10.5813318, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.3641232002971653, 'user_topK': 1769, 'user_shrink': 1042, 'item_topK': 2, 'item_shrink': 1945} - results: ROC_AUC: 0.1138144, PRECISION: 0.0175635, PRECISION_RECALL_MIN_DEN: 0.0585449, RECALL: 0.0585449, MAP: 0.0299358, MRR: 0.0810073, NDCG: 0.0500812, F1: 0.0270207, HIT_RATE: 0.1756348, ARHR: 0.0853219, RMSE: 0.9923088, NOVELTY: 0.0064104, AVERAGE_POPULARITY: 0.2111286, DIVERSITY_MEAN_INTER_LIST: 0.9366272, DIVERSITY_HERFINDAHL: 0.9936569, COVERAGE_ITEM: 0.5214923, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1974553, SHANNON_ENTROPY: 10.1767788, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.33475036288309173, 'user_topK': 1947, 'user_shrink': 1188, 'item_topK': 5, 'item_shrink': 1883} - results: ROC_AUC: 0.1225072, PRECISION: 0.0196825, PRECISION_RECALL_MIN_DEN: 0.0656082, RECALL: 0.0656082, MAP: 0.0325699, MRR: 0.0884624, NDCG: 0.0550856, F1: 0.0302807, HIT_RATE: 0.1968246, ARHR: 0.0929822, RMSE: 0.9724474, NOVELTY: 0.0060233, AVERAGE_POPULARITY: 0.3193272, DIVERSITY_MEAN_INTER_LIST: 0.9765134, DIVERSITY_HERFINDAHL: 0.9976453, COVERAGE_ITEM: 0.4376859, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1609853, SHANNON_ENTROPY: 10.2668738, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.910432863216955, 'user_topK': 742, 'user_shrink': 1010, 'item_topK': 6, 'item_shrink': 1232} - results: ROC_AUC: 0.1133447, PRECISION: 0.0180145, PRECISION_RECALL_MIN_DEN: 0.0600482, RECALL: 0.0600482, MAP: 0.0295334, MRR: 0.0801866, NDCG: 0.0501577, F1: 0.0277145, HIT_RATE: 0.1801446, ARHR: 0.0842993, RMSE: 0.9872596, NOVELTY: 0.0063626, AVERAGE_POPULARITY: 0.1441337, DIVERSITY_MEAN_INTER_LIST: 0.9845690, DIVERSITY_HERFINDAHL: 0.9984508, COVERAGE_ITEM: 0.6396323, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2635385, SHANNON_ENTROPY: 11.4440460, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 2000, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1083234, PRECISION: 0.0159016, PRECISION_RECALL_MIN_DEN: 0.0530055, RECALL: 0.0530055, MAP: 0.0286868, MRR: 0.0795144, NDCG: 0.0473324, F1: 0.0244641, HIT_RATE: 0.1590165, ARHR: 0.0827551, RMSE: 0.9870015, NOVELTY: 0.0062686, AVERAGE_POPULARITY: 0.2859716, DIVERSITY_MEAN_INTER_LIST: 0.9627080, DIVERSITY_HERFINDAHL: 0.9962649, COVERAGE_ITEM: 0.4523385, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1999665, SHANNON_ENTROPY: 10.4235595, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 2.8732037275507714, 'user_topK': 708, 'user_shrink': 1053, 'item_topK': 2, 'item_shrink': 1901} - results: ROC_AUC: 0.0885053, PRECISION: 0.0133070, PRECISION_RECALL_MIN_DEN: 0.0443566, RECALL: 0.0443566, MAP: 0.0237309, MRR: 0.0666001, NDCG: 0.0394099, F1: 0.0204723, HIT_RATE: 0.1330697, ARHR: 0.0688871, RMSE: 1.2155292, NOVELTY: 0.0057122, AVERAGE_POPULARITY: 0.4471169, DIVERSITY_MEAN_INTER_LIST: 0.9038071, DIVERSITY_HERFINDAHL: 0.9903751, COVERAGE_ITEM: 0.3793998, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1277949, SHANNON_ENTROPY: 9.0577154, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.1049230, PRECISION: 0.0155495, PRECISION_RECALL_MIN_DEN: 0.0518317, RECALL: 0.0518317, MAP: 0.0279136, MRR: 0.0773951, NDCG: 0.0461287, F1: 0.0239223, HIT_RATE: 0.1554952, ARHR: 0.0805362, RMSE: 0.9873357, NOVELTY: 0.0062769, AVERAGE_POPULARITY: 0.2792687, DIVERSITY_MEAN_INTER_LIST: 0.9644690, DIVERSITY_HERFINDAHL: 0.9964409, COVERAGE_ITEM: 0.4347121, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2095607, SHANNON_ENTROPY: 10.5419889, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 2.716446781654324, 'user_topK': 847, 'user_shrink': 1086, 'item_topK': 98, 'item_shrink': 1044} - results: ROC_AUC: 0.0717394, PRECISION: 0.0108297, PRECISION_RECALL_MIN_DEN: 0.0360989, RECALL: 0.0360989, MAP: 0.0190098, MRR: 0.0528632, NDCG: 0.0316841, F1: 0.0166610, HIT_RATE: 0.1082968, ARHR: 0.0549059, RMSE: 0.9854118, NOVELTY: 0.0064933, AVERAGE_POPULARITY: 0.0479937, DIVERSITY_MEAN_INTER_LIST: 0.9982353, DIVERSITY_HERFINDAHL: 0.9998174, COVERAGE_ITEM: 0.9153285, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5389078, SHANNON_ENTROPY: 13.4157227, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1086792, PRECISION: 0.0158213, PRECISION_RECALL_MIN_DEN: 0.0527378, RECALL: 0.0527378, MAP: 0.0288089, MRR: 0.0800146, NDCG: 0.0474074, F1: 0.0243405, HIT_RATE: 0.1582134, ARHR: 0.0831935, RMSE: 0.9886698, NOVELTY: 0.0064161, AVERAGE_POPULARITY: 0.2322149, DIVERSITY_MEAN_INTER_LIST: 0.9855352, DIVERSITY_HERFINDAHL: 0.9985474, COVERAGE_ITEM: 0.4628819, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2204852, SHANNON_ENTROPY: 10.9297757, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1102848, PRECISION: 0.0164206, PRECISION_RECALL_MIN_DEN: 0.0547353, RECALL: 0.0547353, MAP: 0.0292973, MRR: 0.0812368, NDCG: 0.0485172, F1: 0.0252624, HIT_RATE: 0.1642058, ARHR: 0.0845309, RMSE: 0.9894573, NOVELTY: 0.0063130, AVERAGE_POPULARITY: 0.2758180, DIVERSITY_MEAN_INTER_LIST: 0.9645481, DIVERSITY_HERFINDAHL: 0.9964488, COVERAGE_ITEM: 0.4638010, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2108154, SHANNON_ENTROPY: 10.5463615, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.963897833066873, 'user_topK': 800, 'user_shrink': 1992, 'item_topK': 6, 'item_shrink': 1682} - results: ROC_AUC: 0.1007499, PRECISION: 0.0164082, PRECISION_RECALL_MIN_DEN: 0.0546941, RECALL: 0.0546941, MAP: 0.0260261, MRR: 0.0711217, NDCG: 0.0448222, F1: 0.0252434, HIT_RATE: 0.1640823, ARHR: 0.0745294, RMSE: 0.9915824, NOVELTY: 0.0065665, AVERAGE_POPULARITY: 0.1131089, DIVERSITY_MEAN_INTER_LIST: 0.9915330, DIVERSITY_HERFINDAHL: 0.9991472, COVERAGE_ITEM: 0.6958097, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3228148, SHANNON_ENTROPY: 12.0360908, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.8288155061158713, 'user_topK': 747, 'user_shrink': 1974, 'item_topK': 89, 'item_shrink': 1958} - results: ROC_AUC: 0.0885922, PRECISION: 0.0143634, PRECISION_RECALL_MIN_DEN: 0.0478779, RECALL: 0.0478779, MAP: 0.0231872, MRR: 0.0641368, NDCG: 0.0397736, F1: 0.0220975, HIT_RATE: 0.1436338, ARHR: 0.0668043, RMSE: 0.8000637, NOVELTY: 0.0051231, AVERAGE_POPULARITY: 0.7112980, DIVERSITY_MEAN_INTER_LIST: 0.7202791, DIVERSITY_HERFINDAHL: 0.9720235, COVERAGE_ITEM: 0.1364152, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0403091, SHANNON_ENTROPY: 6.2443481, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.5605699077355952, 'user_topK': 1864, 'user_shrink': 1985, 'item_topK': 2, 'item_shrink': 1012} - results: ROC_AUC: 0.0984021, PRECISION: 0.0146970, PRECISION_RECALL_MIN_DEN: 0.0489899, RECALL: 0.0489899, MAP: 0.0257663, MRR: 0.0720686, NDCG: 0.0430536, F1: 0.0226107, HIT_RATE: 0.1469698, ARHR: 0.0746605, RMSE: 0.9959825, NOVELTY: 0.0059926, AVERAGE_POPULARITY: 0.3499621, DIVERSITY_MEAN_INTER_LIST: 0.9719733, DIVERSITY_HERFINDAHL: 0.9971913, COVERAGE_ITEM: 0.3910787, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1783118, SHANNON_ENTROPY: 10.1849033, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1097352, PRECISION: 0.0163217, PRECISION_RECALL_MIN_DEN: 0.0544058, RECALL: 0.0544058, MAP: 0.0290415, MRR: 0.0805071, NDCG: 0.0481471, F1: 0.0251104, HIT_RATE: 0.1632174, ARHR: 0.0837818, RMSE: 0.9882789, NOVELTY: 0.0062932, AVERAGE_POPULARITY: 0.2802490, DIVERSITY_MEAN_INTER_LIST: 0.9635965, DIVERSITY_HERFINDAHL: 0.9963537, COVERAGE_ITEM: 0.4577453, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2053026, SHANNON_ENTROPY: 10.4833220, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.1462087175155116, 'user_topK': 1777, 'user_shrink': 1675, 'item_topK': 6, 'item_shrink': 1973} - results: ROC_AUC: 0.1116174, PRECISION: 0.0177488, PRECISION_RECALL_MIN_DEN: 0.0591627, RECALL: 0.0591627, MAP: 0.0291117, MRR: 0.0790870, NDCG: 0.0494418, F1: 0.0273059, HIT_RATE: 0.1774881, ARHR: 0.0831165, RMSE: 0.9903563, NOVELTY: 0.0064723, AVERAGE_POPULARITY: 0.1370834, DIVERSITY_MEAN_INTER_LIST: 0.9740505, DIVERSITY_HERFINDAHL: 0.9973990, COVERAGE_ITEM: 0.6729386, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2762642, SHANNON_ENTROPY: 11.3537951, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.757627424705331, 'user_topK': 700, 'user_shrink': 1113, 'item_topK': 3, 'item_shrink': 1957} - results: ROC_AUC: 0.1000674, PRECISION: 0.0155928, PRECISION_RECALL_MIN_DEN: 0.0519759, RECALL: 0.0519759, MAP: 0.0261206, MRR: 0.0723250, NDCG: 0.0442393, F1: 0.0239889, HIT_RATE: 0.1559276, ARHR: 0.0753145, RMSE: 0.9970789, NOVELTY: 0.0058067, AVERAGE_POPULARITY: 0.4025290, DIVERSITY_MEAN_INTER_LIST: 0.9603817, DIVERSITY_HERFINDAHL: 0.9960322, COVERAGE_ITEM: 0.3423628, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1482542, SHANNON_ENTROPY: 9.6653356, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.0337228987305087, 'user_topK': 1843, 'user_shrink': 1946, 'item_topK': 2, 'item_shrink': 1899} - results: ROC_AUC: 0.0971485, PRECISION: 0.0144746, PRECISION_RECALL_MIN_DEN: 0.0482486, RECALL: 0.0482486, MAP: 0.0254557, MRR: 0.0714111, NDCG: 0.0425202, F1: 0.0222686, HIT_RATE: 0.1447458, ARHR: 0.0738666, RMSE: 0.9820214, NOVELTY: 0.0059030, AVERAGE_POPULARITY: 0.3794959, DIVERSITY_MEAN_INTER_LIST: 0.9583411, DIVERSITY_HERFINDAHL: 0.9958282, COVERAGE_ITEM: 0.4230333, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1579259, SHANNON_ENTROPY: 9.9417164, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.04708964363342051, 'user_topK': 706, 'user_shrink': 1081, 'item_topK': 3, 'item_shrink': 1208} - results: ROC_AUC: 0.1112496, PRECISION: 0.0177982, PRECISION_RECALL_MIN_DEN: 0.0593274, RECALL: 0.0593274, MAP: 0.0290725, MRR: 0.0788117, NDCG: 0.0494155, F1: 0.0273819, HIT_RATE: 0.1779823, ARHR: 0.0829321, RMSE: 0.9886189, NOVELTY: 0.0065443, AVERAGE_POPULARITY: 0.1666780, DIVERSITY_MEAN_INTER_LIST: 0.9758827, DIVERSITY_HERFINDAHL: 0.9975822, COVERAGE_ITEM: 0.5890241, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2562547, SHANNON_ENTROPY: 11.1094514, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.916942404985995, 'user_topK': 1830, 'user_shrink': 1039, 'item_topK': 5, 'item_shrink': 1086} - results: ROC_AUC: 0.0712867, PRECISION: 0.0114289, PRECISION_RECALL_MIN_DEN: 0.0380964, RECALL: 0.0380964, MAP: 0.0187454, MRR: 0.0521240, NDCG: 0.0319965, F1: 0.0175830, HIT_RATE: 0.1142892, ARHR: 0.0541440, RMSE: 0.9607824, NOVELTY: 0.0051640, AVERAGE_POPULARITY: 0.6741912, DIVERSITY_MEAN_INTER_LIST: 0.6373660, DIVERSITY_HERFINDAHL: 0.9637327, COVERAGE_ITEM: 0.1266829, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0482499, SHANNON_ENTROPY: 6.1080938, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.009466217929475553, 'user_topK': 1874, 'user_shrink': 1010, 'item_topK': 4, 'item_shrink': 1179} - results: ROC_AUC: 0.1151814, PRECISION: 0.0177797, PRECISION_RECALL_MIN_DEN: 0.0592657, RECALL: 0.0592657, MAP: 0.0299803, MRR: 0.0813243, NDCG: 0.0504057, F1: 0.0273534, HIT_RATE: 0.1777970, ARHR: 0.0855371, RMSE: 0.9776961, NOVELTY: 0.0063227, AVERAGE_POPULARITY: 0.1980641, DIVERSITY_MEAN_INTER_LIST: 0.9301543, DIVERSITY_HERFINDAHL: 0.9930097, COVERAGE_ITEM: 0.5421465, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1818458, SHANNON_ENTROPY: 9.9622588, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.7320094672766225, 'user_topK': 763, 'user_shrink': 1021, 'item_topK': 1, 'item_shrink': 1178} - results: ROC_AUC: 0.0868248, PRECISION: 0.0135788, PRECISION_RECALL_MIN_DEN: 0.0452627, RECALL: 0.0452627, MAP: 0.0215534, MRR: 0.0601291, NDCG: 0.0373763, F1: 0.0208905, HIT_RATE: 0.1357880, ARHR: 0.0623665, RMSE: 0.9958784, NOVELTY: 0.0068297, AVERAGE_POPULARITY: 0.1303179, DIVERSITY_MEAN_INTER_LIST: 0.9705336, DIVERSITY_HERFINDAHL: 0.9970474, COVERAGE_ITEM: 0.5245201, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2182148, SHANNON_ENTROPY: 10.6152355, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.3034055557801505, 'user_topK': 1964, 'user_shrink': 1091, 'item_topK': 88, 'item_shrink': 1114} - results: ROC_AUC: 0.1086253, PRECISION: 0.0174708, PRECISION_RECALL_MIN_DEN: 0.0582360, RECALL: 0.0582360, MAP: 0.0292357, MRR: 0.0800374, NDCG: 0.0493031, F1: 0.0268782, HIT_RATE: 0.1747081, ARHR: 0.0837979, RMSE: 0.9039554, NOVELTY: 0.0055537, AVERAGE_POPULARITY: 0.5240666, DIVERSITY_MEAN_INTER_LIST: 0.9028793, DIVERSITY_HERFINDAHL: 0.9902824, COVERAGE_ITEM: 0.4783455, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1078433, SHANNON_ENTROPY: 8.7369553, 
