SearchBayesianSkopt: New best config found. Config 0: {'topK': 456, 'shrink': 341, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8378174742592495, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0230187, PRECISION: 0.0038179, PRECISION_RECALL_MIN_DEN: 0.0127263, RECALL: 0.0127263, MAP: 0.0054988, MRR: 0.0158813, NDCG: 0.0099880, F1: 0.0058737, HIT_RATE: 0.0381788, ARHR: 0.0161845, RMSE: 0.7771796, NOVELTY: 0.0070437, AVERAGE_POPULARITY: 0.0465650, DIVERSITY_MEAN_INTER_LIST: 0.9914813, DIVERSITY_HERFINDAHL: 0.9991420, COVERAGE_ITEM: 0.7050014, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2439155, SHANNON_ENTROPY: 11.6790097, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 958, 'shrink': 1432, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.985878998466048, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0786714, PRECISION: 0.0123988, PRECISION_RECALL_MIN_DEN: 0.0413295, RECALL: 0.0413295, MAP: 0.0204712, MRR: 0.0569232, NDCG: 0.0348872, F1: 0.0190751, HIT_RATE: 0.1239884, ARHR: 0.0591279, RMSE: 0.9739961, NOVELTY: 0.0052620, AVERAGE_POPULARITY: 0.0956737, DIVERSITY_MEAN_INTER_LIST: 0.9969625, DIVERSITY_HERFINDAHL: 0.9996901, COVERAGE_ITEM: 0.9098675, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4558082, SHANNON_ENTROPY: 13.0992195, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1321531, PRECISION: 0.0207821, PRECISION_RECALL_MIN_DEN: 0.0692737, RECALL: 0.0692737, MAP: 0.0352452, MRR: 0.0949875, NDCG: 0.0589777, F1: 0.0319725, HIT_RATE: 0.2078211, ARHR: 0.1002513, RMSE: 0.9854614, NOVELTY: 0.0063167, AVERAGE_POPULARITY: 0.2119296, DIVERSITY_MEAN_INTER_LIST: 0.9718957, DIVERSITY_HERFINDAHL: 0.9971836, COVERAGE_ITEM: 0.5791836, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1795851, SHANNON_ENTROPY: 10.6170380, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1321531, PRECISION: 0.0207821, PRECISION_RECALL_MIN_DEN: 0.0692737, RECALL: 0.0692737, MAP: 0.0352452, MRR: 0.0949875, NDCG: 0.0589777, F1: 0.0319725, HIT_RATE: 0.2078211, ARHR: 0.1002513, RMSE: 0.9854614, NOVELTY: 0.0063167, AVERAGE_POPULARITY: 0.2119296, DIVERSITY_MEAN_INTER_LIST: 0.9718957, DIVERSITY_HERFINDAHL: 0.9971836, COVERAGE_ITEM: 0.5791836, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1795851, SHANNON_ENTROPY: 10.6170380, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 5, 'shrink': 59, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8915762081799552, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0768428, PRECISION: 0.0114042, PRECISION_RECALL_MIN_DEN: 0.0380140, RECALL: 0.0380140, MAP: 0.0191362, MRR: 0.0535209, NDCG: 0.0325533, F1: 0.0175449, HIT_RATE: 0.1140421, ARHR: 0.0554423, RMSE: 0.9738291, NOVELTY: 0.0062862, AVERAGE_POPULARITY: 0.1434898, DIVERSITY_MEAN_INTER_LIST: 0.9902123, DIVERSITY_HERFINDAHL: 0.9990151, COVERAGE_ITEM: 0.6277372, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2031807, SHANNON_ENTROPY: 11.2425362, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 976, 'shrink': 1410, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.110647469500639, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0841867, PRECISION: 0.0136653, PRECISION_RECALL_MIN_DEN: 0.0455510, RECALL: 0.0455510, MAP: 0.0217772, MRR: 0.0609014, NDCG: 0.0376482, F1: 0.0210235, HIT_RATE: 0.1366529, ARHR: 0.0630780, RMSE: 0.9816137, NOVELTY: 0.0051337, AVERAGE_POPULARITY: 0.7315212, DIVERSITY_MEAN_INTER_LIST: 0.7073892, DIVERSITY_HERFINDAHL: 0.9707345, COVERAGE_ITEM: 0.3113815, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0519105, SHANNON_ENTROPY: 6.4389388, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 43, 'shrink': 1458, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9879117616339543, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1041721, PRECISION: 0.0163897, PRECISION_RECALL_MIN_DEN: 0.0546323, RECALL: 0.0546323, MAP: 0.0275747, MRR: 0.0756191, NDCG: 0.0464811, F1: 0.0252149, HIT_RATE: 0.1638970, ARHR: 0.0790987, RMSE: 0.9920964, NOVELTY: 0.0056281, AVERAGE_POPULARITY: 0.4422406, DIVERSITY_MEAN_INTER_LIST: 0.9553445, DIVERSITY_HERFINDAHL: 0.9955285, COVERAGE_ITEM: 0.5137605, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1229787, SHANNON_ENTROPY: 9.5194222, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 993, 'shrink': 25, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8724932067138678, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0441521, PRECISION: 0.0067585, PRECISION_RECALL_MIN_DEN: 0.0225284, RECALL: 0.0225284, MAP: 0.0108868, MRR: 0.0310848, NDCG: 0.0188865, F1: 0.0103977, HIT_RATE: 0.0675851, ARHR: 0.0318587, RMSE: 0.7822731, NOVELTY: 0.0067233, AVERAGE_POPULARITY: 0.0799920, DIVERSITY_MEAN_INTER_LIST: 0.9818017, DIVERSITY_HERFINDAHL: 0.9981741, COVERAGE_ITEM: 0.6687213, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1951949, SHANNON_ENTROPY: 10.9713522, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 108, 'shrink': 541, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.00014542203025835756, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1277636, PRECISION: 0.0206956, PRECISION_RECALL_MIN_DEN: 0.0689854, RECALL: 0.0689854, MAP: 0.0337268, MRR: 0.0916454, NDCG: 0.0573867, F1: 0.0318394, HIT_RATE: 0.2069562, ARHR: 0.0963166, RMSE: 0.9738139, NOVELTY: 0.0061155, AVERAGE_POPULARITY: 0.3020751, DIVERSITY_MEAN_INTER_LIST: 0.9806222, DIVERSITY_HERFINDAHL: 0.9980562, COVERAGE_ITEM: 0.6476345, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1775321, SHANNON_ENTROPY: 10.7032827, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 5, 'shrink': 1273, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1093523, PRECISION: 0.0174337, PRECISION_RECALL_MIN_DEN: 0.0581125, RECALL: 0.0581125, MAP: 0.0288241, MRR: 0.0786453, NDCG: 0.0488455, F1: 0.0268211, HIT_RATE: 0.1743374, ARHR: 0.0824934, RMSE: 0.9966915, NOVELTY: 0.0058374, AVERAGE_POPULARITY: 0.3568160, DIVERSITY_MEAN_INTER_LIST: 0.9749303, DIVERSITY_HERFINDAHL: 0.9974870, COVERAGE_ITEM: 0.4419032, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1413629, SHANNON_ENTROPY: 10.0042722, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 26, 'shrink': 12, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0378074121131522, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.1018749, PRECISION: 0.0162229, PRECISION_RECALL_MIN_DEN: 0.0540763, RECALL: 0.0540763, MAP: 0.0266195, MRR: 0.0726478, NDCG: 0.0452468, F1: 0.0249583, HIT_RATE: 0.1622289, ARHR: 0.0761798, RMSE: 0.9728253, NOVELTY: 0.0061387, AVERAGE_POPULARITY: 0.1552274, DIVERSITY_MEAN_INTER_LIST: 0.9770643, DIVERSITY_HERFINDAHL: 0.9977004, COVERAGE_ITEM: 0.7715599, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2757061, SHANNON_ENTROPY: 11.4293080, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 8, 'shrink': 522, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01761927835624655, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1252167, PRECISION: 0.0188052, PRECISION_RECALL_MIN_DEN: 0.0626840, RECALL: 0.0626840, MAP: 0.0336891, MRR: 0.0915779, NDCG: 0.0554050, F1: 0.0289311, HIT_RATE: 0.1880521, ARHR: 0.0962479, RMSE: 0.9840042, NOVELTY: 0.0064909, AVERAGE_POPULARITY: 0.1515507, DIVERSITY_MEAN_INTER_LIST: 0.9391892, DIVERSITY_HERFINDAHL: 0.9939131, COVERAGE_ITEM: 0.7008921, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2032822, SHANNON_ENTROPY: 10.4636610, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 273, 'shrink': 5, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 5.9256665834395164e-05, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0887125, PRECISION: 0.0127324, PRECISION_RECALL_MIN_DEN: 0.0424415, RECALL: 0.0424415, MAP: 0.0237850, MRR: 0.0661364, NDCG: 0.0387907, F1: 0.0195884, HIT_RATE: 0.1273244, ARHR: 0.0687002, RMSE: 0.9770349, NOVELTY: 0.0066480, AVERAGE_POPULARITY: 0.1067103, DIVERSITY_MEAN_INTER_LIST: 0.9650295, DIVERSITY_HERFINDAHL: 0.9964970, COVERAGE_ITEM: 0.8890511, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3550457, SHANNON_ENTROPY: 11.8464575, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 5, 'shrink': 1201, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1096337, PRECISION: 0.0175326, PRECISION_RECALL_MIN_DEN: 0.0584420, RECALL: 0.0584420, MAP: 0.0288984, MRR: 0.0787852, NDCG: 0.0490170, F1: 0.0269732, HIT_RATE: 0.1753259, ARHR: 0.0826749, RMSE: 0.9965365, NOVELTY: 0.0058371, AVERAGE_POPULARITY: 0.3568521, DIVERSITY_MEAN_INTER_LIST: 0.9749819, DIVERSITY_HERFINDAHL: 0.9974922, COVERAGE_ITEM: 0.4412003, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1412047, SHANNON_ENTROPY: 10.0031996, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 5, 'shrink': 1249, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1093119, PRECISION: 0.0174523, PRECISION_RECALL_MIN_DEN: 0.0581743, RECALL: 0.0581743, MAP: 0.0287990, MRR: 0.0785735, NDCG: 0.0488376, F1: 0.0268497, HIT_RATE: 0.1745228, ARHR: 0.0824198, RMSE: 0.9966418, NOVELTY: 0.0058375, AVERAGE_POPULARITY: 0.3568255, DIVERSITY_MEAN_INTER_LIST: 0.9749552, DIVERSITY_HERFINDAHL: 0.9974895, COVERAGE_ITEM: 0.4418491, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1413026, SHANNON_ENTROPY: 10.0044295, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 44, 'shrink': 19, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.014683377918853106, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1243217, PRECISION: 0.0196763, PRECISION_RECALL_MIN_DEN: 0.0655876, RECALL: 0.0655876, MAP: 0.0327414, MRR: 0.0891577, NDCG: 0.0553310, F1: 0.0302712, HIT_RATE: 0.1967628, ARHR: 0.0936039, RMSE: 0.9763579, NOVELTY: 0.0064140, AVERAGE_POPULARITY: 0.2394706, DIVERSITY_MEAN_INTER_LIST: 0.9828527, DIVERSITY_HERFINDAHL: 0.9982792, COVERAGE_ITEM: 0.7689105, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2474106, SHANNON_ENTROPY: 11.2981965, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 32, 'shrink': 1496, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9258979320251906, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0659807, PRECISION: 0.0101192, PRECISION_RECALL_MIN_DEN: 0.0337308, RECALL: 0.0337308, MAP: 0.0164416, MRR: 0.0463664, NDCG: 0.0283450, F1: 0.0155680, HIT_RATE: 0.1011923, ARHR: 0.0478271, RMSE: 0.9272316, NOVELTY: 0.0065466, AVERAGE_POPULARITY: 0.1188037, DIVERSITY_MEAN_INTER_LIST: 0.9910706, DIVERSITY_HERFINDAHL: 0.9991009, COVERAGE_ITEM: 0.6153014, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2087610, SHANNON_ENTROPY: 11.3348501, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 41, 'shrink': 906, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06336063198986543, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1332976, PRECISION: 0.0215976, PRECISION_RECALL_MIN_DEN: 0.0719919, RECALL: 0.0719919, MAP: 0.0353002, MRR: 0.0953799, NDCG: 0.0599153, F1: 0.0332270, HIT_RATE: 0.2159758, ARHR: 0.1005427, RMSE: 0.9779564, NOVELTY: 0.0060875, AVERAGE_POPULARITY: 0.2930722, DIVERSITY_MEAN_INTER_LIST: 0.9822369, DIVERSITY_HERFINDAHL: 0.9982176, COVERAGE_ITEM: 0.6156258, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1699166, SHANNON_ENTROPY: 10.6746230, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 982, 'shrink': 1023, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.004233775983277789, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0952597, PRECISION: 0.0160376, PRECISION_RECALL_MIN_DEN: 0.0534585, RECALL: 0.0534585, MAP: 0.0245613, MRR: 0.0679350, NDCG: 0.0429775, F1: 0.0246732, HIT_RATE: 0.1603756, ARHR: 0.0707466, RMSE: 0.9270659, NOVELTY: 0.0052377, AVERAGE_POPULARITY: 0.6538125, DIVERSITY_MEAN_INTER_LIST: 0.8516992, DIVERSITY_HERFINDAHL: 0.9851647, COVERAGE_ITEM: 0.2556907, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0606298, SHANNON_ENTROPY: 7.3697289, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 5, 'shrink': 1301, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1091665, PRECISION: 0.0174770, PRECISION_RECALL_MIN_DEN: 0.0582566, RECALL: 0.0582566, MAP: 0.0287693, MRR: 0.0785232, NDCG: 0.0488342, F1: 0.0268877, HIT_RATE: 0.1747699, ARHR: 0.0823502, RMSE: 0.9967480, NOVELTY: 0.0058387, AVERAGE_POPULARITY: 0.3566197, DIVERSITY_MEAN_INTER_LIST: 0.9749209, DIVERSITY_HERFINDAHL: 0.9974861, COVERAGE_ITEM: 0.4419032, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1413834, SHANNON_ENTROPY: 10.0046222, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 5, 'shrink': 1319, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1092269, PRECISION: 0.0174646, PRECISION_RECALL_MIN_DEN: 0.0582154, RECALL: 0.0582154, MAP: 0.0287967, MRR: 0.0786079, NDCG: 0.0488514, F1: 0.0268687, HIT_RATE: 0.1746463, ARHR: 0.0824337, RMSE: 0.9967829, NOVELTY: 0.0058392, AVERAGE_POPULARITY: 0.3564275, DIVERSITY_MEAN_INTER_LIST: 0.9749556, DIVERSITY_HERFINDAHL: 0.9974895, COVERAGE_ITEM: 0.4419573, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1415286, SHANNON_ENTROPY: 10.0067908, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 37, 'shrink': 1251, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9993199032614215, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1042617, PRECISION: 0.0162785, PRECISION_RECALL_MIN_DEN: 0.0542617, RECALL: 0.0542617, MAP: 0.0276021, MRR: 0.0759111, NDCG: 0.0464280, F1: 0.0250438, HIT_RATE: 0.1627850, ARHR: 0.0792960, RMSE: 0.9915338, NOVELTY: 0.0056629, AVERAGE_POPULARITY: 0.4229475, DIVERSITY_MEAN_INTER_LIST: 0.9611537, DIVERSITY_HERFINDAHL: 0.9961094, COVERAGE_ITEM: 0.5246283, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1285227, SHANNON_ENTROPY: 9.6842716, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 65, 'shrink': 63, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01141521960242753, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1187787, PRECISION: 0.0199481, PRECISION_RECALL_MIN_DEN: 0.0664937, RECALL: 0.0664937, MAP: 0.0305176, MRR: 0.0833216, NDCG: 0.0532827, F1: 0.0306894, HIT_RATE: 0.1994811, ARHR: 0.0873572, RMSE: 0.9718582, NOVELTY: 0.0056549, AVERAGE_POPULARITY: 0.4590466, DIVERSITY_MEAN_INTER_LIST: 0.9547913, DIVERSITY_HERFINDAHL: 0.9954732, COVERAGE_ITEM: 0.4864017, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1135445, SHANNON_ENTROPY: 9.3548010, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 39, 'shrink': 1483, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.027082116698597065, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1313303, PRECISION: 0.0215976, PRECISION_RECALL_MIN_DEN: 0.0719919, RECALL: 0.0719919, MAP: 0.0345048, MRR: 0.0932371, NDCG: 0.0590776, F1: 0.0332270, HIT_RATE: 0.2159758, ARHR: 0.0982697, RMSE: 0.9781961, NOVELTY: 0.0059078, AVERAGE_POPULARITY: 0.3540772, DIVERSITY_MEAN_INTER_LIST: 0.9763518, DIVERSITY_HERFINDAHL: 0.9976291, COVERAGE_ITEM: 0.4762368, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414932, SHANNON_ENTROPY: 10.1247556, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 28, 'shrink': 1496, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2337143047985843, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0787145, PRECISION: 0.0125224, PRECISION_RECALL_MIN_DEN: 0.0417413, RECALL: 0.0417413, MAP: 0.0204382, MRR: 0.0565149, NDCG: 0.0349299, F1: 0.0192652, HIT_RATE: 0.1252239, ARHR: 0.0588630, RMSE: 0.9924542, NOVELTY: 0.0056175, AVERAGE_POPULARITY: 0.0532135, DIVERSITY_MEAN_INTER_LIST: 0.9973560, DIVERSITY_HERFINDAHL: 0.9997294, COVERAGE_ITEM: 0.9130035, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4754056, SHANNON_ENTROPY: 13.2055457, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 18, 'shrink': 554, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05418725942663506, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0982962, PRECISION: 0.0159449, PRECISION_RECALL_MIN_DEN: 0.0531496, RECALL: 0.0531496, MAP: 0.0253823, MRR: 0.0692768, NDCG: 0.0436396, F1: 0.0245306, HIT_RATE: 0.1594489, ARHR: 0.0726217, RMSE: 0.9879284, NOVELTY: 0.0063261, AVERAGE_POPULARITY: 0.1031083, DIVERSITY_MEAN_INTER_LIST: 0.9916013, DIVERSITY_HERFINDAHL: 0.9991540, COVERAGE_ITEM: 0.8665045, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3878904, SHANNON_ENTROPY: 12.5328196, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 10, 'shrink': 1143, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.006768439234451364, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1334907, PRECISION: 0.0213443, PRECISION_RECALL_MIN_DEN: 0.0711476, RECALL: 0.0711476, MAP: 0.0354357, MRR: 0.0957781, NDCG: 0.0598036, F1: 0.0328374, HIT_RATE: 0.2134429, ARHR: 0.1009403, RMSE: 0.9830141, NOVELTY: 0.0062651, AVERAGE_POPULARITY: 0.2323930, DIVERSITY_MEAN_INTER_LIST: 0.9791011, DIVERSITY_HERFINDAHL: 0.9979041, COVERAGE_ITEM: 0.6095702, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1786951, SHANNON_ENTROPY: 10.7315170, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 903, 'shrink': 1492, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8638073082597804, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1009247, PRECISION: 0.0156236, PRECISION_RECALL_MIN_DEN: 0.0520788, RECALL: 0.0520788, MAP: 0.0265405, MRR: 0.0732583, NDCG: 0.0446688, F1: 0.0240364, HIT_RATE: 0.1562365, ARHR: 0.0763861, RMSE: 0.9818623, NOVELTY: 0.0053886, AVERAGE_POPULARITY: 0.5722744, DIVERSITY_MEAN_INTER_LIST: 0.8816203, DIVERSITY_HERFINDAHL: 0.9881566, COVERAGE_ITEM: 0.3991349, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0802585, SHANNON_ENTROPY: 8.0607567, 
SearchBayesianSkopt: Search complete. Best config is 23: {'topK': 17, 'shrink': 1463, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07899555402911075, 'feature_weighting': 'TF-IDF'}
