CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 98, 'alpha': 0.6338441960891578, 'beta': 1.9801657464591942, 'normalize_similarity': False} - results: ROC_AUC: 0.0003020, PRECISION: 0.0000524, PRECISION_RECALL_MIN_DEN: 0.0005240, RECALL: 0.0005240, MAP: 0.0001849, MRR: 0.0001849, NDCG: 0.0002635, F1: 0.0000953, HIT_RATE: 0.0005240, ARHR: 0.0001849, RMSE: 0.9999469, NOVELTY: 0.0099128, AVERAGE_POPULARITY: 0.0014380, DIVERSITY_MEAN_INTER_LIST: 0.9952042, DIVERSITY_HERFINDAHL: 0.9995160, COVERAGE_ITEM: 0.2981779, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3447061, SHANNON_ENTROPY: 11.2641492, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 752, 'alpha': 0.9796173314528862, 'beta': 0.42880728787103617, 'normalize_similarity': False} - results: ROC_AUC: 0.0183588, PRECISION: 0.0028403, PRECISION_RECALL_MIN_DEN: 0.0284027, RECALL: 0.0284027, MAP: 0.0122111, MRR: 0.0122111, NDCG: 0.0159910, F1: 0.0051641, HIT_RATE: 0.0284027, ARHR: 0.0122111, RMSE: 0.9994792, NOVELTY: 0.0083864, AVERAGE_POPULARITY: 0.0335323, DIVERSITY_MEAN_INTER_LIST: 0.9988889, DIVERSITY_HERFINDAHL: 0.9998845, COVERAGE_ITEM: 0.7865802, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5774035, SHANNON_ENTROPY: 13.3994702, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 687, 'alpha': 0.5122334486664216, 'beta': 0.2600001547761784, 'normalize_similarity': False} - results: ROC_AUC: 0.0557988, PRECISION: 0.0079186, PRECISION_RECALL_MIN_DEN: 0.0791865, RECALL: 0.0791865, MAP: 0.0398719, MRR: 0.0398719, NDCG: 0.0491183, F1: 0.0143975, HIT_RATE: 0.0791865, ARHR: 0.0398719, RMSE: 0.9394054, NOVELTY: 0.0057856, AVERAGE_POPULARITY: 0.5146487, DIVERSITY_MEAN_INTER_LIST: 0.9150875, DIVERSITY_HERFINDAHL: 0.9915047, COVERAGE_ITEM: 0.6584915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1347132, SHANNON_ENTROPY: 9.1342564, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 955, 'alpha': 1.2724830195620638, 'beta': 1.4262216173507576, 'normalize_similarity': False} - results: ROC_AUC: 0.0008872, PRECISION: 0.0001599, PRECISION_RECALL_MIN_DEN: 0.0015987, RECALL: 0.0015987, MAP: 0.0005354, MRR: 0.0005354, NDCG: 0.0007805, F1: 0.0002907, HIT_RATE: 0.0015987, ARHR: 0.0005354, RMSE: 0.9999951, NOVELTY: 0.0095550, AVERAGE_POPULARITY: 0.0028882, DIVERSITY_MEAN_INTER_LIST: 0.9975146, DIVERSITY_HERFINDAHL: 0.9997470, COVERAGE_ITEM: 0.5647797, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3874418, SHANNON_ENTROPY: 12.4100229, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 547, 'alpha': 0.4700144729509518, 'beta': 0.39045992608844593, 'normalize_similarity': False} - results: ROC_AUC: 0.0548337, PRECISION: 0.0077153, PRECISION_RECALL_MIN_DEN: 0.0771526, RECALL: 0.0771526, MAP: 0.0388751, MRR: 0.0388751, NDCG: 0.0478981, F1: 0.0140278, HIT_RATE: 0.0771526, ARHR: 0.0388751, RMSE: 0.9574639, NOVELTY: 0.0064800, AVERAGE_POPULARITY: 0.3999267, DIVERSITY_MEAN_INTER_LIST: 0.9506448, DIVERSITY_HERFINDAHL: 0.9950603, COVERAGE_ITEM: 0.7253204, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2204460, SHANNON_ENTROPY: 10.3632694, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 126, 'alpha': 0.24412261674345898, 'beta': 1.9670938634404145, 'normalize_similarity': True} - results: ROC_AUC: 0.0003789, PRECISION: 0.0000684, PRECISION_RECALL_MIN_DEN: 0.0006839, RECALL: 0.0006839, MAP: 0.0002260, MRR: 0.0002260, NDCG: 0.0003316, F1: 0.0001243, HIT_RATE: 0.0006839, ARHR: 0.0002260, RMSE: 0.9996486, NOVELTY: 0.0098555, AVERAGE_POPULARITY: 0.0016516, DIVERSITY_MEAN_INTER_LIST: 0.9955627, DIVERSITY_HERFINDAHL: 0.9995518, COVERAGE_ITEM: 0.4030062, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2988602, SHANNON_ENTROPY: 11.5434792, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 530, 'alpha': 1.3047020523678272, 'beta': 0.9687462693504894, 'normalize_similarity': True} - results: ROC_AUC: 0.0013184, PRECISION: 0.0002656, PRECISION_RECALL_MIN_DEN: 0.0026555, RECALL: 0.0026555, MAP: 0.0008136, MRR: 0.0008136, NDCG: 0.0012325, F1: 0.0004828, HIT_RATE: 0.0026555, ARHR: 0.0008136, RMSE: 0.9982820, NOVELTY: 0.0093464, AVERAGE_POPULARITY: 0.0045419, DIVERSITY_MEAN_INTER_LIST: 0.9968762, DIVERSITY_HERFINDAHL: 0.9996832, COVERAGE_ITEM: 0.6416437, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3469680, SHANNON_ENTROPY: 12.3748033, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': False} - results: ROC_AUC: 0.0372525, PRECISION: 0.0044469, PRECISION_RECALL_MIN_DEN: 0.0444691, RECALL: 0.0444691, MAP: 0.0283902, MRR: 0.0283902, NDCG: 0.0323093, F1: 0.0080853, HIT_RATE: 0.0444691, ARHR: 0.0283902, RMSE: 4.0169546, NOVELTY: 0.0073572, AVERAGE_POPULARITY: 0.1134767, DIVERSITY_MEAN_INTER_LIST: 0.6195279, DIVERSITY_HERFINDAHL: 0.9619500, COVERAGE_ITEM: 0.1555339, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0825956, SHANNON_ENTROPY: 6.6296358, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 1, 'alpha': 0.0, 'beta': 0.2361672260004132, 'normalize_similarity': True} - results: ROC_AUC: 0.0215364, PRECISION: 0.0027967, PRECISION_RECALL_MIN_DEN: 0.0279675, RECALL: 0.0279675, MAP: 0.0152411, MRR: 0.0152411, NDCG: 0.0182976, F1: 0.0050850, HIT_RATE: 0.0279675, ARHR: 0.0152411, RMSE: 0.9700964, NOVELTY: 0.0076587, AVERAGE_POPULARITY: 0.0608088, DIVERSITY_MEAN_INTER_LIST: 0.6876328, DIVERSITY_HERFINDAHL: 0.9687602, COVERAGE_ITEM: 0.3494674, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1485977, SHANNON_ENTROPY: 7.8292853, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1, 'alpha': 0.5912315200863091, 'beta': 0.0, 'normalize_similarity': False} - results: ROC_AUC: 0.0316049, PRECISION: 0.0034859, PRECISION_RECALL_MIN_DEN: 0.0348595, RECALL: 0.0348595, MAP: 0.0262004, MRR: 0.0262004, NDCG: 0.0283580, F1: 0.0063381, HIT_RATE: 0.0348595, ARHR: 0.0262004, RMSE: 0.9853578, NOVELTY: 0.0075924, AVERAGE_POPULARITY: 0.0592941, DIVERSITY_MEAN_INTER_LIST: 0.5219862, DIVERSITY_HERFINDAHL: 0.9521963, COVERAGE_ITEM: 0.1797351, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0648610, SHANNON_ENTROPY: 6.0313141, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 548, 'alpha': 0.08531706827225567, 'beta': 0.0, 'normalize_similarity': False} - results: ROC_AUC: 0.0429228, PRECISION: 0.0061619, PRECISION_RECALL_MIN_DEN: 0.0616191, RECALL: 0.0616191, MAP: 0.0310676, MRR: 0.0310676, NDCG: 0.0382185, F1: 0.0112035, HIT_RATE: 0.0616191, ARHR: 0.0310676, RMSE: 13.9125073, NOVELTY: 0.0051270, AVERAGE_POPULARITY: 0.7124808, DIVERSITY_MEAN_INTER_LIST: 0.7641070, DIVERSITY_HERFINDAHL: 0.9764073, COVERAGE_ITEM: 0.2163071, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0507400, SHANNON_ENTROPY: 6.7059065, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1, 'alpha': 0.2970995714245294, 'beta': 0.0, 'normalize_similarity': False} - results: ROC_AUC: 0.0388334, PRECISION: 0.0045713, PRECISION_RECALL_MIN_DEN: 0.0457125, RECALL: 0.0457125, MAP: 0.0300758, MRR: 0.0300758, NDCG: 0.0338978, F1: 0.0083114, HIT_RATE: 0.0457125, ARHR: 0.0300758, RMSE: 1.1232761, NOVELTY: 0.0073651, AVERAGE_POPULARITY: 0.1095173, DIVERSITY_MEAN_INTER_LIST: 0.6252215, DIVERSITY_HERFINDAHL: 0.9625194, COVERAGE_ITEM: 0.1564098, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0865411, SHANNON_ENTROPY: 6.6913074, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1000, 'alpha': 0.6587920498161899, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0514558, PRECISION: 0.0074257, PRECISION_RECALL_MIN_DEN: 0.0742573, RECALL: 0.0742573, MAP: 0.0360810, MRR: 0.0360810, NDCG: 0.0450459, F1: 0.0135013, HIT_RATE: 0.0742573, ARHR: 0.0360810, RMSE: 0.9954319, NOVELTY: 0.0059038, AVERAGE_POPULARITY: 0.3603611, DIVERSITY_MEAN_INTER_LIST: 0.9749038, DIVERSITY_HERFINDAHL: 0.9974860, COVERAGE_ITEM: 0.4513436, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1569692, SHANNON_ENTROPY: 10.1998019, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1000, 'alpha': 2.0, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0244505, PRECISION: 0.0040277, PRECISION_RECALL_MIN_DEN: 0.0402771, RECALL: 0.0402771, MAP: 0.0157825, MRR: 0.0157825, NDCG: 0.0214595, F1: 0.0073231, HIT_RATE: 0.0402771, ARHR: 0.0157825, RMSE: 0.9914470, NOVELTY: 0.0063449, AVERAGE_POPULARITY: 0.2680294, DIVERSITY_MEAN_INTER_LIST: 0.9883595, DIVERSITY_HERFINDAHL: 0.9988316, COVERAGE_ITEM: 0.4346472, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2693701, SHANNON_ENTROPY: 11.2010773, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 55, 'alpha': 1.1299138731114764, 'beta': 0.0008691147696717751, 'normalize_similarity': True} - results: ROC_AUC: 0.0494131, PRECISION: 0.0067534, PRECISION_RECALL_MIN_DEN: 0.0675341, RECALL: 0.0675341, MAP: 0.0355783, MRR: 0.0355783, NDCG: 0.0431419, F1: 0.0122789, HIT_RATE: 0.0675341, ARHR: 0.0355783, RMSE: 0.9903145, NOVELTY: 0.0065035, AVERAGE_POPULARITY: 0.2173955, DIVERSITY_MEAN_INTER_LIST: 0.9913354, DIVERSITY_HERFINDAHL: 0.9991291, COVERAGE_ITEM: 0.5050770, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2639926, SHANNON_ENTROPY: 11.4448060, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 985, 'alpha': 0.014822683264062112, 'beta': 0.38085733051824555, 'normalize_similarity': False} - results: ROC_AUC: 0.0494358, PRECISION: 0.0068742, PRECISION_RECALL_MIN_DEN: 0.0687420, RECALL: 0.0687420, MAP: 0.0354880, MRR: 0.0354880, NDCG: 0.0433313, F1: 0.0124985, HIT_RATE: 0.0687420, ARHR: 0.0354880, RMSE: 3.3328263, NOVELTY: 0.0056048, AVERAGE_POPULARITY: 0.5875541, DIVERSITY_MEAN_INTER_LIST: 0.8561224, DIVERSITY_HERFINDAHL: 0.9856084, COVERAGE_ITEM: 0.5113058, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0936641, SHANNON_ENTROPY: 8.1238491, 
CrossSearchBayesianSkopt: New best config found. Config 49: {'topK': 19, 'alpha': 0.3935059116182237, 'beta': 0.00029972190511995406, 'normalize_similarity': True} - results: ROC_AUC: 0.0614839, PRECISION: 0.0082224, PRECISION_RECALL_MIN_DEN: 0.0822239, RECALL: 0.0822239, MAP: 0.0441258, MRR: 0.0441258, NDCG: 0.0531914, F1: 0.0149498, HIT_RATE: 0.0822239, ARHR: 0.0441258, RMSE: 0.9848409, NOVELTY: 0.0066448, AVERAGE_POPULARITY: 0.2008483, DIVERSITY_MEAN_INTER_LIST: 0.9613471, DIVERSITY_HERFINDAHL: 0.9961304, COVERAGE_ITEM: 0.5269857, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1719985, SHANNON_ENTROPY: 10.3838967, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1000, 'alpha': 0.49373661687658715, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0528147, PRECISION: 0.0075980, PRECISION_RECALL_MIN_DEN: 0.0759803, RECALL: 0.0759803, MAP: 0.0370460, MRR: 0.0370460, NDCG: 0.0461975, F1: 0.0138146, HIT_RATE: 0.0759803, ARHR: 0.0370460, RMSE: 0.9957589, NOVELTY: 0.0058508, AVERAGE_POPULARITY: 0.3696044, DIVERSITY_MEAN_INTER_LIST: 0.9732093, DIVERSITY_HERFINDAHL: 0.9973166, COVERAGE_ITEM: 0.4274669, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1450935, SHANNON_ENTROPY: 10.0424646, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 784, 'alpha': 0.007839627508365423, 'beta': 1.98863255969655, 'normalize_similarity': False} - results: ROC_AUC: 0.0001066, PRECISION: 0.0000204, PRECISION_RECALL_MIN_DEN: 0.0002043, RECALL: 0.0002043, MAP: 0.0000628, MRR: 0.0000628, NDCG: 0.0000953, F1: 0.0000371, HIT_RATE: 0.0002043, ARHR: 0.0000628, RMSE: 0.9938882, NOVELTY: 0.0099360, AVERAGE_POPULARITY: 0.0013767, DIVERSITY_MEAN_INTER_LIST: 0.9036921, DIVERSITY_HERFINDAHL: 0.9903652, COVERAGE_ITEM: 0.2460232, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2002150, SHANNON_ENTROPY: 9.1836158, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 957, 'alpha': 0.02127923235604268, 'beta': 0.010189654961335394, 'normalize_similarity': True} - results: ROC_AUC: 0.0516739, PRECISION: 0.0073414, PRECISION_RECALL_MIN_DEN: 0.0734136, RECALL: 0.0734136, MAP: 0.0364037, MRR: 0.0364037, NDCG: 0.0451185, F1: 0.0133479, HIT_RATE: 0.0734136, ARHR: 0.0364037, RMSE: 0.9965132, NOVELTY: 0.0058456, AVERAGE_POPULARITY: 0.3620210, DIVERSITY_MEAN_INTER_LIST: 0.9742728, DIVERSITY_HERFINDAHL: 0.9974230, COVERAGE_ITEM: 0.4336848, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1345553, SHANNON_ENTROPY: 10.0286502, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 27, 'alpha': 0.012331262041547001, 'beta': 0.42590240310211336, 'normalize_similarity': False} - results: ROC_AUC: 0.0517923, PRECISION: 0.0073112, PRECISION_RECALL_MIN_DEN: 0.0731116, RECALL: 0.0731116, MAP: 0.0371754, MRR: 0.0371754, NDCG: 0.0456268, F1: 0.0132930, HIT_RATE: 0.0731116, ARHR: 0.0371754, RMSE: 1.4215197, NOVELTY: 0.0061436, AVERAGE_POPULARITY: 0.4017984, DIVERSITY_MEAN_INTER_LIST: 0.9625994, DIVERSITY_HERFINDAHL: 0.9962557, COVERAGE_ITEM: 0.5034117, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1501904, SHANNON_ENTROPY: 9.8246499, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 178, 'alpha': 1.9990574348066132, 'beta': 1.9967950888321921, 'normalize_similarity': True} - results: ROC_AUC: 0.0005487, PRECISION: 0.0001004, PRECISION_RECALL_MIN_DEN: 0.0010036, RECALL: 0.0010036, MAP: 0.0003444, MRR: 0.0003444, NDCG: 0.0004955, F1: 0.0001825, HIT_RATE: 0.0010036, ARHR: 0.0003444, RMSE: 0.9993649, NOVELTY: 0.0096482, AVERAGE_POPULARITY: 0.0024482, DIVERSITY_MEAN_INTER_LIST: 0.9940330, DIVERSITY_HERFINDAHL: 0.9993989, COVERAGE_ITEM: 0.4802595, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2597645, SHANNON_ENTROPY: 11.5208979, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 74, 'alpha': 0.010146275040188392, 'beta': 0.2575897133355883, 'normalize_similarity': False} - results: ROC_AUC: 0.0496874, PRECISION: 0.0069177, PRECISION_RECALL_MIN_DEN: 0.0691771, RECALL: 0.0691771, MAP: 0.0357383, MRR: 0.0357383, NDCG: 0.0436200, F1: 0.0125777, HIT_RATE: 0.0691771, ARHR: 0.0357383, RMSE: 3.4723897, NOVELTY: 0.0055662, AVERAGE_POPULARITY: 0.5161358, DIVERSITY_MEAN_INTER_LIST: 0.9332318, DIVERSITY_HERFINDAHL: 0.9933190, COVERAGE_ITEM: 0.4584158, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0882552, SHANNON_ENTROPY: 8.8057567, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1, 'alpha': 0.5184951966357602, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0099787, PRECISION: 0.0011128, PRECISION_RECALL_MIN_DEN: 0.0111284, RECALL: 0.0111284, MAP: 0.0081682, MRR: 0.0081682, NDCG: 0.0089025, F1: 0.0020233, HIT_RATE: 0.0111284, ARHR: 0.0081682, RMSE: 0.9889427, NOVELTY: 0.0076921, AVERAGE_POPULARITY: 0.0260626, DIVERSITY_MEAN_INTER_LIST: 0.4235034, DIVERSITY_HERFINDAHL: 0.9423485, COVERAGE_ITEM: 0.1791295, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0560487, SHANNON_ENTROPY: 5.4063328, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1000, 'alpha': 1.2165329960617282, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0411672, PRECISION: 0.0061566, PRECISION_RECALL_MIN_DEN: 0.0615658, RECALL: 0.0615658, MAP: 0.0283486, MRR: 0.0283486, NDCG: 0.0361130, F1: 0.0111938, HIT_RATE: 0.0615658, ARHR: 0.0283486, RMSE: 0.9939811, NOVELTY: 0.0061066, AVERAGE_POPULARITY: 0.3248747, DIVERSITY_MEAN_INTER_LIST: 0.9809132, DIVERSITY_HERFINDAHL: 0.9980870, COVERAGE_ITEM: 0.4738362, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2120218, SHANNON_ENTROPY: 10.7357169, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1000, 'alpha': 0.24274188877502853, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0529084, PRECISION: 0.0075669, PRECISION_RECALL_MIN_DEN: 0.0756694, RECALL: 0.0756694, MAP: 0.0372514, MRR: 0.0372514, NDCG: 0.0462849, F1: 0.0137581, HIT_RATE: 0.0756694, ARHR: 0.0372514, RMSE: 0.9961845, NOVELTY: 0.0057945, AVERAGE_POPULARITY: 0.3778645, DIVERSITY_MEAN_INTER_LIST: 0.9717893, DIVERSITY_HERFINDAHL: 0.9971746, COVERAGE_ITEM: 0.3835199, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1358722, SHANNON_ENTROPY: 9.8739639, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 983, 'alpha': 0.06986963638517231, 'beta': 0.19355910843433338, 'normalize_similarity': False} - results: ROC_AUC: 0.0467279, PRECISION: 0.0066229, PRECISION_RECALL_MIN_DEN: 0.0662285, RECALL: 0.0662285, MAP: 0.0337311, MRR: 0.0337311, NDCG: 0.0413617, F1: 0.0120415, HIT_RATE: 0.0662285, ARHR: 0.0337311, RMSE: 5.9898557, NOVELTY: 0.0052139, AVERAGE_POPULARITY: 0.6851322, DIVERSITY_MEAN_INTER_LIST: 0.7848096, DIVERSITY_HERFINDAHL: 0.9784775, COVERAGE_ITEM: 0.3452825, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0530212, SHANNON_ENTROPY: 7.0136997, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 576, 'alpha': 0.005598176649368681, 'beta': 0.35289484948527244, 'normalize_similarity': False} - results: ROC_AUC: 0.0490815, PRECISION: 0.0068920, PRECISION_RECALL_MIN_DEN: 0.0689196, RECALL: 0.0689196, MAP: 0.0354722, MRR: 0.0354722, NDCG: 0.0433391, F1: 0.0125308, HIT_RATE: 0.0689196, ARHR: 0.0354722, RMSE: 3.8208441, NOVELTY: 0.0055608, AVERAGE_POPULARITY: 0.5861594, DIVERSITY_MEAN_INTER_LIST: 0.8672692, DIVERSITY_HERFINDAHL: 0.9867231, COVERAGE_ITEM: 0.5071641, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0893793, SHANNON_ENTROPY: 8.1543372, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 19, 'alpha': 1.9792736134959172, 'beta': 0.31322282037304255, 'normalize_similarity': True} - results: ROC_AUC: 0.0164276, PRECISION: 0.0027097, PRECISION_RECALL_MIN_DEN: 0.0270971, RECALL: 0.0270971, MAP: 0.0101162, MRR: 0.0101162, NDCG: 0.0140688, F1: 0.0049267, HIT_RATE: 0.0270971, ARHR: 0.0101162, RMSE: 0.9903971, NOVELTY: 0.0076038, AVERAGE_POPULARITY: 0.0806886, DIVERSITY_MEAN_INTER_LIST: 0.9969659, DIVERSITY_HERFINDAHL: 0.9996922, COVERAGE_ITEM: 0.5619032, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3647421, SHANNON_ENTROPY: 12.2883839, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 1000, 'alpha': 0.0, 'beta': 0.22837071785878693, 'normalize_similarity': False} - results: ROC_AUC: 0.0462967, PRECISION: 0.0065358, PRECISION_RECALL_MIN_DEN: 0.0653581, RECALL: 0.0653581, MAP: 0.0334847, MRR: 0.0334847, NDCG: 0.0409720, F1: 0.0118833, HIT_RATE: 0.0653581, ARHR: 0.0334847, RMSE: 9.7167933, NOVELTY: 0.0052510, AVERAGE_POPULARITY: 0.6755205, DIVERSITY_MEAN_INTER_LIST: 0.7872450, DIVERSITY_HERFINDAHL: 0.9787210, COVERAGE_ITEM: 0.3779508, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0570175, SHANNON_ENTROPY: 7.1106680, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 919, 'alpha': 0.6384008557315838, 'beta': 0.20847827832614613, 'normalize_similarity': True} - results: ROC_AUC: 0.0493776, PRECISION: 0.0071131, PRECISION_RECALL_MIN_DEN: 0.0711310, RECALL: 0.0711310, MAP: 0.0345731, MRR: 0.0345731, NDCG: 0.0431634, F1: 0.0129329, HIT_RATE: 0.0711310, ARHR: 0.0345731, RMSE: 0.9956060, NOVELTY: 0.0066953, AVERAGE_POPULARITY: 0.2481455, DIVERSITY_MEAN_INTER_LIST: 0.9864721, DIVERSITY_HERFINDAHL: 0.9986428, COVERAGE_ITEM: 0.7500189, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3141378, SHANNON_ENTROPY: 11.7705159, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 813, 'alpha': 0.0029610849406860327, 'beta': 0.014009438154354962, 'normalize_similarity': True} - results: ROC_AUC: 0.0525216, PRECISION: 0.0074577, PRECISION_RECALL_MIN_DEN: 0.0745770, RECALL: 0.0745770, MAP: 0.0370938, MRR: 0.0370938, NDCG: 0.0459172, F1: 0.0135595, HIT_RATE: 0.0745770, ARHR: 0.0370938, RMSE: 0.9966564, NOVELTY: 0.0059139, AVERAGE_POPULARITY: 0.3439847, DIVERSITY_MEAN_INTER_LIST: 0.9768215, DIVERSITY_HERFINDAHL: 0.9976778, COVERAGE_ITEM: 0.4801298, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1402546, SHANNON_ENTROPY: 10.2167792, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 991, 'alpha': 0.011132084677555778, 'beta': 0.028044664395056935, 'normalize_similarity': False} - results: ROC_AUC: 0.0411149, PRECISION: 0.0058608, PRECISION_RECALL_MIN_DEN: 0.0586083, RECALL: 0.0586083, MAP: 0.0298133, MRR: 0.0298133, NDCG: 0.0365599, F1: 0.0106561, HIT_RATE: 0.0586083, ARHR: 0.0298133, RMSE: 27.4952297, NOVELTY: 0.0050996, AVERAGE_POPULARITY: 0.7347605, DIVERSITY_MEAN_INTER_LIST: 0.7210975, DIVERSITY_HERFINDAHL: 0.9721065, COVERAGE_ITEM: 0.2440443, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0414210, SHANNON_ENTROPY: 6.3919209, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 676, 'alpha': 0.004024212854895516, 'beta': 0.56450962286533, 'normalize_similarity': False} - results: ROC_AUC: 0.0360259, PRECISION: 0.0049079, PRECISION_RECALL_MIN_DEN: 0.0490786, RECALL: 0.0490786, MAP: 0.0269702, MRR: 0.0269702, NDCG: 0.0321747, F1: 0.0089234, HIT_RATE: 0.0490786, ARHR: 0.0269702, RMSE: 1.1392964, NOVELTY: 0.0081471, AVERAGE_POPULARITY: 0.2009635, DIVERSITY_MEAN_INTER_LIST: 0.9431169, DIVERSITY_HERFINDAHL: 0.9943075, COVERAGE_ITEM: 0.4681590, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1778133, SHANNON_ENTROPY: 9.8502370, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 1000, 'alpha': 0.0, 'beta': 0.2580982278566168, 'normalize_similarity': False} - results: ROC_AUC: 0.0470437, PRECISION: 0.0066477, PRECISION_RECALL_MIN_DEN: 0.0664772, RECALL: 0.0664772, MAP: 0.0340091, MRR: 0.0340091, NDCG: 0.0416345, F1: 0.0120868, HIT_RATE: 0.0664772, ARHR: 0.0340091, RMSE: 8.1505472, NOVELTY: 0.0052952, AVERAGE_POPULARITY: 0.6620670, DIVERSITY_MEAN_INTER_LIST: 0.7996528, DIVERSITY_HERFINDAHL: 0.9799617, COVERAGE_ITEM: 0.4081644, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0617618, SHANNON_ENTROPY: 7.2714290, 
