CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 570, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8843630186261162, 'feature_weighting': 'none'} - results: ROC_AUC: 0.038454±0.0019, PRECISION: 0.005960±0.0002, PRECISION_RECALL_MIN_DEN: 0.059599±0.0016, RECALL: 0.059599±0.0016, MAP: 0.025244±0.0011, MRR: 0.025244±0.0011, NDCG: 0.033270±0.0011, F1: 0.010836±0.0003, HIT_RATE: 0.059599±0.0016, ARHR: 0.025244±0.0011, RMSE: 0.967433±0.0001, NOVELTY: 0.005433±0.0000, AVERAGE_POPULARITY: 0.496096±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.943376±0.0002, DIVERSITY_HERFINDAHL: 0.994314±0.0000, COVERAGE_ITEM: 0.055366±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.217335±0.0017, SHANNON_ENTROPY: 8.170850±0.0064, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 570, 'shrink': 473, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.780943385530382, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.041215±0.0027, PRECISION: 0.006290±0.0003, PRECISION_RECALL_MIN_DEN: 0.062896±0.0034, RECALL: 0.062896±0.0034, MAP: 0.027974±0.0020, MRR: 0.027974±0.0020, NDCG: 0.036131±0.0024, F1: 0.011436±0.0006, HIT_RATE: 0.062896±0.0034, ARHR: 0.027974±0.0020, RMSE: 0.602055±0.0021, NOVELTY: 0.006591±0.0000, AVERAGE_POPULARITY: 0.259011±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.979160±0.0003, DIVERSITY_HERFINDAHL: 0.997891±0.0000, COVERAGE_ITEM: 0.378351±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279624±0.0010, SHANNON_ENTROPY: 10.669571±0.0101, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 710, 'shrink': 1402, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.024827034369773, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.041074±0.0021, PRECISION: 0.006305±0.0001, PRECISION_RECALL_MIN_DEN: 0.063048±0.0012, RECALL: 0.063048±0.0012, MAP: 0.027984±0.0020, MRR: 0.027984±0.0020, NDCG: 0.036157±0.0018, F1: 0.011463±0.0002, HIT_RATE: 0.063048±0.0012, ARHR: 0.027984±0.0020, RMSE: 0.870077±0.0095, NOVELTY: 0.005851±0.0000, AVERAGE_POPULARITY: 0.392178±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.944128±0.0006, DIVERSITY_HERFINDAHL: 0.994389±0.0001, COVERAGE_ITEM: 0.137875±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.187197±0.0006, SHANNON_ENTROPY: 8.925632±0.0052, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 556, 'shrink': 1729, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0420690484635626, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.032919±0.0007, PRECISION: 0.005062±0.0001, PRECISION_RECALL_MIN_DEN: 0.050621±0.0007, RECALL: 0.050621±0.0007, MAP: 0.022562±0.0008, MRR: 0.022562±0.0008, NDCG: 0.029095±0.0006, F1: 0.009204±0.0001, HIT_RATE: 0.050621±0.0007, ARHR: 0.022562±0.0008, RMSE: 0.814365±0.0030, NOVELTY: 0.005089±0.0000, AVERAGE_POPULARITY: 0.714740±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.792926±0.0010, DIVERSITY_HERFINDAHL: 0.979273±0.0001, COVERAGE_ITEM: 0.034204±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119567±0.0012, SHANNON_ENTROPY: 6.446756±0.0093, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 903, 'shrink': 1075, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.4567561733852378, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.032034±0.0010, PRECISION: 0.004956±0.0001, PRECISION_RECALL_MIN_DEN: 0.049556±0.0012, RECALL: 0.049556±0.0012, MAP: 0.021660±0.0007, MRR: 0.021660±0.0007, NDCG: 0.028161±0.0006, F1: 0.009010±0.0002, HIT_RATE: 0.049556±0.0012, ARHR: 0.021660±0.0007, RMSE: 1.320666±0.0092, NOVELTY: 0.005047±0.0000, AVERAGE_POPULARITY: 0.741739±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.758133±0.0010, DIVERSITY_HERFINDAHL: 0.975794±0.0001, COVERAGE_ITEM: 0.028408±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116026±0.0013, SHANNON_ENTROPY: 6.165294±0.0054, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 580, 'shrink': 247, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9340956705315802, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.001730±0.0008, PRECISION: 0.000243±0.0001, PRECISION_RECALL_MIN_DEN: 0.002435±0.0011, RECALL: 0.002435±0.0011, MAP: 0.001200±0.0006, MRR: 0.001200±0.0006, NDCG: 0.001491±0.0007, F1: 0.000443±0.0002, HIT_RATE: 0.002435±0.0011, ARHR: 0.001200±0.0006, RMSE: 2.424011±0.0261, NOVELTY: 0.008483±0.0000, AVERAGE_POPULARITY: 0.011394±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.962940±0.0010, DIVERSITY_HERFINDAHL: 0.996270±0.0001, COVERAGE_ITEM: 0.143574±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198249±0.0020, SHANNON_ENTROPY: 9.185477±0.0250, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 208, 'shrink': 763, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6018952592081607, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.033099±0.0010, PRECISION: 0.005174±0.0002, PRECISION_RECALL_MIN_DEN: 0.051737±0.0018, RECALL: 0.051737±0.0018, MAP: 0.022724±0.0011, MRR: 0.022724±0.0011, NDCG: 0.029464±0.0011, F1: 0.009407±0.0003, HIT_RATE: 0.051737±0.0018, ARHR: 0.022724±0.0011, RMSE: 6.517529±0.0939, NOVELTY: 0.005133±0.0000, AVERAGE_POPULARITY: 0.681791±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.823153±0.0006, DIVERSITY_HERFINDAHL: 0.982294±0.0001, COVERAGE_ITEM: 0.039535±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126393±0.0009, SHANNON_ENTROPY: 6.723222±0.0037, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 680, 'shrink': 138, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3758878681475635, 'feature_weighting': 'none'} - results: ROC_AUC: 0.022183±0.0012, PRECISION: 0.003459±0.0003, PRECISION_RECALL_MIN_DEN: 0.034593±0.0027, RECALL: 0.034593±0.0027, MAP: 0.015719±0.0013, MRR: 0.015719±0.0013, NDCG: 0.020087±0.0013, F1: 0.006290±0.0005, HIT_RATE: 0.034593±0.0027, ARHR: 0.015719±0.0013, RMSE: 0.803877±0.0033, NOVELTY: 0.004916±0.0000, AVERAGE_POPULARITY: 0.833346±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.530996±0.0022, DIVERSITY_HERFINDAHL: 0.953086±0.0002, COVERAGE_ITEM: 0.009505±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129074±0.0016, SHANNON_ENTROPY: 4.857485±0.0075, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 701, 'shrink': 881, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1989062203377117, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.032711±0.0006, PRECISION: 0.004956±0.0001, PRECISION_RECALL_MIN_DEN: 0.049556±0.0007, RECALL: 0.049556±0.0007, MAP: 0.022199±0.0007, MRR: 0.022199±0.0007, NDCG: 0.028591±0.0005, F1: 0.009010±0.0001, HIT_RATE: 0.049556±0.0007, ARHR: 0.022199±0.0007, RMSE: 1.549023±0.0125, NOVELTY: 0.005067±0.0000, AVERAGE_POPULARITY: 0.728693±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.774975±0.0005, DIVERSITY_HERFINDAHL: 0.977478±0.0001, COVERAGE_ITEM: 0.031241±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117466±0.0010, SHANNON_ENTROPY: 6.302324±0.0044, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 28, 'shrink': 603, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6073141916026545, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.027875±0.0015, PRECISION: 0.004149±0.0001, PRECISION_RECALL_MIN_DEN: 0.041491±0.0013, RECALL: 0.041491±0.0013, MAP: 0.018506±0.0011, MRR: 0.018506±0.0011, NDCG: 0.023907±0.0010, F1: 0.007544±0.0002, HIT_RATE: 0.041491±0.0013, ARHR: 0.018506±0.0011, RMSE: 0.811025±0.0025, NOVELTY: 0.007584±0.0000, AVERAGE_POPULARITY: 0.086486±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.991206±0.0002, DIVERSITY_HERFINDAHL: 0.999095±0.0000, COVERAGE_ITEM: 0.439643±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.393809±0.0012, SHANNON_ENTROPY: 11.669734±0.0135, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 352, 'shrink': 1890, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3839470174818036, 'feature_weighting': 'none'} - results: ROC_AUC: 0.023592±0.0011, PRECISION: 0.003601±0.0002, PRECISION_RECALL_MIN_DEN: 0.036013±0.0020, RECALL: 0.036013±0.0020, MAP: 0.016541±0.0012, MRR: 0.016541±0.0012, NDCG: 0.021064±0.0011, F1: 0.006548±0.0004, HIT_RATE: 0.036013±0.0020, ARHR: 0.016541±0.0012, RMSE: 0.955811±0.0006, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.816210±0.0059, DIVERSITY_MEAN_INTER_LIST: 0.599353±0.0017, DIVERSITY_HERFINDAHL: 0.959920±0.0002, COVERAGE_ITEM: 0.013387±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114056±0.0016, SHANNON_ENTROPY: 5.159879±0.0082, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 765, 'shrink': 1886, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9065103390284248, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.040054±0.0017, PRECISION: 0.006254±0.0002, PRECISION_RECALL_MIN_DEN: 0.062541±0.0019, RECALL: 0.062541±0.0019, MAP: 0.027230±0.0019, MRR: 0.027230±0.0019, NDCG: 0.035439±0.0017, F1: 0.011371±0.0003, HIT_RATE: 0.062541±0.0019, ARHR: 0.027230±0.0019, RMSE: 0.800774±0.0081, NOVELTY: 0.005481±0.0000, AVERAGE_POPULARITY: 0.517360±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.897580±0.0009, DIVERSITY_HERFINDAHL: 0.989735±0.0001, COVERAGE_ITEM: 0.094025±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148304±0.0004, SHANNON_ENTROPY: 7.987337±0.0073, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 847, 'shrink': 1369, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5670152377796144, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.034672±0.0018, PRECISION: 0.005402±0.0002, PRECISION_RECALL_MIN_DEN: 0.054020±0.0017, RECALL: 0.054020±0.0017, MAP: 0.023696±0.0016, MRR: 0.023696±0.0016, NDCG: 0.030740±0.0016, F1: 0.009822±0.0003, HIT_RATE: 0.054020±0.0017, ARHR: 0.023696±0.0016, RMSE: 0.844262±0.0103, NOVELTY: 0.005254±0.0000, AVERAGE_POPULARITY: 0.634822±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.828279±0.0010, DIVERSITY_HERFINDAHL: 0.982807±0.0001, COVERAGE_ITEM: 0.072463±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110293±0.0007, SHANNON_ENTROPY: 7.090913±0.0071, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 7, 'shrink': 432, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07021662206150238, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035376±0.0021, PRECISION: 0.005174±0.0003, PRECISION_RECALL_MIN_DEN: 0.051737±0.0026, RECALL: 0.051737±0.0026, MAP: 0.023751±0.0015, MRR: 0.023751±0.0015, NDCG: 0.030342±0.0017, F1: 0.009407±0.0005, HIT_RATE: 0.051737±0.0026, ARHR: 0.023751±0.0015, RMSE: 0.943855±0.0022, NOVELTY: 0.007367±0.0000, AVERAGE_POPULARITY: 0.120990±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.992667±0.0001, DIVERSITY_HERFINDAHL: 0.999241±0.0000, COVERAGE_ITEM: 0.467662±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.423678±0.0011, SHANNON_ENTROPY: 11.894027±0.0075, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 45, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.040426±0.0016, PRECISION: 0.006274±0.0003, PRECISION_RECALL_MIN_DEN: 0.062744±0.0028, RECALL: 0.062744±0.0028, MAP: 0.026638±0.0010, MRR: 0.026638±0.0010, NDCG: 0.035075±0.0013, F1: 0.011408±0.0005, HIT_RATE: 0.062744±0.0028, ARHR: 0.026638±0.0010, RMSE: 0.840089±0.0017, NOVELTY: 0.006404±0.0000, AVERAGE_POPULARITY: 0.195463±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.980824±0.0002, DIVERSITY_HERFINDAHL: 0.998058±0.0000, COVERAGE_ITEM: 0.247072±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231272±0.0011, SHANNON_ENTROPY: 10.135433±0.0097, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 513, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.011095059318195852, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037264±0.0015, PRECISION: 0.005843±0.0001, PRECISION_RECALL_MIN_DEN: 0.058433±0.0011, RECALL: 0.058433±0.0011, MAP: 0.025180±0.0018, MRR: 0.025180±0.0018, NDCG: 0.032905±0.0014, F1: 0.010624±0.0002, HIT_RATE: 0.058433±0.0011, ARHR: 0.025180±0.0018, RMSE: 0.769700±0.0020, NOVELTY: 0.005295±0.0000, AVERAGE_POPULARITY: 0.612830±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.876953±0.0008, DIVERSITY_HERFINDAHL: 0.987673±0.0001, COVERAGE_ITEM: 0.071814±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136180±0.0008, SHANNON_ENTROPY: 7.507163±0.0069, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1465191011137528, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045673±0.0016, PRECISION: 0.006924±0.0002, PRECISION_RECALL_MIN_DEN: 0.069237±0.0017, RECALL: 0.069237±0.0017, MAP: 0.029737±0.0009, MRR: 0.029737±0.0009, NDCG: 0.039008±0.0009, F1: 0.012588±0.0003, HIT_RATE: 0.069237±0.0017, ARHR: 0.029737±0.0009, RMSE: 0.935167±0.0018, NOVELTY: 0.006603±0.0000, AVERAGE_POPULARITY: 0.196061±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981863±0.0002, DIVERSITY_HERFINDAHL: 0.998161±0.0000, COVERAGE_ITEM: 0.257107±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251098±0.0010, SHANNON_ENTROPY: 10.302043±0.0092, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1470163471897323, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045679±0.0016, PRECISION: 0.006924±0.0002, PRECISION_RECALL_MIN_DEN: 0.069237±0.0017, RECALL: 0.069237±0.0017, MAP: 0.029741±0.0009, MRR: 0.029741±0.0009, NDCG: 0.039012±0.0010, F1: 0.012588±0.0003, HIT_RATE: 0.069237±0.0017, ARHR: 0.029741±0.0009, RMSE: 0.935162±0.0018, NOVELTY: 0.006603±0.0000, AVERAGE_POPULARITY: 0.196053±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981862±0.0002, DIVERSITY_HERFINDAHL: 0.998161±0.0000, COVERAGE_ITEM: 0.257107±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251071±0.0010, SHANNON_ENTROPY: 10.301905±0.0091, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.029075±0.0016, PRECISION: 0.004367±0.0002, PRECISION_RECALL_MIN_DEN: 0.043672±0.0022, RECALL: 0.043672±0.0022, MAP: 0.019663±0.0011, MRR: 0.019663±0.0011, NDCG: 0.025286±0.0014, F1: 0.007940±0.0004, HIT_RATE: 0.043672±0.0022, ARHR: 0.019663±0.0011, RMSE: 0.821864±0.0021, NOVELTY: 0.006107±0.0000, AVERAGE_POPULARITY: 0.259157±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.988481±0.0001, DIVERSITY_HERFINDAHL: 0.998823±0.0000, COVERAGE_ITEM: 0.204693±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.333008±0.0006, SHANNON_ENTROPY: 10.622447±0.0089, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.040747±0.0025, PRECISION: 0.006244±0.0003, PRECISION_RECALL_MIN_DEN: 0.062440±0.0028, RECALL: 0.062440±0.0028, MAP: 0.026284±0.0016, MRR: 0.026284±0.0016, NDCG: 0.034760±0.0019, F1: 0.011353±0.0005, HIT_RATE: 0.062440±0.0028, ARHR: 0.026284±0.0016, RMSE: 0.628141±0.0027, NOVELTY: 0.006181±0.0000, AVERAGE_POPULARITY: 0.212799±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.974672±0.0008, DIVERSITY_HERFINDAHL: 0.997442±0.0001, COVERAGE_ITEM: 0.144288±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.232731±0.0014, SHANNON_ENTROPY: 9.558089±0.0153, 
CrossSearchBayesianSkopt: New best config found. Config 46: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0638473244702618, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045859±0.0019, PRECISION: 0.006995±0.0002, PRECISION_RECALL_MIN_DEN: 0.069947±0.0018, RECALL: 0.069947±0.0018, MAP: 0.030085±0.0009, MRR: 0.030085±0.0009, NDCG: 0.039425±0.0011, F1: 0.012718±0.0003, HIT_RATE: 0.069947±0.0018, ARHR: 0.030085±0.0009, RMSE: 0.935949±0.0018, NOVELTY: 0.006598±0.0000, AVERAGE_POPULARITY: 0.198199±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.981904±0.0001, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.258026±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251187±0.0010, SHANNON_ENTROPY: 10.306696±0.0079, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 70, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.033364±0.0013, PRECISION: 0.005153±0.0001, PRECISION_RECALL_MIN_DEN: 0.051534±0.0014, RECALL: 0.051534±0.0014, MAP: 0.022508±0.0013, MRR: 0.022508±0.0013, NDCG: 0.029276±0.0013, F1: 0.009370±0.0003, HIT_RATE: 0.051534±0.0014, ARHR: 0.022508±0.0013, RMSE: 0.978250±0.0002, NOVELTY: 0.005219±0.0000, AVERAGE_POPULARITY: 0.613518±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.882643±0.0007, DIVERSITY_HERFINDAHL: 0.988242±0.0001, COVERAGE_ITEM: 0.040454±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.159503±0.0010, SHANNON_ENTROPY: 7.211808±0.0053, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0779747990610529, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045786±0.0019, PRECISION: 0.006979±0.0002, PRECISION_RECALL_MIN_DEN: 0.069795±0.0018, RECALL: 0.069795±0.0018, MAP: 0.030028±0.0009, MRR: 0.030028±0.0009, NDCG: 0.039348±0.0010, F1: 0.012690±0.0003, HIT_RATE: 0.069795±0.0018, ARHR: 0.030028±0.0009, RMSE: 0.935805±0.0018, NOVELTY: 0.006599±0.0000, AVERAGE_POPULARITY: 0.197794±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.981900±0.0002, DIVERSITY_HERFINDAHL: 0.998165±0.0000, COVERAGE_ITEM: 0.257918±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251214±0.0009, SHANNON_ENTROPY: 10.306180±0.0088, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 904, 'shrink': 1971, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.11666158530301354, 'feature_weighting': 'none'} - results: ROC_AUC: 0.022025±0.0014, PRECISION: 0.003378±0.0002, PRECISION_RECALL_MIN_DEN: 0.033781±0.0016, RECALL: 0.033781±0.0016, MAP: 0.015545±0.0012, MRR: 0.015545±0.0012, NDCG: 0.019777±0.0011, F1: 0.006142±0.0003, HIT_RATE: 0.033781±0.0016, ARHR: 0.015545±0.0012, RMSE: 0.957287±0.0006, NOVELTY: 0.004914±0.0000, AVERAGE_POPULARITY: 0.835415±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.520020±0.0016, DIVERSITY_HERFINDAHL: 0.951989±0.0002, COVERAGE_ITEM: 0.009008±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131884±0.0027, SHANNON_ENTROPY: 4.810673±0.0057, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 282, 'shrink': 48, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.008076479247386194, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035929±0.0009, PRECISION: 0.005640±0.0001, PRECISION_RECALL_MIN_DEN: 0.056404±0.0013, RECALL: 0.056404±0.0013, MAP: 0.024102±0.0009, MRR: 0.024102±0.0009, NDCG: 0.031619±0.0009, F1: 0.010255±0.0002, HIT_RATE: 0.056404±0.0013, ARHR: 0.024102±0.0009, RMSE: 28.882692±0.2457, NOVELTY: 0.005174±0.0000, AVERAGE_POPULARITY: 0.662575±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.846646±0.0007, DIVERSITY_HERFINDAHL: 0.984643±0.0001, COVERAGE_ITEM: 0.043979±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132761±0.0006, SHANNON_ENTROPY: 6.948052±0.0028, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.120014103130465, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045684±0.0017, PRECISION: 0.006934±0.0002, PRECISION_RECALL_MIN_DEN: 0.069338±0.0019, RECALL: 0.069338±0.0019, MAP: 0.029844±0.0009, MRR: 0.029844±0.0009, NDCG: 0.039110±0.0010, F1: 0.012607±0.0003, HIT_RATE: 0.069338±0.0019, ARHR: 0.029844±0.0009, RMSE: 0.935446±0.0018, NOVELTY: 0.006601±0.0000, AVERAGE_POPULARITY: 0.196771±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981874±0.0002, DIVERSITY_HERFINDAHL: 0.998163±0.0000, COVERAGE_ITEM: 0.257334±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251191±0.0009, SHANNON_ENTROPY: 10.303680±0.0096, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 830, 'shrink': 1971, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9979488560210987, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.026584±0.0012, PRECISION: 0.004139±0.0001, PRECISION_RECALL_MIN_DEN: 0.041390±0.0008, RECALL: 0.041390±0.0008, MAP: 0.018249±0.0013, MRR: 0.018249±0.0013, NDCG: 0.023626±0.0010, F1: 0.007525±0.0001, HIT_RATE: 0.041390±0.0008, ARHR: 0.018249±0.0013, RMSE: 3.669977±0.0487, NOVELTY: 0.004984±0.0000, AVERAGE_POPULARITY: 0.780471±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.656200±0.0009, DIVERSITY_HERFINDAHL: 0.965603±0.0001, COVERAGE_ITEM: 0.019724±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104905±0.0005, SHANNON_ENTROPY: 5.542965±0.0075, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 57, 'shrink': 46, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.028394069145605057, 'feature_weighting': 'none'} - results: ROC_AUC: 0.029724±0.0012, PRECISION: 0.004763±0.0002, PRECISION_RECALL_MIN_DEN: 0.047629±0.0017, RECALL: 0.047629±0.0017, MAP: 0.020387±0.0013, MRR: 0.020387±0.0013, NDCG: 0.026691±0.0013, F1: 0.008660±0.0003, HIT_RATE: 0.047629±0.0017, ARHR: 0.020387±0.0013, RMSE: 1.032993±0.0080, NOVELTY: 0.005092±0.0000, AVERAGE_POPULARITY: 0.704131±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.815887±0.0005, DIVERSITY_HERFINDAHL: 0.981568±0.0001, COVERAGE_ITEM: 0.033252±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127648±0.0017, SHANNON_ENTROPY: 6.558347±0.0066, 
