SearchBayesianSkopt: New best config found. Config 0: {'topK': 12, 'shrink': 1331, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4753285323857609, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0734838, PRECISION: 0.0099602, PRECISION_RECALL_MIN_DEN: 0.0332005, RECALL: 0.0332005, MAP: 0.0176274, MRR: 0.0528821, NDCG: 0.0300239, F1: 0.0153233, HIT_RATE: 0.0996016, ARHR: 0.0528821, RMSE: 0.9846135, NOVELTY: 0.0065149, AVERAGE_POPULARITY: 0.0611862, DIVERSITY_MEAN_INTER_LIST: 0.9920924, DIVERSITY_HERFINDAHL: 0.9988140, COVERAGE_ITEM: 0.0873209, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6949711, SHANNON_ENTROPY: 10.2886856, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 15, 'shrink': 18, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8506248537708618, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0000000, PRECISION: 0.0000000, PRECISION_RECALL_MIN_DEN: 0.0000000, RECALL: 0.0000000, MAP: 0.0000000, MRR: 0.0000000, NDCG: 0.0000000, F1: 0.0000000, HIT_RATE: 0.0000000, ARHR: 0.0000000, RMSE: 1.3492092, NOVELTY: 0.0055583, AVERAGE_POPULARITY: 0.0054418, DIVERSITY_MEAN_INTER_LIST: 0.9850964, DIVERSITY_HERFINDAHL: 0.9981172, COVERAGE_ITEM: 0.0678021, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5961467, SHANNON_ENTROPY: 9.7527605, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 909, 'shrink': 1462, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.18843814660561892, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0283311, PRECISION: 0.0051793, PRECISION_RECALL_MIN_DEN: 0.0172643, RECALL: 0.0172643, MAP: 0.0049189, MRR: 0.0147568, NDCG: 0.0109523, F1: 0.0079681, HIT_RATE: 0.0517928, ARHR: 0.0147568, RMSE: 0.6611226, NOVELTY: 0.0049777, AVERAGE_POPULARITY: 0.7667818, DIVERSITY_MEAN_INTER_LIST: 0.6289753, DIVERSITY_HERFINDAHL: 0.9626469, COVERAGE_ITEM: 0.0056772, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2774637, SHANNON_ENTROPY: 5.2453245, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 16, 'shrink': 1496, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9085013887759092, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0668437, PRECISION: 0.0099602, PRECISION_RECALL_MIN_DEN: 0.0332005, RECALL: 0.0332005, MAP: 0.0144380, MRR: 0.0433140, NDCG: 0.0265555, F1: 0.0153233, HIT_RATE: 0.0996016, ARHR: 0.0433140, RMSE: 0.8616211, NOVELTY: 0.0063425, AVERAGE_POPULARITY: 0.1487315, DIVERSITY_MEAN_INTER_LIST: 0.9622406, DIVERSITY_HERFINDAHL: 0.9958407, COVERAGE_ITEM: 0.0423898, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4638404, SHANNON_ENTROPY: 8.7578407, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0669267, PRECISION: 0.0095618, PRECISION_RECALL_MIN_DEN: 0.0318725, RECALL: 0.0318725, MAP: 0.0179462, MRR: 0.0525106, NDCG: 0.0296313, F1: 0.0147104, HIT_RATE: 0.0956175, ARHR: 0.0531746, RMSE: 0.9882799, NOVELTY: 0.0068328, AVERAGE_POPULARITY: 0.0644172, DIVERSITY_MEAN_INTER_LIST: 0.9917801, DIVERSITY_HERFINDAHL: 0.9987829, COVERAGE_ITEM: 0.0843471, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6806098, SHANNON_ENTROPY: 10.2281784, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 990, 'shrink': 35, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7106177700158846, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0234617, PRECISION: 0.0047809, PRECISION_RECALL_MIN_DEN: 0.0159363, RECALL: 0.0159363, MAP: 0.0041369, MRR: 0.0124107, NDCG: 0.0096219, F1: 0.0073552, HIT_RATE: 0.0478088, ARHR: 0.0124107, RMSE: 0.4925032, NOVELTY: 0.0033014, AVERAGE_POPULARITY: 0.2592088, DIVERSITY_MEAN_INTER_LIST: 0.9473211, DIVERSITY_HERFINDAHL: 0.9943547, COVERAGE_ITEM: 0.0509868, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4695211, SHANNON_ENTROPY: 8.8211513, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 18, 'shrink': 1458, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7312553688271413, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0553342, PRECISION: 0.0099602, PRECISION_RECALL_MIN_DEN: 0.0332005, RECALL: 0.0332005, MAP: 0.0090764, MRR: 0.0272292, NDCG: 0.0207413, F1: 0.0153233, HIT_RATE: 0.0996016, ARHR: 0.0272292, RMSE: 0.9811863, NOVELTY: 0.0052476, AVERAGE_POPULARITY: 0.5755288, DIVERSITY_MEAN_INTER_LIST: 0.8914709, DIVERSITY_HERFINDAHL: 0.9887919, COVERAGE_ITEM: 0.0147067, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3602586, SHANNON_ENTROPY: 7.0164427, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 9, 'shrink': 1474, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4434627889691956, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0416113, PRECISION: 0.0059761, PRECISION_RECALL_MIN_DEN: 0.0199203, RECALL: 0.0199203, MAP: 0.0098432, MRR: 0.0295295, NDCG: 0.0171607, F1: 0.0091940, HIT_RATE: 0.0597610, ARHR: 0.0295295, RMSE: 0.9802140, NOVELTY: 0.0059901, AVERAGE_POPULARITY: 0.0242246, DIVERSITY_MEAN_INTER_LIST: 0.9972080, DIVERSITY_HERFINDAHL: 0.9993235, COVERAGE_ITEM: 0.1065693, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.8138650, SHANNON_ENTROPY: 10.7844770, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 15, 'shrink': 635, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0009072756301211629, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0628597, PRECISION: 0.0095618, PRECISION_RECALL_MIN_DEN: 0.0318725, RECALL: 0.0318725, MAP: 0.0161629, MRR: 0.0484886, NDCG: 0.0278420, F1: 0.0147104, HIT_RATE: 0.0956175, ARHR: 0.0484886, RMSE: 0.9747876, NOVELTY: 0.0066169, AVERAGE_POPULARITY: 0.0724722, DIVERSITY_MEAN_INTER_LIST: 0.9908207, DIVERSITY_HERFINDAHL: 0.9986873, COVERAGE_ITEM: 0.0872668, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6884709, SHANNON_ENTROPY: 10.2437122, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 72, 'shrink': 815, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03592871115877739, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0620573, PRECISION: 0.0135458, PRECISION_RECALL_MIN_DEN: 0.0451527, RECALL: 0.0451527, MAP: 0.0117135, MRR: 0.0334582, NDCG: 0.0269797, F1: 0.0208397, HIT_RATE: 0.1354582, ARHR: 0.0342993, RMSE: 0.9317084, NOVELTY: 0.0056125, AVERAGE_POPULARITY: 0.4380640, DIVERSITY_MEAN_INTER_LIST: 0.9283888, DIVERSITY_HERFINDAHL: 0.9924690, COVERAGE_ITEM: 0.0276832, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3818007, SHANNON_ENTROPY: 7.8991346, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 984, 'shrink': 1496, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03113573351096411, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0265604, PRECISION: 0.0051793, PRECISION_RECALL_MIN_DEN: 0.0172643, RECALL: 0.0172643, MAP: 0.0040800, MRR: 0.0122399, NDCG: 0.0100455, F1: 0.0079681, HIT_RATE: 0.0517928, ARHR: 0.0122399, RMSE: 0.7508976, NOVELTY: 0.0049454, AVERAGE_POPULARITY: 0.7908300, DIVERSITY_MEAN_INTER_LIST: 0.5710024, DIVERSITY_HERFINDAHL: 0.9568727, COVERAGE_ITEM: 0.0037307, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3321343, SHANNON_ENTROPY: 4.8949904, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0962539, PRECISION: 0.0179283, PRECISION_RECALL_MIN_DEN: 0.0597610, RECALL: 0.0597610, MAP: 0.0199641, MRR: 0.0577579, NDCG: 0.0406527, F1: 0.0275820, HIT_RATE: 0.1792829, ARHR: 0.0588250, RMSE: 0.9699004, NOVELTY: 0.0058579, AVERAGE_POPULARITY: 0.3232123, DIVERSITY_MEAN_INTER_LIST: 0.9567873, DIVERSITY_HERFINDAHL: 0.9952975, COVERAGE_ITEM: 0.0313598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4580233, SHANNON_ENTROPY: 8.3933537, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 25, 'shrink': 410, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02232927367761395, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0593183, PRECISION: 0.0095618, PRECISION_RECALL_MIN_DEN: 0.0318725, RECALL: 0.0318725, MAP: 0.0112613, MRR: 0.0337839, NDCG: 0.0226627, F1: 0.0147104, HIT_RATE: 0.0956175, ARHR: 0.0337839, RMSE: 0.8571104, NOVELTY: 0.0052614, AVERAGE_POPULARITY: 0.5805079, DIVERSITY_MEAN_INTER_LIST: 0.8932303, DIVERSITY_HERFINDAHL: 0.9889672, COVERAGE_ITEM: 0.0159503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3541833, SHANNON_ENTROPY: 7.0949721, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 18, 'shrink': 83, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02427144345831956, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0243471, PRECISION: 0.0047809, PRECISION_RECALL_MIN_DEN: 0.0159363, RECALL: 0.0159363, MAP: 0.0052784, MRR: 0.0158351, NDCG: 0.0108311, F1: 0.0073552, HIT_RATE: 0.0478088, ARHR: 0.0158351, RMSE: 0.9716763, NOVELTY: 0.0068628, AVERAGE_POPULARITY: 0.0487640, DIVERSITY_MEAN_INTER_LIST: 0.9974438, DIVERSITY_HERFINDAHL: 0.9993470, COVERAGE_ITEM: 0.1117599, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.8418720, SHANNON_ENTROPY: 10.8662925, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 5, 'shrink': 1463, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.003996282355566373, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0429394, PRECISION: 0.0067729, PRECISION_RECALL_MIN_DEN: 0.0225764, RECALL: 0.0225764, MAP: 0.0095633, MRR: 0.0286900, NDCG: 0.0177221, F1: 0.0104199, HIT_RATE: 0.0677291, ARHR: 0.0286900, RMSE: 0.9834204, NOVELTY: 0.0067668, AVERAGE_POPULARITY: 0.0267900, DIVERSITY_MEAN_INTER_LIST: 0.9971060, DIVERSITY_HERFINDAHL: 0.9993133, COVERAGE_ITEM: 0.1066775, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.8133541, SHANNON_ENTROPY: 10.7804481, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 19, 'shrink': 1497, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8827873106201034, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0548915, PRECISION: 0.0079681, PRECISION_RECALL_MIN_DEN: 0.0265604, RECALL: 0.0265604, MAP: 0.0133824, MRR: 0.0401473, NDCG: 0.0231533, F1: 0.0122587, HIT_RATE: 0.0796813, ARHR: 0.0401473, RMSE: 0.9815582, NOVELTY: 0.0060291, AVERAGE_POPULARITY: 0.0459738, DIVERSITY_MEAN_INTER_LIST: 0.9949928, DIVERSITY_HERFINDAHL: 0.9991029, COVERAGE_ITEM: 0.0958097, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.7489339, SHANNON_ENTROPY: 10.5320685, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 946, 'shrink': 21, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06976375843290496, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0447931, PRECISION: 0.0091633, PRECISION_RECALL_MIN_DEN: 0.0305445, RECALL: 0.0305445, MAP: 0.0081568, MRR: 0.0233321, NDCG: 0.0185566, F1: 0.0140975, HIT_RATE: 0.0916335, ARHR: 0.0239012, RMSE: 0.7656434, NOVELTY: 0.0060529, AVERAGE_POPULARITY: 0.3235636, DIVERSITY_MEAN_INTER_LIST: 0.9640606, DIVERSITY_HERFINDAHL: 0.9960220, COVERAGE_ITEM: 0.0603947, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5055756, SHANNON_ENTROPY: 9.1536703, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 23, 'shrink': 1360, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.991728682044715, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0535635, PRECISION: 0.0079681, PRECISION_RECALL_MIN_DEN: 0.0265604, RECALL: 0.0265604, MAP: 0.0094969, MRR: 0.0284908, NDCG: 0.0191209, F1: 0.0122587, HIT_RATE: 0.0796813, ARHR: 0.0284908, RMSE: 0.7153868, NOVELTY: 0.0063080, AVERAGE_POPULARITY: 0.1514760, DIVERSITY_MEAN_INTER_LIST: 0.9582470, DIVERSITY_HERFINDAHL: 0.9954429, COVERAGE_ITEM: 0.0388754, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4568758, SHANNON_ENTROPY: 8.6276111, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 953, 'shrink': 96, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.929008991096972, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0004427, PRECISION: 0.0003984, PRECISION_RECALL_MIN_DEN: 0.0013280, RECALL: 0.0013280, MAP: 0.0001476, MRR: 0.0004427, NDCG: 0.0005628, F1: 0.0006129, HIT_RATE: 0.0039841, ARHR: 0.0004427, RMSE: 3.0270666, NOVELTY: 0.0075950, AVERAGE_POPULARITY: 0.0236372, DIVERSITY_MEAN_INTER_LIST: 0.9439108, DIVERSITY_HERFINDAHL: 0.9940150, COVERAGE_ITEM: 0.0355772, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3979082, SHANNON_ENTROPY: 8.2585834, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 15, 'shrink': 18, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01322986135531146, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0525675, PRECISION: 0.0095618, PRECISION_RECALL_MIN_DEN: 0.0318725, RECALL: 0.0318725, MAP: 0.0113931, MRR: 0.0321871, NDCG: 0.0223795, F1: 0.0147104, HIT_RATE: 0.0956175, ARHR: 0.0331831, RMSE: 0.9453139, NOVELTY: 0.0061472, AVERAGE_POPULARITY: 0.1300721, DIVERSITY_MEAN_INTER_LIST: 0.9860398, DIVERSITY_HERFINDAHL: 0.9982111, COVERAGE_ITEM: 0.0884563, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6810529, SHANNON_ENTROPY: 10.1358432, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 6, 'shrink': 1386, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8916268063801116, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0781873, PRECISION: 0.0135458, PRECISION_RECALL_MIN_DEN: 0.0451527, RECALL: 0.0451527, MAP: 0.0173122, MRR: 0.0476870, NDCG: 0.0328452, F1: 0.0208397, HIT_RATE: 0.1354582, ARHR: 0.0498119, RMSE: 0.9306250, NOVELTY: 0.0061154, AVERAGE_POPULARITY: 0.2384200, DIVERSITY_MEAN_INTER_LIST: 0.9613291, DIVERSITY_HERFINDAHL: 0.9957499, COVERAGE_ITEM: 0.0373614, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4539322, SHANNON_ENTROPY: 8.5993979, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0669267, PRECISION: 0.0095618, PRECISION_RECALL_MIN_DEN: 0.0318725, RECALL: 0.0318725, MAP: 0.0179462, MRR: 0.0525106, NDCG: 0.0296313, F1: 0.0147104, HIT_RATE: 0.0956175, ARHR: 0.0531746, RMSE: 0.9882799, NOVELTY: 0.0068328, AVERAGE_POPULARITY: 0.0644172, DIVERSITY_MEAN_INTER_LIST: 0.9917801, DIVERSITY_HERFINDAHL: 0.9987829, COVERAGE_ITEM: 0.0843471, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6806098, SHANNON_ENTROPY: 10.2281784, 
SearchBayesianSkopt: Search complete. Best config is 21: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'}
