CrossSearchBayesianSkoptObject: New best config found. Config 0: {'ItemAvgLT23': 0, 'ItemAvgOld': 9} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 0.929899±0.0053, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 29 is suboptimal. Config: {'ItemAvgLT23': 18, 'ItemAvgOld': 11} - results: ROC_AUC: 0.056614±0.0024, PRECISION: 0.008799±0.0004, PRECISION_RECALL_MIN_DEN: 0.087986±0.0040, RECALL: 0.087986±0.0040, MAP: 0.037817±0.0019, MRR: 0.037817±0.0019, NDCG: 0.049513±0.0023, F1: 0.015997±0.0007, HIT_RATE: 0.087986±0.0040, ARHR: 0.037817±0.0019, RMSE: 1.394597±0.0223, NOVELTY: 0.006121±0.0000, AVERAGE_POPULARITY: 0.275688±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.978676±0.0001, DIVERSITY_HERFINDAHL: 0.997845±0.0000, COVERAGE_ITEM: 0.157989±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249309±0.0016, SHANNON_ENTROPY: 9.799818±0.0042, 
CrossSearchBayesianSkoptObject: Config 30 is suboptimal. Config: {'ItemAvgLT23': 3, 'ItemAvgOld': 2} - results: ROC_AUC: 0.056604±0.0024, PRECISION: 0.008821±0.0004, PRECISION_RECALL_MIN_DEN: 0.088211±0.0041, RECALL: 0.088211±0.0041, MAP: 0.037826±0.0019, MRR: 0.037826±0.0019, NDCG: 0.049567±0.0023, F1: 0.016038±0.0008, HIT_RATE: 0.088211±0.0041, ARHR: 0.037826±0.0019, RMSE: 0.896148±0.0020, NOVELTY: 0.006118±0.0000, AVERAGE_POPULARITY: 0.276535±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978569±0.0001, DIVERSITY_HERFINDAHL: 0.997835±0.0000, COVERAGE_ITEM: 0.157707±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248822±0.0016, SHANNON_ENTROPY: 9.793720±0.0032, 
CrossSearchBayesianSkoptObject: Config 31 is suboptimal. Config: {'ItemAvgLT23': 10, 'ItemAvgOld': 19} - results: ROC_AUC: 0.056153±0.0025, PRECISION: 0.008808±0.0004, PRECISION_RECALL_MIN_DEN: 0.088076±0.0038, RECALL: 0.088076±0.0038, MAP: 0.037421±0.0020, MRR: 0.037421±0.0020, NDCG: 0.049214±0.0024, F1: 0.016014±0.0007, HIT_RATE: 0.088076±0.0038, ARHR: 0.037421±0.0020, RMSE: 1.425131±0.0222, NOVELTY: 0.006079±0.0000, AVERAGE_POPULARITY: 0.287539±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.977171±0.0001, DIVERSITY_HERFINDAHL: 0.997695±0.0000, COVERAGE_ITEM: 0.154961±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242215±0.0012, SHANNON_ENTROPY: 9.719195±0.0011, 
CrossSearchBayesianSkoptObject: Config 32 is suboptimal. Config: {'ItemAvgLT23': 7, 'ItemAvgOld': 12} - results: ROC_AUC: 0.056203±0.0025, PRECISION: 0.008794±0.0004, PRECISION_RECALL_MIN_DEN: 0.087940±0.0041, RECALL: 0.087940±0.0041, MAP: 0.037483±0.0020, MRR: 0.037483±0.0020, NDCG: 0.049232±0.0025, F1: 0.015989±0.0007, HIT_RATE: 0.087940±0.0041, ARHR: 0.037483±0.0020, RMSE: 1.146536±0.0139, NOVELTY: 0.006082±0.0000, AVERAGE_POPULARITY: 0.286556±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.977301±0.0001, DIVERSITY_HERFINDAHL: 0.997708±0.0000, COVERAGE_ITEM: 0.155242±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242738±0.0012, SHANNON_ENTROPY: 9.725896±0.0022, 
CrossSearchBayesianSkoptObject: Config 33 is suboptimal. Config: {'ItemAvgLT23': 12, 'ItemAvgOld': 18} - results: ROC_AUC: 0.056273±0.0025, PRECISION: 0.008780±0.0004, PRECISION_RECALL_MIN_DEN: 0.087805±0.0044, RECALL: 0.087805±0.0044, MAP: 0.037507±0.0021, MRR: 0.037507±0.0021, NDCG: 0.049224±0.0025, F1: 0.015965±0.0008, HIT_RATE: 0.087805±0.0044, ARHR: 0.037507±0.0021, RMSE: 1.447493±0.0231, NOVELTY: 0.006087±0.0000, AVERAGE_POPULARITY: 0.285190±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.977497±0.0001, DIVERSITY_HERFINDAHL: 0.997728±0.0000, COVERAGE_ITEM: 0.155350±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.243734±0.0015, SHANNON_ENTROPY: 9.734765±0.0023, 
CrossSearchBayesianSkoptObject: Config 34 is suboptimal. Config: {'ItemAvgLT23': 1, 'ItemAvgOld': 16} - results: ROC_AUC: 0.055636±0.0024, PRECISION: 0.008780±0.0004, PRECISION_RECALL_MIN_DEN: 0.087805±0.0041, RECALL: 0.087805±0.0041, MAP: 0.036947±0.0022, MRR: 0.036947±0.0022, NDCG: 0.048782±0.0026, F1: 0.015965±0.0007, HIT_RATE: 0.087805±0.0041, ARHR: 0.036947±0.0022, RMSE: 1.111218±0.0122, NOVELTY: 0.006044±0.0000, AVERAGE_POPULARITY: 0.298950±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975676±0.0001, DIVERSITY_HERFINDAHL: 0.997546±0.0000, COVERAGE_ITEM: 0.157005±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231757±0.0013, SHANNON_ENTROPY: 9.654238±0.0009, 
CrossSearchBayesianSkoptObject: Config 35 is suboptimal. Config: {'ItemAvgLT23': 6, 'ItemAvgOld': 18} - results: ROC_AUC: 0.056067±0.0025, PRECISION: 0.008844±0.0004, PRECISION_RECALL_MIN_DEN: 0.088437±0.0039, RECALL: 0.088437±0.0039, MAP: 0.037314±0.0022, MRR: 0.037314±0.0022, NDCG: 0.049208±0.0025, F1: 0.016079±0.0007, HIT_RATE: 0.088437±0.0039, ARHR: 0.037314±0.0022, RMSE: 1.290914±0.0180, NOVELTY: 0.006066±0.0000, AVERAGE_POPULARITY: 0.291487±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.976670±0.0001, DIVERSITY_HERFINDAHL: 0.997645±0.0000, COVERAGE_ITEM: 0.155166±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.238937±0.0009, SHANNON_ENTROPY: 9.695784±0.0015, 
CrossSearchBayesianSkoptObject: Config 36 is suboptimal. Config: {'ItemAvgLT23': 17, 'ItemAvgOld': 20} - results: ROC_AUC: 0.056464±0.0024, PRECISION: 0.008808±0.0005, PRECISION_RECALL_MIN_DEN: 0.088076±0.0046, RECALL: 0.088076±0.0046, MAP: 0.037758±0.0019, MRR: 0.037758±0.0019, NDCG: 0.049477±0.0024, F1: 0.016014±0.0008, HIT_RATE: 0.088076±0.0046, ARHR: 0.037758±0.0019, RMSE: 1.644621±0.0288, NOVELTY: 0.006096±0.0000, AVERAGE_POPULARITY: 0.282688±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.977828±0.0001, DIVERSITY_HERFINDAHL: 0.997761±0.0000, COVERAGE_ITEM: 0.156075±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.245242±0.0015, SHANNON_ENTROPY: 9.752578±0.0030, 
CrossSearchBayesianSkoptObject: Config 37 is suboptimal. Config: {'ItemAvgLT23': 10, 'ItemAvgOld': 10} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.164963±0.0147, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 38 is suboptimal. Config: {'ItemAvgLT23': 7, 'ItemAvgOld': 6} - results: ROC_AUC: 0.056524±0.0024, PRECISION: 0.008803±0.0004, PRECISION_RECALL_MIN_DEN: 0.088031±0.0045, RECALL: 0.088031±0.0045, MAP: 0.037794±0.0018, MRR: 0.037794±0.0018, NDCG: 0.049500±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0045, ARHR: 0.037794±0.0018, RMSE: 1.000949±0.0091, NOVELTY: 0.006108±0.0000, AVERAGE_POPULARITY: 0.279218±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.978247±0.0001, DIVERSITY_HERFINDAHL: 0.997803±0.0000, COVERAGE_ITEM: 0.156767±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.247560±0.0015, SHANNON_ENTROPY: 9.775622±0.0030, 
CrossSearchBayesianSkoptObject: Config 39 is suboptimal. Config: {'ItemAvgLT23': 3, 'ItemAvgOld': 9} - results: ROC_AUC: 0.056067±0.0025, PRECISION: 0.008844±0.0004, PRECISION_RECALL_MIN_DEN: 0.088437±0.0039, RECALL: 0.088437±0.0039, MAP: 0.037314±0.0022, MRR: 0.037314±0.0022, NDCG: 0.049208±0.0025, F1: 0.016079±0.0007, HIT_RATE: 0.088437±0.0039, ARHR: 0.037314±0.0022, RMSE: 0.984545±0.0083, NOVELTY: 0.006066±0.0000, AVERAGE_POPULARITY: 0.291487±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.976670±0.0001, DIVERSITY_HERFINDAHL: 0.997645±0.0000, COVERAGE_ITEM: 0.155166±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.238937±0.0009, SHANNON_ENTROPY: 9.695784±0.0015, 
CrossSearchBayesianSkoptObject: Config 40 is suboptimal. Config: {'ItemAvgLT23': 8, 'ItemAvgOld': 5} - results: ROC_AUC: 0.056609±0.0024, PRECISION: 0.008808±0.0004, PRECISION_RECALL_MIN_DEN: 0.088076±0.0041, RECALL: 0.088076±0.0041, MAP: 0.037807±0.0019, MRR: 0.037807±0.0019, NDCG: 0.049524±0.0023, F1: 0.016014±0.0007, HIT_RATE: 0.088076±0.0041, ARHR: 0.037807±0.0019, RMSE: 1.000166±0.0090, NOVELTY: 0.006120±0.0000, AVERAGE_POPULARITY: 0.275912±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.978646±0.0001, DIVERSITY_HERFINDAHL: 0.997843±0.0000, COVERAGE_ITEM: 0.157913±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249180±0.0016, SHANNON_ENTROPY: 9.798185±0.0042, 
CrossSearchBayesianSkoptObject: Config 41 is suboptimal. Config: {'ItemAvgLT23': 20, 'ItemAvgOld': 6} - results: ROC_AUC: 0.056514±0.0024, PRECISION: 0.008771±0.0004, PRECISION_RECALL_MIN_DEN: 0.087715±0.0043, RECALL: 0.087715±0.0043, MAP: 0.037668±0.0019, MRR: 0.037668±0.0019, NDCG: 0.049343±0.0024, F1: 0.015948±0.0008, HIT_RATE: 0.087715±0.0043, ARHR: 0.037668±0.0019, RMSE: 1.302662±0.0197, NOVELTY: 0.006146±0.0000, AVERAGE_POPULARITY: 0.269450±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.979479±0.0001, DIVERSITY_HERFINDAHL: 0.997926±0.0000, COVERAGE_ITEM: 0.161655±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251251±0.0017, SHANNON_ENTROPY: 9.847472±0.0037, 
CrossSearchBayesianSkoptObject: Config 42 is suboptimal. Config: {'ItemAvgLT23': 14, 'ItemAvgOld': 9} - results: ROC_AUC: 0.056584±0.0024, PRECISION: 0.008826±0.0004, PRECISION_RECALL_MIN_DEN: 0.088257±0.0039, RECALL: 0.088257±0.0039, MAP: 0.037822±0.0018, MRR: 0.037822±0.0018, NDCG: 0.049573±0.0023, F1: 0.016047±0.0007, HIT_RATE: 0.088257±0.0039, ARHR: 0.037822±0.0018, RMSE: 1.235588±0.0173, NOVELTY: 0.006119±0.0000, AVERAGE_POPULARITY: 0.276136±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.978615±0.0001, DIVERSITY_HERFINDAHL: 0.997839±0.0000, COVERAGE_ITEM: 0.157848±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249016±0.0016, SHANNON_ENTROPY: 9.796424±0.0033, 
CrossSearchBayesianSkoptObject: Config 43 is suboptimal. Config: {'ItemAvgLT23': 3, 'ItemAvgOld': 11} - results: ROC_AUC: 0.055997±0.0025, PRECISION: 0.008835±0.0004, PRECISION_RECALL_MIN_DEN: 0.088347±0.0038, RECALL: 0.088347±0.0038, MAP: 0.037308±0.0022, MRR: 0.037308±0.0022, NDCG: 0.049182±0.0025, F1: 0.016063±0.0007, HIT_RATE: 0.088347±0.0038, ARHR: 0.037308±0.0022, RMSE: 1.029643±0.0100, NOVELTY: 0.006062±0.0000, AVERAGE_POPULARITY: 0.292910±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.976465±0.0001, DIVERSITY_HERFINDAHL: 0.997624±0.0000, COVERAGE_ITEM: 0.155599±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.237380±0.0013, SHANNON_ENTROPY: 9.687374±0.0018, 
CrossSearchBayesianSkoptObject: Config 44 is suboptimal. Config: {'ItemAvgLT23': 18, 'ItemAvgOld': 7} - results: ROC_AUC: 0.056554±0.0024, PRECISION: 0.008812±0.0004, PRECISION_RECALL_MIN_DEN: 0.088121±0.0043, RECALL: 0.088121±0.0043, MAP: 0.037772±0.0019, MRR: 0.037772±0.0019, NDCG: 0.049508±0.0024, F1: 0.016022±0.0008, HIT_RATE: 0.088121±0.0043, ARHR: 0.037772±0.0019, RMSE: 1.280086±0.0189, NOVELTY: 0.006138±0.0000, AVERAGE_POPULARITY: 0.271444±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.979217±0.0001, DIVERSITY_HERFINDAHL: 0.997900±0.0000, COVERAGE_ITEM: 0.160141±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250978±0.0019, SHANNON_ENTROPY: 9.831510±0.0035, 
CrossSearchBayesianSkoptObject: Config 45 is suboptimal. Config: {'ItemAvgLT23': 8, 'ItemAvgOld': 6} - results: ROC_AUC: 0.056549±0.0024, PRECISION: 0.008790±0.0004, PRECISION_RECALL_MIN_DEN: 0.087895±0.0045, RECALL: 0.087895±0.0045, MAP: 0.037741±0.0018, MRR: 0.037741±0.0018, NDCG: 0.049433±0.0024, F1: 0.015981±0.0008, HIT_RATE: 0.087895±0.0045, ARHR: 0.037741±0.0018, RMSE: 1.021398±0.0099, NOVELTY: 0.006113±0.0000, AVERAGE_POPULARITY: 0.277821±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978427±0.0001, DIVERSITY_HERFINDAHL: 0.997821±0.0000, COVERAGE_ITEM: 0.157005±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248425±0.0016, SHANNON_ENTROPY: 9.784590±0.0029, 
CrossSearchBayesianSkoptObject: Config 46 is suboptimal. Config: {'ItemAvgLT23': 2, 'ItemAvgOld': 11} - results: ROC_AUC: 0.055806±0.0025, PRECISION: 0.008808±0.0004, PRECISION_RECALL_MIN_DEN: 0.088076±0.0039, RECALL: 0.088076±0.0039, MAP: 0.037161±0.0022, MRR: 0.037161±0.0022, NDCG: 0.049006±0.0025, F1: 0.016014±0.0007, HIT_RATE: 0.088076±0.0039, ARHR: 0.037161±0.0022, RMSE: 1.008428±0.0091, NOVELTY: 0.006055±0.0000, AVERAGE_POPULARITY: 0.295241±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.976170±0.0001, DIVERSITY_HERFINDAHL: 0.997595±0.0000, COVERAGE_ITEM: 0.155772±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235432±0.0013, SHANNON_ENTROPY: 9.673634±0.0028, 
CrossSearchBayesianSkoptObject: Config 47 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 2} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 0.924102±0.0020, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 48 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 13} - results: ROC_AUC: 0.056594±0.0024, PRECISION: 0.008803±0.0004, PRECISION_RECALL_MIN_DEN: 0.088031±0.0041, RECALL: 0.088031±0.0041, MAP: 0.037813±0.0019, MRR: 0.037813±0.0019, NDCG: 0.049519±0.0023, F1: 0.016006±0.0007, HIT_RATE: 0.088031±0.0041, ARHR: 0.037813±0.0019, RMSE: 1.534460±0.0265, NOVELTY: 0.006121±0.0000, AVERAGE_POPULARITY: 0.275830±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.978657±0.0001, DIVERSITY_HERFINDAHL: 0.997844±0.0000, COVERAGE_ITEM: 0.157935±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249241±0.0016, SHANNON_ENTROPY: 9.798809±0.0041, 
CrossSearchBayesianSkoptObject: Config 49 is suboptimal. Config: {'ItemAvgLT23': 1, 'ItemAvgOld': 15} - results: ROC_AUC: 0.055641±0.0025, PRECISION: 0.008780±0.0004, PRECISION_RECALL_MIN_DEN: 0.087805±0.0041, RECALL: 0.087805±0.0041, MAP: 0.037013±0.0023, MRR: 0.037013±0.0023, NDCG: 0.048831±0.0026, F1: 0.015965±0.0007, HIT_RATE: 0.087805±0.0041, ARHR: 0.037013±0.0023, RMSE: 1.084791±0.0115, NOVELTY: 0.006044±0.0000, AVERAGE_POPULARITY: 0.298804±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975694±0.0001, DIVERSITY_HERFINDAHL: 0.997547±0.0000, COVERAGE_ITEM: 0.156961±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231876±0.0013, SHANNON_ENTROPY: 9.654928±0.0012, 
CrossSearchBayesianSkoptObject: Config 50 is suboptimal. Config: {'ItemAvgLT23': 12, 'ItemAvgOld': 13} - results: ROC_AUC: 0.056484±0.0024, PRECISION: 0.008790±0.0005, PRECISION_RECALL_MIN_DEN: 0.087895±0.0049, RECALL: 0.087895±0.0049, MAP: 0.037773±0.0019, MRR: 0.037773±0.0019, NDCG: 0.049451±0.0025, F1: 0.015981±0.0009, HIT_RATE: 0.087895±0.0049, ARHR: 0.037773±0.0019, RMSE: 1.298147±0.0190, NOVELTY: 0.006099±0.0000, AVERAGE_POPULARITY: 0.281837±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.977930±0.0001, DIVERSITY_HERFINDAHL: 0.997771±0.0000, COVERAGE_ITEM: 0.156150±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.245962±0.0014, SHANNON_ENTROPY: 9.758350±0.0030, 
CrossSearchBayesianSkoptObject: Config 51 is suboptimal. Config: {'ItemAvgLT23': 10, 'ItemAvgOld': 7} - results: ROC_AUC: 0.056594±0.0024, PRECISION: 0.008808±0.0004, PRECISION_RECALL_MIN_DEN: 0.088076±0.0043, RECALL: 0.088076±0.0043, MAP: 0.037756±0.0018, MRR: 0.037756±0.0018, NDCG: 0.049486±0.0024, F1: 0.016014±0.0008, HIT_RATE: 0.088076±0.0043, ARHR: 0.037756±0.0018, RMSE: 1.088237±0.0123, NOVELTY: 0.006116±0.0000, AVERAGE_POPULARITY: 0.277050±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978514±0.0001, DIVERSITY_HERFINDAHL: 0.997829±0.0000, COVERAGE_ITEM: 0.157405±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248646±0.0017, SHANNON_ENTROPY: 9.789929±0.0030, 
CrossSearchBayesianSkoptObject: Config 52 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 12} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 0.989895±0.0083, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 53 is suboptimal. Config: {'ItemAvgLT23': 7, 'ItemAvgOld': 8} - results: ROC_AUC: 0.056474±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0047, RECALL: 0.088031±0.0047, MAP: 0.037766±0.0019, MRR: 0.037766±0.0019, NDCG: 0.049474±0.0025, F1: 0.016006±0.0009, HIT_RATE: 0.088031±0.0047, ARHR: 0.037766±0.0019, RMSE: 1.045521±0.0107, NOVELTY: 0.006097±0.0000, AVERAGE_POPULARITY: 0.282388±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.977859±0.0001, DIVERSITY_HERFINDAHL: 0.997764±0.0000, COVERAGE_ITEM: 0.156096±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.245450±0.0014, SHANNON_ENTROPY: 9.754270±0.0026, 
CrossSearchBayesianSkoptObject: Config 54 is suboptimal. Config: {'ItemAvgLT23': 16, 'ItemAvgOld': 4} - results: ROC_AUC: 0.056444±0.0025, PRECISION: 0.008780±0.0004, PRECISION_RECALL_MIN_DEN: 0.087805±0.0043, RECALL: 0.087805±0.0043, MAP: 0.037661±0.0020, MRR: 0.037661±0.0020, NDCG: 0.049354±0.0025, F1: 0.015965±0.0008, HIT_RATE: 0.087805±0.0043, ARHR: 0.037661±0.0020, RMSE: 1.152364±0.0146, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268120±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.979643±0.0001, DIVERSITY_HERFINDAHL: 0.997942±0.0000, COVERAGE_ITEM: 0.162725±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251377±0.0015, SHANNON_ENTROPY: 9.857989±0.0034, 
CrossSearchBayesianSkoptObject: Config 55 is suboptimal. Config: {'ItemAvgLT23': 19, 'ItemAvgOld': 20} - results: ROC_AUC: 0.056449±0.0025, PRECISION: 0.008790±0.0005, PRECISION_RECALL_MIN_DEN: 0.087895±0.0049, RECALL: 0.087895±0.0049, MAP: 0.037762±0.0019, MRR: 0.037762±0.0019, NDCG: 0.049442±0.0025, F1: 0.015981±0.0009, HIT_RATE: 0.087895±0.0049, ARHR: 0.037762±0.0019, RMSE: 1.699379±0.0304, NOVELTY: 0.006100±0.0000, AVERAGE_POPULARITY: 0.281489±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.977976±0.0001, DIVERSITY_HERFINDAHL: 0.997776±0.0000, COVERAGE_ITEM: 0.156129±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246238±0.0014, SHANNON_ENTROPY: 9.760331±0.0026, 
CrossSearchBayesianSkoptObject: Config 56 is suboptimal. Config: {'ItemAvgLT23': 16, 'ItemAvgOld': 12} - results: ROC_AUC: 0.056549±0.0024, PRECISION: 0.008790±0.0004, PRECISION_RECALL_MIN_DEN: 0.087895±0.0045, RECALL: 0.087895±0.0045, MAP: 0.037741±0.0018, MRR: 0.037741±0.0018, NDCG: 0.049433±0.0024, F1: 0.015981±0.0008, HIT_RATE: 0.087895±0.0045, ARHR: 0.037741±0.0018, RMSE: 1.371992±0.0215, NOVELTY: 0.006113±0.0000, AVERAGE_POPULARITY: 0.277821±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978427±0.0001, DIVERSITY_HERFINDAHL: 0.997821±0.0000, COVERAGE_ITEM: 0.157005±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248425±0.0016, SHANNON_ENTROPY: 9.784590±0.0029, 
CrossSearchBayesianSkoptObject: Config 57 is suboptimal. Config: {'ItemAvgLT23': 5, 'ItemAvgOld': 11} - results: ROC_AUC: 0.056108±0.0025, PRECISION: 0.008839±0.0004, PRECISION_RECALL_MIN_DEN: 0.088392±0.0039, RECALL: 0.088392±0.0039, MAP: 0.037341±0.0021, MRR: 0.037341±0.0021, NDCG: 0.049221±0.0025, F1: 0.016071±0.0007, HIT_RATE: 0.088392±0.0039, ARHR: 0.037341±0.0021, RMSE: 1.073848±0.0116, NOVELTY: 0.006074±0.0000, AVERAGE_POPULARITY: 0.288946±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.976995±0.0001, DIVERSITY_HERFINDAHL: 0.997677±0.0000, COVERAGE_ITEM: 0.154874±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.241146±0.0008, SHANNON_ENTROPY: 9.710314±0.0012, 
