CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 3198, 'shrink': 53, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.018656094487600642, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.029971±0.0018, PRECISION: 0.004738±0.0002, PRECISION_RECALL_MIN_DEN: 0.047380±0.0023, RECALL: 0.047380±0.0023, MAP: 0.020033±0.0011, MRR: 0.020033±0.0011, NDCG: 0.026387±0.0014, F1: 0.008615±0.0004, HIT_RATE: 0.047380±0.0023, ARHR: 0.020033±0.0011, RMSE: 4.723311±0.0604, NOVELTY: 0.005351±0.0000, AVERAGE_POPULARITY: 0.596967±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.877332±0.0006, DIVERSITY_HERFINDAHL: 0.987713±0.0001, COVERAGE_ITEM: 0.141098±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113211±0.0006, SHANNON_ENTROPY: 7.775230±0.0102, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 2260, 'shrink': 1502, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3272984809554123, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.030463±0.0016, PRECISION: 0.004851±0.0003, PRECISION_RECALL_MIN_DEN: 0.048509±0.0028, RECALL: 0.048509±0.0028, MAP: 0.020383±0.0010, MRR: 0.020383±0.0010, NDCG: 0.026916±0.0013, F1: 0.008820±0.0005, HIT_RATE: 0.048509±0.0028, ARHR: 0.020383±0.0010, RMSE: 1.937232±0.0153, NOVELTY: 0.005051±0.0000, AVERAGE_POPULARITY: 0.725580±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.808541±0.0009, DIVERSITY_HERFINDAHL: 0.980836±0.0001, COVERAGE_ITEM: 0.024028±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145995±0.0011, SHANNON_ENTROPY: 6.371675±0.0050, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 3484, 'shrink': 1126, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1077779351491661, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.021459±0.0007, PRECISION: 0.003555±0.0002, PRECISION_RECALL_MIN_DEN: 0.035547±0.0020, RECALL: 0.035547±0.0020, MAP: 0.013858±0.0007, MRR: 0.013858±0.0007, NDCG: 0.018881±0.0006, F1: 0.006463±0.0004, HIT_RATE: 0.035547±0.0020, ARHR: 0.013858±0.0007, RMSE: 11.350482±0.1214, NOVELTY: 0.004981±0.0000, AVERAGE_POPULARITY: 0.772862±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.737165±0.0012, DIVERSITY_HERFINDAHL: 0.973700±0.0001, COVERAGE_ITEM: 0.015118±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153663±0.0016, SHANNON_ENTROPY: 5.815404±0.0037, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 3680, 'shrink': 386, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3864879831071828, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.024124±0.0007, PRECISION: 0.003975±0.0001, PRECISION_RECALL_MIN_DEN: 0.039747±0.0009, RECALL: 0.039747±0.0009, MAP: 0.015894±0.0005, MRR: 0.015894±0.0005, NDCG: 0.021413±0.0003, F1: 0.007227±0.0002, HIT_RATE: 0.039747±0.0009, ARHR: 0.015894±0.0005, RMSE: 5.006410±0.0387, NOVELTY: 0.005022±0.0000, AVERAGE_POPULARITY: 0.739695±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.795019±0.0020, DIVERSITY_HERFINDAHL: 0.979484±0.0002, COVERAGE_ITEM: 0.016913±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.172584±0.0017, SHANNON_ENTROPY: 6.157531±0.0084, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 3839, 'shrink': 1932, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.012268709760484112, 'feature_weighting': 'none'} - results: ROC_AUC: 0.012436±0.0008, PRECISION: 0.002263±0.0001, PRECISION_RECALL_MIN_DEN: 0.022629±0.0009, RECALL: 0.022629±0.0009, MAP: 0.007649±0.0007, MRR: 0.007649±0.0007, NDCG: 0.011093±0.0006, F1: 0.004114±0.0002, HIT_RATE: 0.022629±0.0009, ARHR: 0.007649±0.0007, RMSE: 4.583040±0.0583, NOVELTY: 0.004899±0.0000, AVERAGE_POPULARITY: 0.841488±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.382444±0.0038, DIVERSITY_HERFINDAHL: 0.938236±0.0004, COVERAGE_ITEM: 0.007905±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119111±0.0017, SHANNON_ENTROPY: 4.395857±0.0101, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 3442, 'shrink': 1955, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3151112447897595, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.017796±0.0012, PRECISION: 0.003004±0.0001, PRECISION_RECALL_MIN_DEN: 0.030036±0.0008, RECALL: 0.030036±0.0008, MAP: 0.011745±0.0010, MRR: 0.011745±0.0010, NDCG: 0.015965±0.0009, F1: 0.005461±0.0001, HIT_RATE: 0.030036±0.0008, ARHR: 0.011745±0.0010, RMSE: 2.259425±0.0341, NOVELTY: 0.004910±0.0000, AVERAGE_POPULARITY: 0.832976±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.535022±0.0021, DIVERSITY_HERFINDAHL: 0.953490±0.0002, COVERAGE_ITEM: 0.007926±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155821±0.0030, SHANNON_ENTROPY: 4.883500±0.0041, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 354, 'shrink': 47, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8915559429748048, 'feature_weighting': 'none'} - results: ROC_AUC: 0.007257±0.0009, PRECISION: 0.001260±0.0001, PRECISION_RECALL_MIN_DEN: 0.012602±0.0013, RECALL: 0.012602±0.0013, MAP: 0.004714±0.0005, MRR: 0.004714±0.0005, NDCG: 0.006528±0.0006, F1: 0.002291±0.0002, HIT_RATE: 0.012602±0.0013, ARHR: 0.004714±0.0005, RMSE: 34.731168±0.7612, NOVELTY: 0.006053±0.0000, AVERAGE_POPULARITY: 0.339291±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.972354±0.0002, DIVERSITY_HERFINDAHL: 0.997213±0.0000, COVERAGE_ITEM: 0.202011±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.234762±0.0013, SHANNON_ENTROPY: 9.852256±0.0097, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2759, 'shrink': 1743, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.4034327667541743, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.022032±0.0012, PRECISION: 0.003631±0.0003, PRECISION_RECALL_MIN_DEN: 0.036314±0.0031, RECALL: 0.036314±0.0031, MAP: 0.014770±0.0005, MRR: 0.014770±0.0005, NDCG: 0.019749±0.0009, F1: 0.006603±0.0006, HIT_RATE: 0.036314±0.0031, ARHR: 0.014770±0.0005, RMSE: 11.780183±0.1396, NOVELTY: 0.004970±0.0000, AVERAGE_POPULARITY: 0.782977±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.659102±0.0015, DIVERSITY_HERFINDAHL: 0.965895±0.0001, COVERAGE_ITEM: 0.016264±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123032±0.0011, SHANNON_ENTROPY: 5.541183±0.0046, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 13, 'shrink': 1762, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7857645567993143, 'feature_weighting': 'none'} - results: ROC_AUC: 0.000527±0.0002, PRECISION: 0.000104±0.0000, PRECISION_RECALL_MIN_DEN: 0.001039±0.0003, RECALL: 0.001039±0.0003, MAP: 0.000355±0.0001, MRR: 0.000355±0.0001, NDCG: 0.000509±0.0001, F1: 0.000189±0.0001, HIT_RATE: 0.001039±0.0003, ARHR: 0.000355±0.0001, RMSE: 1.464877±0.0714, NOVELTY: 0.007356±0.0003, AVERAGE_POPULARITY: 0.021715±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.433645±0.0009, DIVERSITY_HERFINDAHL: 0.943355±0.0001, COVERAGE_ITEM: 0.042119±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.045330±0.0001, SHANNON_ENTROPY: 4.689432±0.0087, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 2034, 'shrink': 195, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.16423551078832802, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.026965±0.0014, PRECISION: 0.004304±0.0002, PRECISION_RECALL_MIN_DEN: 0.043044±0.0024, RECALL: 0.043044±0.0024, MAP: 0.018234±0.0007, MRR: 0.018234±0.0007, NDCG: 0.023988±0.0010, F1: 0.007826±0.0004, HIT_RATE: 0.043044±0.0024, ARHR: 0.018234±0.0007, RMSE: 54.718515±0.6647, NOVELTY: 0.005011±0.0000, AVERAGE_POPULARITY: 0.754119±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.765307±0.0014, DIVERSITY_HERFINDAHL: 0.976513±0.0001, COVERAGE_ITEM: 0.021811±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131492±0.0011, SHANNON_ENTROPY: 6.070047±0.0061, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 3376, 'shrink': 1069, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0374792853297008, 'feature_weighting': 'none'} - results: ROC_AUC: 0.012657±0.0008, PRECISION: 0.002191±0.0001, PRECISION_RECALL_MIN_DEN: 0.021906±0.0012, RECALL: 0.021906±0.0012, MAP: 0.007761±0.0003, MRR: 0.007761±0.0003, NDCG: 0.011034±0.0004, F1: 0.003983±0.0002, HIT_RATE: 0.021906±0.0012, ARHR: 0.007761±0.0003, RMSE: 30.093414±0.3191, NOVELTY: 0.004942±0.0000, AVERAGE_POPULARITY: 0.804188±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.493844±0.0032, DIVERSITY_HERFINDAHL: 0.949373±0.0003, COVERAGE_ITEM: 0.016177±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.088661±0.0010, SHANNON_ENTROPY: 4.907771±0.0088, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 596, 'shrink': 1878, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.14030797707046563, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.026895±0.0013, PRECISION: 0.004508±0.0002, PRECISION_RECALL_MIN_DEN: 0.045077±0.0019, RECALL: 0.045077±0.0019, MAP: 0.018119±0.0009, MRR: 0.018119±0.0009, NDCG: 0.024330±0.0009, F1: 0.008196±0.0004, HIT_RATE: 0.045077±0.0019, ARHR: 0.018119±0.0009, RMSE: 0.854999±0.0013, NOVELTY: 0.005056±0.0000, AVERAGE_POPULARITY: 0.726167±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.794428±0.0007, DIVERSITY_HERFINDAHL: 0.979425±0.0001, COVERAGE_ITEM: 0.032214±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118145±0.0020, SHANNON_ENTROPY: 6.396849±0.0051, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 2914, 'shrink': 749, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6006796678080428, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.018880±0.0010, PRECISION: 0.003162±0.0001, PRECISION_RECALL_MIN_DEN: 0.031617±0.0010, RECALL: 0.031617±0.0010, MAP: 0.012586±0.0008, MRR: 0.012586±0.0008, NDCG: 0.016975±0.0006, F1: 0.005749±0.0002, HIT_RATE: 0.031617±0.0010, ARHR: 0.012586±0.0008, RMSE: 5.895188±0.0911, NOVELTY: 0.004914±0.0000, AVERAGE_POPULARITY: 0.829089±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.556583±0.0026, DIVERSITY_HERFINDAHL: 0.955646±0.0003, COVERAGE_ITEM: 0.008629±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151872±0.0038, SHANNON_ENTROPY: 4.966271±0.0057, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 3128, 'shrink': 852, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9189857370784862, 'feature_weighting': 'none'} - results: ROC_AUC: 0.013269±0.0011, PRECISION: 0.002371±0.0002, PRECISION_RECALL_MIN_DEN: 0.023713±0.0015, RECALL: 0.023713±0.0015, MAP: 0.008148±0.0006, MRR: 0.008148±0.0006, NDCG: 0.011735±0.0008, F1: 0.004311±0.0003, HIT_RATE: 0.023713±0.0015, ARHR: 0.008148±0.0006, RMSE: 23.726329±0.2371, NOVELTY: 0.004944±0.0000, AVERAGE_POPULARITY: 0.809698±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.556655±0.0049, DIVERSITY_HERFINDAHL: 0.955653±0.0005, COVERAGE_ITEM: 0.019800±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.091705±0.0009, SHANNON_ENTROPY: 5.203205±0.0106, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 3698, 'shrink': 1134, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.581966300735468, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.024250±0.0007, PRECISION: 0.003948±0.0001, PRECISION_RECALL_MIN_DEN: 0.039476±0.0009, RECALL: 0.039476±0.0009, MAP: 0.016084±0.0006, MRR: 0.016084±0.0006, NDCG: 0.021499±0.0005, F1: 0.007177±0.0002, HIT_RATE: 0.039476±0.0009, ARHR: 0.016084±0.0006, RMSE: 2.487676±0.0219, NOVELTY: 0.005017±0.0000, AVERAGE_POPULARITY: 0.743958±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.790944±0.0016, DIVERSITY_HERFINDAHL: 0.979077±0.0002, COVERAGE_ITEM: 0.016729±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.171233±0.0013, SHANNON_ENTROPY: 6.130015±0.0059, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 462, 'shrink': 1746, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6709539020889048, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.031662±0.0024, PRECISION: 0.005005±0.0003, PRECISION_RECALL_MIN_DEN: 0.050045±0.0031, RECALL: 0.050045±0.0031, MAP: 0.021222±0.0011, MRR: 0.021222±0.0011, NDCG: 0.027922±0.0016, F1: 0.009099±0.0006, HIT_RATE: 0.050045±0.0031, ARHR: 0.021222±0.0011, RMSE: 3.896465±0.0983, NOVELTY: 0.005250±0.0000, AVERAGE_POPULARITY: 0.622636±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.884139±0.0005, DIVERSITY_HERFINDAHL: 0.988394±0.0001, COVERAGE_ITEM: 0.083450±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124288±0.0010, SHANNON_ENTROPY: 7.565775±0.0054, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 4000, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.023186±0.0008, PRECISION: 0.003794±0.0001, PRECISION_RECALL_MIN_DEN: 0.037940±0.0012, RECALL: 0.037940±0.0012, MAP: 0.015377±0.0007, MRR: 0.015377±0.0007, NDCG: 0.020600±0.0007, F1: 0.006898±0.0002, HIT_RATE: 0.037940±0.0012, ARHR: 0.015377±0.0007, RMSE: 7661.080477±55.1520, NOVELTY: 0.004982±0.0000, AVERAGE_POPULARITY: 0.771680±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.727243±0.0012, DIVERSITY_HERFINDAHL: 0.972708±0.0001, COVERAGE_ITEM: 0.014804±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155549±0.0009, SHANNON_ENTROPY: 5.794730±0.0035, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 16, 'shrink': 1918, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1587364700497971, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.011071±0.0013, PRECISION: 0.001938±0.0001, PRECISION_RECALL_MIN_DEN: 0.019377±0.0012, RECALL: 0.019377±0.0012, MAP: 0.006983±0.0008, MRR: 0.006983±0.0008, NDCG: 0.009842±0.0008, F1: 0.003523±0.0002, HIT_RATE: 0.019377±0.0012, ARHR: 0.006983±0.0008, RMSE: 0.991964±0.0002, NOVELTY: 0.006115±0.0000, AVERAGE_POPULARITY: 0.310277±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.985749±0.0002, DIVERSITY_HERFINDAHL: 0.998553±0.0000, COVERAGE_ITEM: 0.333928±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.276323±0.0008, SHANNON_ENTROPY: 10.773924±0.0176, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 3862, 'shrink': 97, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.915317858413903, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.023743±0.0007, PRECISION: 0.003898±0.0001, PRECISION_RECALL_MIN_DEN: 0.038979±0.0011, RECALL: 0.038979±0.0011, MAP: 0.015810±0.0006, MRR: 0.015810±0.0006, NDCG: 0.021170±0.0006, F1: 0.007087±0.0002, HIT_RATE: 0.038979±0.0011, ARHR: 0.015810±0.0006, RMSE: 76.478107±0.5506, NOVELTY: 0.004984±0.0000, AVERAGE_POPULARITY: 0.770837±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.728428±0.0012, DIVERSITY_HERFINDAHL: 0.972826±0.0001, COVERAGE_ITEM: 0.015150±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153385±0.0018, SHANNON_ENTROPY: 5.805679±0.0038, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1370, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.030684±0.0020, PRECISION: 0.004860±0.0003, PRECISION_RECALL_MIN_DEN: 0.048600±0.0030, RECALL: 0.048600±0.0030, MAP: 0.020597±0.0011, MRR: 0.020597±0.0011, NDCG: 0.027103±0.0015, F1: 0.008836±0.0005, HIT_RATE: 0.048600±0.0030, ARHR: 0.020597±0.0011, RMSE: 1.210158±0.0106, NOVELTY: 0.005066±0.0000, AVERAGE_POPULARITY: 0.715725±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.806872±0.0007, DIVERSITY_HERFINDAHL: 0.980669±0.0001, COVERAGE_ITEM: 0.027737±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136696±0.0011, SHANNON_ENTROPY: 6.447610±0.0057, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 116, 'shrink': 1916, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9694130273834345, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.025399±0.0018, PRECISION: 0.003921±0.0002, PRECISION_RECALL_MIN_DEN: 0.039205±0.0023, RECALL: 0.039205±0.0023, MAP: 0.017282±0.0014, MRR: 0.017282±0.0014, NDCG: 0.022393±0.0016, F1: 0.007128±0.0004, HIT_RATE: 0.039205±0.0023, ARHR: 0.017282±0.0014, RMSE: 0.862113±0.0020, NOVELTY: 0.006052±0.0000, AVERAGE_POPULARITY: 0.360699±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.977704±0.0001, DIVERSITY_HERFINDAHL: 0.997748±0.0000, COVERAGE_ITEM: 0.339768±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251701±0.0006, SHANNON_ENTROPY: 10.421821±0.0099, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 4000, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.023186±0.0008, PRECISION: 0.003794±0.0001, PRECISION_RECALL_MIN_DEN: 0.037940±0.0012, RECALL: 0.037940±0.0012, MAP: 0.015377±0.0007, MRR: 0.015377±0.0007, NDCG: 0.020600±0.0007, F1: 0.006898±0.0002, HIT_RATE: 0.037940±0.0012, ARHR: 0.015377±0.0007, RMSE: 7661.080477±55.1520, NOVELTY: 0.004982±0.0000, AVERAGE_POPULARITY: 0.771680±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.727243±0.0012, DIVERSITY_HERFINDAHL: 0.972708±0.0001, COVERAGE_ITEM: 0.014804±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155549±0.0009, SHANNON_ENTROPY: 5.794730±0.0035, 
