SearchBayesianSkopt: New best config found. Config 0: {'num_models': 30, 'topK': 2776} - results: ROC_AUC: 0.0837288, PRECISION: 0.0114649, PRECISION_RECALL_MIN_DEN: 0.1146486, RECALL: 0.1146486, MAP: 0.0599515, MRR: 0.0599515, NDCG: 0.0728994, F1: 0.0208452, HIT_RATE: 0.1146486, ARHR: 0.0599515, RMSE: 0.9735940, NOVELTY: 0.0063255, AVERAGE_POPULARITY: 0.2297447, DIVERSITY_MEAN_INTER_LIST: 0.9905751, DIVERSITY_HERFINDAHL: 0.9990519, COVERAGE_ITEM: 0.7564747, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2281018, SHANNON_ENTROPY: 11.5528176, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'num_models': 10, 'topK': 2992} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'num_models': 100, 'topK': 2973} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'num_models': 10, 'topK': 2993} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'num_models': 10, 'topK': 2970} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'num_models': 99, 'topK': 8} - results: ROC_AUC: 0.0805014, PRECISION: 0.0107985, PRECISION_RECALL_MIN_DEN: 0.1079850, RECALL: 0.1079850, MAP: 0.0581653, MRR: 0.0581653, NDCG: 0.0700022, F1: 0.0196336, HIT_RATE: 0.1079850, ARHR: 0.0581653, RMSE: 0.9754696, NOVELTY: 0.0066289, AVERAGE_POPULARITY: 0.1906674, DIVERSITY_MEAN_INTER_LIST: 0.9721223, DIVERSITY_HERFINDAHL: 0.9972067, COVERAGE_ITEM: 0.6959178, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2060982, SHANNON_ENTROPY: 10.9772484, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'num_models': 11, 'topK': 2995} - results: ROC_AUC: 0.0835200, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598588, MRR: 0.0598588, NDCG: 0.0726527, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598588, RMSE: 0.9734917, NOVELTY: 0.0063554, AVERAGE_POPULARITY: 0.2242133, DIVERSITY_MEAN_INTER_LIST: 0.9906696, DIVERSITY_HERFINDAHL: 0.9990613, COVERAGE_ITEM: 0.7625845, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2332979, SHANNON_ENTROPY: 11.5933157, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'num_models': 10, 'topK': 10} - results: ROC_AUC: 0.0812798, PRECISION: 0.0109580, PRECISION_RECALL_MIN_DEN: 0.1095797, RECALL: 0.1095797, MAP: 0.0584682, MRR: 0.0584682, NDCG: 0.0706050, F1: 0.0199236, HIT_RATE: 0.1095797, ARHR: 0.0584682, RMSE: 0.9751870, NOVELTY: 0.0065933, AVERAGE_POPULARITY: 0.1926285, DIVERSITY_MEAN_INTER_LIST: 0.9776100, DIVERSITY_HERFINDAHL: 0.9977554, COVERAGE_ITEM: 0.7180860, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2144857, SHANNON_ENTROPY: 11.1499502, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'num_models': 100, 'topK': 2} - results: ROC_AUC: 0.0708889, PRECISION: 0.0087709, PRECISION_RECALL_MIN_DEN: 0.0877093, RECALL: 0.0877093, MAP: 0.0529500, MRR: 0.0529500, NDCG: 0.0613491, F1: 0.0159471, HIT_RATE: 0.0877093, ARHR: 0.0529500, RMSE: 0.9811032, NOVELTY: 0.0072444, AVERAGE_POPULARITY: 0.1078375, DIVERSITY_MEAN_INTER_LIST: 0.8431161, DIVERSITY_HERFINDAHL: 0.9843068, COVERAGE_ITEM: 0.5824818, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1763529, SHANNON_ENTROPY: 9.4056432, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'num_models': 10, 'topK': 3000} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'num_models': 10, 'topK': 2994} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'num_models': 10, 'topK': 2987} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'num_models': 10, 'topK': 11} - results: ROC_AUC: 0.0815583, PRECISION: 0.0110149, PRECISION_RECALL_MIN_DEN: 0.1101492, RECALL: 0.1101492, MAP: 0.0585694, MRR: 0.0585694, NDCG: 0.0708149, F1: 0.0200271, HIT_RATE: 0.1101492, ARHR: 0.0585694, RMSE: 0.9750040, NOVELTY: 0.0065648, AVERAGE_POPULARITY: 0.1962749, DIVERSITY_MEAN_INTER_LIST: 0.9801100, DIVERSITY_HERFINDAHL: 0.9980054, COVERAGE_ITEM: 0.7237632, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2165044, SHANNON_ENTROPY: 11.2089851, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'num_models': 100, 'topK': 12} - results: ROC_AUC: 0.0821278, PRECISION: 0.0111516, PRECISION_RECALL_MIN_DEN: 0.1115161, RECALL: 0.1115161, MAP: 0.0588960, MRR: 0.0588960, NDCG: 0.0713761, F1: 0.0202757, HIT_RATE: 0.1115161, ARHR: 0.0588960, RMSE: 0.9746048, NOVELTY: 0.0065195, AVERAGE_POPULARITY: 0.2059982, DIVERSITY_MEAN_INTER_LIST: 0.9815863, DIVERSITY_HERFINDAHL: 0.9981530, COVERAGE_ITEM: 0.7193836, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2117018, SHANNON_ENTROPY: 11.1826037, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'num_models': 12, 'topK': 2990} - results: ROC_AUC: 0.0834441, PRECISION: 0.0114136, PRECISION_RECALL_MIN_DEN: 0.1141360, RECALL: 0.1141360, MAP: 0.0597627, MRR: 0.0597627, NDCG: 0.0726382, F1: 0.0207520, HIT_RATE: 0.1141360, ARHR: 0.0597627, RMSE: 0.9734827, NOVELTY: 0.0063573, AVERAGE_POPULARITY: 0.2233887, DIVERSITY_MEAN_INTER_LIST: 0.9907155, DIVERSITY_HERFINDAHL: 0.9990659, COVERAGE_ITEM: 0.7644228, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2339185, SHANNON_ENTROPY: 11.6005679, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'num_models': 12, 'topK': 11} - results: ROC_AUC: 0.0815076, PRECISION: 0.0109807, PRECISION_RECALL_MIN_DEN: 0.1098075, RECALL: 0.1098075, MAP: 0.0584450, MRR: 0.0584450, NDCG: 0.0706481, F1: 0.0199650, HIT_RATE: 0.1098075, ARHR: 0.0584450, RMSE: 0.9747590, NOVELTY: 0.0065758, AVERAGE_POPULARITY: 0.1962402, DIVERSITY_MEAN_INTER_LIST: 0.9788724, DIVERSITY_HERFINDAHL: 0.9978817, COVERAGE_ITEM: 0.7242498, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2149054, SHANNON_ENTROPY: 11.1714282, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'num_models': 10, 'topK': 2983} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'num_models': 10, 'topK': 42} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'num_models': 100, 'topK': 33} - results: ROC_AUC: 0.0835896, PRECISION: 0.0114592, PRECISION_RECALL_MIN_DEN: 0.1145916, RECALL: 0.1145916, MAP: 0.0598082, MRR: 0.0598082, NDCG: 0.0727756, F1: 0.0208348, HIT_RATE: 0.1145916, ARHR: 0.0598082, RMSE: 0.9735013, NOVELTY: 0.0063333, AVERAGE_POPULARITY: 0.2281875, DIVERSITY_MEAN_INTER_LIST: 0.9906740, DIVERSITY_HERFINDAHL: 0.9990618, COVERAGE_ITEM: 0.7598270, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2299955, SHANNON_ENTROPY: 11.5702136, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'num_models': 10, 'topK': 17} - results: ROC_AUC: 0.0826404, PRECISION: 0.0112143, PRECISION_RECALL_MIN_DEN: 0.1121426, RECALL: 0.1121426, MAP: 0.0593602, MRR: 0.0593602, NDCG: 0.0718776, F1: 0.0203896, HIT_RATE: 0.1121426, ARHR: 0.0593602, RMSE: 0.9743685, NOVELTY: 0.0064811, AVERAGE_POPULARITY: 0.2074329, DIVERSITY_MEAN_INTER_LIST: 0.9863322, DIVERSITY_HERFINDAHL: 0.9986276, COVERAGE_ITEM: 0.7425250, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2233216, SHANNON_ENTROPY: 11.3929882, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'num_models': 10, 'topK': 2980} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'num_models': 10, 'topK': 3000} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'num_models': 99, 'topK': 6} - results: ROC_AUC: 0.0791852, PRECISION: 0.0105137, PRECISION_RECALL_MIN_DEN: 0.1051373, RECALL: 0.1051373, MAP: 0.0574678, MRR: 0.0574678, NDCG: 0.0688119, F1: 0.0191159, HIT_RATE: 0.1051373, ARHR: 0.0574678, RMSE: 0.9762883, NOVELTY: 0.0067400, AVERAGE_POPULARITY: 0.1749762, DIVERSITY_MEAN_INTER_LIST: 0.9596474, DIVERSITY_HERFINDAHL: 0.9959593, COVERAGE_ITEM: 0.6744526, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2024974, SHANNON_ENTROPY: 10.7720905, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'num_models': 10, 'topK': 3000} - results: ROC_AUC: 0.0835263, PRECISION: 0.0113851, PRECISION_RECALL_MIN_DEN: 0.1138512, RECALL: 0.1138512, MAP: 0.0598582, MRR: 0.0598582, NDCG: 0.0726499, F1: 0.0207002, HIT_RATE: 0.1138512, ARHR: 0.0598582, RMSE: 0.9737736, NOVELTY: 0.0063587, AVERAGE_POPULARITY: 0.2224821, DIVERSITY_MEAN_INTER_LIST: 0.9908202, DIVERSITY_HERFINDAHL: 0.9990764, COVERAGE_ITEM: 0.7628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2340819, SHANNON_ENTROPY: 11.6068909, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'num_models': 10, 'topK': 6} - results: ROC_AUC: 0.0795079, PRECISION: 0.0105422, PRECISION_RECALL_MIN_DEN: 0.1054220, RECALL: 0.1054220, MAP: 0.0576461, MRR: 0.0576461, NDCG: 0.0690222, F1: 0.0191676, HIT_RATE: 0.1054220, ARHR: 0.0576461, RMSE: 0.9763067, NOVELTY: 0.0067518, AVERAGE_POPULARITY: 0.1719600, DIVERSITY_MEAN_INTER_LIST: 0.9593894, DIVERSITY_HERFINDAHL: 0.9959335, COVERAGE_ITEM: 0.6809408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2063260, SHANNON_ENTROPY: 10.8062939, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'num_models': 100, 'topK': 3000} - results: ROC_AUC: 0.0836213, PRECISION: 0.0114706, PRECISION_RECALL_MIN_DEN: 0.1147055, RECALL: 0.1147055, MAP: 0.0598370, MRR: 0.0598370, NDCG: 0.0728228, F1: 0.0208556, HIT_RATE: 0.1147055, ARHR: 0.0598370, RMSE: 0.9734869, NOVELTY: 0.0063165, AVERAGE_POPULARITY: 0.2302733, DIVERSITY_MEAN_INTER_LIST: 0.9908000, DIVERSITY_HERFINDAHL: 0.9990744, COVERAGE_ITEM: 0.7599892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305303, SHANNON_ENTROPY: 11.5810589, 
SearchBayesianSkopt: Search complete. Best config is 0: {'num_models': 30, 'topK': 2776}
