SearchBayesianSkopt: New best config found. Config 0: {'topK': 972, 'shrink': 1867, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.292653443213929, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0794353, PRECISION: 0.0126398, PRECISION_RECALL_MIN_DEN: 0.0421326, RECALL: 0.0421326, MAP: 0.0202192, MRR: 0.0567666, NDCG: 0.0349644, F1: 0.0194458, HIT_RATE: 0.1263977, ARHR: 0.0586821, RMSE: 0.9566554, NOVELTY: 0.0052461, AVERAGE_POPULARITY: 0.6340007, DIVERSITY_MEAN_INTER_LIST: 0.8800707, DIVERSITY_HERFINDAHL: 0.9880016, COVERAGE_ITEM: 0.1880508, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0641178, SHANNON_ENTROPY: 7.5034799, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1999, 'shrink': 123, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7041456762315108, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0886363, PRECISION: 0.0145796, PRECISION_RECALL_MIN_DEN: 0.0485987, RECALL: 0.0485987, MAP: 0.0228688, MRR: 0.0635181, NDCG: 0.0397018, F1: 0.0224302, HIT_RATE: 0.1457960, ARHR: 0.0660061, RMSE: 1.7611571, NOVELTY: 0.0051834, AVERAGE_POPULARITY: 0.6715302, DIVERSITY_MEAN_INTER_LIST: 0.8261959, DIVERSITY_HERFINDAHL: 0.9826145, COVERAGE_ITEM: 0.1420384, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0576025, SHANNON_ENTROPY: 6.9339996, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 833, 'shrink': 1987, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.023778401620175645, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1050410, PRECISION: 0.0172175, PRECISION_RECALL_MIN_DEN: 0.0573917, RECALL: 0.0573917, MAP: 0.0275037, MRR: 0.0755874, NDCG: 0.0472706, F1: 0.0264885, HIT_RATE: 0.1721752, ARHR: 0.0789616, RMSE: 0.8269792, NOVELTY: 0.0054011, AVERAGE_POPULARITY: 0.5899105, DIVERSITY_MEAN_INTER_LIST: 0.8955257, DIVERSITY_HERFINDAHL: 0.9895470, COVERAGE_ITEM: 0.3291160, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0814908, SHANNON_ENTROPY: 8.1062184, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 745, 'shrink': 1975, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8932957318020118, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0801171, PRECISION: 0.0128128, PRECISION_RECALL_MIN_DEN: 0.0427092, RECALL: 0.0427092, MAP: 0.0207271, MRR: 0.0579193, NDCG: 0.0356259, F1: 0.0197119, HIT_RATE: 0.1281275, ARHR: 0.0600119, RMSE: 1.0538709, NOVELTY: 0.0058714, AVERAGE_POPULARITY: 0.4561091, DIVERSITY_MEAN_INTER_LIST: 0.9428014, DIVERSITY_HERFINDAHL: 0.9942743, COVERAGE_ITEM: 0.4767775, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1849427, SHANNON_ENTROPY: 9.7752372, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1660, 'shrink': 1897, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.048908256092520044, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0909413, PRECISION: 0.0149379, PRECISION_RECALL_MIN_DEN: 0.0497930, RECALL: 0.0497930, MAP: 0.0234846, MRR: 0.0655877, NDCG: 0.0407920, F1: 0.0229814, HIT_RATE: 0.1493791, ARHR: 0.0679792, RMSE: 0.9058044, NOVELTY: 0.0050334, AVERAGE_POPULARITY: 0.7648605, DIVERSITY_MEAN_INTER_LIST: 0.7226529, DIVERSITY_HERFINDAHL: 0.9722608, COVERAGE_ITEM: 0.0733712, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0489659, SHANNON_ENTROPY: 6.0224110, 
SearchBayesianSkopt: New best config found. Config 34: {'topK': 1250, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1052080, PRECISION: 0.0172299, PRECISION_RECALL_MIN_DEN: 0.0574329, RECALL: 0.0574329, MAP: 0.0277695, MRR: 0.0759940, NDCG: 0.0475109, F1: 0.0265075, HIT_RATE: 0.1722988, ARHR: 0.0795708, RMSE: 0.8032033, NOVELTY: 0.0053112, AVERAGE_POPULARITY: 0.6285850, DIVERSITY_MEAN_INTER_LIST: 0.8680187, DIVERSITY_HERFINDAHL: 0.9867965, COVERAGE_ITEM: 0.2851582, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0684983, SHANNON_ENTROPY: 7.6568298, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 1406, 'shrink': 39, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.024951134335238663, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0996341, PRECISION: 0.0161920, PRECISION_RECALL_MIN_DEN: 0.0539734, RECALL: 0.0539734, MAP: 0.0258911, MRR: 0.0715617, NDCG: 0.0445733, F1: 0.0249108, HIT_RATE: 0.1619201, ARHR: 0.0745610, RMSE: 2.6138759, NOVELTY: 0.0054410, AVERAGE_POPULARITY: 0.5810466, DIVERSITY_MEAN_INTER_LIST: 0.8984650, DIVERSITY_HERFINDAHL: 0.9898409, COVERAGE_ITEM: 0.3695053, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0890952, SHANNON_ENTROPY: 8.2973024, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1234, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1054272, PRECISION: 0.0171372, PRECISION_RECALL_MIN_DEN: 0.0571240, RECALL: 0.0571240, MAP: 0.0277197, MRR: 0.0759032, NDCG: 0.0473776, F1: 0.0263649, HIT_RATE: 0.1713721, ARHR: 0.0794492, RMSE: 0.8039014, NOVELTY: 0.0053140, AVERAGE_POPULARITY: 0.6273777, DIVERSITY_MEAN_INTER_LIST: 0.8689424, DIVERSITY_HERFINDAHL: 0.9868889, COVERAGE_ITEM: 0.2872668, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0688156, SHANNON_ENTROPY: 7.6711898, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1993, 'shrink': 1730, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03003470323212421, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0972233, PRECISION: 0.0159511, PRECISION_RECALL_MIN_DEN: 0.0531702, RECALL: 0.0531702, MAP: 0.0255617, MRR: 0.0704260, NDCG: 0.0439074, F1: 0.0245401, HIT_RATE: 0.1595107, ARHR: 0.0735005, RMSE: 1.1148698, NOVELTY: 0.0051705, AVERAGE_POPULARITY: 0.6923076, DIVERSITY_MEAN_INTER_LIST: 0.8044903, DIVERSITY_HERFINDAHL: 0.9804441, COVERAGE_ITEM: 0.1779941, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0546082, SHANNON_ENTROPY: 6.9260297, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1239, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1052491, PRECISION: 0.0171743, PRECISION_RECALL_MIN_DEN: 0.0572476, RECALL: 0.0572476, MAP: 0.0277320, MRR: 0.0759117, NDCG: 0.0474189, F1: 0.0264220, HIT_RATE: 0.1717428, ARHR: 0.0794719, RMSE: 0.8036801, NOVELTY: 0.0053130, AVERAGE_POPULARITY: 0.6278298, DIVERSITY_MEAN_INTER_LIST: 0.8685907, DIVERSITY_HERFINDAHL: 0.9868537, COVERAGE_ITEM: 0.2866180, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0686702, SHANNON_ENTROPY: 7.6658857, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1534, 'shrink': 1999, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9261011640138925, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1030300, PRECISION: 0.0166924, PRECISION_RECALL_MIN_DEN: 0.0556414, RECALL: 0.0556414, MAP: 0.0269487, MRR: 0.0741993, NDCG: 0.0461721, F1: 0.0256806, HIT_RATE: 0.1669241, ARHR: 0.0774539, RMSE: 0.7774727, NOVELTY: 0.0051651, AVERAGE_POPULARITY: 0.6876292, DIVERSITY_MEAN_INTER_LIST: 0.8252970, DIVERSITY_HERFINDAHL: 0.9825246, COVERAGE_ITEM: 0.1502028, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0560807, SHANNON_ENTROPY: 6.9541408, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1995, 'shrink': 1954, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.004609381015013626, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0706059, PRECISION: 0.0118119, PRECISION_RECALL_MIN_DEN: 0.0393732, RECALL: 0.0393732, MAP: 0.0173227, MRR: 0.0491762, NDCG: 0.0310831, F1: 0.0181722, HIT_RATE: 0.1181195, ARHR: 0.0505559, RMSE: 0.9847517, NOVELTY: 0.0049866, AVERAGE_POPULARITY: 0.7896540, DIVERSITY_MEAN_INTER_LIST: 0.6921184, DIVERSITY_HERFINDAHL: 0.9692076, COVERAGE_ITEM: 0.0288186, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0741270, SHANNON_ENTROPY: 5.6148175, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 1276, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1052560, PRECISION: 0.0172299, PRECISION_RECALL_MIN_DEN: 0.0574329, RECALL: 0.0574329, MAP: 0.0276795, MRR: 0.0761672, NDCG: 0.0474852, F1: 0.0265075, HIT_RATE: 0.1722988, ARHR: 0.0795303, RMSE: 0.7752855, NOVELTY: 0.0052302, AVERAGE_POPULARITY: 0.6613833, DIVERSITY_MEAN_INTER_LIST: 0.8466672, DIVERSITY_HERFINDAHL: 0.9846615, COVERAGE_ITEM: 0.2173560, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0592449, SHANNON_ENTROPY: 7.2966396, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 2000, 'shrink': 95, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.09143473471643439, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1036582, PRECISION: 0.0170569, PRECISION_RECALL_MIN_DEN: 0.0568563, RECALL: 0.0568563, MAP: 0.0271066, MRR: 0.0747051, NDCG: 0.0467200, F1: 0.0262414, HIT_RATE: 0.1705690, ARHR: 0.0779415, RMSE: 1.8322267, NOVELTY: 0.0052447, AVERAGE_POPULARITY: 0.6557673, DIVERSITY_MEAN_INTER_LIST: 0.8463145, DIVERSITY_HERFINDAHL: 0.9846262, COVERAGE_ITEM: 0.2311436, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0594124, SHANNON_ENTROPY: 7.3068192, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2000, 'shrink': 1890, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9502523771478295, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1011870, PRECISION: 0.0165256, PRECISION_RECALL_MIN_DEN: 0.0550854, RECALL: 0.0550854, MAP: 0.0263666, MRR: 0.0727137, NDCG: 0.0453898, F1: 0.0254240, HIT_RATE: 0.1652561, ARHR: 0.0758424, RMSE: 0.7813959, NOVELTY: 0.0051579, AVERAGE_POPULARITY: 0.6903889, DIVERSITY_MEAN_INTER_LIST: 0.8160376, DIVERSITY_HERFINDAHL: 0.9815987, COVERAGE_ITEM: 0.1516626, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0514644, SHANNON_ENTROPY: 6.8294894, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 863, 'shrink': 1993, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.009592531513332505, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1051748, PRECISION: 0.0171619, PRECISION_RECALL_MIN_DEN: 0.0572064, RECALL: 0.0572064, MAP: 0.0275552, MRR: 0.0758074, NDCG: 0.0472884, F1: 0.0264030, HIT_RATE: 0.1716192, ARHR: 0.0791729, RMSE: 0.8119434, NOVELTY: 0.0053588, AVERAGE_POPULARITY: 0.6063586, DIVERSITY_MEAN_INTER_LIST: 0.8854664, DIVERSITY_HERFINDAHL: 0.9885412, COVERAGE_ITEM: 0.3054339, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0771569, SHANNON_ENTROPY: 7.9704837, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1561, 'shrink': 90, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07828001354491466, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1046520, PRECISION: 0.0169025, PRECISION_RECALL_MIN_DEN: 0.0563415, RECALL: 0.0563415, MAP: 0.0271858, MRR: 0.0751212, NDCG: 0.0466974, F1: 0.0260038, HIT_RATE: 0.1690245, ARHR: 0.0782773, RMSE: 2.3220634, NOVELTY: 0.0052315, AVERAGE_POPULARITY: 0.6581779, DIVERSITY_MEAN_INTER_LIST: 0.8514388, DIVERSITY_HERFINDAHL: 0.9851386, COVERAGE_ITEM: 0.2027034, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0601085, SHANNON_ENTROPY: 7.3174845, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1985, 'shrink': 1717, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01554387432442406, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0972614, PRECISION: 0.0160190, PRECISION_RECALL_MIN_DEN: 0.0533968, RECALL: 0.0533968, MAP: 0.0255914, MRR: 0.0704614, NDCG: 0.0440015, F1: 0.0246447, HIT_RATE: 0.1601903, ARHR: 0.0735627, RMSE: 1.1186294, NOVELTY: 0.0051708, AVERAGE_POPULARITY: 0.6921347, DIVERSITY_MEAN_INTER_LIST: 0.8046065, DIVERSITY_HERFINDAHL: 0.9804557, COVERAGE_ITEM: 0.1783725, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0545800, SHANNON_ENTROPY: 6.9274420, 
SearchBayesianSkopt: New best config found. Config 47: {'topK': 1210, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1057681, PRECISION: 0.0172855, PRECISION_RECALL_MIN_DEN: 0.0576183, RECALL: 0.0576183, MAP: 0.0278278, MRR: 0.0765417, NDCG: 0.0476929, F1: 0.0265930, HIT_RATE: 0.1728548, ARHR: 0.0799333, RMSE: 0.7764903, NOVELTY: 0.0052390, AVERAGE_POPULARITY: 0.6570713, DIVERSITY_MEAN_INTER_LIST: 0.8504744, DIVERSITY_HERFINDAHL: 0.9850422, COVERAGE_ITEM: 0.2227088, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0602483, SHANNON_ENTROPY: 7.3470086, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1211, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1057144, PRECISION: 0.0172731, PRECISION_RECALL_MIN_DEN: 0.0575771, RECALL: 0.0575771, MAP: 0.0278250, MRR: 0.0765409, NDCG: 0.0476770, F1: 0.0265740, HIT_RATE: 0.1727312, ARHR: 0.0799287, RMSE: 0.7764747, NOVELTY: 0.0052389, AVERAGE_POPULARITY: 0.6571252, DIVERSITY_MEAN_INTER_LIST: 0.8504106, DIVERSITY_HERFINDAHL: 0.9850358, COVERAGE_ITEM: 0.2225466, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0602452, SHANNON_ENTROPY: 7.3463953, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 712, 'shrink': 1997, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9260706054776702, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1010020, PRECISION: 0.0165318, PRECISION_RECALL_MIN_DEN: 0.0551059, RECALL: 0.0551059, MAP: 0.0264918, MRR: 0.0729114, NDCG: 0.0454909, F1: 0.0254335, HIT_RATE: 0.1653178, ARHR: 0.0761147, RMSE: 0.8391562, NOVELTY: 0.0054345, AVERAGE_POPULARITY: 0.5731902, DIVERSITY_MEAN_INTER_LIST: 0.9030598, DIVERSITY_HERFINDAHL: 0.9903004, COVERAGE_ITEM: 0.3185185, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0908996, SHANNON_ENTROPY: 8.2809501, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1993, 'shrink': 1775, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9605452246799704, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1013409, PRECISION: 0.0164947, PRECISION_RECALL_MIN_DEN: 0.0549824, RECALL: 0.0549824, MAP: 0.0265682, MRR: 0.0732706, NDCG: 0.0455704, F1: 0.0253765, HIT_RATE: 0.1649472, ARHR: 0.0764233, RMSE: 0.7936000, NOVELTY: 0.0051176, AVERAGE_POPULARITY: 0.7123118, DIVERSITY_MEAN_INTER_LIST: 0.7996556, DIVERSITY_HERFINDAHL: 0.9799606, COVERAGE_ITEM: 0.1121384, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0540063, SHANNON_ENTROPY: 6.6406398, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1320, 'shrink': 26, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9835679476439536, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0556810, PRECISION: 0.0091431, PRECISION_RECALL_MIN_DEN: 0.0304771, RECALL: 0.0304771, MAP: 0.0137338, MRR: 0.0388410, NDCG: 0.0243919, F1: 0.0140664, HIT_RATE: 0.0914314, ARHR: 0.0400066, RMSE: 5.2061101, NOVELTY: 0.0057456, AVERAGE_POPULARITY: 0.4466672, DIVERSITY_MEAN_INTER_LIST: 0.9421823, DIVERSITY_HERFINDAHL: 0.9942124, COVERAGE_ITEM: 0.2508245, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1586980, SHANNON_ENTROPY: 9.2208724, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 678, 'shrink': 1917, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.016160014160056194, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1044035, PRECISION: 0.0171372, PRECISION_RECALL_MIN_DEN: 0.0571240, RECALL: 0.0571240, MAP: 0.0273043, MRR: 0.0751464, NDCG: 0.0470097, F1: 0.0263649, HIT_RATE: 0.1713721, ARHR: 0.0784723, RMSE: 0.8020800, NOVELTY: 0.0053389, AVERAGE_POPULARITY: 0.6074737, DIVERSITY_MEAN_INTER_LIST: 0.8905112, DIVERSITY_HERFINDAHL: 0.9890456, COVERAGE_ITEM: 0.2711003, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0730021, SHANNON_ENTROPY: 7.9056315, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 714, 'shrink': 1862, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1389927603869088, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0910444, PRECISION: 0.0152777, PRECISION_RECALL_MIN_DEN: 0.0509256, RECALL: 0.0509256, MAP: 0.0234757, MRR: 0.0651214, NDCG: 0.0410659, F1: 0.0235041, HIT_RATE: 0.1527769, ARHR: 0.0677342, RMSE: 0.9369941, NOVELTY: 0.0051045, AVERAGE_POPULARITY: 0.7190180, DIVERSITY_MEAN_INTER_LIST: 0.7951713, DIVERSITY_HERFINDAHL: 0.9795122, COVERAGE_ITEM: 0.1123006, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0532235, SHANNON_ENTROPY: 6.6038548, 
SearchBayesianSkopt: New best config found. Config 54: {'topK': 966, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1060233, PRECISION: 0.0175017, PRECISION_RECALL_MIN_DEN: 0.0583390, RECALL: 0.0583390, MAP: 0.0278642, MRR: 0.0767873, NDCG: 0.0479767, F1: 0.0269257, HIT_RATE: 0.1750170, ARHR: 0.0801185, RMSE: 0.7843468, NOVELTY: 0.0052760, AVERAGE_POPULARITY: 0.6385681, DIVERSITY_MEAN_INTER_LIST: 0.8669645, DIVERSITY_HERFINDAHL: 0.9866911, COVERAGE_ITEM: 0.2416329, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0647695, SHANNON_ENTROPY: 7.5570711, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 624, 'shrink': 47, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.034926270730007765, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0800933, PRECISION: 0.0129178, PRECISION_RECALL_MIN_DEN: 0.0430592, RECALL: 0.0430592, MAP: 0.0212172, MRR: 0.0582482, NDCG: 0.0360780, F1: 0.0198735, HIT_RATE: 0.1291777, ARHR: 0.0609011, RMSE: 1.3534058, NOVELTY: 0.0061416, AVERAGE_POPULARITY: 0.3701479, DIVERSITY_MEAN_INTER_LIST: 0.9720248, DIVERSITY_HERFINDAHL: 0.9971965, COVERAGE_ITEM: 0.5230062, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2299705, SHANNON_ENTROPY: 10.6212836, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1040235, PRECISION: 0.0169148, PRECISION_RECALL_MIN_DEN: 0.0563827, RECALL: 0.0563827, MAP: 0.0269912, MRR: 0.0745166, NDCG: 0.0464914, F1: 0.0260228, HIT_RATE: 0.1691481, ARHR: 0.0776803, RMSE: 0.7755871, NOVELTY: 0.0051545, AVERAGE_POPULARITY: 0.6982638, DIVERSITY_MEAN_INTER_LIST: 0.8108736, DIVERSITY_HERFINDAHL: 0.9810823, COVERAGE_ITEM: 0.1603136, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0520159, SHANNON_ENTROPY: 6.8475908, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1016, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1054840, PRECISION: 0.0173534, PRECISION_RECALL_MIN_DEN: 0.0578448, RECALL: 0.0578448, MAP: 0.0277526, MRR: 0.0763811, NDCG: 0.0476882, F1: 0.0266976, HIT_RATE: 0.1735343, ARHR: 0.0797517, RMSE: 0.7822313, NOVELTY: 0.0052672, AVERAGE_POPULARITY: 0.6430813, DIVERSITY_MEAN_INTER_LIST: 0.8631431, DIVERSITY_HERFINDAHL: 0.9863090, COVERAGE_ITEM: 0.2379562, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0636749, SHANNON_ENTROPY: 7.5072838, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1020, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1055453, PRECISION: 0.0173411, PRECISION_RECALL_MIN_DEN: 0.0578036, RECALL: 0.0578036, MAP: 0.0277943, MRR: 0.0764855, NDCG: 0.0477180, F1: 0.0266786, HIT_RATE: 0.1734108, ARHR: 0.0798664, RMSE: 0.7820790, NOVELTY: 0.0052668, AVERAGE_POPULARITY: 0.6432701, DIVERSITY_MEAN_INTER_LIST: 0.8630090, DIVERSITY_HERFINDAHL: 0.9862956, COVERAGE_ITEM: 0.2376859, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0636221, SHANNON_ENTROPY: 7.5049806, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 1705, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1049470, PRECISION: 0.0169581, PRECISION_RECALL_MIN_DEN: 0.0565268, RECALL: 0.0565268, MAP: 0.0273456, MRR: 0.0753847, NDCG: 0.0468919, F1: 0.0260893, HIT_RATE: 0.1695805, ARHR: 0.0786405, RMSE: 0.7737911, NOVELTY: 0.0051820, AVERAGE_POPULARITY: 0.6848534, DIVERSITY_MEAN_INTER_LIST: 0.8243779, DIVERSITY_HERFINDAHL: 0.9824327, COVERAGE_ITEM: 0.1838335, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0541896, SHANNON_ENTROPY: 7.0136309, 
SearchBayesianSkopt: Search complete. Best config is 54: {'topK': 966, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'}
