SearchBayesianSkopt: New best config found. Config 0: {'topK': 603, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 3.342331819625258e-12, 'lambda_j': 1.360018789913614e-09, 'learning_rate': 2.097996130063154e-06} - results: ROC_AUC: 0.0854758, PRECISION: 0.0138776, PRECISION_RECALL_MIN_DEN: 0.0462588, RECALL: 0.0462588, MAP: 0.0207897, MRR: 0.0592251, NDCG: 0.0370572, F1: 0.0213502, HIT_RATE: 0.1387763, ARHR: 0.0607971, RMSE: 0.9998942, NOVELTY: 0.0147860, AVERAGE_POPULARITY: 0.7433067, DIVERSITY_MEAN_INTER_LIST: 0.7228117, DIVERSITY_HERFINDAHL: 0.9722678, COVERAGE_ITEM: 0.0802955, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1018578, SHANNON_ENTROPY: 5.9212897, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 401, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 9.203435698545303e-07, 'lambda_j': 1.2126849361821588e-07, 'learning_rate': 7.385186629037812e-08} - results: ROC_AUC: 0.0770582, PRECISION: 0.0131220, PRECISION_RECALL_MIN_DEN: 0.0437400, RECALL: 0.0437400, MAP: 0.0194696, MRR: 0.0552930, NDCG: 0.0347413, F1: 0.0201877, HIT_RATE: 0.1312201, ARHR: 0.0568508, RMSE: 0.9999984, NOVELTY: 0.0147587, AVERAGE_POPULARITY: 0.7484227, DIVERSITY_MEAN_INTER_LIST: 0.7220479, DIVERSITY_HERFINDAHL: 0.9721915, COVERAGE_ITEM: 0.0746748, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1033666, SHANNON_ENTROPY: 5.8651683, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 637, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 6.452675639285976e-10, 'lambda_j': 6.554854716043649e-07, 'learning_rate': 1.9482998253746678e-07} - results: ROC_AUC: 0.0829212, PRECISION: 0.0138039, PRECISION_RECALL_MIN_DEN: 0.0460130, RECALL: 0.0460130, MAP: 0.0206353, MRR: 0.0584827, NDCG: 0.0367269, F1: 0.0212368, HIT_RATE: 0.1380391, ARHR: 0.0601943, RMSE: 0.9999900, NOVELTY: 0.0147793, AVERAGE_POPULARITY: 0.7447756, DIVERSITY_MEAN_INTER_LIST: 0.7195250, DIVERSITY_HERFINDAHL: 0.9719392, COVERAGE_ITEM: 0.0774048, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1031428, SHANNON_ENTROPY: 5.8940636, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 498, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 3.26534696530669e-11, 'lambda_j': 3.959534806285165e-09, 'learning_rate': 3.593331463911722e-07} - results: ROC_AUC: 0.0761496, PRECISION: 0.0128087, PRECISION_RECALL_MIN_DEN: 0.0426957, RECALL: 0.0426957, MAP: 0.0191694, MRR: 0.0546243, NDCG: 0.0341241, F1: 0.0197057, HIT_RATE: 0.1280870, ARHR: 0.0560662, RMSE: 0.9999915, NOVELTY: 0.0147149, AVERAGE_POPULARITY: 0.7600996, DIVERSITY_MEAN_INTER_LIST: 0.6975668, DIVERSITY_HERFINDAHL: 0.9697438, COVERAGE_ITEM: 0.0680906, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1026790, SHANNON_ENTROPY: 5.7250366, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 768, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 6.208350314357755e-11, 'lambda_j': 1.6923922836493384e-08, 'learning_rate': 1.5848997995944517e-09} - results: ROC_AUC: 0.0820983, PRECISION: 0.0134169, PRECISION_RECALL_MIN_DEN: 0.0447229, RECALL: 0.0447229, MAP: 0.0207489, MRR: 0.0589447, NDCG: 0.0364522, F1: 0.0206414, HIT_RATE: 0.1341688, ARHR: 0.0605957, RMSE: 0.9999999, NOVELTY: 0.0147487, AVERAGE_POPULARITY: 0.7528810, DIVERSITY_MEAN_INTER_LIST: 0.7053850, DIVERSITY_HERFINDAHL: 0.9705255, COVERAGE_ITEM: 0.0740324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1010901, SHANNON_ENTROPY: 5.8037795, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 588, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 9.784377200324427e-07, 'lambda_j': 8.429148855463447e-07, 'learning_rate': 1.0131674035439458e-06} - results: ROC_AUC: 0.0821597, PRECISION: 0.0137670, PRECISION_RECALL_MIN_DEN: 0.0458902, RECALL: 0.0458902, MAP: 0.0206134, MRR: 0.0584545, NDCG: 0.0366511, F1: 0.0211801, HIT_RATE: 0.1376705, ARHR: 0.0601474, RMSE: 0.9999493, NOVELTY: 0.0147857, AVERAGE_POPULARITY: 0.7435802, DIVERSITY_MEAN_INTER_LIST: 0.7213092, DIVERSITY_HERFINDAHL: 0.9721176, COVERAGE_ITEM: 0.0794925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1027047, SHANNON_ENTROPY: 5.9179169, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 400, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 7.751508861479566e-10, 'lambda_j': 3.5254454245472445e-11, 'learning_rate': 1.465225241564551e-09} - results: ROC_AUC: 0.0824694, PRECISION: 0.0138408, PRECISION_RECALL_MIN_DEN: 0.0461359, RECALL: 0.0461359, MAP: 0.0205015, MRR: 0.0582301, NDCG: 0.0366353, F1: 0.0212935, HIT_RATE: 0.1384077, ARHR: 0.0598673, RMSE: 0.9999999, NOVELTY: 0.0148675, AVERAGE_POPULARITY: 0.7228647, DIVERSITY_MEAN_INTER_LIST: 0.7601177, DIVERSITY_HERFINDAHL: 0.9759978, COVERAGE_ITEM: 0.0936245, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1041743, SHANNON_ENTROPY: 6.1638545, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 630, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 2.4476879995152767e-07, 'lambda_j': 3.2721501302676045e-12, 'learning_rate': 9.040075490840879e-07} - results: ROC_AUC: 0.0830070, PRECISION: 0.0138408, PRECISION_RECALL_MIN_DEN: 0.0461359, RECALL: 0.0461359, MAP: 0.0205897, MRR: 0.0585911, NDCG: 0.0367557, F1: 0.0212935, HIT_RATE: 0.1384077, ARHR: 0.0601800, RMSE: 0.9999538, NOVELTY: 0.0147779, AVERAGE_POPULARITY: 0.7453638, DIVERSITY_MEAN_INTER_LIST: 0.7181485, DIVERSITY_HERFINDAHL: 0.9718016, COVERAGE_ITEM: 0.0782078, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1023273, SHANNON_ENTROPY: 5.8907343, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 771, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 8.947737412731173e-10, 'lambda_j': 1.2102613852524694e-12, 'learning_rate': 1.3759428965692184e-09} - results: ROC_AUC: 0.0758066, PRECISION: 0.0123848, PRECISION_RECALL_MIN_DEN: 0.0412827, RECALL: 0.0412827, MAP: 0.0187606, MRR: 0.0533421, NDCG: 0.0332532, F1: 0.0190536, HIT_RATE: 0.1238481, ARHR: 0.0548119, RMSE: 0.9999983, NOVELTY: 0.0146247, AVERAGE_POPULARITY: 0.7835762, DIVERSITY_MEAN_INTER_LIST: 0.6379162, DIVERSITY_HERFINDAHL: 0.9637799, COVERAGE_ITEM: 0.0510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1062063, SHANNON_ENTROPY: 5.3870946, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 770, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 2.047765368124996e-09, 'lambda_j': 1.4168614793520351e-11, 'learning_rate': 6.752307027507174e-06} - results: ROC_AUC: 0.0761035, PRECISION: 0.0124954, PRECISION_RECALL_MIN_DEN: 0.0416513, RECALL: 0.0416513, MAP: 0.0188315, MRR: 0.0535504, NDCG: 0.0334450, F1: 0.0192237, HIT_RATE: 0.1249539, ARHR: 0.0550224, RMSE: 0.9832860, NOVELTY: 0.0146155, AVERAGE_POPULARITY: 0.7865912, DIVERSITY_MEAN_INTER_LIST: 0.6284243, DIVERSITY_HERFINDAHL: 0.9628308, COVERAGE_ITEM: 0.0509073, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1037084, SHANNON_ENTROPY: 5.3489787, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 151, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 5.4515458423725076e-11, 'lambda_j': 3.886724280352138e-08, 'learning_rate': 2.6043111691264306e-08} - results: ROC_AUC: 0.0881916, PRECISION: 0.0144674, PRECISION_RECALL_MIN_DEN: 0.0482246, RECALL: 0.0482246, MAP: 0.0219185, MRR: 0.0623475, NDCG: 0.0388518, F1: 0.0222575, HIT_RATE: 0.1446738, ARHR: 0.0640515, RMSE: 0.9999992, NOVELTY: 0.0151185, AVERAGE_POPULARITY: 0.6640024, DIVERSITY_MEAN_INTER_LIST: 0.8400227, DIVERSITY_HERFINDAHL: 0.9839868, COVERAGE_ITEM: 0.1210856, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1262566, SHANNON_ENTROPY: 6.8182703, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 35, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.4940377429215987e-12, 'lambda_j': 5.533750697669533e-12, 'learning_rate': 2.4518660524512705e-09} - results: ROC_AUC: 0.0930269, PRECISION: 0.0151309, PRECISION_RECALL_MIN_DEN: 0.0504362, RECALL: 0.0504362, MAP: 0.0231586, MRR: 0.0660171, NDCG: 0.0409094, F1: 0.0232782, HIT_RATE: 0.1513085, ARHR: 0.0677465, RMSE: 0.9999983, NOVELTY: 0.0152422, AVERAGE_POPULARITY: 0.6340254, DIVERSITY_MEAN_INTER_LIST: 0.8731731, DIVERSITY_HERFINDAHL: 0.9873012, COVERAGE_ITEM: 0.1173920, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1471156, SHANNON_ENTROPY: 7.0654598, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 308, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 9.062311548052947e-09, 'lambda_j': 1.9126064060062447e-12, 'learning_rate': 3.805965464210039e-09} - results: ROC_AUC: 0.0780002, PRECISION: 0.0126613, PRECISION_RECALL_MIN_DEN: 0.0422042, RECALL: 0.0422042, MAP: 0.0194232, MRR: 0.0554802, NDCG: 0.0343038, F1: 0.0194789, HIT_RATE: 0.1266126, ARHR: 0.0568750, RMSE: 0.9999964, NOVELTY: 0.0147411, AVERAGE_POPULARITY: 0.7527367, DIVERSITY_MEAN_INTER_LIST: 0.7113939, DIVERSITY_HERFINDAHL: 0.9711263, COVERAGE_ITEM: 0.0717842, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1027864, SHANNON_ENTROPY: 5.8024499, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 467, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 4.444481727954734e-12, 'lambda_j': 1.4438802345228137e-08, 'learning_rate': 5.244499828353834e-08} - results: ROC_AUC: 0.0831362, PRECISION: 0.0137302, PRECISION_RECALL_MIN_DEN: 0.0457673, RECALL: 0.0457673, MAP: 0.0204124, MRR: 0.0578284, NDCG: 0.0364312, F1: 0.0211234, HIT_RATE: 0.1373019, ARHR: 0.0595328, RMSE: 0.9999976, NOVELTY: 0.0148323, AVERAGE_POPULARITY: 0.7318843, DIVERSITY_MEAN_INTER_LIST: 0.7456899, DIVERSITY_HERFINDAHL: 0.9745553, COVERAGE_ITEM: 0.0888068, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1027583, SHANNON_ENTROPY: 6.0665866, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 201, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 4.702507448442914e-11, 'lambda_j': 3.169723384408774e-10, 'learning_rate': 3.2229772685168557e-09} - results: ROC_AUC: 0.0798048, PRECISION: 0.0129930, PRECISION_RECALL_MIN_DEN: 0.0433100, RECALL: 0.0433100, MAP: 0.0198091, MRR: 0.0562585, NDCG: 0.0350212, F1: 0.0199892, HIT_RATE: 0.1299300, ARHR: 0.0578429, RMSE: 0.9999949, NOVELTY: 0.0148239, AVERAGE_POPULARITY: 0.7326206, DIVERSITY_MEAN_INTER_LIST: 0.7464492, DIVERSITY_HERFINDAHL: 0.9746312, COVERAGE_ITEM: 0.0884856, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1023617, SHANNON_ENTROPY: 6.0613528, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 794, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 8.776045797597384e-08, 'lambda_j': 2.0596635492157374e-09, 'learning_rate': 1.531761407662047e-07} - results: ROC_AUC: 0.0754533, PRECISION: 0.0123848, PRECISION_RECALL_MIN_DEN: 0.0412827, RECALL: 0.0412827, MAP: 0.0186354, MRR: 0.0530518, NDCG: 0.0331343, F1: 0.0190536, HIT_RATE: 0.1238481, ARHR: 0.0544790, RMSE: 0.9996118, NOVELTY: 0.0146116, AVERAGE_POPULARITY: 0.7876204, DIVERSITY_MEAN_INTER_LIST: 0.6254186, DIVERSITY_HERFINDAHL: 0.9625303, COVERAGE_ITEM: 0.0483379, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1078226, SHANNON_ENTROPY: 5.3353939, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 11, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 5.765419364097573e-07, 'lambda_j': 6.922981610981957e-07, 'learning_rate': 2.4329070619688517e-06} - results: ROC_AUC: 0.1146353, PRECISION: 0.0201253, PRECISION_RECALL_MIN_DEN: 0.0670844, RECALL: 0.0670844, MAP: 0.0276755, MRR: 0.0772587, NDCG: 0.0507841, F1: 0.0309620, HIT_RATE: 0.2012532, ARHR: 0.0801163, RMSE: 0.9999895, NOVELTY: 0.0158040, AVERAGE_POPULARITY: 0.5303528, DIVERSITY_MEAN_INTER_LIST: 0.9278013, DIVERSITY_HERFINDAHL: 0.9927630, COVERAGE_ITEM: 0.1564156, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1889407, SHANNON_ENTROPY: 7.8727557, 
SearchBayesianSkopt: New best config found. Config 71: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-09} - results: ROC_AUC: 0.1240789, PRECISION: 0.0207519, PRECISION_RECALL_MIN_DEN: 0.0691731, RECALL: 0.0691731, MAP: 0.0295965, MRR: 0.0829634, NDCG: 0.0536432, F1: 0.0319261, HIT_RATE: 0.2075194, ARHR: 0.0858649, RMSE: 1.0000000, NOVELTY: 0.0170438, AVERAGE_POPULARITY: 0.3592666, DIVERSITY_MEAN_INTER_LIST: 0.9720858, DIVERSITY_HERFINDAHL: 0.9971907, COVERAGE_ITEM: 0.3557090, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2319434, SHANNON_ENTROPY: 9.3242886, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 18, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 4.6337881040294393e-07, 'lambda_j': 3.399284869878595e-07, 'learning_rate': 1.1031609915706776e-09} - results: ROC_AUC: 0.1088655, PRECISION: 0.0186509, PRECISION_RECALL_MIN_DEN: 0.0621698, RECALL: 0.0621698, MAP: 0.0269758, MRR: 0.0756244, NDCG: 0.0484905, F1: 0.0286938, HIT_RATE: 0.1865094, ARHR: 0.0782280, RMSE: 1.0000000, NOVELTY: 0.0156395, AVERAGE_POPULARITY: 0.5592969, DIVERSITY_MEAN_INTER_LIST: 0.9175457, DIVERSITY_HERFINDAHL: 0.9917377, COVERAGE_ITEM: 0.1530432, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1729296, SHANNON_ENTROPY: 7.6964472, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 45, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 5.33413562443641e-07, 'lambda_j': 8.028818158174499e-07, 'learning_rate': 2.6005698570446545e-09} - results: ROC_AUC: 0.0994170, PRECISION: 0.0166605, PRECISION_RECALL_MIN_DEN: 0.0555351, RECALL: 0.0555351, MAP: 0.0246632, MRR: 0.0695457, NDCG: 0.0440011, F1: 0.0256316, HIT_RATE: 0.1666052, ARHR: 0.0717288, RMSE: 1.0000000, NOVELTY: 0.0153623, AVERAGE_POPULARITY: 0.6094027, DIVERSITY_MEAN_INTER_LIST: 0.8914196, DIVERSITY_HERFINDAHL: 0.9891255, COVERAGE_ITEM: 0.1365023, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1511785, SHANNON_ENTROPY: 7.3116148, 
SearchBayesianSkopt: New best config found. Config 74: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 2.431475432399924e-07, 'lambda_j': 2.1991462981591417e-12, 'learning_rate': 2.1127846401850455e-09} - results: ROC_AUC: 0.1267627, PRECISION: 0.0205492, PRECISION_RECALL_MIN_DEN: 0.0684974, RECALL: 0.0684974, MAP: 0.0303376, MRR: 0.0852716, NDCG: 0.0542774, F1: 0.0316142, HIT_RATE: 0.2054921, ARHR: 0.0881307, RMSE: 1.0000000, NOVELTY: 0.0171202, AVERAGE_POPULARITY: 0.3589980, DIVERSITY_MEAN_INTER_LIST: 0.9732336, DIVERSITY_HERFINDAHL: 0.9973054, COVERAGE_ITEM: 0.3947326, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2284817, SHANNON_ENTROPY: 9.4302704, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 4, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.869750703405794e-12, 'lambda_j': 7.677810326862185e-07, 'learning_rate': 2.769978975431268e-06} - results: ROC_AUC: 0.1110689, PRECISION: 0.0196461, PRECISION_RECALL_MIN_DEN: 0.0654872, RECALL: 0.0654872, MAP: 0.0266196, MRR: 0.0745427, NDCG: 0.0492058, F1: 0.0302248, HIT_RATE: 0.1964615, ARHR: 0.0772007, RMSE: 0.9995870, NOVELTY: 0.0160490, AVERAGE_POPULARITY: 0.4890142, DIVERSITY_MEAN_INTER_LIST: 0.9427280, DIVERSITY_HERFINDAHL: 0.9942554, COVERAGE_ITEM: 0.2092500, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1836150, SHANNON_ENTROPY: 8.2300755, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-09} - results: ROC_AUC: 0.1237777, PRECISION: 0.0207704, PRECISION_RECALL_MIN_DEN: 0.0692345, RECALL: 0.0692345, MAP: 0.0298865, MRR: 0.0836813, NDCG: 0.0539347, F1: 0.0319544, HIT_RATE: 0.2077036, ARHR: 0.0866704, RMSE: 1.0000000, NOVELTY: 0.0170661, AVERAGE_POPULARITY: 0.3577711, DIVERSITY_MEAN_INTER_LIST: 0.9720795, DIVERSITY_HERFINDAHL: 0.9971900, COVERAGE_ITEM: 0.3664686, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2282114, SHANNON_ENTROPY: 9.3383637, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-09} - results: ROC_AUC: 0.1245018, PRECISION: 0.0206782, PRECISION_RECALL_MIN_DEN: 0.0689274, RECALL: 0.0689274, MAP: 0.0298232, MRR: 0.0834629, NDCG: 0.0537759, F1: 0.0318126, HIT_RATE: 0.2067822, ARHR: 0.0864570, RMSE: 1.0000000, NOVELTY: 0.0170268, AVERAGE_POPULARITY: 0.3613441, DIVERSITY_MEAN_INTER_LIST: 0.9720309, DIVERSITY_HERFINDAHL: 0.9971852, COVERAGE_ITEM: 0.3619721, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2294402, SHANNON_ENTROPY: 9.3283627, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-09} - results: ROC_AUC: 0.1250828, PRECISION: 0.0208441, PRECISION_RECALL_MIN_DEN: 0.0694803, RECALL: 0.0694803, MAP: 0.0299841, MRR: 0.0836233, NDCG: 0.0540816, F1: 0.0320678, HIT_RATE: 0.2084408, ARHR: 0.0867643, RMSE: 1.0000000, NOVELTY: 0.0170713, AVERAGE_POPULARITY: 0.3555522, DIVERSITY_MEAN_INTER_LIST: 0.9724660, DIVERSITY_HERFINDAHL: 0.9972287, COVERAGE_ITEM: 0.3608479, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2332602, SHANNON_ENTROPY: 9.3505193, 
SearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-09} - results: ROC_AUC: 0.1237745, PRECISION: 0.0205308, PRECISION_RECALL_MIN_DEN: 0.0684359, RECALL: 0.0684359, MAP: 0.0296705, MRR: 0.0830345, NDCG: 0.0534577, F1: 0.0315858, HIT_RATE: 0.2053078, ARHR: 0.0860128, RMSE: 1.0000000, NOVELTY: 0.0170390, AVERAGE_POPULARITY: 0.3601335, DIVERSITY_MEAN_INTER_LIST: 0.9717955, DIVERSITY_HERFINDAHL: 0.9971616, COVERAGE_ITEM: 0.3645415, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2250684, SHANNON_ENTROPY: 9.3112533, 
SearchBayesianSkopt: New best config found. Config 80: {'topK': 3, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 4.024613086703699e-12, 'lambda_j': 5.840188167434219e-08, 'learning_rate': 9.811810982053235e-06} - results: ROC_AUC: 0.1253214, PRECISION: 0.0218762, PRECISION_RECALL_MIN_DEN: 0.0729205, RECALL: 0.0729205, MAP: 0.0305792, MRR: 0.0845133, NDCG: 0.0556100, F1: 0.0336556, HIT_RATE: 0.2187615, ARHR: 0.0881122, RMSE: 0.9999720, NOVELTY: 0.0165531, AVERAGE_POPULARITY: 0.4181142, DIVERSITY_MEAN_INTER_LIST: 0.9621360, DIVERSITY_HERFINDAHL: 0.9961959, COVERAGE_ITEM: 0.2951662, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2050258, SHANNON_ENTROPY: 8.8714270, 
SearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 7, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.521484333927908e-12, 'lambda_j': 2.937028558334295e-07, 'learning_rate': 6.79244438359609e-07} - results: ROC_AUC: 0.1167785, PRECISION: 0.0203833, PRECISION_RECALL_MIN_DEN: 0.0679445, RECALL: 0.0679445, MAP: 0.0280144, MRR: 0.0782853, NDCG: 0.0514481, F1: 0.0313590, HIT_RATE: 0.2038334, ARHR: 0.0811425, RMSE: 0.9999948, NOVELTY: 0.0161114, AVERAGE_POPULARITY: 0.4806222, DIVERSITY_MEAN_INTER_LIST: 0.9427487, DIVERSITY_HERFINDAHL: 0.9942575, COVERAGE_ITEM: 0.1792195, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2033475, SHANNON_ENTROPY: 8.1902501, 
SearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.8941476112092903e-12, 'lambda_j': 1.294186130285428e-07, 'learning_rate': 6.327737419731428e-06} - results: ROC_AUC: 0.1255750, PRECISION: 0.0208441, PRECISION_RECALL_MIN_DEN: 0.0694803, RECALL: 0.0694803, MAP: 0.0301559, MRR: 0.0840676, NDCG: 0.0542592, F1: 0.0320678, HIT_RATE: 0.2084408, ARHR: 0.0872452, RMSE: 0.9999683, NOVELTY: 0.0170489, AVERAGE_POPULARITY: 0.3588281, DIVERSITY_MEAN_INTER_LIST: 0.9723665, DIVERSITY_HERFINDAHL: 0.9972187, COVERAGE_ITEM: 0.3622932, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2306547, SHANNON_ENTROPY: 9.3414767, 
SearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1251002, PRECISION: 0.0205861, PRECISION_RECALL_MIN_DEN: 0.0686202, RECALL: 0.0686202, MAP: 0.0296610, MRR: 0.0831914, NDCG: 0.0535618, F1: 0.0316709, HIT_RATE: 0.2058607, ARHR: 0.0860757, RMSE: 0.9999499, NOVELTY: 0.0170692, AVERAGE_POPULARITY: 0.3572240, DIVERSITY_MEAN_INTER_LIST: 0.9723625, DIVERSITY_HERFINDAHL: 0.9972183, COVERAGE_ITEM: 0.3669504, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2290105, SHANNON_ENTROPY: 9.3466840, 
SearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.6986884747461678e-08, 'lambda_j': 6.527115687663874e-07, 'learning_rate': 5.72123280256605e-06} - results: ROC_AUC: 0.1154767, PRECISION: 0.0205492, PRECISION_RECALL_MIN_DEN: 0.0684974, RECALL: 0.0684974, MAP: 0.0280046, MRR: 0.0782272, NDCG: 0.0515848, F1: 0.0316142, HIT_RATE: 0.2054921, ARHR: 0.0811204, RMSE: 0.9984404, NOVELTY: 0.0163548, AVERAGE_POPULARITY: 0.4484738, DIVERSITY_MEAN_INTER_LIST: 0.9537156, DIVERSITY_HERFINDAHL: 0.9953540, COVERAGE_ITEM: 0.2691505, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1897443, SHANNON_ENTROPY: 8.6061539, 
