SearchBayesianSkopt: New best config found. Config 0: {'topK': 666, 'shrink': 973, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5703712460203428, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0051702, PRECISION: 0.0008780, PRECISION_RECALL_MIN_DEN: 0.0029265, RECALL: 0.0029265, MAP: 0.0010583, MRR: 0.0031748, NDCG: 0.0020974, F1: 0.0013507, HIT_RATE: 0.0087796, ARHR: 0.0031748, RMSE: 0.9987405, NOVELTY: 0.0076707, AVERAGE_POPULARITY: 0.0982310, DIVERSITY_MEAN_INTER_LIST: 0.9871692, DIVERSITY_HERFINDAHL: 0.9986952, COVERAGE_ITEM: 0.1271695, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3792615, SHANNON_ENTROPY: 10.1946055, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1961, 'shrink': 124, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04009972939171159, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0343168, PRECISION: 0.0070896, PRECISION_RECALL_MIN_DEN: 0.0236318, RECALL: 0.0236318, MAP: 0.0075278, MRR: 0.0217703, NDCG: 0.0156096, F1: 0.0109070, HIT_RATE: 0.0708955, ARHR: 0.0221768, RMSE: 2.2275268, NOVELTY: 0.0050265, AVERAGE_POPULARITY: 0.7632180, DIVERSITY_MEAN_INTER_LIST: 0.6740652, DIVERSITY_HERFINDAHL: 0.9673917, COVERAGE_ITEM: 0.0119492, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1506468, SHANNON_ENTROPY: 5.4443417, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 10, 'shrink': 94, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.023637245992869323, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0002683, PRECISION: 0.0000439, PRECISION_RECALL_MIN_DEN: 0.0001463, RECALL: 0.0001463, MAP: 0.0000329, MRR: 0.0000988, NDCG: 0.0000842, F1: 0.0000675, HIT_RATE: 0.0004390, ARHR: 0.0000988, RMSE: 0.9999790, NOVELTY: 0.0063670, AVERAGE_POPULARITY: 0.0151566, DIVERSITY_MEAN_INTER_LIST: 0.2620600, DIVERSITY_HERFINDAHL: 0.9262003, COVERAGE_ITEM: 0.0593674, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0847182, SHANNON_ENTROPY: 4.7206188, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0384429, PRECISION: 0.0073090, PRECISION_RECALL_MIN_DEN: 0.0243635, RECALL: 0.0243635, MAP: 0.0081496, MRR: 0.0237971, NDCG: 0.0165911, F1: 0.0112447, HIT_RATE: 0.0730904, ARHR: 0.0241229, RMSE: 24.0063741, NOVELTY: 0.0048871, AVERAGE_POPULARITY: 0.8794399, DIVERSITY_MEAN_INTER_LIST: 0.2770898, DIVERSITY_HERFINDAHL: 0.9277029, COVERAGE_ITEM: 0.0024331, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3062507, SHANNON_ENTROPY: 4.0923597, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1991, 'shrink': 1995, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04927133395565099, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0200590, PRECISION: 0.0037533, PRECISION_RECALL_MIN_DEN: 0.0125110, RECALL: 0.0125110, MAP: 0.0041171, MRR: 0.0119710, NDCG: 0.0084462, F1: 0.0057743, HIT_RATE: 0.0375329, ARHR: 0.0121612, RMSE: 0.9955025, NOVELTY: 0.0057738, AVERAGE_POPULARITY: 0.4341371, DIVERSITY_MEAN_INTER_LIST: 0.9031608, DIVERSITY_HERFINDAHL: 0.9902963, COVERAGE_ITEM: 0.0732630, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1816812, SHANNON_ENTROPY: 8.0001031, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1931, 'shrink': 1764, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04449699378279615, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0313186, PRECISION: 0.0058385, PRECISION_RECALL_MIN_DEN: 0.0194615, RECALL: 0.0194615, MAP: 0.0064128, MRR: 0.0188665, NDCG: 0.0131845, F1: 0.0089822, HIT_RATE: 0.0583845, ARHR: 0.0190524, RMSE: 0.9909954, NOVELTY: 0.0052247, AVERAGE_POPULARITY: 0.6302860, DIVERSITY_MEAN_INTER_LIST: 0.8500687, DIVERSITY_HERFINDAHL: 0.9849882, COVERAGE_ITEM: 0.0145445, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2795500, SHANNON_ENTROPY: 6.6308934, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0384429, PRECISION: 0.0073090, PRECISION_RECALL_MIN_DEN: 0.0243635, RECALL: 0.0243635, MAP: 0.0081496, MRR: 0.0237971, NDCG: 0.0165911, F1: 0.0112447, HIT_RATE: 0.0730904, ARHR: 0.0241229, RMSE: 24.0063741, NOVELTY: 0.0048871, AVERAGE_POPULARITY: 0.8794399, DIVERSITY_MEAN_INTER_LIST: 0.2770898, DIVERSITY_HERFINDAHL: 0.9277029, COVERAGE_ITEM: 0.0024331, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3062507, SHANNON_ENTROPY: 4.0923597, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1963, 'shrink': 1925, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01716270982380475, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0200865, PRECISION: 0.0040606, PRECISION_RECALL_MIN_DEN: 0.0135353, RECALL: 0.0135353, MAP: 0.0041795, MRR: 0.0121796, NDCG: 0.0088282, F1: 0.0062470, HIT_RATE: 0.0406058, ARHR: 0.0123591, RMSE: 0.9939438, NOVELTY: 0.0057117, AVERAGE_POPULARITY: 0.4508531, DIVERSITY_MEAN_INTER_LIST: 0.8942336, DIVERSITY_HERFINDAHL: 0.9894037, COVERAGE_ITEM: 0.0645580, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1782745, SHANNON_ENTROPY: 7.8105727, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0384429, PRECISION: 0.0073090, PRECISION_RECALL_MIN_DEN: 0.0243635, RECALL: 0.0243635, MAP: 0.0081496, MRR: 0.0237971, NDCG: 0.0165911, F1: 0.0112447, HIT_RATE: 0.0730904, ARHR: 0.0241229, RMSE: 24.0063741, NOVELTY: 0.0048871, AVERAGE_POPULARITY: 0.8794399, DIVERSITY_MEAN_INTER_LIST: 0.2770898, DIVERSITY_HERFINDAHL: 0.9277029, COVERAGE_ITEM: 0.0024331, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3062507, SHANNON_ENTROPY: 4.0923597, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1960, 'shrink': 3, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.935134344938448, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0001463, PRECISION: 0.0000219, PRECISION_RECALL_MIN_DEN: 0.0000732, RECALL: 0.0000732, MAP: 0.0000183, MRR: 0.0000549, NDCG: 0.0000444, F1: 0.0000338, HIT_RATE: 0.0002195, ARHR: 0.0000549, RMSE: 0.9999832, NOVELTY: 0.0058466, AVERAGE_POPULARITY: 0.0123006, DIVERSITY_MEAN_INTER_LIST: 0.0503523, DIVERSITY_HERFINDAHL: 0.9050341, COVERAGE_ITEM: 0.0011895, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4918941, SHANNON_ENTROPY: 3.4922372, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1894, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.037078180717198934, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0299559, PRECISION: 0.0055751, PRECISION_RECALL_MIN_DEN: 0.0185836, RECALL: 0.0185836, MAP: 0.0062733, MRR: 0.0183986, NDCG: 0.0127437, F1: 0.0085770, HIT_RATE: 0.0557507, ARHR: 0.0186092, RMSE: 0.9925845, NOVELTY: 0.0052563, AVERAGE_POPULARITY: 0.6152653, DIVERSITY_MEAN_INTER_LIST: 0.8589172, DIVERSITY_HERFINDAHL: 0.9858729, COVERAGE_ITEM: 0.0149770, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2932397, SHANNON_ENTROPY: 6.7353438, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0384429, PRECISION: 0.0073090, PRECISION_RECALL_MIN_DEN: 0.0243635, RECALL: 0.0243635, MAP: 0.0081496, MRR: 0.0237971, NDCG: 0.0165911, F1: 0.0112447, HIT_RATE: 0.0730904, ARHR: 0.0241229, RMSE: 24.0063741, NOVELTY: 0.0048871, AVERAGE_POPULARITY: 0.8794399, DIVERSITY_MEAN_INTER_LIST: 0.2770898, DIVERSITY_HERFINDAHL: 0.9277029, COVERAGE_ITEM: 0.0024331, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3062507, SHANNON_ENTROPY: 4.0923597, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0391806, PRECISION: 0.0075724, PRECISION_RECALL_MIN_DEN: 0.0252414, RECALL: 0.0252414, MAP: 0.0080855, MRR: 0.0235795, NDCG: 0.0167981, F1: 0.0116499, HIT_RATE: 0.0757243, ARHR: 0.0239180, RMSE: 8.3607995, NOVELTY: 0.0049156, AVERAGE_POPULARITY: 0.8541265, DIVERSITY_MEAN_INTER_LIST: 0.4147576, DIVERSITY_HERFINDAHL: 0.9414667, COVERAGE_ITEM: 0.0077318, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1251533, SHANNON_ENTROPY: 4.5084752, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0391806, PRECISION: 0.0075724, PRECISION_RECALL_MIN_DEN: 0.0252414, RECALL: 0.0252414, MAP: 0.0080855, MRR: 0.0235795, NDCG: 0.0167981, F1: 0.0116499, HIT_RATE: 0.0757243, ARHR: 0.0239180, RMSE: 8.3607995, NOVELTY: 0.0049156, AVERAGE_POPULARITY: 0.8541265, DIVERSITY_MEAN_INTER_LIST: 0.4147576, DIVERSITY_HERFINDAHL: 0.9414667, COVERAGE_ITEM: 0.0077318, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1251533, SHANNON_ENTROPY: 4.5084752, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0391806, PRECISION: 0.0075724, PRECISION_RECALL_MIN_DEN: 0.0252414, RECALL: 0.0252414, MAP: 0.0080855, MRR: 0.0235795, NDCG: 0.0167981, F1: 0.0116499, HIT_RATE: 0.0757243, ARHR: 0.0239180, RMSE: 8.3607995, NOVELTY: 0.0049156, AVERAGE_POPULARITY: 0.8541265, DIVERSITY_MEAN_INTER_LIST: 0.4147576, DIVERSITY_HERFINDAHL: 0.9414667, COVERAGE_ITEM: 0.0077318, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1251533, SHANNON_ENTROPY: 4.5084752, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1967, 'shrink': 27, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.058287086721898765, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0363856, PRECISION: 0.0073749, PRECISION_RECALL_MIN_DEN: 0.0245830, RECALL: 0.0245830, MAP: 0.0077556, MRR: 0.0223058, NDCG: 0.0161411, F1: 0.0113460, HIT_RATE: 0.0737489, ARHR: 0.0227753, RMSE: 9.7125599, NOVELTY: 0.0049622, AVERAGE_POPULARITY: 0.8132672, DIVERSITY_MEAN_INTER_LIST: 0.5522752, DIVERSITY_HERFINDAHL: 0.9552154, COVERAGE_ITEM: 0.0090835, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1463149, SHANNON_ENTROPY: 4.9959570, 
