CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 101, 'shrink': 950, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.047707±0.0022, PRECISION: 0.007416±0.0003, PRECISION_RECALL_MIN_DEN: 0.074164±0.0030, RECALL: 0.074164±0.0030, MAP: 0.032853±0.0020, MRR: 0.032853±0.0020, NDCG: 0.042449±0.0022, F1: 0.013484±0.0005, HIT_RATE: 0.074164±0.0030, ARHR: 0.032853±0.0020, RMSE: 0.972989±0.0004, NOVELTY: 0.005891±0.0000, AVERAGE_POPULARITY: 0.388002±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.963276±0.0002, DIVERSITY_HERFINDAHL: 0.996306±0.0000, COVERAGE_ITEM: 0.211960±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184693±0.0003, SHANNON_ENTROPY: 9.432566±0.0057, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 200, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.006875±0.0010, PRECISION: 0.001021±0.0001, PRECISION_RECALL_MIN_DEN: 0.010208±0.0014, RECALL: 0.010208±0.0014, MAP: 0.004833±0.0008, MRR: 0.004833±0.0008, NDCG: 0.006089±0.0009, F1: 0.001856±0.0003, HIT_RATE: 0.010208±0.0014, ARHR: 0.004833±0.0008, RMSE: 0.857184±0.0045, NOVELTY: 0.008004±0.0000, AVERAGE_POPULARITY: 0.007948±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.998512±0.0000, DIVERSITY_HERFINDAHL: 0.999829±0.0000, COVERAGE_ITEM: 0.644120±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.531876±0.0014, SHANNON_ENTROPY: 12.989088±0.0083, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1, 'shrink': 740, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045152±0.0036, PRECISION: 0.006924±0.0005, PRECISION_RECALL_MIN_DEN: 0.069241±0.0050, RECALL: 0.069241±0.0050, MAP: 0.030019±0.0025, MRR: 0.030019±0.0025, NDCG: 0.039185±0.0031, F1: 0.012589±0.0009, HIT_RATE: 0.069241±0.0050, ARHR: 0.030019±0.0025, RMSE: 0.995358±0.0002, NOVELTY: 0.005810±0.0000, AVERAGE_POPULARITY: 0.337357±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978040±0.0002, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.103001±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.276918±0.0014, SHANNON_ENTROPY: 9.447871±0.0112, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1, 'shrink': 720, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.047651±0.0027, PRECISION: 0.007195±0.0003, PRECISION_RECALL_MIN_DEN: 0.071951±0.0033, RECALL: 0.071951±0.0033, MAP: 0.031890±0.0023, MRR: 0.031890±0.0023, NDCG: 0.041270±0.0025, F1: 0.013082±0.0006, HIT_RATE: 0.071951±0.0033, ARHR: 0.031890±0.0023, RMSE: 0.994122±0.0003, NOVELTY: 0.006778±0.0000, AVERAGE_POPULARITY: 0.147773±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.992801±0.0000, DIVERSITY_HERFINDAHL: 0.999258±0.0000, COVERAGE_ITEM: 0.401006±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.327919±0.0009, SHANNON_ENTROPY: 11.448764±0.0060, 
CrossSearchBayesianSkopt: New best config found. Config 31: {'topK': 1, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.050562±0.0032, PRECISION: 0.007516±0.0004, PRECISION_RECALL_MIN_DEN: 0.075158±0.0043, RECALL: 0.075158±0.0043, MAP: 0.034390±0.0027, MRR: 0.034390±0.0027, NDCG: 0.043945±0.0030, F1: 0.013665±0.0008, HIT_RATE: 0.075158±0.0043, ARHR: 0.034390±0.0027, RMSE: 0.997367±0.0001, NOVELTY: 0.006595±0.0000, AVERAGE_POPULARITY: 0.184300±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.990406±0.0000, DIVERSITY_HERFINDAHL: 0.999018±0.0000, COVERAGE_ITEM: 0.340708±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.292094±0.0006, SHANNON_ENTROPY: 11.039642±0.0051, 
CrossSearchBayesianSkopt: New best config found. Config 32: {'topK': 2, 'shrink': 999, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.052610±0.0027, PRECISION: 0.008094±0.0003, PRECISION_RECALL_MIN_DEN: 0.080939±0.0034, RECALL: 0.080939±0.0034, MAP: 0.035232±0.0021, MRR: 0.035232±0.0021, NDCG: 0.045899±0.0024, F1: 0.014716±0.0006, HIT_RATE: 0.080939±0.0034, ARHR: 0.035232±0.0021, RMSE: 0.993286±0.0002, NOVELTY: 0.006646±0.0000, AVERAGE_POPULARITY: 0.176867±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.988955±0.0000, DIVERSITY_HERFINDAHL: 0.998873±0.0000, COVERAGE_ITEM: 0.332728±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.282304±0.0005, SHANNON_ENTROPY: 10.918651±0.0046, 
CrossSearchBayesianSkopt: New best config found. Config 33: {'topK': 3, 'shrink': 1981, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053869±0.0026, PRECISION: 0.008279±0.0005, PRECISION_RECALL_MIN_DEN: 0.082791±0.0050, RECALL: 0.082791±0.0050, MAP: 0.036217±0.0018, MRR: 0.036217±0.0018, NDCG: 0.047087±0.0024, F1: 0.015053±0.0009, HIT_RATE: 0.082791±0.0050, ARHR: 0.036217±0.0018, RMSE: 0.995480±0.0001, NOVELTY: 0.006440±0.0000, AVERAGE_POPULARITY: 0.216269±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.984727±0.0000, DIVERSITY_HERFINDAHL: 0.998450±0.0000, COVERAGE_ITEM: 0.269749±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251572±0.0008, SHANNON_ENTROPY: 10.453779±0.0065, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 2, 'shrink': 1495, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053443±0.0024, PRECISION: 0.008148±0.0003, PRECISION_RECALL_MIN_DEN: 0.081481±0.0029, RECALL: 0.081481±0.0029, MAP: 0.035769±0.0021, MRR: 0.035769±0.0021, NDCG: 0.046455±0.0022, F1: 0.014815±0.0005, HIT_RATE: 0.081481±0.0029, ARHR: 0.035769±0.0021, RMSE: 0.995124±0.0001, NOVELTY: 0.006556±0.0000, AVERAGE_POPULARITY: 0.193301±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.987529±0.0001, DIVERSITY_HERFINDAHL: 0.998731±0.0000, COVERAGE_ITEM: 0.307175±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.269778±0.0010, SHANNON_ENTROPY: 10.740668±0.0090, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 3, 'shrink': 1991, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053864±0.0026, PRECISION: 0.008284±0.0005, PRECISION_RECALL_MIN_DEN: 0.082836±0.0049, RECALL: 0.082836±0.0049, MAP: 0.036199±0.0018, MRR: 0.036199±0.0018, NDCG: 0.047084±0.0024, F1: 0.015061±0.0009, HIT_RATE: 0.082836±0.0049, ARHR: 0.036199±0.0018, RMSE: 0.995500±0.0001, NOVELTY: 0.006439±0.0000, AVERAGE_POPULARITY: 0.216442±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.984710±0.0000, DIVERSITY_HERFINDAHL: 0.998449±0.0000, COVERAGE_ITEM: 0.269511±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251489±0.0008, SHANNON_ENTROPY: 10.452184±0.0070, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1, 'shrink': 868, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.044620±0.0037, PRECISION: 0.006870±0.0005, PRECISION_RECALL_MIN_DEN: 0.068699±0.0045, RECALL: 0.068699±0.0045, MAP: 0.029679±0.0025, MRR: 0.029679±0.0025, NDCG: 0.038791±0.0030, F1: 0.012491±0.0008, HIT_RATE: 0.068699±0.0045, ARHR: 0.029679±0.0025, RMSE: 0.995764±0.0002, NOVELTY: 0.005796±0.0000, AVERAGE_POPULARITY: 0.341542±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977619±0.0002, DIVERSITY_HERFINDAHL: 0.997740±0.0000, COVERAGE_ITEM: 0.102092±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.273807±0.0014, SHANNON_ENTROPY: 9.419013±0.0120, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 3, 'shrink': 657, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.051230±0.0021, PRECISION: 0.007855±0.0003, PRECISION_RECALL_MIN_DEN: 0.078546±0.0034, RECALL: 0.078546±0.0034, MAP: 0.034308±0.0013, MRR: 0.034308±0.0013, NDCG: 0.044641±0.0018, F1: 0.014281±0.0006, HIT_RATE: 0.078546±0.0034, ARHR: 0.034308±0.0013, RMSE: 0.989421±0.0003, NOVELTY: 0.006728±0.0000, AVERAGE_POPULARITY: 0.162678±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.989875±0.0001, DIVERSITY_HERFINDAHL: 0.998965±0.0000, COVERAGE_ITEM: 0.347121±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.290353±0.0006, SHANNON_ENTROPY: 11.023702±0.0077, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1, 'shrink': 1594, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.042593±0.0033, PRECISION: 0.006540±0.0005, PRECISION_RECALL_MIN_DEN: 0.065402±0.0052, RECALL: 0.065402±0.0052, MAP: 0.028366±0.0025, MRR: 0.028366±0.0025, NDCG: 0.037018±0.0031, F1: 0.011891±0.0009, HIT_RATE: 0.065402±0.0052, ARHR: 0.028366±0.0025, RMSE: 0.997130±0.0002, NOVELTY: 0.005754±0.0000, AVERAGE_POPULARITY: 0.355767±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975978±0.0002, DIVERSITY_HERFINDAHL: 0.997576±0.0000, COVERAGE_ITEM: 0.100222±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261675±0.0011, SHANNON_ENTROPY: 9.323765±0.0110, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 2, 'shrink': 1721, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053684±0.0026, PRECISION: 0.008171±0.0003, PRECISION_RECALL_MIN_DEN: 0.081707±0.0031, RECALL: 0.081707±0.0031, MAP: 0.035963±0.0021, MRR: 0.035963±0.0021, NDCG: 0.046661±0.0023, F1: 0.014856±0.0006, HIT_RATE: 0.081707±0.0031, ARHR: 0.035963±0.0021, RMSE: 0.995658±0.0001, NOVELTY: 0.006528±0.0000, AVERAGE_POPULARITY: 0.198839±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.987077±0.0000, DIVERSITY_HERFINDAHL: 0.998685±0.0000, COVERAGE_ITEM: 0.299486±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.265983±0.0009, SHANNON_ENTROPY: 10.685449±0.0073, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1, 'shrink': 1052, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.043978±0.0035, PRECISION: 0.006780±0.0005, PRECISION_RECALL_MIN_DEN: 0.067796±0.0051, RECALL: 0.067796±0.0051, MAP: 0.029283±0.0025, MRR: 0.029283±0.0025, NDCG: 0.038275±0.0031, F1: 0.012327±0.0009, HIT_RATE: 0.067796±0.0051, ARHR: 0.029283±0.0025, RMSE: 0.996225±0.0002, NOVELTY: 0.005782±0.0000, AVERAGE_POPULARITY: 0.346342±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977095±0.0002, DIVERSITY_HERFINDAHL: 0.997687±0.0000, COVERAGE_ITEM: 0.101238±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.270166±0.0022, SHANNON_ENTROPY: 9.386974±0.0108, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 3, 'shrink': 1995, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053874±0.0026, PRECISION: 0.008284±0.0005, PRECISION_RECALL_MIN_DEN: 0.082836±0.0049, RECALL: 0.082836±0.0049, MAP: 0.036200±0.0018, MRR: 0.036200±0.0018, NDCG: 0.047085±0.0024, F1: 0.015061±0.0009, HIT_RATE: 0.082836±0.0049, ARHR: 0.036200±0.0018, RMSE: 0.995507±0.0001, NOVELTY: 0.006439±0.0000, AVERAGE_POPULARITY: 0.216495±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.984703±0.0000, DIVERSITY_HERFINDAHL: 0.998448±0.0000, COVERAGE_ITEM: 0.269435±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251462±0.0008, SHANNON_ENTROPY: 10.451564±0.0073, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1, 'shrink': 1032, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.043998±0.0035, PRECISION: 0.006798±0.0005, PRECISION_RECALL_MIN_DEN: 0.067977±0.0051, RECALL: 0.067977±0.0051, MAP: 0.029308±0.0025, MRR: 0.029308±0.0025, NDCG: 0.038333±0.0031, F1: 0.012359±0.0009, HIT_RATE: 0.067977±0.0051, ARHR: 0.029308±0.0025, RMSE: 0.996180±0.0002, NOVELTY: 0.005783±0.0000, AVERAGE_POPULARITY: 0.345851±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977152±0.0002, DIVERSITY_HERFINDAHL: 0.997693±0.0000, COVERAGE_ITEM: 0.101303±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.270705±0.0023, SHANNON_ENTROPY: 9.390747±0.0104, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1, 'shrink': 948, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.048966±0.0028, PRECISION: 0.007344±0.0004, PRECISION_RECALL_MIN_DEN: 0.073442±0.0038, RECALL: 0.073442±0.0038, MAP: 0.032783±0.0025, MRR: 0.032783±0.0025, NDCG: 0.042314±0.0028, F1: 0.013353±0.0007, HIT_RATE: 0.073442±0.0038, ARHR: 0.032783±0.0025, RMSE: 0.995198±0.0002, NOVELTY: 0.006720±0.0000, AVERAGE_POPULARITY: 0.158898±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.992040±0.0000, DIVERSITY_HERFINDAHL: 0.999182±0.0000, COVERAGE_ITEM: 0.380557±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.315773±0.0008, SHANNON_ENTROPY: 11.314821±0.0045, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1, 'shrink': 1615, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.042537±0.0033, PRECISION: 0.006536±0.0005, PRECISION_RECALL_MIN_DEN: 0.065357±0.0052, RECALL: 0.065357±0.0052, MAP: 0.028333±0.0025, MRR: 0.028333±0.0025, NDCG: 0.036981±0.0031, F1: 0.011883±0.0010, HIT_RATE: 0.065357±0.0052, ARHR: 0.028333±0.0025, RMSE: 0.997156±0.0001, NOVELTY: 0.005753±0.0000, AVERAGE_POPULARITY: 0.356009±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975951±0.0002, DIVERSITY_HERFINDAHL: 0.997573±0.0000, COVERAGE_ITEM: 0.100178±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261502±0.0012, SHANNON_ENTROPY: 9.322151±0.0109, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 2, 'shrink': 1493, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053443±0.0024, PRECISION: 0.008148±0.0003, PRECISION_RECALL_MIN_DEN: 0.081481±0.0029, RECALL: 0.081481±0.0029, MAP: 0.035788±0.0021, MRR: 0.035788±0.0021, NDCG: 0.046468±0.0022, F1: 0.014815±0.0005, HIT_RATE: 0.081481±0.0029, ARHR: 0.035788±0.0021, RMSE: 0.995119±0.0001, NOVELTY: 0.006557±0.0000, AVERAGE_POPULARITY: 0.193250±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.987534±0.0001, DIVERSITY_HERFINDAHL: 0.998731±0.0000, COVERAGE_ITEM: 0.307240±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.269829±0.0010, SHANNON_ENTROPY: 10.741247±0.0091, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 4, 'shrink': 1993, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.054191±0.0024, PRECISION: 0.008329±0.0005, PRECISION_RECALL_MIN_DEN: 0.083288±0.0045, RECALL: 0.083288±0.0045, MAP: 0.036101±0.0019, MRR: 0.036101±0.0019, NDCG: 0.047123±0.0025, F1: 0.015143±0.0008, HIT_RATE: 0.083288±0.0045, ARHR: 0.036101±0.0019, RMSE: 0.995047±0.0001, NOVELTY: 0.006399±0.0000, AVERAGE_POPULARITY: 0.224686±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.983884±0.0001, DIVERSITY_HERFINDAHL: 0.998366±0.0000, COVERAGE_ITEM: 0.257875±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.247013±0.0008, SHANNON_ENTROPY: 10.368240±0.0061, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 1, 'shrink': 687, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.047551±0.0027, PRECISION: 0.007154±0.0003, PRECISION_RECALL_MIN_DEN: 0.071545±0.0033, RECALL: 0.071545±0.0033, MAP: 0.031761±0.0022, MRR: 0.031761±0.0022, NDCG: 0.041083±0.0025, F1: 0.013008±0.0006, HIT_RATE: 0.071545±0.0033, ARHR: 0.031761±0.0022, RMSE: 0.993924±0.0003, NOVELTY: 0.006789±0.0000, AVERAGE_POPULARITY: 0.145832±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.992935±0.0001, DIVERSITY_HERFINDAHL: 0.999271±0.0000, COVERAGE_ITEM: 0.404369±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.330291±0.0010, SHANNON_ENTROPY: 11.472658±0.0061, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1, 'shrink': 1654, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.042542±0.0033, PRECISION: 0.006527±0.0005, PRECISION_RECALL_MIN_DEN: 0.065266±0.0051, RECALL: 0.065266±0.0051, MAP: 0.028260±0.0025, MRR: 0.028260±0.0025, NDCG: 0.036910±0.0031, F1: 0.011867±0.0009, HIT_RATE: 0.065266±0.0051, ARHR: 0.028260±0.0025, RMSE: 0.997202±0.0001, NOVELTY: 0.005752±0.0000, AVERAGE_POPULARITY: 0.356460±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975897±0.0003, DIVERSITY_HERFINDAHL: 0.997568±0.0000, COVERAGE_ITEM: 0.100222±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261052±0.0011, SHANNON_ENTROPY: 9.319956±0.0110, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2, 'shrink': 1200, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053061±0.0024, PRECISION: 0.008089±0.0003, PRECISION_RECALL_MIN_DEN: 0.080894±0.0032, RECALL: 0.080894±0.0032, MAP: 0.035513±0.0021, MRR: 0.035513±0.0021, NDCG: 0.046118±0.0023, F1: 0.014708±0.0006, HIT_RATE: 0.080894±0.0032, ARHR: 0.035513±0.0021, RMSE: 0.994180±0.0002, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.184668±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.988282±0.0000, DIVERSITY_HERFINDAHL: 0.998806±0.0000, COVERAGE_ITEM: 0.320087±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.276190±0.0007, SHANNON_ENTROPY: 10.832725±0.0037, 
CrossSearchBayesianSkopt: Search complete. Best config is 33: {'topK': 3, 'shrink': 1981, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'}
