CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 34, 'shrink': 1621, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.9413394924324887, 'tversky_beta': 0.36623648343388276} - results: ROC_AUC: 0.036681±0.0015, PRECISION: 0.005596±0.0002, PRECISION_RECALL_MIN_DEN: 0.055962±0.0023, RECALL: 0.055962±0.0023, MAP: 0.025661±0.0014, MRR: 0.025661±0.0014, NDCG: 0.032710±0.0014, F1: 0.010175±0.0004, HIT_RATE: 0.055962±0.0023, ARHR: 0.025661±0.0014, RMSE: 0.984122±0.0002, NOVELTY: 0.005277±0.0000, AVERAGE_POPULARITY: 0.583759±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.908603±0.0002, DIVERSITY_HERFINDAHL: 0.990840±0.0000, COVERAGE_ITEM: 0.049689±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.166749±0.0007, SHANNON_ENTROPY: 7.568835±0.0023, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 200, 'shrink': 1460, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.039456±0.0020, PRECISION: 0.006007±0.0003, PRECISION_RECALL_MIN_DEN: 0.060072±0.0026, RECALL: 0.060072±0.0026, MAP: 0.026696±0.0020, MRR: 0.026696±0.0020, NDCG: 0.034489±0.0020, F1: 0.010922±0.0005, HIT_RATE: 0.060072±0.0026, ARHR: 0.026696±0.0020, RMSE: 0.971895±0.0004, NOVELTY: 0.005315±0.0000, AVERAGE_POPULARITY: 0.621366±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.864385±0.0003, DIVERSITY_HERFINDAHL: 0.986419±0.0000, COVERAGE_ITEM: 0.109262±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107910±0.0002, SHANNON_ENTROPY: 7.476794±0.0055, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.039953±0.0035, PRECISION: 0.006102±0.0005, PRECISION_RECALL_MIN_DEN: 0.061021±0.0049, RECALL: 0.061021±0.0049, MAP: 0.026262±0.0025, MRR: 0.026262±0.0025, NDCG: 0.034394±0.0030, F1: 0.011095±0.0009, HIT_RATE: 0.061021±0.0049, ARHR: 0.026262±0.0025, RMSE: 0.997377±0.0001, NOVELTY: 0.005747±0.0000, AVERAGE_POPULARITY: 0.360294±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.974493±0.0002, DIVERSITY_HERFINDAHL: 0.997427±0.0000, COVERAGE_ITEM: 0.099292±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250877±0.0015, SHANNON_ENTROPY: 9.244829±0.0051, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.049859±0.0035, PRECISION: 0.007304±0.0005, PRECISION_RECALL_MIN_DEN: 0.073035±0.0050, RECALL: 0.073035±0.0050, MAP: 0.033790±0.0028, MRR: 0.033790±0.0028, NDCG: 0.043018±0.0033, F1: 0.013279±0.0009, HIT_RATE: 0.073035±0.0050, ARHR: 0.033790±0.0028, RMSE: 0.997360±0.0001, NOVELTY: 0.006601±0.0000, AVERAGE_POPULARITY: 0.184956±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.989623±0.0000, DIVERSITY_HERFINDAHL: 0.998940±0.0000, COVERAGE_ITEM: 0.341454±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.280449±0.0002, SHANNON_ENTROPY: 10.950347±0.0021, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.028385±0.0010, PRECISION: 0.004404±0.0002, PRECISION_RECALL_MIN_DEN: 0.044038±0.0017, RECALL: 0.044038±0.0017, MAP: 0.019413±0.0008, MRR: 0.019413±0.0008, NDCG: 0.025140±0.0007, F1: 0.008007±0.0003, HIT_RATE: 0.044038±0.0017, ARHR: 0.019413±0.0008, RMSE: 0.976662±0.0003, NOVELTY: 0.004995±0.0000, AVERAGE_POPULARITY: 0.768534±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.713415±0.0012, DIVERSITY_HERFINDAHL: 0.971325±0.0001, COVERAGE_ITEM: 0.023833±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103953±0.0010, SHANNON_ENTROPY: 5.799153±0.0058, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.045117±0.0023, PRECISION: 0.006703±0.0003, PRECISION_RECALL_MIN_DEN: 0.067028±0.0027, RECALL: 0.067028±0.0027, MAP: 0.031325±0.0020, MRR: 0.031325±0.0020, NDCG: 0.039669±0.0022, F1: 0.012187±0.0005, HIT_RATE: 0.067028±0.0027, ARHR: 0.031325±0.0020, RMSE: 0.977588±0.0002, NOVELTY: 0.005502±0.0000, AVERAGE_POPULARITY: 0.525482±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.917183±0.0004, DIVERSITY_HERFINDAHL: 0.991698±0.0000, COVERAGE_ITEM: 0.135518±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132475±0.0002, SHANNON_ENTROPY: 8.222074±0.0076, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2, 'shrink': 758, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9742972447295883, 'tversky_beta': 0.8518260312414879} - results: ROC_AUC: 0.050020±0.0026, PRECISION: 0.007687±0.0002, PRECISION_RECALL_MIN_DEN: 0.076874±0.0018, RECALL: 0.076874±0.0018, MAP: 0.033520±0.0019, MRR: 0.033520±0.0019, NDCG: 0.043641±0.0019, F1: 0.013977±0.0003, HIT_RATE: 0.076874±0.0018, ARHR: 0.033520±0.0019, RMSE: 0.992195±0.0002, NOVELTY: 0.006798±0.0000, AVERAGE_POPULARITY: 0.151359±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.990504±0.0000, DIVERSITY_HERFINDAHL: 0.999028±0.0000, COVERAGE_ITEM: 0.374793±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.303225±0.0007, SHANNON_ENTROPY: 11.178251±0.0084, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 6, 'shrink': 1563, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.4713276299611764, 'tversky_beta': 0.015840366778876683} - results: ROC_AUC: 0.053809±0.0027, PRECISION: 0.008252±0.0003, PRECISION_RECALL_MIN_DEN: 0.082520±0.0031, RECALL: 0.082520±0.0031, MAP: 0.035704±0.0020, MRR: 0.035704±0.0020, NDCG: 0.046650±0.0023, F1: 0.015004±0.0006, HIT_RATE: 0.082520±0.0031, ARHR: 0.035704±0.0020, RMSE: 0.992781±0.0002, NOVELTY: 0.006356±0.0000, AVERAGE_POPULARITY: 0.230874±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.982834±0.0000, DIVERSITY_HERFINDAHL: 0.998261±0.0000, COVERAGE_ITEM: 0.247364±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.238683±0.0009, SHANNON_ENTROPY: 10.260218±0.0058, 
CrossSearchBayesianSkopt: New best config found. Config 33: {'topK': 9, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.6984977113990735, 'tversky_beta': 1.9191154178065253} - results: ROC_AUC: 0.053648±0.0026, PRECISION: 0.008320±0.0004, PRECISION_RECALL_MIN_DEN: 0.083198±0.0037, RECALL: 0.083198±0.0037, MAP: 0.036150±0.0020, MRR: 0.036150±0.0020, NDCG: 0.047107±0.0023, F1: 0.015127±0.0007, HIT_RATE: 0.083198±0.0037, ARHR: 0.036150±0.0020, RMSE: 0.993844±0.0002, NOVELTY: 0.006309±0.0000, AVERAGE_POPULARITY: 0.245102±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.982840±0.0000, DIVERSITY_HERFINDAHL: 0.998262±0.0000, COVERAGE_ITEM: 0.247894±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.236164±0.0006, SHANNON_ENTROPY: 10.243876±0.0026, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.044073±0.0035, PRECISION: 0.006807±0.0005, PRECISION_RECALL_MIN_DEN: 0.068067±0.0049, RECALL: 0.068067±0.0049, MAP: 0.029345±0.0025, MRR: 0.029345±0.0025, NDCG: 0.038384±0.0030, F1: 0.012376±0.0009, HIT_RATE: 0.068067±0.0049, ARHR: 0.029345±0.0025, RMSE: 0.997850±0.0001, NOVELTY: 0.005786±0.0000, AVERAGE_POPULARITY: 0.345090±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977235±0.0002, DIVERSITY_HERFINDAHL: 0.997701±0.0000, COVERAGE_ITEM: 0.101563±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.271079±0.0021, SHANNON_ENTROPY: 9.396366±0.0107, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 200, 'shrink': 747, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.6716280523164577, 'tversky_beta': 0.23917590345584655} - results: ROC_AUC: 0.047606±0.0022, PRECISION: 0.007195±0.0002, PRECISION_RECALL_MIN_DEN: 0.071951±0.0022, RECALL: 0.071951±0.0022, MAP: 0.032820±0.0019, MRR: 0.032820±0.0019, NDCG: 0.041943±0.0019, F1: 0.013082±0.0004, HIT_RATE: 0.071951±0.0022, ARHR: 0.032820±0.0019, RMSE: 0.953661±0.0005, NOVELTY: 0.005856±0.0000, AVERAGE_POPULARITY: 0.389961±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.961073±0.0003, DIVERSITY_HERFINDAHL: 0.996086±0.0000, COVERAGE_ITEM: 0.211625±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.177656±0.0003, SHANNON_ENTROPY: 9.350213±0.0082, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 14, 'shrink': 1219, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9109746131913656, 'tversky_beta': 1.8073628450885246} - results: ROC_AUC: 0.051521±0.0022, PRECISION: 0.008004±0.0004, PRECISION_RECALL_MIN_DEN: 0.080036±0.0037, RECALL: 0.080036±0.0037, MAP: 0.034696±0.0015, MRR: 0.034696±0.0015, NDCG: 0.045247±0.0019, F1: 0.014552±0.0007, HIT_RATE: 0.080036±0.0037, ARHR: 0.034696±0.0015, RMSE: 0.990715±0.0003, NOVELTY: 0.006537±0.0000, AVERAGE_POPULARITY: 0.199117±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986663±0.0001, DIVERSITY_HERFINDAHL: 0.998644±0.0000, COVERAGE_ITEM: 0.309878±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.260757±0.0003, SHANNON_ENTROPY: 10.666983±0.0070, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 198, 'shrink': 14, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.7373346152193645, 'tversky_beta': 1.2010344388057033} - results: ROC_AUC: 0.044043±0.0028, PRECISION: 0.006640±0.0004, PRECISION_RECALL_MIN_DEN: 0.066396±0.0037, RECALL: 0.066396±0.0037, MAP: 0.030296±0.0024, MRR: 0.030296±0.0024, NDCG: 0.038728±0.0026, F1: 0.012072±0.0007, HIT_RATE: 0.066396±0.0037, ARHR: 0.030296±0.0024, RMSE: 0.927924±0.0012, NOVELTY: 0.006290±0.0000, AVERAGE_POPULARITY: 0.351171±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.962061±0.0003, DIVERSITY_HERFINDAHL: 0.996184±0.0000, COVERAGE_ITEM: 0.326175±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.224067±0.0007, SHANNON_ENTROPY: 9.893744±0.0099, 
CrossSearchBayesianSkopt: New best config found. Config 38: {'topK': 5, 'shrink': 1959, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.31061428160364885, 'tversky_beta': 1.850172535595175} - results: ROC_AUC: 0.054391±0.0023, PRECISION: 0.008379±0.0004, PRECISION_RECALL_MIN_DEN: 0.083785±0.0039, RECALL: 0.083785±0.0039, MAP: 0.036283±0.0019, MRR: 0.036283±0.0019, NDCG: 0.047369±0.0023, F1: 0.015234±0.0007, HIT_RATE: 0.083785±0.0039, ARHR: 0.036283±0.0019, RMSE: 0.994486±0.0002, NOVELTY: 0.006343±0.0000, AVERAGE_POPULARITY: 0.236988±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.983366±0.0000, DIVERSITY_HERFINDAHL: 0.998314±0.0000, COVERAGE_ITEM: 0.249376±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242335±0.0005, SHANNON_ENTROPY: 10.299410±0.0042, 
CrossSearchBayesianSkopt: New best config found. Config 39: {'topK': 5, 'shrink': 1999, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.008230602341193551, 'tversky_beta': 1.574630363808344} - results: ROC_AUC: 0.054823±0.0022, PRECISION: 0.008473±0.0004, PRECISION_RECALL_MIN_DEN: 0.084734±0.0036, RECALL: 0.084734±0.0036, MAP: 0.036564±0.0019, MRR: 0.036564±0.0019, NDCG: 0.047802±0.0023, F1: 0.015406±0.0007, HIT_RATE: 0.084734±0.0036, ARHR: 0.036564±0.0019, RMSE: 0.994374±0.0001, NOVELTY: 0.006286±0.0000, AVERAGE_POPULARITY: 0.250363±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.982152±0.0000, DIVERSITY_HERFINDAHL: 0.998193±0.0000, COVERAGE_ITEM: 0.235815±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.236774±0.0005, SHANNON_ENTROPY: 10.191204±0.0043, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 4, 'shrink': 1665, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.7948238483264027, 'tversky_beta': 1.535119920184619} - results: ROC_AUC: 0.053493±0.0019, PRECISION: 0.008252±0.0004, PRECISION_RECALL_MIN_DEN: 0.082520±0.0036, RECALL: 0.082520±0.0036, MAP: 0.035700±0.0016, MRR: 0.035700±0.0016, NDCG: 0.046624±0.0020, F1: 0.015004±0.0007, HIT_RATE: 0.082520±0.0036, ARHR: 0.035700±0.0016, RMSE: 0.994586±0.0001, NOVELTY: 0.006532±0.0000, AVERAGE_POPULARITY: 0.197448±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.986272±0.0001, DIVERSITY_HERFINDAHL: 0.998605±0.0000, COVERAGE_ITEM: 0.291960±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261362±0.0005, SHANNON_ENTROPY: 10.613784±0.0079, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 199, 'shrink': 377, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.968408132808207, 'tversky_beta': 0.23595256445850304} - results: ROC_AUC: 0.041529±0.0019, PRECISION: 0.006247±0.0002, PRECISION_RECALL_MIN_DEN: 0.062466±0.0020, RECALL: 0.062466±0.0020, MAP: 0.028289±0.0018, MRR: 0.028289±0.0018, NDCG: 0.036282±0.0018, F1: 0.011357±0.0004, HIT_RATE: 0.062466±0.0020, ARHR: 0.028289±0.0018, RMSE: 0.932403±0.0006, NOVELTY: 0.005433±0.0000, AVERAGE_POPULARITY: 0.491938±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.927986±0.0006, DIVERSITY_HERFINDAHL: 0.992778±0.0001, COVERAGE_ITEM: 0.059692±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.188904±0.0014, SHANNON_ENTROPY: 8.009331±0.0053, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 2, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.2146354281896923, 'tversky_beta': 0.5895015590250078} - results: ROC_AUC: 0.038904±0.0020, PRECISION: 0.006486±0.0004, PRECISION_RECALL_MIN_DEN: 0.064860±0.0036, RECALL: 0.064860±0.0036, MAP: 0.025205±0.0017, MRR: 0.025205±0.0017, NDCG: 0.034377±0.0020, F1: 0.011793±0.0007, HIT_RATE: 0.064860±0.0036, ARHR: 0.025205±0.0017, RMSE: 0.929682±0.0028, NOVELTY: 0.007122±0.0000, AVERAGE_POPULARITY: 0.133105±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.991782±0.0001, DIVERSITY_HERFINDAHL: 0.999156±0.0000, COVERAGE_ITEM: 0.538059±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.390410±0.0010, SHANNON_ENTROPY: 11.889677±0.0078, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 198, 'shrink': 1046, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.27659232466613975, 'tversky_beta': 0.34173814569397104} - results: ROC_AUC: 0.040008±0.0018, PRECISION: 0.006025±0.0003, PRECISION_RECALL_MIN_DEN: 0.060253±0.0032, RECALL: 0.060253±0.0032, MAP: 0.027154±0.0018, MRR: 0.027154±0.0018, NDCG: 0.034892±0.0020, F1: 0.010955±0.0006, HIT_RATE: 0.060253±0.0032, ARHR: 0.027154±0.0018, RMSE: 0.955020±0.0005, NOVELTY: 0.005307±0.0000, AVERAGE_POPULARITY: 0.620084±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.863374±0.0005, DIVERSITY_HERFINDAHL: 0.986318±0.0001, COVERAGE_ITEM: 0.104115±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107737±0.0002, SHANNON_ENTROPY: 7.447163±0.0083, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.044073±0.0035, PRECISION: 0.006807±0.0005, PRECISION_RECALL_MIN_DEN: 0.068067±0.0049, RECALL: 0.068067±0.0049, MAP: 0.029345±0.0025, MRR: 0.029345±0.0025, NDCG: 0.038384±0.0030, F1: 0.012376±0.0009, HIT_RATE: 0.068067±0.0049, ARHR: 0.029345±0.0025, RMSE: 0.997850±0.0001, NOVELTY: 0.005786±0.0000, AVERAGE_POPULARITY: 0.345090±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977235±0.0002, DIVERSITY_HERFINDAHL: 0.997701±0.0000, COVERAGE_ITEM: 0.101563±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.271079±0.0021, SHANNON_ENTROPY: 9.396366±0.0107, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 2, 'shrink': 1691, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.7646509685018945, 'tversky_beta': 1.8882572261139758} - results: ROC_AUC: 0.052936±0.0026, PRECISION: 0.008117±0.0003, PRECISION_RECALL_MIN_DEN: 0.081165±0.0031, RECALL: 0.081165±0.0031, MAP: 0.035688±0.0020, MRR: 0.035688±0.0020, NDCG: 0.046299±0.0022, F1: 0.014757±0.0006, HIT_RATE: 0.081165±0.0031, ARHR: 0.035688±0.0020, RMSE: 0.995863±0.0001, NOVELTY: 0.006630±0.0000, AVERAGE_POPULARITY: 0.180112±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.988505±0.0001, DIVERSITY_HERFINDAHL: 0.998828±0.0000, COVERAGE_ITEM: 0.329116±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279643±0.0005, SHANNON_ENTROPY: 10.881769±0.0064, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 181, 'shrink': 1998, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.8747874162215157, 'tversky_beta': 1.6801343070931216} - results: ROC_AUC: 0.045885±0.0020, PRECISION: 0.006843±0.0003, PRECISION_RECALL_MIN_DEN: 0.068428±0.0029, RECALL: 0.068428±0.0029, MAP: 0.031730±0.0018, MRR: 0.031730±0.0018, NDCG: 0.040308±0.0020, F1: 0.012441±0.0005, HIT_RATE: 0.068428±0.0029, ARHR: 0.031730±0.0018, RMSE: 0.981714±0.0002, NOVELTY: 0.005590±0.0000, AVERAGE_POPULARITY: 0.498425±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.928899±0.0002, DIVERSITY_HERFINDAHL: 0.992869±0.0000, COVERAGE_ITEM: 0.161265±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143478±0.0002, SHANNON_ENTROPY: 8.530164±0.0073, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 9, 'shrink': 1986, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9980761776976044, 'tversky_beta': 1.6257959804756326} - results: ROC_AUC: 0.053433±0.0025, PRECISION: 0.008216±0.0004, PRECISION_RECALL_MIN_DEN: 0.082159±0.0036, RECALL: 0.082159±0.0036, MAP: 0.035867±0.0019, MRR: 0.035867±0.0019, NDCG: 0.046665±0.0023, F1: 0.014938±0.0007, HIT_RATE: 0.082159±0.0036, ARHR: 0.035867±0.0019, RMSE: 0.994209±0.0002, NOVELTY: 0.006420±0.0000, AVERAGE_POPULARITY: 0.218984±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.984640±0.0001, DIVERSITY_HERFINDAHL: 0.998442±0.0000, COVERAGE_ITEM: 0.270981±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246315±0.0007, SHANNON_ENTROPY: 10.421621±0.0035, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 2, 'shrink': 1025, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.1078157990965243, 'tversky_beta': 1.9931847790867148} - results: ROC_AUC: 0.053468±0.0024, PRECISION: 0.008184±0.0004, PRECISION_RECALL_MIN_DEN: 0.081843±0.0037, RECALL: 0.081843±0.0037, MAP: 0.036236±0.0021, MRR: 0.036236±0.0021, NDCG: 0.046872±0.0025, F1: 0.014881±0.0007, HIT_RATE: 0.081843±0.0037, ARHR: 0.036236±0.0021, RMSE: 0.993037±0.0002, NOVELTY: 0.006594±0.0000, AVERAGE_POPULARITY: 0.188364±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.988799±0.0001, DIVERSITY_HERFINDAHL: 0.998858±0.0000, COVERAGE_ITEM: 0.325320±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279644±0.0006, SHANNON_ENTROPY: 10.879676±0.0054, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 198, 'shrink': 683, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.8813360409951456, 'tversky_beta': 1.608525117981985} - results: ROC_AUC: 0.046542±0.0020, PRECISION: 0.007227±0.0002, PRECISION_RECALL_MIN_DEN: 0.072267±0.0019, RECALL: 0.072267±0.0019, MAP: 0.032278±0.0018, MRR: 0.032278±0.0018, NDCG: 0.041559±0.0018, F1: 0.013140±0.0003, HIT_RATE: 0.072267±0.0019, ARHR: 0.032278±0.0018, RMSE: 0.962560±0.0005, NOVELTY: 0.006112±0.0000, AVERAGE_POPULARITY: 0.336706±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.971558±0.0002, DIVERSITY_HERFINDAHL: 0.997134±0.0000, COVERAGE_ITEM: 0.294901±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.213573±0.0006, SHANNON_ENTROPY: 9.991485±0.0040, 
CrossSearchBayesianSkopt: Search complete. Best config is 39: {'topK': 5, 'shrink': 1999, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.008230602341193551, 'tversky_beta': 1.574630363808344}
