CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 414, 'n_oversamples': 14, 'n_iter': 27, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066891±0.0011, PRECISION: 0.009143±0.0001, PRECISION_RECALL_MIN_DEN: 0.091434±0.0013, RECALL: 0.091434±0.0013, MAP: 0.048182±0.0009, MRR: 0.048182±0.0009, NDCG: 0.058418±0.0009, F1: 0.016624±0.0002, HIT_RATE: 0.091434±0.0013, ARHR: 0.048182±0.0009, RMSE: 0.902859±0.0019, NOVELTY: 0.006104±0.0000, AVERAGE_POPULARITY: 0.342888±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.981682±0.0001, DIVERSITY_HERFINDAHL: 0.998163±0.0000, COVERAGE_ITEM: 0.489224±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135801±0.0003, SHANNON_ENTROPY: 10.171918±0.0077, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'num_factors': 278, 'n_oversamples': 18, 'n_iter': 18, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061014±0.0008, PRECISION: 0.008064±0.0001, PRECISION_RECALL_MIN_DEN: 0.080636±0.0006, RECALL: 0.080636±0.0006, MAP: 0.044828±0.0008, MRR: 0.044828±0.0008, NDCG: 0.053348±0.0007, F1: 0.014661±0.0001, HIT_RATE: 0.080636±0.0006, ARHR: 0.044828±0.0008, RMSE: 0.943562±0.0019, NOVELTY: 0.005970±0.0000, AVERAGE_POPULARITY: 0.284235±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.983549±0.0000, DIVERSITY_HERFINDAHL: 0.998349±0.0000, COVERAGE_ITEM: 0.078183±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.392937±0.0013, SHANNON_ENTROPY: 9.569323±0.0028, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'num_factors': 275, 'n_oversamples': 21, 'n_iter': 1, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.051037±0.0007, PRECISION: 0.006812±0.0001, PRECISION_RECALL_MIN_DEN: 0.068117±0.0009, RECALL: 0.068117±0.0009, MAP: 0.038053±0.0005, MRR: 0.038053±0.0005, NDCG: 0.045174±0.0006, F1: 0.012385±0.0002, HIT_RATE: 0.068117±0.0009, ARHR: 0.038053±0.0005, RMSE: 0.915894±0.0025, NOVELTY: 0.005624±0.0000, AVERAGE_POPULARITY: 0.444659±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.968344±0.0001, DIVERSITY_HERFINDAHL: 0.996829±0.0000, COVERAGE_ITEM: 0.067337±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.264196±0.0023, SHANNON_ENTROPY: 8.796706±0.0076, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'num_factors': 239, 'n_oversamples': 19, 'n_iter': 20, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.052855±0.0011, PRECISION: 0.007509±0.0001, PRECISION_RECALL_MIN_DEN: 0.075088±0.0015, RECALL: 0.075088±0.0015, MAP: 0.037667±0.0011, MRR: 0.037667±0.0011, NDCG: 0.046467±0.0012, F1: 0.013652±0.0003, HIT_RATE: 0.075088±0.0015, ARHR: 0.037667±0.0011, RMSE: 0.907762±0.0010, NOVELTY: 0.006322±0.0000, AVERAGE_POPULARITY: 0.344725±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.974744±0.0001, DIVERSITY_HERFINDAHL: 0.997469±0.0000, COVERAGE_ITEM: 0.558605±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.163402±0.0005, SHANNON_ENTROPY: 10.166108±0.0066, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'num_factors': 420, 'n_oversamples': 10, 'n_iter': 3, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063454±0.0006, PRECISION: 0.008152±0.0000, PRECISION_RECALL_MIN_DEN: 0.081524±0.0005, RECALL: 0.081524±0.0005, MAP: 0.047568±0.0009, MRR: 0.047568±0.0009, NDCG: 0.055683±0.0007, F1: 0.014823±0.0001, HIT_RATE: 0.081524±0.0005, ARHR: 0.047568±0.0009, RMSE: 0.929883±0.0025, NOVELTY: 0.006029±0.0000, AVERAGE_POPULARITY: 0.267501±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.986682±0.0000, DIVERSITY_HERFINDAHL: 0.998663±0.0000, COVERAGE_ITEM: 0.103055±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.366068±0.0018, SHANNON_ENTROPY: 9.868270±0.0034, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'num_factors': 391, 'n_oversamples': 24, 'n_iter': 21, 'feature_weighting': 'none'} - results: ROC_AUC: 0.061057±0.0010, PRECISION: 0.008211±0.0001, PRECISION_RECALL_MIN_DEN: 0.082105±0.0007, RECALL: 0.082105±0.0007, MAP: 0.044387±0.0007, MRR: 0.044387±0.0007, NDCG: 0.053338±0.0007, F1: 0.014928±0.0001, HIT_RATE: 0.082105±0.0007, ARHR: 0.044387±0.0007, RMSE: 0.932677±0.0006, NOVELTY: 0.005972±0.0000, AVERAGE_POPULARITY: 0.339863±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.979413±0.0001, DIVERSITY_HERFINDAHL: 0.997936±0.0000, COVERAGE_ITEM: 0.383931±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113204±0.0004, SHANNON_ENTROPY: 9.710149±0.0039, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'num_factors': 87, 'n_oversamples': 19, 'n_iter': 6, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.053739±0.0012, PRECISION: 0.007521±0.0001, PRECISION_RECALL_MIN_DEN: 0.075214±0.0013, RECALL: 0.075214±0.0013, MAP: 0.038671±0.0009, MRR: 0.038671±0.0009, NDCG: 0.047277±0.0008, F1: 0.013675±0.0002, HIT_RATE: 0.075214±0.0013, ARHR: 0.038671±0.0009, RMSE: 0.936600±0.0015, NOVELTY: 0.005540±0.0000, AVERAGE_POPULARITY: 0.484853±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.952463±0.0002, DIVERSITY_HERFINDAHL: 0.995241±0.0000, COVERAGE_ITEM: 0.036302±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.316168±0.0057, SHANNON_ENTROPY: 8.159226±0.0014, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'num_factors': 466, 'n_oversamples': 2, 'n_iter': 7, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.062918±0.0009, PRECISION: 0.008131±0.0001, PRECISION_RECALL_MIN_DEN: 0.081308±0.0011, RECALL: 0.081308±0.0011, MAP: 0.046727±0.0009, MRR: 0.046727±0.0009, NDCG: 0.054986±0.0009, F1: 0.014783±0.0002, HIT_RATE: 0.081308±0.0011, ARHR: 0.046727±0.0009, RMSE: 0.940576±0.0027, NOVELTY: 0.006166±0.0000, AVERAGE_POPULARITY: 0.222761±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.988849±0.0000, DIVERSITY_HERFINDAHL: 0.998879±0.0000, COVERAGE_ITEM: 0.115848±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.388275±0.0019, SHANNON_ENTROPY: 10.119605±0.0026, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'num_factors': 273, 'n_oversamples': 14, 'n_iter': 15, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.057845±0.0015, PRECISION: 0.008107±0.0001, PRECISION_RECALL_MIN_DEN: 0.081068±0.0015, RECALL: 0.081068±0.0015, MAP: 0.041161±0.0011, MRR: 0.041161±0.0011, NDCG: 0.050572±0.0012, F1: 0.014740±0.0003, HIT_RATE: 0.081068±0.0015, ARHR: 0.041161±0.0011, RMSE: 0.903911±0.0012, NOVELTY: 0.006241±0.0000, AVERAGE_POPULARITY: 0.349510±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.976989±0.0001, DIVERSITY_HERFINDAHL: 0.997693±0.0000, COVERAGE_ITEM: 0.552474±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152741±0.0004, SHANNON_ENTROPY: 10.159641±0.0032, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'num_factors': 10, 'n_oversamples': 23, 'n_iter': 28, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035634±0.0012, PRECISION: 0.005539±0.0002, PRECISION_RECALL_MIN_DEN: 0.055394±0.0021, RECALL: 0.055394±0.0021, MAP: 0.024005±0.0007, MRR: 0.024005±0.0007, NDCG: 0.031319±0.0010, F1: 0.010072±0.0004, HIT_RATE: 0.055394±0.0021, ARHR: 0.024005±0.0007, RMSE: 0.946080±0.0012, NOVELTY: 0.005346±0.0000, AVERAGE_POPULARITY: 0.605987±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.876450±0.0015, DIVERSITY_HERFINDAHL: 0.987640±0.0001, COVERAGE_ITEM: 0.010230±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.396720±0.0034, SHANNON_ENTROPY: 6.620379±0.0142, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'num_factors': 677, 'n_oversamples': 27, 'n_iter': 3, 'feature_weighting': 'none'} - results: ROC_AUC: 0.064182±0.0005, PRECISION: 0.008336±0.0000, PRECISION_RECALL_MIN_DEN: 0.083358±0.0003, RECALL: 0.083358±0.0003, MAP: 0.047631±0.0006, MRR: 0.047631±0.0006, NDCG: 0.056158±0.0005, F1: 0.015156±0.0001, HIT_RATE: 0.083358±0.0003, ARHR: 0.047631±0.0006, RMSE: 0.930411±0.0011, NOVELTY: 0.006197±0.0000, AVERAGE_POPULARITY: 0.243619±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.989236±0.0000, DIVERSITY_HERFINDAHL: 0.998918±0.0000, COVERAGE_ITEM: 0.383022±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.158707±0.0008, SHANNON_ENTROPY: 10.444786±0.0055, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'num_factors': 99, 'n_oversamples': 25, 'n_iter': 24, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.019143±0.0004, PRECISION: 0.003118±0.0001, PRECISION_RECALL_MIN_DEN: 0.031177±0.0009, RECALL: 0.031177±0.0009, MAP: 0.012591±0.0002, MRR: 0.012591±0.0002, NDCG: 0.016902±0.0003, F1: 0.005668±0.0002, HIT_RATE: 0.031177±0.0009, ARHR: 0.012591±0.0002, RMSE: 0.949310±0.0004, NOVELTY: 0.006871±0.0000, AVERAGE_POPULARITY: 0.348791±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.937080±0.0005, DIVERSITY_HERFINDAHL: 0.993703±0.0000, COVERAGE_ITEM: 0.416264±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.234894±0.0012, SHANNON_ENTROPY: 9.949716±0.0091, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'num_factors': 469, 'n_oversamples': 7, 'n_iter': 4, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063018±0.0009, PRECISION: 0.008370±0.0001, PRECISION_RECALL_MIN_DEN: 0.083700±0.0012, RECALL: 0.083700±0.0012, MAP: 0.046243±0.0008, MRR: 0.046243±0.0008, NDCG: 0.055145±0.0009, F1: 0.015218±0.0002, HIT_RATE: 0.083700±0.0012, ARHR: 0.046243±0.0008, RMSE: 0.930452±0.0008, NOVELTY: 0.006004±0.0000, AVERAGE_POPULARITY: 0.318717±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.983008±0.0000, DIVERSITY_HERFINDAHL: 0.998295±0.0000, COVERAGE_ITEM: 0.374955±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122612±0.0006, SHANNON_ENTROPY: 9.897912±0.0039, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'num_factors': 546, 'n_oversamples': 15, 'n_iter': 21, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063141±0.0007, PRECISION: 0.008310±0.0001, PRECISION_RECALL_MIN_DEN: 0.083096±0.0009, RECALL: 0.083096±0.0009, MAP: 0.046726±0.0008, MRR: 0.046726±0.0008, NDCG: 0.055378±0.0008, F1: 0.015108±0.0002, HIT_RATE: 0.083096±0.0009, ARHR: 0.046726±0.0008, RMSE: 0.930634±0.0007, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.261707±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987087±0.0000, DIVERSITY_HERFINDAHL: 0.998703±0.0000, COVERAGE_ITEM: 0.384201±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142726±0.0006, SHANNON_ENTROPY: 10.237774±0.0038, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'num_factors': 552, 'n_oversamples': 30, 'n_iter': 16, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063238±0.0008, PRECISION: 0.008278±0.0001, PRECISION_RECALL_MIN_DEN: 0.082777±0.0008, RECALL: 0.082777±0.0008, MAP: 0.046711±0.0009, MRR: 0.046711±0.0009, NDCG: 0.055305±0.0009, F1: 0.015050±0.0001, HIT_RATE: 0.082777±0.0008, ARHR: 0.046711±0.0009, RMSE: 0.930652±0.0009, NOVELTY: 0.006155±0.0000, AVERAGE_POPULARITY: 0.259675±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.987256±0.0001, DIVERSITY_HERFINDAHL: 0.998720±0.0000, COVERAGE_ITEM: 0.385585±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143613±0.0007, SHANNON_ENTROPY: 10.255024±0.0060, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'num_factors': 612, 'n_oversamples': 6, 'n_iter': 11, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061418±0.0006, PRECISION: 0.007913±0.0001, PRECISION_RECALL_MIN_DEN: 0.079132±0.0012, RECALL: 0.079132±0.0012, MAP: 0.045635±0.0002, MRR: 0.045635±0.0002, NDCG: 0.053644±0.0004, F1: 0.014388±0.0002, HIT_RATE: 0.079132±0.0012, ARHR: 0.045635±0.0002, RMSE: 0.943579±0.0023, NOVELTY: 0.006319±0.0000, AVERAGE_POPULARITY: 0.184200±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.991391±0.0000, DIVERSITY_HERFINDAHL: 0.999133±0.0000, COVERAGE_ITEM: 0.145261±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.399443±0.0033, SHANNON_ENTROPY: 10.484303±0.0048, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'num_factors': 121, 'n_oversamples': 9, 'n_iter': 11, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.056149±0.0008, PRECISION: 0.007729±0.0001, PRECISION_RECALL_MIN_DEN: 0.077287±0.0007, RECALL: 0.077287±0.0007, MAP: 0.040640±0.0010, MRR: 0.040640±0.0010, NDCG: 0.049296±0.0008, F1: 0.014052±0.0001, HIT_RATE: 0.077287±0.0007, ARHR: 0.040640±0.0010, RMSE: 0.939960±0.0013, NOVELTY: 0.005657±0.0000, AVERAGE_POPULARITY: 0.420699±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.965051±0.0003, DIVERSITY_HERFINDAHL: 0.996500±0.0000, COVERAGE_ITEM: 0.044790±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341686±0.0028, SHANNON_ENTROPY: 8.575979±0.0091, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'num_factors': 426, 'n_oversamples': 13, 'n_iter': 17, 'feature_weighting': 'none'} - results: ROC_AUC: 0.061548±0.0008, PRECISION: 0.008252±0.0001, PRECISION_RECALL_MIN_DEN: 0.082515±0.0009, RECALL: 0.082515±0.0009, MAP: 0.045145±0.0008, MRR: 0.045145±0.0008, NDCG: 0.054008±0.0007, F1: 0.015003±0.0002, HIT_RATE: 0.082515±0.0009, ARHR: 0.045145±0.0008, RMSE: 0.931836±0.0007, NOVELTY: 0.006014±0.0000, AVERAGE_POPULARITY: 0.319088±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.981898±0.0001, DIVERSITY_HERFINDAHL: 0.998184±0.0000, COVERAGE_ITEM: 0.384158±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119614±0.0006, SHANNON_ENTROPY: 9.850201±0.0034, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'num_factors': 93, 'n_oversamples': 21, 'n_iter': 20, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.017295±0.0004, PRECISION: 0.002873±0.0001, PRECISION_RECALL_MIN_DEN: 0.028728±0.0013, RECALL: 0.028728±0.0013, MAP: 0.011181±0.0001, MRR: 0.011181±0.0001, NDCG: 0.015244±0.0003, F1: 0.005223±0.0002, HIT_RATE: 0.028728±0.0013, ARHR: 0.011181±0.0001, RMSE: 0.950807±0.0004, NOVELTY: 0.006840±0.0000, AVERAGE_POPULARITY: 0.359773±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.928562±0.0009, DIVERSITY_HERFINDAHL: 0.992851±0.0001, COVERAGE_ITEM: 0.403266±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.227217±0.0003, SHANNON_ENTROPY: 9.781025±0.0089, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'num_factors': 680, 'n_oversamples': 11, 'n_iter': 1, 'feature_weighting': 'none'} - results: ROC_AUC: 0.059646±0.0007, PRECISION: 0.007789±0.0001, PRECISION_RECALL_MIN_DEN: 0.077890±0.0008, RECALL: 0.077890±0.0008, MAP: 0.044782±0.0008, MRR: 0.044782±0.0008, NDCG: 0.052652±0.0007, F1: 0.014162±0.0001, HIT_RATE: 0.077890±0.0008, ARHR: 0.044782±0.0008, RMSE: 0.934071±0.0007, NOVELTY: 0.005904±0.0000, AVERAGE_POPULARITY: 0.344155±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.983050±0.0001, DIVERSITY_HERFINDAHL: 0.998299±0.0000, COVERAGE_ITEM: 0.273458±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140353±0.0009, SHANNON_ENTROPY: 9.809483±0.0034, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'num_factors': 469, 'n_oversamples': 18, 'n_iter': 24, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062186±0.0010, PRECISION: 0.008253±0.0001, PRECISION_RECALL_MIN_DEN: 0.082526±0.0011, RECALL: 0.082526±0.0011, MAP: 0.045530±0.0009, MRR: 0.045530±0.0009, NDCG: 0.054330±0.0009, F1: 0.015005±0.0002, HIT_RATE: 0.082526±0.0011, ARHR: 0.045530±0.0009, RMSE: 0.931171±0.0006, NOVELTY: 0.006064±0.0000, AVERAGE_POPULARITY: 0.295935±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.984144±0.0000, DIVERSITY_HERFINDAHL: 0.998409±0.0000, COVERAGE_ITEM: 0.383001±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127721±0.0004, SHANNON_ENTROPY: 9.999534±0.0041, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'num_factors': 84, 'n_oversamples': 7, 'n_iter': 22, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.015217±0.0004, PRECISION: 0.002594±0.0001, PRECISION_RECALL_MIN_DEN: 0.025937±0.0011, RECALL: 0.025937±0.0011, MAP: 0.009781±0.0003, MRR: 0.009781±0.0003, NDCG: 0.013508±0.0004, F1: 0.004716±0.0002, HIT_RATE: 0.025937±0.0011, ARHR: 0.009781±0.0003, RMSE: 0.952714±0.0003, NOVELTY: 0.006776±0.0000, AVERAGE_POPULARITY: 0.373829±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.919456±0.0005, DIVERSITY_HERFINDAHL: 0.991940±0.0001, COVERAGE_ITEM: 0.377983±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.216447±0.0011, SHANNON_ENTROPY: 9.573103±0.0123, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'num_factors': 273, 'n_oversamples': 26, 'n_iter': 28, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056436±0.0012, PRECISION: 0.007964±0.0001, PRECISION_RECALL_MIN_DEN: 0.079645±0.0013, RECALL: 0.079645±0.0013, MAP: 0.040396±0.0009, MRR: 0.040396±0.0009, NDCG: 0.049629±0.0009, F1: 0.014481±0.0002, HIT_RATE: 0.079645±0.0013, ARHR: 0.040396±0.0009, RMSE: 0.937410±0.0010, NOVELTY: 0.005831±0.0000, AVERAGE_POPULARITY: 0.426650±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.965352±0.0001, DIVERSITY_HERFINDAHL: 0.996530±0.0000, COVERAGE_ITEM: 0.390992±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.095852±0.0005, SHANNON_ENTROPY: 9.156250±0.0037, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'num_factors': 481, 'n_oversamples': 12, 'n_iter': 21, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061872±0.0004, PRECISION: 0.008029±0.0000, PRECISION_RECALL_MIN_DEN: 0.080294±0.0005, RECALL: 0.080294±0.0005, MAP: 0.045988±0.0005, MRR: 0.045988±0.0005, NDCG: 0.054174±0.0004, F1: 0.014599±0.0001, HIT_RATE: 0.080294±0.0005, ARHR: 0.045988±0.0005, RMSE: 0.944708±0.0025, NOVELTY: 0.006207±0.0000, AVERAGE_POPULARITY: 0.211142±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.989464±0.0000, DIVERSITY_HERFINDAHL: 0.998941±0.0000, COVERAGE_ITEM: 0.120022±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.396130±0.0012, SHANNON_ENTROPY: 10.197890±0.0048, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'num_factors': 199, 'n_oversamples': 28, 'n_iter': 19, 'feature_weighting': 'none'} - results: ROC_AUC: 0.052226±0.0016, PRECISION: 0.007483±0.0002, PRECISION_RECALL_MIN_DEN: 0.074826±0.0017, RECALL: 0.074826±0.0017, MAP: 0.036714±0.0013, MRR: 0.036714±0.0013, NDCG: 0.045679±0.0014, F1: 0.013605±0.0003, HIT_RATE: 0.074826±0.0017, ARHR: 0.036714±0.0013, RMSE: 0.943402±0.0011, NOVELTY: 0.005822±0.0000, AVERAGE_POPULARITY: 0.471664±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.951784±0.0002, DIVERSITY_HERFINDAHL: 0.995173±0.0000, COVERAGE_ITEM: 0.413539±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097213±0.0005, SHANNON_ENTROPY: 8.906648±0.0070, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'num_factors': 496, 'n_oversamples': 8, 'n_iter': 18, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062667±0.0006, PRECISION: 0.008274±0.0000, PRECISION_RECALL_MIN_DEN: 0.082743±0.0005, RECALL: 0.082743±0.0005, MAP: 0.046170±0.0007, MRR: 0.046170±0.0007, NDCG: 0.054870±0.0005, F1: 0.015044±0.0001, HIT_RATE: 0.082743±0.0005, ARHR: 0.046170±0.0007, RMSE: 0.930891±0.0008, NOVELTY: 0.006093±0.0000, AVERAGE_POPULARITY: 0.283520±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.985360±0.0000, DIVERSITY_HERFINDAHL: 0.998530±0.0000, COVERAGE_ITEM: 0.383239±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133002±0.0005, SHANNON_ENTROPY: 10.088650±0.0047, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'num_factors': 685, 'n_oversamples': 21, 'n_iter': 25, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063697±0.0006, PRECISION: 0.008232±0.0001, PRECISION_RECALL_MIN_DEN: 0.082321±0.0007, RECALL: 0.082321±0.0007, MAP: 0.047167±0.0005, MRR: 0.047167±0.0005, NDCG: 0.055566±0.0005, F1: 0.014968±0.0001, HIT_RATE: 0.082321±0.0007, ARHR: 0.047167±0.0005, RMSE: 0.931293±0.0012, NOVELTY: 0.006286±0.0000, AVERAGE_POPULARITY: 0.216476±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990174±0.0000, DIVERSITY_HERFINDAHL: 0.999012±0.0000, COVERAGE_ITEM: 0.396291±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167322±0.0008, SHANNON_ENTROPY: 10.580988±0.0030, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'num_factors': 440, 'n_oversamples': 17, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063916±0.0013, PRECISION: 0.008619±0.0001, PRECISION_RECALL_MIN_DEN: 0.086194±0.0015, RECALL: 0.086194±0.0015, MAP: 0.046819±0.0009, MRR: 0.046819±0.0009, NDCG: 0.056143±0.0010, F1: 0.015672±0.0003, HIT_RATE: 0.086194±0.0015, ARHR: 0.046819±0.0009, RMSE: 0.896689±0.0014, NOVELTY: 0.006014±0.0000, AVERAGE_POPULARITY: 0.355970±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.981204±0.0001, DIVERSITY_HERFINDAHL: 0.998115±0.0000, COVERAGE_ITEM: 0.458783±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126690±0.0002, SHANNON_ENTROPY: 10.041454±0.0061, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'num_factors': 449, 'n_oversamples': 8, 'n_iter': 6, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063146±0.0008, PRECISION: 0.008105±0.0001, PRECISION_RECALL_MIN_DEN: 0.081046±0.0010, RECALL: 0.081046±0.0010, MAP: 0.046859±0.0008, MRR: 0.046859±0.0008, NDCG: 0.055042±0.0008, F1: 0.014736±0.0002, HIT_RATE: 0.081046±0.0010, ARHR: 0.046859±0.0008, RMSE: 0.939347±0.0019, NOVELTY: 0.006141±0.0000, AVERAGE_POPULARITY: 0.229989±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988434±0.0000, DIVERSITY_HERFINDAHL: 0.998838±0.0000, COVERAGE_ITEM: 0.111944±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.387197±0.0014, SHANNON_ENTROPY: 10.066373±0.0014, 
