CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 393, 'regularization': 10.941195511447303, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 1.109454314053172} - results: ROC_AUC: 0.039110±0.0027, PRECISION: 0.005822±0.0003, PRECISION_RECALL_MIN_DEN: 0.058220±0.0033, RECALL: 0.058220±0.0033, MAP: 0.025845±0.0020, MRR: 0.025845±0.0020, NDCG: 0.033454±0.0023, F1: 0.010586±0.0006, HIT_RATE: 0.058220±0.0033, ARHR: 0.025845±0.0020, RMSE: 0.978296±0.0002, NOVELTY: 0.005954±0.0000, AVERAGE_POPULARITY: 0.279889±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.977922±0.0001, DIVERSITY_HERFINDAHL: 0.997770±0.0000, COVERAGE_ITEM: 0.050511±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.445151±0.0028, SHANNON_ENTROPY: 9.101458±0.0053, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 328, 'regularization': 0.13261705738747917, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 59.948988283129665} - results: ROC_AUC: 0.027181±0.0008, PRECISION: 0.004377±0.0002, PRECISION_RECALL_MIN_DEN: 0.043767±0.0017, RECALL: 0.043767±0.0017, MAP: 0.017942±0.0009, MRR: 0.017942±0.0009, NDCG: 0.023935±0.0007, F1: 0.007958±0.0003, HIT_RATE: 0.043767±0.0017, ARHR: 0.017942±0.0009, RMSE: 0.867748±0.0011, NOVELTY: 0.006026±0.0000, AVERAGE_POPULARITY: 0.303158±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988180±0.0001, DIVERSITY_HERFINDAHL: 0.998796±0.0000, COVERAGE_ITEM: 0.156064±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.327475±0.0011, SHANNON_ENTROPY: 10.293992±0.0106, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'num_factors': 515, 'regularization': 2.332076450591569, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.04009254497265887} - results: ROC_AUC: 0.010880±0.0013, PRECISION: 0.002042±0.0001, PRECISION_RECALL_MIN_DEN: 0.020416±0.0013, RECALL: 0.020416±0.0013, MAP: 0.006538±0.0013, MRR: 0.006538±0.0013, NDCG: 0.009723±0.0012, F1: 0.003712±0.0002, HIT_RATE: 0.020416±0.0013, ARHR: 0.006538±0.0013, RMSE: 0.999801±0.0000, NOVELTY: 0.005008±0.0000, AVERAGE_POPULARITY: 0.862450±0.0063, DIVERSITY_MEAN_INTER_LIST: 0.128036±0.0001, DIVERSITY_HERFINDAHL: 0.912801±0.0000, COVERAGE_ITEM: 0.002325±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.272190±0.0039, SHANNON_ENTROPY: 3.603765±0.0002, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'num_factors': 431, 'regularization': 48.62136271907024, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 16.116084766102613} - results: ROC_AUC: 0.038999±0.0024, PRECISION: 0.005899±0.0003, PRECISION_RECALL_MIN_DEN: 0.058988±0.0034, RECALL: 0.058988±0.0034, MAP: 0.025680±0.0017, MRR: 0.025680±0.0017, NDCG: 0.033488±0.0019, F1: 0.010725±0.0006, HIT_RATE: 0.058988±0.0034, ARHR: 0.025680±0.0017, RMSE: 0.894036±0.0013, NOVELTY: 0.005932±0.0000, AVERAGE_POPULARITY: 0.326743±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.984968±0.0001, DIVERSITY_HERFINDAHL: 0.998475±0.0000, COVERAGE_ITEM: 0.112171±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.339165±0.0012, SHANNON_ENTROPY: 9.883267±0.0045, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'num_factors': 540, 'regularization': 0.011654936058052914, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.4434724916585422} - results: ROC_AUC: 0.023949±0.0010, PRECISION: 0.003397±0.0001, PRECISION_RECALL_MIN_DEN: 0.033966±0.0011, RECALL: 0.033966±0.0011, MAP: 0.016783±0.0008, MRR: 0.016783±0.0008, NDCG: 0.020833±0.0007, F1: 0.006176±0.0002, HIT_RATE: 0.033966±0.0011, ARHR: 0.016783±0.0008, RMSE: 0.992681±0.0002, NOVELTY: 0.006364±0.0000, AVERAGE_POPULARITY: 0.159694±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.979891±0.0005, DIVERSITY_HERFINDAHL: 0.997967±0.0000, COVERAGE_ITEM: 0.088175±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.317938±0.0042, SHANNON_ENTROPY: 9.445910±0.0255, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'num_factors': 538, 'regularization': 2.7354705410928415, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.5365500258892071} - results: ROC_AUC: 0.029123±0.0017, PRECISION: 0.004160±0.0001, PRECISION_RECALL_MIN_DEN: 0.041599±0.0013, RECALL: 0.041599±0.0013, MAP: 0.019941±0.0011, MRR: 0.019941±0.0011, NDCG: 0.025055±0.0011, F1: 0.007563±0.0002, HIT_RATE: 0.041599±0.0013, ARHR: 0.019941±0.0011, RMSE: 0.989221±0.0002, NOVELTY: 0.006267±0.0000, AVERAGE_POPULARITY: 0.181427±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.977803±0.0005, DIVERSITY_HERFINDAHL: 0.997758±0.0001, COVERAGE_ITEM: 0.076226±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.331855±0.0051, SHANNON_ENTROPY: 9.294860±0.0246, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'num_factors': 413, 'regularization': 0.16462661876302453, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.028697291889532954} - results: ROC_AUC: 0.017851±0.0020, PRECISION: 0.002760±0.0003, PRECISION_RECALL_MIN_DEN: 0.027597±0.0026, RECALL: 0.027597±0.0026, MAP: 0.012051±0.0016, MRR: 0.012051±0.0016, NDCG: 0.015672±0.0018, F1: 0.005018±0.0005, HIT_RATE: 0.027597±0.0026, ARHR: 0.012051±0.0016, RMSE: 0.999420±0.0000, NOVELTY: 0.006017±0.0000, AVERAGE_POPULARITY: 0.246921±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.928700±0.0025, DIVERSITY_HERFINDAHL: 0.992849±0.0003, COVERAGE_ITEM: 0.052230±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.186368±0.0018, SHANNON_ENTROPY: 7.849460±0.0389, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'num_factors': 322, 'regularization': 152.20948994143836, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.20147020728810713} - results: ROC_AUC: 0.008898±0.0017, PRECISION: 0.001676±0.0003, PRECISION_RECALL_MIN_DEN: 0.016757±0.0029, RECALL: 0.016757±0.0029, MAP: 0.005247±0.0008, MRR: 0.005247±0.0008, NDCG: 0.007892±0.0012, F1: 0.003047±0.0005, HIT_RATE: 0.016757±0.0029, ARHR: 0.005247±0.0008, RMSE: 1.000000±0.0000, NOVELTY: 0.005086±0.0000, AVERAGE_POPULARITY: 0.780289±0.0102, DIVERSITY_MEAN_INTER_LIST: 0.105371±0.0003, DIVERSITY_HERFINDAHL: 0.910535±0.0000, COVERAGE_ITEM: 0.001395±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.439468±0.0123, SHANNON_ENTROPY: 3.546195±0.0005, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'num_factors': 317, 'regularization': 56.91178978883541, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 1.871263641772654} - results: ROC_AUC: 0.015578±0.0008, PRECISION: 0.002498±0.0001, PRECISION_RECALL_MIN_DEN: 0.024977±0.0009, RECALL: 0.024977±0.0009, MAP: 0.010754±0.0012, MRR: 0.010754±0.0012, NDCG: 0.014043±0.0009, F1: 0.004541±0.0002, HIT_RATE: 0.024977±0.0009, ARHR: 0.010754±0.0012, RMSE: 0.980693±0.0003, NOVELTY: 0.005007±0.0000, AVERAGE_POPULARITY: 0.864047±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.405721±0.0041, DIVERSITY_HERFINDAHL: 0.940563±0.0004, COVERAGE_ITEM: 0.002758±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.309409±0.0022, SHANNON_ENTROPY: 4.266845±0.0100, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'num_factors': 402, 'regularization': 0.05589269468875508, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.10821792561216989} - results: ROC_AUC: 0.016576±0.0018, PRECISION: 0.002430±0.0002, PRECISION_RECALL_MIN_DEN: 0.024300±0.0024, RECALL: 0.024300±0.0024, MAP: 0.011680±0.0014, MRR: 0.011680±0.0014, NDCG: 0.014635±0.0016, F1: 0.004418±0.0004, HIT_RATE: 0.024300±0.0024, ARHR: 0.011680±0.0014, RMSE: 0.998528±0.0001, NOVELTY: 0.006245±0.0000, AVERAGE_POPULARITY: 0.187797±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.970449±0.0033, DIVERSITY_HERFINDAHL: 0.997023±0.0003, COVERAGE_ITEM: 0.085872±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.255602±0.0075, SHANNON_ENTROPY: 9.063225±0.0828, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'num_factors': 473, 'regularization': 0.6305963918968178, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.032989235641339064} - results: ROC_AUC: 0.030116±0.0021, PRECISION: 0.004453±0.0002, PRECISION_RECALL_MIN_DEN: 0.044535±0.0025, RECALL: 0.044535±0.0025, MAP: 0.020471±0.0016, MRR: 0.020471±0.0016, NDCG: 0.026120±0.0018, F1: 0.008097±0.0004, HIT_RATE: 0.044535±0.0025, ARHR: 0.020471±0.0016, RMSE: 0.999265±0.0000, NOVELTY: 0.005581±0.0000, AVERAGE_POPULARITY: 0.435596±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.930978±0.0006, DIVERSITY_HERFINDAHL: 0.993077±0.0001, COVERAGE_ITEM: 0.031782±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.245851±0.0026, SHANNON_ENTROPY: 7.605801±0.0119, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'num_factors': 367, 'regularization': 4.201894945467459, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 13.462244273571537} - results: ROC_AUC: 0.034061±0.0017, PRECISION: 0.005352±0.0002, PRECISION_RECALL_MIN_DEN: 0.053523±0.0019, RECALL: 0.053523±0.0019, MAP: 0.022351±0.0012, MRR: 0.022351±0.0012, NDCG: 0.029619±0.0013, F1: 0.009731±0.0003, HIT_RATE: 0.053523±0.0019, ARHR: 0.022351±0.0012, RMSE: 0.897965±0.0013, NOVELTY: 0.005980±0.0000, AVERAGE_POPULARITY: 0.310219±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.986982±0.0001, DIVERSITY_HERFINDAHL: 0.998676±0.0000, COVERAGE_ITEM: 0.125072±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346839±0.0014, SHANNON_ENTROPY: 10.073969±0.0056, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'num_factors': 302, 'regularization': 5.512178481123327, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 8.367429716019043} - results: ROC_AUC: 0.034814±0.0015, PRECISION: 0.005461±0.0002, PRECISION_RECALL_MIN_DEN: 0.054607±0.0018, RECALL: 0.054607±0.0018, MAP: 0.022777±0.0010, MRR: 0.022777±0.0010, NDCG: 0.030202±0.0011, F1: 0.009929±0.0003, HIT_RATE: 0.054607±0.0018, ARHR: 0.022777±0.0010, RMSE: 0.904454±0.0014, NOVELTY: 0.005899±0.0000, AVERAGE_POPULARITY: 0.332545±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.984553±0.0000, DIVERSITY_HERFINDAHL: 0.998433±0.0000, COVERAGE_ITEM: 0.098124±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.358220±0.0017, SHANNON_ENTROPY: 9.776228±0.0036, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'num_factors': 473, 'regularization': 43.69976636496616, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 26.12225925969671} - results: ROC_AUC: 0.035572±0.0017, PRECISION: 0.005537±0.0002, PRECISION_RECALL_MIN_DEN: 0.055375±0.0021, RECALL: 0.055375±0.0021, MAP: 0.023393±0.0012, MRR: 0.023393±0.0012, NDCG: 0.030857±0.0013, F1: 0.010068±0.0004, HIT_RATE: 0.055375±0.0021, ARHR: 0.023393±0.0012, RMSE: 0.885684±0.0017, NOVELTY: 0.005992±0.0000, AVERAGE_POPULARITY: 0.312378±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.986758±0.0000, DIVERSITY_HERFINDAHL: 0.998653±0.0000, COVERAGE_ITEM: 0.136729±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.330180±0.0026, SHANNON_ENTROPY: 10.119073±0.0040, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'num_factors': 540, 'regularization': 0.9636368210780191, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.01350838321593059} - results: ROC_AUC: 0.010900±0.0012, PRECISION: 0.002028±0.0001, PRECISION_RECALL_MIN_DEN: 0.020280±0.0014, RECALL: 0.020280±0.0014, MAP: 0.006518±0.0013, MRR: 0.006518±0.0013, NDCG: 0.009681±0.0012, F1: 0.003687±0.0003, HIT_RATE: 0.020280±0.0014, ARHR: 0.006518±0.0013, RMSE: 0.999974±0.0000, NOVELTY: 0.005011±0.0000, AVERAGE_POPULARITY: 0.862038±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.130279±0.0001, DIVERSITY_HERFINDAHL: 0.913025±0.0000, COVERAGE_ITEM: 0.002779±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229666±0.0034, SHANNON_ENTROPY: 3.617174±0.0004, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'num_factors': 369, 'regularization': 3.12243391789577, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.025660362208799897} - results: ROC_AUC: 0.010690±0.0011, PRECISION: 0.002028±0.0002, PRECISION_RECALL_MIN_DEN: 0.020280±0.0018, RECALL: 0.020280±0.0018, MAP: 0.006385±0.0013, MRR: 0.006385±0.0013, NDCG: 0.009569±0.0014, F1: 0.003687±0.0003, HIT_RATE: 0.020280±0.0018, ARHR: 0.006385±0.0013, RMSE: 1.000000±0.0000, NOVELTY: 0.004992±0.0000, AVERAGE_POPULARITY: 0.879396±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.127259±0.0002, DIVERSITY_HERFINDAHL: 0.912723±0.0000, COVERAGE_ITEM: 0.001698±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.369340±0.0055, SHANNON_ENTROPY: 3.597756±0.0011, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'num_factors': 547, 'regularization': 18.169254939937236, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.09751632011910824} - results: ROC_AUC: 0.010449±0.0012, PRECISION: 0.001965±0.0001, PRECISION_RECALL_MIN_DEN: 0.019648±0.0010, RECALL: 0.019648±0.0010, MAP: 0.006212±0.0012, MRR: 0.006212±0.0012, NDCG: 0.009293±0.0011, F1: 0.003572±0.0002, HIT_RATE: 0.019648±0.0010, ARHR: 0.006212±0.0012, RMSE: 1.000000±0.0000, NOVELTY: 0.004989±0.0000, AVERAGE_POPULARITY: 0.882597±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.123191±0.0001, DIVERSITY_HERFINDAHL: 0.912316±0.0000, COVERAGE_ITEM: 0.001709±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.365459±0.0055, SHANNON_ENTROPY: 3.587191±0.0007, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'num_factors': 466, 'regularization': 6.55203137237231, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 68.43357979654967} - results: ROC_AUC: 0.030036±0.0016, PRECISION: 0.004666±0.0002, PRECISION_RECALL_MIN_DEN: 0.046658±0.0018, RECALL: 0.046658±0.0018, MAP: 0.019809±0.0012, MRR: 0.019809±0.0012, NDCG: 0.026074±0.0011, F1: 0.008483±0.0003, HIT_RATE: 0.046658±0.0018, ARHR: 0.019809±0.0012, RMSE: 0.886452±0.0023, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.270665±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990436±0.0000, DIVERSITY_HERFINDAHL: 0.999021±0.0000, COVERAGE_ITEM: 0.194701±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.326195±0.0020, SHANNON_ENTROPY: 10.601987±0.0061, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'num_factors': 320, 'regularization': 22.047662141664745, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.6580975378903536} - results: ROC_AUC: 0.012245±0.0011, PRECISION: 0.002195±0.0000, PRECISION_RECALL_MIN_DEN: 0.021951±0.0004, RECALL: 0.021951±0.0004, MAP: 0.007673±0.0012, MRR: 0.007673±0.0012, NDCG: 0.010957±0.0010, F1: 0.003991±0.0001, HIT_RATE: 0.021951±0.0004, ARHR: 0.007673±0.0012, RMSE: 0.993228±0.0001, NOVELTY: 0.005006±0.0000, AVERAGE_POPULARITY: 0.865173±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.267662±0.0047, DIVERSITY_HERFINDAHL: 0.926760±0.0005, COVERAGE_ITEM: 0.002455±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.287252±0.0032, SHANNON_ENTROPY: 3.930403±0.0126, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'num_factors': 435, 'regularization': 3.421748756217256, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.025560857887746723} - results: ROC_AUC: 0.010564±0.0013, PRECISION: 0.002060±0.0002, PRECISION_RECALL_MIN_DEN: 0.020596±0.0016, RECALL: 0.020596±0.0016, MAP: 0.006308±0.0013, MRR: 0.006308±0.0013, NDCG: 0.009572±0.0014, F1: 0.003745±0.0003, HIT_RATE: 0.020596±0.0016, ARHR: 0.006308±0.0013, RMSE: 1.000000±0.0000, NOVELTY: 0.004988±0.0000, AVERAGE_POPULARITY: 0.884496±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.126401±0.0009, DIVERSITY_HERFINDAHL: 0.912637±0.0001, COVERAGE_ITEM: 0.001633±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.383496±0.0115, SHANNON_ENTROPY: 3.594636±0.0020, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'num_factors': 304, 'regularization': 2.1154524554565812, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.748103590999308} - results: ROC_AUC: 0.028385±0.0010, PRECISION: 0.004047±0.0001, PRECISION_RECALL_MIN_DEN: 0.040470±0.0013, RECALL: 0.040470±0.0013, MAP: 0.019716±0.0009, MRR: 0.019716±0.0009, NDCG: 0.024608±0.0008, F1: 0.007358±0.0002, HIT_RATE: 0.040470±0.0013, ARHR: 0.019716±0.0009, RMSE: 0.983687±0.0001, NOVELTY: 0.006008±0.0000, AVERAGE_POPULARITY: 0.249382±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.967706±0.0002, DIVERSITY_HERFINDAHL: 0.996749±0.0000, COVERAGE_ITEM: 0.046780±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347770±0.0025, SHANNON_ENTROPY: 8.661010±0.0076, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'num_factors': 438, 'regularization': 0.03225384691756192, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 98.70572717185814} - results: ROC_AUC: 0.026363±0.0004, PRECISION: 0.004286±0.0001, PRECISION_RECALL_MIN_DEN: 0.042864±0.0014, RECALL: 0.042864±0.0014, MAP: 0.017638±0.0005, MRR: 0.017638±0.0005, NDCG: 0.023474±0.0005, F1: 0.007793±0.0002, HIT_RATE: 0.042864±0.0014, ARHR: 0.017638±0.0005, RMSE: 0.883065±0.0023, NOVELTY: 0.006153±0.0000, AVERAGE_POPULARITY: 0.270147±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.990682±0.0000, DIVERSITY_HERFINDAHL: 0.999046±0.0000, COVERAGE_ITEM: 0.197859±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.328023±0.0025, SHANNON_ENTROPY: 10.634054±0.0061, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'num_factors': 397, 'regularization': 0.015292768079151949, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.019795204814378173} - results: ROC_AUC: 0.016506±0.0018, PRECISION: 0.002425±0.0002, PRECISION_RECALL_MIN_DEN: 0.024255±0.0019, RECALL: 0.024255±0.0019, MAP: 0.011606±0.0015, MRR: 0.011606±0.0015, NDCG: 0.014566±0.0016, F1: 0.004410±0.0003, HIT_RATE: 0.024255±0.0019, ARHR: 0.011606±0.0015, RMSE: 0.999577±0.0000, NOVELTY: 0.005896±0.0000, AVERAGE_POPULARITY: 0.293321±0.0066, DIVERSITY_MEAN_INTER_LIST: 0.936805±0.0026, DIVERSITY_HERFINDAHL: 0.993659±0.0003, COVERAGE_ITEM: 0.035783±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.257183±0.0091, SHANNON_ENTROPY: 7.833040±0.0494, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'num_factors': 521, 'regularization': 4.8611420983121, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 3.6084190519238963} - results: ROC_AUC: 0.036585±0.0018, PRECISION: 0.005488±0.0003, PRECISION_RECALL_MIN_DEN: 0.054878±0.0026, RECALL: 0.054878±0.0026, MAP: 0.024518±0.0013, MRR: 0.024518±0.0013, NDCG: 0.031635±0.0015, F1: 0.009978±0.0005, HIT_RATE: 0.054878±0.0026, ARHR: 0.024518±0.0013, RMSE: 0.948070±0.0012, NOVELTY: 0.006168±0.0000, AVERAGE_POPULARITY: 0.226561±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.989864±0.0000, DIVERSITY_HERFINDAHL: 0.998964±0.0000, COVERAGE_ITEM: 0.110873±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.441485±0.0017, SHANNON_ENTROPY: 10.235484±0.0049, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'num_factors': 403, 'regularization': 38.722244282987845, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.041521231470449414} - results: ROC_AUC: 0.008471±0.0010, PRECISION: 0.001698±0.0001, PRECISION_RECALL_MIN_DEN: 0.016983±0.0011, RECALL: 0.016983±0.0011, MAP: 0.005090±0.0008, MRR: 0.005090±0.0008, NDCG: 0.007799±0.0008, F1: 0.003088±0.0002, HIT_RATE: 0.016983±0.0011, ARHR: 0.005090±0.0008, RMSE: 1.000000±0.0000, NOVELTY: 0.005136±0.0000, AVERAGE_POPULARITY: 0.733237±0.0120, DIVERSITY_MEAN_INTER_LIST: 0.099873±0.0003, DIVERSITY_HERFINDAHL: 0.909985±0.0000, COVERAGE_ITEM: 0.001157±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.523808±0.0192, SHANNON_ENTROPY: 3.536125±0.0009, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'num_factors': 486, 'regularization': 14.768147255590716, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.23739832346047013} - results: ROC_AUC: 0.010920±0.0013, PRECISION: 0.002033±0.0001, PRECISION_RECALL_MIN_DEN: 0.020325±0.0014, RECALL: 0.020325±0.0014, MAP: 0.006561±0.0013, MRR: 0.006561±0.0013, NDCG: 0.009723±0.0012, F1: 0.003695±0.0002, HIT_RATE: 0.020325±0.0014, ARHR: 0.006561±0.0013, RMSE: 0.999067±0.0000, NOVELTY: 0.005008±0.0000, AVERAGE_POPULARITY: 0.863060±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.128014±0.0002, DIVERSITY_HERFINDAHL: 0.912798±0.0000, COVERAGE_ITEM: 0.002282±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277171±0.0025, SHANNON_ENTROPY: 3.603567±0.0002, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'num_factors': 353, 'regularization': 53.12733220277386, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.6204666823014584} - results: ROC_AUC: 0.010900±0.0014, PRECISION: 0.002051±0.0002, PRECISION_RECALL_MIN_DEN: 0.020506±0.0016, RECALL: 0.020506±0.0016, MAP: 0.006559±0.0013, MRR: 0.006559±0.0013, NDCG: 0.009759±0.0013, F1: 0.003728±0.0003, HIT_RATE: 0.020506±0.0016, ARHR: 0.006559±0.0013, RMSE: 0.999996±0.0000, NOVELTY: 0.004997±0.0000, AVERAGE_POPULARITY: 0.874219±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.127479±0.0002, DIVERSITY_HERFINDAHL: 0.912745±0.0000, COVERAGE_ITEM: 0.001730±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.362592±0.0000, SHANNON_ENTROPY: 3.599332±0.0003, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'num_factors': 389, 'regularization': 19.43801398036022, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 28.825049386960007} - results: ROC_AUC: 0.033434±0.0017, PRECISION: 0.005257±0.0003, PRECISION_RECALL_MIN_DEN: 0.052575±0.0026, RECALL: 0.052575±0.0026, MAP: 0.021302±0.0010, MRR: 0.021302±0.0010, NDCG: 0.028608±0.0013, F1: 0.009559±0.0005, HIT_RATE: 0.052575±0.0026, ARHR: 0.021302±0.0010, RMSE: 0.881945±0.0013, NOVELTY: 0.005994±0.0000, AVERAGE_POPULARITY: 0.312443±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.987060±0.0001, DIVERSITY_HERFINDAHL: 0.998684±0.0000, COVERAGE_ITEM: 0.141692±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.328019±0.0006, SHANNON_ENTROPY: 10.159236±0.0055, 
