CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 619, 'shrink': 41, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.2721348494079827, 'tversky_beta': 0.9384403818559839} - results: ROC_AUC: 0.009134±0.0006, PRECISION: 0.001468±0.0001, PRECISION_RECALL_MIN_DEN: 0.014679±0.0009, RECALL: 0.014679±0.0009, MAP: 0.005853±0.0007, MRR: 0.005853±0.0007, NDCG: 0.007908±0.0007, F1: 0.002669±0.0002, HIT_RATE: 0.014679±0.0009, ARHR: 0.005853±0.0007, RMSE: 0.946563±0.0005, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.084197±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992650±0.0000, DIVERSITY_HERFINDAHL: 0.999243±0.0000, COVERAGE_ITEM: 0.395631±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.344057±0.0004, SHANNON_ENTROPY: 11.513472±0.0029, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 69, 'shrink': 296, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.847490724686611, 'tversky_beta': 1.2109851931866713} - results: ROC_AUC: 0.010263±0.0011, PRECISION: 0.001721±0.0002, PRECISION_RECALL_MIN_DEN: 0.017209±0.0016, RECALL: 0.017209±0.0016, MAP: 0.006393±0.0005, MRR: 0.006393±0.0005, NDCG: 0.008900±0.0007, F1: 0.003129±0.0003, HIT_RATE: 0.017209±0.0016, ARHR: 0.006393±0.0005, RMSE: 0.997944±0.0001, NOVELTY: 0.005912±0.0000, AVERAGE_POPULARITY: 0.059496±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.993581±0.0000, DIVERSITY_HERFINDAHL: 0.999336±0.0000, COVERAGE_ITEM: 0.506407±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402744±0.0010, SHANNON_ENTROPY: 12.024669±0.0047, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 380, 'shrink': 673, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4491811326681794, 'tversky_beta': 1.5755950578010494} - results: ROC_AUC: 0.009967±0.0008, PRECISION: 0.001649±0.0002, PRECISION_RECALL_MIN_DEN: 0.016486±0.0016, RECALL: 0.016486±0.0016, MAP: 0.006374±0.0007, MRR: 0.006374±0.0007, NDCG: 0.008717±0.0008, F1: 0.002997±0.0003, HIT_RATE: 0.016486±0.0016, ARHR: 0.006374±0.0007, RMSE: 0.996985±0.0000, NOVELTY: 0.005855±0.0000, AVERAGE_POPULARITY: 0.088398±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992812±0.0000, DIVERSITY_HERFINDAHL: 0.999259±0.0000, COVERAGE_ITEM: 0.450327±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.362164±0.0008, SHANNON_ENTROPY: 11.714984±0.0053, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 156, 'shrink': 838, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.11519988719018318, 'tversky_beta': 0.022687841891158026} - results: ROC_AUC: 0.009043±0.0009, PRECISION: 0.001445±0.0001, PRECISION_RECALL_MIN_DEN: 0.014453±0.0014, RECALL: 0.014453±0.0014, MAP: 0.005555±0.0005, MRR: 0.005555±0.0005, NDCG: 0.007636±0.0007, F1: 0.002628±0.0003, HIT_RATE: 0.014453±0.0014, ARHR: 0.005555±0.0005, RMSE: 0.998791±0.0000, NOVELTY: 0.005809±0.0000, AVERAGE_POPULARITY: 0.080774±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993652±0.0000, DIVERSITY_HERFINDAHL: 0.999343±0.0000, COVERAGE_ITEM: 0.499670±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.383612±0.0009, SHANNON_ENTROPY: 11.924429±0.0057, 
CrossSearchBayesianSkopt: New best config found. Config 30: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011156±0.0015, PRECISION: 0.001798±0.0002, PRECISION_RECALL_MIN_DEN: 0.017977±0.0023, RECALL: 0.017977±0.0023, MAP: 0.007528±0.0011, MRR: 0.007528±0.0011, NDCG: 0.009947±0.0013, F1: 0.003268±0.0004, HIT_RATE: 0.017977±0.0023, ARHR: 0.007528±0.0011, RMSE: 0.999956±0.0000, NOVELTY: 0.006291±0.0000, AVERAGE_POPULARITY: 0.063859±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995111±0.0000, DIVERSITY_HERFINDAHL: 0.999489±0.0000, COVERAGE_ITEM: 0.435793±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402995±0.0004, SHANNON_ENTROPY: 11.934659±0.0053, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 998, 'shrink': 1993, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.20754498190127274, 'tversky_beta': 0.021219222371287264} - results: ROC_AUC: 0.005912±0.0007, PRECISION: 0.000967±0.0001, PRECISION_RECALL_MIN_DEN: 0.009666±0.0013, RECALL: 0.009666±0.0013, MAP: 0.003921±0.0005, MRR: 0.003921±0.0005, NDCG: 0.005251±0.0007, F1: 0.001757±0.0002, HIT_RATE: 0.009666±0.0013, ARHR: 0.003921±0.0005, RMSE: 0.998522±0.0000, NOVELTY: 0.006733±0.0000, AVERAGE_POPULARITY: 0.074007±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992471±0.0000, DIVERSITY_HERFINDAHL: 0.999225±0.0000, COVERAGE_ITEM: 0.313825±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.338665±0.0008, SHANNON_ENTROPY: 11.245862±0.0039, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.009033±0.0013, PRECISION: 0.001518±0.0002, PRECISION_RECALL_MIN_DEN: 0.015176±0.0018, RECALL: 0.015176±0.0018, MAP: 0.006303±0.0011, MRR: 0.006303±0.0011, NDCG: 0.008339±0.0012, F1: 0.002759±0.0003, HIT_RATE: 0.015176±0.0018, ARHR: 0.006303±0.0011, RMSE: 0.983962±0.0016, NOVELTY: 0.005296±0.0000, AVERAGE_POPULARITY: 0.050793±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992572±0.0000, DIVERSITY_HERFINDAHL: 0.999235±0.0000, COVERAGE_ITEM: 0.424612±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374040±0.0008, SHANNON_ENTROPY: 11.687793±0.0053, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 991, 'shrink': 28, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.24918579122501133, 'tversky_beta': 1.8232897124305683} - results: ROC_AUC: 0.007804±0.0008, PRECISION: 0.001274±0.0001, PRECISION_RECALL_MIN_DEN: 0.012737±0.0012, RECALL: 0.012737±0.0012, MAP: 0.005091±0.0005, MRR: 0.005091±0.0005, NDCG: 0.006867±0.0006, F1: 0.002316±0.0002, HIT_RATE: 0.012737±0.0012, ARHR: 0.005091±0.0005, RMSE: 0.915378±0.0007, NOVELTY: 0.006741±0.0000, AVERAGE_POPULARITY: 0.072193±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992674±0.0000, DIVERSITY_HERFINDAHL: 0.999245±0.0000, COVERAGE_ITEM: 0.351219±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341556±0.0004, SHANNON_ENTROPY: 11.383016±0.0020, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 2, 'shrink': 98, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9471627936577427, 'tversky_beta': 0.1481443723373719} - results: ROC_AUC: 0.009169±0.0019, PRECISION: 0.001481±0.0002, PRECISION_RECALL_MIN_DEN: 0.014815±0.0021, RECALL: 0.014815±0.0021, MAP: 0.006320±0.0015, MRR: 0.006320±0.0015, NDCG: 0.008283±0.0016, F1: 0.002694±0.0004, HIT_RATE: 0.014815±0.0021, ARHR: 0.006320±0.0015, RMSE: 0.998604±0.0001, NOVELTY: 0.004705±0.0000, AVERAGE_POPULARITY: 0.039719±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.991060±0.0000, DIVERSITY_HERFINDAHL: 0.999084±0.0000, COVERAGE_ITEM: 0.401557±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.356182±0.0008, SHANNON_ENTROPY: 11.489901±0.0024, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 25, 'shrink': 1859, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.11946293159266877, 'tversky_beta': 1.9096744549531668} - results: ROC_AUC: 0.011713±0.0012, PRECISION: 0.001883±0.0002, PRECISION_RECALL_MIN_DEN: 0.018835±0.0020, RECALL: 0.018835±0.0020, MAP: 0.007263±0.0009, MRR: 0.007263±0.0009, NDCG: 0.009966±0.0011, F1: 0.003424±0.0004, HIT_RATE: 0.018835±0.0020, ARHR: 0.007263±0.0009, RMSE: 0.999761±0.0000, NOVELTY: 0.005262±0.0000, AVERAGE_POPULARITY: 0.060006±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.993619±0.0000, DIVERSITY_HERFINDAHL: 0.999339±0.0000, COVERAGE_ITEM: 0.498967±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.394687±0.0010, SHANNON_ENTROPY: 11.976452±0.0041, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 978, 'shrink': 196, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.03183426961562486, 'tversky_beta': 1.9398690680377724} - results: ROC_AUC: 0.007804±0.0006, PRECISION: 0.001251±0.0001, PRECISION_RECALL_MIN_DEN: 0.012511±0.0014, RECALL: 0.012511±0.0014, MAP: 0.005134±0.0004, MRR: 0.005134±0.0004, NDCG: 0.006849±0.0005, F1: 0.002275±0.0002, HIT_RATE: 0.012511±0.0014, ARHR: 0.005134±0.0004, RMSE: 0.985504±0.0001, NOVELTY: 0.006740±0.0000, AVERAGE_POPULARITY: 0.072739±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992679±0.0000, DIVERSITY_HERFINDAHL: 0.999246±0.0000, COVERAGE_ITEM: 0.351035±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341547±0.0007, SHANNON_ENTROPY: 11.382665±0.0023, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 5, 'shrink': 209, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.922793653444289, 'tversky_beta': 0.03693343913266212} - results: ROC_AUC: 0.010268±0.0013, PRECISION: 0.001653±0.0002, PRECISION_RECALL_MIN_DEN: 0.016531±0.0019, RECALL: 0.016531±0.0019, MAP: 0.006555±0.0011, MRR: 0.006555±0.0011, NDCG: 0.008878±0.0012, F1: 0.003006±0.0003, HIT_RATE: 0.016531±0.0019, ARHR: 0.006555±0.0011, RMSE: 0.998914±0.0001, NOVELTY: 0.004650±0.0000, AVERAGE_POPULARITY: 0.040738±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.989672±0.0001, DIVERSITY_HERFINDAHL: 0.998945±0.0000, COVERAGE_ITEM: 0.437459±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346641±0.0006, SHANNON_ENTROPY: 11.504851±0.0039, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011156±0.0015, PRECISION: 0.001798±0.0002, PRECISION_RECALL_MIN_DEN: 0.017977±0.0023, RECALL: 0.017977±0.0023, MAP: 0.007528±0.0011, MRR: 0.007528±0.0011, NDCG: 0.009947±0.0013, F1: 0.003268±0.0004, HIT_RATE: 0.017977±0.0023, ARHR: 0.007528±0.0011, RMSE: 0.999956±0.0000, NOVELTY: 0.006291±0.0000, AVERAGE_POPULARITY: 0.063859±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995111±0.0000, DIVERSITY_HERFINDAHL: 0.999489±0.0000, COVERAGE_ITEM: 0.435793±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402995±0.0004, SHANNON_ENTROPY: 11.934659±0.0053, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 9, 'shrink': 33, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.05435476938395857, 'tversky_beta': 1.680745143516282} - results: ROC_AUC: 0.010464±0.0016, PRECISION: 0.001694±0.0002, PRECISION_RECALL_MIN_DEN: 0.016938±0.0020, RECALL: 0.016938±0.0020, MAP: 0.006616±0.0011, MRR: 0.006616±0.0011, NDCG: 0.009018±0.0012, F1: 0.003080±0.0004, HIT_RATE: 0.016938±0.0020, ARHR: 0.006616±0.0011, RMSE: 0.992242±0.0004, NOVELTY: 0.004975±0.0000, AVERAGE_POPULARITY: 0.050186±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.991960±0.0001, DIVERSITY_HERFINDAHL: 0.999174±0.0000, COVERAGE_ITEM: 0.470300±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.365798±0.0004, SHANNON_ENTROPY: 11.735030±0.0032, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011066±0.0014, PRECISION: 0.001811±0.0002, PRECISION_RECALL_MIN_DEN: 0.018112±0.0021, RECALL: 0.018112±0.0021, MAP: 0.007496±0.0010, MRR: 0.007496±0.0010, NDCG: 0.009950±0.0012, F1: 0.003293±0.0004, HIT_RATE: 0.018112±0.0021, ARHR: 0.007496±0.0010, RMSE: 0.980706±0.0018, NOVELTY: 0.006370±0.0000, AVERAGE_POPULARITY: 0.062479±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995315±0.0000, DIVERSITY_HERFINDAHL: 0.999509±0.0000, COVERAGE_ITEM: 0.446304±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.406623±0.0008, SHANNON_ENTROPY: 11.982798±0.0045, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.009033±0.0013, PRECISION: 0.001518±0.0002, PRECISION_RECALL_MIN_DEN: 0.015176±0.0018, RECALL: 0.015176±0.0018, MAP: 0.006303±0.0011, MRR: 0.006303±0.0011, NDCG: 0.008339±0.0012, F1: 0.002759±0.0003, HIT_RATE: 0.015176±0.0018, ARHR: 0.006303±0.0011, RMSE: 0.983962±0.0016, NOVELTY: 0.005296±0.0000, AVERAGE_POPULARITY: 0.050793±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992572±0.0000, DIVERSITY_HERFINDAHL: 0.999235±0.0000, COVERAGE_ITEM: 0.424612±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374040±0.0008, SHANNON_ENTROPY: 11.687793±0.0053, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011156±0.0015, PRECISION: 0.001798±0.0002, PRECISION_RECALL_MIN_DEN: 0.017977±0.0023, RECALL: 0.017977±0.0023, MAP: 0.007528±0.0011, MRR: 0.007528±0.0011, NDCG: 0.009947±0.0013, F1: 0.003268±0.0004, HIT_RATE: 0.017977±0.0023, ARHR: 0.007528±0.0011, RMSE: 0.999956±0.0000, NOVELTY: 0.006291±0.0000, AVERAGE_POPULARITY: 0.063859±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995111±0.0000, DIVERSITY_HERFINDAHL: 0.999489±0.0000, COVERAGE_ITEM: 0.435793±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402995±0.0004, SHANNON_ENTROPY: 11.934659±0.0053, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 984, 'shrink': 8, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9533964201015315, 'tversky_beta': 0.008546326464825118} - results: ROC_AUC: 0.007352±0.0007, PRECISION: 0.001238±0.0001, PRECISION_RECALL_MIN_DEN: 0.012376±0.0011, RECALL: 0.012376±0.0011, MAP: 0.004771±0.0004, MRR: 0.004771±0.0004, NDCG: 0.006529±0.0006, F1: 0.002250±0.0002, HIT_RATE: 0.012376±0.0011, ARHR: 0.004771±0.0004, RMSE: 0.802042±0.0016, NOVELTY: 0.006266±0.0000, AVERAGE_POPULARITY: 0.066190±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993010±0.0000, DIVERSITY_HERFINDAHL: 0.999279±0.0000, COVERAGE_ITEM: 0.370500±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348784±0.0007, SHANNON_ENTROPY: 11.478548±0.0020, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3, 'shrink': 10, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.03562218643685023, 'tversky_beta': 0.29747149154648495} - results: ROC_AUC: 0.008943±0.0019, PRECISION: 0.001432±0.0003, PRECISION_RECALL_MIN_DEN: 0.014318±0.0026, RECALL: 0.014318±0.0026, MAP: 0.006098±0.0012, MRR: 0.006098±0.0012, NDCG: 0.008001±0.0015, F1: 0.002603±0.0005, HIT_RATE: 0.014318±0.0026, ARHR: 0.006098±0.0012, RMSE: 0.986654±0.0009, NOVELTY: 0.004605±0.0000, AVERAGE_POPULARITY: 0.037815±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.990870±0.0000, DIVERSITY_HERFINDAHL: 0.999065±0.0000, COVERAGE_ITEM: 0.408110±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.352685±0.0010, SHANNON_ENTROPY: 11.487360±0.0025, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 917, 'shrink': 1932, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.00328822621552849, 'tversky_beta': 0.06514669398022878} - results: ROC_AUC: 0.006223±0.0007, PRECISION: 0.001048±0.0001, PRECISION_RECALL_MIN_DEN: 0.010479±0.0007, RECALL: 0.010479±0.0007, MAP: 0.004180±0.0006, MRR: 0.004180±0.0006, NDCG: 0.005631±0.0006, F1: 0.001905±0.0001, HIT_RATE: 0.010479±0.0007, ARHR: 0.004180±0.0006, RMSE: 0.998506±0.0000, NOVELTY: 0.006682±0.0000, AVERAGE_POPULARITY: 0.078315±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992307±0.0000, DIVERSITY_HERFINDAHL: 0.999208±0.0000, COVERAGE_ITEM: 0.317286±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.333780±0.0006, SHANNON_ENTROPY: 11.234941±0.0037, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011156±0.0015, PRECISION: 0.001798±0.0002, PRECISION_RECALL_MIN_DEN: 0.017977±0.0023, RECALL: 0.017977±0.0023, MAP: 0.007528±0.0011, MRR: 0.007528±0.0011, NDCG: 0.009947±0.0013, F1: 0.003268±0.0004, HIT_RATE: 0.017977±0.0023, ARHR: 0.007528±0.0011, RMSE: 0.999956±0.0000, NOVELTY: 0.006291±0.0000, AVERAGE_POPULARITY: 0.063859±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995111±0.0000, DIVERSITY_HERFINDAHL: 0.999489±0.0000, COVERAGE_ITEM: 0.435793±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402995±0.0004, SHANNON_ENTROPY: 11.934659±0.0053, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011066±0.0014, PRECISION: 0.001811±0.0002, PRECISION_RECALL_MIN_DEN: 0.018112±0.0021, RECALL: 0.018112±0.0021, MAP: 0.007496±0.0010, MRR: 0.007496±0.0010, NDCG: 0.009950±0.0012, F1: 0.003293±0.0004, HIT_RATE: 0.018112±0.0021, ARHR: 0.007496±0.0010, RMSE: 0.980706±0.0018, NOVELTY: 0.006370±0.0000, AVERAGE_POPULARITY: 0.062479±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995315±0.0000, DIVERSITY_HERFINDAHL: 0.999509±0.0000, COVERAGE_ITEM: 0.446304±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.406623±0.0008, SHANNON_ENTROPY: 11.982798±0.0045, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 993, 'shrink': 110, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.15128939164878322, 'tversky_beta': 1.995999281160447} - results: ROC_AUC: 0.007693±0.0007, PRECISION: 0.001278±0.0001, PRECISION_RECALL_MIN_DEN: 0.012782±0.0012, RECALL: 0.012782±0.0012, MAP: 0.005097±0.0005, MRR: 0.005097±0.0005, NDCG: 0.006875±0.0006, F1: 0.002324±0.0002, HIT_RATE: 0.012782±0.0012, ARHR: 0.005097±0.0005, RMSE: 0.974809±0.0002, NOVELTY: 0.006752±0.0000, AVERAGE_POPULARITY: 0.072195±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992649±0.0000, DIVERSITY_HERFINDAHL: 0.999243±0.0000, COVERAGE_ITEM: 0.350073±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341284±0.0008, SHANNON_ENTROPY: 11.377463±0.0032, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011156±0.0015, PRECISION: 0.001798±0.0002, PRECISION_RECALL_MIN_DEN: 0.017977±0.0023, RECALL: 0.017977±0.0023, MAP: 0.007528±0.0011, MRR: 0.007528±0.0011, NDCG: 0.009947±0.0013, F1: 0.003268±0.0004, HIT_RATE: 0.017977±0.0023, ARHR: 0.007528±0.0011, RMSE: 0.999956±0.0000, NOVELTY: 0.006291±0.0000, AVERAGE_POPULARITY: 0.063859±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995111±0.0000, DIVERSITY_HERFINDAHL: 0.999489±0.0000, COVERAGE_ITEM: 0.435793±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402995±0.0004, SHANNON_ENTROPY: 11.934659±0.0053, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 12, 'shrink': 29, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9373335445431232, 'tversky_beta': 0.02376319675013839} - results: ROC_AUC: 0.010318±0.0010, PRECISION: 0.001694±0.0002, PRECISION_RECALL_MIN_DEN: 0.016938±0.0016, RECALL: 0.016938±0.0016, MAP: 0.006599±0.0007, MRR: 0.006599±0.0007, NDCG: 0.008999±0.0008, F1: 0.003080±0.0003, HIT_RATE: 0.016938±0.0016, ARHR: 0.006599±0.0007, RMSE: 0.990414±0.0005, NOVELTY: 0.004822±0.0000, AVERAGE_POPULARITY: 0.052827±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.993018±0.0000, DIVERSITY_HERFINDAHL: 0.999279±0.0000, COVERAGE_ITEM: 0.484715±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.376600±0.0007, SHANNON_ENTROPY: 11.846218±0.0043, 
