CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 739, 'shrink': 1451, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.007628±0.0005, PRECISION: 0.001256±0.0001, PRECISION_RECALL_MIN_DEN: 0.012556±0.0011, RECALL: 0.012556±0.0011, MAP: 0.005063±0.0003, MRR: 0.005063±0.0003, NDCG: 0.006796±0.0004, F1: 0.002283±0.0002, HIT_RATE: 0.012556±0.0011, ARHR: 0.005063±0.0003, RMSE: 0.998140±0.0000, NOVELTY: 0.006298±0.0000, AVERAGE_POPULARITY: 0.080080±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992840±0.0000, DIVERSITY_HERFINDAHL: 0.999262±0.0000, COVERAGE_ITEM: 0.376621±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340619±0.0009, SHANNON_ENTROPY: 11.460739±0.0031, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 321, 'shrink': 57, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.008376±0.0011, PRECISION: 0.001409±0.0002, PRECISION_RECALL_MIN_DEN: 0.014092±0.0017, RECALL: 0.014092±0.0017, MAP: 0.005658±0.0009, MRR: 0.005658±0.0009, NDCG: 0.007599±0.0011, F1: 0.002562±0.0003, HIT_RATE: 0.014092±0.0017, ARHR: 0.005658±0.0009, RMSE: 0.971537±0.0004, NOVELTY: 0.005545±0.0000, AVERAGE_POPULARITY: 0.085582±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.993312±0.0001, DIVERSITY_HERFINDAHL: 0.999309±0.0000, COVERAGE_ITEM: 0.461865±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.370158±0.0005, SHANNON_ENTROPY: 11.791626±0.0073, 
CrossSearchBayesianSkopt: New best config found. Config 30: {'topK': 1, 'shrink': 1992, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999955±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: New best config found. Config 33: {'topK': 18, 'shrink': 7, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.010599±0.0010, PRECISION: 0.001698±0.0002, PRECISION_RECALL_MIN_DEN: 0.016983±0.0017, RECALL: 0.016983±0.0017, MAP: 0.006623±0.0008, MRR: 0.006623±0.0008, NDCG: 0.009043±0.0010, F1: 0.003088±0.0003, HIT_RATE: 0.016983±0.0017, ARHR: 0.006623±0.0008, RMSE: 0.973735±0.0014, NOVELTY: 0.004860±0.0000, AVERAGE_POPULARITY: 0.059415±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.994017±0.0000, DIVERSITY_HERFINDAHL: 0.999379±0.0000, COVERAGE_ITEM: 0.505726±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.391036±0.0003, SHANNON_ENTROPY: 11.984381±0.0047, 
CrossSearchBayesianSkopt: New best config found. Config 34: {'topK': 17, 'shrink': 1994, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.010639±0.0008, PRECISION: 0.001671±0.0002, PRECISION_RECALL_MIN_DEN: 0.016712±0.0018, RECALL: 0.016712±0.0018, MAP: 0.006936±0.0006, MRR: 0.006936±0.0006, NDCG: 0.009217±0.0009, F1: 0.003039±0.0003, HIT_RATE: 0.016712±0.0018, ARHR: 0.006936±0.0006, RMSE: 0.999809±0.0000, NOVELTY: 0.004854±0.0000, AVERAGE_POPULARITY: 0.059133±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.993920±0.0000, DIVERSITY_HERFINDAHL: 0.999370±0.0000, COVERAGE_ITEM: 0.502363±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.389787±0.0009, SHANNON_ENTROPY: 11.969395±0.0061, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 10, 'shrink': 39, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009435±0.0013, PRECISION: 0.001608±0.0002, PRECISION_RECALL_MIN_DEN: 0.016079±0.0018, RECALL: 0.016079±0.0018, MAP: 0.005886±0.0009, MRR: 0.005886±0.0009, NDCG: 0.008247±0.0011, F1: 0.002924±0.0003, HIT_RATE: 0.016079±0.0018, ARHR: 0.005886±0.0009, RMSE: 0.993529±0.0003, NOVELTY: 0.004825±0.0000, AVERAGE_POPULARITY: 0.052628±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992317±0.0001, DIVERSITY_HERFINDAHL: 0.999209±0.0000, COVERAGE_ITEM: 0.482195±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.371087±0.0006, SHANNON_ENTROPY: 11.789827±0.0066, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 4, 'shrink': 1, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010082±0.0015, PRECISION: 0.001549±0.0002, PRECISION_RECALL_MIN_DEN: 0.015492±0.0023, RECALL: 0.015492±0.0023, MAP: 0.006747±0.0013, MRR: 0.006747±0.0013, NDCG: 0.008789±0.0015, F1: 0.002817±0.0004, HIT_RATE: 0.015492±0.0023, ARHR: 0.006747±0.0013, RMSE: 0.976421±0.0015, NOVELTY: 0.004763±0.0000, AVERAGE_POPULARITY: 0.039690±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.990186±0.0000, DIVERSITY_HERFINDAHL: 0.998996±0.0000, COVERAGE_ITEM: 0.434572±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.353408±0.0005, SHANNON_ENTROPY: 11.542079±0.0051, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 13, 'shrink': 11, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010398±0.0010, PRECISION: 0.001662±0.0002, PRECISION_RECALL_MIN_DEN: 0.016621±0.0018, RECALL: 0.016621±0.0018, MAP: 0.006833±0.0009, MRR: 0.006833±0.0009, NDCG: 0.009108±0.0011, F1: 0.003022±0.0003, HIT_RATE: 0.016621±0.0018, ARHR: 0.006833±0.0009, RMSE: 0.982084±0.0009, NOVELTY: 0.004817±0.0000, AVERAGE_POPULARITY: 0.055500±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993317±0.0000, DIVERSITY_HERFINDAHL: 0.999309±0.0000, COVERAGE_ITEM: 0.494804±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.380201±0.0006, SHANNON_ENTROPY: 11.893718±0.0032, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009033±0.0013, PRECISION: 0.001518±0.0002, PRECISION_RECALL_MIN_DEN: 0.015176±0.0018, RECALL: 0.015176±0.0018, MAP: 0.006303±0.0011, MRR: 0.006303±0.0011, NDCG: 0.008339±0.0012, F1: 0.002759±0.0003, HIT_RATE: 0.015176±0.0018, ARHR: 0.006303±0.0011, RMSE: 0.988715±0.0010, NOVELTY: 0.005296±0.0000, AVERAGE_POPULARITY: 0.050793±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992572±0.0000, DIVERSITY_HERFINDAHL: 0.999235±0.0000, COVERAGE_ITEM: 0.424612±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374040±0.0008, SHANNON_ENTROPY: 11.687793±0.0053, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 996, 'shrink': 1981, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.006795±0.0007, PRECISION: 0.001089±0.0001, PRECISION_RECALL_MIN_DEN: 0.010885±0.0011, RECALL: 0.010885±0.0011, MAP: 0.004486±0.0006, MRR: 0.004486±0.0006, NDCG: 0.005973±0.0006, F1: 0.001979±0.0002, HIT_RATE: 0.010885±0.0011, ARHR: 0.004486±0.0006, RMSE: 0.998518±0.0000, NOVELTY: 0.006637±0.0000, AVERAGE_POPULARITY: 0.070010±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992978±0.0000, DIVERSITY_HERFINDAHL: 0.999275±0.0000, COVERAGE_ITEM: 0.354820±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343162±0.0006, SHANNON_ENTROPY: 11.411841±0.0035, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 999, 'shrink': 39, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.006705±0.0008, PRECISION: 0.001052±0.0001, PRECISION_RECALL_MIN_DEN: 0.010524±0.0008, RECALL: 0.010524±0.0008, MAP: 0.004489±0.0007, MRR: 0.004489±0.0007, NDCG: 0.005892±0.0007, F1: 0.001913±0.0001, HIT_RATE: 0.010524±0.0008, ARHR: 0.004489±0.0007, RMSE: 0.937086±0.0006, NOVELTY: 0.006638±0.0000, AVERAGE_POPULARITY: 0.070107±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992928±0.0000, DIVERSITY_HERFINDAHL: 0.999270±0.0000, COVERAGE_ITEM: 0.352636±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343116±0.0007, SHANNON_ENTROPY: 11.402794±0.0043, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009033±0.0013, PRECISION: 0.001518±0.0002, PRECISION_RECALL_MIN_DEN: 0.015176±0.0018, RECALL: 0.015176±0.0018, MAP: 0.006303±0.0011, MRR: 0.006303±0.0011, NDCG: 0.008339±0.0012, F1: 0.002759±0.0003, HIT_RATE: 0.015176±0.0018, ARHR: 0.006303±0.0011, RMSE: 0.988715±0.0010, NOVELTY: 0.005296±0.0000, AVERAGE_POPULARITY: 0.050793±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992572±0.0000, DIVERSITY_HERFINDAHL: 0.999235±0.0000, COVERAGE_ITEM: 0.424612±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374040±0.0008, SHANNON_ENTROPY: 11.687793±0.0053, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 5, 'shrink': 21, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010383±0.0013, PRECISION: 0.001698±0.0002, PRECISION_RECALL_MIN_DEN: 0.016983±0.0019, RECALL: 0.016983±0.0019, MAP: 0.006620±0.0011, MRR: 0.006620±0.0011, NDCG: 0.009028±0.0012, F1: 0.003088±0.0003, HIT_RATE: 0.016983±0.0019, ARHR: 0.006620±0.0011, RMSE: 0.991965±0.0005, NOVELTY: 0.004646±0.0000, AVERAGE_POPULARITY: 0.041328±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.989712±0.0000, DIVERSITY_HERFINDAHL: 0.998949±0.0000, COVERAGE_ITEM: 0.439622±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347335±0.0006, SHANNON_ENTROPY: 11.513633±0.0036, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 997, 'shrink': 1997, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.006760±0.0007, PRECISION: 0.001107±0.0001, PRECISION_RECALL_MIN_DEN: 0.011066±0.0008, RECALL: 0.011066±0.0008, MAP: 0.004593±0.0006, MRR: 0.004593±0.0006, NDCG: 0.006088±0.0006, F1: 0.002012±0.0002, HIT_RATE: 0.011066±0.0008, ARHR: 0.004593±0.0006, RMSE: 0.998530±0.0000, NOVELTY: 0.006639±0.0000, AVERAGE_POPULARITY: 0.070268±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.992995±0.0000, DIVERSITY_HERFINDAHL: 0.999277±0.0000, COVERAGE_ITEM: 0.355296±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343283±0.0005, SHANNON_ENTROPY: 11.414321±0.0033, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 5, 'shrink': 1981, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010368±0.0013, PRECISION: 0.001698±0.0002, PRECISION_RECALL_MIN_DEN: 0.016983±0.0019, RECALL: 0.016983±0.0019, MAP: 0.006613±0.0011, MRR: 0.006613±0.0011, NDCG: 0.009022±0.0012, F1: 0.003088±0.0003, HIT_RATE: 0.016983±0.0019, ARHR: 0.006613±0.0011, RMSE: 0.999883±0.0000, NOVELTY: 0.004646±0.0000, AVERAGE_POPULARITY: 0.041327±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.989710±0.0000, DIVERSITY_HERFINDAHL: 0.998949±0.0000, COVERAGE_ITEM: 0.439611±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347334±0.0005, SHANNON_ENTROPY: 11.513602±0.0036, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 3, 'shrink': 29, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.008993±0.0018, PRECISION: 0.001423±0.0002, PRECISION_RECALL_MIN_DEN: 0.014228±0.0024, RECALL: 0.014228±0.0024, MAP: 0.006148±0.0011, MRR: 0.006148±0.0011, NDCG: 0.008021±0.0014, F1: 0.002587±0.0004, HIT_RATE: 0.014228±0.0024, ARHR: 0.006148±0.0011, RMSE: 0.995164±0.0003, NOVELTY: 0.004603±0.0000, AVERAGE_POPULARITY: 0.037562±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.990840±0.0000, DIVERSITY_HERFINDAHL: 0.999062±0.0000, COVERAGE_ITEM: 0.407851±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.352200±0.0010, SHANNON_ENTROPY: 11.483971±0.0023, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 998, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.005982±0.0009, PRECISION: 0.001007±0.0001, PRECISION_RECALL_MIN_DEN: 0.010072±0.0012, RECALL: 0.010072±0.0012, MAP: 0.003919±0.0007, MRR: 0.003919±0.0007, NDCG: 0.005337±0.0008, F1: 0.001831±0.0002, HIT_RATE: 0.010072±0.0012, ARHR: 0.003919±0.0007, RMSE: 0.669993±0.0018, NOVELTY: 0.006449±0.0000, AVERAGE_POPULARITY: 0.066236±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993213±0.0000, DIVERSITY_HERFINDAHL: 0.999299±0.0000, COVERAGE_ITEM: 0.362379±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347513±0.0010, SHANNON_ENTROPY: 11.459272±0.0032, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 9, 'shrink': 5, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.009631±0.0013, PRECISION: 0.001635±0.0002, PRECISION_RECALL_MIN_DEN: 0.016350±0.0016, RECALL: 0.016350±0.0016, MAP: 0.005937±0.0008, MRR: 0.005937±0.0008, NDCG: 0.008353±0.0010, F1: 0.002973±0.0003, HIT_RATE: 0.016350±0.0016, ARHR: 0.005937±0.0008, RMSE: 0.977298±0.0012, NOVELTY: 0.004793±0.0000, AVERAGE_POPULARITY: 0.050415±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.991751±0.0001, DIVERSITY_HERFINDAHL: 0.999153±0.0000, COVERAGE_ITEM: 0.477188±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.365594±0.0005, SHANNON_ENTROPY: 11.736426±0.0032, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 16, 'shrink': 9, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.010594±0.0012, PRECISION: 0.001662±0.0002, PRECISION_RECALL_MIN_DEN: 0.016621±0.0020, RECALL: 0.016621±0.0020, MAP: 0.006754±0.0009, MRR: 0.006754±0.0009, NDCG: 0.009060±0.0011, F1: 0.003022±0.0004, HIT_RATE: 0.016621±0.0020, ARHR: 0.006754±0.0009, RMSE: 0.977947±0.0011, NOVELTY: 0.004849±0.0000, AVERAGE_POPULARITY: 0.057981±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993857±0.0000, DIVERSITY_HERFINDAHL: 0.999363±0.0000, COVERAGE_ITEM: 0.500676±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.389142±0.0005, SHANNON_ENTROPY: 11.962512±0.0027, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 6, 'shrink': 1992, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010338±0.0013, PRECISION: 0.001658±0.0002, PRECISION_RECALL_MIN_DEN: 0.016576±0.0021, RECALL: 0.016576±0.0021, MAP: 0.006663±0.0011, MRR: 0.006663±0.0011, NDCG: 0.008968±0.0012, F1: 0.003014±0.0004, HIT_RATE: 0.016576±0.0021, ARHR: 0.006663±0.0011, RMSE: 0.999875±0.0000, NOVELTY: 0.004701±0.0000, AVERAGE_POPULARITY: 0.044808±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.990064±0.0000, DIVERSITY_HERFINDAHL: 0.998984±0.0000, COVERAGE_ITEM: 0.449376±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.351181±0.0008, SHANNON_ENTROPY: 11.562734±0.0036, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1000, 'shrink': 1990, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.006725±0.0006, PRECISION: 0.001079±0.0001, PRECISION_RECALL_MIN_DEN: 0.010795±0.0007, RECALL: 0.010795±0.0007, MAP: 0.004318±0.0005, MRR: 0.004318±0.0005, NDCG: 0.005825±0.0005, F1: 0.001963±0.0001, HIT_RATE: 0.010795±0.0007, ARHR: 0.004318±0.0005, RMSE: 0.998524±0.0000, NOVELTY: 0.006641±0.0000, AVERAGE_POPULARITY: 0.069940±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992930±0.0000, DIVERSITY_HERFINDAHL: 0.999271±0.0000, COVERAGE_ITEM: 0.354680±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.342361±0.0004, SHANNON_ENTROPY: 11.406589±0.0047, 
