CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4283654890234154, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053363±0.0012, PRECISION: 0.007358±0.0002, PRECISION_RECALL_MIN_DEN: 0.073585±0.0015, RECALL: 0.073585±0.0015, MAP: 0.039614±0.0010, MRR: 0.039614±0.0010, NDCG: 0.047604±0.0011, F1: 0.013379±0.0003, HIT_RATE: 0.073585±0.0015, ARHR: 0.039614±0.0010, RMSE: 0.957146±0.0003, NOVELTY: 0.005198±0.0000, AVERAGE_POPULARITY: 0.686627±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.800476±0.0005, DIVERSITY_HERFINDAHL: 0.980043±0.0000, COVERAGE_ITEM: 0.269889±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062608±0.0005, SHANNON_ENTROPY: 7.121471±0.0073, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 66, 'shrink': 1958, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9091582539905376, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.073791±0.0010, PRECISION: 0.009764±0.0001, PRECISION_RECALL_MIN_DEN: 0.097642±0.0012, RECALL: 0.097642±0.0012, MAP: 0.054121±0.0008, MRR: 0.054121±0.0008, NDCG: 0.064473±0.0008, F1: 0.017753±0.0002, HIT_RATE: 0.097642±0.0012, ARHR: 0.054121±0.0008, RMSE: 0.866629±0.0023, NOVELTY: 0.006804±0.0000, AVERAGE_POPULARITY: 0.195217±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.992826±0.0000, DIVERSITY_HERFINDAHL: 0.999277±0.0000, COVERAGE_ITEM: 0.722985±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.283769±0.0007, SHANNON_ENTROPY: 11.906026±0.0037, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 235, 'shrink': 885, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7678505951876748, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068885±0.0009, PRECISION: 0.009044±0.0001, PRECISION_RECALL_MIN_DEN: 0.090443±0.0011, RECALL: 0.090443±0.0011, MAP: 0.051015±0.0009, MRR: 0.051015±0.0009, NDCG: 0.060398±0.0009, F1: 0.016444±0.0002, HIT_RATE: 0.090443±0.0011, ARHR: 0.051015±0.0009, RMSE: 0.804830±0.0032, NOVELTY: 0.007310±0.0000, AVERAGE_POPULARITY: 0.179323±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.993062±0.0000, DIVERSITY_HERFINDAHL: 0.999301±0.0000, COVERAGE_ITEM: 0.738935±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.336288±0.0019, SHANNON_ENTROPY: 12.177886±0.0064, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 66, 'shrink': 321, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1043376208191509, 'feature_weighting': 'none'} - results: ROC_AUC: 0.059907±0.0013, PRECISION: 0.008098±0.0002, PRECISION_RECALL_MIN_DEN: 0.080977±0.0016, RECALL: 0.080977±0.0016, MAP: 0.044425±0.0012, MRR: 0.044425±0.0012, NDCG: 0.053059±0.0013, F1: 0.014723±0.0003, HIT_RATE: 0.080977±0.0016, ARHR: 0.044425±0.0012, RMSE: 0.950695±0.0006, NOVELTY: 0.005658±0.0000, AVERAGE_POPULARITY: 0.500583±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.931528±0.0006, DIVERSITY_HERFINDAHL: 0.993148±0.0001, COVERAGE_ITEM: 0.487137±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122133±0.0005, SHANNON_ENTROPY: 9.205126±0.0091, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 610, 'shrink': 1506, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.10917913373636681, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066427±0.0013, PRECISION: 0.009036±0.0002, PRECISION_RECALL_MIN_DEN: 0.090363±0.0017, RECALL: 0.090363±0.0017, MAP: 0.048907±0.0011, MRR: 0.048907±0.0011, NDCG: 0.058699±0.0012, F1: 0.016430±0.0003, HIT_RATE: 0.090363±0.0017, ARHR: 0.048907±0.0011, RMSE: 1.361458±0.0085, NOVELTY: 0.005409±0.0000, AVERAGE_POPULARITY: 0.581855±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.893422±0.0006, DIVERSITY_HERFINDAHL: 0.989337±0.0001, COVERAGE_ITEM: 0.347261±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083825±0.0006, SHANNON_ENTROPY: 8.210721±0.0091, 
CrossSearchBayesianSkopt: New best config found. Config 31: {'topK': 95, 'shrink': 1178, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1977110719739952, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075138±0.0009, PRECISION: 0.010228±0.0001, PRECISION_RECALL_MIN_DEN: 0.102278±0.0008, RECALL: 0.102278±0.0008, MAP: 0.054731±0.0008, MRR: 0.054731±0.0008, NDCG: 0.065977±0.0008, F1: 0.018596±0.0001, HIT_RATE: 0.102278±0.0008, ARHR: 0.054731±0.0008, RMSE: 1.118261±0.0058, NOVELTY: 0.005900±0.0000, AVERAGE_POPULARITY: 0.404145±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.965846±0.0003, DIVERSITY_HERFINDAHL: 0.996579±0.0000, COVERAGE_ITEM: 0.512517±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154393±0.0006, SHANNON_ENTROPY: 9.990299±0.0125, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 568, 'shrink': 1935, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2105111503221404, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.070485±0.0007, PRECISION: 0.009361±0.0001, PRECISION_RECALL_MIN_DEN: 0.093610±0.0012, RECALL: 0.093610±0.0012, MAP: 0.051431±0.0006, MRR: 0.051431±0.0006, NDCG: 0.061467±0.0006, F1: 0.017020±0.0002, HIT_RATE: 0.093610±0.0012, ARHR: 0.051431±0.0006, RMSE: 0.827466±0.0016, NOVELTY: 0.006991±0.0000, AVERAGE_POPULARITY: 0.162728±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.994136±0.0000, DIVERSITY_HERFINDAHL: 0.999408±0.0000, COVERAGE_ITEM: 0.666526±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.369091±0.0006, SHANNON_ENTROPY: 12.191617±0.0028, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 183, 'shrink': 1498, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9709969193039767, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070404±0.0010, PRECISION: 0.009546±0.0001, PRECISION_RECALL_MIN_DEN: 0.095455±0.0009, RECALL: 0.095455±0.0009, MAP: 0.051731±0.0009, MRR: 0.051731±0.0009, NDCG: 0.062067±0.0009, F1: 0.017355±0.0002, HIT_RATE: 0.095455±0.0009, ARHR: 0.051731±0.0009, RMSE: 1.226721±0.0084, NOVELTY: 0.005629±0.0000, AVERAGE_POPULARITY: 0.488346±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.942624±0.0004, DIVERSITY_HERFINDAHL: 0.994257±0.0000, COVERAGE_ITEM: 0.427997±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.109724±0.0005, SHANNON_ENTROPY: 9.157145±0.0058, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 424, 'shrink': 155, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6030789223175724, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.073291±0.0014, PRECISION: 0.009981±0.0001, PRECISION_RECALL_MIN_DEN: 0.099806±0.0011, RECALL: 0.099806±0.0011, MAP: 0.053185±0.0011, MRR: 0.053185±0.0011, NDCG: 0.064218±0.0011, F1: 0.018147±0.0002, HIT_RATE: 0.099806±0.0011, ARHR: 0.053185±0.0011, RMSE: 7.144386±0.0322, NOVELTY: 0.005658±0.0000, AVERAGE_POPULARITY: 0.494680±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.937228±0.0002, DIVERSITY_HERFINDAHL: 0.993717±0.0000, COVERAGE_ITEM: 0.460676±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119332±0.0004, SHANNON_ENTROPY: 9.167510±0.0057, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 444, 'shrink': 348, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8026609607673458, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.028690±0.0009, PRECISION: 0.004052±0.0001, PRECISION_RECALL_MIN_DEN: 0.040517±0.0010, RECALL: 0.040517±0.0010, MAP: 0.020580±0.0008, MRR: 0.020580±0.0008, NDCG: 0.025264±0.0008, F1: 0.007367±0.0002, HIT_RATE: 0.040517±0.0010, ARHR: 0.020580±0.0008, RMSE: 0.753760±0.0033, NOVELTY: 0.008343±0.0000, AVERAGE_POPULARITY: 0.029053±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998214±0.0000, DIVERSITY_HERFINDAHL: 0.999816±0.0000, COVERAGE_ITEM: 0.655366±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.525794±0.0016, SHANNON_ENTROPY: 12.978252±0.0047, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 436, 'shrink': 1891, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0703073619871315, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.071196±0.0007, PRECISION: 0.009485±0.0001, PRECISION_RECALL_MIN_DEN: 0.094851±0.0011, RECALL: 0.094851±0.0011, MAP: 0.052016±0.0006, MRR: 0.052016±0.0006, NDCG: 0.062199±0.0006, F1: 0.017246±0.0002, HIT_RATE: 0.094851±0.0011, ARHR: 0.052016±0.0006, RMSE: 0.837332±0.0016, NOVELTY: 0.006980±0.0000, AVERAGE_POPULARITY: 0.174315±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.993745±0.0000, DIVERSITY_HERFINDAHL: 0.999369±0.0000, COVERAGE_ITEM: 0.668062±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.371175±0.0003, SHANNON_ENTROPY: 12.170816±0.0025, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 722, 'shrink': 292, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3888275652141642, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065455±0.0011, PRECISION: 0.008799±0.0001, PRECISION_RECALL_MIN_DEN: 0.087994±0.0009, RECALL: 0.087994±0.0009, MAP: 0.047933±0.0009, MRR: 0.047933±0.0009, NDCG: 0.057430±0.0009, F1: 0.015999±0.0002, HIT_RATE: 0.087994±0.0009, ARHR: 0.047933±0.0009, RMSE: 0.953073±0.0002, NOVELTY: 0.005920±0.0000, AVERAGE_POPULARITY: 0.311720±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.977969±0.0002, DIVERSITY_HERFINDAHL: 0.997791±0.0000, COVERAGE_ITEM: 0.393393±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133728±0.0005, SHANNON_ENTROPY: 9.964135±0.0045, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 428, 'shrink': 1986, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.12873179626788048, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067508±0.0014, PRECISION: 0.009159±0.0002, PRECISION_RECALL_MIN_DEN: 0.091594±0.0017, RECALL: 0.091594±0.0017, MAP: 0.049680±0.0011, MRR: 0.049680±0.0011, NDCG: 0.059587±0.0012, F1: 0.016653±0.0003, HIT_RATE: 0.091594±0.0017, ARHR: 0.049680±0.0011, RMSE: 1.084360±0.0070, NOVELTY: 0.005467±0.0000, AVERAGE_POPULARITY: 0.556032±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.910264±0.0002, DIVERSITY_HERFINDAHL: 0.991021±0.0000, COVERAGE_ITEM: 0.370587±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.090609±0.0005, SHANNON_ENTROPY: 8.483521±0.0063, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 99, 'shrink': 1844, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.952801410877099, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075041±0.0009, PRECISION: 0.010234±0.0001, PRECISION_RECALL_MIN_DEN: 0.102335±0.0010, RECALL: 0.102335±0.0010, MAP: 0.054692±0.0008, MRR: 0.054692±0.0008, NDCG: 0.065956±0.0008, F1: 0.018606±0.0002, HIT_RATE: 0.102335±0.0010, ARHR: 0.054692±0.0008, RMSE: 0.965280±0.0038, NOVELTY: 0.005893±0.0000, AVERAGE_POPULARITY: 0.406594±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.965265±0.0003, DIVERSITY_HERFINDAHL: 0.996521±0.0000, COVERAGE_ITEM: 0.510884±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153462±0.0006, SHANNON_ENTROPY: 9.969443±0.0116, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 212, 'shrink': 1973, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.63145476547313, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056577±0.0010, PRECISION: 0.007764±0.0001, PRECISION_RECALL_MIN_DEN: 0.077640±0.0011, RECALL: 0.077640±0.0011, MAP: 0.041740±0.0009, MRR: 0.041740±0.0009, NDCG: 0.050197±0.0010, F1: 0.014116±0.0002, HIT_RATE: 0.077640±0.0011, ARHR: 0.041740±0.0009, RMSE: 0.988761±0.0001, NOVELTY: 0.005370±0.0000, AVERAGE_POPULARITY: 0.612593±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.868260±0.0005, DIVERSITY_HERFINDAHL: 0.986821±0.0000, COVERAGE_ITEM: 0.371549±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.085965±0.0006, SHANNON_ENTROPY: 8.013709±0.0075, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 800, 'shrink': 1152, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.09216611998433268, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074433±0.0008, PRECISION: 0.010063±0.0001, PRECISION_RECALL_MIN_DEN: 0.100626±0.0012, RECALL: 0.100626±0.0012, MAP: 0.054296±0.0009, MRR: 0.054296±0.0009, NDCG: 0.065268±0.0009, F1: 0.018296±0.0002, HIT_RATE: 0.100626±0.0012, ARHR: 0.054296±0.0009, RMSE: 0.837810±0.0017, NOVELTY: 0.006155±0.0000, AVERAGE_POPULARITY: 0.363467±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.972291±0.0002, DIVERSITY_HERFINDAHL: 0.997224±0.0000, COVERAGE_ITEM: 0.594874±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.215695±0.0009, SHANNON_ENTROPY: 10.646935±0.0105, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 937, 'shrink': 182, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5942362573604444, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051990±0.0011, PRECISION: 0.007169±0.0001, PRECISION_RECALL_MIN_DEN: 0.071694±0.0014, RECALL: 0.071694±0.0014, MAP: 0.038327±0.0011, MRR: 0.038327±0.0011, NDCG: 0.046182±0.0012, F1: 0.013035±0.0002, HIT_RATE: 0.071694±0.0014, ARHR: 0.038327±0.0011, RMSE: 0.877772±0.0009, NOVELTY: 0.005130±0.0000, AVERAGE_POPULARITY: 0.717039±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.763539±0.0003, DIVERSITY_HERFINDAHL: 0.976350±0.0000, COVERAGE_ITEM: 0.219000±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.053182±0.0002, SHANNON_ENTROPY: 6.723393±0.0078, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 754, 'shrink': 1289, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2440438420186853, 'feature_weighting': 'none'} - results: ROC_AUC: 0.054744±0.0012, PRECISION: 0.007480±0.0002, PRECISION_RECALL_MIN_DEN: 0.074804±0.0020, RECALL: 0.074804±0.0020, MAP: 0.040571±0.0012, MRR: 0.040571±0.0012, NDCG: 0.048637±0.0013, F1: 0.013601±0.0004, HIT_RATE: 0.074804±0.0020, ARHR: 0.040571±0.0012, RMSE: 0.983760±0.0001, NOVELTY: 0.005193±0.0000, AVERAGE_POPULARITY: 0.690375±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.799228±0.0002, DIVERSITY_HERFINDAHL: 0.979918±0.0000, COVERAGE_ITEM: 0.277643±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.057085±0.0004, SHANNON_ENTROPY: 7.049968±0.0096, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 939, 'shrink': 353, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8139826264547938, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062596±0.0010, PRECISION: 0.008346±0.0001, PRECISION_RECALL_MIN_DEN: 0.083461±0.0008, RECALL: 0.083461±0.0008, MAP: 0.045925±0.0007, MRR: 0.045925±0.0007, NDCG: 0.054841±0.0007, F1: 0.015175±0.0001, HIT_RATE: 0.083461±0.0008, ARHR: 0.045925±0.0007, RMSE: 0.957380±0.0002, NOVELTY: 0.005989±0.0000, AVERAGE_POPULARITY: 0.280686±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979353±0.0002, DIVERSITY_HERFINDAHL: 0.997930±0.0000, COVERAGE_ITEM: 0.406715±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138295±0.0005, SHANNON_ENTROPY: 10.061935±0.0042, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 544, 'shrink': 1252, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.15461011661925997, 'feature_weighting': 'none'} - results: ROC_AUC: 0.055496±0.0013, PRECISION: 0.007614±0.0002, PRECISION_RECALL_MIN_DEN: 0.076136±0.0016, RECALL: 0.076136±0.0016, MAP: 0.041176±0.0011, MRR: 0.041176±0.0011, NDCG: 0.049407±0.0012, F1: 0.013843±0.0003, HIT_RATE: 0.076136±0.0016, ARHR: 0.041176±0.0011, RMSE: 0.984179±0.0001, NOVELTY: 0.005230±0.0000, AVERAGE_POPULARITY: 0.673760±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.818101±0.0003, DIVERSITY_HERFINDAHL: 0.981805±0.0000, COVERAGE_ITEM: 0.301627±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062386±0.0005, SHANNON_ENTROPY: 7.265543±0.0093, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 80, 'shrink': 514, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.40834671616124096, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060009±0.0011, PRECISION: 0.008147±0.0001, PRECISION_RECALL_MIN_DEN: 0.081467±0.0014, RECALL: 0.081467±0.0014, MAP: 0.044345±0.0009, MRR: 0.044345±0.0009, NDCG: 0.053111±0.0010, F1: 0.014812±0.0003, HIT_RATE: 0.081467±0.0014, ARHR: 0.044345±0.0009, RMSE: 0.965715±0.0003, NOVELTY: 0.005607±0.0000, AVERAGE_POPULARITY: 0.518931±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.923386±0.0005, DIVERSITY_HERFINDAHL: 0.992333±0.0001, COVERAGE_ITEM: 0.467402±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116295±0.0006, SHANNON_ENTROPY: 9.021540±0.0079, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 589, 'shrink': 311, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5983371250632091, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066467±0.0013, PRECISION: 0.009039±0.0002, PRECISION_RECALL_MIN_DEN: 0.090386±0.0018, RECALL: 0.090386±0.0018, MAP: 0.048916±0.0012, MRR: 0.048916±0.0012, NDCG: 0.058713±0.0013, F1: 0.016434±0.0003, HIT_RATE: 0.090386±0.0018, ARHR: 0.048916±0.0012, RMSE: 6.553569±0.0335, NOVELTY: 0.005414±0.0000, AVERAGE_POPULARITY: 0.579502±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.895054±0.0004, DIVERSITY_HERFINDAHL: 0.989500±0.0000, COVERAGE_ITEM: 0.349824±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.084447±0.0006, SHANNON_ENTROPY: 8.236215±0.0083, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 96, 'shrink': 420, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8068466795350853, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075101±0.0009, PRECISION: 0.010228±0.0001, PRECISION_RECALL_MIN_DEN: 0.102278±0.0009, RECALL: 0.102278±0.0009, MAP: 0.054709±0.0008, MRR: 0.054709±0.0008, NDCG: 0.065958±0.0008, F1: 0.018596±0.0002, HIT_RATE: 0.102278±0.0009, ARHR: 0.054709±0.0008, RMSE: 2.252280±0.0130, NOVELTY: 0.005898±0.0000, AVERAGE_POPULARITY: 0.404733±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.965704±0.0003, DIVERSITY_HERFINDAHL: 0.996565±0.0000, COVERAGE_ITEM: 0.512117±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154173±0.0006, SHANNON_ENTROPY: 9.985279±0.0124, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 168, 'shrink': 558, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9676227384730931, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065884±0.0013, PRECISION: 0.008862±0.0001, PRECISION_RECALL_MIN_DEN: 0.088621±0.0012, RECALL: 0.088621±0.0012, MAP: 0.048381±0.0011, MRR: 0.048381±0.0011, NDCG: 0.057913±0.0011, F1: 0.016113±0.0002, HIT_RATE: 0.088621±0.0012, ARHR: 0.048381±0.0011, RMSE: 0.976319±0.0002, NOVELTY: 0.005644±0.0000, AVERAGE_POPULARITY: 0.463992±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.952244±0.0004, DIVERSITY_HERFINDAHL: 0.995219±0.0000, COVERAGE_ITEM: 0.409170±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108298±0.0006, SHANNON_ENTROPY: 9.240534±0.0089, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 145, 'shrink': 1070, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.026408385310126, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063833±0.0013, PRECISION: 0.008603±0.0001, PRECISION_RECALL_MIN_DEN: 0.086035±0.0013, RECALL: 0.086035±0.0013, MAP: 0.047300±0.0011, MRR: 0.047300±0.0011, NDCG: 0.056456±0.0011, F1: 0.015643±0.0002, HIT_RATE: 0.086035±0.0013, ARHR: 0.047300±0.0011, RMSE: 0.985302±0.0001, NOVELTY: 0.005638±0.0000, AVERAGE_POPULARITY: 0.496376±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.938640±0.0005, DIVERSITY_HERFINDAHL: 0.993859±0.0000, COVERAGE_ITEM: 0.454966±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108842±0.0006, SHANNON_ENTROPY: 9.076127±0.0107, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3, 'shrink': 243, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.070665781279652, 'feature_weighting': 'none'} - results: ROC_AUC: 0.058668±0.0013, PRECISION: 0.007725±0.0001, PRECISION_RECALL_MIN_DEN: 0.077253±0.0013, RECALL: 0.077253±0.0013, MAP: 0.043385±0.0011, MRR: 0.043385±0.0011, NDCG: 0.051440±0.0011, F1: 0.014046±0.0002, HIT_RATE: 0.077253±0.0013, ARHR: 0.043385±0.0011, RMSE: 0.974230±0.0006, NOVELTY: 0.006507±0.0000, AVERAGE_POPULARITY: 0.254148±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.983210±0.0001, DIVERSITY_HERFINDAHL: 0.998315±0.0000, COVERAGE_ITEM: 0.514355±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.206296±0.0012, SHANNON_ENTROPY: 10.828712±0.0077, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 798, 'shrink': 1080, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1478823455973066, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.064823±0.0008, PRECISION: 0.008499±0.0001, PRECISION_RECALL_MIN_DEN: 0.084987±0.0011, RECALL: 0.084987±0.0011, MAP: 0.047610±0.0005, MRR: 0.047610±0.0005, NDCG: 0.056523±0.0005, F1: 0.015452±0.0002, HIT_RATE: 0.084987±0.0011, ARHR: 0.047610±0.0005, RMSE: 0.796288±0.0025, NOVELTY: 0.007446±0.0000, AVERAGE_POPULARITY: 0.111872±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.996254±0.0000, DIVERSITY_HERFINDAHL: 0.999620±0.0000, COVERAGE_ITEM: 0.694350±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.448561±0.0003, SHANNON_ENTROPY: 12.646869±0.0033, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 613, 'shrink': 300, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.789796542938921, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066417±0.0013, PRECISION: 0.009031±0.0002, PRECISION_RECALL_MIN_DEN: 0.090306±0.0017, RECALL: 0.090306±0.0017, MAP: 0.048854±0.0011, MRR: 0.048854±0.0011, NDCG: 0.058647±0.0012, F1: 0.016419±0.0003, HIT_RATE: 0.090306±0.0017, ARHR: 0.048854±0.0011, RMSE: 6.856404±0.0366, NOVELTY: 0.005408±0.0000, AVERAGE_POPULARITY: 0.582185±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.893198±0.0006, DIVERSITY_HERFINDAHL: 0.989315±0.0001, COVERAGE_ITEM: 0.346905±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083725±0.0005, SHANNON_ENTROPY: 8.207020±0.0091, 
