CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4283654890234154, 'tversky_beta': 0.41701133104262167} - results: ROC_AUC: 0.066121±0.0015, PRECISION: 0.008963±0.0002, PRECISION_RECALL_MIN_DEN: 0.089634±0.0017, RECALL: 0.089634±0.0017, MAP: 0.048763±0.0013, MRR: 0.048763±0.0013, NDCG: 0.058424±0.0014, F1: 0.016297±0.0003, HIT_RATE: 0.089634±0.0017, ARHR: 0.048763±0.0013, RMSE: 0.978286±0.0001, NOVELTY: 0.005504±0.0000, AVERAGE_POPULARITY: 0.512449±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.932363±0.0003, DIVERSITY_HERFINDAHL: 0.993231±0.0000, COVERAGE_ITEM: 0.324736±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092321±0.0004, SHANNON_ENTROPY: 8.699944±0.0064, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 66, 'shrink': 1958, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.9091582539905376, 'tversky_beta': 1.4561019263870147} - results: ROC_AUC: 0.064492±0.0011, PRECISION: 0.008715±0.0001, PRECISION_RECALL_MIN_DEN: 0.087151±0.0013, RECALL: 0.087151±0.0013, MAP: 0.047546±0.0011, MRR: 0.047546±0.0011, NDCG: 0.056911±0.0011, F1: 0.015846±0.0002, HIT_RATE: 0.087151±0.0013, ARHR: 0.047546±0.0011, RMSE: 0.994182±0.0001, NOVELTY: 0.005682±0.0000, AVERAGE_POPULARITY: 0.475663±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.947191±0.0004, DIVERSITY_HERFINDAHL: 0.994714±0.0000, COVERAGE_ITEM: 0.468592±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118692±0.0006, SHANNON_ENTROPY: 9.344899±0.0089, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 235, 'shrink': 885, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.7678505951876748, 'tversky_beta': 1.4618124269438981} - results: ROC_AUC: 0.063744±0.0014, PRECISION: 0.008679±0.0002, PRECISION_RECALL_MIN_DEN: 0.086787±0.0019, RECALL: 0.086787±0.0019, MAP: 0.047080±0.0014, MRR: 0.047080±0.0014, NDCG: 0.056451±0.0015, F1: 0.015779±0.0003, HIT_RATE: 0.086787±0.0019, ARHR: 0.047080±0.0014, RMSE: 0.986759±0.0001, NOVELTY: 0.005453±0.0000, AVERAGE_POPULARITY: 0.557970±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.912893±0.0003, DIVERSITY_HERFINDAHL: 0.991284±0.0000, COVERAGE_ITEM: 0.369819±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.087495±0.0006, SHANNON_ENTROPY: 8.460245±0.0088, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 66, 'shrink': 321, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.1043376208191509, 'tversky_beta': 0.011539247061778559} - results: ROC_AUC: 0.067722±0.0010, PRECISION: 0.009141±0.0001, PRECISION_RECALL_MIN_DEN: 0.091411±0.0010, RECALL: 0.091411±0.0010, MAP: 0.049784±0.0009, MRR: 0.049784±0.0009, NDCG: 0.059639±0.0008, F1: 0.016620±0.0002, HIT_RATE: 0.091411±0.0010, ARHR: 0.049784±0.0009, RMSE: 0.974655±0.0002, NOVELTY: 0.005972±0.0000, AVERAGE_POPULARITY: 0.336220±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.979590±0.0001, DIVERSITY_HERFINDAHL: 0.997953±0.0000, COVERAGE_ITEM: 0.480843±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148344±0.0006, SHANNON_ENTROPY: 10.269866±0.0074, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 610, 'shrink': 1506, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.10917913373636681, 'tversky_beta': 1.7967006239147227} - results: ROC_AUC: 0.055737±0.0013, PRECISION: 0.007648±0.0002, PRECISION_RECALL_MIN_DEN: 0.076478±0.0017, RECALL: 0.076478±0.0017, MAP: 0.041322±0.0011, MRR: 0.041322±0.0011, NDCG: 0.049599±0.0012, F1: 0.013905±0.0003, HIT_RATE: 0.076478±0.0017, ARHR: 0.041322±0.0011, RMSE: 0.988038±0.0001, NOVELTY: 0.005215±0.0000, AVERAGE_POPULARITY: 0.680050±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.811710±0.0002, DIVERSITY_HERFINDAHL: 0.981166±0.0000, COVERAGE_ITEM: 0.290727±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.060489±0.0005, SHANNON_ENTROPY: 7.186708±0.0083, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 95, 'shrink': 1178, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.1977110719739952, 'tversky_beta': 1.1059542587667368} - results: ROC_AUC: 0.065920±0.0012, PRECISION: 0.008917±0.0001, PRECISION_RECALL_MIN_DEN: 0.089167±0.0008, RECALL: 0.089167±0.0008, MAP: 0.048623±0.0011, MRR: 0.048623±0.0011, NDCG: 0.058208±0.0010, F1: 0.016212±0.0002, HIT_RATE: 0.089167±0.0008, ARHR: 0.048623±0.0011, RMSE: 0.990883±0.0001, NOVELTY: 0.005654±0.0000, AVERAGE_POPULARITY: 0.476063±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.948098±0.0004, DIVERSITY_HERFINDAHL: 0.994804±0.0000, COVERAGE_ITEM: 0.442098±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112649±0.0005, SHANNON_ENTROPY: 9.267214±0.0086, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 568, 'shrink': 1935, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.2105111503221404, 'tversky_beta': 0.9174993291041735} - results: ROC_AUC: 0.059228±0.0013, PRECISION: 0.008086±0.0001, PRECISION_RECALL_MIN_DEN: 0.080863±0.0011, RECALL: 0.080863±0.0011, MAP: 0.043989±0.0012, MRR: 0.043989±0.0012, NDCG: 0.052679±0.0012, F1: 0.014702±0.0002, HIT_RATE: 0.080863±0.0011, ARHR: 0.043989±0.0012, RMSE: 0.990331±0.0001, NOVELTY: 0.005295±0.0000, AVERAGE_POPULARITY: 0.631113±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.860634±0.0004, DIVERSITY_HERFINDAHL: 0.986059±0.0000, COVERAGE_ITEM: 0.305942±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.068181±0.0005, SHANNON_ENTROPY: 7.670566±0.0099, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 183, 'shrink': 1498, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9709969193039767, 'tversky_beta': 1.9043235331894843} - results: ROC_AUC: 0.065764±0.0010, PRECISION: 0.008878±0.0001, PRECISION_RECALL_MIN_DEN: 0.088780±0.0011, RECALL: 0.088780±0.0011, MAP: 0.048387±0.0011, MRR: 0.048387±0.0011, NDCG: 0.057944±0.0011, F1: 0.016142±0.0002, HIT_RATE: 0.088780±0.0011, ARHR: 0.048387±0.0011, RMSE: 0.992447±0.0001, NOVELTY: 0.005547±0.0000, AVERAGE_POPULARITY: 0.513204±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.934253±0.0004, DIVERSITY_HERFINDAHL: 0.993420±0.0000, COVERAGE_ITEM: 0.393404±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.098338±0.0006, SHANNON_ENTROPY: 8.866680±0.0072, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 424, 'shrink': 155, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.6030789223175724, 'tversky_beta': 0.8634008947699194} - results: ROC_AUC: 0.068823±0.0015, PRECISION: 0.009231±0.0002, PRECISION_RECALL_MIN_DEN: 0.092311±0.0018, RECALL: 0.092311±0.0018, MAP: 0.050897±0.0012, MRR: 0.050897±0.0012, NDCG: 0.060705±0.0013, F1: 0.016784±0.0003, HIT_RATE: 0.092311±0.0018, ARHR: 0.050897±0.0012, RMSE: 0.961578±0.0002, NOVELTY: 0.005547±0.0000, AVERAGE_POPULARITY: 0.502672±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.936491±0.0002, DIVERSITY_HERFINDAHL: 0.993644±0.0000, COVERAGE_ITEM: 0.345996±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.101161±0.0005, SHANNON_ENTROPY: 8.891196±0.0058, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 444, 'shrink': 348, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8026609607673458, 'tversky_beta': 1.03986117151412} - results: ROC_AUC: 0.070266±0.0015, PRECISION: 0.009415±0.0002, PRECISION_RECALL_MIN_DEN: 0.094145±0.0019, RECALL: 0.094145±0.0019, MAP: 0.051698±0.0013, MRR: 0.051698±0.0013, NDCG: 0.061761±0.0014, F1: 0.017117±0.0003, HIT_RATE: 0.094145±0.0019, ARHR: 0.051698±0.0013, RMSE: 0.979245±0.0001, NOVELTY: 0.005682±0.0000, AVERAGE_POPULARITY: 0.438336±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.956966±0.0003, DIVERSITY_HERFINDAHL: 0.995691±0.0000, COVERAGE_ITEM: 0.371441±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116542±0.0005, SHANNON_ENTROPY: 9.382280±0.0080, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 436, 'shrink': 1891, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.0703073619871315, 'tversky_beta': 1.0557620565935817} - results: ROC_AUC: 0.059752±0.0015, PRECISION: 0.008142±0.0002, PRECISION_RECALL_MIN_DEN: 0.081422±0.0019, RECALL: 0.081422±0.0019, MAP: 0.044351±0.0012, MRR: 0.044351±0.0012, NDCG: 0.053091±0.0014, F1: 0.014804±0.0003, HIT_RATE: 0.081422±0.0019, ARHR: 0.044351±0.0012, RMSE: 0.990566±0.0001, NOVELTY: 0.005326±0.0000, AVERAGE_POPULARITY: 0.619306±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.870191±0.0003, DIVERSITY_HERFINDAHL: 0.987014±0.0000, COVERAGE_ITEM: 0.327797±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.072340±0.0005, SHANNON_ENTROPY: 7.822772±0.0088, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 722, 'shrink': 292, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.3888275652141642, 'tversky_beta': 0.11080817608323537} - results: ROC_AUC: 0.068575±0.0013, PRECISION: 0.009261±0.0001, PRECISION_RECALL_MIN_DEN: 0.092607±0.0014, RECALL: 0.092607±0.0014, MAP: 0.050266±0.0009, MRR: 0.050266±0.0009, NDCG: 0.060293±0.0011, F1: 0.016838±0.0003, HIT_RATE: 0.092607±0.0014, ARHR: 0.050266±0.0009, RMSE: 0.963090±0.0002, NOVELTY: 0.005730±0.0000, AVERAGE_POPULARITY: 0.401807±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.965055±0.0003, DIVERSITY_HERFINDAHL: 0.996500±0.0000, COVERAGE_ITEM: 0.350105±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121196±0.0005, SHANNON_ENTROPY: 9.517749±0.0078, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 428, 'shrink': 1986, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.12873179626788048, 'tversky_beta': 1.9214027423792648} - results: ROC_AUC: 0.056606±0.0015, PRECISION: 0.007767±0.0002, PRECISION_RECALL_MIN_DEN: 0.077674±0.0018, RECALL: 0.077674±0.0018, MAP: 0.041875±0.0012, MRR: 0.041875±0.0012, NDCG: 0.050308±0.0014, F1: 0.014123±0.0003, HIT_RATE: 0.077674±0.0018, ARHR: 0.041875±0.0012, RMSE: 0.990937±0.0001, NOVELTY: 0.005266±0.0000, AVERAGE_POPULARITY: 0.657226±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.835455±0.0003, DIVERSITY_HERFINDAHL: 0.983541±0.0000, COVERAGE_ITEM: 0.320195±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.067248±0.0005, SHANNON_ENTROPY: 7.466728±0.0074, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 99, 'shrink': 1844, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.952801410877099, 'tversky_beta': 1.0683604369782236} - results: ROC_AUC: 0.063853±0.0011, PRECISION: 0.008666±0.0001, PRECISION_RECALL_MIN_DEN: 0.086661±0.0009, RECALL: 0.086661±0.0009, MAP: 0.047210±0.0011, MRR: 0.047210±0.0011, NDCG: 0.056525±0.0010, F1: 0.015757±0.0002, HIT_RATE: 0.086661±0.0009, ARHR: 0.047210±0.0011, RMSE: 0.992877±0.0001, NOVELTY: 0.005607±0.0000, AVERAGE_POPULARITY: 0.504471±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.935789±0.0004, DIVERSITY_HERFINDAHL: 0.993574±0.0000, COVERAGE_ITEM: 0.445396±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.109135±0.0006, SHANNON_ENTROPY: 9.060858±0.0091, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 212, 'shrink': 1973, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.63145476547313, 'tversky_beta': 0.019435574341426513} - results: ROC_AUC: 0.062641±0.0012, PRECISION: 0.008501±0.0002, PRECISION_RECALL_MIN_DEN: 0.085010±0.0015, RECALL: 0.085010±0.0015, MAP: 0.046227±0.0012, MRR: 0.046227±0.0012, NDCG: 0.055390±0.0012, F1: 0.015456±0.0003, HIT_RATE: 0.085010±0.0015, ARHR: 0.046227±0.0012, RMSE: 0.991266±0.0001, NOVELTY: 0.005491±0.0000, AVERAGE_POPULARITY: 0.541502±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.920602±0.0005, DIVERSITY_HERFINDAHL: 0.992055±0.0000, COVERAGE_ITEM: 0.387694±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.091900±0.0006, SHANNON_ENTROPY: 8.606044±0.0076, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 800, 'shrink': 1152, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.09216611998433268, 'tversky_beta': 0.9657445258140696} - results: ROC_AUC: 0.054468±0.0011, PRECISION: 0.007439±0.0002, PRECISION_RECALL_MIN_DEN: 0.074393±0.0020, RECALL: 0.074393±0.0020, MAP: 0.040307±0.0011, MRR: 0.040307±0.0011, NDCG: 0.048341±0.0013, F1: 0.013526±0.0004, HIT_RATE: 0.074393±0.0020, ARHR: 0.040307±0.0011, RMSE: 0.982579±0.0001, NOVELTY: 0.005182±0.0000, AVERAGE_POPULARITY: 0.696619±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.791484±0.0002, DIVERSITY_HERFINDAHL: 0.979144±0.0000, COVERAGE_ITEM: 0.272333±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.055900±0.0004, SHANNON_ENTROPY: 6.979367±0.0097, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 937, 'shrink': 182, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.5942362573604444, 'tversky_beta': 0.05906409288068383} - results: ROC_AUC: 0.066654±0.0013, PRECISION: 0.008987±0.0001, PRECISION_RECALL_MIN_DEN: 0.089874±0.0013, RECALL: 0.089874±0.0013, MAP: 0.049122±0.0011, MRR: 0.049122±0.0011, NDCG: 0.058766±0.0011, F1: 0.016341±0.0002, HIT_RATE: 0.089874±0.0013, ARHR: 0.049122±0.0011, RMSE: 0.930884±0.0004, NOVELTY: 0.005564±0.0000, AVERAGE_POPULARITY: 0.474970±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.944493±0.0004, DIVERSITY_HERFINDAHL: 0.994444±0.0000, COVERAGE_ITEM: 0.313566±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.101091±0.0005, SHANNON_ENTROPY: 8.934017±0.0073, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 754, 'shrink': 1289, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.2440438420186853, 'tversky_beta': 0.5365345971264185} - results: ROC_AUC: 0.054982±0.0012, PRECISION: 0.007486±0.0002, PRECISION_RECALL_MIN_DEN: 0.074860±0.0020, RECALL: 0.074860±0.0020, MAP: 0.040750±0.0011, MRR: 0.040750±0.0011, NDCG: 0.048794±0.0013, F1: 0.013611±0.0004, HIT_RATE: 0.074860±0.0020, ARHR: 0.040750±0.0011, RMSE: 0.983256±0.0001, NOVELTY: 0.005201±0.0000, AVERAGE_POPULARITY: 0.685655±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.804816±0.0002, DIVERSITY_HERFINDAHL: 0.980477±0.0000, COVERAGE_ITEM: 0.280238±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.057792±0.0004, SHANNON_ENTROPY: 7.097815±0.0086, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 939, 'shrink': 353, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8139826264547938, 'tversky_beta': 0.03331157095651505} - results: ROC_AUC: 0.068501±0.0012, PRECISION: 0.009235±0.0001, PRECISION_RECALL_MIN_DEN: 0.092345±0.0010, RECALL: 0.092345±0.0010, MAP: 0.050009±0.0009, MRR: 0.050009±0.0009, NDCG: 0.060044±0.0009, F1: 0.016790±0.0002, HIT_RATE: 0.092345±0.0010, ARHR: 0.050009±0.0009, RMSE: 0.967999±0.0002, NOVELTY: 0.005770±0.0000, AVERAGE_POPULARITY: 0.381199±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.968770±0.0003, DIVERSITY_HERFINDAHL: 0.996871±0.0000, COVERAGE_ITEM: 0.346677±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126516±0.0004, SHANNON_ENTROPY: 9.624988±0.0074, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 544, 'shrink': 1252, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.15461011661925997, 'tversky_beta': 0.06533290127046955} - results: ROC_AUC: 0.054848±0.0013, PRECISION: 0.007495±0.0002, PRECISION_RECALL_MIN_DEN: 0.074952±0.0019, RECALL: 0.074952±0.0019, MAP: 0.040703±0.0011, MRR: 0.040703±0.0011, NDCG: 0.048773±0.0013, F1: 0.013628±0.0003, HIT_RATE: 0.074952±0.0019, ARHR: 0.040703±0.0011, RMSE: 0.981294±0.0001, NOVELTY: 0.005233±0.0000, AVERAGE_POPULARITY: 0.673216±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.817827±0.0002, DIVERSITY_HERFINDAHL: 0.981778±0.0000, COVERAGE_ITEM: 0.307132±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062500±0.0005, SHANNON_ENTROPY: 7.269604±0.0090, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 80, 'shrink': 514, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.40834671616124096, 'tversky_beta': 0.3261616692614345} - results: ROC_AUC: 0.065191±0.0012, PRECISION: 0.008824±0.0001, PRECISION_RECALL_MIN_DEN: 0.088245±0.0012, RECALL: 0.088245±0.0012, MAP: 0.048082±0.0011, MRR: 0.048082±0.0011, NDCG: 0.057574±0.0011, F1: 0.016044±0.0002, HIT_RATE: 0.088245±0.0012, ARHR: 0.048082±0.0011, RMSE: 0.978592±0.0002, NOVELTY: 0.005682±0.0000, AVERAGE_POPULARITY: 0.470307±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.949573±0.0003, DIVERSITY_HERFINDAHL: 0.994952±0.0000, COVERAGE_ITEM: 0.460232±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117238±0.0007, SHANNON_ENTROPY: 9.354878±0.0099, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 589, 'shrink': 311, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.5983371250632091, 'tversky_beta': 1.3603794893361143} - results: ROC_AUC: 0.065548±0.0013, PRECISION: 0.008804±0.0002, PRECISION_RECALL_MIN_DEN: 0.088040±0.0016, RECALL: 0.088040±0.0016, MAP: 0.048648±0.0011, MRR: 0.048648±0.0011, NDCG: 0.057965±0.0013, F1: 0.016007±0.0003, HIT_RATE: 0.088040±0.0016, ARHR: 0.048648±0.0011, RMSE: 0.972703±0.0001, NOVELTY: 0.005383±0.0000, AVERAGE_POPULARITY: 0.580824±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.896987±0.0004, DIVERSITY_HERFINDAHL: 0.989694±0.0000, COVERAGE_ITEM: 0.304623±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.080016±0.0004, SHANNON_ENTROPY: 8.156414±0.0063, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 96, 'shrink': 420, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8068466795350853, 'tversky_beta': 0.7187611385657465} - results: ROC_AUC: 0.070412±0.0009, PRECISION: 0.009497±0.0001, PRECISION_RECALL_MIN_DEN: 0.094965±0.0007, RECALL: 0.094965±0.0007, MAP: 0.051600±0.0010, MRR: 0.051600±0.0010, NDCG: 0.061870±0.0008, F1: 0.017266±0.0001, HIT_RATE: 0.094965±0.0007, ARHR: 0.051600±0.0010, RMSE: 0.984821±0.0001, NOVELTY: 0.005865±0.0000, AVERAGE_POPULARITY: 0.373600±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.973936±0.0002, DIVERSITY_HERFINDAHL: 0.997388±0.0000, COVERAGE_ITEM: 0.442530±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136657±0.0006, SHANNON_ENTROPY: 9.987406±0.0072, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 168, 'shrink': 558, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.9676227384730931, 'tversky_beta': 0.0272211878370996} - results: ROC_AUC: 0.065882±0.0013, PRECISION: 0.008855±0.0001, PRECISION_RECALL_MIN_DEN: 0.088552±0.0013, RECALL: 0.088552±0.0013, MAP: 0.048384±0.0010, MRR: 0.048384±0.0010, NDCG: 0.057900±0.0011, F1: 0.016100±0.0002, HIT_RATE: 0.088552±0.0013, ARHR: 0.048384±0.0010, RMSE: 0.976356±0.0002, NOVELTY: 0.005644±0.0000, AVERAGE_POPULARITY: 0.463479±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.952408±0.0004, DIVERSITY_HERFINDAHL: 0.995235±0.0000, COVERAGE_ITEM: 0.409148±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108348±0.0005, SHANNON_ENTROPY: 9.243002±0.0088, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 145, 'shrink': 1070, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.026408385310126, 'tversky_beta': 0.2743150801572654} - results: ROC_AUC: 0.064063±0.0012, PRECISION: 0.008641±0.0001, PRECISION_RECALL_MIN_DEN: 0.086411±0.0011, RECALL: 0.086411±0.0011, MAP: 0.047326±0.0011, MRR: 0.047326±0.0011, NDCG: 0.056568±0.0011, F1: 0.015711±0.0002, HIT_RATE: 0.086411±0.0011, ARHR: 0.047326±0.0011, RMSE: 0.986710±0.0001, NOVELTY: 0.005581±0.0000, AVERAGE_POPULARITY: 0.504967±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.936831±0.0005, DIVERSITY_HERFINDAHL: 0.993678±0.0001, COVERAGE_ITEM: 0.419659±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103552±0.0005, SHANNON_ENTROPY: 8.980099±0.0088, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3, 'shrink': 243, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.070665781279652, 'tversky_beta': 0.5816160072085884} - results: ROC_AUC: 0.069557±0.0007, PRECISION: 0.009135±0.0001, PRECISION_RECALL_MIN_DEN: 0.091354±0.0008, RECALL: 0.091354±0.0008, MAP: 0.051050±0.0007, MRR: 0.051050±0.0007, NDCG: 0.060654±0.0006, F1: 0.016610±0.0001, HIT_RATE: 0.091354±0.0008, ARHR: 0.051050±0.0007, RMSE: 0.989579±0.0002, NOVELTY: 0.006385±0.0000, AVERAGE_POPULARITY: 0.240356±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.987970±0.0001, DIVERSITY_HERFINDAHL: 0.998791±0.0000, COVERAGE_ITEM: 0.500330±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.208802±0.0011, SHANNON_ENTROPY: 11.003684±0.0084, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 798, 'shrink': 1080, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.1478823455973066, 'tversky_beta': 0.8257740947730312} - results: ROC_AUC: 0.061299±0.0011, PRECISION: 0.008310±0.0001, PRECISION_RECALL_MIN_DEN: 0.083096±0.0014, RECALL: 0.083096±0.0014, MAP: 0.045522±0.0012, MRR: 0.045522±0.0012, NDCG: 0.054391±0.0012, F1: 0.015108±0.0003, HIT_RATE: 0.083096±0.0014, ARHR: 0.045522±0.0012, RMSE: 0.984537±0.0001, NOVELTY: 0.005306±0.0000, AVERAGE_POPULARITY: 0.617442±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.870904±0.0006, DIVERSITY_HERFINDAHL: 0.987085±0.0001, COVERAGE_ITEM: 0.283450±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069023±0.0003, SHANNON_ENTROPY: 7.753775±0.0079, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 613, 'shrink': 300, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.789796542938921, 'tversky_beta': 1.5223947411065852} - results: ROC_AUC: 0.070934±0.0015, PRECISION: 0.009511±0.0002, PRECISION_RECALL_MIN_DEN: 0.095113±0.0018, RECALL: 0.095113±0.0018, MAP: 0.052304±0.0013, MRR: 0.052304±0.0013, NDCG: 0.062450±0.0014, F1: 0.017293±0.0003, HIT_RATE: 0.095113±0.0018, ARHR: 0.052304±0.0013, RMSE: 0.979635±0.0001, NOVELTY: 0.005642±0.0000, AVERAGE_POPULARITY: 0.458488±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.949456±0.0002, DIVERSITY_HERFINDAHL: 0.994940±0.0000, COVERAGE_ITEM: 0.361016±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114218±0.0006, SHANNON_ENTROPY: 9.233560±0.0068, 
