SearchBayesianSkoptObject: New best config found. Config 0: {'ITEM_CBF_CF': 0.012601075148680144, 'ITEM_CF': 0.7521018211553344, 'ITEM_CBF_ALL': 0.9672196165314887} - results: ROC_AUC: 0.1117350, PRECISION: 0.0178662, PRECISION_RECALL_MIN_DEN: 0.0595540, RECALL: 0.0595540, MAP: 0.0286499, MRR: 0.0784185, NDCG: 0.0492021, F1: 0.0274864, HIT_RATE: 0.1786619, ARHR: 0.0821289, RMSE: 0.9601088, NOVELTY: 0.0064099, AVERAGE_POPULARITY: 0.2065863, DIVERSITY_MEAN_INTER_LIST: 0.9917442, DIVERSITY_HERFINDAHL: 0.9991683, COVERAGE_ITEM: 0.8103271, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2604692, SHANNON_ENTROPY: 11.7953577, 
SearchBayesianSkoptObject: Config 33 is suboptimal. Config: {'ITEM_CBF_CF': 0.9963669933077767, 'ITEM_CF': 0.9460730750190186, 'ITEM_CBF_ALL': 0.998601944403103} - results: ROC_AUC: 0.1290371, PRECISION: 0.0201643, PRECISION_RECALL_MIN_DEN: 0.0672144, RECALL: 0.0672144, MAP: 0.0340460, MRR: 0.0934907, NDCG: 0.0573563, F1: 0.0310220, HIT_RATE: 0.2016433, ARHR: 0.0977463, RMSE: 0.9545471, NOVELTY: 0.0064130, AVERAGE_POPULARITY: 0.2078423, DIVERSITY_MEAN_INTER_LIST: 0.9911063, DIVERSITY_HERFINDAHL: 0.9991045, COVERAGE_ITEM: 0.7817248, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2431340, SHANNON_ENTROPY: 11.6685086, 
SearchBayesianSkoptObject: Config 34 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 35 is suboptimal. Config: {'ITEM_CBF_CF': 0.9868813994169401, 'ITEM_CF': 0.03029785763455884, 'ITEM_CBF_ALL': 0.9923926819609444} - results: ROC_AUC: 0.1194141, PRECISION: 0.0190153, PRECISION_RECALL_MIN_DEN: 0.0633842, RECALL: 0.0633842, MAP: 0.0309839, MRR: 0.0848882, NDCG: 0.0528718, F1: 0.0292542, HIT_RATE: 0.1901526, ARHR: 0.0888493, RMSE: 0.9582564, NOVELTY: 0.0062972, AVERAGE_POPULARITY: 0.2050956, DIVERSITY_MEAN_INTER_LIST: 0.9918445, DIVERSITY_HERFINDAHL: 0.9991783, COVERAGE_ITEM: 0.8404974, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2718786, SHANNON_ENTROPY: 11.9014687, 
SearchBayesianSkoptObject: Config 36 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 37 is suboptimal. Config: {'ITEM_CBF_CF': 0.9696185578159319, 'ITEM_CF': 0.0046275432537498115, 'ITEM_CBF_ALL': 0.0018100602208117604} - results: ROC_AUC: 0.1332050, PRECISION: 0.0210848, PRECISION_RECALL_MIN_DEN: 0.0702827, RECALL: 0.0702827, MAP: 0.0349707, MRR: 0.0958903, NDCG: 0.0592773, F1: 0.0324382, HIT_RATE: 0.2108482, ARHR: 0.1003213, RMSE: 0.9607939, NOVELTY: 0.0062455, AVERAGE_POPULARITY: 0.2311985, DIVERSITY_MEAN_INTER_LIST: 0.9892086, DIVERSITY_HERFINDAHL: 0.9989147, COVERAGE_ITEM: 0.6462287, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2115005, SHANNON_ENTROPY: 11.2662359, 
SearchBayesianSkoptObject: Config 38 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 39 is suboptimal. Config: {'ITEM_CBF_CF': 0.038608593543349785, 'ITEM_CF': 0.003943214677787466, 'ITEM_CBF_ALL': 0.030957105990128138} - results: ROC_AUC: 0.1248935, PRECISION: 0.0195404, PRECISION_RECALL_MIN_DEN: 0.0651346, RECALL: 0.0651346, MAP: 0.0326149, MRR: 0.0897247, NDCG: 0.0552151, F1: 0.0300621, HIT_RATE: 0.1954037, ARHR: 0.0937139, RMSE: 0.9974275, NOVELTY: 0.0063099, AVERAGE_POPULARITY: 0.2102614, DIVERSITY_MEAN_INTER_LIST: 0.9913087, DIVERSITY_HERFINDAHL: 0.9991247, COVERAGE_ITEM: 0.8222222, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2590213, SHANNON_ENTROPY: 11.7912685, 
SearchBayesianSkoptObject: Config 40 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 41 is suboptimal. Config: {'ITEM_CBF_CF': 0.026741984636545875, 'ITEM_CF': 0.9899110460036599, 'ITEM_CBF_ALL': 0.9721963484089254} - results: ROC_AUC: 0.1177682, PRECISION: 0.0185643, PRECISION_RECALL_MIN_DEN: 0.0618809, RECALL: 0.0618809, MAP: 0.0304131, MRR: 0.0835676, NDCG: 0.0518597, F1: 0.0285604, HIT_RATE: 0.1856428, ARHR: 0.0873490, RMSE: 0.9535084, NOVELTY: 0.0064010, AVERAGE_POPULARITY: 0.2110120, DIVERSITY_MEAN_INTER_LIST: 0.9912592, DIVERSITY_HERFINDAHL: 0.9991198, COVERAGE_ITEM: 0.7950257, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2482154, SHANNON_ENTROPY: 11.6940774, 
SearchBayesianSkoptObject: Config 42 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 43 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 44 is suboptimal. Config: {'ITEM_CBF_CF': 0.026355870045046366, 'ITEM_CF': 0.07544914776970192, 'ITEM_CBF_ALL': 0.007328103798596166} - results: ROC_AUC: 0.1315453, PRECISION: 0.0206771, PRECISION_RECALL_MIN_DEN: 0.0689236, RECALL: 0.0689236, MAP: 0.0344390, MRR: 0.0944732, NDCG: 0.0583144, F1: 0.0318109, HIT_RATE: 0.2067709, ARHR: 0.0988245, RMSE: 0.9940873, NOVELTY: 0.0064404, AVERAGE_POPULARITY: 0.2191700, DIVERSITY_MEAN_INTER_LIST: 0.9898970, DIVERSITY_HERFINDAHL: 0.9989836, COVERAGE_ITEM: 0.6115166, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2161455, SHANNON_ENTROPY: 11.2702736, 
SearchBayesianSkoptObject: Config 45 is suboptimal. Config: {'ITEM_CBF_CF': 0.9886539322799192, 'ITEM_CF': 0.03743040946226495, 'ITEM_CBF_ALL': 0.9725052709349267} - results: ROC_AUC: 0.1198075, PRECISION: 0.0190523, PRECISION_RECALL_MIN_DEN: 0.0635078, RECALL: 0.0635078, MAP: 0.0310747, MRR: 0.0851460, NDCG: 0.0530118, F1: 0.0293113, HIT_RATE: 0.1905233, ARHR: 0.0891144, RMSE: 0.9580175, NOVELTY: 0.0062976, AVERAGE_POPULARITY: 0.2055479, DIVERSITY_MEAN_INTER_LIST: 0.9917971, DIVERSITY_HERFINDAHL: 0.9991736, COVERAGE_ITEM: 0.8388754, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2707431, SHANNON_ENTROPY: 11.8917134, 
SearchBayesianSkoptObject: Config 46 is suboptimal. Config: {'ITEM_CBF_CF': 0.04018962692343531, 'ITEM_CF': 0.04150407488652042, 'ITEM_CBF_ALL': 0.009463519365179975} - results: ROC_AUC: 0.1335911, PRECISION: 0.0209674, PRECISION_RECALL_MIN_DEN: 0.0698915, RECALL: 0.0698915, MAP: 0.0349781, MRR: 0.0958502, NDCG: 0.0591726, F1: 0.0322576, HIT_RATE: 0.2096744, ARHR: 0.1003182, RMSE: 0.9953030, NOVELTY: 0.0064353, AVERAGE_POPULARITY: 0.2158940, DIVERSITY_MEAN_INTER_LIST: 0.9901183, DIVERSITY_HERFINDAHL: 0.9990057, COVERAGE_ITEM: 0.6443904, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2213738, SHANNON_ENTROPY: 11.3577189, 
SearchBayesianSkoptObject: Config 47 is suboptimal. Config: {'ITEM_CBF_CF': 0.00012703214753639894, 'ITEM_CF': 0.03254546015618121, 'ITEM_CBF_ALL': 0.0019122055430681466} - results: ROC_AUC: 0.1282662, PRECISION: 0.0200470, PRECISION_RECALL_MIN_DEN: 0.0668232, RECALL: 0.0668232, MAP: 0.0333055, MRR: 0.0915524, NDCG: 0.0564994, F1: 0.0308415, HIT_RATE: 0.2004695, ARHR: 0.0956786, RMSE: 0.9980380, NOVELTY: 0.0063961, AVERAGE_POPULARITY: 0.2307072, DIVERSITY_MEAN_INTER_LIST: 0.9890188, DIVERSITY_HERFINDAHL: 0.9988958, COVERAGE_ITEM: 0.5786429, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2032536, SHANNON_ENTROPY: 11.1034666, 
SearchBayesianSkoptObject: Config 48 is suboptimal. Config: {'ITEM_CBF_CF': 0.982247453732035, 'ITEM_CF': 0.008824938448053878, 'ITEM_CBF_ALL': 0.983553629834725} - results: ROC_AUC: 0.1189242, PRECISION: 0.0189349, PRECISION_RECALL_MIN_DEN: 0.0631165, RECALL: 0.0631165, MAP: 0.0308901, MRR: 0.0846557, NDCG: 0.0526879, F1: 0.0291307, HIT_RATE: 0.1893495, ARHR: 0.0885922, RMSE: 0.9588575, NOVELTY: 0.0062927, AVERAGE_POPULARITY: 0.2054403, DIVERSITY_MEAN_INTER_LIST: 0.9918462, DIVERSITY_HERFINDAHL: 0.9991785, COVERAGE_ITEM: 0.8415788, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2723227, SHANNON_ENTROPY: 11.9045982, 
SearchBayesianSkoptObject: Config 49 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 50 is suboptimal. Config: {'ITEM_CBF_CF': 0.934370626435741, 'ITEM_CF': 0.007836613616215906, 'ITEM_CBF_ALL': 0.0028234625603653645} - results: ROC_AUC: 0.1332097, PRECISION: 0.0211219, PRECISION_RECALL_MIN_DEN: 0.0704063, RECALL: 0.0704063, MAP: 0.0349846, MRR: 0.0959154, NDCG: 0.0593275, F1: 0.0324952, HIT_RATE: 0.2112189, ARHR: 0.1003546, RMSE: 0.9614793, NOVELTY: 0.0062477, AVERAGE_POPULARITY: 0.2310822, DIVERSITY_MEAN_INTER_LIST: 0.9892156, DIVERSITY_HERFINDAHL: 0.9989155, COVERAGE_ITEM: 0.6462287, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2115548, SHANNON_ENTROPY: 11.2668198, 
SearchBayesianSkoptObject: Config 51 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 52 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Config 53 is suboptimal. Config: {'ITEM_CBF_CF': 0.027377806461788563, 'ITEM_CF': 0.9488281434929146, 'ITEM_CBF_ALL': 0.9933882150910611} - results: ROC_AUC: 0.1137592, PRECISION: 0.0181565, PRECISION_RECALL_MIN_DEN: 0.0605218, RECALL: 0.0605218, MAP: 0.0290337, MRR: 0.0794552, NDCG: 0.0499259, F1: 0.0279331, HIT_RATE: 0.1815655, ARHR: 0.0832236, RMSE: 0.9544126, NOVELTY: 0.0064072, AVERAGE_POPULARITY: 0.2089493, DIVERSITY_MEAN_INTER_LIST: 0.9914794, DIVERSITY_HERFINDAHL: 0.9991418, COVERAGE_ITEM: 0.8010273, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2533276, SHANNON_ENTROPY: 11.7368054, 
SearchBayesianSkoptObject: Config 54 is suboptimal. Config: {'ITEM_CBF_CF': 0.004212958614806307, 'ITEM_CF': 0.04136042325829526, 'ITEM_CBF_ALL': 0.0036349806471464028} - results: ROC_AUC: 0.1298275, PRECISION: 0.0204238, PRECISION_RECALL_MIN_DEN: 0.0680793, RECALL: 0.0680793, MAP: 0.0338849, MRR: 0.0929999, NDCG: 0.0574733, F1: 0.0314212, HIT_RATE: 0.2042380, ARHR: 0.0972646, RMSE: 0.9972828, NOVELTY: 0.0064048, AVERAGE_POPULARITY: 0.2277817, DIVERSITY_MEAN_INTER_LIST: 0.9892506, DIVERSITY_HERFINDAHL: 0.9989189, COVERAGE_ITEM: 0.5904298, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2063927, SHANNON_ENTROPY: 11.1504545, 
SearchBayesianSkoptObject: Config 55 is suboptimal. Config: {'ITEM_CBF_CF': 0.9477911557643449, 'ITEM_CF': 0.011089056522467168, 'ITEM_CBF_ALL': 0.0031412242313696445} - results: ROC_AUC: 0.1332874, PRECISION: 0.0211219, PRECISION_RECALL_MIN_DEN: 0.0704063, RECALL: 0.0704063, MAP: 0.0349946, MRR: 0.0959391, NDCG: 0.0593386, F1: 0.0324952, HIT_RATE: 0.2112189, ARHR: 0.1003814, RMSE: 0.9610743, NOVELTY: 0.0062495, AVERAGE_POPULARITY: 0.2309379, DIVERSITY_MEAN_INTER_LIST: 0.9892226, DIVERSITY_HERFINDAHL: 0.9989161, COVERAGE_ITEM: 0.6458502, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2115644, SHANNON_ENTROPY: 11.2668560, 
SearchBayesianSkoptObject: Config 56 is suboptimal. Config: {'ITEM_CBF_CF': 0.025479763933795925, 'ITEM_CF': 0.9789738199868296, 'ITEM_CBF_ALL': 0.0003738970459679082} - results: ROC_AUC: 0.1286828, PRECISION: 0.0200902, PRECISION_RECALL_MIN_DEN: 0.0669673, RECALL: 0.0669673, MAP: 0.0333952, MRR: 0.0917794, NDCG: 0.0566405, F1: 0.0309080, HIT_RATE: 0.2009020, ARHR: 0.0959266, RMSE: 0.9556556, NOVELTY: 0.0063959, AVERAGE_POPULARITY: 0.2301383, DIVERSITY_MEAN_INTER_LIST: 0.9890547, DIVERSITY_HERFINDAHL: 0.9988994, COVERAGE_ITEM: 0.5791295, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2032854, SHANNON_ENTROPY: 11.1070463, 
SearchBayesianSkoptObject: Config 57 is suboptimal. Config: {'ITEM_CBF_CF': 0.965585034478476, 'ITEM_CF': 0.010415197404458733, 'ITEM_CBF_ALL': 0.9980477074318195} - results: ROC_AUC: 0.1162035, PRECISION: 0.0186384, PRECISION_RECALL_MIN_DEN: 0.0621280, RECALL: 0.0621280, MAP: 0.0301081, MRR: 0.0823119, NDCG: 0.0515152, F1: 0.0286745, HIT_RATE: 0.1863841, ARHR: 0.0862473, RMSE: 0.9591378, NOVELTY: 0.0062972, AVERAGE_POPULARITY: 0.2038383, DIVERSITY_MEAN_INTER_LIST: 0.9920035, DIVERSITY_HERFINDAHL: 0.9991942, COVERAGE_ITEM: 0.8456880, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2755248, SHANNON_ENTROPY: 11.9325002, 
SearchBayesianSkoptObject: Config 58 is suboptimal. Config: {'ITEM_CBF_CF': 0.015205914910214172, 'ITEM_CF': 0.019211748557403045, 'ITEM_CBF_ALL': 0.01401559966285926} - results: ROC_AUC: 0.1307656, PRECISION: 0.0203497, PRECISION_RECALL_MIN_DEN: 0.0678322, RECALL: 0.0678322, MAP: 0.0343021, MRR: 0.0942853, NDCG: 0.0578578, F1: 0.0313072, HIT_RATE: 0.2034966, ARHR: 0.0985297, RMSE: 0.9979176, NOVELTY: 0.0064249, AVERAGE_POPULARITY: 0.2097344, DIVERSITY_MEAN_INTER_LIST: 0.9908181, DIVERSITY_HERFINDAHL: 0.9990757, COVERAGE_ITEM: 0.7536632, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2345111, SHANNON_ENTROPY: 11.5813307, 
SearchBayesianSkoptObject: Config 59 is suboptimal. Config: {'ITEM_CBF_CF': 1.0, 'ITEM_CF': 1.0, 'ITEM_CBF_ALL': 0.0} - results: ROC_AUC: 0.1333624, PRECISION: 0.0210230, PRECISION_RECALL_MIN_DEN: 0.0700768, RECALL: 0.0700768, MAP: 0.0349410, MRR: 0.0957177, NDCG: 0.0591833, F1: 0.0323431, HIT_RATE: 0.2102304, ARHR: 0.1001952, RMSE: 0.9547371, NOVELTY: 0.0064320, AVERAGE_POPULARITY: 0.2169621, DIVERSITY_MEAN_INTER_LIST: 0.9900124, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.6184915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2206706, SHANNON_ENTROPY: 11.3151399, 
SearchBayesianSkoptObject: Search complete. Best config is 22: {'ITEM_CBF_CF': 0.09095731575438316, 'ITEM_CF': 0.012943479714417009, 'ITEM_CBF_ALL': 0.0024173339166811973}
