SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0738573, PRECISION: 0.0104859, PRECISION_RECALL_MIN_DEN: 0.1048594, RECALL: 0.1048594, MAP: 0.0520695, MRR: 0.0520695, NDCG: 0.0644914, F1: 0.0190654, HIT_RATE: 0.1048594, ARHR: 0.0520695, RMSE: 0.0000000, NOVELTY: 0.0062700, AVERAGE_POPULARITY: 0.2421413, DIVERSITY_MEAN_INTER_LIST: 0.9877337, DIVERSITY_HERFINDAHL: 0.9987690, COVERAGE_ITEM: 0.7043525, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1710073, SHANNON_ENTROPY: 11.0066744, 
SearchBayesianSkoptObject: Config 25 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.13027533344354672, 'ITEM_CBF_CF': 0.7466274997889368, 'RP3BETA_SIDE': 0.7428313096634998, 'ITEM_CBF_FW': 0.5566235262916811, 'PURE_SVD_SIDE': 0.9526561129982399, 'IALS_SIDE': 0.3708822976899126} - results: ROC_AUC: 0.0712118, PRECISION: 0.0103175, PRECISION_RECALL_MIN_DEN: 0.1031746, RECALL: 0.1031746, MAP: 0.0493991, MRR: 0.0493991, NDCG: 0.0620327, F1: 0.0187590, HIT_RATE: 0.1031746, ARHR: 0.0493991, RMSE: 0.0000000, NOVELTY: 0.0062395, AVERAGE_POPULARITY: 0.2398830, DIVERSITY_MEAN_INTER_LIST: 0.9880275, DIVERSITY_HERFINDAHL: 0.9987984, COVERAGE_ITEM: 0.7260341, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1714763, SHANNON_ENTROPY: 11.0269539, 
SearchBayesianSkoptObject: Config 26 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 41, 'USER_CBF_CF': 0.08276080504004392, 'ITEM_CBF_CF': 0.8356803674333159, 'RP3BETA_SIDE': 0.7570499562397927, 'ITEM_CBF_FW': 0.11543706940210688, 'PURE_SVD_SIDE': 0.7749512346885039, 'IALS_SIDE': 0.13676940867611712} - results: ROC_AUC: 0.0731479, PRECISION: 0.0104106, PRECISION_RECALL_MIN_DEN: 0.1041057, RECALL: 0.1041057, MAP: 0.0517302, MRR: 0.0517302, NDCG: 0.0640497, F1: 0.0189283, HIT_RATE: 0.1041057, ARHR: 0.0517302, RMSE: 0.0000000, NOVELTY: 0.0062235, AVERAGE_POPULARITY: 0.2458826, DIVERSITY_MEAN_INTER_LIST: 0.9876556, DIVERSITY_HERFINDAHL: 0.9987612, COVERAGE_ITEM: 0.7085158, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1657785, SHANNON_ENTROPY: 10.9549399, 
SearchBayesianSkoptObject: Config 27 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 14, 'USER_CBF_CF': 0.26097479604584434, 'ITEM_CBF_CF': 0.2947825770892529, 'RP3BETA_SIDE': 0.13288036101057002, 'ITEM_CBF_FW': 0.6720999050271125, 'PURE_SVD_SIDE': 0.15960272506355147, 'IALS_SIDE': 0.5906329932747754} - results: ROC_AUC: 0.0728326, PRECISION: 0.0105702, PRECISION_RECALL_MIN_DEN: 0.1057019, RECALL: 0.1057019, MAP: 0.0497642, MRR: 0.0497642, NDCG: 0.0629283, F1: 0.0192185, HIT_RATE: 0.1057019, ARHR: 0.0497642, RMSE: 0.0000000, NOVELTY: 0.0062088, AVERAGE_POPULARITY: 0.2487312, DIVERSITY_MEAN_INTER_LIST: 0.9877962, DIVERSITY_HERFINDAHL: 0.9987752, COVERAGE_ITEM: 0.7298189, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1769922, SHANNON_ENTROPY: 11.0852569, 
SearchBayesianSkoptObject: Config 28 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 6, 'USER_CBF_CF': 0.4998481868235618, 'ITEM_CBF_CF': 0.42079902246177203, 'RP3BETA_SIDE': 0.5681721013084806, 'ITEM_CBF_FW': 0.8081747227799113, 'PURE_SVD_SIDE': 0.39684088056619515, 'IALS_SIDE': 0.5988810210562862} - results: ROC_AUC: 0.0753057, PRECISION: 0.0105214, PRECISION_RECALL_MIN_DEN: 0.1052142, RECALL: 0.1052142, MAP: 0.0514088, MRR: 0.0514088, NDCG: 0.0641715, F1: 0.0191298, HIT_RATE: 0.1052142, ARHR: 0.0514088, RMSE: 0.0000000, NOVELTY: 0.0062032, AVERAGE_POPULARITY: 0.2604923, DIVERSITY_MEAN_INTER_LIST: 0.9869884, DIVERSITY_HERFINDAHL: 0.9986945, COVERAGE_ITEM: 0.7715058, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1844444, SHANNON_ENTROPY: 11.1317899, 
SearchBayesianSkoptObject: Config 29 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 12, 'USER_CBF_CF': 0.17315390985986281, 'ITEM_CBF_CF': 0.18553125061786682, 'RP3BETA_SIDE': 0.5531291326623886, 'ITEM_CBF_FW': 0.3668319240229618, 'PURE_SVD_SIDE': 0.39885036039046573, 'IALS_SIDE': 0.29297857025532453} - results: ROC_AUC: 0.0730592, PRECISION: 0.0106190, PRECISION_RECALL_MIN_DEN: 0.1061896, RECALL: 0.1061896, MAP: 0.0501227, MRR: 0.0501227, NDCG: 0.0633047, F1: 0.0193072, HIT_RATE: 0.1061896, ARHR: 0.0501227, RMSE: 0.0000000, NOVELTY: 0.0062250, AVERAGE_POPULARITY: 0.2562618, DIVERSITY_MEAN_INTER_LIST: 0.9865771, DIVERSITY_HERFINDAHL: 0.9986533, COVERAGE_ITEM: 0.7435523, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1739045, SHANNON_ENTROPY: 11.0052815, 
SearchBayesianSkoptObject: Config 30 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 44, 'USER_CBF_CF': 0.30313246703248403, 'ITEM_CBF_CF': 0.5820719364434387, 'RP3BETA_SIDE': 0.5638212293983575, 'ITEM_CBF_FW': 0.43883332460385127, 'PURE_SVD_SIDE': 0.6705527014509018, 'IALS_SIDE': 0.9174771526422123} - results: ROC_AUC: 0.0734829, PRECISION: 0.0105968, PRECISION_RECALL_MIN_DEN: 0.1059679, RECALL: 0.1059679, MAP: 0.0508335, MRR: 0.0508335, NDCG: 0.0637970, F1: 0.0192669, HIT_RATE: 0.1059679, ARHR: 0.0508335, RMSE: 0.0000000, NOVELTY: 0.0061884, AVERAGE_POPULARITY: 0.2505387, DIVERSITY_MEAN_INTER_LIST: 0.9882286, DIVERSITY_HERFINDAHL: 0.9988185, COVERAGE_ITEM: 0.6734253, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1612450, SHANNON_ENTROPY: 10.9334003, 
SearchBayesianSkoptObject: Config 31 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 49, 'USER_CBF_CF': 0.14099192789842, 'ITEM_CBF_CF': 0.18853170007325443, 'RP3BETA_SIDE': 0.6433412415298931, 'ITEM_CBF_FW': 0.7954646393564255, 'PURE_SVD_SIDE': 0.5017057454520846, 'IALS_SIDE': 0.6925845083922118} - results: ROC_AUC: 0.0717685, PRECISION: 0.0105392, PRECISION_RECALL_MIN_DEN: 0.1053915, RECALL: 0.1053915, MAP: 0.0494201, MRR: 0.0494201, NDCG: 0.0625491, F1: 0.0191621, HIT_RATE: 0.1053915, ARHR: 0.0494201, RMSE: 0.0000000, NOVELTY: 0.0062577, AVERAGE_POPULARITY: 0.2360641, DIVERSITY_MEAN_INTER_LIST: 0.9885254, DIVERSITY_HERFINDAHL: 0.9988482, COVERAGE_ITEM: 0.7012706, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1713788, SHANNON_ENTROPY: 11.0537044, 
SearchBayesianSkoptObject: Config 32 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 12, 'USER_CBF_CF': 0.10017064151753599, 'ITEM_CBF_CF': 0.6062813123566421, 'RP3BETA_SIDE': 0.5968111502515638, 'ITEM_CBF_FW': 0.13136062127531759, 'PURE_SVD_SIDE': 0.4204600796295379, 'IALS_SIDE': 0.0936814265491588} - results: ROC_AUC: 0.0729459, PRECISION: 0.0106855, PRECISION_RECALL_MIN_DEN: 0.1068547, RECALL: 0.1068547, MAP: 0.0501134, MRR: 0.0501134, NDCG: 0.0634325, F1: 0.0194281, HIT_RATE: 0.1068547, ARHR: 0.0501134, RMSE: 0.0000000, NOVELTY: 0.0062419, AVERAGE_POPULARITY: 0.2559586, DIVERSITY_MEAN_INTER_LIST: 0.9864642, DIVERSITY_HERFINDAHL: 0.9986420, COVERAGE_ITEM: 0.7387402, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1750266, SHANNON_ENTROPY: 11.0110353, 
SearchBayesianSkoptObject: Config 33 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 8, 'USER_CBF_CF': 0.9164346022646137, 'ITEM_CBF_CF': 0.3070692987215829, 'RP3BETA_SIDE': 0.3208870838063524, 'ITEM_CBF_FW': 0.7444997112649256, 'PURE_SVD_SIDE': 0.4745821861822016, 'IALS_SIDE': 0.45403250696738573} - results: ROC_AUC: 0.0742169, PRECISION: 0.0106855, PRECISION_RECALL_MIN_DEN: 0.1068547, RECALL: 0.1068547, MAP: 0.0508667, MRR: 0.0508667, NDCG: 0.0640611, F1: 0.0194281, HIT_RATE: 0.1068547, ARHR: 0.0508667, RMSE: 0.0000000, NOVELTY: 0.0061794, AVERAGE_POPULARITY: 0.2671150, DIVERSITY_MEAN_INTER_LIST: 0.9862887, DIVERSITY_HERFINDAHL: 0.9986245, COVERAGE_ITEM: 0.7365234, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1752672, SHANNON_ENTROPY: 11.0089931, 
SearchBayesianSkoptObject: Config 34 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 8, 'USER_CBF_CF': 0.22738666780403888, 'ITEM_CBF_CF': 0.4343326951418094, 'RP3BETA_SIDE': 0.24229678572782648, 'ITEM_CBF_FW': 0.8730516813309609, 'PURE_SVD_SIDE': 0.13723220280044526, 'IALS_SIDE': 0.8863443579006128} - results: ROC_AUC: 0.0740248, PRECISION: 0.0105879, PRECISION_RECALL_MIN_DEN: 0.1058792, RECALL: 0.1058792, MAP: 0.0504142, MRR: 0.0504142, NDCG: 0.0635109, F1: 0.0192508, HIT_RATE: 0.1058792, ARHR: 0.0504142, RMSE: 0.0000000, NOVELTY: 0.0062170, AVERAGE_POPULARITY: 0.2540691, DIVERSITY_MEAN_INTER_LIST: 0.9873978, DIVERSITY_HERFINDAHL: 0.9987354, COVERAGE_ITEM: 0.7348473, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1797510, SHANNON_ENTROPY: 11.0928320, 
SearchBayesianSkoptObject: Config 35 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 0.21739091617812928, 'ITEM_CBF_CF': 0.911104549142627, 'RP3BETA_SIDE': 0.7712513716695482, 'ITEM_CBF_FW': 0.0783799790822607, 'PURE_SVD_SIDE': 0.5794385527615196, 'IALS_SIDE': 0.01549754430231343} - results: ROC_AUC: 0.0722907, PRECISION: 0.0103574, PRECISION_RECALL_MIN_DEN: 0.1035736, RECALL: 0.1035736, MAP: 0.0520104, MRR: 0.0520104, NDCG: 0.0640961, F1: 0.0188316, HIT_RATE: 0.1035736, ARHR: 0.0520104, RMSE: 0.0000000, NOVELTY: 0.0062304, AVERAGE_POPULARITY: 0.2509385, DIVERSITY_MEAN_INTER_LIST: 0.9870069, DIVERSITY_HERFINDAHL: 0.9986963, COVERAGE_ITEM: 0.7119762, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1677905, SHANNON_ENTROPY: 10.9384451, 
SearchBayesianSkoptObject: Config 36 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 26, 'USER_CBF_CF': 0.25185421710663075, 'ITEM_CBF_CF': 0.08936866015548452, 'RP3BETA_SIDE': 0.12121755826016803, 'ITEM_CBF_FW': 0.20557423966319194, 'PURE_SVD_SIDE': 0.5613496836231601, 'IALS_SIDE': 0.4256864357242852} - results: ROC_AUC: 0.0712020, PRECISION: 0.0104460, PRECISION_RECALL_MIN_DEN: 0.1044604, RECALL: 0.1044604, MAP: 0.0489395, MRR: 0.0489395, NDCG: 0.0619724, F1: 0.0189928, HIT_RATE: 0.1044604, ARHR: 0.0489395, RMSE: 0.0000000, NOVELTY: 0.0061369, AVERAGE_POPULARITY: 0.2608395, DIVERSITY_MEAN_INTER_LIST: 0.9876935, DIVERSITY_HERFINDAHL: 0.9987650, COVERAGE_ITEM: 0.6985672, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1617116, SHANNON_ENTROPY: 10.9255249, 
SearchBayesianSkoptObject: Config 37 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 33, 'USER_CBF_CF': 0.2600705939253671, 'ITEM_CBF_CF': 0.9278464394059196, 'RP3BETA_SIDE': 0.92267120832842, 'ITEM_CBF_FW': 0.23192302251273927, 'PURE_SVD_SIDE': 0.41813663283625324, 'IALS_SIDE': 0.8548119642061331} - results: ROC_AUC: 0.0719212, PRECISION: 0.0104638, PRECISION_RECALL_MIN_DEN: 0.1046378, RECALL: 0.1046378, MAP: 0.0495710, MRR: 0.0495710, NDCG: 0.0625024, F1: 0.0190250, HIT_RATE: 0.1046378, ARHR: 0.0495710, RMSE: 0.0000000, NOVELTY: 0.0062452, AVERAGE_POPULARITY: 0.2468126, DIVERSITY_MEAN_INTER_LIST: 0.9878323, DIVERSITY_HERFINDAHL: 0.9987788, COVERAGE_ITEM: 0.6920249, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1642763, SHANNON_ENTROPY: 10.9518496, 
SearchBayesianSkoptObject: Config 38 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 9, 'USER_CBF_CF': 0.7929941617907289, 'ITEM_CBF_CF': 0.29671059942702943, 'RP3BETA_SIDE': 0.9710010455201357, 'ITEM_CBF_FW': 0.004537954925240562, 'PURE_SVD_SIDE': 0.2369437325427946, 'IALS_SIDE': 0.2616018639504593} - results: ROC_AUC: 0.0752811, PRECISION: 0.0107165, PRECISION_RECALL_MIN_DEN: 0.1071650, RECALL: 0.1071650, MAP: 0.0528739, MRR: 0.0528739, NDCG: 0.0656511, F1: 0.0194846, HIT_RATE: 0.1071650, ARHR: 0.0528739, RMSE: 0.0000000, NOVELTY: 0.0062018, AVERAGE_POPULARITY: 0.2747484, DIVERSITY_MEAN_INTER_LIST: 0.9851664, DIVERSITY_HERFINDAHL: 0.9985123, COVERAGE_ITEM: 0.7238713, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1722074, SHANNON_ENTROPY: 10.9214949, 
SearchBayesianSkoptObject: Config 39 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 29, 'USER_CBF_CF': 0.9008238997189248, 'ITEM_CBF_CF': 0.9291866848940713, 'RP3BETA_SIDE': 0.9098207948339737, 'ITEM_CBF_FW': 0.02484096602544695, 'PURE_SVD_SIDE': 0.7520074459906115, 'IALS_SIDE': 0.9389075453274268} - results: ROC_AUC: 0.0746258, PRECISION: 0.0105658, PRECISION_RECALL_MIN_DEN: 0.1056575, RECALL: 0.1056575, MAP: 0.0527467, MRR: 0.0527467, NDCG: 0.0651942, F1: 0.0192105, HIT_RATE: 0.1056575, ARHR: 0.0527467, RMSE: 0.0000000, NOVELTY: 0.0061861, AVERAGE_POPULARITY: 0.2624684, DIVERSITY_MEAN_INTER_LIST: 0.9870254, DIVERSITY_HERFINDAHL: 0.9986982, COVERAGE_ITEM: 0.6739659, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1611885, SHANNON_ENTROPY: 10.8782863, 
SearchBayesianSkoptObject: Config 40 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.08849357848217666, 'ITEM_CBF_CF': 0.2435441048191433, 'RP3BETA_SIDE': 0.6021336369762648, 'ITEM_CBF_FW': 0.552900653319746, 'PURE_SVD_SIDE': 0.03957163054339408, 'IALS_SIDE': 0.6421458888977133} - results: ROC_AUC: 0.0729114, PRECISION: 0.0105569, PRECISION_RECALL_MIN_DEN: 0.1055689, RECALL: 0.1055689, MAP: 0.0497964, MRR: 0.0497964, NDCG: 0.0629209, F1: 0.0191943, HIT_RATE: 0.1055689, ARHR: 0.0497964, RMSE: 0.0000000, NOVELTY: 0.0062776, AVERAGE_POPULARITY: 0.2395687, DIVERSITY_MEAN_INTER_LIST: 0.9881359, DIVERSITY_HERFINDAHL: 0.9988092, COVERAGE_ITEM: 0.6912138, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1699629, SHANNON_ENTROPY: 11.0218978, 
SearchBayesianSkoptObject: Config 41 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 43, 'USER_CBF_CF': 0.04641287235655068, 'ITEM_CBF_CF': 0.44704398091979547, 'RP3BETA_SIDE': 0.8729673890731915, 'ITEM_CBF_FW': 0.2208368931647991, 'PURE_SVD_SIDE': 0.9315668987840824, 'IALS_SIDE': 0.5118370196203718} - results: ROC_AUC: 0.0726651, PRECISION: 0.0104372, PRECISION_RECALL_MIN_DEN: 0.1043717, RECALL: 0.1043717, MAP: 0.0510599, MRR: 0.0510599, NDCG: 0.0635875, F1: 0.0189767, HIT_RATE: 0.1043717, ARHR: 0.0510599, RMSE: 0.0000000, NOVELTY: 0.0062150, AVERAGE_POPULARITY: 0.2451247, DIVERSITY_MEAN_INTER_LIST: 0.9878062, DIVERSITY_HERFINDAHL: 0.9987762, COVERAGE_ITEM: 0.7011084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1626001, SHANNON_ENTROPY: 10.9344451, 
SearchBayesianSkoptObject: Config 42 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 44, 'USER_CBF_CF': 0.8977490228541182, 'ITEM_CBF_CF': 0.27603728987396564, 'RP3BETA_SIDE': 0.8202409100336377, 'ITEM_CBF_FW': 0.9863040584218263, 'PURE_SVD_SIDE': 0.7771858366782483, 'IALS_SIDE': 0.48925223277434726} - results: ROC_AUC: 0.0725567, PRECISION: 0.0105347, PRECISION_RECALL_MIN_DEN: 0.1053472, RECALL: 0.1053472, MAP: 0.0495252, MRR: 0.0495252, NDCG: 0.0626582, F1: 0.0191540, HIT_RATE: 0.1053472, ARHR: 0.0495252, RMSE: 0.0000000, NOVELTY: 0.0061885, AVERAGE_POPULARITY: 0.2579332, DIVERSITY_MEAN_INTER_LIST: 0.9873242, DIVERSITY_HERFINDAHL: 0.9987280, COVERAGE_ITEM: 0.6910516, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1664627, SHANNON_ENTROPY: 10.9422195, 
SearchBayesianSkoptObject: Config 43 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 36, 'USER_CBF_CF': 0.5343619958353422, 'ITEM_CBF_CF': 0.24765020436691848, 'RP3BETA_SIDE': 0.6645094100507848, 'ITEM_CBF_FW': 0.4148113482546423, 'PURE_SVD_SIDE': 0.34044622813176456, 'IALS_SIDE': 0.2476011092545714} - results: ROC_AUC: 0.0732317, PRECISION: 0.0105303, PRECISION_RECALL_MIN_DEN: 0.1053028, RECALL: 0.1053028, MAP: 0.0506191, MRR: 0.0506191, NDCG: 0.0634889, F1: 0.0191460, HIT_RATE: 0.1053028, ARHR: 0.0506191, RMSE: 0.0000000, NOVELTY: 0.0062105, AVERAGE_POPULARITY: 0.2617870, DIVERSITY_MEAN_INTER_LIST: 0.9865454, DIVERSITY_HERFINDAHL: 0.9986502, COVERAGE_ITEM: 0.6862395, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1650197, SHANNON_ENTROPY: 10.8928094, 
SearchBayesianSkoptObject: Config 44 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 18, 'USER_CBF_CF': 0.6861639673547831, 'ITEM_CBF_CF': 0.41493908358991705, 'RP3BETA_SIDE': 0.4189264716170461, 'ITEM_CBF_FW': 0.8824872961765434, 'PURE_SVD_SIDE': 0.07537052330370621, 'IALS_SIDE': 0.18239004104524084} - results: ROC_AUC: 0.0719754, PRECISION: 0.0103662, PRECISION_RECALL_MIN_DEN: 0.1036623, RECALL: 0.1036623, MAP: 0.0490489, MRR: 0.0490489, NDCG: 0.0619263, F1: 0.0188477, HIT_RATE: 0.1036623, ARHR: 0.0490489, RMSE: 0.0000000, NOVELTY: 0.0062159, AVERAGE_POPULARITY: 0.2593603, DIVERSITY_MEAN_INTER_LIST: 0.9862772, DIVERSITY_HERFINDAHL: 0.9986234, COVERAGE_ITEM: 0.7351176, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1781964, SHANNON_ENTROPY: 11.0234252, 
SearchBayesianSkoptObject: Config 45 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 49, 'USER_CBF_CF': 0.9037641162811924, 'ITEM_CBF_CF': 0.9795194607697704, 'RP3BETA_SIDE': 0.03586941976646708, 'ITEM_CBF_FW': 0.34822414564977117, 'PURE_SVD_SIDE': 0.8807891891437006, 'IALS_SIDE': 0.427631786016784} - results: ROC_AUC: 0.0700590, PRECISION: 0.0103485, PRECISION_RECALL_MIN_DEN: 0.1034850, RECALL: 0.1034850, MAP: 0.0484578, MRR: 0.0484578, NDCG: 0.0613460, F1: 0.0188154, HIT_RATE: 0.1034850, ARHR: 0.0484578, RMSE: 0.0000000, NOVELTY: 0.0061288, AVERAGE_POPULARITY: 0.2717987, DIVERSITY_MEAN_INTER_LIST: 0.9864780, DIVERSITY_HERFINDAHL: 0.9986434, COVERAGE_ITEM: 0.6662882, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1547151, SHANNON_ENTROPY: 10.7884473, 
SearchBayesianSkoptObject: Config 46 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 42, 'USER_CBF_CF': 0.5797542232922479, 'ITEM_CBF_CF': 0.6311778933142618, 'RP3BETA_SIDE': 0.21160548386671724, 'ITEM_CBF_FW': 0.549632573515411, 'PURE_SVD_SIDE': 0.7970013828505158, 'IALS_SIDE': 0.31817914645160955} - results: ROC_AUC: 0.0703595, PRECISION: 0.0102997, PRECISION_RECALL_MIN_DEN: 0.1029973, RECALL: 0.1029973, MAP: 0.0483679, MRR: 0.0483679, NDCG: 0.0611879, F1: 0.0187268, HIT_RATE: 0.1029973, ARHR: 0.0483679, RMSE: 0.0000000, NOVELTY: 0.0061519, AVERAGE_POPULARITY: 0.2617396, DIVERSITY_MEAN_INTER_LIST: 0.9870227, DIVERSITY_HERFINDAHL: 0.9986979, COVERAGE_ITEM: 0.6978643, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1614089, SHANNON_ENTROPY: 10.8822989, 
SearchBayesianSkoptObject: Config 47 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.5581332927042103, 'ITEM_CBF_CF': 0.5007535184440598, 'RP3BETA_SIDE': 0.1492802460873042, 'ITEM_CBF_FW': 0.09314322288548461, 'PURE_SVD_SIDE': 0.16232851347947588, 'IALS_SIDE': 0.20837389148076763} - results: ROC_AUC: 0.0739164, PRECISION: 0.0105258, PRECISION_RECALL_MIN_DEN: 0.1052585, RECALL: 0.1052585, MAP: 0.0524569, MRR: 0.0524569, NDCG: 0.0648679, F1: 0.0191379, HIT_RATE: 0.1052585, ARHR: 0.0524569, RMSE: 0.0000000, NOVELTY: 0.0061207, AVERAGE_POPULARITY: 0.2826693, DIVERSITY_MEAN_INTER_LIST: 0.9856007, DIVERSITY_HERFINDAHL: 0.9985557, COVERAGE_ITEM: 0.6596377, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1567808, SHANNON_ENTROPY: 10.7784365, 
SearchBayesianSkoptObject: Config 48 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.9281425975695028, 'ITEM_CBF_CF': 0.4644727495897899, 'RP3BETA_SIDE': 0.7951729285287864, 'ITEM_CBF_FW': 0.02610870102704555, 'PURE_SVD_SIDE': 0.7341331672247221, 'IALS_SIDE': 0.4656483406025712} - results: ROC_AUC: 0.0739805, PRECISION: 0.0104549, PRECISION_RECALL_MIN_DEN: 0.1045491, RECALL: 0.1045491, MAP: 0.0523174, MRR: 0.0523174, NDCG: 0.0646159, F1: 0.0190089, HIT_RATE: 0.1045491, ARHR: 0.0523174, RMSE: 0.0000000, NOVELTY: 0.0061309, AVERAGE_POPULARITY: 0.2772966, DIVERSITY_MEAN_INTER_LIST: 0.9861237, DIVERSITY_HERFINDAHL: 0.9986080, COVERAGE_ITEM: 0.6585023, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1565887, SHANNON_ENTROPY: 10.7871529, 
SearchBayesianSkoptObject: Config 49 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 47, 'USER_CBF_CF': 0.7815905480300613, 'ITEM_CBF_CF': 0.0814917657234059, 'RP3BETA_SIDE': 0.035975375078077916, 'ITEM_CBF_FW': 0.7176044547272883, 'PURE_SVD_SIDE': 0.255446676292898, 'IALS_SIDE': 0.20272637992372616} - results: ROC_AUC: 0.0694531, PRECISION: 0.0103175, PRECISION_RECALL_MIN_DEN: 0.1031746, RECALL: 0.1031746, MAP: 0.0473215, MRR: 0.0473215, NDCG: 0.0604053, F1: 0.0187590, HIT_RATE: 0.1031746, ARHR: 0.0473215, RMSE: 0.0000000, NOVELTY: 0.0061421, AVERAGE_POPULARITY: 0.2726153, DIVERSITY_MEAN_INTER_LIST: 0.9866057, DIVERSITY_HERFINDAHL: 0.9986562, COVERAGE_ITEM: 0.6888889, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1660617, SHANNON_ENTROPY: 10.9095935, 
