SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0772221, PRECISION: 0.0108584, PRECISION_RECALL_MIN_DEN: 0.1085838, RECALL: 0.1085838, MAP: 0.0548695, MRR: 0.0548695, NDCG: 0.0675236, F1: 0.0197425, HIT_RATE: 0.1085838, ARHR: 0.0548695, RMSE: 0.0000000, NOVELTY: 0.0061610, AVERAGE_POPULARITY: 0.2634015, DIVERSITY_MEAN_INTER_LIST: 0.9876359, DIVERSITY_HERFINDAHL: 0.9987592, COVERAGE_ITEM: 0.7093809, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1720063, SHANNON_ENTROPY: 11.0265824, 
SearchBayesianSkoptObject: Config 25 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.13027533344354672, 'ITEM_CBF_CF': 0.7466274997889368, 'RP3BETA_SIDE': 0.7428313096634998, 'ITEM_CBF_FW': 0.5566235262916811, 'PURE_SVD_SIDE': 0.9526561129982399, 'IALS_SIDE': 0.3708822976899126} - results: ROC_AUC: 0.0752318, PRECISION: 0.0106278, PRECISION_RECALL_MIN_DEN: 0.1062783, RECALL: 0.1062783, MAP: 0.0532237, MRR: 0.0532237, NDCG: 0.0657222, F1: 0.0193233, HIT_RATE: 0.1062783, ARHR: 0.0532237, RMSE: 0.0000000, NOVELTY: 0.0061365, AVERAGE_POPULARITY: 0.2576531, DIVERSITY_MEAN_INTER_LIST: 0.9880221, DIVERSITY_HERFINDAHL: 0.9987978, COVERAGE_ITEM: 0.7317653, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1728913, SHANNON_ENTROPY: 11.0523912, 
SearchBayesianSkoptObject: Config 26 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 41, 'USER_CBF_CF': 0.08276080504004392, 'ITEM_CBF_CF': 0.8356803674333159, 'RP3BETA_SIDE': 0.7570499562397927, 'ITEM_CBF_FW': 0.11543706940210688, 'PURE_SVD_SIDE': 0.7749512346885039, 'IALS_SIDE': 0.13676940867611712} - results: ROC_AUC: 0.0756555, PRECISION: 0.0106722, PRECISION_RECALL_MIN_DEN: 0.1067216, RECALL: 0.1067216, MAP: 0.0540440, MRR: 0.0540440, NDCG: 0.0664388, F1: 0.0194039, HIT_RATE: 0.1067216, ARHR: 0.0540440, RMSE: 0.0000000, NOVELTY: 0.0061379, AVERAGE_POPULARITY: 0.2622079, DIVERSITY_MEAN_INTER_LIST: 0.9875833, DIVERSITY_HERFINDAHL: 0.9987540, COVERAGE_ITEM: 0.7337118, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1708893, SHANNON_ENTROPY: 11.0157154, 
SearchBayesianSkoptObject: Config 27 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 14, 'USER_CBF_CF': 0.26097479604584434, 'ITEM_CBF_CF': 0.2947825770892529, 'RP3BETA_SIDE': 0.13288036101057002, 'ITEM_CBF_FW': 0.6720999050271125, 'PURE_SVD_SIDE': 0.15960272506355147, 'IALS_SIDE': 0.5906329932747754} - results: ROC_AUC: 0.0746258, PRECISION: 0.0106677, PRECISION_RECALL_MIN_DEN: 0.1066773, RECALL: 0.1066773, MAP: 0.0520026, MRR: 0.0520026, NDCG: 0.0648815, F1: 0.0193959, HIT_RATE: 0.1066773, ARHR: 0.0520026, RMSE: 0.0000000, NOVELTY: 0.0061554, AVERAGE_POPULARITY: 0.2563250, DIVERSITY_MEAN_INTER_LIST: 0.9884038, DIVERSITY_HERFINDAHL: 0.9988360, COVERAGE_ITEM: 0.7342525, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1806716, SHANNON_ENTROPY: 11.1509771, 
SearchBayesianSkoptObject: Config 28 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 6, 'USER_CBF_CF': 0.4998481868235618, 'ITEM_CBF_CF': 0.42079902246177203, 'RP3BETA_SIDE': 0.5681721013084806, 'ITEM_CBF_FW': 0.8081747227799113, 'PURE_SVD_SIDE': 0.39684088056619515, 'IALS_SIDE': 0.5988810210562862} - results: ROC_AUC: 0.0754978, PRECISION: 0.0104593, PRECISION_RECALL_MIN_DEN: 0.1045934, RECALL: 0.1045934, MAP: 0.0529277, MRR: 0.0529277, NDCG: 0.0651574, F1: 0.0190170, HIT_RATE: 0.1045934, ARHR: 0.0529277, RMSE: 0.0000000, NOVELTY: 0.0061655, AVERAGE_POPULARITY: 0.2621737, DIVERSITY_MEAN_INTER_LIST: 0.9874454, DIVERSITY_HERFINDAHL: 0.9987402, COVERAGE_ITEM: 0.7728575, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1848352, SHANNON_ENTROPY: 11.1537686, 
SearchBayesianSkoptObject: Config 29 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 12, 'USER_CBF_CF': 0.17315390985986281, 'ITEM_CBF_CF': 0.18553125061786682, 'RP3BETA_SIDE': 0.5531291326623886, 'ITEM_CBF_FW': 0.3668319240229618, 'PURE_SVD_SIDE': 0.39885036039046573, 'IALS_SIDE': 0.29297857025532453} - results: ROC_AUC: 0.0754436, PRECISION: 0.0106810, PRECISION_RECALL_MIN_DEN: 0.1068103, RECALL: 0.1068103, MAP: 0.0532998, MRR: 0.0532998, NDCG: 0.0659020, F1: 0.0194201, HIT_RATE: 0.1068103, ARHR: 0.0532998, RMSE: 0.0000000, NOVELTY: 0.0061501, AVERAGE_POPULARITY: 0.2625227, DIVERSITY_MEAN_INTER_LIST: 0.9873881, DIVERSITY_HERFINDAHL: 0.9987344, COVERAGE_ITEM: 0.7356042, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1760062, SHANNON_ENTROPY: 11.0546867, 
SearchBayesianSkoptObject: Config 30 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 44, 'USER_CBF_CF': 0.30313246703248403, 'ITEM_CBF_CF': 0.5820719364434387, 'RP3BETA_SIDE': 0.5638212293983575, 'ITEM_CBF_FW': 0.43883332460385127, 'PURE_SVD_SIDE': 0.6705527014509018, 'IALS_SIDE': 0.9174771526422123} - results: ROC_AUC: 0.0760052, PRECISION: 0.0107520, PRECISION_RECALL_MIN_DEN: 0.1075197, RECALL: 0.1075197, MAP: 0.0540390, MRR: 0.0540390, NDCG: 0.0666194, F1: 0.0195490, HIT_RATE: 0.1075197, ARHR: 0.0540390, RMSE: 0.0000000, NOVELTY: 0.0061322, AVERAGE_POPULARITY: 0.2610898, DIVERSITY_MEAN_INTER_LIST: 0.9880314, DIVERSITY_HERFINDAHL: 0.9987988, COVERAGE_ITEM: 0.6920789, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1649075, SHANNON_ENTROPY: 10.9768442, 
SearchBayesianSkoptObject: Config 31 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 49, 'USER_CBF_CF': 0.14099192789842, 'ITEM_CBF_CF': 0.18853170007325443, 'RP3BETA_SIDE': 0.6433412415298931, 'ITEM_CBF_FW': 0.7954646393564255, 'PURE_SVD_SIDE': 0.5017057454520846, 'IALS_SIDE': 0.6925845083922118} - results: ROC_AUC: 0.0752515, PRECISION: 0.0107165, PRECISION_RECALL_MIN_DEN: 0.1071650, RECALL: 0.1071650, MAP: 0.0530492, MRR: 0.0530492, NDCG: 0.0657814, F1: 0.0194846, HIT_RATE: 0.1071650, ARHR: 0.0530492, RMSE: 0.0000000, NOVELTY: 0.0061528, AVERAGE_POPULARITY: 0.2531617, DIVERSITY_MEAN_INTER_LIST: 0.9885930, DIVERSITY_HERFINDAHL: 0.9988549, COVERAGE_ITEM: 0.7133279, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1715132, SHANNON_ENTROPY: 11.0740745, 
SearchBayesianSkoptObject: Config 32 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 12, 'USER_CBF_CF': 0.10017064151753599, 'ITEM_CBF_CF': 0.6062813123566421, 'RP3BETA_SIDE': 0.5968111502515638, 'ITEM_CBF_FW': 0.13136062127531759, 'PURE_SVD_SIDE': 0.4204600796295379, 'IALS_SIDE': 0.0936814265491588} - results: ROC_AUC: 0.0759116, PRECISION: 0.0108229, PRECISION_RECALL_MIN_DEN: 0.1082291, RECALL: 0.1082291, MAP: 0.0541448, MRR: 0.0541448, NDCG: 0.0668456, F1: 0.0196780, HIT_RATE: 0.1082291, ARHR: 0.0541448, RMSE: 0.0000000, NOVELTY: 0.0061528, AVERAGE_POPULARITY: 0.2656338, DIVERSITY_MEAN_INTER_LIST: 0.9869603, DIVERSITY_HERFINDAHL: 0.9986917, COVERAGE_ITEM: 0.7387402, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1754903, SHANNON_ENTROPY: 11.0314780, 
SearchBayesianSkoptObject: Config 33 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 8, 'USER_CBF_CF': 0.9164346022646137, 'ITEM_CBF_CF': 0.3070692987215829, 'RP3BETA_SIDE': 0.3208870838063524, 'ITEM_CBF_FW': 0.7444997112649256, 'PURE_SVD_SIDE': 0.4745821861822016, 'IALS_SIDE': 0.45403250696738573} - results: ROC_AUC: 0.0752121, PRECISION: 0.0106943, PRECISION_RECALL_MIN_DEN: 0.1069433, RECALL: 0.1069433, MAP: 0.0529715, MRR: 0.0529715, NDCG: 0.0656729, F1: 0.0194442, HIT_RATE: 0.1069433, ARHR: 0.0529715, RMSE: 0.0000000, NOVELTY: 0.0061274, AVERAGE_POPULARITY: 0.2698452, DIVERSITY_MEAN_INTER_LIST: 0.9870621, DIVERSITY_HERFINDAHL: 0.9987018, COVERAGE_ITEM: 0.7449040, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1800741, SHANNON_ENTROPY: 11.0922641, 
SearchBayesianSkoptObject: Config 34 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 8, 'USER_CBF_CF': 0.22738666780403888, 'ITEM_CBF_CF': 0.4343326951418094, 'RP3BETA_SIDE': 0.24229678572782648, 'ITEM_CBF_FW': 0.8730516813309609, 'PURE_SVD_SIDE': 0.13723220280044526, 'IALS_SIDE': 0.8863443579006128} - results: ROC_AUC: 0.0753057, PRECISION: 0.0106722, PRECISION_RECALL_MIN_DEN: 0.1067216, RECALL: 0.1067216, MAP: 0.0524846, MRR: 0.0524846, NDCG: 0.0652759, F1: 0.0194039, HIT_RATE: 0.1067216, ARHR: 0.0524846, RMSE: 0.0000000, NOVELTY: 0.0061579, AVERAGE_POPULARITY: 0.2598219, DIVERSITY_MEAN_INTER_LIST: 0.9879306, DIVERSITY_HERFINDAHL: 0.9987887, COVERAGE_ITEM: 0.7439849, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1832058, SHANNON_ENTROPY: 11.1561888, 
SearchBayesianSkoptObject: Config 35 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 0.21739091617812928, 'ITEM_CBF_CF': 0.911104549142627, 'RP3BETA_SIDE': 0.7712513716695482, 'ITEM_CBF_FW': 0.0783799790822607, 'PURE_SVD_SIDE': 0.5794385527615196, 'IALS_SIDE': 0.01549754430231343} - results: ROC_AUC: 0.0759363, PRECISION: 0.0107608, PRECISION_RECALL_MIN_DEN: 0.1076084, RECALL: 0.1076084, MAP: 0.0542979, MRR: 0.0542979, NDCG: 0.0668303, F1: 0.0195652, HIT_RATE: 0.1076084, ARHR: 0.0542979, RMSE: 0.0000000, NOVELTY: 0.0061291, AVERAGE_POPULARITY: 0.2685059, DIVERSITY_MEAN_INTER_LIST: 0.9870151, DIVERSITY_HERFINDAHL: 0.9986971, COVERAGE_ITEM: 0.7310624, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1704199, SHANNON_ENTROPY: 10.9869210, 
SearchBayesianSkoptObject: Config 36 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 26, 'USER_CBF_CF': 0.25185421710663075, 'ITEM_CBF_CF': 0.08936866015548452, 'RP3BETA_SIDE': 0.12121755826016803, 'ITEM_CBF_FW': 0.20557423966319194, 'PURE_SVD_SIDE': 0.5613496836231601, 'IALS_SIDE': 0.4256864357242852} - results: ROC_AUC: 0.0733302, PRECISION: 0.0104904, PRECISION_RECALL_MIN_DEN: 0.1049038, RECALL: 0.1049038, MAP: 0.0517949, MRR: 0.0517949, NDCG: 0.0642722, F1: 0.0190734, HIT_RATE: 0.1049038, ARHR: 0.0517949, RMSE: 0.0000000, NOVELTY: 0.0061097, AVERAGE_POPULARITY: 0.2638566, DIVERSITY_MEAN_INTER_LIST: 0.9877389, DIVERSITY_HERFINDAHL: 0.9987695, COVERAGE_ITEM: 0.7019735, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1636986, SHANNON_ENTROPY: 10.9511437, 
SearchBayesianSkoptObject: Config 37 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 33, 'USER_CBF_CF': 0.2600705939253671, 'ITEM_CBF_CF': 0.9278464394059196, 'RP3BETA_SIDE': 0.92267120832842, 'ITEM_CBF_FW': 0.23192302251273927, 'PURE_SVD_SIDE': 0.41813663283625324, 'IALS_SIDE': 0.8548119642061331} - results: ROC_AUC: 0.0766555, PRECISION: 0.0107697, PRECISION_RECALL_MIN_DEN: 0.1076971, RECALL: 0.1076971, MAP: 0.0543294, MRR: 0.0543294, NDCG: 0.0669036, F1: 0.0195813, HIT_RATE: 0.1076971, ARHR: 0.0543294, RMSE: 0.0000000, NOVELTY: 0.0061521, AVERAGE_POPULARITY: 0.2620570, DIVERSITY_MEAN_INTER_LIST: 0.9878313, DIVERSITY_HERFINDAHL: 0.9987787, COVERAGE_ITEM: 0.6919167, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1657848, SHANNON_ENTROPY: 10.9735452, 
SearchBayesianSkoptObject: Config 38 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 9, 'USER_CBF_CF': 0.7929941617907289, 'ITEM_CBF_CF': 0.29671059942702943, 'RP3BETA_SIDE': 0.9710010455201357, 'ITEM_CBF_FW': 0.004537954925240562, 'PURE_SVD_SIDE': 0.2369437325427946, 'IALS_SIDE': 0.2616018639504593} - results: ROC_AUC: 0.0761875, PRECISION: 0.0107653, PRECISION_RECALL_MIN_DEN: 0.1076527, RECALL: 0.1076527, MAP: 0.0540933, MRR: 0.0540933, NDCG: 0.0666981, F1: 0.0195732, HIT_RATE: 0.1076527, ARHR: 0.0540933, RMSE: 0.0000000, NOVELTY: 0.0061335, AVERAGE_POPULARITY: 0.2792922, DIVERSITY_MEAN_INTER_LIST: 0.9859694, DIVERSITY_HERFINDAHL: 0.9985926, COVERAGE_ITEM: 0.7317653, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1754475, SHANNON_ENTROPY: 10.9975893, 
SearchBayesianSkoptObject: Config 39 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 29, 'USER_CBF_CF': 0.9008238997189248, 'ITEM_CBF_CF': 0.9291866848940713, 'RP3BETA_SIDE': 0.9098207948339737, 'ITEM_CBF_FW': 0.02484096602544695, 'PURE_SVD_SIDE': 0.7520074459906115, 'IALS_SIDE': 0.9389075453274268} - results: ROC_AUC: 0.0761875, PRECISION: 0.0107520, PRECISION_RECALL_MIN_DEN: 0.1075197, RECALL: 0.1075197, MAP: 0.0542114, MRR: 0.0542114, NDCG: 0.0667539, F1: 0.0195490, HIT_RATE: 0.1075197, ARHR: 0.0542114, RMSE: 0.0000000, NOVELTY: 0.0061107, AVERAGE_POPULARITY: 0.2755025, DIVERSITY_MEAN_INTER_LIST: 0.9868081, DIVERSITY_HERFINDAHL: 0.9986764, COVERAGE_ITEM: 0.6848878, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1620654, SHANNON_ENTROPY: 10.8938924, 
SearchBayesianSkoptObject: Config 40 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.08849357848217666, 'ITEM_CBF_CF': 0.2435441048191433, 'RP3BETA_SIDE': 0.6021336369762648, 'ITEM_CBF_FW': 0.552900653319746, 'PURE_SVD_SIDE': 0.03957163054339408, 'IALS_SIDE': 0.6421458888977133} - results: ROC_AUC: 0.0762466, PRECISION: 0.0107475, PRECISION_RECALL_MIN_DEN: 0.1074754, RECALL: 0.1074754, MAP: 0.0539364, MRR: 0.0539364, NDCG: 0.0665513, F1: 0.0195410, HIT_RATE: 0.1074754, ARHR: 0.0539364, RMSE: 0.0000000, NOVELTY: 0.0061893, AVERAGE_POPULARITY: 0.2500480, DIVERSITY_MEAN_INTER_LIST: 0.9888910, DIVERSITY_HERFINDAHL: 0.9988847, COVERAGE_ITEM: 0.7155447, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1783595, SHANNON_ENTROPY: 11.1456319, 
SearchBayesianSkoptObject: Config 41 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 43, 'USER_CBF_CF': 0.04641287235655068, 'ITEM_CBF_CF': 0.44704398091979547, 'RP3BETA_SIDE': 0.8729673890731915, 'ITEM_CBF_FW': 0.2208368931647991, 'PURE_SVD_SIDE': 0.9315668987840824, 'IALS_SIDE': 0.5118370196203718} - results: ROC_AUC: 0.0751037, PRECISION: 0.0105968, PRECISION_RECALL_MIN_DEN: 0.1059679, RECALL: 0.1059679, MAP: 0.0535196, MRR: 0.0535196, NDCG: 0.0658626, F1: 0.0192669, HIT_RATE: 0.1059679, ARHR: 0.0535196, RMSE: 0.0000000, NOVELTY: 0.0061353, AVERAGE_POPULARITY: 0.2586797, DIVERSITY_MEAN_INTER_LIST: 0.9880170, DIVERSITY_HERFINDAHL: 0.9987973, COVERAGE_ITEM: 0.7178697, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1672901, SHANNON_ENTROPY: 11.0019044, 
SearchBayesianSkoptObject: Config 42 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 44, 'USER_CBF_CF': 0.8977490228541182, 'ITEM_CBF_CF': 0.27603728987396564, 'RP3BETA_SIDE': 0.8202409100336377, 'ITEM_CBF_FW': 0.9863040584218263, 'PURE_SVD_SIDE': 0.7771858366782483, 'IALS_SIDE': 0.48925223277434726} - results: ROC_AUC: 0.0755422, PRECISION: 0.0106278, PRECISION_RECALL_MIN_DEN: 0.1062783, RECALL: 0.1062783, MAP: 0.0531322, MRR: 0.0531322, NDCG: 0.0656683, F1: 0.0193233, HIT_RATE: 0.1062783, ARHR: 0.0531322, RMSE: 0.0000000, NOVELTY: 0.0061071, AVERAGE_POPULARITY: 0.2724187, DIVERSITY_MEAN_INTER_LIST: 0.9869248, DIVERSITY_HERFINDAHL: 0.9986881, COVERAGE_ITEM: 0.7067856, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1675992, SHANNON_ENTROPY: 10.9562708, 
SearchBayesianSkoptObject: Config 43 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 36, 'USER_CBF_CF': 0.5343619958353422, 'ITEM_CBF_CF': 0.24765020436691848, 'RP3BETA_SIDE': 0.6645094100507848, 'ITEM_CBF_FW': 0.4148113482546423, 'PURE_SVD_SIDE': 0.34044622813176456, 'IALS_SIDE': 0.2476011092545714} - results: ROC_AUC: 0.0762663, PRECISION: 0.0107254, PRECISION_RECALL_MIN_DEN: 0.1072537, RECALL: 0.1072537, MAP: 0.0539507, MRR: 0.0539507, NDCG: 0.0665150, F1: 0.0195007, HIT_RATE: 0.1072537, ARHR: 0.0539507, RMSE: 0.0000000, NOVELTY: 0.0061152, AVERAGE_POPULARITY: 0.2759352, DIVERSITY_MEAN_INTER_LIST: 0.9865411, DIVERSITY_HERFINDAHL: 0.9986497, COVERAGE_ITEM: 0.7084617, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1686181, SHANNON_ENTROPY: 10.9497578, 
SearchBayesianSkoptObject: Config 44 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 18, 'USER_CBF_CF': 0.6861639673547831, 'ITEM_CBF_CF': 0.41493908358991705, 'RP3BETA_SIDE': 0.4189264716170461, 'ITEM_CBF_FW': 0.8824872961765434, 'PURE_SVD_SIDE': 0.07537052330370621, 'IALS_SIDE': 0.18239004104524084} - results: ROC_AUC: 0.0747736, PRECISION: 0.0106855, PRECISION_RECALL_MIN_DEN: 0.1068547, RECALL: 0.1068547, MAP: 0.0524690, MRR: 0.0524690, NDCG: 0.0652677, F1: 0.0194281, HIT_RATE: 0.1068547, ARHR: 0.0524690, RMSE: 0.0000000, NOVELTY: 0.0061391, AVERAGE_POPULARITY: 0.2717655, DIVERSITY_MEAN_INTER_LIST: 0.9867401, DIVERSITY_HERFINDAHL: 0.9986696, COVERAGE_ITEM: 0.7379292, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1825085, SHANNON_ENTROPY: 11.0949370, 
SearchBayesianSkoptObject: Config 45 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 49, 'USER_CBF_CF': 0.9037641162811924, 'ITEM_CBF_CF': 0.9795194607697704, 'RP3BETA_SIDE': 0.03586941976646708, 'ITEM_CBF_FW': 0.34822414564977117, 'PURE_SVD_SIDE': 0.8807891891437006, 'IALS_SIDE': 0.427631786016784} - results: ROC_AUC: 0.0745027, PRECISION: 0.0105702, PRECISION_RECALL_MIN_DEN: 0.1057019, RECALL: 0.1057019, MAP: 0.0528605, MRR: 0.0528605, NDCG: 0.0652922, F1: 0.0192185, HIT_RATE: 0.1057019, ARHR: 0.0528605, RMSE: 0.0000000, NOVELTY: 0.0060727, AVERAGE_POPULARITY: 0.2790064, DIVERSITY_MEAN_INTER_LIST: 0.9863737, DIVERSITY_HERFINDAHL: 0.9986330, COVERAGE_ITEM: 0.6836442, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1577390, SHANNON_ENTROPY: 10.8322645, 
SearchBayesianSkoptObject: Config 46 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 42, 'USER_CBF_CF': 0.5797542232922479, 'ITEM_CBF_CF': 0.6311778933142618, 'RP3BETA_SIDE': 0.21160548386671724, 'ITEM_CBF_FW': 0.549632573515411, 'PURE_SVD_SIDE': 0.7970013828505158, 'IALS_SIDE': 0.31817914645160955} - results: ROC_AUC: 0.0748278, PRECISION: 0.0105702, PRECISION_RECALL_MIN_DEN: 0.1057019, RECALL: 0.1057019, MAP: 0.0527784, MRR: 0.0527784, NDCG: 0.0652479, F1: 0.0192185, HIT_RATE: 0.1057019, ARHR: 0.0527784, RMSE: 0.0000000, NOVELTY: 0.0060899, AVERAGE_POPULARITY: 0.2714620, DIVERSITY_MEAN_INTER_LIST: 0.9869412, DIVERSITY_HERFINDAHL: 0.9986897, COVERAGE_ITEM: 0.7048391, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1636813, SHANNON_ENTROPY: 10.9158531, 
SearchBayesianSkoptObject: Config 47 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.5581332927042103, 'ITEM_CBF_CF': 0.5007535184440598, 'RP3BETA_SIDE': 0.1492802460873042, 'ITEM_CBF_FW': 0.09314322288548461, 'PURE_SVD_SIDE': 0.16232851347947588, 'IALS_SIDE': 0.20837389148076763} - results: ROC_AUC: 0.0764683, PRECISION: 0.0107076, PRECISION_RECALL_MIN_DEN: 0.1070764, RECALL: 0.1070764, MAP: 0.0542025, MRR: 0.0542025, NDCG: 0.0666759, F1: 0.0194684, HIT_RATE: 0.1070764, ARHR: 0.0542025, RMSE: 0.0000000, NOVELTY: 0.0060907, AVERAGE_POPULARITY: 0.2866071, DIVERSITY_MEAN_INTER_LIST: 0.9856523, DIVERSITY_HERFINDAHL: 0.9985609, COVERAGE_ITEM: 0.6836983, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1619753, SHANNON_ENTROPY: 10.8503690, 
SearchBayesianSkoptObject: Config 48 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.9281425975695028, 'ITEM_CBF_CF': 0.4644727495897899, 'RP3BETA_SIDE': 0.7951729285287864, 'ITEM_CBF_FW': 0.02610870102704555, 'PURE_SVD_SIDE': 0.7341331672247221, 'IALS_SIDE': 0.4656483406025712} - results: ROC_AUC: 0.0756752, PRECISION: 0.0106589, PRECISION_RECALL_MIN_DEN: 0.1065886, RECALL: 0.1065886, MAP: 0.0539258, MRR: 0.0539258, NDCG: 0.0663213, F1: 0.0193798, HIT_RATE: 0.1065886, ARHR: 0.0539258, RMSE: 0.0000000, NOVELTY: 0.0060886, AVERAGE_POPULARITY: 0.2829086, DIVERSITY_MEAN_INTER_LIST: 0.9860427, DIVERSITY_HERFINDAHL: 0.9985999, COVERAGE_ITEM: 0.6822384, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1592202, SHANNON_ENTROPY: 10.8334058, 
SearchBayesianSkoptObject: Config 49 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 47, 'USER_CBF_CF': 0.7815905480300613, 'ITEM_CBF_CF': 0.0814917657234059, 'RP3BETA_SIDE': 0.035975375078077916, 'ITEM_CBF_FW': 0.7176044547272883, 'PURE_SVD_SIDE': 0.255446676292898, 'IALS_SIDE': 0.20272637992372616} - results: ROC_AUC: 0.0729903, PRECISION: 0.0104505, PRECISION_RECALL_MIN_DEN: 0.1045047, RECALL: 0.1045047, MAP: 0.0505737, MRR: 0.0505737, NDCG: 0.0632833, F1: 0.0190009, HIT_RATE: 0.1045047, ARHR: 0.0505737, RMSE: 0.0000000, NOVELTY: 0.0060871, AVERAGE_POPULARITY: 0.2806716, DIVERSITY_MEAN_INTER_LIST: 0.9861963, DIVERSITY_HERFINDAHL: 0.9986153, COVERAGE_ITEM: 0.6969992, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1683665, SHANNON_ENTROPY: 10.9260589, 
