SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0757097, PRECISION: 0.0107032, PRECISION_RECALL_MIN_DEN: 0.1070320, RECALL: 0.1070320, MAP: 0.0540359, MRR: 0.0540359, NDCG: 0.0665021, F1: 0.0194604, HIT_RATE: 0.1070320, ARHR: 0.0540359, RMSE: 0.0000000, NOVELTY: 0.0061533, AVERAGE_POPULARITY: 0.2778263, DIVERSITY_MEAN_INTER_LIST: 0.9860544, DIVERSITY_HERFINDAHL: 0.9986011, COVERAGE_ITEM: 0.7164098, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1761020, SHANNON_ENTROPY: 10.9898272, 
SearchBayesianSkoptObject: Config 25 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.13027533344354672, 'ITEM_CBF_CF': 0.7466274997889368, 'RP3BETA_SIDE': 0.7428313096634998, 'ITEM_CBF_FW': 0.5566235262916811, 'PURE_SVD_SIDE': 0.9526561129982399, 'IALS_SIDE': 0.3708822976899126} - results: ROC_AUC: 0.0756949, PRECISION: 0.0106677, PRECISION_RECALL_MIN_DEN: 0.1066773, RECALL: 0.1066773, MAP: 0.0535925, MRR: 0.0535925, NDCG: 0.0661005, F1: 0.0193959, HIT_RATE: 0.1066773, ARHR: 0.0535925, RMSE: 0.0000000, NOVELTY: 0.0061465, AVERAGE_POPULARITY: 0.2751145, DIVERSITY_MEAN_INTER_LIST: 0.9863594, DIVERSITY_HERFINDAHL: 0.9986316, COVERAGE_ITEM: 0.7128413, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1738746, SHANNON_ENTROPY: 10.9766383, 
SearchBayesianSkoptObject: Config 26 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 41, 'USER_CBF_CF': 0.08276080504004392, 'ITEM_CBF_CF': 0.8356803674333159, 'RP3BETA_SIDE': 0.7570499562397927, 'ITEM_CBF_FW': 0.11543706940210688, 'PURE_SVD_SIDE': 0.7749512346885039, 'IALS_SIDE': 0.13676940867611712} - results: ROC_AUC: 0.0759658, PRECISION: 0.0106323, PRECISION_RECALL_MIN_DEN: 0.1063226, RECALL: 0.1063226, MAP: 0.0538123, MRR: 0.0538123, NDCG: 0.0661989, F1: 0.0193314, HIT_RATE: 0.1063226, ARHR: 0.0538123, RMSE: 0.0000000, NOVELTY: 0.0061623, AVERAGE_POPULARITY: 0.2705087, DIVERSITY_MEAN_INTER_LIST: 0.9867018, DIVERSITY_HERFINDAHL: 0.9986658, COVERAGE_ITEM: 0.7184104, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1770053, SHANNON_ENTROPY: 11.0185162, 
SearchBayesianSkoptObject: Config 27 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 14, 'USER_CBF_CF': 0.26097479604584434, 'ITEM_CBF_CF': 0.2947825770892529, 'RP3BETA_SIDE': 0.13288036101057002, 'ITEM_CBF_FW': 0.6720999050271125, 'PURE_SVD_SIDE': 0.15960272506355147, 'IALS_SIDE': 0.5906329932747754} - results: ROC_AUC: 0.0750692, PRECISION: 0.0107165, PRECISION_RECALL_MIN_DEN: 0.1071650, RECALL: 0.1071650, MAP: 0.0535725, MRR: 0.0535725, NDCG: 0.0661519, F1: 0.0194846, HIT_RATE: 0.1071650, ARHR: 0.0535725, RMSE: 0.0000000, NOVELTY: 0.0061265, AVERAGE_POPULARITY: 0.2847955, DIVERSITY_MEAN_INTER_LIST: 0.9854929, DIVERSITY_HERFINDAHL: 0.9985449, COVERAGE_ITEM: 0.7186807, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1732090, SHANNON_ENTROPY: 10.9518714, 
SearchBayesianSkoptObject: Config 28 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 6, 'USER_CBF_CF': 0.4998481868235618, 'ITEM_CBF_CF': 0.42079902246177203, 'RP3BETA_SIDE': 0.5681721013084806, 'ITEM_CBF_FW': 0.8081747227799113, 'PURE_SVD_SIDE': 0.39684088056619515, 'IALS_SIDE': 0.5988810210562862} - results: ROC_AUC: 0.0754633, PRECISION: 0.0104948, PRECISION_RECALL_MIN_DEN: 0.1049481, RECALL: 0.1049481, MAP: 0.0534230, MRR: 0.0534230, NDCG: 0.0655810, F1: 0.0190815, HIT_RATE: 0.1049481, ARHR: 0.0534230, RMSE: 0.0000000, NOVELTY: 0.0061553, AVERAGE_POPULARITY: 0.2671739, DIVERSITY_MEAN_INTER_LIST: 0.9869797, DIVERSITY_HERFINDAHL: 0.9986936, COVERAGE_ITEM: 0.7711814, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1815581, SHANNON_ENTROPY: 11.1064296, 
SearchBayesianSkoptObject: Config 29 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 12, 'USER_CBF_CF': 0.17315390985986281, 'ITEM_CBF_CF': 0.18553125061786682, 'RP3BETA_SIDE': 0.5531291326623886, 'ITEM_CBF_FW': 0.3668319240229618, 'PURE_SVD_SIDE': 0.39885036039046573, 'IALS_SIDE': 0.29297857025532453} - results: ROC_AUC: 0.0757737, PRECISION: 0.0107032, PRECISION_RECALL_MIN_DEN: 0.1070320, RECALL: 0.1070320, MAP: 0.0537812, MRR: 0.0537812, NDCG: 0.0663130, F1: 0.0194604, HIT_RATE: 0.1070320, ARHR: 0.0537812, RMSE: 0.0000000, NOVELTY: 0.0061487, AVERAGE_POPULARITY: 0.2768948, DIVERSITY_MEAN_INTER_LIST: 0.9858831, DIVERSITY_HERFINDAHL: 0.9985839, COVERAGE_ITEM: 0.7232225, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1739042, SHANNON_ENTROPY: 10.9668426, 
SearchBayesianSkoptObject: Config 30 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 44, 'USER_CBF_CF': 0.30313246703248403, 'ITEM_CBF_CF': 0.5820719364434387, 'RP3BETA_SIDE': 0.5638212293983575, 'ITEM_CBF_FW': 0.43883332460385127, 'PURE_SVD_SIDE': 0.6705527014509018, 'IALS_SIDE': 0.9174771526422123} - results: ROC_AUC: 0.0754732, PRECISION: 0.0105968, PRECISION_RECALL_MIN_DEN: 0.1059679, RECALL: 0.1059679, MAP: 0.0537425, MRR: 0.0537425, NDCG: 0.0660452, F1: 0.0192669, HIT_RATE: 0.1059679, ARHR: 0.0537425, RMSE: 0.0000000, NOVELTY: 0.0060925, AVERAGE_POPULARITY: 0.2931916, DIVERSITY_MEAN_INTER_LIST: 0.9847735, DIVERSITY_HERFINDAHL: 0.9984730, COVERAGE_ITEM: 0.6842931, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1632524, SHANNON_ENTROPY: 10.8155634, 
SearchBayesianSkoptObject: Config 31 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 49, 'USER_CBF_CF': 0.14099192789842, 'ITEM_CBF_CF': 0.18853170007325443, 'RP3BETA_SIDE': 0.6433412415298931, 'ITEM_CBF_FW': 0.7954646393564255, 'PURE_SVD_SIDE': 0.5017057454520846, 'IALS_SIDE': 0.6925845083922118} - results: ROC_AUC: 0.0757688, PRECISION: 0.0106234, PRECISION_RECALL_MIN_DEN: 0.1062339, RECALL: 0.1062339, MAP: 0.0537621, MRR: 0.0537621, NDCG: 0.0661339, F1: 0.0193153, HIT_RATE: 0.1062339, ARHR: 0.0537621, RMSE: 0.0000000, NOVELTY: 0.0061433, AVERAGE_POPULARITY: 0.2784518, DIVERSITY_MEAN_INTER_LIST: 0.9861107, DIVERSITY_HERFINDAHL: 0.9986067, COVERAGE_ITEM: 0.7001892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1715721, SHANNON_ENTROPY: 10.9443604, 
SearchBayesianSkoptObject: Config 32 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 12, 'USER_CBF_CF': 0.10017064151753599, 'ITEM_CBF_CF': 0.6062813123566421, 'RP3BETA_SIDE': 0.5968111502515638, 'ITEM_CBF_FW': 0.13136062127531759, 'PURE_SVD_SIDE': 0.4204600796295379, 'IALS_SIDE': 0.0936814265491588} - results: ROC_AUC: 0.0758525, PRECISION: 0.0107076, PRECISION_RECALL_MIN_DEN: 0.1070764, RECALL: 0.1070764, MAP: 0.0537754, MRR: 0.0537754, NDCG: 0.0663236, F1: 0.0194684, HIT_RATE: 0.1070764, ARHR: 0.0537754, RMSE: 0.0000000, NOVELTY: 0.0061693, AVERAGE_POPULARITY: 0.2698948, DIVERSITY_MEAN_INTER_LIST: 0.9864550, DIVERSITY_HERFINDAHL: 0.9986411, COVERAGE_ITEM: 0.7310624, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1774600, SHANNON_ENTROPY: 11.0217800, 
SearchBayesianSkoptObject: Config 33 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 8, 'USER_CBF_CF': 0.9164346022646137, 'ITEM_CBF_CF': 0.3070692987215829, 'RP3BETA_SIDE': 0.3208870838063524, 'ITEM_CBF_FW': 0.7444997112649256, 'PURE_SVD_SIDE': 0.4745821861822016, 'IALS_SIDE': 0.45403250696738573} - results: ROC_AUC: 0.0749165, PRECISION: 0.0107786, PRECISION_RECALL_MIN_DEN: 0.1077858, RECALL: 0.1077858, MAP: 0.0530686, MRR: 0.0530686, NDCG: 0.0658990, F1: 0.0195974, HIT_RATE: 0.1077858, ARHR: 0.0530686, RMSE: 0.0000000, NOVELTY: 0.0061251, AVERAGE_POPULARITY: 0.2800046, DIVERSITY_MEAN_INTER_LIST: 0.9859433, DIVERSITY_HERFINDAHL: 0.9985900, COVERAGE_ITEM: 0.7381454, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1758151, SHANNON_ENTROPY: 11.0026073, 
SearchBayesianSkoptObject: Config 34 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 8, 'USER_CBF_CF': 0.22738666780403888, 'ITEM_CBF_CF': 0.4343326951418094, 'RP3BETA_SIDE': 0.24229678572782648, 'ITEM_CBF_FW': 0.8730516813309609, 'PURE_SVD_SIDE': 0.13723220280044526, 'IALS_SIDE': 0.8863443579006128} - results: ROC_AUC: 0.0755471, PRECISION: 0.0107608, PRECISION_RECALL_MIN_DEN: 0.1076084, RECALL: 0.1076084, MAP: 0.0536429, MRR: 0.0536429, NDCG: 0.0663171, F1: 0.0195652, HIT_RATE: 0.1076084, ARHR: 0.0536429, RMSE: 0.0000000, NOVELTY: 0.0061358, AVERAGE_POPULARITY: 0.2788174, DIVERSITY_MEAN_INTER_LIST: 0.9860601, DIVERSITY_HERFINDAHL: 0.9986016, COVERAGE_ITEM: 0.7318194, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1764876, SHANNON_ENTROPY: 11.0113517, 
SearchBayesianSkoptObject: Config 35 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 50, 'USER_CBF_CF': 0.21739091617812928, 'ITEM_CBF_CF': 0.911104549142627, 'RP3BETA_SIDE': 0.7712513716695482, 'ITEM_CBF_FW': 0.0783799790822607, 'PURE_SVD_SIDE': 0.5794385527615196, 'IALS_SIDE': 0.01549754430231343} - results: ROC_AUC: 0.0755717, PRECISION: 0.0106677, PRECISION_RECALL_MIN_DEN: 0.1066773, RECALL: 0.1066773, MAP: 0.0538514, MRR: 0.0538514, NDCG: 0.0662849, F1: 0.0193959, HIT_RATE: 0.1066773, ARHR: 0.0538514, RMSE: 0.0000000, NOVELTY: 0.0061288, AVERAGE_POPULARITY: 0.2830892, DIVERSITY_MEAN_INTER_LIST: 0.9856234, DIVERSITY_HERFINDAHL: 0.9985580, COVERAGE_ITEM: 0.7056502, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1711287, SHANNON_ENTROPY: 10.9223973, 
SearchBayesianSkoptObject: Config 36 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 26, 'USER_CBF_CF': 0.25185421710663075, 'ITEM_CBF_CF': 0.08936866015548452, 'RP3BETA_SIDE': 0.12121755826016803, 'ITEM_CBF_FW': 0.20557423966319194, 'PURE_SVD_SIDE': 0.5613496836231601, 'IALS_SIDE': 0.4256864357242852} - results: ROC_AUC: 0.0741726, PRECISION: 0.0104327, PRECISION_RECALL_MIN_DEN: 0.1043274, RECALL: 0.1043274, MAP: 0.0530628, MRR: 0.0530628, NDCG: 0.0651243, F1: 0.0189686, HIT_RATE: 0.1043274, ARHR: 0.0530628, RMSE: 0.0000000, NOVELTY: 0.0060753, AVERAGE_POPULARITY: 0.2957909, DIVERSITY_MEAN_INTER_LIST: 0.9845079, DIVERSITY_HERFINDAHL: 0.9984464, COVERAGE_ITEM: 0.6844012, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1599322, SHANNON_ENTROPY: 10.7781255, 
SearchBayesianSkoptObject: Config 37 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 33, 'USER_CBF_CF': 0.2600705939253671, 'ITEM_CBF_CF': 0.9278464394059196, 'RP3BETA_SIDE': 0.92267120832842, 'ITEM_CBF_FW': 0.23192302251273927, 'PURE_SVD_SIDE': 0.41813663283625324, 'IALS_SIDE': 0.8548119642061331} - results: ROC_AUC: 0.0756505, PRECISION: 0.0106899, PRECISION_RECALL_MIN_DEN: 0.1068990, RECALL: 0.1068990, MAP: 0.0538525, MRR: 0.0538525, NDCG: 0.0663365, F1: 0.0194362, HIT_RATE: 0.1068990, ARHR: 0.0538525, RMSE: 0.0000000, NOVELTY: 0.0061338, AVERAGE_POPULARITY: 0.2825554, DIVERSITY_MEAN_INTER_LIST: 0.9855740, DIVERSITY_HERFINDAHL: 0.9985530, COVERAGE_ITEM: 0.6968370, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1705131, SHANNON_ENTROPY: 10.9087412, 
SearchBayesianSkoptObject: Config 38 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 9, 'USER_CBF_CF': 0.7929941617907289, 'ITEM_CBF_CF': 0.29671059942702943, 'RP3BETA_SIDE': 0.9710010455201357, 'ITEM_CBF_FW': 0.004537954925240562, 'PURE_SVD_SIDE': 0.2369437325427946, 'IALS_SIDE': 0.2616018639504593} - results: ROC_AUC: 0.0750643, PRECISION: 0.0107298, PRECISION_RECALL_MIN_DEN: 0.1072980, RECALL: 0.1072980, MAP: 0.0535080, MRR: 0.0535080, NDCG: 0.0661243, F1: 0.0195087, HIT_RATE: 0.1072980, ARHR: 0.0535080, RMSE: 0.0000000, NOVELTY: 0.0061310, AVERAGE_POPULARITY: 0.2814264, DIVERSITY_MEAN_INTER_LIST: 0.9857061, DIVERSITY_HERFINDAHL: 0.9985662, COVERAGE_ITEM: 0.7365234, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1768253, SHANNON_ENTROPY: 10.9987539, 
SearchBayesianSkoptObject: Config 39 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 29, 'USER_CBF_CF': 0.9008238997189248, 'ITEM_CBF_CF': 0.9291866848940713, 'RP3BETA_SIDE': 0.9098207948339737, 'ITEM_CBF_FW': 0.02484096602544695, 'PURE_SVD_SIDE': 0.7520074459906115, 'IALS_SIDE': 0.9389075453274268} - results: ROC_AUC: 0.0746948, PRECISION: 0.0105924, PRECISION_RECALL_MIN_DEN: 0.1059236, RECALL: 0.1059236, MAP: 0.0535787, MRR: 0.0535787, NDCG: 0.0658730, F1: 0.0192588, HIT_RATE: 0.1059236, ARHR: 0.0535787, RMSE: 0.0000000, NOVELTY: 0.0060904, AVERAGE_POPULARITY: 0.2955071, DIVERSITY_MEAN_INTER_LIST: 0.9844714, DIVERSITY_HERFINDAHL: 0.9984428, COVERAGE_ITEM: 0.6971073, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1656000, SHANNON_ENTROPY: 10.8362255, 
SearchBayesianSkoptObject: New best config found. Config 40: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.08849357848217666, 'ITEM_CBF_CF': 0.2435441048191433, 'RP3BETA_SIDE': 0.6021336369762648, 'ITEM_CBF_FW': 0.552900653319746, 'PURE_SVD_SIDE': 0.03957163054339408, 'IALS_SIDE': 0.6421458888977133} - results: ROC_AUC: 0.0760397, PRECISION: 0.0106544, PRECISION_RECALL_MIN_DEN: 0.1065443, RECALL: 0.1065443, MAP: 0.0540881, MRR: 0.0540881, NDCG: 0.0664539, F1: 0.0193717, HIT_RATE: 0.1065443, ARHR: 0.0540881, RMSE: 0.0000000, NOVELTY: 0.0061772, AVERAGE_POPULARITY: 0.2716744, DIVERSITY_MEAN_INTER_LIST: 0.9866227, DIVERSITY_HERFINDAHL: 0.9986579, COVERAGE_ITEM: 0.7139227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1788348, SHANNON_ENTROPY: 11.0345293, 
SearchBayesianSkoptObject: Config 41 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 43, 'USER_CBF_CF': 0.04641287235655068, 'ITEM_CBF_CF': 0.44704398091979547, 'RP3BETA_SIDE': 0.8729673890731915, 'ITEM_CBF_FW': 0.2208368931647991, 'PURE_SVD_SIDE': 0.9315668987840824, 'IALS_SIDE': 0.5118370196203718} - results: ROC_AUC: 0.0759658, PRECISION: 0.0106500, PRECISION_RECALL_MIN_DEN: 0.1065000, RECALL: 0.1065000, MAP: 0.0538432, MRR: 0.0538432, NDCG: 0.0662613, F1: 0.0193636, HIT_RATE: 0.1065000, ARHR: 0.0538432, RMSE: 0.0000000, NOVELTY: 0.0061695, AVERAGE_POPULARITY: 0.2661341, DIVERSITY_MEAN_INTER_LIST: 0.9870832, DIVERSITY_HERFINDAHL: 0.9987039, COVERAGE_ITEM: 0.7232225, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1777255, SHANNON_ENTROPY: 11.0448685, 
SearchBayesianSkoptObject: Config 42 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 44, 'USER_CBF_CF': 0.8977490228541182, 'ITEM_CBF_CF': 0.27603728987396564, 'RP3BETA_SIDE': 0.8202409100336377, 'ITEM_CBF_FW': 0.9863040584218263, 'PURE_SVD_SIDE': 0.7771858366782483, 'IALS_SIDE': 0.48925223277434726} - results: ROC_AUC: 0.0747441, PRECISION: 0.0105258, PRECISION_RECALL_MIN_DEN: 0.1052585, RECALL: 0.1052585, MAP: 0.0536143, MRR: 0.0536143, NDCG: 0.0657591, F1: 0.0191379, HIT_RATE: 0.1052585, ARHR: 0.0536143, RMSE: 0.0000000, NOVELTY: 0.0060791, AVERAGE_POPULARITY: 0.2988436, DIVERSITY_MEAN_INTER_LIST: 0.9841930, DIVERSITY_HERFINDAHL: 0.9984149, COVERAGE_ITEM: 0.6821844, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1620487, SHANNON_ENTROPY: 10.7851066, 
SearchBayesianSkoptObject: Config 43 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 36, 'USER_CBF_CF': 0.5343619958353422, 'ITEM_CBF_CF': 0.24765020436691848, 'RP3BETA_SIDE': 0.6645094100507848, 'ITEM_CBF_FW': 0.4148113482546423, 'PURE_SVD_SIDE': 0.34044622813176456, 'IALS_SIDE': 0.2476011092545714} - results: ROC_AUC: 0.0748869, PRECISION: 0.0105746, PRECISION_RECALL_MIN_DEN: 0.1057462, RECALL: 0.1057462, MAP: 0.0536955, MRR: 0.0536955, NDCG: 0.0659341, F1: 0.0192266, HIT_RATE: 0.1057462, ARHR: 0.0536955, RMSE: 0.0000000, NOVELTY: 0.0060897, AVERAGE_POPULARITY: 0.2965682, DIVERSITY_MEAN_INTER_LIST: 0.9843453, DIVERSITY_HERFINDAHL: 0.9984302, COVERAGE_ITEM: 0.6961341, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1652652, SHANNON_ENTROPY: 10.8261916, 
SearchBayesianSkoptObject: Config 44 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 18, 'USER_CBF_CF': 0.6861639673547831, 'ITEM_CBF_CF': 0.41493908358991705, 'RP3BETA_SIDE': 0.4189264716170461, 'ITEM_CBF_FW': 0.8824872961765434, 'PURE_SVD_SIDE': 0.07537052330370621, 'IALS_SIDE': 0.18239004104524084} - results: ROC_AUC: 0.0750101, PRECISION: 0.0106500, PRECISION_RECALL_MIN_DEN: 0.1065000, RECALL: 0.1065000, MAP: 0.0535352, MRR: 0.0535352, NDCG: 0.0659778, F1: 0.0193636, HIT_RATE: 0.1065000, ARHR: 0.0535352, RMSE: 0.0000000, NOVELTY: 0.0061222, AVERAGE_POPULARITY: 0.2892029, DIVERSITY_MEAN_INTER_LIST: 0.9849654, DIVERSITY_HERFINDAHL: 0.9984922, COVERAGE_ITEM: 0.7200865, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1733079, SHANNON_ENTROPY: 10.9322579, 
SearchBayesianSkoptObject: Config 45 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 49, 'USER_CBF_CF': 0.9037641162811924, 'ITEM_CBF_CF': 0.9795194607697704, 'RP3BETA_SIDE': 0.03586941976646708, 'ITEM_CBF_FW': 0.34822414564977117, 'PURE_SVD_SIDE': 0.8807891891437006, 'IALS_SIDE': 0.427631786016784} - results: ROC_AUC: 0.0729311, PRECISION: 0.0104327, PRECISION_RECALL_MIN_DEN: 0.1043274, RECALL: 0.1043274, MAP: 0.0520830, MRR: 0.0520830, NDCG: 0.0643435, F1: 0.0189686, HIT_RATE: 0.1043274, ARHR: 0.0520830, RMSE: 0.0000000, NOVELTY: 0.0060439, AVERAGE_POPULARITY: 0.3028723, DIVERSITY_MEAN_INTER_LIST: 0.9839307, DIVERSITY_HERFINDAHL: 0.9983887, COVERAGE_ITEM: 0.6575291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1541362, SHANNON_ENTROPY: 10.6948502, 
SearchBayesianSkoptObject: Config 46 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 42, 'USER_CBF_CF': 0.5797542232922479, 'ITEM_CBF_CF': 0.6311778933142618, 'RP3BETA_SIDE': 0.21160548386671724, 'ITEM_CBF_FW': 0.549632573515411, 'PURE_SVD_SIDE': 0.7970013828505158, 'IALS_SIDE': 0.31817914645160955} - results: ROC_AUC: 0.0740100, PRECISION: 0.0104638, PRECISION_RECALL_MIN_DEN: 0.1046378, RECALL: 0.1046378, MAP: 0.0529240, MRR: 0.0529240, NDCG: 0.0650811, F1: 0.0190250, HIT_RATE: 0.1046378, ARHR: 0.0529240, RMSE: 0.0000000, NOVELTY: 0.0060647, AVERAGE_POPULARITY: 0.3004218, DIVERSITY_MEAN_INTER_LIST: 0.9840476, DIVERSITY_HERFINDAHL: 0.9984004, COVERAGE_ITEM: 0.6700189, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1581565, SHANNON_ENTROPY: 10.7344929, 
SearchBayesianSkoptObject: Config 47 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.5581332927042103, 'ITEM_CBF_CF': 0.5007535184440598, 'RP3BETA_SIDE': 0.1492802460873042, 'ITEM_CBF_FW': 0.09314322288548461, 'PURE_SVD_SIDE': 0.16232851347947588, 'IALS_SIDE': 0.20837389148076763} - results: ROC_AUC: 0.0740297, PRECISION: 0.0105436, PRECISION_RECALL_MIN_DEN: 0.1054358, RECALL: 0.1054358, MAP: 0.0529425, MRR: 0.0529425, NDCG: 0.0652686, F1: 0.0191702, HIT_RATE: 0.1054358, ARHR: 0.0529425, RMSE: 0.0000000, NOVELTY: 0.0060821, AVERAGE_POPULARITY: 0.2990669, DIVERSITY_MEAN_INTER_LIST: 0.9841590, DIVERSITY_HERFINDAHL: 0.9984115, COVERAGE_ITEM: 0.6883482, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1632530, SHANNON_ENTROPY: 10.8022456, 
SearchBayesianSkoptObject: Config 48 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 38, 'USER_CBF_CF': 0.9281425975695028, 'ITEM_CBF_CF': 0.4644727495897899, 'RP3BETA_SIDE': 0.7951729285287864, 'ITEM_CBF_FW': 0.02610870102704555, 'PURE_SVD_SIDE': 0.7341331672247221, 'IALS_SIDE': 0.4656483406025712} - results: ROC_AUC: 0.0746800, PRECISION: 0.0105347, PRECISION_RECALL_MIN_DEN: 0.1053472, RECALL: 0.1053472, MAP: 0.0535112, MRR: 0.0535112, NDCG: 0.0657007, F1: 0.0191540, HIT_RATE: 0.1053472, ARHR: 0.0535112, RMSE: 0.0000000, NOVELTY: 0.0060816, AVERAGE_POPULARITY: 0.2981962, DIVERSITY_MEAN_INTER_LIST: 0.9842249, DIVERSITY_HERFINDAHL: 0.9984181, COVERAGE_ITEM: 0.6889430, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1634055, SHANNON_ENTROPY: 10.8020216, 
SearchBayesianSkoptObject: Config 49 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 47, 'USER_CBF_CF': 0.7815905480300613, 'ITEM_CBF_CF': 0.0814917657234059, 'RP3BETA_SIDE': 0.035975375078077916, 'ITEM_CBF_FW': 0.7176044547272883, 'PURE_SVD_SIDE': 0.255446676292898, 'IALS_SIDE': 0.20272637992372616} - results: ROC_AUC: 0.0726848, PRECISION: 0.0103795, PRECISION_RECALL_MIN_DEN: 0.1037953, RECALL: 0.1037953, MAP: 0.0514181, MRR: 0.0514181, NDCG: 0.0637272, F1: 0.0188719, HIT_RATE: 0.1037953, ARHR: 0.0514181, RMSE: 0.0000000, NOVELTY: 0.0060514, AVERAGE_POPULARITY: 0.3036892, DIVERSITY_MEAN_INTER_LIST: 0.9838132, DIVERSITY_HERFINDAHL: 0.9983770, COVERAGE_ITEM: 0.6592052, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1549184, SHANNON_ENTROPY: 10.6989946, 
