CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 26, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3541614777281572, 'tversky_beta': 1.8367479743127013} - results: ROC_AUC: 0.068751±0.0012, PRECISION: 0.009347±0.0001, PRECISION_RECALL_MIN_DEN: 0.093473±0.0010, RECALL: 0.093473±0.0010, MAP: 0.050576±0.0012, MRR: 0.050576±0.0012, NDCG: 0.060707±0.0012, F1: 0.016995±0.0002, HIT_RATE: 0.093473±0.0010, ARHR: 0.050576±0.0012, RMSE: 0.967066±0.0004, NOVELTY: 0.005821±0.0000, AVERAGE_POPULARITY: 0.395123±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.970369±0.0001, DIVERSITY_HERFINDAHL: 0.997031±0.0000, COVERAGE_ITEM: 0.503769±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140686±0.0003, SHANNON_ENTROPY: 10.016048±0.0023, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 198, 'shrink': 812, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.4054054536559333, 'tversky_beta': 1.645984650360774} - results: ROC_AUC: 0.075730±0.0011, PRECISION: 0.010058±0.0001, PRECISION_RECALL_MIN_DEN: 0.100581±0.0006, RECALL: 0.100581±0.0006, MAP: 0.055663±0.0010, MRR: 0.055663±0.0010, NDCG: 0.066334±0.0009, F1: 0.018287±0.0001, HIT_RATE: 0.100581±0.0006, ARHR: 0.055663±0.0010, RMSE: 0.983557±0.0001, NOVELTY: 0.006556±0.0000, AVERAGE_POPULARITY: 0.258316±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.987867±0.0001, DIVERSITY_HERFINDAHL: 0.998781±0.0000, COVERAGE_ITEM: 0.750041±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277821±0.0006, SHANNON_ENTROPY: 11.667196±0.0037, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 57, 'shrink': 356, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.5950490687585733, 'tversky_beta': 1.0732524682225226} - results: ROC_AUC: 0.075815±0.0007, PRECISION: 0.010062±0.0001, PRECISION_RECALL_MIN_DEN: 0.100615±0.0007, RECALL: 0.100615±0.0007, MAP: 0.055845±0.0007, MRR: 0.055845±0.0007, NDCG: 0.066479±0.0007, F1: 0.018294±0.0001, HIT_RATE: 0.100615±0.0007, ARHR: 0.055845±0.0007, RMSE: 0.975397±0.0002, NOVELTY: 0.006873±0.0000, AVERAGE_POPULARITY: 0.177598±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.994506±0.0000, DIVERSITY_HERFINDAHL: 0.999445±0.0000, COVERAGE_ITEM: 0.794853±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.335017±0.0009, SHANNON_ENTROPY: 12.337525±0.0030, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 25, 'shrink': 1321, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.7690692198326574, 'tversky_beta': 1.1638263603545214} - results: ROC_AUC: 0.068212±0.0013, PRECISION: 0.009282±0.0001, PRECISION_RECALL_MIN_DEN: 0.092824±0.0010, RECALL: 0.092824±0.0010, MAP: 0.050206±0.0012, MRR: 0.050206±0.0012, NDCG: 0.060267±0.0012, F1: 0.016877±0.0002, HIT_RATE: 0.092824±0.0010, ARHR: 0.050206±0.0012, RMSE: 0.955949±0.0006, NOVELTY: 0.005820±0.0000, AVERAGE_POPULARITY: 0.397015±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.969772±0.0002, DIVERSITY_HERFINDAHL: 0.996972±0.0000, COVERAGE_ITEM: 0.509143±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141289±0.0003, SHANNON_ENTROPY: 10.015112±0.0016, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 143, 'shrink': 553, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.5768678912835212, 'tversky_beta': 0.24576771219982613} - results: ROC_AUC: 0.070005±0.0009, PRECISION: 0.009527±0.0001, PRECISION_RECALL_MIN_DEN: 0.095273±0.0009, RECALL: 0.095273±0.0009, MAP: 0.051172±0.0009, MRR: 0.051172±0.0009, NDCG: 0.061602±0.0009, F1: 0.017322±0.0002, HIT_RATE: 0.095273±0.0009, ARHR: 0.051172±0.0009, RMSE: 0.981669±0.0001, NOVELTY: 0.005779±0.0000, AVERAGE_POPULARITY: 0.400741±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.967906±0.0002, DIVERSITY_HERFINDAHL: 0.996785±0.0000, COVERAGE_ITEM: 0.473706±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126981±0.0005, SHANNON_ENTROPY: 9.796560±0.0080, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 8, 'shrink': 1207, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.372109570659092, 'tversky_beta': 0.521042569366324} - results: ROC_AUC: 0.078285±0.0009, PRECISION: 0.010166±0.0001, PRECISION_RECALL_MIN_DEN: 0.101663±0.0009, RECALL: 0.101663±0.0009, MAP: 0.057721±0.0006, MRR: 0.057721±0.0006, NDCG: 0.068215±0.0007, F1: 0.018484±0.0002, HIT_RATE: 0.101663±0.0009, ARHR: 0.057721±0.0006, RMSE: 0.992818±0.0001, NOVELTY: 0.006830±0.0000, AVERAGE_POPULARITY: 0.162683±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.992584±0.0001, DIVERSITY_HERFINDAHL: 0.999253±0.0000, COVERAGE_ITEM: 0.774750±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.320066±0.0009, SHANNON_ENTROPY: 12.143471±0.0047, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 64, 'shrink': 1833, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.13640246230722267, 'tversky_beta': 0.1524750721043531} - results: ROC_AUC: 0.078337±0.0011, PRECISION: 0.010547±0.0001, PRECISION_RECALL_MIN_DEN: 0.105468±0.0008, RECALL: 0.105468±0.0008, MAP: 0.057453±0.0009, MRR: 0.057453±0.0009, NDCG: 0.068826±0.0009, F1: 0.019176±0.0001, HIT_RATE: 0.105468±0.0008, ARHR: 0.057453±0.0009, RMSE: 0.990983±0.0001, NOVELTY: 0.006256±0.0000, AVERAGE_POPULARITY: 0.330899±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.976836±0.0002, DIVERSITY_HERFINDAHL: 0.997678±0.0000, COVERAGE_ITEM: 0.711208±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.220094±0.0002, SHANNON_ENTROPY: 10.974110±0.0065, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 3, 'shrink': 1316, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.09137649347807343, 'tversky_beta': 1.6036804133894869} - results: ROC_AUC: 0.068795±0.0010, PRECISION: 0.009219±0.0001, PRECISION_RECALL_MIN_DEN: 0.092186±0.0008, RECALL: 0.092186±0.0008, MAP: 0.050294±0.0010, MRR: 0.050294±0.0010, NDCG: 0.060228±0.0009, F1: 0.016761±0.0001, HIT_RATE: 0.092186±0.0008, ARHR: 0.050294±0.0010, RMSE: 0.995931±0.0001, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.260322±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.980537±0.0002, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.454361±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.178090±0.0010, SHANNON_ENTROPY: 10.547267±0.0085, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 127, 'shrink': 1650, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.6965522297057821, 'tversky_beta': 1.544380784978827} - results: ROC_AUC: 0.064982±0.0010, PRECISION: 0.008859±0.0001, PRECISION_RECALL_MIN_DEN: 0.088586±0.0011, RECALL: 0.088586±0.0011, MAP: 0.047685±0.0009, MRR: 0.047685±0.0009, NDCG: 0.057343±0.0009, F1: 0.016107±0.0002, HIT_RATE: 0.088586±0.0011, ARHR: 0.047685±0.0009, RMSE: 0.992089±0.0001, NOVELTY: 0.005537±0.0000, AVERAGE_POPULARITY: 0.526328±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.925754±0.0007, DIVERSITY_HERFINDAHL: 0.992570±0.0001, COVERAGE_ITEM: 0.457789±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103453±0.0004, SHANNON_ENTROPY: 8.874444±0.0103, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 35, 'shrink': 618, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.8568186523828327, 'tversky_beta': 1.32431493054517} - results: ROC_AUC: 0.071252±0.0013, PRECISION: 0.009718±0.0001, PRECISION_RECALL_MIN_DEN: 0.097175±0.0009, RECALL: 0.097175±0.0009, MAP: 0.052169±0.0013, MRR: 0.052169±0.0013, NDCG: 0.062804±0.0011, F1: 0.017668±0.0002, HIT_RATE: 0.097175±0.0009, ARHR: 0.052169±0.0013, RMSE: 0.989918±0.0001, NOVELTY: 0.005794±0.0000, AVERAGE_POPULARITY: 0.401047±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.969935±0.0001, DIVERSITY_HERFINDAHL: 0.996988±0.0000, COVERAGE_ITEM: 0.477470±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133739±0.0004, SHANNON_ENTROPY: 9.915843±0.0025, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 71, 'shrink': 598, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.62640069065081, 'tversky_beta': 0.49008691920676994} - results: ROC_AUC: 0.070727±0.0010, PRECISION: 0.009601±0.0000, PRECISION_RECALL_MIN_DEN: 0.096013±0.0004, RECALL: 0.096013±0.0004, MAP: 0.051706±0.0011, MRR: 0.051706±0.0011, NDCG: 0.062189±0.0009, F1: 0.017457±0.0001, HIT_RATE: 0.096013±0.0004, ARHR: 0.051706±0.0011, RMSE: 0.914760±0.0008, NOVELTY: 0.005838±0.0000, AVERAGE_POPULARITY: 0.378984±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.973052±0.0002, DIVERSITY_HERFINDAHL: 0.997300±0.0000, COVERAGE_ITEM: 0.486477±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136730±0.0005, SHANNON_ENTROPY: 10.021990±0.0087, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 26, 'shrink': 1376, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.8058763733980874, 'tversky_beta': 0.5731977018272351} - results: ROC_AUC: 0.066988±0.0013, PRECISION: 0.009076±0.0001, PRECISION_RECALL_MIN_DEN: 0.090762±0.0011, RECALL: 0.090762±0.0011, MAP: 0.049366±0.0013, MRR: 0.049366±0.0013, NDCG: 0.059148±0.0012, F1: 0.016502±0.0002, HIT_RATE: 0.090762±0.0011, ARHR: 0.049366±0.0013, RMSE: 0.952510±0.0007, NOVELTY: 0.005839±0.0000, AVERAGE_POPULARITY: 0.392389±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.969922±0.0003, DIVERSITY_HERFINDAHL: 0.996987±0.0000, COVERAGE_ITEM: 0.526823±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145801±0.0006, SHANNON_ENTROPY: 10.074836±0.0084, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 39, 'shrink': 178, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.6360294007337174, 'tversky_beta': 0.829360642728834} - results: ROC_AUC: 0.070060±0.0007, PRECISION: 0.009211±0.0001, PRECISION_RECALL_MIN_DEN: 0.092106±0.0010, RECALL: 0.092106±0.0010, MAP: 0.051918±0.0009, MRR: 0.051918±0.0009, NDCG: 0.061478±0.0008, F1: 0.016747±0.0002, HIT_RATE: 0.092106±0.0010, ARHR: 0.051918±0.0009, RMSE: 0.965489±0.0002, NOVELTY: 0.007138±0.0000, AVERAGE_POPULARITY: 0.125045±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.996965±0.0000, DIVERSITY_HERFINDAHL: 0.999691±0.0000, COVERAGE_ITEM: 0.826245±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.395177±0.0013, SHANNON_ENTROPY: 12.794971±0.0020, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 52, 'shrink': 1947, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.7862423741673821, 'tversky_beta': 0.7733478625731762} - results: ROC_AUC: 0.065645±0.0015, PRECISION: 0.008926±0.0001, PRECISION_RECALL_MIN_DEN: 0.089258±0.0012, RECALL: 0.089258±0.0012, MAP: 0.048383±0.0013, MRR: 0.048383±0.0013, NDCG: 0.058038±0.0013, F1: 0.016229±0.0002, HIT_RATE: 0.089258±0.0012, ARHR: 0.048383±0.0013, RMSE: 0.993769±0.0001, NOVELTY: 0.005701±0.0000, AVERAGE_POPULARITY: 0.452512±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.953672±0.0004, DIVERSITY_HERFINDAHL: 0.995362±0.0000, COVERAGE_ITEM: 0.494512±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127488±0.0003, SHANNON_ENTROPY: 9.578087±0.0078, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 94, 'shrink': 1766, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.3644680748567601, 'tversky_beta': 1.3722390274422862} - results: ROC_AUC: 0.066800±0.0011, PRECISION: 0.009063±0.0001, PRECISION_RECALL_MIN_DEN: 0.090625±0.0008, RECALL: 0.090625±0.0008, MAP: 0.049021±0.0011, MRR: 0.049021±0.0011, NDCG: 0.058859±0.0010, F1: 0.016477±0.0001, HIT_RATE: 0.090625±0.0008, ARHR: 0.049021±0.0011, RMSE: 0.993288±0.0001, NOVELTY: 0.005628±0.0000, AVERAGE_POPULARITY: 0.480001±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.945651±0.0004, DIVERSITY_HERFINDAHL: 0.994560±0.0000, COVERAGE_ITEM: 0.467142±0.0044, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114007±0.0004, SHANNON_ENTROPY: 9.274089±0.0082, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 153, 'shrink': 1193, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.36512049642434313, 'tversky_beta': 0.4363163694109887} - results: ROC_AUC: 0.076362±0.0009, PRECISION: 0.010314±0.0001, PRECISION_RECALL_MIN_DEN: 0.103144±0.0010, RECALL: 0.103144±0.0010, MAP: 0.055866±0.0009, MRR: 0.055866±0.0009, NDCG: 0.067061±0.0009, F1: 0.018753±0.0002, HIT_RATE: 0.103144±0.0010, ARHR: 0.055866±0.0009, RMSE: 0.984233±0.0001, NOVELTY: 0.006120±0.0000, AVERAGE_POPULARITY: 0.374646±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.968592±0.0002, DIVERSITY_HERFINDAHL: 0.996854±0.0000, COVERAGE_ITEM: 0.690911±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198728±0.0006, SHANNON_ENTROPY: 10.584844±0.0066, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 59, 'shrink': 1977, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.7773501993188248, 'tversky_beta': 1.4940954316810087} - results: ROC_AUC: 0.079491±0.0009, PRECISION: 0.010540±0.0001, PRECISION_RECALL_MIN_DEN: 0.105399±0.0007, RECALL: 0.105399±0.0007, MAP: 0.058518±0.0007, MRR: 0.058518±0.0007, NDCG: 0.069660±0.0007, F1: 0.019163±0.0001, HIT_RATE: 0.105399±0.0007, ARHR: 0.058518±0.0007, RMSE: 0.993631±0.0000, NOVELTY: 0.006590±0.0000, AVERAGE_POPULARITY: 0.237160±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.989945±0.0000, DIVERSITY_HERFINDAHL: 0.998989±0.0000, COVERAGE_ITEM: 0.757329±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277880±0.0002, SHANNON_ENTROPY: 11.780702±0.0028, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 53, 'shrink': 1086, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.4753181983715785, 'tversky_beta': 0.21122031900064636} - results: ROC_AUC: 0.079556±0.0011, PRECISION: 0.010581±0.0001, PRECISION_RECALL_MIN_DEN: 0.105809±0.0006, RECALL: 0.105809±0.0006, MAP: 0.058366±0.0010, MRR: 0.058366±0.0010, NDCG: 0.069638±0.0009, F1: 0.019238±0.0001, HIT_RATE: 0.105809±0.0006, ARHR: 0.058366±0.0010, RMSE: 0.987013±0.0001, NOVELTY: 0.006449±0.0000, AVERAGE_POPULARITY: 0.273311±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.985916±0.0001, DIVERSITY_HERFINDAHL: 0.998586±0.0000, COVERAGE_ITEM: 0.740384±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252570±0.0005, SHANNON_ENTROPY: 11.469914±0.0071, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 198, 'shrink': 1788, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.2723601165238954, 'tversky_beta': 0.9674850186531678} - results: ROC_AUC: 0.064564±0.0013, PRECISION: 0.008770±0.0001, PRECISION_RECALL_MIN_DEN: 0.087698±0.0015, RECALL: 0.087698±0.0015, MAP: 0.047377±0.0013, MRR: 0.047377±0.0013, NDCG: 0.056910±0.0013, F1: 0.015945±0.0003, HIT_RATE: 0.087698±0.0015, ARHR: 0.047377±0.0013, RMSE: 0.938434±0.0006, NOVELTY: 0.005503±0.0000, AVERAGE_POPULARITY: 0.540182±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.918728±0.0006, DIVERSITY_HERFINDAHL: 0.991868±0.0001, COVERAGE_ITEM: 0.450219±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097707±0.0006, SHANNON_ENTROPY: 8.701317±0.0098, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 92, 'shrink': 1787, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.9919504692098862, 'tversky_beta': 1.7718040754799826} - results: ROC_AUC: 0.068192±0.0010, PRECISION: 0.009249±0.0001, PRECISION_RECALL_MIN_DEN: 0.092493±0.0007, RECALL: 0.092493±0.0007, MAP: 0.050023±0.0010, MRR: 0.050023±0.0010, NDCG: 0.060067±0.0009, F1: 0.016817±0.0001, HIT_RATE: 0.092493±0.0007, ARHR: 0.050023±0.0010, RMSE: 0.994069±0.0000, NOVELTY: 0.005660±0.0000, AVERAGE_POPULARITY: 0.462452±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.952167±0.0004, DIVERSITY_HERFINDAHL: 0.995211±0.0000, COVERAGE_ITEM: 0.467683±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116830±0.0005, SHANNON_ENTROPY: 9.404881±0.0071, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 56, 'shrink': 1624, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.05162531713202069, 'tversky_beta': 1.6526543258414215} - results: ROC_AUC: 0.079036±0.0008, PRECISION: 0.010566±0.0001, PRECISION_RECALL_MIN_DEN: 0.105661±0.0006, RECALL: 0.105661±0.0006, MAP: 0.057876±0.0006, MRR: 0.057876±0.0006, NDCG: 0.069216±0.0006, F1: 0.019211±0.0001, HIT_RATE: 0.105661±0.0006, ARHR: 0.057876±0.0006, RMSE: 0.991612±0.0001, NOVELTY: 0.006399±0.0000, AVERAGE_POPULARITY: 0.291557±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.983764±0.0001, DIVERSITY_HERFINDAHL: 0.998371±0.0000, COVERAGE_ITEM: 0.731333±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.244321±0.0003, SHANNON_ENTROPY: 11.335693±0.0056, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 199, 'shrink': 1463, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.09356488984085144, 'tversky_beta': 0.8074340901060237} - results: ROC_AUC: 0.073328±0.0007, PRECISION: 0.010018±0.0001, PRECISION_RECALL_MIN_DEN: 0.100182±0.0006, RECALL: 0.100182±0.0006, MAP: 0.053068±0.0009, MRR: 0.053068±0.0009, NDCG: 0.064212±0.0008, F1: 0.018215±0.0001, HIT_RATE: 0.100182±0.0006, ARHR: 0.053068±0.0009, RMSE: 0.985845±0.0001, NOVELTY: 0.005967±0.0000, AVERAGE_POPULARITY: 0.428105±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.953881±0.0001, DIVERSITY_HERFINDAHL: 0.995383±0.0000, COVERAGE_ITEM: 0.664763±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.175230±0.0008, SHANNON_ENTROPY: 10.090052±0.0040, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 1071, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.9442269061960771, 'tversky_beta': 1.2688695907837204} - results: ROC_AUC: 0.068861±0.0009, PRECISION: 0.009170±0.0001, PRECISION_RECALL_MIN_DEN: 0.091696±0.0006, RECALL: 0.091696±0.0006, MAP: 0.050329±0.0009, MRR: 0.050329±0.0009, NDCG: 0.060156±0.0008, F1: 0.016672±0.0001, HIT_RATE: 0.091696±0.0006, ARHR: 0.050329±0.0009, RMSE: 0.970291±0.0005, NOVELTY: 0.006294±0.0000, AVERAGE_POPULARITY: 0.255988±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.980555±0.0002, DIVERSITY_HERFINDAHL: 0.998050±0.0000, COVERAGE_ITEM: 0.456556±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179904±0.0009, SHANNON_ENTROPY: 10.569410±0.0089, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 190, 'shrink': 1663, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.2570144494213924, 'tversky_beta': 1.8426510366848576} - results: ROC_AUC: 0.065353±0.0011, PRECISION: 0.008887±0.0002, PRECISION_RECALL_MIN_DEN: 0.088871±0.0015, RECALL: 0.088871±0.0015, MAP: 0.047930±0.0012, MRR: 0.047930±0.0012, NDCG: 0.057606±0.0012, F1: 0.016158±0.0003, HIT_RATE: 0.088871±0.0015, ARHR: 0.047930±0.0012, RMSE: 0.942888±0.0005, NOVELTY: 0.005509±0.0000, AVERAGE_POPULARITY: 0.536934±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.920990±0.0005, DIVERSITY_HERFINDAHL: 0.992094±0.0000, COVERAGE_ITEM: 0.449376±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.098039±0.0005, SHANNON_ENTROPY: 8.733702±0.0095, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 102, 'shrink': 312, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.986284291174639, 'tversky_beta': 0.20512054311809297} - results: ROC_AUC: 0.071789±0.0009, PRECISION: 0.009708±0.0001, PRECISION_RECALL_MIN_DEN: 0.097084±0.0011, RECALL: 0.097084±0.0011, MAP: 0.052155±0.0009, MRR: 0.052155±0.0009, NDCG: 0.062806±0.0009, F1: 0.017652±0.0002, HIT_RATE: 0.097084±0.0011, ARHR: 0.052155±0.0009, RMSE: 0.878647±0.0006, NOVELTY: 0.006041±0.0000, AVERAGE_POPULARITY: 0.296939±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.983762±0.0001, DIVERSITY_HERFINDAHL: 0.998371±0.0000, COVERAGE_ITEM: 0.514096±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.159503±0.0005, SHANNON_ENTROPY: 10.547493±0.0045, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 19, 'shrink': 1779, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.4445640129769854, 'tversky_beta': 0.11401035428506148} - results: ROC_AUC: 0.079161±0.0008, PRECISION: 0.010379±0.0001, PRECISION_RECALL_MIN_DEN: 0.103793±0.0011, RECALL: 0.103793±0.0011, MAP: 0.058288±0.0008, MRR: 0.058288±0.0008, NDCG: 0.069129±0.0007, F1: 0.018871±0.0002, HIT_RATE: 0.103793±0.0011, ARHR: 0.058288±0.0008, RMSE: 0.993788±0.0000, NOVELTY: 0.006705±0.0000, AVERAGE_POPULARITY: 0.198758±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.992634±0.0000, DIVERSITY_HERFINDAHL: 0.999258±0.0000, COVERAGE_ITEM: 0.776015±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.302328±0.0010, SHANNON_ENTROPY: 12.038758±0.0051, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 72, 'shrink': 547, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.6753860606136403, 'tversky_beta': 1.71865724526244} - results: ROC_AUC: 0.071031±0.0010, PRECISION: 0.009620±0.0001, PRECISION_RECALL_MIN_DEN: 0.096195±0.0012, RECALL: 0.096195±0.0012, MAP: 0.052016±0.0010, MRR: 0.052016±0.0010, NDCG: 0.062470±0.0010, F1: 0.017490±0.0002, HIT_RATE: 0.096195±0.0012, ARHR: 0.052016±0.0010, RMSE: 0.988119±0.0001, NOVELTY: 0.005675±0.0000, AVERAGE_POPULARITY: 0.453690±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.956703±0.0004, DIVERSITY_HERFINDAHL: 0.995665±0.0000, COVERAGE_ITEM: 0.463725±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116883±0.0004, SHANNON_ENTROPY: 9.475516±0.0069, 
