CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 26, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.067079±0.0014, PRECISION: 0.009093±0.0001, PRECISION_RECALL_MIN_DEN: 0.090933±0.0011, RECALL: 0.090933±0.0011, MAP: 0.049468±0.0013, MRR: 0.049468±0.0013, NDCG: 0.059264±0.0013, F1: 0.016533±0.0002, HIT_RATE: 0.090933±0.0011, ARHR: 0.049468±0.0013, RMSE: 0.963358±0.0005, NOVELTY: 0.005828±0.0000, AVERAGE_POPULARITY: 0.396305±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.969320±0.0002, DIVERSITY_HERFINDAHL: 0.996927±0.0000, COVERAGE_ITEM: 0.520443±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143937±0.0005, SHANNON_ENTROPY: 10.040493±0.0038, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 13, 'shrink': 647, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.071801±0.0013, PRECISION: 0.009736±0.0001, PRECISION_RECALL_MIN_DEN: 0.097357±0.0007, RECALL: 0.097357±0.0007, MAP: 0.052297±0.0013, MRR: 0.052297±0.0013, NDCG: 0.062962±0.0011, F1: 0.017701±0.0001, HIT_RATE: 0.097357±0.0007, ARHR: 0.052297±0.0013, RMSE: 0.992146±0.0001, NOVELTY: 0.005968±0.0000, AVERAGE_POPULARITY: 0.337522±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.980470±0.0002, DIVERSITY_HERFINDAHL: 0.998041±0.0000, COVERAGE_ITEM: 0.507326±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156298±0.0008, SHANNON_ENTROPY: 10.402250±0.0092, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 100, 'shrink': 629, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.069314±0.0012, PRECISION: 0.009391±0.0001, PRECISION_RECALL_MIN_DEN: 0.093906±0.0006, RECALL: 0.093906±0.0006, MAP: 0.050883±0.0011, MRR: 0.050883±0.0011, NDCG: 0.061060±0.0010, F1: 0.017074±0.0001, HIT_RATE: 0.093906±0.0006, ARHR: 0.050883±0.0011, RMSE: 0.912599±0.0009, NOVELTY: 0.005682±0.0000, AVERAGE_POPULARITY: 0.450732±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.956282±0.0003, DIVERSITY_HERFINDAHL: 0.995623±0.0000, COVERAGE_ITEM: 0.466440±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118133±0.0004, SHANNON_ENTROPY: 9.486641±0.0053, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 123, 'shrink': 338, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072466±0.0010, PRECISION: 0.009613±0.0001, PRECISION_RECALL_MIN_DEN: 0.096127±0.0010, RECALL: 0.096127±0.0010, MAP: 0.053375±0.0009, MRR: 0.053375±0.0009, NDCG: 0.063529±0.0009, F1: 0.017478±0.0002, HIT_RATE: 0.096127±0.0010, ARHR: 0.053375±0.0009, RMSE: 0.973069±0.0002, NOVELTY: 0.006905±0.0000, AVERAGE_POPULARITY: 0.175127±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.994684±0.0000, DIVERSITY_HERFINDAHL: 0.999463±0.0000, COVERAGE_ITEM: 0.799167±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346827±0.0008, SHANNON_ENTROPY: 12.395669±0.0029, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 179, 'shrink': 320, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.071107±0.0012, PRECISION: 0.009650±0.0001, PRECISION_RECALL_MIN_DEN: 0.096503±0.0009, RECALL: 0.096503±0.0009, MAP: 0.052108±0.0011, MRR: 0.052108±0.0011, NDCG: 0.062609±0.0010, F1: 0.017546±0.0002, HIT_RATE: 0.096503±0.0009, ARHR: 0.052108±0.0011, RMSE: 0.876021±0.0009, NOVELTY: 0.005707±0.0000, AVERAGE_POPULARITY: 0.443649±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.957197±0.0002, DIVERSITY_HERFINDAHL: 0.995714±0.0000, COVERAGE_ITEM: 0.477643±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120448±0.0006, SHANNON_ENTROPY: 9.535923±0.0077, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 192, 'shrink': 559, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.068542±0.0013, PRECISION: 0.009318±0.0001, PRECISION_RECALL_MIN_DEN: 0.093177±0.0015, RECALL: 0.093177±0.0015, MAP: 0.050179±0.0011, MRR: 0.050179±0.0011, NDCG: 0.060344±0.0011, F1: 0.016941±0.0003, HIT_RATE: 0.093177±0.0015, ARHR: 0.050179±0.0011, RMSE: 0.983398±0.0001, NOVELTY: 0.005607±0.0000, AVERAGE_POPULARITY: 0.486150±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.943529±0.0004, DIVERSITY_HERFINDAHL: 0.994348±0.0000, COVERAGE_ITEM: 0.457713±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108214±0.0006, SHANNON_ENTROPY: 9.161314±0.0089, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 97, 'shrink': 1919, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.065476±0.0011, PRECISION: 0.008897±0.0001, PRECISION_RECALL_MIN_DEN: 0.088974±0.0008, RECALL: 0.088974±0.0008, MAP: 0.048119±0.0010, MRR: 0.048119±0.0010, NDCG: 0.057774±0.0010, F1: 0.016177±0.0001, HIT_RATE: 0.088974±0.0008, ARHR: 0.048119±0.0010, RMSE: 0.949586±0.0005, NOVELTY: 0.005601±0.0000, AVERAGE_POPULARITY: 0.495497±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.938861±0.0004, DIVERSITY_HERFINDAHL: 0.993881±0.0000, COVERAGE_ITEM: 0.468548±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112169±0.0004, SHANNON_ENTROPY: 9.160952±0.0096, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 176, 'shrink': 741, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.067648±0.0011, PRECISION: 0.009196±0.0001, PRECISION_RECALL_MIN_DEN: 0.091958±0.0010, RECALL: 0.091958±0.0010, MAP: 0.049565±0.0011, MRR: 0.049565±0.0011, NDCG: 0.059586±0.0011, F1: 0.016720±0.0002, HIT_RATE: 0.091958±0.0010, ARHR: 0.049565±0.0011, RMSE: 0.904679±0.0009, NOVELTY: 0.005582±0.0000, AVERAGE_POPULARITY: 0.498320±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.939058±0.0005, DIVERSITY_HERFINDAHL: 0.993900±0.0000, COVERAGE_ITEM: 0.455593±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105733±0.0006, SHANNON_ENTROPY: 9.065356±0.0068, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 132, 'shrink': 809, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.076910±0.0009, PRECISION: 0.010288±0.0001, PRECISION_RECALL_MIN_DEN: 0.102882±0.0008, RECALL: 0.102882±0.0008, MAP: 0.056624±0.0007, MRR: 0.056624±0.0007, NDCG: 0.067592±0.0007, F1: 0.018706±0.0001, HIT_RATE: 0.102882±0.0008, ARHR: 0.056624±0.0007, RMSE: 0.983604±0.0001, NOVELTY: 0.006522±0.0000, AVERAGE_POPULARITY: 0.260224±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987756±0.0000, DIVERSITY_HERFINDAHL: 0.998770±0.0000, COVERAGE_ITEM: 0.749251±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.269597±0.0006, SHANNON_ENTROPY: 11.625525±0.0048, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 84, 'shrink': 1940, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.078993±0.0010, PRECISION: 0.010557±0.0001, PRECISION_RECALL_MIN_DEN: 0.105570±0.0013, RECALL: 0.105570±0.0013, MAP: 0.057960±0.0008, MRR: 0.057960±0.0008, NDCG: 0.069258±0.0009, F1: 0.019195±0.0002, HIT_RATE: 0.105570±0.0013, ARHR: 0.057960±0.0008, RMSE: 0.992372±0.0001, NOVELTY: 0.006387±0.0000, AVERAGE_POPULARITY: 0.292416±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.983602±0.0001, DIVERSITY_HERFINDAHL: 0.998355±0.0000, COVERAGE_ITEM: 0.730132±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242157±0.0006, SHANNON_ENTROPY: 11.313297±0.0022, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 96, 'shrink': 1937, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.065426±0.0011, PRECISION: 0.008891±0.0001, PRECISION_RECALL_MIN_DEN: 0.088905±0.0007, RECALL: 0.088905±0.0007, MAP: 0.048097±0.0010, MRR: 0.048097±0.0010, NDCG: 0.057740±0.0009, F1: 0.016165±0.0001, HIT_RATE: 0.088905±0.0007, ARHR: 0.048097±0.0010, RMSE: 0.950017±0.0004, NOVELTY: 0.005602±0.0000, AVERAGE_POPULARITY: 0.494954±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.939077±0.0004, DIVERSITY_HERFINDAHL: 0.993902±0.0000, COVERAGE_ITEM: 0.468797±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112368±0.0004, SHANNON_ENTROPY: 9.166465±0.0088, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 36, 'shrink': 1952, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.066854±0.0014, PRECISION: 0.009082±0.0001, PRECISION_RECALL_MIN_DEN: 0.090819±0.0011, RECALL: 0.090819±0.0011, MAP: 0.049220±0.0013, MRR: 0.049220±0.0013, NDCG: 0.059047±0.0012, F1: 0.016513±0.0002, HIT_RATE: 0.090819±0.0011, ARHR: 0.049220±0.0013, RMSE: 0.994808±0.0001, NOVELTY: 0.005771±0.0000, AVERAGE_POPULARITY: 0.419685±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.963532±0.0002, DIVERSITY_HERFINDAHL: 0.996348±0.0000, COVERAGE_ITEM: 0.509273±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136533±0.0003, SHANNON_ENTROPY: 9.849842±0.0023, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 108, 'shrink': 237, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.073156±0.0011, PRECISION: 0.009841±0.0001, PRECISION_RECALL_MIN_DEN: 0.098405±0.0011, RECALL: 0.098405±0.0011, MAP: 0.053492±0.0011, MRR: 0.053492±0.0011, NDCG: 0.064142±0.0011, F1: 0.017892±0.0002, HIT_RATE: 0.098405±0.0011, ARHR: 0.053492±0.0011, RMSE: 0.885959±0.0008, NOVELTY: 0.005816±0.0000, AVERAGE_POPULARITY: 0.398792±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.969040±0.0001, DIVERSITY_HERFINDAHL: 0.996898±0.0000, COVERAGE_ITEM: 0.498751±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134275±0.0005, SHANNON_ENTROPY: 9.927547±0.0055, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 21, 'shrink': 769, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.070260±0.0014, PRECISION: 0.009558±0.0001, PRECISION_RECALL_MIN_DEN: 0.095580±0.0009, RECALL: 0.095580±0.0009, MAP: 0.051394±0.0012, MRR: 0.051394±0.0012, NDCG: 0.061840±0.0011, F1: 0.017378±0.0002, HIT_RATE: 0.095580±0.0009, ARHR: 0.051394±0.0012, RMSE: 0.946622±0.0009, NOVELTY: 0.005884±0.0000, AVERAGE_POPULARITY: 0.366285±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.976183±0.0002, DIVERSITY_HERFINDAHL: 0.997613±0.0000, COVERAGE_ITEM: 0.503877±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147362±0.0007, SHANNON_ENTROPY: 10.210161±0.0037, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 88, 'shrink': 191, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.074120±0.0009, PRECISION: 0.010014±0.0001, PRECISION_RECALL_MIN_DEN: 0.100137±0.0012, RECALL: 0.100137±0.0012, MAP: 0.054048±0.0011, MRR: 0.054048±0.0011, NDCG: 0.064971±0.0011, F1: 0.018207±0.0002, HIT_RATE: 0.100137±0.0012, ARHR: 0.054048±0.0011, RMSE: 0.888994±0.0008, NOVELTY: 0.005878±0.0000, AVERAGE_POPULARITY: 0.377467±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.973417±0.0002, DIVERSITY_HERFINDAHL: 0.997336±0.0000, COVERAGE_ITEM: 0.518172±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142488±0.0003, SHANNON_ENTROPY: 10.123241±0.0052, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 8, 'shrink': 1207, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.078695±0.0010, PRECISION: 0.010237±0.0001, PRECISION_RECALL_MIN_DEN: 0.102369±0.0010, RECALL: 0.102369±0.0010, MAP: 0.057994±0.0008, MRR: 0.057994±0.0008, NDCG: 0.068585±0.0008, F1: 0.018613±0.0002, HIT_RATE: 0.102369±0.0010, ARHR: 0.057994±0.0008, RMSE: 0.993053±0.0001, NOVELTY: 0.006834±0.0000, AVERAGE_POPULARITY: 0.163852±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.993287±0.0001, DIVERSITY_HERFINDAHL: 0.999323±0.0000, COVERAGE_ITEM: 0.778070±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.323997±0.0011, SHANNON_ENTROPY: 12.197838±0.0061, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 138, 'shrink': 521, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.069675±0.0011, PRECISION: 0.009402±0.0001, PRECISION_RECALL_MIN_DEN: 0.094020±0.0006, RECALL: 0.094020±0.0006, MAP: 0.050920±0.0009, MRR: 0.050920±0.0009, NDCG: 0.061130±0.0008, F1: 0.017095±0.0001, HIT_RATE: 0.094020±0.0006, ARHR: 0.050920±0.0009, RMSE: 0.898531±0.0010, NOVELTY: 0.005661±0.0000, AVERAGE_POPULARITY: 0.460707±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.952931±0.0003, DIVERSITY_HERFINDAHL: 0.995288±0.0000, COVERAGE_ITEM: 0.463552±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114778±0.0005, SHANNON_ENTROPY: 9.389140±0.0090, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 72, 'shrink': 1131, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.067650±0.0012, PRECISION: 0.009175±0.0001, PRECISION_RECALL_MIN_DEN: 0.091753±0.0007, RECALL: 0.091753±0.0007, MAP: 0.049680±0.0010, MRR: 0.049680±0.0010, NDCG: 0.059629±0.0009, F1: 0.016682±0.0001, HIT_RATE: 0.091753±0.0007, ARHR: 0.049680±0.0010, RMSE: 0.991068±0.0001, NOVELTY: 0.005680±0.0000, AVERAGE_POPULARITY: 0.454889±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.954646±0.0004, DIVERSITY_HERFINDAHL: 0.995459±0.0000, COVERAGE_ITEM: 0.474604±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120344±0.0004, SHANNON_ENTROPY: 9.493460±0.0075, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 132, 'shrink': 1883, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.064783±0.0012, PRECISION: 0.008831±0.0001, PRECISION_RECALL_MIN_DEN: 0.088313±0.0012, RECALL: 0.088313±0.0012, MAP: 0.047599±0.0010, MRR: 0.047599±0.0010, NDCG: 0.057213±0.0010, F1: 0.016057±0.0002, HIT_RATE: 0.088313±0.0012, ARHR: 0.047599±0.0010, RMSE: 0.992505±0.0001, NOVELTY: 0.005549±0.0000, AVERAGE_POPULARITY: 0.520387±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.928099±0.0008, DIVERSITY_HERFINDAHL: 0.992805±0.0001, COVERAGE_ITEM: 0.460362±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105109±0.0005, SHANNON_ENTROPY: 8.923923±0.0112, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 161, 'shrink': 1263, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.065626±0.0012, PRECISION: 0.008950±0.0001, PRECISION_RECALL_MIN_DEN: 0.089498±0.0014, RECALL: 0.089498±0.0014, MAP: 0.048256±0.0012, MRR: 0.048256±0.0012, NDCG: 0.057994±0.0012, F1: 0.016272±0.0003, HIT_RATE: 0.089498±0.0014, ARHR: 0.048256±0.0012, RMSE: 0.989730±0.0001, NOVELTY: 0.005543±0.0000, AVERAGE_POPULARITY: 0.520201±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.929142±0.0005, DIVERSITY_HERFINDAHL: 0.992909±0.0000, COVERAGE_ITEM: 0.455064±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.102496±0.0005, SHANNON_ENTROPY: 8.894552±0.0087, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 24, 'shrink': 697, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.070599±0.0014, PRECISION: 0.009604±0.0001, PRECISION_RECALL_MIN_DEN: 0.096036±0.0009, RECALL: 0.096036±0.0009, MAP: 0.051820±0.0013, MRR: 0.051820±0.0013, NDCG: 0.062268±0.0011, F1: 0.017461±0.0002, HIT_RATE: 0.096036±0.0009, ARHR: 0.051820±0.0013, RMSE: 0.991283±0.0001, NOVELTY: 0.005871±0.0000, AVERAGE_POPULARITY: 0.370944±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.975491±0.0001, DIVERSITY_HERFINDAHL: 0.997544±0.0000, COVERAGE_ITEM: 0.498383±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145130±0.0005, SHANNON_ENTROPY: 10.168670±0.0024, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 192, 'shrink': 569, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.074997±0.0012, PRECISION: 0.009972±0.0001, PRECISION_RECALL_MIN_DEN: 0.099715±0.0007, RECALL: 0.099715±0.0007, MAP: 0.055007±0.0010, MRR: 0.055007±0.0010, NDCG: 0.065627±0.0009, F1: 0.018130±0.0001, HIT_RATE: 0.099715±0.0007, ARHR: 0.055007±0.0010, RMSE: 0.977151±0.0001, NOVELTY: 0.006571±0.0000, AVERAGE_POPULARITY: 0.253346±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988442±0.0001, DIVERSITY_HERFINDAHL: 0.998839±0.0000, COVERAGE_ITEM: 0.751630±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.280908±0.0005, SHANNON_ENTROPY: 11.708988±0.0041, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 71, 'shrink': 598, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.070207±0.0012, PRECISION: 0.009533±0.0001, PRECISION_RECALL_MIN_DEN: 0.095330±0.0007, RECALL: 0.095330±0.0007, MAP: 0.051445±0.0011, MRR: 0.051445±0.0011, NDCG: 0.061823±0.0010, F1: 0.017333±0.0001, HIT_RATE: 0.095330±0.0007, ARHR: 0.051445±0.0011, RMSE: 0.918927±0.0009, NOVELTY: 0.005733±0.0000, AVERAGE_POPULARITY: 0.427113±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.963285±0.0003, DIVERSITY_HERFINDAHL: 0.996323±0.0000, COVERAGE_ITEM: 0.473598±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124832±0.0005, SHANNON_ENTROPY: 9.689790±0.0087, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 163, 'shrink': 490, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.069660±0.0011, PRECISION: 0.009434±0.0001, PRECISION_RECALL_MIN_DEN: 0.094339±0.0006, RECALL: 0.094339±0.0006, MAP: 0.050933±0.0010, MRR: 0.050933±0.0010, NDCG: 0.061208±0.0009, F1: 0.017153±0.0001, HIT_RATE: 0.094339±0.0006, ARHR: 0.050933±0.0010, RMSE: 0.891935±0.0009, NOVELTY: 0.005648±0.0000, AVERAGE_POPULARITY: 0.467296±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.950469±0.0004, DIVERSITY_HERFINDAHL: 0.995041±0.0000, COVERAGE_ITEM: 0.463077±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113062±0.0005, SHANNON_ENTROPY: 9.329140±0.0087, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 155, 'shrink': 742, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.067836±0.0011, PRECISION: 0.009191±0.0001, PRECISION_RECALL_MIN_DEN: 0.091913±0.0008, RECALL: 0.091913±0.0008, MAP: 0.049703±0.0011, MRR: 0.049703±0.0011, NDCG: 0.059689±0.0010, F1: 0.016711±0.0002, HIT_RATE: 0.091913±0.0008, ARHR: 0.049703±0.0011, RMSE: 0.986241±0.0001, NOVELTY: 0.005600±0.0000, AVERAGE_POPULARITY: 0.489569±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.942681±0.0004, DIVERSITY_HERFINDAHL: 0.994263±0.0000, COVERAGE_ITEM: 0.457118±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108074±0.0005, SHANNON_ENTROPY: 9.146461±0.0074, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 19, 'shrink': 815, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.078207±0.0008, PRECISION: 0.010231±0.0001, PRECISION_RECALL_MIN_DEN: 0.102312±0.0013, RECALL: 0.102312±0.0013, MAP: 0.057474±0.0009, MRR: 0.057474±0.0009, NDCG: 0.068163±0.0008, F1: 0.018602±0.0002, HIT_RATE: 0.102312±0.0013, ARHR: 0.057474±0.0009, RMSE: 0.989374±0.0001, NOVELTY: 0.006881±0.0000, AVERAGE_POPULARITY: 0.163535±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.995014±0.0000, DIVERSITY_HERFINDAHL: 0.999496±0.0000, COVERAGE_ITEM: 0.791857±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340197±0.0006, SHANNON_ENTROPY: 12.378823±0.0053, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 84, 'shrink': 509, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.070504±0.0011, PRECISION: 0.009544±0.0001, PRECISION_RECALL_MIN_DEN: 0.095444±0.0011, RECALL: 0.095444±0.0011, MAP: 0.051590±0.0012, MRR: 0.051590±0.0012, NDCG: 0.061971±0.0011, F1: 0.017353±0.0002, HIT_RATE: 0.095444±0.0011, ARHR: 0.051590±0.0012, RMSE: 0.986047±0.0001, NOVELTY: 0.005729±0.0000, AVERAGE_POPULARITY: 0.429047±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.962641±0.0002, DIVERSITY_HERFINDAHL: 0.996259±0.0000, COVERAGE_ITEM: 0.471846±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123660±0.0005, SHANNON_ENTROPY: 9.664653±0.0083, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 156, 'shrink': 786, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.076545±0.0008, PRECISION: 0.010223±0.0001, PRECISION_RECALL_MIN_DEN: 0.102233±0.0006, RECALL: 0.102233±0.0006, MAP: 0.056371±0.0007, MRR: 0.056371±0.0007, NDCG: 0.067246±0.0007, F1: 0.018588±0.0001, HIT_RATE: 0.102233±0.0006, ARHR: 0.056371±0.0007, RMSE: 0.982456±0.0001, NOVELTY: 0.006489±0.0000, AVERAGE_POPULARITY: 0.270672±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.986526±0.0000, DIVERSITY_HERFINDAHL: 0.998647±0.0000, COVERAGE_ITEM: 0.742795±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.264491±0.0008, SHANNON_ENTROPY: 11.538870±0.0039, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 107, 'shrink': 75, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.075893±0.0010, PRECISION: 0.010198±0.0001, PRECISION_RECALL_MIN_DEN: 0.101982±0.0012, RECALL: 0.101982±0.0012, MAP: 0.055383±0.0010, MRR: 0.055383±0.0010, NDCG: 0.066436±0.0010, F1: 0.018542±0.0002, HIT_RATE: 0.101982±0.0012, ARHR: 0.055383±0.0010, RMSE: 0.872909±0.0012, NOVELTY: 0.006100±0.0000, AVERAGE_POPULARITY: 0.330848±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.979778±0.0000, DIVERSITY_HERFINDAHL: 0.997972±0.0000, COVERAGE_ITEM: 0.642595±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.180565±0.0006, SHANNON_ENTROPY: 10.705095±0.0042, 
