CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 26, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3541614777281572, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066402±0.0014, PRECISION: 0.009077±0.0002, PRECISION_RECALL_MIN_DEN: 0.090773±0.0017, RECALL: 0.090773±0.0017, MAP: 0.048690±0.0013, MRR: 0.048690±0.0013, NDCG: 0.058625±0.0014, F1: 0.016504±0.0003, HIT_RATE: 0.090773±0.0017, ARHR: 0.048690±0.0013, RMSE: 2.542900±0.0245, NOVELTY: 0.005779±0.0000, AVERAGE_POPULARITY: 0.414377±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.963089±0.0003, DIVERSITY_HERFINDAHL: 0.996303±0.0000, COVERAGE_ITEM: 0.596659±0.0047, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146136±0.0007, SHANNON_ENTROPY: 10.021466±0.0054, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 132, 'shrink': 809, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8319511551628838, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.040740±0.0007, PRECISION: 0.005457±0.0001, PRECISION_RECALL_MIN_DEN: 0.054573±0.0006, RECALL: 0.054573±0.0006, MAP: 0.029657±0.0007, MRR: 0.029657±0.0007, NDCG: 0.035572±0.0007, F1: 0.009922±0.0001, HIT_RATE: 0.054573±0.0006, ARHR: 0.029657±0.0007, RMSE: 0.903920±0.0016, NOVELTY: 0.005480±0.0000, AVERAGE_POPULARITY: 0.027723±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.998955±0.0000, DIVERSITY_HERFINDAHL: 0.999890±0.0000, COVERAGE_ITEM: 0.936329±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.544590±0.0007, SHANNON_ENTROPY: 13.570320±0.0011, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 198, 'shrink': 812, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4054054536559333, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077865±0.0009, PRECISION: 0.010677±0.0001, PRECISION_RECALL_MIN_DEN: 0.106766±0.0009, RECALL: 0.106766±0.0009, MAP: 0.056075±0.0008, MRR: 0.056075±0.0008, NDCG: 0.068061±0.0008, F1: 0.019412±0.0002, HIT_RATE: 0.106766±0.0009, ARHR: 0.056075±0.0008, RMSE: 1.279362±0.0057, NOVELTY: 0.005773±0.0000, AVERAGE_POPULARITY: 0.458598±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.945813±0.0003, DIVERSITY_HERFINDAHL: 0.994576±0.0000, COVERAGE_ITEM: 0.632701±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144724±0.0003, SHANNON_ENTROPY: 9.730290±0.0048, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 57, 'shrink': 356, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5950490687585733, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037381±0.0006, PRECISION: 0.005015±0.0001, PRECISION_RECALL_MIN_DEN: 0.050154±0.0008, RECALL: 0.050154±0.0008, MAP: 0.027189±0.0005, MRR: 0.027189±0.0005, NDCG: 0.032638±0.0006, F1: 0.009119±0.0001, HIT_RATE: 0.050154±0.0008, ARHR: 0.027189±0.0005, RMSE: 1.074090±0.0045, NOVELTY: 0.006273±0.0000, AVERAGE_POPULARITY: 0.037443±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.999069±0.0000, DIVERSITY_HERFINDAHL: 0.999901±0.0000, COVERAGE_ITEM: 0.963104±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.595394±0.0009, SHANNON_ENTROPY: 13.712464±0.0011, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 25, 'shrink': 1321, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7690692198326574, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061448±0.0006, PRECISION: 0.008417±0.0001, PRECISION_RECALL_MIN_DEN: 0.084167±0.0010, RECALL: 0.084167±0.0010, MAP: 0.043934±0.0007, MRR: 0.043934±0.0007, NDCG: 0.053462±0.0007, F1: 0.015303±0.0002, HIT_RATE: 0.084167±0.0010, ARHR: 0.043934±0.0007, RMSE: 0.933679±0.0027, NOVELTY: 0.006539±0.0000, AVERAGE_POPULARITY: 0.066495±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.996887±0.0000, DIVERSITY_HERFINDAHL: 0.999683±0.0000, COVERAGE_ITEM: 0.917426±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.450059±0.0006, SHANNON_ENTROPY: 13.115482±0.0027, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 143, 'shrink': 553, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5768678912835212, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066963±0.0010, PRECISION: 0.009121±0.0001, PRECISION_RECALL_MIN_DEN: 0.091206±0.0011, RECALL: 0.091206±0.0011, MAP: 0.048556±0.0008, MRR: 0.048556±0.0008, NDCG: 0.058652±0.0009, F1: 0.016583±0.0002, HIT_RATE: 0.091206±0.0011, ARHR: 0.048556±0.0008, RMSE: 0.975355±0.0002, NOVELTY: 0.005863±0.0000, AVERAGE_POPULARITY: 0.331057±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.977528±0.0002, DIVERSITY_HERFINDAHL: 0.997747±0.0000, COVERAGE_ITEM: 0.616913±0.0056, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150778±0.0009, SHANNON_ENTROPY: 10.352938±0.0079, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 8, 'shrink': 1207, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.372109570659092, 'feature_weighting': 'none'} - results: ROC_AUC: 0.071667±0.0009, PRECISION: 0.009179±0.0001, PRECISION_RECALL_MIN_DEN: 0.091787±0.0010, RECALL: 0.091787±0.0010, MAP: 0.053570±0.0007, MRR: 0.053570±0.0007, NDCG: 0.062713±0.0008, F1: 0.016689±0.0002, HIT_RATE: 0.091787±0.0010, ARHR: 0.053570±0.0007, RMSE: 0.989749±0.0001, NOVELTY: 0.006718±0.0000, AVERAGE_POPULARITY: 0.148077±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.995266±0.0000, DIVERSITY_HERFINDAHL: 0.999521±0.0000, COVERAGE_ITEM: 0.925904±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.420161±0.0012, SHANNON_ENTROPY: 12.797680±0.0051, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 64, 'shrink': 1833, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.13640246230722267, 'feature_weighting': 'none'} - results: ROC_AUC: 0.072963±0.0011, PRECISION: 0.009600±0.0001, PRECISION_RECALL_MIN_DEN: 0.096002±0.0010, RECALL: 0.096002±0.0010, MAP: 0.053813±0.0008, MRR: 0.053813±0.0008, NDCG: 0.063852±0.0008, F1: 0.017455±0.0002, HIT_RATE: 0.096002±0.0010, ARHR: 0.053813±0.0008, RMSE: 0.989622±0.0001, NOVELTY: 0.006531±0.0000, AVERAGE_POPULARITY: 0.254137±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.985871±0.0001, DIVERSITY_HERFINDAHL: 0.998582±0.0000, COVERAGE_ITEM: 0.863996±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.328180±0.0010, SHANNON_ENTROPY: 11.954389±0.0045, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 3, 'shrink': 1316, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.09137649347807343, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064667±0.0011, PRECISION: 0.008644±0.0001, PRECISION_RECALL_MIN_DEN: 0.086445±0.0012, RECALL: 0.086445±0.0012, MAP: 0.047270±0.0009, MRR: 0.047270±0.0009, NDCG: 0.056568±0.0009, F1: 0.015717±0.0002, HIT_RATE: 0.086445±0.0012, ARHR: 0.047270±0.0009, RMSE: 1.047370±0.0034, NOVELTY: 0.006240±0.0000, AVERAGE_POPULARITY: 0.258721±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.984692±0.0002, DIVERSITY_HERFINDAHL: 0.998464±0.0000, COVERAGE_ITEM: 0.608802±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191935±0.0010, SHANNON_ENTROPY: 10.934870±0.0105, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 127, 'shrink': 1650, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6965522297057821, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.076432±0.0008, PRECISION: 0.010357±0.0001, PRECISION_RECALL_MIN_DEN: 0.103565±0.0011, RECALL: 0.103565±0.0011, MAP: 0.055507±0.0008, MRR: 0.055507±0.0008, NDCG: 0.066896±0.0008, F1: 0.018830±0.0002, HIT_RATE: 0.103565±0.0011, ARHR: 0.055507±0.0008, RMSE: 0.945928±0.0003, NOVELTY: 0.006069±0.0000, AVERAGE_POPULARITY: 0.227322±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.990424±0.0001, DIVERSITY_HERFINDAHL: 0.999037±0.0000, COVERAGE_ITEM: 0.764899±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.228036±0.0011, SHANNON_ENTROPY: 11.552945±0.0063, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 35, 'shrink': 618, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8568186523828327, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060973±0.0007, PRECISION: 0.008354±0.0001, PRECISION_RECALL_MIN_DEN: 0.083540±0.0008, RECALL: 0.083540±0.0008, MAP: 0.043635±0.0008, MRR: 0.043635±0.0008, NDCG: 0.053083±0.0008, F1: 0.015189±0.0001, HIT_RATE: 0.083540±0.0008, ARHR: 0.043635±0.0008, RMSE: 0.958476±0.0003, NOVELTY: 0.006458±0.0000, AVERAGE_POPULARITY: 0.065414±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.997782±0.0000, DIVERSITY_HERFINDAHL: 0.999773±0.0000, COVERAGE_ITEM: 0.923460±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.460783±0.0008, SHANNON_ENTROPY: 13.206892±0.0049, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 71, 'shrink': 598, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.62640069065081, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062436±0.0013, PRECISION: 0.008541±0.0002, PRECISION_RECALL_MIN_DEN: 0.085408±0.0016, RECALL: 0.085408±0.0016, MAP: 0.045733±0.0012, MRR: 0.045733±0.0012, NDCG: 0.055100±0.0012, F1: 0.015529±0.0003, HIT_RATE: 0.085408±0.0016, ARHR: 0.045733±0.0012, RMSE: 0.893711±0.0008, NOVELTY: 0.005603±0.0000, AVERAGE_POPULARITY: 0.497267±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.931860±0.0005, DIVERSITY_HERFINDAHL: 0.993181±0.0001, COVERAGE_ITEM: 0.562876±0.0052, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123562±0.0007, SHANNON_ENTROPY: 9.285964±0.0087, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 26, 'shrink': 1376, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8058763733980874, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063816±0.0015, PRECISION: 0.008662±0.0002, PRECISION_RECALL_MIN_DEN: 0.086616±0.0018, RECALL: 0.086616±0.0018, MAP: 0.046931±0.0014, MRR: 0.046931±0.0014, NDCG: 0.056309±0.0015, F1: 0.015748±0.0003, HIT_RATE: 0.086616±0.0018, ARHR: 0.046931±0.0014, RMSE: 0.942100±0.0008, NOVELTY: 0.005783±0.0000, AVERAGE_POPULARITY: 0.410063±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.963002±0.0003, DIVERSITY_HERFINDAHL: 0.996295±0.0000, COVERAGE_ITEM: 0.615604±0.0057, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151991±0.0008, SHANNON_ENTROPY: 10.094762±0.0077, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 39, 'shrink': 178, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6360294007337174, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034098±0.0008, PRECISION: 0.005118±0.0001, PRECISION_RECALL_MIN_DEN: 0.051179±0.0008, RECALL: 0.051179±0.0008, MAP: 0.023708±0.0006, MRR: 0.023708±0.0006, NDCG: 0.030120±0.0007, F1: 0.009305±0.0001, HIT_RATE: 0.051179±0.0008, ARHR: 0.023708±0.0006, RMSE: 0.958807±0.0021, NOVELTY: 0.005458±0.0000, AVERAGE_POPULARITY: 0.058621±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.998412±0.0000, DIVERSITY_HERFINDAHL: 0.999836±0.0000, COVERAGE_ITEM: 0.917059±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.504496±0.0005, SHANNON_ENTROPY: 13.393318±0.0028, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 52, 'shrink': 1947, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7862423741673821, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.059574±0.0009, PRECISION: 0.008099±0.0001, PRECISION_RECALL_MIN_DEN: 0.080989±0.0011, RECALL: 0.080989±0.0011, MAP: 0.042963±0.0008, MRR: 0.042963±0.0008, NDCG: 0.051970±0.0008, F1: 0.014725±0.0002, HIT_RATE: 0.080989±0.0011, ARHR: 0.042963±0.0008, RMSE: 0.989313±0.0001, NOVELTY: 0.005803±0.0000, AVERAGE_POPULARITY: 0.066139±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998225±0.0000, DIVERSITY_HERFINDAHL: 0.999817±0.0000, COVERAGE_ITEM: 0.914377±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.471923±0.0007, SHANNON_ENTROPY: 13.266160±0.0029, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 94, 'shrink': 1766, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3644680748567601, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064351±0.0010, PRECISION: 0.008845±0.0001, PRECISION_RECALL_MIN_DEN: 0.088450±0.0012, RECALL: 0.088450±0.0012, MAP: 0.047112±0.0010, MRR: 0.047112±0.0010, NDCG: 0.056861±0.0010, F1: 0.016082±0.0002, HIT_RATE: 0.088450±0.0012, ARHR: 0.047112±0.0010, RMSE: 0.928722±0.0037, NOVELTY: 0.005538±0.0000, AVERAGE_POPULARITY: 0.525082±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.923184±0.0002, DIVERSITY_HERFINDAHL: 0.992313±0.0000, COVERAGE_ITEM: 0.483525±0.0048, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108895±0.0005, SHANNON_ENTROPY: 8.953550±0.0077, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 153, 'shrink': 1193, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.36512049642434313, 'feature_weighting': 'none'} - results: ROC_AUC: 0.071680±0.0012, PRECISION: 0.009632±0.0001, PRECISION_RECALL_MIN_DEN: 0.096321±0.0012, RECALL: 0.096321±0.0012, MAP: 0.052372±0.0009, MRR: 0.052372±0.0009, NDCG: 0.062789±0.0009, F1: 0.017513±0.0002, HIT_RATE: 0.096321±0.0012, ARHR: 0.052372±0.0009, RMSE: 0.979693±0.0001, NOVELTY: 0.006260±0.0000, AVERAGE_POPULARITY: 0.342591±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.969939±0.0002, DIVERSITY_HERFINDAHL: 0.996988±0.0000, COVERAGE_ITEM: 0.826094±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.264298±0.0003, SHANNON_ENTROPY: 11.143597±0.0042, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 59, 'shrink': 1977, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7773501993188248, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.047297±0.0006, PRECISION: 0.006429±0.0001, PRECISION_RECALL_MIN_DEN: 0.064290±0.0005, RECALL: 0.064290±0.0005, MAP: 0.033905±0.0007, MRR: 0.033905±0.0007, NDCG: 0.041112±0.0005, F1: 0.011689±0.0001, HIT_RATE: 0.064290±0.0005, ARHR: 0.033905±0.0007, RMSE: 0.920848±0.0007, NOVELTY: 0.006404±0.0000, AVERAGE_POPULARITY: 0.043360±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.998374±0.0000, DIVERSITY_HERFINDAHL: 0.999832±0.0000, COVERAGE_ITEM: 0.938686±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.501472±0.0008, SHANNON_ENTROPY: 13.374880±0.0015, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 53, 'shrink': 1086, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.4753181983715785, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073108±0.0014, PRECISION: 0.009568±0.0001, PRECISION_RECALL_MIN_DEN: 0.095683±0.0010, RECALL: 0.095683±0.0010, MAP: 0.054090±0.0010, MRR: 0.054090±0.0010, NDCG: 0.063995±0.0010, F1: 0.017397±0.0002, HIT_RATE: 0.095683±0.0010, ARHR: 0.054090±0.0010, RMSE: 0.983317±0.0001, NOVELTY: 0.006575±0.0000, AVERAGE_POPULARITY: 0.238699±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987890±0.0001, DIVERSITY_HERFINDAHL: 0.998783±0.0000, COVERAGE_ITEM: 0.870462±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340486±0.0007, SHANNON_ENTROPY: 12.089015±0.0055, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 198, 'shrink': 1788, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2723601165238954, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.056224±0.0007, PRECISION: 0.007608±0.0001, PRECISION_RECALL_MIN_DEN: 0.076079±0.0007, RECALL: 0.076079±0.0007, MAP: 0.041047±0.0009, MRR: 0.041047±0.0009, NDCG: 0.049341±0.0008, F1: 0.013833±0.0001, HIT_RATE: 0.076079±0.0007, ARHR: 0.041047±0.0009, RMSE: 0.912206±0.0010, NOVELTY: 0.005341±0.0000, AVERAGE_POPULARITY: 0.060824±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.998357±0.0000, DIVERSITY_HERFINDAHL: 0.999830±0.0000, COVERAGE_ITEM: 0.909035±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.475214±0.0004, SHANNON_ENTROPY: 13.289471±0.0035, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 92, 'shrink': 1787, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9919504692098862, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064366±0.0011, PRECISION: 0.008850±0.0001, PRECISION_RECALL_MIN_DEN: 0.088495±0.0014, RECALL: 0.088495±0.0014, MAP: 0.047112±0.0010, MRR: 0.047112±0.0010, NDCG: 0.056872±0.0011, F1: 0.016090±0.0003, HIT_RATE: 0.088495±0.0014, ARHR: 0.047112±0.0010, RMSE: 0.927420±0.0036, NOVELTY: 0.005543±0.0000, AVERAGE_POPULARITY: 0.523040±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.924170±0.0002, DIVERSITY_HERFINDAHL: 0.992412±0.0000, COVERAGE_ITEM: 0.485018±0.0049, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.109532±0.0004, SHANNON_ENTROPY: 8.974019±0.0081, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 56, 'shrink': 1624, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05162531713202069, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062263±0.0009, PRECISION: 0.008517±0.0001, PRECISION_RECALL_MIN_DEN: 0.085169±0.0007, RECALL: 0.085169±0.0007, MAP: 0.045179±0.0008, MRR: 0.045179±0.0008, NDCG: 0.054629±0.0007, F1: 0.015485±0.0001, HIT_RATE: 0.085169±0.0007, ARHR: 0.045179±0.0008, RMSE: 0.930037±0.0012, NOVELTY: 0.006644±0.0000, AVERAGE_POPULARITY: 0.167513±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.995920±0.0000, DIVERSITY_HERFINDAHL: 0.999586±0.0000, COVERAGE_ITEM: 0.886326±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.363334±0.0011, SHANNON_ENTROPY: 12.636968±0.0042, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 199, 'shrink': 1463, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.09356488984085144, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036385±0.0005, PRECISION: 0.004854±0.0001, PRECISION_RECALL_MIN_DEN: 0.048536±0.0007, RECALL: 0.048536±0.0007, MAP: 0.026542±0.0004, MRR: 0.026542±0.0004, NDCG: 0.031764±0.0004, F1: 0.008825±0.0001, HIT_RATE: 0.048536±0.0007, ARHR: 0.026542±0.0004, RMSE: 0.950492±0.0008, NOVELTY: 0.006074±0.0000, AVERAGE_POPULARITY: 0.031616±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.999156±0.0000, DIVERSITY_HERFINDAHL: 0.999910±0.0000, COVERAGE_ITEM: 0.968856±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.606862±0.0008, SHANNON_ENTROPY: 13.755069±0.0015, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 1071, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9442269061960771, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063765±0.0006, PRECISION: 0.008723±0.0001, PRECISION_RECALL_MIN_DEN: 0.087231±0.0007, RECALL: 0.087231±0.0007, MAP: 0.045411±0.0007, MRR: 0.045411±0.0007, NDCG: 0.055321±0.0006, F1: 0.015860±0.0001, HIT_RATE: 0.087231±0.0007, ARHR: 0.045411±0.0007, RMSE: 0.964764±0.0024, NOVELTY: 0.007209±0.0000, AVERAGE_POPULARITY: 0.076824±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.925339±0.0007, DIVERSITY_HERFINDAHL: 0.992529±0.0001, COVERAGE_ITEM: 0.754766±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.288583±0.0006, SHANNON_ENTROPY: 11.027999±0.0098, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 190, 'shrink': 1663, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2570144494213924, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062500±0.0009, PRECISION: 0.008601±0.0001, PRECISION_RECALL_MIN_DEN: 0.086012±0.0012, RECALL: 0.086012±0.0012, MAP: 0.045703±0.0009, MRR: 0.045703±0.0009, NDCG: 0.055210±0.0009, F1: 0.015639±0.0002, HIT_RATE: 0.086012±0.0012, ARHR: 0.045703±0.0009, RMSE: 3.648431±0.0292, NOVELTY: 0.005403±0.0000, AVERAGE_POPULARITY: 0.588236±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.888761±0.0003, DIVERSITY_HERFINDAHL: 0.988871±0.0000, COVERAGE_ITEM: 0.436183±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.090044±0.0006, SHANNON_ENTROPY: 8.299831±0.0068, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 102, 'shrink': 312, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.986284291174639, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062865±0.0011, PRECISION: 0.008474±0.0001, PRECISION_RECALL_MIN_DEN: 0.084736±0.0008, RECALL: 0.084736±0.0008, MAP: 0.045391±0.0007, MRR: 0.045391±0.0007, NDCG: 0.054737±0.0007, F1: 0.015407±0.0002, HIT_RATE: 0.084736±0.0008, ARHR: 0.045391±0.0007, RMSE: 0.833635±0.0012, NOVELTY: 0.006069±0.0000, AVERAGE_POPULARITY: 0.233318±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.986191±0.0001, DIVERSITY_HERFINDAHL: 0.998613±0.0000, COVERAGE_ITEM: 0.657464±0.0052, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.178364±0.0006, SHANNON_ENTROPY: 10.911230±0.0023, 
