SearchBayesianSkopt: New best config found. Config 0: {'topK': 295, 'shrink': 1005, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6345770998124147, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0171848, PRECISION: 0.0028405, PRECISION_RECALL_MIN_DEN: 0.0094684, RECALL: 0.0094684, MAP: 0.0038849, MRR: 0.0115539, NDCG: 0.0072682, F1: 0.0043700, HIT_RATE: 0.0284053, ARHR: 0.0116042, RMSE: 0.8745202, NOVELTY: 0.0045080, AVERAGE_POPULARITY: 0.0059398, DIVERSITY_MEAN_INTER_LIST: 0.9987050, DIVERSITY_HERFINDAHL: 0.9998482, COVERAGE_ITEM: 0.6360638, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5682127, SHANNON_ENTROPY: 13.0686926, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 977, 'shrink': 290, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9670447817658765, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0524753, PRECISION: 0.0090136, PRECISION_RECALL_MIN_DEN: 0.0300455, RECALL: 0.0300455, MAP: 0.0123908, MRR: 0.0351153, NDCG: 0.0228356, F1: 0.0138671, HIT_RATE: 0.0901364, ARHR: 0.0361313, RMSE: 0.8249625, NOVELTY: 0.0037622, AVERAGE_POPULARITY: 0.3395034, DIVERSITY_MEAN_INTER_LIST: 0.9464951, DIVERSITY_HERFINDAHL: 0.9946283, COVERAGE_ITEM: 0.3496080, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2893893, SHANNON_ENTROPY: 10.1978123, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 956, 'shrink': 1437, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0015545726169443612, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0620123, PRECISION: 0.0111608, PRECISION_RECALL_MIN_DEN: 0.0372027, RECALL: 0.0372027, MAP: 0.0147699, MRR: 0.0424161, NDCG: 0.0277151, F1: 0.0171705, HIT_RATE: 0.1116081, ARHR: 0.0433629, RMSE: 1.1769506, NOVELTY: 0.0050110, AVERAGE_POPULARITY: 0.7703760, DIVERSITY_MEAN_INTER_LIST: 0.7206927, DIVERSITY_HERFINDAHL: 0.9720532, COVERAGE_ITEM: 0.0215193, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1114702, SHANNON_ENTROPY: 5.7887748, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 7, 'shrink': 1386, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9813177584766768, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0459877, PRECISION: 0.0074256, PRECISION_RECALL_MIN_DEN: 0.0247521, RECALL: 0.0247521, MAP: 0.0109738, MRR: 0.0318329, NDCG: 0.0197668, F1: 0.0114240, HIT_RATE: 0.0742563, ARHR: 0.0323772, RMSE: 0.9284531, NOVELTY: 0.0064566, AVERAGE_POPULARITY: 0.1403769, DIVERSITY_MEAN_INTER_LIST: 0.9828114, DIVERSITY_HERFINDAHL: 0.9982592, COVERAGE_ITEM: 0.1732901, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2947652, SHANNON_ENTROPY: 10.1761089, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9914142, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 63, 'shrink': 812, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.002541759570546587, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0653908, PRECISION: 0.0107806, PRECISION_RECALL_MIN_DEN: 0.0359353, RECALL: 0.0359353, MAP: 0.0153668, MRR: 0.0444410, NDCG: 0.0280611, F1: 0.0165855, HIT_RATE: 0.1078059, ARHR: 0.0452471, RMSE: 0.9078501, NOVELTY: 0.0066994, AVERAGE_POPULARITY: 0.1819233, DIVERSITY_MEAN_INTER_LIST: 0.9946682, DIVERSITY_HERFINDAHL: 0.9994446, COVERAGE_ITEM: 0.5587456, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4037196, SHANNON_ENTROPY: 12.1457786, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 6, 'shrink': 1042, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9857569388417715, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0416496, PRECISION: 0.0060389, PRECISION_RECALL_MIN_DEN: 0.0201297, RECALL: 0.0201297, MAP: 0.0104678, MRR: 0.0306858, NDCG: 0.0178045, F1: 0.0092906, HIT_RATE: 0.0603892, ARHR: 0.0310446, RMSE: 0.8457279, NOVELTY: 0.0062364, AVERAGE_POPULARITY: 0.3150404, DIVERSITY_MEAN_INTER_LIST: 0.9665589, DIVERSITY_HERFINDAHL: 0.9966343, COVERAGE_ITEM: 0.1175453, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2193189, SHANNON_ENTROPY: 9.1568664, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9914142, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 38, 'shrink': 65, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.001762797945285222, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0828660, PRECISION: 0.0124581, PRECISION_RECALL_MIN_DEN: 0.0415269, RECALL: 0.0415269, MAP: 0.0203703, MRR: 0.0583851, NDCG: 0.0351912, F1: 0.0191663, HIT_RATE: 0.1245806, ARHR: 0.0597200, RMSE: 0.9795780, NOVELTY: 0.0069035, AVERAGE_POPULARITY: 0.1158995, DIVERSITY_MEAN_INTER_LIST: 0.9943490, DIVERSITY_HERFINDAHL: 0.9994127, COVERAGE_ITEM: 0.6386050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4620774, SHANNON_ENTROPY: 12.4482158, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 23, 'shrink': 63, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.19398783827464722, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0818944, PRECISION: 0.0137106, PRECISION_RECALL_MIN_DEN: 0.0457019, RECALL: 0.0457019, MAP: 0.0200081, MRR: 0.0563791, NDCG: 0.0359072, F1: 0.0210932, HIT_RATE: 0.1371058, ARHR: 0.0581514, RMSE: 0.9508313, NOVELTY: 0.0056413, AVERAGE_POPULARITY: 0.1300099, DIVERSITY_MEAN_INTER_LIST: 0.9934561, DIVERSITY_HERFINDAHL: 0.9993234, COVERAGE_ITEM: 0.5718302, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4401364, SHANNON_ENTROPY: 12.1965697, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9914142, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9568471, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 35, 'shrink': 1353, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9914475619205183, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0559066, PRECISION: 0.0090136, PRECISION_RECALL_MIN_DEN: 0.0300455, RECALL: 0.0300455, MAP: 0.0133078, MRR: 0.0382459, NDCG: 0.0239125, F1: 0.0138671, HIT_RATE: 0.0901364, ARHR: 0.0390474, RMSE: 0.8729107, NOVELTY: 0.0066113, AVERAGE_POPULARITY: 0.0451664, DIVERSITY_MEAN_INTER_LIST: 0.9959787, DIVERSITY_HERFINDAHL: 0.9995756, COVERAGE_ITEM: 0.6082184, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4386551, SHANNON_ENTROPY: 12.4346506, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 33, 'shrink': 1394, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.040100712115251465, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1211702, PRECISION: 0.0207336, PRECISION_RECALL_MIN_DEN: 0.0691121, RECALL: 0.0691121, MAP: 0.0296032, MRR: 0.0821611, NDCG: 0.0534181, F1: 0.0318979, HIT_RATE: 0.2073362, ARHR: 0.0854265, RMSE: 0.9644753, NOVELTY: 0.0058095, AVERAGE_POPULARITY: 0.3700659, DIVERSITY_MEAN_INTER_LIST: 0.9683093, DIVERSITY_HERFINDAHL: 0.9968093, COVERAGE_ITEM: 0.1425250, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2051901, SHANNON_ENTROPY: 9.3062941, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9914142, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 39, 'shrink': 80, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0013859802746860608, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0872834, PRECISION: 0.0132409, PRECISION_RECALL_MIN_DEN: 0.0441363, RECALL: 0.0441363, MAP: 0.0216322, MRR: 0.0617071, NDCG: 0.0373278, F1: 0.0203706, HIT_RATE: 0.1324089, ARHR: 0.0632739, RMSE: 1.0190927, NOVELTY: 0.0068671, AVERAGE_POPULARITY: 0.1285024, DIVERSITY_MEAN_INTER_LIST: 0.9944473, DIVERSITY_HERFINDAHL: 0.9994225, COVERAGE_ITEM: 0.6273587, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4480986, SHANNON_ENTROPY: 12.3901896, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 945, 'shrink': 96, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03184672228895292, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0955177, PRECISION: 0.0155223, PRECISION_RECALL_MIN_DEN: 0.0517408, RECALL: 0.0517408, MAP: 0.0225871, MRR: 0.0632867, NDCG: 0.0406128, F1: 0.0238804, HIT_RATE: 0.1552225, ARHR: 0.0654774, RMSE: 1.1853899, NOVELTY: 0.0061181, AVERAGE_POPULARITY: 0.2470371, DIVERSITY_MEAN_INTER_LIST: 0.9821115, DIVERSITY_HERFINDAHL: 0.9981892, COVERAGE_ITEM: 0.4543931, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2822293, SHANNON_ENTROPY: 10.9158974, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 972, 'shrink': 1410, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.016640885866554548, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0620014, PRECISION: 0.0110266, PRECISION_RECALL_MIN_DEN: 0.0367554, RECALL: 0.0367554, MAP: 0.0146851, MRR: 0.0423108, NDCG: 0.0275094, F1: 0.0169640, HIT_RATE: 0.1102662, ARHR: 0.0431830, RMSE: 0.8389594, NOVELTY: 0.0050124, AVERAGE_POPULARITY: 0.7693617, DIVERSITY_MEAN_INTER_LIST: 0.7214216, DIVERSITY_HERFINDAHL: 0.9721260, COVERAGE_ITEM: 0.0217897, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1112499, SHANNON_ENTROPY: 5.8005802, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 907, 'shrink': 1484, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9623287543203003, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0811513, PRECISION: 0.0139119, PRECISION_RECALL_MIN_DEN: 0.0463729, RECALL: 0.0463729, MAP: 0.0197349, MRR: 0.0552460, NDCG: 0.0357832, F1: 0.0214029, HIT_RATE: 0.1391188, ARHR: 0.0571974, RMSE: 0.6551855, NOVELTY: 0.0056561, AVERAGE_POPULARITY: 0.2860872, DIVERSITY_MEAN_INTER_LIST: 0.9758678, DIVERSITY_HERFINDAHL: 0.9975650, COVERAGE_ITEM: 0.4874290, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3127965, SHANNON_ENTROPY: 11.0005353, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9568471, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1296699, PRECISION: 0.0221651, PRECISION_RECALL_MIN_DEN: 0.0738835, RECALL: 0.0738835, MAP: 0.0316750, MRR: 0.0871614, NDCG: 0.0570235, F1: 0.0341001, HIT_RATE: 0.2216506, ARHR: 0.0910097, RMSE: 0.9565076, NOVELTY: 0.0059660, AVERAGE_POPULARITY: 0.3107943, DIVERSITY_MEAN_INTER_LIST: 0.9759543, DIVERSITY_HERFINDAHL: 0.9975736, COVERAGE_ITEM: 0.1516085, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2355313, SHANNON_ENTROPY: 9.6489863, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 916, 'shrink': 24, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04984181171153958, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0880569, PRECISION: 0.0142697, PRECISION_RECALL_MIN_DEN: 0.0475658, RECALL: 0.0475658, MAP: 0.0213562, MRR: 0.0605564, NDCG: 0.0380297, F1: 0.0219534, HIT_RATE: 0.1426974, ARHR: 0.0622715, RMSE: 0.9295104, NOVELTY: 0.0062790, AVERAGE_POPULARITY: 0.2564902, DIVERSITY_MEAN_INTER_LIST: 0.9862478, DIVERSITY_HERFINDAHL: 0.9986027, COVERAGE_ITEM: 0.5018654, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3197474, SHANNON_ENTROPY: 11.3164623, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 994, 'shrink': 55, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11696605818653641, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0954760, PRECISION: 0.0154552, PRECISION_RECALL_MIN_DEN: 0.0515172, RECALL: 0.0515172, MAP: 0.0230409, MRR: 0.0642308, NDCG: 0.0409555, F1: 0.0237772, HIT_RATE: 0.1545516, ARHR: 0.0666328, RMSE: 1.3421189, NOVELTY: 0.0059128, AVERAGE_POPULARITY: 0.2846434, DIVERSITY_MEAN_INTER_LIST: 0.9759652, DIVERSITY_HERFINDAHL: 0.9975747, COVERAGE_ITEM: 0.4588267, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2772023, SHANNON_ENTROPY: 10.7309725, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9568471, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 954, 'shrink': 1366, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.015100054895013319, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0369154, PRECISION: 0.0072467, PRECISION_RECALL_MIN_DEN: 0.0241557, RECALL: 0.0241557, MAP: 0.0074227, MRR: 0.0216108, NDCG: 0.0157394, F1: 0.0111488, HIT_RATE: 0.0724670, ARHR: 0.0219394, RMSE: 0.6326321, NOVELTY: 0.0049158, AVERAGE_POPULARITY: 0.8520458, DIVERSITY_MEAN_INTER_LIST: 0.4857759, DIVERSITY_HERFINDAHL: 0.9485667, COVERAGE_ITEM: 0.0088132, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1236603, SHANNON_ENTROPY: 4.6806337, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0667651, PRECISION: 0.0102885, PRECISION_RECALL_MIN_DEN: 0.0342951, RECALL: 0.0342951, MAP: 0.0159353, MRR: 0.0460658, NDCG: 0.0281878, F1: 0.0158285, HIT_RATE: 0.1028853, ARHR: 0.0469359, RMSE: 0.9019995, NOVELTY: 0.0056333, AVERAGE_POPULARITY: 0.4703513, DIVERSITY_MEAN_INTER_LIST: 0.9554247, DIVERSITY_HERFINDAHL: 0.9955211, COVERAGE_ITEM: 0.1015410, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1967967, SHANNON_ENTROPY: 8.7662889, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0667651, PRECISION: 0.0102885, PRECISION_RECALL_MIN_DEN: 0.0342951, RECALL: 0.0342951, MAP: 0.0159353, MRR: 0.0460658, NDCG: 0.0281878, F1: 0.0158285, HIT_RATE: 0.1028853, ARHR: 0.0469359, RMSE: 0.9019995, NOVELTY: 0.0056333, AVERAGE_POPULARITY: 0.4703513, DIVERSITY_MEAN_INTER_LIST: 0.9554247, DIVERSITY_HERFINDAHL: 0.9955211, COVERAGE_ITEM: 0.1015410, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1967967, SHANNON_ENTROPY: 8.7662889, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 975, 'shrink': 1498, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.018786778025149834, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0571880, PRECISION: 0.0102214, PRECISION_RECALL_MIN_DEN: 0.0340714, RECALL: 0.0340714, MAP: 0.0123176, MRR: 0.0358846, NDCG: 0.0242292, F1: 0.0157253, HIT_RATE: 0.1022143, ARHR: 0.0364187, RMSE: 0.6926255, NOVELTY: 0.0052352, AVERAGE_POPULARITY: 0.6505796, DIVERSITY_MEAN_INTER_LIST: 0.8650513, DIVERSITY_HERFINDAHL: 0.9864858, COVERAGE_ITEM: 0.0961882, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0997067, SHANNON_ENTROPY: 7.2963157, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0667651, PRECISION: 0.0102885, PRECISION_RECALL_MIN_DEN: 0.0342951, RECALL: 0.0342951, MAP: 0.0159353, MRR: 0.0460658, NDCG: 0.0281878, F1: 0.0158285, HIT_RATE: 0.1028853, ARHR: 0.0469359, RMSE: 0.9019995, NOVELTY: 0.0056333, AVERAGE_POPULARITY: 0.4703513, DIVERSITY_MEAN_INTER_LIST: 0.9554247, DIVERSITY_HERFINDAHL: 0.9955211, COVERAGE_ITEM: 0.1015410, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1967967, SHANNON_ENTROPY: 8.7662889, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 925, 'shrink': 1468, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.038965156325822876, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0896412, PRECISION: 0.0152315, PRECISION_RECALL_MIN_DEN: 0.0507716, RECALL: 0.0507716, MAP: 0.0217078, MRR: 0.0606467, NDCG: 0.0392695, F1: 0.0234331, HIT_RATE: 0.1523149, ARHR: 0.0628570, RMSE: 0.9266533, NOVELTY: 0.0063245, AVERAGE_POPULARITY: 0.2135156, DIVERSITY_MEAN_INTER_LIST: 0.9878060, DIVERSITY_HERFINDAHL: 0.9987585, COVERAGE_ITEM: 0.4386050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3052061, SHANNON_ENTROPY: 11.2245231, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0667651, PRECISION: 0.0102885, PRECISION_RECALL_MIN_DEN: 0.0342951, RECALL: 0.0342951, MAP: 0.0159353, MRR: 0.0460658, NDCG: 0.0281878, F1: 0.0158285, HIT_RATE: 0.1028853, ARHR: 0.0469359, RMSE: 0.9019995, NOVELTY: 0.0056333, AVERAGE_POPULARITY: 0.4703513, DIVERSITY_MEAN_INTER_LIST: 0.9554247, DIVERSITY_HERFINDAHL: 0.9955211, COVERAGE_ITEM: 0.1015410, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1967967, SHANNON_ENTROPY: 8.7662889, 
SearchBayesianSkopt: Search complete. Best config is 21: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'}
