SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 1.1146048766330747, 'user_topK': 275, 'user_shrink': 1419, 'item_topK': 1186, 'item_shrink': 1460} - results: ROC_AUC: 0.0793111, PRECISION: 0.0128436, PRECISION_RECALL_MIN_DEN: 0.0428121, RECALL: 0.0428121, MAP: 0.0204469, MRR: 0.0572844, NDCG: 0.0353800, F1: 0.0197594, HIT_RATE: 0.1284364, ARHR: 0.0592744, RMSE: 0.9698640, NOVELTY: 0.0050358, AVERAGE_POPULARITY: 0.7729002, DIVERSITY_MEAN_INTER_LIST: 0.6111220, DIVERSITY_HERFINDAHL: 0.9611084, COVERAGE_ITEM: 0.1253312, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0334257, SHANNON_ENTROPY: 5.6503488, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 4.0, 'user_topK': 1877, 'user_shrink': 2000, 'item_topK': 2000, 'item_shrink': 1174} - results: ROC_AUC: 0.0733227, PRECISION: 0.0109471, PRECISION_RECALL_MIN_DEN: 0.0364902, RECALL: 0.0364902, MAP: 0.0190300, MRR: 0.0531163, NDCG: 0.0318798, F1: 0.0168416, HIT_RATE: 0.1094706, ARHR: 0.0550683, RMSE: 0.9442944, NOVELTY: 0.0054606, AVERAGE_POPULARITY: 0.4441695, DIVERSITY_MEAN_INTER_LIST: 0.7149462, DIVERSITY_HERFINDAHL: 0.9714902, COVERAGE_ITEM: 0.0898081, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0572641, SHANNON_ENTROPY: 6.3756301, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 4.0, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 2000, 'item_shrink': 2000} - results: ROC_AUC: 0.0466471, PRECISION: 0.0069624, PRECISION_RECALL_MIN_DEN: 0.0232079, RECALL: 0.0232079, MAP: 0.0118001, MRR: 0.0338286, NDCG: 0.0201042, F1: 0.0107113, HIT_RATE: 0.0696238, ARHR: 0.0346145, RMSE: 0.7748102, NOVELTY: 0.0060529, AVERAGE_POPULARITY: 0.2079721, DIVERSITY_MEAN_INTER_LIST: 0.8437540, DIVERSITY_HERFINDAHL: 0.9843702, COVERAGE_ITEM: 0.1353339, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0922235, SHANNON_ENTROPY: 7.6286663, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 1.2813706070441755, 'user_topK': 56, 'user_shrink': 1928, 'item_topK': 79, 'item_shrink': 931} - results: ROC_AUC: 0.0712658, PRECISION: 0.0111509, PRECISION_RECALL_MIN_DEN: 0.0371697, RECALL: 0.0371697, MAP: 0.0185688, MRR: 0.0514720, NDCG: 0.0315210, F1: 0.0171553, HIT_RATE: 0.1115092, ARHR: 0.0535488, RMSE: 0.9863272, NOVELTY: 0.0047831, AVERAGE_POPULARITY: 0.0509351, DIVERSITY_MEAN_INTER_LIST: 0.9982863, DIVERSITY_HERFINDAHL: 0.9998225, COVERAGE_ITEM: 0.8865639, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4701875, SHANNON_ENTROPY: 13.2424023, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.0000412, PRECISION: 0.0000062, PRECISION_RECALL_MIN_DEN: 0.0000206, RECALL: 0.0000206, MAP: 0.0000051, MRR: 0.0000154, NDCG: 0.0000125, F1: 0.0000095, HIT_RATE: 0.0000618, ARHR: 0.0000154, RMSE: 1153.2096950, NOVELTY: 0.0006018, AVERAGE_POPULARITY: 0.0008063, DIVERSITY_MEAN_INTER_LIST: 0.9774361, DIVERSITY_HERFINDAHL: 0.9977376, COVERAGE_ITEM: 0.1574480, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2325604, SHANNON_ENTROPY: 9.7094805, 
SearchBayesianSkopt: New best config found. Config 31: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1693, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1321898, PRECISION: 0.0215358, PRECISION_RECALL_MIN_DEN: 0.0717860, RECALL: 0.0717860, MAP: 0.0348105, MRR: 0.0938348, NDCG: 0.0593082, F1: 0.0331320, HIT_RATE: 0.2153580, ARHR: 0.0990369, RMSE: 0.9810661, NOVELTY: 0.0059316, AVERAGE_POPULARITY: 0.3518411, DIVERSITY_MEAN_INTER_LIST: 0.9506492, DIVERSITY_HERFINDAHL: 0.9950591, COVERAGE_ITEM: 0.5039740, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1540225, SHANNON_ENTROPY: 10.0473859, 
SearchBayesianSkopt: New best config found. Config 32: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1328626, PRECISION: 0.0215914, PRECISION_RECALL_MIN_DEN: 0.0719713, RECALL: 0.0719713, MAP: 0.0349680, MRR: 0.0942089, NDCG: 0.0595292, F1: 0.0332175, HIT_RATE: 0.2159140, ARHR: 0.0994572, RMSE: 0.9817695, NOVELTY: 0.0059594, AVERAGE_POPULARITY: 0.3410531, DIVERSITY_MEAN_INTER_LIST: 0.9571697, DIVERSITY_HERFINDAHL: 0.9957111, COVERAGE_ITEM: 0.5207353, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1590164, SHANNON_ENTROPY: 10.1831431, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 1.7941454189828638, 'user_topK': 728, 'user_shrink': 189, 'item_topK': 1960, 'item_shrink': 22} - results: ROC_AUC: 0.0131420, PRECISION: 0.0022240, PRECISION_RECALL_MIN_DEN: 0.0074134, RECALL: 0.0074134, MAP: 0.0030131, MRR: 0.0088067, NDCG: 0.0056320, F1: 0.0034215, HIT_RATE: 0.0222401, ARHR: 0.0089230, RMSE: 1.8800777, NOVELTY: 0.0067518, AVERAGE_POPULARITY: 0.0847052, DIVERSITY_MEAN_INTER_LIST: 0.5673391, DIVERSITY_HERFINDAHL: 0.9567304, COVERAGE_ITEM: 0.1263044, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0378884, SHANNON_ENTROPY: 5.6894219, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 1.8850096227359192, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0977817, PRECISION: 0.0153827, PRECISION_RECALL_MIN_DEN: 0.0512757, RECALL: 0.0512757, MAP: 0.0254728, MRR: 0.0705127, NDCG: 0.0433094, F1: 0.0236657, HIT_RATE: 0.1538271, ARHR: 0.0734061, RMSE: 0.9956561, NOVELTY: 0.0055428, AVERAGE_POPULARITY: 0.4825372, DIVERSITY_MEAN_INTER_LIST: 0.9081080, DIVERSITY_HERFINDAHL: 0.9908052, COVERAGE_ITEM: 0.3157610, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0997424, SHANNON_ENTROPY: 8.6703968, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1212, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1301426, PRECISION: 0.0211837, PRECISION_RECALL_MIN_DEN: 0.0706122, RECALL: 0.0706122, MAP: 0.0343203, MRR: 0.0926435, NDCG: 0.0584410, F1: 0.0325903, HIT_RATE: 0.2118367, ARHR: 0.0977107, RMSE: 0.9793282, NOVELTY: 0.0058538, AVERAGE_POPULARITY: 0.3819488, DIVERSITY_MEAN_INTER_LIST: 0.9281251, DIVERSITY_HERFINDAHL: 0.9928068, COVERAGE_ITEM: 0.4660719, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1411826, SHANNON_ENTROPY: 9.6672762, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0549087, PRECISION: 0.0091987, PRECISION_RECALL_MIN_DEN: 0.0306625, RECALL: 0.0306625, MAP: 0.0140948, MRR: 0.0396526, NDCG: 0.0247693, F1: 0.0141519, HIT_RATE: 0.0919874, ARHR: 0.0409590, RMSE: 0.9404923, NOVELTY: 0.0050645, AVERAGE_POPULARITY: 0.7215930, DIVERSITY_MEAN_INTER_LIST: 0.4724365, DIVERSITY_HERFINDAHL: 0.9472407, COVERAGE_ITEM: 0.0211408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0732602, SHANNON_ENTROPY: 5.0066790, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.9881591942166197, 'user_topK': 1937, 'user_shrink': 101, 'item_topK': 1351, 'item_shrink': 1823} - results: ROC_AUC: 0.0518228, PRECISION: 0.0092049, PRECISION_RECALL_MIN_DEN: 0.0306831, RECALL: 0.0306831, MAP: 0.0125007, MRR: 0.0352686, NDCG: 0.0230907, F1: 0.0141614, HIT_RATE: 0.0920492, ARHR: 0.0363699, RMSE: 0.6476386, NOVELTY: 0.0050121, AVERAGE_POPULARITY: 0.7800328, DIVERSITY_MEAN_INTER_LIST: 0.3375438, DIVERSITY_HERFINDAHL: 0.9337523, COVERAGE_ITEM: 0.1414977, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0239915, SHANNON_ENTROPY: 4.5723942, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1265, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1304532, PRECISION: 0.0212393, PRECISION_RECALL_MIN_DEN: 0.0707976, RECALL: 0.0707976, MAP: 0.0343848, MRR: 0.0927853, NDCG: 0.0585634, F1: 0.0326758, HIT_RATE: 0.2123927, ARHR: 0.0978773, RMSE: 0.9795775, NOVELTY: 0.0058644, AVERAGE_POPULARITY: 0.3775879, DIVERSITY_MEAN_INTER_LIST: 0.9317381, DIVERSITY_HERFINDAHL: 0.9931681, COVERAGE_ITEM: 0.4712625, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1429942, SHANNON_ENTROPY: 9.7229829, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.6937612513909929, 'user_topK': 1988, 'user_shrink': 1838, 'item_topK': 48, 'item_shrink': 562} - results: ROC_AUC: 0.1148318, PRECISION: 0.0181257, PRECISION_RECALL_MIN_DEN: 0.0604189, RECALL: 0.0604189, MAP: 0.0304117, MRR: 0.0829513, NDCG: 0.0512478, F1: 0.0278856, HIT_RATE: 0.1812566, ARHR: 0.0870077, RMSE: 0.9007686, NOVELTY: 0.0056503, AVERAGE_POPULARITY: 0.3470920, DIVERSITY_MEAN_INTER_LIST: 0.9642480, DIVERSITY_HERFINDAHL: 0.9964188, COVERAGE_ITEM: 0.6615842, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1672300, SHANNON_ENTROPY: 10.2858870, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 2000, 'item_shrink': 2000} - results: ROC_AUC: 0.0490482, PRECISION: 0.0085192, PRECISION_RECALL_MIN_DEN: 0.0283973, RECALL: 0.0283973, MAP: 0.0121069, MRR: 0.0348434, NDCG: 0.0220396, F1: 0.0131064, HIT_RATE: 0.0851918, ARHR: 0.0355682, RMSE: 0.9597245, NOVELTY: 0.0049083, AVERAGE_POPULARITY: 0.8581283, DIVERSITY_MEAN_INTER_LIST: 0.2554317, DIVERSITY_HERFINDAHL: 0.9255416, COVERAGE_ITEM: 0.0128143, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0602494, SHANNON_ENTROPY: 4.0529529, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 3.8574318692696403, 'user_topK': 1966, 'user_shrink': 954, 'item_topK': 42, 'item_shrink': 1916} - results: ROC_AUC: 0.0706462, PRECISION: 0.0112127, PRECISION_RECALL_MIN_DEN: 0.0373757, RECALL: 0.0373757, MAP: 0.0184481, MRR: 0.0515346, NDCG: 0.0315017, F1: 0.0172503, HIT_RATE: 0.1121270, ARHR: 0.0534120, RMSE: 0.9761995, NOVELTY: 0.0051028, AVERAGE_POPULARITY: 0.6982008, DIVERSITY_MEAN_INTER_LIST: 0.5952148, DIVERSITY_HERFINDAHL: 0.9595178, COVERAGE_ITEM: 0.0763990, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0443437, SHANNON_ENTROPY: 5.7081348, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1307, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1307307, PRECISION: 0.0213258, PRECISION_RECALL_MIN_DEN: 0.0710859, RECALL: 0.0710859, MAP: 0.0344464, MRR: 0.0929180, NDCG: 0.0587126, F1: 0.0328089, HIT_RATE: 0.2132576, ARHR: 0.0980356, RMSE: 0.9797622, NOVELTY: 0.0058733, AVERAGE_POPULARITY: 0.3741191, DIVERSITY_MEAN_INTER_LIST: 0.9345469, DIVERSITY_HERFINDAHL: 0.9934489, COVERAGE_ITEM: 0.4758583, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1443743, SHANNON_ENTROPY: 9.7673180, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.021779220686667, 'user_topK': 1836, 'user_shrink': 1921, 'item_topK': 75, 'item_shrink': 1918} - results: ROC_AUC: 0.0788516, PRECISION: 0.0124977, PRECISION_RECALL_MIN_DEN: 0.0416589, RECALL: 0.0416589, MAP: 0.0206782, MRR: 0.0575627, NDCG: 0.0352013, F1: 0.0192272, HIT_RATE: 0.1249768, ARHR: 0.0597611, RMSE: 0.9804295, NOVELTY: 0.0051311, AVERAGE_POPULARITY: 0.6864372, DIVERSITY_MEAN_INTER_LIST: 0.6743424, DIVERSITY_HERFINDAHL: 0.9674301, COVERAGE_ITEM: 0.1013247, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0487673, SHANNON_ENTROPY: 6.1648639, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.08195081786011117, 'user_topK': 1855, 'user_shrink': 1188, 'item_topK': 138, 'item_shrink': 167} - results: ROC_AUC: 0.1224515, PRECISION: 0.0192068, PRECISION_RECALL_MIN_DEN: 0.0640226, RECALL: 0.0640226, MAP: 0.0325146, MRR: 0.0887202, NDCG: 0.0546116, F1: 0.0295489, HIT_RATE: 0.1920677, ARHR: 0.0930531, RMSE: 0.9574626, NOVELTY: 0.0060390, AVERAGE_POPULARITY: 0.3066344, DIVERSITY_MEAN_INTER_LIST: 0.9501263, DIVERSITY_HERFINDAHL: 0.9950068, COVERAGE_ITEM: 0.8280616, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2486484, SHANNON_ENTROPY: 10.9405781, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.014092215638310982, 'user_topK': 1013, 'user_shrink': 382, 'item_topK': 1951, 'item_shrink': 0} - results: ROC_AUC: 0.0875578, PRECISION: 0.0147217, PRECISION_RECALL_MIN_DEN: 0.0490723, RECALL: 0.0490723, MAP: 0.0222762, MRR: 0.0617106, NDCG: 0.0392106, F1: 0.0226488, HIT_RATE: 0.1472169, ARHR: 0.0642316, RMSE: 0.7760923, NOVELTY: 0.0052862, AVERAGE_POPULARITY: 0.6209925, DIVERSITY_MEAN_INTER_LIST: 0.7664691, DIVERSITY_HERFINDAHL: 0.9766422, COVERAGE_ITEM: 0.2791025, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0562595, SHANNON_ENTROPY: 6.9914636, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1252, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1304017, PRECISION: 0.0212207, PRECISION_RECALL_MIN_DEN: 0.0707358, RECALL: 0.0707358, MAP: 0.0343708, MRR: 0.0927596, NDCG: 0.0585311, F1: 0.0326473, HIT_RATE: 0.2122073, ARHR: 0.0978435, RMSE: 0.9795182, NOVELTY: 0.0058619, AVERAGE_POPULARITY: 0.3786628, DIVERSITY_MEAN_INTER_LIST: 0.9308644, DIVERSITY_HERFINDAHL: 0.9930807, COVERAGE_ITEM: 0.4695864, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1425715, SHANNON_ENTROPY: 9.7090178, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.6324722682925469, 'user_topK': 1934, 'user_shrink': 1905, 'item_topK': 177, 'item_shrink': 1603} - results: ROC_AUC: 0.1031262, PRECISION: 0.0166492, PRECISION_RECALL_MIN_DEN: 0.0554972, RECALL: 0.0554972, MAP: 0.0276902, MRR: 0.0756636, NDCG: 0.0467879, F1: 0.0256141, HIT_RATE: 0.1664916, ARHR: 0.0793041, RMSE: 0.8572222, NOVELTY: 0.0053076, AVERAGE_POPULARITY: 0.6127155, DIVERSITY_MEAN_INTER_LIST: 0.8114044, DIVERSITY_HERFINDAHL: 0.9811354, COVERAGE_ITEM: 0.2372533, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0670354, SHANNON_ENTROPY: 7.3976021, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.1089978956248934, 'user_topK': 271, 'user_shrink': 1249, 'item_topK': 230, 'item_shrink': 1802} - results: ROC_AUC: 0.0923760, PRECISION: 0.0144746, PRECISION_RECALL_MIN_DEN: 0.0482486, RECALL: 0.0482486, MAP: 0.0239132, MRR: 0.0657013, NDCG: 0.0406309, F1: 0.0222686, HIT_RATE: 0.1447458, ARHR: 0.0686500, RMSE: 0.9849039, NOVELTY: 0.0061452, AVERAGE_POPULARITY: 0.0939651, DIVERSITY_MEAN_INTER_LIST: 0.9968437, DIVERSITY_HERFINDAHL: 0.9996782, COVERAGE_ITEM: 0.9497161, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4565943, SHANNON_ENTROPY: 13.0979591, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 2.1269179055146226, 'user_topK': 1654, 'user_shrink': 1225, 'item_topK': 7, 'item_shrink': 1787} - results: ROC_AUC: 0.0938661, PRECISION: 0.0147896, PRECISION_RECALL_MIN_DEN: 0.0492988, RECALL: 0.0492988, MAP: 0.0245123, MRR: 0.0678254, NDCG: 0.0416600, F1: 0.0227533, HIT_RATE: 0.1478965, ARHR: 0.0706368, RMSE: 0.9930656, NOVELTY: 0.0054213, AVERAGE_POPULARITY: 0.5360744, DIVERSITY_MEAN_INTER_LIST: 0.8645590, DIVERSITY_HERFINDAHL: 0.9864506, COVERAGE_ITEM: 0.2354690, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0839262, SHANNON_ENTROPY: 7.9972112, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1232, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1302632, PRECISION: 0.0212269, PRECISION_RECALL_MIN_DEN: 0.0707564, RECALL: 0.0707564, MAP: 0.0343423, MRR: 0.0927050, NDCG: 0.0585091, F1: 0.0326568, HIT_RATE: 0.2122691, ARHR: 0.0977744, RMSE: 0.9794246, NOVELTY: 0.0058578, AVERAGE_POPULARITY: 0.3801652, DIVERSITY_MEAN_INTER_LIST: 0.9296446, DIVERSITY_HERFINDAHL: 0.9929587, COVERAGE_ITEM: 0.4678021, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1419750, SHANNON_ENTROPY: 9.6899822, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 1246, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1303155, PRECISION: 0.0212207, PRECISION_RECALL_MIN_DEN: 0.0707358, RECALL: 0.0707358, MAP: 0.0343548, MRR: 0.0927295, NDCG: 0.0585156, F1: 0.0326473, HIT_RATE: 0.2122073, ARHR: 0.0978055, RMSE: 0.9794904, NOVELTY: 0.0058606, AVERAGE_POPULARITY: 0.3791060, DIVERSITY_MEAN_INTER_LIST: 0.9304959, DIVERSITY_HERFINDAHL: 0.9930438, COVERAGE_ITEM: 0.4690457, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1424044, SHANNON_ENTROPY: 9.7034066, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.002870298190407184, 'user_topK': 976, 'user_shrink': 18, 'item_topK': 352, 'item_shrink': 180} - results: ROC_AUC: 0.0807409, PRECISION: 0.0135232, PRECISION_RECALL_MIN_DEN: 0.0450773, RECALL: 0.0450773, MAP: 0.0204794, MRR: 0.0567647, NDCG: 0.0360465, F1: 0.0208049, HIT_RATE: 0.1352320, ARHR: 0.0590654, RMSE: 0.7856639, NOVELTY: 0.0051182, AVERAGE_POPULARITY: 0.7139201, DIVERSITY_MEAN_INTER_LIST: 0.5207315, DIVERSITY_HERFINDAHL: 0.9520699, COVERAGE_ITEM: 0.1253312, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0340905, SHANNON_ENTROPY: 5.4735394, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 3.975439324104981, 'user_topK': 32, 'user_shrink': 1980, 'item_topK': 95, 'item_shrink': 1509} - results: ROC_AUC: 0.0980516, PRECISION: 0.0150862, PRECISION_RECALL_MIN_DEN: 0.0502873, RECALL: 0.0502873, MAP: 0.0260932, MRR: 0.0718200, NDCG: 0.0435774, F1: 0.0232095, HIT_RATE: 0.1508618, ARHR: 0.0749858, RMSE: 0.9891239, NOVELTY: 0.0056916, AVERAGE_POPULARITY: 0.4065788, DIVERSITY_MEAN_INTER_LIST: 0.9582683, DIVERSITY_HERFINDAHL: 0.9958209, COVERAGE_ITEM: 0.4620168, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1156276, SHANNON_ENTROPY: 9.4493048, 
