SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 1.1146048766330747, 'user_topK': 275, 'user_shrink': 1419, 'item_topK': 1186, 'item_shrink': 1460} - results: ROC_AUC: 0.0556751, PRECISION: 0.0094088, PRECISION_RECALL_MIN_DEN: 0.0313626, RECALL: 0.0313626, MAP: 0.0137920, MRR: 0.0389423, NDCG: 0.0247058, F1: 0.0144751, HIT_RATE: 0.0940878, ARHR: 0.0401273, RMSE: 0.9979041, NOVELTY: 0.0049391, AVERAGE_POPULARITY: 0.8334921, DIVERSITY_MEAN_INTER_LIST: 0.3534783, DIVERSITY_HERFINDAHL: 0.9353456, COVERAGE_ITEM: 0.0382265, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0311594, SHANNON_ENTROPY: 4.4706619, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.06694092647117335, 'user_topK': 337, 'user_shrink': 44, 'item_topK': 61, 'item_shrink': 653} - results: ROC_AUC: 0.1132105, PRECISION: 0.0188237, PRECISION_RECALL_MIN_DEN: 0.0627458, RECALL: 0.0627458, MAP: 0.0293525, MRR: 0.0802465, NDCG: 0.0508733, F1: 0.0289596, HIT_RATE: 0.1882375, ARHR: 0.0840868, RMSE: 0.9474223, NOVELTY: 0.0054996, AVERAGE_POPULARITY: 0.5304924, DIVERSITY_MEAN_INTER_LIST: 0.8100248, DIVERSITY_HERFINDAHL: 0.9809975, COVERAGE_ITEM: 0.2733712, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0805064, SHANNON_ENTROPY: 7.7827795, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.023642255060315705, 'user_topK': 1892, 'user_shrink': 54, 'item_topK': 170, 'item_shrink': 748} - results: ROC_AUC: 0.0576434, PRECISION: 0.0104961, PRECISION_RECALL_MIN_DEN: 0.0349869, RECALL: 0.0349869, MAP: 0.0141465, MRR: 0.0398664, NDCG: 0.0261852, F1: 0.0161478, HIT_RATE: 0.1049608, ARHR: 0.0411298, RMSE: 0.9571527, NOVELTY: 0.0049843, AVERAGE_POPULARITY: 0.7891410, DIVERSITY_MEAN_INTER_LIST: 0.3274041, DIVERSITY_HERFINDAHL: 0.9327384, COVERAGE_ITEM: 0.0286023, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0379409, SHANNON_ENTROPY: 4.4672404, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.03336624692492896, 'user_topK': 15, 'user_shrink': 747, 'item_topK': 263, 'item_shrink': 1976} - results: ROC_AUC: 0.1093818, PRECISION: 0.0181257, PRECISION_RECALL_MIN_DEN: 0.0604189, RECALL: 0.0604189, MAP: 0.0282814, MRR: 0.0778260, NDCG: 0.0490885, F1: 0.0278856, HIT_RATE: 0.1812566, ARHR: 0.0812728, RMSE: 0.9571165, NOVELTY: 0.0053754, AVERAGE_POPULARITY: 0.5742856, DIVERSITY_MEAN_INTER_LIST: 0.9112342, DIVERSITY_HERFINDAHL: 0.9911178, COVERAGE_ITEM: 0.2809408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0777989, SHANNON_ENTROPY: 8.1608677, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.11574968971835367, 'user_topK': 1615, 'user_shrink': 1888, 'item_topK': 29, 'item_shrink': 1465} - results: ROC_AUC: 0.0905012, PRECISION: 0.0145240, PRECISION_RECALL_MIN_DEN: 0.0484133, RECALL: 0.0484133, MAP: 0.0236536, MRR: 0.0656233, NDCG: 0.0404775, F1: 0.0223446, HIT_RATE: 0.1452400, ARHR: 0.0682539, RMSE: 0.9864669, NOVELTY: 0.0052055, AVERAGE_POPULARITY: 0.6732362, DIVERSITY_MEAN_INTER_LIST: 0.7847039, DIVERSITY_HERFINDAHL: 0.9784655, COVERAGE_ITEM: 0.2119492, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0609303, SHANNON_ENTROPY: 7.0456442, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0983995, PRECISION: 0.0161549, PRECISION_RECALL_MIN_DEN: 0.0538498, RECALL: 0.0538498, MAP: 0.0252175, MRR: 0.0688849, NDCG: 0.0437012, F1: 0.0248538, HIT_RATE: 0.1615494, ARHR: 0.0721927, RMSE: 0.9957859, NOVELTY: 0.0066580, AVERAGE_POPULARITY: 0.0934195, DIVERSITY_MEAN_INTER_LIST: 0.9865825, DIVERSITY_HERFINDAHL: 0.9986522, COVERAGE_ITEM: 0.7839957, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3526928, SHANNON_ENTROPY: 12.2157762, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0983583, PRECISION: 0.0160993, PRECISION_RECALL_MIN_DEN: 0.0536645, RECALL: 0.0536645, MAP: 0.0252152, MRR: 0.0688780, NDCG: 0.0436421, F1: 0.0247682, HIT_RATE: 0.1609934, ARHR: 0.0721857, RMSE: 0.9957859, NOVELTY: 0.0066592, AVERAGE_POPULARITY: 0.0927597, DIVERSITY_MEAN_INTER_LIST: 0.9834607, DIVERSITY_HERFINDAHL: 0.9983400, COVERAGE_ITEM: 0.7845904, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3487421, SHANNON_ENTROPY: 12.1335115, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0983995, PRECISION: 0.0161549, PRECISION_RECALL_MIN_DEN: 0.0538498, RECALL: 0.0538498, MAP: 0.0252175, MRR: 0.0688849, NDCG: 0.0437012, F1: 0.0248538, HIT_RATE: 0.1615494, ARHR: 0.0721927, RMSE: 0.9957859, NOVELTY: 0.0066580, AVERAGE_POPULARITY: 0.0934195, DIVERSITY_MEAN_INTER_LIST: 0.9865825, DIVERSITY_HERFINDAHL: 0.9986522, COVERAGE_ITEM: 0.7839957, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3526928, SHANNON_ENTROPY: 12.2157762, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0983995, PRECISION: 0.0161549, PRECISION_RECALL_MIN_DEN: 0.0538498, RECALL: 0.0538498, MAP: 0.0252175, MRR: 0.0688849, NDCG: 0.0437012, F1: 0.0248538, HIT_RATE: 0.1615494, ARHR: 0.0721927, RMSE: 0.9957859, NOVELTY: 0.0066580, AVERAGE_POPULARITY: 0.0934195, DIVERSITY_MEAN_INTER_LIST: 0.9865825, DIVERSITY_HERFINDAHL: 0.9986522, COVERAGE_ITEM: 0.7839957, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3526928, SHANNON_ENTROPY: 12.2157762, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.05677464600476691, 'user_topK': 428, 'user_shrink': 1643, 'item_topK': 99, 'item_shrink': 438} - results: ROC_AUC: 0.1159793, PRECISION: 0.0188237, PRECISION_RECALL_MIN_DEN: 0.0627458, RECALL: 0.0627458, MAP: 0.0304911, MRR: 0.0831811, NDCG: 0.0520471, F1: 0.0289596, HIT_RATE: 0.1882375, ARHR: 0.0872407, RMSE: 0.9534423, NOVELTY: 0.0057921, AVERAGE_POPULARITY: 0.4303543, DIVERSITY_MEAN_INTER_LIST: 0.9159986, DIVERSITY_HERFINDAHL: 0.9915942, COVERAGE_ITEM: 0.5469046, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1364501, SHANNON_ENTROPY: 9.3917268, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 2.9819562312730534, 'user_topK': 1879, 'user_shrink': 1985, 'item_topK': 123, 'item_shrink': 862} - results: ROC_AUC: 0.0910501, PRECISION: 0.0147402, PRECISION_RECALL_MIN_DEN: 0.0491341, RECALL: 0.0491341, MAP: 0.0240758, MRR: 0.0660664, NDCG: 0.0410321, F1: 0.0226773, HIT_RATE: 0.1474022, ARHR: 0.0691030, RMSE: 0.8329468, NOVELTY: 0.0055194, AVERAGE_POPULARITY: 0.3377078, DIVERSITY_MEAN_INTER_LIST: 0.8952881, DIVERSITY_HERFINDAHL: 0.9895233, COVERAGE_ITEM: 0.6962422, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2168387, SHANNON_ENTROPY: 9.9897443, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.1756982012911257, 'user_topK': 49, 'user_shrink': 1940, 'item_topK': 153, 'item_shrink': 636} - results: ROC_AUC: 0.1284661, PRECISION: 0.0211466, PRECISION_RECALL_MIN_DEN: 0.0704887, RECALL: 0.0704887, MAP: 0.0334571, MRR: 0.0908925, NDCG: 0.0575831, F1: 0.0325332, HIT_RATE: 0.2114660, ARHR: 0.0955423, RMSE: 0.9667008, NOVELTY: 0.0058873, AVERAGE_POPULARITY: 0.3650254, DIVERSITY_MEAN_INTER_LIST: 0.9699972, DIVERSITY_HERFINDAHL: 0.9969937, COVERAGE_ITEM: 0.6784536, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1684295, SHANNON_ENTROPY: 10.4032996, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1074373, PRECISION: 0.0171928, PRECISION_RECALL_MIN_DEN: 0.0573094, RECALL: 0.0573094, MAP: 0.0284667, MRR: 0.0779214, NDCG: 0.0482366, F1: 0.0264505, HIT_RATE: 0.1719281, ARHR: 0.0815923, RMSE: 0.9977014, NOVELTY: 0.0058276, AVERAGE_POPULARITY: 0.3608034, DIVERSITY_MEAN_INTER_LIST: 0.9750420, DIVERSITY_HERFINDAHL: 0.9974982, COVERAGE_ITEM: 0.4474182, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1436098, SHANNON_ENTROPY: 10.0332737, 
SearchBayesianSkopt: New best config found. Config 39: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.1539884061705812, 'user_topK': 16, 'user_shrink': 1000, 'item_topK': 12, 'item_shrink': 1374} - results: ROC_AUC: 0.1343918, PRECISION: 0.0221412, PRECISION_RECALL_MIN_DEN: 0.0738041, RECALL: 0.0738041, MAP: 0.0357635, MRR: 0.0966739, NDCG: 0.0609539, F1: 0.0340634, HIT_RATE: 0.2214122, ARHR: 0.1018668, RMSE: 0.9786124, NOVELTY: 0.0060705, AVERAGE_POPULARITY: 0.2895246, DIVERSITY_MEAN_INTER_LIST: 0.9832903, DIVERSITY_HERFINDAHL: 0.9983230, COVERAGE_ITEM: 0.5653420, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1763996, SHANNON_ENTROPY: 10.7124520, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0983995, PRECISION: 0.0161549, PRECISION_RECALL_MIN_DEN: 0.0538498, RECALL: 0.0538498, MAP: 0.0252175, MRR: 0.0688849, NDCG: 0.0437012, F1: 0.0248538, HIT_RATE: 0.1615494, ARHR: 0.0721927, RMSE: 0.9957859, NOVELTY: 0.0066580, AVERAGE_POPULARITY: 0.0934195, DIVERSITY_MEAN_INTER_LIST: 0.9865825, DIVERSITY_HERFINDAHL: 0.9986522, COVERAGE_ITEM: 0.7839957, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3526928, SHANNON_ENTROPY: 12.2157762, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.05478841468745445, 'user_topK': 1885, 'user_shrink': 1947, 'item_topK': 20, 'item_shrink': 311} - results: ROC_AUC: 0.0733165, PRECISION: 0.0123741, PRECISION_RECALL_MIN_DEN: 0.0412471, RECALL: 0.0412471, MAP: 0.0187628, MRR: 0.0521214, NDCG: 0.0330066, F1: 0.0190371, HIT_RATE: 0.1237413, ARHR: 0.0541634, RMSE: 0.9003281, NOVELTY: 0.0050215, AVERAGE_POPULARITY: 0.7685661, DIVERSITY_MEAN_INTER_LIST: 0.5927892, DIVERSITY_HERFINDAHL: 0.9592753, COVERAGE_ITEM: 0.0479048, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0501637, SHANNON_ENTROPY: 5.5173228, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1074373, PRECISION: 0.0171928, PRECISION_RECALL_MIN_DEN: 0.0573094, RECALL: 0.0573094, MAP: 0.0284667, MRR: 0.0779214, NDCG: 0.0482366, F1: 0.0264505, HIT_RATE: 0.1719281, ARHR: 0.0815923, RMSE: 0.9977014, NOVELTY: 0.0058276, AVERAGE_POPULARITY: 0.3608034, DIVERSITY_MEAN_INTER_LIST: 0.9750420, DIVERSITY_HERFINDAHL: 0.9974982, COVERAGE_ITEM: 0.4474182, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1436098, SHANNON_ENTROPY: 10.0332737, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.06427089162202872, 'user_topK': 13, 'user_shrink': 497, 'item_topK': 29, 'item_shrink': 1802} - results: ROC_AUC: 0.1316200, PRECISION: 0.0217026, PRECISION_RECALL_MIN_DEN: 0.0723420, RECALL: 0.0723420, MAP: 0.0347482, MRR: 0.0940199, NDCG: 0.0594519, F1: 0.0333886, HIT_RATE: 0.2170260, ARHR: 0.0990318, RMSE: 0.9792717, NOVELTY: 0.0058789, AVERAGE_POPULARITY: 0.3574816, DIVERSITY_MEAN_INTER_LIST: 0.9766103, DIVERSITY_HERFINDAHL: 0.9976550, COVERAGE_ITEM: 0.4666126, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414111, SHANNON_ENTROPY: 10.1153153, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.11459751141803978, 'user_topK': 1991, 'user_shrink': 1760, 'item_topK': 160, 'item_shrink': 153} - results: ROC_AUC: 0.1012964, PRECISION: 0.0163032, PRECISION_RECALL_MIN_DEN: 0.0543440, RECALL: 0.0543440, MAP: 0.0267472, MRR: 0.0731400, NDCG: 0.0454578, F1: 0.0250819, HIT_RATE: 0.1630321, ARHR: 0.0766136, RMSE: 0.9245782, NOVELTY: 0.0055067, AVERAGE_POPULARITY: 0.3581489, DIVERSITY_MEAN_INTER_LIST: 0.9337677, DIVERSITY_HERFINDAHL: 0.9933710, COVERAGE_ITEM: 0.8459584, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2541513, SHANNON_ENTROPY: 10.5525326, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 3.999874634930104, 'user_topK': 1967, 'user_shrink': 1987, 'item_topK': 6, 'item_shrink': 1247} - results: ROC_AUC: 0.0917525, PRECISION: 0.0143881, PRECISION_RECALL_MIN_DEN: 0.0479603, RECALL: 0.0479603, MAP: 0.0241545, MRR: 0.0671890, NDCG: 0.0408934, F1: 0.0221355, HIT_RATE: 0.1438809, ARHR: 0.0697787, RMSE: 0.9925177, NOVELTY: 0.0055722, AVERAGE_POPULARITY: 0.4581802, DIVERSITY_MEAN_INTER_LIST: 0.9036432, DIVERSITY_HERFINDAHL: 0.9903587, COVERAGE_ITEM: 0.3060287, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1000790, SHANNON_ENTROPY: 8.6543555, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0983995, PRECISION: 0.0161549, PRECISION_RECALL_MIN_DEN: 0.0538498, RECALL: 0.0538498, MAP: 0.0252175, MRR: 0.0688849, NDCG: 0.0437012, F1: 0.0248538, HIT_RATE: 0.1615494, ARHR: 0.0721927, RMSE: 0.9957859, NOVELTY: 0.0066580, AVERAGE_POPULARITY: 0.0934195, DIVERSITY_MEAN_INTER_LIST: 0.9865825, DIVERSITY_HERFINDAHL: 0.9986522, COVERAGE_ITEM: 0.7839957, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3526928, SHANNON_ENTROPY: 12.2157762, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.04524758185787948, 'user_topK': 28, 'user_shrink': 1774, 'item_topK': 273, 'item_shrink': 1678} - results: ROC_AUC: 0.1046196, PRECISION: 0.0174523, PRECISION_RECALL_MIN_DEN: 0.0581743, RECALL: 0.0581743, MAP: 0.0267418, MRR: 0.0736899, NDCG: 0.0467692, F1: 0.0268497, HIT_RATE: 0.1745228, ARHR: 0.0768974, RMSE: 0.9429054, NOVELTY: 0.0053181, AVERAGE_POPULARITY: 0.6086705, DIVERSITY_MEAN_INTER_LIST: 0.8847865, DIVERSITY_HERFINDAHL: 0.9884732, COVERAGE_ITEM: 0.2549338, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0714192, SHANNON_ENTROPY: 7.8045972, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.020938658066355757, 'user_topK': 13, 'user_shrink': 640, 'item_topK': 1906, 'item_shrink': 1761} - results: ROC_AUC: 0.0848307, PRECISION: 0.0132884, PRECISION_RECALL_MIN_DEN: 0.0442948, RECALL: 0.0442948, MAP: 0.0219845, MRR: 0.0609943, NDCG: 0.0374185, F1: 0.0204438, HIT_RATE: 0.1328844, ARHR: 0.0634213, RMSE: 0.9377614, NOVELTY: 0.0070973, AVERAGE_POPULARITY: 0.0898238, DIVERSITY_MEAN_INTER_LIST: 0.9963903, DIVERSITY_HERFINDAHL: 0.9996329, COVERAGE_ITEM: 0.7977832, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3632932, SHANNON_ENTROPY: 12.6137619, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 3.6513218713947686, 'user_topK': 1891, 'user_shrink': 1958, 'item_topK': 18, 'item_shrink': 593} - results: ROC_AUC: 0.0360440, PRECISION: 0.0055662, PRECISION_RECALL_MIN_DEN: 0.0185540, RECALL: 0.0185540, MAP: 0.0086714, MRR: 0.0252738, NDCG: 0.0153264, F1: 0.0085634, HIT_RATE: 0.0556620, ARHR: 0.0256440, RMSE: 0.8342968, NOVELTY: 0.0062921, AVERAGE_POPULARITY: 0.1619434, DIVERSITY_MEAN_INTER_LIST: 0.9612825, DIVERSITY_HERFINDAHL: 0.9961223, COVERAGE_ITEM: 0.3496080, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1424270, SHANNON_ENTROPY: 9.7624290, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.0130188, PRECISION: 0.0015074, PRECISION_RECALL_MIN_DEN: 0.0050246, RECALL: 0.0050246, MAP: 0.0038012, MRR: 0.0112801, NDCG: 0.0057438, F1: 0.0023190, HIT_RATE: 0.0150738, ARHR: 0.0113419, RMSE: 0.9978754, NOVELTY: 0.0065944, AVERAGE_POPULARITY: 0.0125722, DIVERSITY_MEAN_INTER_LIST: 0.6219243, DIVERSITY_HERFINDAHL: 0.9621886, COVERAGE_ITEM: 0.5205191, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1738146, SHANNON_ENTROPY: 7.4646135, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.1010657, PRECISION: 0.0156051, PRECISION_RECALL_MIN_DEN: 0.0520171, RECALL: 0.0520171, MAP: 0.0263713, MRR: 0.0721986, NDCG: 0.0443928, F1: 0.0240079, HIT_RATE: 0.1560512, ARHR: 0.0755854, RMSE: 0.9842543, NOVELTY: 0.0061006, AVERAGE_POPULARITY: 0.2198607, DIVERSITY_MEAN_INTER_LIST: 0.9399428, DIVERSITY_HERFINDAHL: 0.9939885, COVERAGE_ITEM: 0.4331982, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1232318, SHANNON_ENTROPY: 9.3669505, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 1.129281448632707, 'user_topK': 1802, 'user_shrink': 1662, 'item_topK': 1930, 'item_shrink': 1936} - results: ROC_AUC: 0.0395546, PRECISION: 0.0072898, PRECISION_RECALL_MIN_DEN: 0.0242993, RECALL: 0.0242993, MAP: 0.0092813, MRR: 0.0266405, NDCG: 0.0177016, F1: 0.0112151, HIT_RATE: 0.0728980, ARHR: 0.0272283, RMSE: 0.8071049, NOVELTY: 0.0049058, AVERAGE_POPULARITY: 0.8587741, DIVERSITY_MEAN_INTER_LIST: 0.1386327, DIVERSITY_HERFINDAHL: 0.9138624, COVERAGE_ITEM: 0.0030278, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2083999, SHANNON_ENTROPY: 3.6827505, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'cosine', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 746} - results: ROC_AUC: 0.1026507, PRECISION: 0.0169519, PRECISION_RECALL_MIN_DEN: 0.0565062, RECALL: 0.0565062, MAP: 0.0262572, MRR: 0.0713036, NDCG: 0.0455762, F1: 0.0260798, HIT_RATE: 0.1695187, ARHR: 0.0749467, RMSE: 0.9914428, NOVELTY: 0.0065843, AVERAGE_POPULARITY: 0.1179462, DIVERSITY_MEAN_INTER_LIST: 0.9805194, DIVERSITY_HERFINDAHL: 0.9980459, COVERAGE_ITEM: 0.7269532, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2945368, SHANNON_ENTROPY: 11.6896548, 
