SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 1.1146048766330747, 'user_topK': 275, 'user_shrink': 1419, 'item_topK': 1186, 'item_shrink': 1460} - results: ROC_AUC: 0.0563570, PRECISION: 0.0095138, PRECISION_RECALL_MIN_DEN: 0.0317127, RECALL: 0.0317127, MAP: 0.0141631, MRR: 0.0400861, NDCG: 0.0252124, F1: 0.0146366, HIT_RATE: 0.0951381, ARHR: 0.0412586, RMSE: 0.9572201, NOVELTY: 0.0049340, AVERAGE_POPULARITY: 0.8416099, DIVERSITY_MEAN_INTER_LIST: 0.3687274, DIVERSITY_HERFINDAHL: 0.9368705, COVERAGE_ITEM: 0.0477967, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0269068, SHANNON_ENTROPY: 4.5085989, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.6664326267887493, 'user_topK': 71, 'user_shrink': 542, 'item_topK': 58, 'item_shrink': 1187} - results: ROC_AUC: 0.0857147, PRECISION: 0.0134429, PRECISION_RECALL_MIN_DEN: 0.0448096, RECALL: 0.0448096, MAP: 0.0223006, MRR: 0.0618373, NDCG: 0.0379175, F1: 0.0206814, HIT_RATE: 0.1344289, ARHR: 0.0643219, RMSE: 0.9792291, NOVELTY: 0.0062075, AVERAGE_POPULARITY: 0.0704625, DIVERSITY_MEAN_INTER_LIST: 0.9971868, DIVERSITY_HERFINDAHL: 0.9997125, COVERAGE_ITEM: 0.9142471, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4331963, SHANNON_ENTROPY: 13.0379752, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 372, 'item_topK': 5, 'item_shrink': 1858} - results: ROC_AUC: 0.1292080, PRECISION: 0.0208254, PRECISION_RECALL_MIN_DEN: 0.0694178, RECALL: 0.0694178, MAP: 0.0341533, MRR: 0.0923785, NDCG: 0.0579082, F1: 0.0320390, HIT_RATE: 0.2082535, ARHR: 0.0972983, RMSE: 0.9833552, NOVELTY: 0.0061733, AVERAGE_POPULARITY: 0.2462613, DIVERSITY_MEAN_INTER_LIST: 0.9878562, DIVERSITY_HERFINDAHL: 0.9987795, COVERAGE_ITEM: 0.5396594, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1854165, SHANNON_ENTROPY: 10.9047663, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.925156804572836, 'user_topK': 261, 'user_shrink': 1608, 'item_topK': 1983, 'item_shrink': 1629} - results: ROC_AUC: 0.1086989, PRECISION: 0.0174214, PRECISION_RECALL_MIN_DEN: 0.0580713, RECALL: 0.0580713, MAP: 0.0292104, MRR: 0.0799758, NDCG: 0.0492392, F1: 0.0268021, HIT_RATE: 0.1742139, ARHR: 0.0837415, RMSE: 0.8863802, NOVELTY: 0.0054028, AVERAGE_POPULARITY: 0.5801725, DIVERSITY_MEAN_INTER_LIST: 0.8623432, DIVERSITY_HERFINDAHL: 0.9862290, COVERAGE_ITEM: 0.4348743, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0928389, SHANNON_ENTROPY: 8.2158496, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.11339616205234118, 'user_topK': 92, 'user_shrink': 1428, 'item_topK': 140, 'item_shrink': 99} - results: ROC_AUC: 0.0912531, PRECISION: 0.0142892, PRECISION_RECALL_MIN_DEN: 0.0476308, RECALL: 0.0476308, MAP: 0.0237375, MRR: 0.0654586, NDCG: 0.0402803, F1: 0.0219835, HIT_RATE: 0.1428924, ARHR: 0.0682721, RMSE: 0.9012788, NOVELTY: 0.0065423, AVERAGE_POPULARITY: 0.0742080, DIVERSITY_MEAN_INTER_LIST: 0.9972246, DIVERSITY_HERFINDAHL: 0.9997163, COVERAGE_ITEM: 0.9158151, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4198634, SHANNON_ENTROPY: 13.0090768, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.26197066992575874, 'user_topK': 1784, 'user_shrink': 868, 'item_topK': 319, 'item_shrink': 1974} - results: ROC_AUC: 0.0986396, PRECISION: 0.0159758, PRECISION_RECALL_MIN_DEN: 0.0532526, RECALL: 0.0532526, MAP: 0.0261785, MRR: 0.0714027, NDCG: 0.0444877, F1: 0.0245781, HIT_RATE: 0.1597578, ARHR: 0.0749283, RMSE: 0.8262022, NOVELTY: 0.0058342, AVERAGE_POPULARITY: 0.4121732, DIVERSITY_MEAN_INTER_LIST: 0.8462996, DIVERSITY_HERFINDAHL: 0.9846247, COVERAGE_ITEM: 0.4453636, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1116987, SHANNON_ENTROPY: 8.4311599, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.8372654149050858, 'user_topK': 1991, 'user_shrink': 1002, 'item_topK': 394, 'item_shrink': 409} - results: ROC_AUC: 0.0905589, PRECISION: 0.0145302, PRECISION_RECALL_MIN_DEN: 0.0484339, RECALL: 0.0484339, MAP: 0.0240783, MRR: 0.0662536, NDCG: 0.0408327, F1: 0.0223541, HIT_RATE: 0.1453018, ARHR: 0.0692059, RMSE: 0.8729247, NOVELTY: 0.0052151, AVERAGE_POPULARITY: 0.6223339, DIVERSITY_MEAN_INTER_LIST: 0.7589306, DIVERSITY_HERFINDAHL: 0.9758884, COVERAGE_ITEM: 0.6269262, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1110852, SHANNON_ENTROPY: 7.7072446, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.20820515703931225, 'user_topK': 86, 'user_shrink': 1853, 'item_topK': 202, 'item_shrink': 1829} - results: ROC_AUC: 0.1201839, PRECISION: 0.0192377, PRECISION_RECALL_MIN_DEN: 0.0641255, RECALL: 0.0641255, MAP: 0.0318883, MRR: 0.0867973, NDCG: 0.0539419, F1: 0.0295964, HIT_RATE: 0.1923766, ARHR: 0.0911581, RMSE: 0.9367563, NOVELTY: 0.0056777, AVERAGE_POPULARITY: 0.4418824, DIVERSITY_MEAN_INTER_LIST: 0.9544817, DIVERSITY_HERFINDAHL: 0.9954423, COVERAGE_ITEM: 0.4882941, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1245804, SHANNON_ENTROPY: 9.5476768, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 2.092845707810923, 'user_topK': 1991, 'user_shrink': 1503, 'item_topK': 120, 'item_shrink': 1846} - results: ROC_AUC: 0.1045721, PRECISION: 0.0165936, PRECISION_RECALL_MIN_DEN: 0.0553119, RECALL: 0.0553119, MAP: 0.0271634, MRR: 0.0741238, NDCG: 0.0462295, F1: 0.0255286, HIT_RATE: 0.1659356, ARHR: 0.0777328, RMSE: 0.9272102, NOVELTY: 0.0060972, AVERAGE_POPULARITY: 0.2034984, DIVERSITY_MEAN_INTER_LIST: 0.9615063, DIVERSITY_HERFINDAHL: 0.9961447, COVERAGE_ITEM: 0.8363341, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2584870, SHANNON_ENTROPY: 11.1470836, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.7672798031992314, 'user_topK': 85, 'user_shrink': 279, 'item_topK': 1999, 'item_shrink': 1961} - results: ROC_AUC: 0.0793787, PRECISION: 0.0129548, PRECISION_RECALL_MIN_DEN: 0.0431828, RECALL: 0.0431828, MAP: 0.0205712, MRR: 0.0576983, NDCG: 0.0356237, F1: 0.0199305, HIT_RATE: 0.1295484, ARHR: 0.0596670, RMSE: 0.9794506, NOVELTY: 0.0050904, AVERAGE_POPULARITY: 0.7563650, DIVERSITY_MEAN_INTER_LIST: 0.6474914, DIVERSITY_HERFINDAHL: 0.9647451, COVERAGE_ITEM: 0.2690457, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0440900, SHANNON_ENTROPY: 6.0476772, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.08200322982755016, 'user_topK': 1807, 'user_shrink': 261, 'item_topK': 59, 'item_shrink': 1906} - results: ROC_AUC: 0.1021567, PRECISION: 0.0162353, PRECISION_RECALL_MIN_DEN: 0.0541175, RECALL: 0.0541175, MAP: 0.0270451, MRR: 0.0738301, NDCG: 0.0457071, F1: 0.0249773, HIT_RATE: 0.1623525, ARHR: 0.0774241, RMSE: 0.9717274, NOVELTY: 0.0057550, AVERAGE_POPULARITY: 0.2276983, DIVERSITY_MEAN_INTER_LIST: 0.9350359, DIVERSITY_HERFINDAHL: 0.9934978, COVERAGE_ITEM: 0.7957826, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2336043, SHANNON_ENTROPY: 10.4993140, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.45241517364373, 'user_topK': 1868, 'user_shrink': 1454, 'item_topK': 69, 'item_shrink': 1867} - results: ROC_AUC: 0.0914323, PRECISION: 0.0146537, PRECISION_RECALL_MIN_DEN: 0.0488458, RECALL: 0.0488458, MAP: 0.0238174, MRR: 0.0654826, NDCG: 0.0407123, F1: 0.0225442, HIT_RATE: 0.1465373, ARHR: 0.0684065, RMSE: 0.9844254, NOVELTY: 0.0061439, AVERAGE_POPULARITY: 0.0797811, DIVERSITY_MEAN_INTER_LIST: 0.9964897, DIVERSITY_HERFINDAHL: 0.9996428, COVERAGE_ITEM: 0.9280887, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4354005, SHANNON_ENTROPY: 12.9977438, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 3.007448581510146, 'user_topK': 194, 'user_shrink': 236, 'item_topK': 1992, 'item_shrink': 1913} - results: ROC_AUC: 0.0931965, PRECISION: 0.0144869, PRECISION_RECALL_MIN_DEN: 0.0482898, RECALL: 0.0482898, MAP: 0.0246845, MRR: 0.0675528, NDCG: 0.0414026, F1: 0.0222876, HIT_RATE: 0.1448693, ARHR: 0.0707465, RMSE: 0.6827276, NOVELTY: 0.0062664, AVERAGE_POPULARITY: 0.2222682, DIVERSITY_MEAN_INTER_LIST: 0.9589178, DIVERSITY_HERFINDAHL: 0.9958859, COVERAGE_ITEM: 0.6470938, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1785128, SHANNON_ENTROPY: 10.3956539, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.07266056057134486, 'user_topK': 139, 'user_shrink': 369, 'item_topK': 512, 'item_shrink': 1923} - results: ROC_AUC: 0.0621512, PRECISION: 0.0109779, PRECISION_RECALL_MIN_DEN: 0.0365932, RECALL: 0.0365932, MAP: 0.0152880, MRR: 0.0429601, NDCG: 0.0279106, F1: 0.0168891, HIT_RATE: 0.1097795, ARHR: 0.0443797, RMSE: 0.8125587, NOVELTY: 0.0049794, AVERAGE_POPULARITY: 0.8054574, DIVERSITY_MEAN_INTER_LIST: 0.4702728, DIVERSITY_HERFINDAHL: 0.9470244, COVERAGE_ITEM: 0.0532036, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0325155, SHANNON_ENTROPY: 4.9525759, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.161529667898538, 'user_topK': 1993, 'user_shrink': 1959, 'item_topK': 1756, 'item_shrink': 1094} - results: ROC_AUC: 0.0916988, PRECISION: 0.0147032, PRECISION_RECALL_MIN_DEN: 0.0490105, RECALL: 0.0490105, MAP: 0.0241730, MRR: 0.0661732, NDCG: 0.0410753, F1: 0.0226202, HIT_RATE: 0.1470316, ARHR: 0.0693054, RMSE: 0.9864358, NOVELTY: 0.0055231, AVERAGE_POPULARITY: 0.4687744, DIVERSITY_MEAN_INTER_LIST: 0.8292782, DIVERSITY_HERFINDAHL: 0.9829227, COVERAGE_ITEM: 0.7540416, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1693446, SHANNON_ENTROPY: 8.9957037, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.5038438489305036, 'user_topK': 43, 'user_shrink': 1928, 'item_topK': 1945, 'item_shrink': 558} - results: ROC_AUC: 0.0933299, PRECISION: 0.0148329, PRECISION_RECALL_MIN_DEN: 0.0494430, RECALL: 0.0494430, MAP: 0.0241954, MRR: 0.0663957, NDCG: 0.0412908, F1: 0.0228198, HIT_RATE: 0.1483289, ARHR: 0.0694450, RMSE: 0.9269616, NOVELTY: 0.0056155, AVERAGE_POPULARITY: 0.1265086, DIVERSITY_MEAN_INTER_LIST: 0.9955007, DIVERSITY_HERFINDAHL: 0.9995439, COVERAGE_ITEM: 0.9372803, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4198120, SHANNON_ENTROPY: 12.8805465, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.9301164168944984, 'user_topK': 186, 'user_shrink': 173, 'item_topK': 864, 'item_shrink': 38} - results: ROC_AUC: 0.0868538, PRECISION: 0.0137703, PRECISION_RECALL_MIN_DEN: 0.0459010, RECALL: 0.0459010, MAP: 0.0230505, MRR: 0.0633882, NDCG: 0.0389443, F1: 0.0211851, HIT_RATE: 0.1377031, ARHR: 0.0662234, RMSE: 1.0558401, NOVELTY: 0.0044811, AVERAGE_POPULARITY: 0.3647434, DIVERSITY_MEAN_INTER_LIST: 0.9298770, DIVERSITY_HERFINDAHL: 0.9929820, COVERAGE_ITEM: 0.7756150, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2564398, SHANNON_ENTROPY: 10.6079064, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': False, 'user_asymmetric_alpha': 0.7103985789440778, 'user_topK': 138, 'user_shrink': 76, 'item_topK': 1867, 'item_shrink': 1955} - results: ROC_AUC: 0.0973287, PRECISION: 0.0153889, PRECISION_RECALL_MIN_DEN: 0.0512963, RECALL: 0.0512963, MAP: 0.0254349, MRR: 0.0698186, NDCG: 0.0431776, F1: 0.0236752, HIT_RATE: 0.1538889, ARHR: 0.0729956, RMSE: 0.7390852, NOVELTY: 0.0064927, AVERAGE_POPULARITY: 0.1938549, DIVERSITY_MEAN_INTER_LIST: 0.9777610, DIVERSITY_HERFINDAHL: 0.9977701, COVERAGE_ITEM: 0.4811030, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1965180, SHANNON_ENTROPY: 10.6662111, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1289257, PRECISION: 0.0207636, PRECISION_RECALL_MIN_DEN: 0.0692119, RECALL: 0.0692119, MAP: 0.0340949, MRR: 0.0923046, NDCG: 0.0577924, F1: 0.0319440, HIT_RATE: 0.2076358, ARHR: 0.0971742, RMSE: 0.9835696, NOVELTY: 0.0061648, AVERAGE_POPULARITY: 0.2495789, DIVERSITY_MEAN_INTER_LIST: 0.9877200, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.5310084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838662, SHANNON_ENTROPY: 10.8753973, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.7567924563677069, 'user_topK': 75, 'user_shrink': 1877, 'item_topK': 120, 'item_shrink': 2} - results: ROC_AUC: 0.0818133, PRECISION: 0.0131031, PRECISION_RECALL_MIN_DEN: 0.0436770, RECALL: 0.0436770, MAP: 0.0215484, MRR: 0.0592858, NDCG: 0.0366463, F1: 0.0201586, HIT_RATE: 0.1310311, ARHR: 0.0618985, RMSE: 0.9521098, NOVELTY: 0.0044238, AVERAGE_POPULARITY: 0.1560089, DIVERSITY_MEAN_INTER_LIST: 0.9928206, DIVERSITY_HERFINDAHL: 0.9992759, COVERAGE_ITEM: 0.8538524, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3791893, SHANNON_ENTROPY: 12.5437302, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'cosine', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.32829247730539685, 'user_topK': 1860, 'user_shrink': 1984, 'item_topK': 1310, 'item_shrink': 1991} - results: ROC_AUC: 0.0799868, PRECISION: 0.0130537, PRECISION_RECALL_MIN_DEN: 0.0435123, RECALL: 0.0435123, MAP: 0.0205971, MRR: 0.0569376, NDCG: 0.0356489, F1: 0.0200826, HIT_RATE: 0.1305369, ARHR: 0.0593289, RMSE: 0.6982185, NOVELTY: 0.0053443, AVERAGE_POPULARITY: 0.6202524, DIVERSITY_MEAN_INTER_LIST: 0.6227662, DIVERSITY_HERFINDAHL: 0.9622728, COVERAGE_ITEM: 0.3374966, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0621106, SHANNON_ENTROPY: 6.4083566, 
