SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.1146048766330747, 'item_asymmetric_alpha': 0.5414812195003017, 'user_topK': 1420, 'user_shrink': 1184, 'item_topK': 1461, 'item_shrink': 1626} - results: ROC_AUC: 0.0418850, PRECISION: 0.0076481, PRECISION_RECALL_MIN_DEN: 0.0254937, RECALL: 0.0254937, MAP: 0.0102022, MRR: 0.0292908, NDCG: 0.0190477, F1: 0.0117663, HIT_RATE: 0.0764811, ARHR: 0.0299341, RMSE: 0.9377548, NOVELTY: 0.0049027, AVERAGE_POPULARITY: 0.8628356, DIVERSITY_MEAN_INTER_LIST: 0.1608496, DIVERSITY_HERFINDAHL: 0.9160840, COVERAGE_ITEM: 0.0069749, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0953283, SHANNON_ENTROPY: 3.7627147, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.3458836153093823, 'item_asymmetric_alpha': 2.899968908014034, 'user_topK': 1938, 'user_shrink': 1972, 'item_topK': 1271, 'item_shrink': 1483} - results: ROC_AUC: 0.0348852, PRECISION: 0.0053685, PRECISION_RECALL_MIN_DEN: 0.0178950, RECALL: 0.0178950, MAP: 0.0087847, MRR: 0.0249644, NDCG: 0.0151247, F1: 0.0082592, HIT_RATE: 0.0536851, ARHR: 0.0256592, RMSE: 3.9170828, NOVELTY: 0.0062374, AVERAGE_POPULARITY: 0.1654029, DIVERSITY_MEAN_INTER_LIST: 0.7753322, DIVERSITY_HERFINDAHL: 0.9775284, COVERAGE_ITEM: 0.2748851, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0783971, SHANNON_ENTROPY: 7.5322182, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.5428413779252472, 'item_asymmetric_alpha': 0.0, 'user_topK': 1473, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.1022831, PRECISION: 0.0168654, PRECISION_RECALL_MIN_DEN: 0.0562180, RECALL: 0.0562180, MAP: 0.0261779, MRR: 0.0713323, NDCG: 0.0454361, F1: 0.0259467, HIT_RATE: 0.1686539, ARHR: 0.0748522, RMSE: 0.9951274, NOVELTY: 0.0065518, AVERAGE_POPULARITY: 0.1284872, DIVERSITY_MEAN_INTER_LIST: 0.9865767, DIVERSITY_HERFINDAHL: 0.9986516, COVERAGE_ITEM: 0.7743715, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3148726, SHANNON_ENTROPY: 11.9359983, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.974407647571089, 'item_asymmetric_alpha': 0.0, 'user_topK': 84, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0989529, PRECISION: 0.0162353, PRECISION_RECALL_MIN_DEN: 0.0541175, RECALL: 0.0541175, MAP: 0.0253672, MRR: 0.0692938, NDCG: 0.0439437, F1: 0.0249773, HIT_RATE: 0.1623525, ARHR: 0.0726216, RMSE: 0.9957060, NOVELTY: 0.0066645, AVERAGE_POPULARITY: 0.0955622, DIVERSITY_MEAN_INTER_LIST: 0.9935790, DIVERSITY_HERFINDAHL: 0.9993518, COVERAGE_ITEM: 0.7830765, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3631442, SHANNON_ENTROPY: 12.4481469, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0468291, PRECISION: 0.0075431, PRECISION_RECALL_MIN_DEN: 0.0251436, RECALL: 0.0251436, MAP: 0.0118749, MRR: 0.0331756, NDCG: 0.0206313, F1: 0.0116048, HIT_RATE: 0.0754309, ARHR: 0.0343744, RMSE: 553.8933676, NOVELTY: 0.0059477, AVERAGE_POPULARITY: 0.3628491, DIVERSITY_MEAN_INTER_LIST: 0.8818560, DIVERSITY_HERFINDAHL: 0.9881802, COVERAGE_ITEM: 0.2953231, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0702684, SHANNON_ENTROPY: 7.8431606, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.6779416521257455, 'item_asymmetric_alpha': 0.0, 'user_topK': 2000, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0752594, PRECISION: 0.0120158, PRECISION_RECALL_MIN_DEN: 0.0400527, RECALL: 0.0400527, MAP: 0.0187301, MRR: 0.0520476, NDCG: 0.0326562, F1: 0.0184859, HIT_RATE: 0.1201582, ARHR: 0.0540595, RMSE: 381.7150219, NOVELTY: 0.0059865, AVERAGE_POPULARITY: 0.3043070, DIVERSITY_MEAN_INTER_LIST: 0.9344460, DIVERSITY_HERFINDAHL: 0.9934388, COVERAGE_ITEM: 0.3050014, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1009163, SHANNON_ENTROPY: 8.8487798, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 2000, 'item_shrink': 2000} - results: ROC_AUC: 0.0804775, PRECISION: 0.0130722, PRECISION_RECALL_MIN_DEN: 0.0435741, RECALL: 0.0435741, MAP: 0.0208135, MRR: 0.0584718, NDCG: 0.0360225, F1: 0.0201111, HIT_RATE: 0.1307222, ARHR: 0.0604177, RMSE: 0.9852912, NOVELTY: 0.0050980, AVERAGE_POPULARITY: 0.7585111, DIVERSITY_MEAN_INTER_LIST: 0.6540986, DIVERSITY_HERFINDAHL: 0.9654058, COVERAGE_ITEM: 0.2667748, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0435434, SHANNON_ENTROPY: 6.0441561, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.738783932572879, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 819, 'item_shrink': 1836} - results: ROC_AUC: 0.0941192, PRECISION: 0.0155001, PRECISION_RECALL_MIN_DEN: 0.0516670, RECALL: 0.0516670, MAP: 0.0244427, MRR: 0.0677251, NDCG: 0.0423152, F1: 0.0238463, HIT_RATE: 0.1550009, ARHR: 0.0704643, RMSE: 0.9317801, NOVELTY: 0.0051962, AVERAGE_POPULARITY: 0.6762960, DIVERSITY_MEAN_INTER_LIST: 0.8305561, DIVERSITY_HERFINDAHL: 0.9830505, COVERAGE_ITEM: 0.2253041, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0560222, SHANNON_ENTROPY: 7.1231309, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.1001274, PRECISION: 0.0154136, PRECISION_RECALL_MIN_DEN: 0.0513787, RECALL: 0.0513787, MAP: 0.0260312, MRR: 0.0713519, NDCG: 0.0438522, F1: 0.0237132, HIT_RATE: 0.1541360, ARHR: 0.0746519, RMSE: 0.9836241, NOVELTY: 0.0061224, AVERAGE_POPULARITY: 0.1994599, DIVERSITY_MEAN_INTER_LIST: 0.9016637, DIVERSITY_HERFINDAHL: 0.9901608, COVERAGE_ITEM: 0.4291971, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1099172, SHANNON_ENTROPY: 8.8943234, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 1.4224503841273273, 'user_topK': 2000, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0926136, PRECISION: 0.0153889, PRECISION_RECALL_MIN_DEN: 0.0512963, RECALL: 0.0512963, MAP: 0.0240078, MRR: 0.0657659, NDCG: 0.0416209, F1: 0.0236752, HIT_RATE: 0.1538889, ARHR: 0.0688189, RMSE: 0.9948091, NOVELTY: 0.0064488, AVERAGE_POPULARITY: 0.0990790, DIVERSITY_MEAN_INTER_LIST: 0.9888590, DIVERSITY_HERFINDAHL: 0.9988798, COVERAGE_ITEM: 0.8599081, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3846742, SHANNON_ENTROPY: 12.4567401, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.6929573712377884, 'user_topK': 5, 'user_shrink': 1, 'item_topK': 2000, 'item_shrink': 2000} - results: ROC_AUC: 0.0781228, PRECISION: 0.0125224, PRECISION_RECALL_MIN_DEN: 0.0417413, RECALL: 0.0417413, MAP: 0.0204208, MRR: 0.0561939, NDCG: 0.0348530, F1: 0.0192652, HIT_RATE: 0.1252239, ARHR: 0.0586752, RMSE: 1.6763688, NOVELTY: 0.0062117, AVERAGE_POPULARITY: 0.0885292, DIVERSITY_MEAN_INTER_LIST: 0.9975522, DIVERSITY_HERFINDAHL: 0.9997491, COVERAGE_ITEM: 0.9499324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4620654, SHANNON_ENTROPY: 13.1831067, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.3339316382533744, 'item_asymmetric_alpha': 0.07682395965827517, 'user_topK': 739, 'user_shrink': 1345, 'item_topK': 1979, 'item_shrink': 285} - results: ROC_AUC: 0.1026130, PRECISION: 0.0162229, PRECISION_RECALL_MIN_DEN: 0.0540763, RECALL: 0.0540763, MAP: 0.0268067, MRR: 0.0732707, NDCG: 0.0454706, F1: 0.0249583, HIT_RATE: 0.1622289, ARHR: 0.0767783, RMSE: 0.8500053, NOVELTY: 0.0062857, AVERAGE_POPULARITY: 0.1674405, DIVERSITY_MEAN_INTER_LIST: 0.9888197, DIVERSITY_HERFINDAHL: 0.9988759, COVERAGE_ITEM: 0.9152203, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3250860, SHANNON_ENTROPY: 12.1576648, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.4962363248273726, 'user_topK': 894, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0983310, PRECISION: 0.0163094, PRECISION_RECALL_MIN_DEN: 0.0543646, RECALL: 0.0543646, MAP: 0.0252527, MRR: 0.0690508, NDCG: 0.0438978, F1: 0.0250914, HIT_RATE: 0.1630938, ARHR: 0.0723274, RMSE: 0.9951914, NOVELTY: 0.0064445, AVERAGE_POPULARITY: 0.1232576, DIVERSITY_MEAN_INTER_LIST: 0.9836634, DIVERSITY_HERFINDAHL: 0.9983603, COVERAGE_ITEM: 0.8036226, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3400073, SHANNON_ENTROPY: 12.0312452, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.593134150565742, 'item_asymmetric_alpha': 2.3991392320847003, 'user_topK': 1976, 'user_shrink': 411, 'item_topK': 899, 'item_shrink': 338} - results: ROC_AUC: 0.0560145, PRECISION: 0.0093655, PRECISION_RECALL_MIN_DEN: 0.0312185, RECALL: 0.0312185, MAP: 0.0140216, MRR: 0.0391444, NDCG: 0.0248338, F1: 0.0144085, HIT_RATE: 0.0936554, ARHR: 0.0405741, RMSE: 0.8687035, NOVELTY: 0.0042641, AVERAGE_POPULARITY: 0.5011509, DIVERSITY_MEAN_INTER_LIST: 0.7770568, DIVERSITY_HERFINDAHL: 0.9777009, COVERAGE_ITEM: 0.5631792, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1883791, SHANNON_ENTROPY: 8.6626752, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 1796, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0768550, PRECISION: 0.0120899, PRECISION_RECALL_MIN_DEN: 0.0402998, RECALL: 0.0402998, MAP: 0.0205096, MRR: 0.0566371, NDCG: 0.0345062, F1: 0.0185999, HIT_RATE: 0.1208995, ARHR: 0.0590373, RMSE: 0.9544606, NOVELTY: 0.0061921, AVERAGE_POPULARITY: 0.1772652, DIVERSITY_MEAN_INTER_LIST: 0.9274582, DIVERSITY_HERFINDAHL: 0.9927401, COVERAGE_ITEM: 0.7175453, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2460401, SHANNON_ENTROPY: 10.4901219, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.1010794, PRECISION: 0.0156113, PRECISION_RECALL_MIN_DEN: 0.0520376, RECALL: 0.0520376, MAP: 0.0263750, MRR: 0.0722096, NDCG: 0.0444032, F1: 0.0240174, HIT_RATE: 0.1561129, ARHR: 0.0755965, RMSE: 0.9842493, NOVELTY: 0.0060994, AVERAGE_POPULARITY: 0.2200915, DIVERSITY_MEAN_INTER_LIST: 0.9405942, DIVERSITY_HERFINDAHL: 0.9940536, COVERAGE_ITEM: 0.4332522, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1238355, SHANNON_ENTROPY: 9.3775986, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.35942083383433326, 'item_asymmetric_alpha': 0.05211723107508927, 'user_topK': 25, 'user_shrink': 19, 'item_topK': 1120, 'item_shrink': 272} - results: ROC_AUC: 0.0940435, PRECISION: 0.0159820, PRECISION_RECALL_MIN_DEN: 0.0532732, RECALL: 0.0532732, MAP: 0.0233343, MRR: 0.0646874, NDCG: 0.0416986, F1: 0.0245876, HIT_RATE: 0.1598196, ARHR: 0.0673077, RMSE: 0.8982316, NOVELTY: 0.0054213, AVERAGE_POPULARITY: 0.5864339, DIVERSITY_MEAN_INTER_LIST: 0.8692430, DIVERSITY_HERFINDAHL: 0.9869189, COVERAGE_ITEM: 0.3681536, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0834286, SHANNON_ENTROPY: 8.0405101, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 632, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 768} - results: ROC_AUC: 0.1069657, PRECISION: 0.0176253, PRECISION_RECALL_MIN_DEN: 0.0587508, RECALL: 0.0587508, MAP: 0.0275248, MRR: 0.0746284, NDCG: 0.0475977, F1: 0.0271158, HIT_RATE: 0.1762525, ARHR: 0.0785045, RMSE: 0.9913208, NOVELTY: 0.0064071, AVERAGE_POPULARITY: 0.1711146, DIVERSITY_MEAN_INTER_LIST: 0.9788972, DIVERSITY_HERFINDAHL: 0.9978837, COVERAGE_ITEM: 0.7233847, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2650807, SHANNON_ENTROPY: 11.3952436, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 3.547415107582101, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.0000069, PRECISION: 0.0000062, PRECISION_RECALL_MIN_DEN: 0.0000206, RECALL: 0.0000206, MAP: 0.0000023, MRR: 0.0000069, NDCG: 0.0000087, F1: 0.0000095, HIT_RATE: 0.0000618, ARHR: 0.0000069, RMSE: 166.2276319, NOVELTY: 0.0004992, AVERAGE_POPULARITY: 0.0006751, DIVERSITY_MEAN_INTER_LIST: 0.9791309, DIVERSITY_HERFINDAHL: 0.9979070, COVERAGE_ITEM: 0.1565829, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2491255, SHANNON_ENTROPY: 9.8028732, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.1010794, PRECISION: 0.0156113, PRECISION_RECALL_MIN_DEN: 0.0520376, RECALL: 0.0520376, MAP: 0.0263750, MRR: 0.0722096, NDCG: 0.0444032, F1: 0.0240174, HIT_RATE: 0.1561129, ARHR: 0.0755965, RMSE: 0.9842493, NOVELTY: 0.0060994, AVERAGE_POPULARITY: 0.2200915, DIVERSITY_MEAN_INTER_LIST: 0.9405942, DIVERSITY_HERFINDAHL: 0.9940536, COVERAGE_ITEM: 0.4332522, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1238355, SHANNON_ENTROPY: 9.3775986, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 627, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 947} - results: ROC_AUC: 0.1056486, PRECISION: 0.0173720, PRECISION_RECALL_MIN_DEN: 0.0579066, RECALL: 0.0579066, MAP: 0.0270972, MRR: 0.0736301, NDCG: 0.0469112, F1: 0.0267261, HIT_RATE: 0.1737197, ARHR: 0.0773686, RMSE: 0.9922874, NOVELTY: 0.0064441, AVERAGE_POPULARITY: 0.1584051, DIVERSITY_MEAN_INTER_LIST: 0.9815527, DIVERSITY_HERFINDAHL: 0.9981492, COVERAGE_ITEM: 0.7407948, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2794407, SHANNON_ENTROPY: 11.5607902, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 1.719440274170043, 'user_topK': 1128, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 2000} - results: ROC_AUC: 0.0906348, PRECISION: 0.0149070, PRECISION_RECALL_MIN_DEN: 0.0496901, RECALL: 0.0496901, MAP: 0.0234830, MRR: 0.0644469, NDCG: 0.0405822, F1: 0.0229339, HIT_RATE: 0.1490702, ARHR: 0.0673708, RMSE: 0.9949209, NOVELTY: 0.0064465, AVERAGE_POPULARITY: 0.1001111, DIVERSITY_MEAN_INTER_LIST: 0.9888020, DIVERSITY_HERFINDAHL: 0.9988741, COVERAGE_ITEM: 0.8841308, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3987403, SHANNON_ENTROPY: 12.5374611, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 0} - results: ROC_AUC: 0.1001871, PRECISION: 0.0154136, PRECISION_RECALL_MIN_DEN: 0.0513787, RECALL: 0.0513787, MAP: 0.0261608, MRR: 0.0716288, NDCG: 0.0439713, F1: 0.0237132, HIT_RATE: 0.1541360, ARHR: 0.0749848, RMSE: 0.9842682, NOVELTY: 0.0061207, AVERAGE_POPULARITY: 0.1976225, DIVERSITY_MEAN_INTER_LIST: 0.8958675, DIVERSITY_HERFINDAHL: 0.9895812, COVERAGE_ITEM: 0.4271965, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1066342, SHANNON_ENTROPY: 8.8234625, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 538, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 921} - results: ROC_AUC: 0.1053209, PRECISION: 0.0172917, PRECISION_RECALL_MIN_DEN: 0.0576388, RECALL: 0.0576388, MAP: 0.0270524, MRR: 0.0734061, NDCG: 0.0467623, F1: 0.0266025, HIT_RATE: 0.1729165, ARHR: 0.0771863, RMSE: 0.9923163, NOVELTY: 0.0065678, AVERAGE_POPULARITY: 0.1362985, DIVERSITY_MEAN_INTER_LIST: 0.9925203, DIVERSITY_HERFINDAHL: 0.9992459, COVERAGE_ITEM: 0.7385239, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2991333, SHANNON_ENTROPY: 11.9976910, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 538, 'user_shrink': 0, 'item_topK': 5, 'item_shrink': 963} - results: ROC_AUC: 0.0917633, PRECISION: 0.0152653, PRECISION_RECALL_MIN_DEN: 0.0508845, RECALL: 0.0508845, MAP: 0.0233262, MRR: 0.0639986, NDCG: 0.0408078, F1: 0.0234851, HIT_RATE: 0.1526534, ARHR: 0.0669235, RMSE: 0.9788577, NOVELTY: 0.0065181, AVERAGE_POPULARITY: 0.1431172, DIVERSITY_MEAN_INTER_LIST: 0.9805818, DIVERSITY_HERFINDAHL: 0.9980521, COVERAGE_ITEM: 0.7351176, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2787755, SHANNON_ENTROPY: 11.5018785, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.2978977801782463, 'item_asymmetric_alpha': 3.5582141173094115, 'user_topK': 45, 'user_shrink': 1261, 'item_topK': 33, 'item_shrink': 1912} - results: ROC_AUC: 0.0732142, PRECISION: 0.0111633, PRECISION_RECALL_MIN_DEN: 0.0372109, RECALL: 0.0372109, MAP: 0.0190047, MRR: 0.0528805, NDCG: 0.0320512, F1: 0.0171743, HIT_RATE: 0.1116328, ARHR: 0.0549108, RMSE: 0.9903149, NOVELTY: 0.0058030, AVERAGE_POPULARITY: 0.0517373, DIVERSITY_MEAN_INTER_LIST: 0.9974248, DIVERSITY_HERFINDAHL: 0.9997363, COVERAGE_ITEM: 0.9021898, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4772676, SHANNON_ENTROPY: 13.1995405, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 2.682849112810841, 'item_asymmetric_alpha': 0.1348350115279953, 'user_topK': 947, 'user_shrink': 1375, 'item_topK': 1926, 'item_shrink': 43} - results: ROC_AUC: 0.0841586, PRECISION: 0.0135912, PRECISION_RECALL_MIN_DEN: 0.0453038, RECALL: 0.0453038, MAP: 0.0220300, MRR: 0.0604747, NDCG: 0.0376593, F1: 0.0209095, HIT_RATE: 0.1359115, ARHR: 0.0632442, RMSE: 1.1216147, NOVELTY: 0.0053516, AVERAGE_POPULARITY: 0.5841881, DIVERSITY_MEAN_INTER_LIST: 0.6931002, DIVERSITY_HERFINDAHL: 0.9693057, COVERAGE_ITEM: 0.4024872, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0710899, SHANNON_ENTROPY: 6.9468578, 
