CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 685, 'shrink': 1042, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.12158226231975136, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032265±0.0022, PRECISION: 0.005032±0.0003, PRECISION_RECALL_MIN_DEN: 0.050317±0.0034, RECALL: 0.050317±0.0034, MAP: 0.021688±0.0015, MRR: 0.021688±0.0015, NDCG: 0.028355±0.0017, F1: 0.009149±0.0006, HIT_RATE: 0.050317±0.0034, ARHR: 0.021688±0.0015, RMSE: 4.353474±0.0992, NOVELTY: 0.005074±0.0000, AVERAGE_POPULARITY: 0.721472±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.780618±0.0007, DIVERSITY_HERFINDAHL: 0.978042±0.0001, COVERAGE_ITEM: 0.035491±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116648±0.0009, SHANNON_ENTROPY: 6.414548±0.0036, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 941, 'shrink': 815, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3842802457718971, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.031172±0.0023, PRECISION: 0.004834±0.0002, PRECISION_RECALL_MIN_DEN: 0.048339±0.0023, RECALL: 0.048339±0.0023, MAP: 0.021137±0.0014, MRR: 0.021137±0.0014, NDCG: 0.027468±0.0016, F1: 0.008789±0.0004, HIT_RATE: 0.048339±0.0023, ARHR: 0.021137±0.0014, RMSE: 6.771670±0.1368, NOVELTY: 0.005035±0.0000, AVERAGE_POPULARITY: 0.745415±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.742523±0.0006, DIVERSITY_HERFINDAHL: 0.974233±0.0001, COVERAGE_ITEM: 0.028235±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114867±0.0007, SHANNON_ENTROPY: 6.106621±0.0035, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 183, 'shrink': 325, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6429267829900966, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.031967±0.0018, PRECISION: 0.005042±0.0002, PRECISION_RECALL_MIN_DEN: 0.050418±0.0021, RECALL: 0.050418±0.0021, MAP: 0.021509±0.0015, MRR: 0.021509±0.0015, NDCG: 0.028226±0.0016, F1: 0.009167±0.0004, HIT_RATE: 0.050418±0.0021, ARHR: 0.021509±0.0015, RMSE: 2.296204±0.0727, NOVELTY: 0.005365±0.0000, AVERAGE_POPULARITY: 0.580163±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.901679±0.0012, DIVERSITY_HERFINDAHL: 0.990145±0.0001, COVERAGE_ITEM: 0.112311±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145095±0.0009, SHANNON_ENTROPY: 8.038769±0.0143, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 2966, 'shrink': 1078, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5575192952167904, 'feature_weighting': 'none'} - results: ROC_AUC: 0.024274±0.0003, PRECISION: 0.003632±0.0001, PRECISION_RECALL_MIN_DEN: 0.036318±0.0007, RECALL: 0.036318±0.0007, MAP: 0.017033±0.0007, MRR: 0.017033±0.0007, NDCG: 0.021528±0.0006, F1: 0.006603±0.0001, HIT_RATE: 0.036318±0.0007, ARHR: 0.017033±0.0007, RMSE: 0.914868±0.0015, NOVELTY: 0.004920±0.0000, AVERAGE_POPULARITY: 0.826329±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.559925±0.0013, DIVERSITY_HERFINDAHL: 0.955978±0.0001, COVERAGE_ITEM: 0.009300±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141143±0.0012, SHANNON_ENTROPY: 4.964273±0.0044, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1201, 'shrink': 1787, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4656232722508242, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037653±0.0025, PRECISION: 0.005884±0.0002, PRECISION_RECALL_MIN_DEN: 0.058838±0.0020, RECALL: 0.058838±0.0020, MAP: 0.025311±0.0018, MRR: 0.025311±0.0018, NDCG: 0.033111±0.0018, F1: 0.010698±0.0004, HIT_RATE: 0.058838±0.0020, ARHR: 0.025311±0.0018, RMSE: 0.695300±0.0054, NOVELTY: 0.005146±0.0000, AVERAGE_POPULARITY: 0.681290±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.829661±0.0014, DIVERSITY_HERFINDAHL: 0.982945±0.0001, COVERAGE_ITEM: 0.035696±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.149277±0.0010, SHANNON_ENTROPY: 6.818286±0.0106, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1821, 'shrink': 1907, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.553002818646112, 'feature_weighting': 'none'} - results: ROC_AUC: 0.025897±0.0008, PRECISION: 0.003860±0.0002, PRECISION_RECALL_MIN_DEN: 0.038600±0.0020, RECALL: 0.038600±0.0020, MAP: 0.018054±0.0008, MRR: 0.018054±0.0008, NDCG: 0.022849±0.0010, F1: 0.007018±0.0004, HIT_RATE: 0.038600±0.0020, ARHR: 0.018054±0.0008, RMSE: 0.955547±0.0010, NOVELTY: 0.004928±0.0000, AVERAGE_POPULARITY: 0.820909±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.593192±0.0011, DIVERSITY_HERFINDAHL: 0.959304±0.0001, COVERAGE_ITEM: 0.011268±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133645±0.0027, SHANNON_ENTROPY: 5.149266±0.0039, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 2476, 'shrink': 1215, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.573398830730363, 'feature_weighting': 'none'} - results: ROC_AUC: 0.024150±0.0005, PRECISION: 0.003576±0.0002, PRECISION_RECALL_MIN_DEN: 0.035760±0.0017, RECALL: 0.035760±0.0017, MAP: 0.017046±0.0008, MRR: 0.017046±0.0008, NDCG: 0.021410±0.0008, F1: 0.006502±0.0003, HIT_RATE: 0.035760±0.0017, ARHR: 0.017046±0.0008, RMSE: 0.925838±0.0014, NOVELTY: 0.004913±0.0000, AVERAGE_POPULARITY: 0.833172±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.540540±0.0015, DIVERSITY_HERFINDAHL: 0.954040±0.0001, COVERAGE_ITEM: 0.008629±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146636±0.0033, SHANNON_ENTROPY: 4.904624±0.0036, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 992, 'shrink': 1561, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.831981962145155, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038098±0.0023, PRECISION: 0.005935±0.0002, PRECISION_RECALL_MIN_DEN: 0.059346±0.0021, RECALL: 0.059346±0.0021, MAP: 0.025700±0.0016, MRR: 0.025700±0.0016, NDCG: 0.033532±0.0017, F1: 0.010790±0.0004, HIT_RATE: 0.059346±0.0021, ARHR: 0.025700±0.0016, RMSE: 0.702852±0.0047, NOVELTY: 0.005201±0.0000, AVERAGE_POPULARITY: 0.654029±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.852185±0.0016, DIVERSITY_HERFINDAHL: 0.985197±0.0002, COVERAGE_ITEM: 0.045331±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151750±0.0008, SHANNON_ENTROPY: 7.126960±0.0129, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 2969, 'shrink': 784, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004781641717668706, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.029047±0.0015, PRECISION: 0.004601±0.0002, PRECISION_RECALL_MIN_DEN: 0.046006±0.0018, RECALL: 0.046006±0.0018, MAP: 0.020059±0.0009, MRR: 0.020059±0.0009, NDCG: 0.026070±0.0011, F1: 0.008365±0.0003, HIT_RATE: 0.046006±0.0018, ARHR: 0.020059±0.0009, RMSE: 2.671628±0.0382, NOVELTY: 0.004986±0.0000, AVERAGE_POPULARITY: 0.776480±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.676038±0.0010, DIVERSITY_HERFINDAHL: 0.967587±0.0001, COVERAGE_ITEM: 0.018502±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119114±0.0013, SHANNON_ENTROPY: 5.643380±0.0064, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 490, 'shrink': 220, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9600843618448753, 'feature_weighting': 'none'} - results: ROC_AUC: 0.030524±0.0018, PRECISION: 0.004707±0.0002, PRECISION_RECALL_MIN_DEN: 0.047071±0.0024, RECALL: 0.047071±0.0024, MAP: 0.021110±0.0009, MRR: 0.021110±0.0009, NDCG: 0.027144±0.0012, F1: 0.008558±0.0004, HIT_RATE: 0.047071±0.0024, ARHR: 0.021110±0.0009, RMSE: 0.875828±0.0021, NOVELTY: 0.005069±0.0000, AVERAGE_POPULARITY: 0.714819±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.809674±0.0006, DIVERSITY_HERFINDAHL: 0.980947±0.0001, COVERAGE_ITEM: 0.033079±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125651±0.0008, SHANNON_ENTROPY: 6.520749±0.0028, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 434, 'shrink': 728, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.4936034987360859, 'feature_weighting': 'none'} - results: ROC_AUC: 0.030501±0.0020, PRECISION: 0.004763±0.0002, PRECISION_RECALL_MIN_DEN: 0.047629±0.0019, RECALL: 0.047629±0.0019, MAP: 0.021265±0.0016, MRR: 0.021265±0.0016, NDCG: 0.027376±0.0016, F1: 0.008660±0.0003, HIT_RATE: 0.047629±0.0019, ARHR: 0.021265±0.0016, RMSE: 0.960325±0.0011, NOVELTY: 0.005103±0.0000, AVERAGE_POPULARITY: 0.694368±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.825110±0.0007, DIVERSITY_HERFINDAHL: 0.982490±0.0001, COVERAGE_ITEM: 0.040368±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124968±0.0009, SHANNON_ENTROPY: 6.749636±0.0079, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1827, 'shrink': 699, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4932308882281493, 'feature_weighting': 'none'} - results: ROC_AUC: 0.025891±0.0008, PRECISION: 0.003865±0.0002, PRECISION_RECALL_MIN_DEN: 0.038651±0.0020, RECALL: 0.038651±0.0020, MAP: 0.018057±0.0008, MRR: 0.018057±0.0008, NDCG: 0.022864±0.0010, F1: 0.007027±0.0004, HIT_RATE: 0.038651±0.0020, ARHR: 0.018057±0.0008, RMSE: 0.891066±0.0020, NOVELTY: 0.004928±0.0000, AVERAGE_POPULARITY: 0.821219±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.593280±0.0012, DIVERSITY_HERFINDAHL: 0.959313±0.0001, COVERAGE_ITEM: 0.011149±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135399±0.0030, SHANNON_ENTROPY: 5.154424±0.0055, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 2709, 'shrink': 1127, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.48609344413024924, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034796±0.0022, PRECISION: 0.005488±0.0002, PRECISION_RECALL_MIN_DEN: 0.054882±0.0023, RECALL: 0.054882±0.0023, MAP: 0.023455±0.0014, MRR: 0.023455±0.0014, NDCG: 0.030754±0.0016, F1: 0.009979±0.0004, HIT_RATE: 0.054882±0.0023, ARHR: 0.023455±0.0014, RMSE: 1.206871±0.0146, NOVELTY: 0.005028±0.0000, AVERAGE_POPULARITY: 0.751760±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.742645±0.0019, DIVERSITY_HERFINDAHL: 0.974246±0.0002, COVERAGE_ITEM: 0.022276±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130907±0.0012, SHANNON_ENTROPY: 6.036528±0.0085, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 828, 'shrink': 786, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7172070044566444, 'feature_weighting': 'none'} - results: ROC_AUC: 0.029340±0.0019, PRECISION: 0.004494±0.0002, PRECISION_RECALL_MIN_DEN: 0.044940±0.0021, RECALL: 0.044940±0.0021, MAP: 0.020308±0.0016, MRR: 0.020308±0.0016, NDCG: 0.026037±0.0016, F1: 0.008171±0.0004, HIT_RATE: 0.044940±0.0021, ARHR: 0.020308±0.0016, RMSE: 0.934326±0.0016, NOVELTY: 0.005006±0.0000, AVERAGE_POPULARITY: 0.759112±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.742610±0.0015, DIVERSITY_HERFINDAHL: 0.974242±0.0002, COVERAGE_ITEM: 0.022103±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124095±0.0014, SHANNON_ENTROPY: 5.973699±0.0056, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 127, 'shrink': 83, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8783633928108932, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.017032±0.0017, PRECISION: 0.002653±0.0002, PRECISION_RECALL_MIN_DEN: 0.026528±0.0019, RECALL: 0.026528±0.0019, MAP: 0.010995±0.0011, MRR: 0.010995±0.0011, NDCG: 0.014626±0.0013, F1: 0.004823±0.0003, HIT_RATE: 0.026528±0.0019, ARHR: 0.010995±0.0011, RMSE: 0.884377±0.0068, NOVELTY: 0.006205±0.0000, AVERAGE_POPULARITY: 0.315973±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.980686±0.0006, DIVERSITY_HERFINDAHL: 0.998044±0.0001, COVERAGE_ITEM: 0.219530±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322946±0.0034, SHANNON_ENTROPY: 10.461608±0.0240, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.002435±0.0003, PRECISION: 0.000441±0.0001, PRECISION_RECALL_MIN_DEN: 0.004413±0.0007, RECALL: 0.004413±0.0007, MAP: 0.001335±0.0002, MRR: 0.001335±0.0002, NDCG: 0.002049±0.0003, F1: 0.000802±0.0001, HIT_RATE: 0.004413±0.0007, ARHR: 0.001335±0.0002, RMSE: 6.522517±1.1147, NOVELTY: 0.007380±0.0002, AVERAGE_POPULARITY: 0.043273±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.834486±0.0018, DIVERSITY_HERFINDAHL: 0.983427±0.0002, COVERAGE_ITEM: 0.459638±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.299231±0.0016, SHANNON_ENTROPY: 9.177970±0.0266, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.033787±0.0018, PRECISION: 0.005356±0.0002, PRECISION_RECALL_MIN_DEN: 0.053563±0.0022, RECALL: 0.053563±0.0022, MAP: 0.022958±0.0011, MRR: 0.022958±0.0011, NDCG: 0.030056±0.0013, F1: 0.009739±0.0004, HIT_RATE: 0.053563±0.0022, ARHR: 0.022958±0.0011, RMSE: 0.722111±0.0045, NOVELTY: 0.005015±0.0000, AVERAGE_POPULARITY: 0.759165±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.729647±0.0016, DIVERSITY_HERFINDAHL: 0.972946±0.0002, COVERAGE_ITEM: 0.019919±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133482±0.0013, SHANNON_ENTROPY: 5.924741±0.0080, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1435, 'shrink': 1999, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.845908820504339, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037788±0.0021, PRECISION: 0.005879±0.0002, PRECISION_RECALL_MIN_DEN: 0.058788±0.0022, RECALL: 0.058788±0.0022, MAP: 0.025484±0.0015, MRR: 0.025484±0.0015, NDCG: 0.033235±0.0015, F1: 0.010689±0.0004, HIT_RATE: 0.058788±0.0022, ARHR: 0.025484±0.0015, RMSE: 0.690092±0.0048, NOVELTY: 0.005122±0.0000, AVERAGE_POPULARITY: 0.695727±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.814893±0.0013, DIVERSITY_HERFINDAHL: 0.981469±0.0001, COVERAGE_ITEM: 0.032560±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146235±0.0007, SHANNON_ENTROPY: 6.669559±0.0086, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1396, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038375±0.0025, PRECISION: 0.005935±0.0002, PRECISION_RECALL_MIN_DEN: 0.059346±0.0021, RECALL: 0.059346±0.0021, MAP: 0.025727±0.0018, MRR: 0.025727±0.0018, NDCG: 0.033564±0.0018, F1: 0.010790±0.0004, HIT_RATE: 0.059346±0.0021, ARHR: 0.025727±0.0018, RMSE: 0.691149±0.0047, NOVELTY: 0.005136±0.0000, AVERAGE_POPULARITY: 0.687786±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.823115±0.0018, DIVERSITY_HERFINDAHL: 0.982291±0.0002, COVERAGE_ITEM: 0.034853±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146214±0.0005, SHANNON_ENTROPY: 6.755676±0.0120, 
CrossSearchBayesianSkopt: New best config found. Config 45: {'topK': 1393, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038082±0.0020, PRECISION: 0.005864±0.0002, PRECISION_RECALL_MIN_DEN: 0.058636±0.0016, RECALL: 0.058636±0.0016, MAP: 0.025803±0.0015, MRR: 0.025803±0.0015, NDCG: 0.033452±0.0014, F1: 0.010661±0.0003, HIT_RATE: 0.058636±0.0016, ARHR: 0.025803±0.0015, RMSE: 1217.626836±16.7683, NOVELTY: 0.005128±0.0000, AVERAGE_POPULARITY: 0.692549±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.818054±0.0017, DIVERSITY_HERFINDAHL: 0.981785±0.0002, COVERAGE_ITEM: 0.033306±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146905±0.0010, SHANNON_ENTROPY: 6.703551±0.0111, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3000, 'shrink': 179, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3328326121657689, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034131±0.0018, PRECISION: 0.005366±0.0002, PRECISION_RECALL_MIN_DEN: 0.053665±0.0023, RECALL: 0.053665±0.0023, MAP: 0.022992±0.0013, MRR: 0.022992±0.0013, NDCG: 0.030120±0.0014, F1: 0.009757±0.0004, HIT_RATE: 0.053665±0.0023, ARHR: 0.022992±0.0013, RMSE: 2.420443±0.0371, NOVELTY: 0.005025±0.0000, AVERAGE_POPULARITY: 0.753111±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.739888±0.0020, DIVERSITY_HERFINDAHL: 0.973970±0.0002, COVERAGE_ITEM: 0.022114±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129021±0.0021, SHANNON_ENTROPY: 6.007435±0.0106, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 2982, 'shrink': 1958, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.690032273307172, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034339±0.0021, PRECISION: 0.005397±0.0002, PRECISION_RECALL_MIN_DEN: 0.053969±0.0022, RECALL: 0.053969±0.0022, MAP: 0.023207±0.0013, MRR: 0.023207±0.0013, NDCG: 0.030355±0.0015, F1: 0.009813±0.0004, HIT_RATE: 0.053969±0.0022, ARHR: 0.023207±0.0013, RMSE: 0.792406±0.0064, NOVELTY: 0.005018±0.0000, AVERAGE_POPULARITY: 0.757964±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.733228±0.0018, DIVERSITY_HERFINDAHL: 0.973304±0.0002, COVERAGE_ITEM: 0.021260±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129655±0.0015, SHANNON_ENTROPY: 5.964165±0.0085, 
CrossSearchBayesianSkopt: New best config found. Config 48: {'topK': 1354, 'shrink': 47, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07058593046610519, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038859±0.0025, PRECISION: 0.005980±0.0003, PRECISION_RECALL_MIN_DEN: 0.059802±0.0030, RECALL: 0.059802±0.0030, MAP: 0.025959±0.0017, MRR: 0.025959±0.0017, NDCG: 0.033856±0.0019, F1: 0.010873±0.0005, HIT_RATE: 0.059802±0.0030, ARHR: 0.025959±0.0017, RMSE: 1.820685±0.0306, NOVELTY: 0.005194±0.0000, AVERAGE_POPULARITY: 0.656735±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.850327±0.0013, DIVERSITY_HERFINDAHL: 0.985011±0.0001, COVERAGE_ITEM: 0.047267±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141289±0.0010, SHANNON_ENTROPY: 7.086650±0.0093, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 1724, 'shrink': 1998, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.15110343877981294, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037467±0.0019, PRECISION: 0.005782±0.0002, PRECISION_RECALL_MIN_DEN: 0.057824±0.0017, RECALL: 0.057824±0.0017, MAP: 0.025055±0.0013, MRR: 0.025055±0.0013, NDCG: 0.032696±0.0013, F1: 0.010513±0.0003, HIT_RATE: 0.057824±0.0017, ARHR: 0.025055±0.0013, RMSE: 0.685358±0.0041, NOVELTY: 0.005095±0.0000, AVERAGE_POPULARITY: 0.711101±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.797973±0.0018, DIVERSITY_HERFINDAHL: 0.979777±0.0002, COVERAGE_ITEM: 0.029889±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139669±0.0006, SHANNON_ENTROPY: 6.499711±0.0104, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2991, 'shrink': 236, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2665328318755536, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034277±0.0020, PRECISION: 0.005377±0.0002, PRECISION_RECALL_MIN_DEN: 0.053766±0.0020, RECALL: 0.053766±0.0020, MAP: 0.023150±0.0013, MRR: 0.023150±0.0013, NDCG: 0.030267±0.0014, F1: 0.009776±0.0004, HIT_RATE: 0.053766±0.0020, ARHR: 0.023150±0.0013, RMSE: 7.222943±0.1033, NOVELTY: 0.005018±0.0000, AVERAGE_POPULARITY: 0.758123±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.732962±0.0017, DIVERSITY_HERFINDAHL: 0.973278±0.0002, COVERAGE_ITEM: 0.021238±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129582±0.0014, SHANNON_ENTROPY: 5.962157±0.0081, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1678, 'shrink': 24, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9396663000177559, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037309±0.0020, PRECISION: 0.005787±0.0002, PRECISION_RECALL_MIN_DEN: 0.057875±0.0019, RECALL: 0.057875±0.0019, MAP: 0.025024±0.0016, MRR: 0.025024±0.0016, NDCG: 0.032673±0.0016, F1: 0.010523±0.0003, HIT_RATE: 0.057875±0.0019, ARHR: 0.025024±0.0016, RMSE: 56.898732±0.7960, NOVELTY: 0.005094±0.0000, AVERAGE_POPULARITY: 0.711951±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.796752±0.0014, DIVERSITY_HERFINDAHL: 0.979655±0.0001, COVERAGE_ITEM: 0.029197±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141722±0.0016, SHANNON_ENTROPY: 6.489848±0.0074, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 1397, 'shrink': 27, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.08791190781956028, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038887±0.0025, PRECISION: 0.005955±0.0003, PRECISION_RECALL_MIN_DEN: 0.059549±0.0028, RECALL: 0.059549±0.0028, MAP: 0.025869±0.0019, MRR: 0.025869±0.0019, NDCG: 0.033736±0.0020, F1: 0.010827±0.0005, HIT_RATE: 0.059549±0.0028, ARHR: 0.025869±0.0019, RMSE: 1.962564±0.0338, NOVELTY: 0.005185±0.0000, AVERAGE_POPULARITY: 0.661322±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.846660±0.0015, DIVERSITY_HERFINDAHL: 0.984644±0.0001, COVERAGE_ITEM: 0.045775±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140380±0.0010, SHANNON_ENTROPY: 7.037626±0.0101, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 1121, 'shrink': 1939, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9964150977786206, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037422±0.0024, PRECISION: 0.005909±0.0003, PRECISION_RECALL_MIN_DEN: 0.059092±0.0028, RECALL: 0.059092±0.0028, MAP: 0.025280±0.0016, MRR: 0.025280±0.0016, NDCG: 0.033132±0.0017, F1: 0.010744±0.0005, HIT_RATE: 0.059092±0.0028, ARHR: 0.025280±0.0016, RMSE: 0.701032±0.0049, NOVELTY: 0.005151±0.0000, AVERAGE_POPULARITY: 0.678335±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.831946±0.0016, DIVERSITY_HERFINDAHL: 0.983174±0.0002, COVERAGE_ITEM: 0.037069±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147988±0.0017, SHANNON_ENTROPY: 6.851083±0.0117, 
