CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 1007, 'shrink': 1247, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.1891582647451386, 'tversky_beta': 1.2389045039445277} - results: ROC_AUC: 0.029352±0.0018, PRECISION: 0.004519±0.0002, PRECISION_RECALL_MIN_DEN: 0.045194±0.0020, RECALL: 0.045194±0.0020, MAP: 0.020165±0.0013, MRR: 0.020165±0.0013, NDCG: 0.025990±0.0014, F1: 0.008217±0.0004, HIT_RATE: 0.045194±0.0020, ARHR: 0.020165±0.0013, RMSE: 0.963422±0.0009, NOVELTY: 0.005015±0.0000, AVERAGE_POPULARITY: 0.753128±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.739858±0.0015, DIVERSITY_HERFINDAHL: 0.973967±0.0002, COVERAGE_ITEM: 0.023996±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120053±0.0018, SHANNON_ENTROPY: 6.017624±0.0053, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1430, 'shrink': 314, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.26573629228934764, 'tversky_beta': 0.6463037184527568} - results: ROC_AUC: 0.028332±0.0015, PRECISION: 0.004317±0.0002, PRECISION_RECALL_MIN_DEN: 0.043165±0.0019, RECALL: 0.043165±0.0019, MAP: 0.019673±0.0013, MRR: 0.019673±0.0013, NDCG: 0.025140±0.0014, F1: 0.007848±0.0003, HIT_RATE: 0.043165±0.0019, ARHR: 0.019673±0.0013, RMSE: 0.859257±0.0017, NOVELTY: 0.004987±0.0000, AVERAGE_POPULARITY: 0.773222±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.698572±0.0010, DIVERSITY_HERFINDAHL: 0.969839±0.0001, COVERAGE_ITEM: 0.019065±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123029±0.0011, SHANNON_ENTROPY: 5.747129±0.0048, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1113, 'shrink': 1610, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.0868928518373642, 'tversky_beta': 0.8612546705560971} - results: ROC_AUC: 0.029075±0.0016, PRECISION: 0.004459±0.0002, PRECISION_RECALL_MIN_DEN: 0.044585±0.0018, RECALL: 0.044585±0.0018, MAP: 0.020147±0.0012, MRR: 0.020147±0.0012, NDCG: 0.025829±0.0013, F1: 0.008106±0.0003, HIT_RATE: 0.044585±0.0018, ARHR: 0.020147±0.0012, RMSE: 0.968896±0.0008, NOVELTY: 0.005006±0.0000, AVERAGE_POPULARITY: 0.759420±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.727274±0.0009, DIVERSITY_HERFINDAHL: 0.972709±0.0001, COVERAGE_ITEM: 0.022622±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119578±0.0018, SHANNON_ENTROPY: 5.933095±0.0039, 
CrossSearchBayesianSkopt: New best config found. Config 29: {'topK': 886, 'shrink': 48, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.792647139203428, 'tversky_beta': 0.8210048375206433} - results: ROC_AUC: 0.031307±0.0020, PRECISION: 0.004824±0.0002, PRECISION_RECALL_MIN_DEN: 0.048237±0.0020, RECALL: 0.048237±0.0020, MAP: 0.021654±0.0014, MRR: 0.021654±0.0014, NDCG: 0.027833±0.0016, F1: 0.008770±0.0004, HIT_RATE: 0.048237±0.0020, ARHR: 0.021654±0.0014, RMSE: 0.817049±0.0024, NOVELTY: 0.005044±0.0000, AVERAGE_POPULARITY: 0.734116±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.776882±0.0009, DIVERSITY_HERFINDAHL: 0.977668±0.0001, COVERAGE_ITEM: 0.026959±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127671±0.0015, SHANNON_ENTROPY: 6.271752±0.0078, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1479, 'shrink': 1879, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.3198700032418545, 'tversky_beta': 1.1340017376059028} - results: ROC_AUC: 0.028055±0.0015, PRECISION: 0.004266±0.0002, PRECISION_RECALL_MIN_DEN: 0.042658±0.0018, RECALL: 0.042658±0.0018, MAP: 0.019602±0.0012, MRR: 0.019602±0.0012, NDCG: 0.024968±0.0013, F1: 0.007756±0.0003, HIT_RATE: 0.042658±0.0018, ARHR: 0.019602±0.0012, RMSE: 0.968557±0.0007, NOVELTY: 0.004984±0.0000, AVERAGE_POPULARITY: 0.775380±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.692999±0.0011, DIVERSITY_HERFINDAHL: 0.969282±0.0001, COVERAGE_ITEM: 0.018632±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122500±0.0014, SHANNON_ENTROPY: 5.710830±0.0051, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2814, 'shrink': 349, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.34528045029034443, 'tversky_beta': 0.40595340034575933} - results: ROC_AUC: 0.026258±0.0008, PRECISION: 0.003961±0.0001, PRECISION_RECALL_MIN_DEN: 0.039615±0.0013, RECALL: 0.039615±0.0013, MAP: 0.018272±0.0010, MRR: 0.018272±0.0010, NDCG: 0.023244±0.0010, F1: 0.007203±0.0002, HIT_RATE: 0.039615±0.0013, ARHR: 0.018272±0.0010, RMSE: 0.826353±0.0021, NOVELTY: 0.004939±0.0000, AVERAGE_POPULARITY: 0.810762±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.612089±0.0008, DIVERSITY_HERFINDAHL: 0.961193±0.0001, COVERAGE_ITEM: 0.011592±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136139±0.0020, SHANNON_ENTROPY: 5.224303±0.0041, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 540, 'shrink': 759, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.5951483826919278, 'tversky_beta': 0.1668906047665595} - results: ROC_AUC: 0.030298±0.0024, PRECISION: 0.004778±0.0003, PRECISION_RECALL_MIN_DEN: 0.047781±0.0031, RECALL: 0.047781±0.0031, MAP: 0.020856±0.0015, MRR: 0.020856±0.0015, NDCG: 0.027097±0.0018, F1: 0.008687±0.0006, HIT_RATE: 0.047781±0.0031, ARHR: 0.020856±0.0015, RMSE: 0.956304±0.0012, NOVELTY: 0.005078±0.0000, AVERAGE_POPULARITY: 0.710271±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.806479±0.0004, DIVERSITY_HERFINDAHL: 0.980627±0.0000, COVERAGE_ITEM: 0.034928±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123574±0.0009, SHANNON_ENTROPY: 6.552506±0.0030, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 688, 'shrink': 1305, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.5979633835597343, 'tversky_beta': 1.1471053479545976} - results: ROC_AUC: 0.029887±0.0015, PRECISION: 0.004621±0.0002, PRECISION_RECALL_MIN_DEN: 0.046208±0.0020, RECALL: 0.046208±0.0020, MAP: 0.020836±0.0011, MRR: 0.020836±0.0011, NDCG: 0.026724±0.0012, F1: 0.008402±0.0004, HIT_RATE: 0.046208±0.0020, ARHR: 0.020836±0.0011, RMSE: 0.970460±0.0009, NOVELTY: 0.005051±0.0000, AVERAGE_POPULARITY: 0.727917±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.782784±0.0008, DIVERSITY_HERFINDAHL: 0.978259±0.0001, COVERAGE_ITEM: 0.030170±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121504±0.0018, SHANNON_ENTROPY: 6.337042±0.0050, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1664, 'shrink': 1493, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9130976659515873, 'tversky_beta': 0.8618214840631715} - results: ROC_AUC: 0.028027±0.0014, PRECISION: 0.004367±0.0002, PRECISION_RECALL_MIN_DEN: 0.043672±0.0020, RECALL: 0.043672±0.0020, MAP: 0.019702±0.0012, MRR: 0.019702±0.0012, NDCG: 0.025251±0.0014, F1: 0.007940±0.0004, HIT_RATE: 0.043672±0.0020, ARHR: 0.019702±0.0012, RMSE: 0.961288±0.0009, NOVELTY: 0.004976±0.0000, AVERAGE_POPULARITY: 0.781646±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.681053±0.0008, DIVERSITY_HERFINDAHL: 0.968088±0.0001, COVERAGE_ITEM: 0.017042±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125851±0.0012, SHANNON_ENTROPY: 5.632007±0.0023, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 2463, 'shrink': 1098, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.7673411094257747, 'tversky_beta': 0.39712391207319986} - results: ROC_AUC: 0.026551±0.0012, PRECISION: 0.004078±0.0002, PRECISION_RECALL_MIN_DEN: 0.040781±0.0020, RECALL: 0.040781±0.0020, MAP: 0.018713±0.0011, MRR: 0.018713±0.0011, NDCG: 0.023833±0.0013, F1: 0.007415±0.0004, HIT_RATE: 0.040781±0.0020, ARHR: 0.018713±0.0011, RMSE: 0.934878±0.0013, NOVELTY: 0.004946±0.0000, AVERAGE_POPULARITY: 0.804750±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.626963±0.0006, DIVERSITY_HERFINDAHL: 0.962680±0.0001, COVERAGE_ITEM: 0.012998±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129819±0.0025, SHANNON_ENTROPY: 5.312757±0.0016, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1274, 'shrink': 1639, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.468868800769341, 'tversky_beta': 0.6685922013704296} - results: ROC_AUC: 0.028687±0.0015, PRECISION: 0.004393±0.0002, PRECISION_RECALL_MIN_DEN: 0.043926±0.0021, RECALL: 0.043926±0.0021, MAP: 0.019934±0.0013, MRR: 0.019934±0.0013, NDCG: 0.025514±0.0015, F1: 0.007987±0.0004, HIT_RATE: 0.043926±0.0021, ARHR: 0.019934±0.0013, RMSE: 0.966292±0.0008, NOVELTY: 0.004995±0.0000, AVERAGE_POPULARITY: 0.767410±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.709931±0.0011, DIVERSITY_HERFINDAHL: 0.970975±0.0001, COVERAGE_ITEM: 0.020481±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121449±0.0016, SHANNON_ENTROPY: 5.822589±0.0056, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 382, 'shrink': 603, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.6933330546405299, 'tversky_beta': 0.6021334759827125} - results: ROC_AUC: 0.031003±0.0022, PRECISION: 0.004829±0.0002, PRECISION_RECALL_MIN_DEN: 0.048288±0.0022, RECALL: 0.048288±0.0022, MAP: 0.021382±0.0015, MRR: 0.021382±0.0015, NDCG: 0.027630±0.0016, F1: 0.008780±0.0004, HIT_RATE: 0.048288±0.0022, ARHR: 0.021382±0.0015, RMSE: 0.961442±0.0011, NOVELTY: 0.005118±0.0000, AVERAGE_POPULARITY: 0.684892±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.835834±0.0005, DIVERSITY_HERFINDAHL: 0.983562±0.0001, COVERAGE_ITEM: 0.043255±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126742±0.0009, SHANNON_ENTROPY: 6.861545±0.0065, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 523, 'shrink': 1819, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.25434445724615645, 'tversky_beta': 1.7644549989913705} - results: ROC_AUC: 0.030366±0.0021, PRECISION: 0.004727±0.0003, PRECISION_RECALL_MIN_DEN: 0.047274±0.0033, RECALL: 0.047274±0.0033, MAP: 0.020842±0.0014, MRR: 0.020842±0.0014, NDCG: 0.026981±0.0018, F1: 0.008595±0.0006, HIT_RATE: 0.047274±0.0033, ARHR: 0.020842±0.0014, RMSE: 0.981551±0.0006, NOVELTY: 0.005081±0.0000, AVERAGE_POPULARITY: 0.707986±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.809482±0.0004, DIVERSITY_HERFINDAHL: 0.980928±0.0000, COVERAGE_ITEM: 0.035620±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123768±0.0007, SHANNON_ENTROPY: 6.580159±0.0013, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 2294, 'shrink': 63, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9337423939694587, 'tversky_beta': 0.2478842824800132} - results: ROC_AUC: 0.029002±0.0014, PRECISION: 0.004337±0.0001, PRECISION_RECALL_MIN_DEN: 0.043368±0.0013, RECALL: 0.043368±0.0013, MAP: 0.020206±0.0012, MRR: 0.020206±0.0012, NDCG: 0.025609±0.0012, F1: 0.007885±0.0002, HIT_RATE: 0.043368±0.0013, ARHR: 0.020206±0.0012, RMSE: 0.781068±0.0059, NOVELTY: 0.004963±0.0000, AVERAGE_POPULARITY: 0.792808±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.675776±0.0008, DIVERSITY_HERFINDAHL: 0.967560±0.0001, COVERAGE_ITEM: 0.014891±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134596±0.0018, SHANNON_ENTROPY: 5.561960±0.0031, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.004069±0.0003, PRECISION: 0.000791±0.0001, PRECISION_RECALL_MIN_DEN: 0.007913±0.0008, RECALL: 0.007913±0.0008, MAP: 0.002393±0.0002, MRR: 0.002393±0.0002, NDCG: 0.003660±0.0003, F1: 0.001439±0.0001, HIT_RATE: 0.007913±0.0008, ARHR: 0.002393±0.0002, RMSE: 0.997804±0.0001, NOVELTY: 0.006849±0.0001, AVERAGE_POPULARITY: 0.126274±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.922801±0.0010, DIVERSITY_HERFINDAHL: 0.992257±0.0001, COVERAGE_ITEM: 0.353771±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.288529±0.0015, SHANNON_ENTROPY: 10.026576±0.0201, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 218, 'shrink': 1896, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.13507890571731165, 'tversky_beta': 0.08538107235484606} - results: ROC_AUC: 0.029346±0.0023, PRECISION: 0.004514±0.0003, PRECISION_RECALL_MIN_DEN: 0.045143±0.0033, RECALL: 0.045143±0.0033, MAP: 0.020295±0.0017, MRR: 0.020295±0.0017, NDCG: 0.026069±0.0020, F1: 0.008208±0.0006, HIT_RATE: 0.045143±0.0033, ARHR: 0.020295±0.0017, RMSE: 0.989101±0.0004, NOVELTY: 0.005210±0.0000, AVERAGE_POPULARITY: 0.629628±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.885211±0.0005, DIVERSITY_HERFINDAHL: 0.988499±0.0000, COVERAGE_ITEM: 0.062676±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138044±0.0011, SHANNON_ENTROPY: 7.462595±0.0062, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 2937, 'shrink': 1911, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8251738326472458, 'tversky_beta': 1.842661841530118} - results: ROC_AUC: 0.025874±0.0006, PRECISION: 0.003901±0.0002, PRECISION_RECALL_MIN_DEN: 0.039006±0.0015, RECALL: 0.039006±0.0015, MAP: 0.017877±0.0008, MRR: 0.017877±0.0008, NDCG: 0.022804±0.0009, F1: 0.007092±0.0003, HIT_RATE: 0.039006±0.0015, ARHR: 0.017877±0.0008, RMSE: 0.961218±0.0008, NOVELTY: 0.004936±0.0000, AVERAGE_POPULARITY: 0.812778±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.606464±0.0013, DIVERSITY_HERFINDAHL: 0.960631±0.0001, COVERAGE_ITEM: 0.011235±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137348±0.0022, SHANNON_ENTROPY: 5.193066±0.0035, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2958, 'shrink': 1952, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0029296921529415884, 'tversky_beta': 0.14888872554483681} - results: ROC_AUC: 0.025632±0.0007, PRECISION: 0.003911±0.0001, PRECISION_RECALL_MIN_DEN: 0.039107±0.0014, RECALL: 0.039107±0.0014, MAP: 0.017790±0.0009, MRR: 0.017790±0.0009, NDCG: 0.022753±0.0009, F1: 0.007110±0.0002, HIT_RATE: 0.039107±0.0014, ARHR: 0.017790±0.0009, RMSE: 0.957317±0.0009, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813435±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.602374±0.0013, DIVERSITY_HERFINDAHL: 0.960222±0.0001, COVERAGE_ITEM: 0.010868±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139649±0.0024, SHANNON_ENTROPY: 5.169738±0.0022, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 42, 'shrink': 1932, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.17026169612161193, 'tversky_beta': 0.002780158458931315} - results: ROC_AUC: 0.019810±0.0028, PRECISION: 0.003165±0.0004, PRECISION_RECALL_MIN_DEN: 0.031651±0.0041, RECALL: 0.031651±0.0041, MAP: 0.012895±0.0020, MRR: 0.012895±0.0020, NDCG: 0.017258±0.0025, F1: 0.005755±0.0007, HIT_RATE: 0.031651±0.0041, ARHR: 0.012895±0.0020, RMSE: 0.996908±0.0002, NOVELTY: 0.005702±0.0000, AVERAGE_POPULARITY: 0.416993±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.970186±0.0001, DIVERSITY_HERFINDAHL: 0.996994±0.0000, COVERAGE_ITEM: 0.195101±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.220015±0.0005, SHANNON_ENTROPY: 9.670357±0.0091, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 132, 'shrink': 1858, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.890523872438048, 'tversky_beta': 0.020153911431284314} - results: ROC_AUC: 0.028016±0.0025, PRECISION: 0.004301±0.0003, PRECISION_RECALL_MIN_DEN: 0.043013±0.0035, RECALL: 0.043013±0.0035, MAP: 0.019356±0.0018, MRR: 0.019356±0.0018, NDCG: 0.024858±0.0021, F1: 0.007821±0.0006, HIT_RATE: 0.043013±0.0035, ARHR: 0.019356±0.0018, RMSE: 0.992642±0.0003, NOVELTY: 0.005318±0.0000, AVERAGE_POPULARITY: 0.571827±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.919874±0.0004, DIVERSITY_HERFINDAHL: 0.991964±0.0000, COVERAGE_ITEM: 0.088954±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152906±0.0006, SHANNON_ENTROPY: 8.067716±0.0071, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 2965, 'shrink': 1865, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9471070766980667, 'tversky_beta': 1.9420111834393552} - results: ROC_AUC: 0.025908±0.0007, PRECISION: 0.003911±0.0001, PRECISION_RECALL_MIN_DEN: 0.039107±0.0013, RECALL: 0.039107±0.0013, MAP: 0.017915±0.0008, MRR: 0.017915±0.0008, NDCG: 0.022856±0.0009, F1: 0.007110±0.0002, HIT_RATE: 0.039107±0.0013, ARHR: 0.017915±0.0008, RMSE: 0.960473±0.0008, NOVELTY: 0.004936±0.0000, AVERAGE_POPULARITY: 0.813225±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.605507±0.0013, DIVERSITY_HERFINDAHL: 0.960535±0.0001, COVERAGE_ITEM: 0.011041±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139126±0.0016, SHANNON_ENTROPY: 5.187386±0.0031, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 2967, 'shrink': 1968, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.06251001975572003, 'tversky_beta': 0.022658541922021772} - results: ROC_AUC: 0.025649±0.0007, PRECISION: 0.003880±0.0001, PRECISION_RECALL_MIN_DEN: 0.038803±0.0014, RECALL: 0.038803±0.0014, MAP: 0.017722±0.0009, MRR: 0.017722±0.0009, NDCG: 0.022637±0.0010, F1: 0.007055±0.0003, HIT_RATE: 0.038803±0.0014, ARHR: 0.017722±0.0009, RMSE: 0.957572±0.0009, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813436±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.602464±0.0013, DIVERSITY_HERFINDAHL: 0.960231±0.0001, COVERAGE_ITEM: 0.010900±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139237±0.0022, SHANNON_ENTROPY: 5.169706±0.0020, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 18, 'shrink': 249, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.045389613814389, 'tversky_beta': 0.09653449381496595} - results: ROC_AUC: 0.013475±0.0018, PRECISION: 0.002115±0.0002, PRECISION_RECALL_MIN_DEN: 0.021151±0.0022, RECALL: 0.021151±0.0022, MAP: 0.008692±0.0012, MRR: 0.008692±0.0012, NDCG: 0.011600±0.0014, F1: 0.003846±0.0004, HIT_RATE: 0.021151±0.0022, ARHR: 0.008692±0.0012, RMSE: 0.992455±0.0007, NOVELTY: 0.006129±0.0000, AVERAGE_POPULARITY: 0.296169±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.987955±0.0001, DIVERSITY_HERFINDAHL: 0.998770±0.0000, COVERAGE_ITEM: 0.317459±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.302108±0.0012, SHANNON_ENTROPY: 10.912408±0.0085, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2632, 'shrink': 1941, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9831973005490715, 'tversky_beta': 1.9676319607567307} - results: ROC_AUC: 0.026398±0.0010, PRECISION: 0.004017±0.0002, PRECISION_RECALL_MIN_DEN: 0.040172±0.0016, RECALL: 0.040172±0.0016, MAP: 0.018390±0.0010, MRR: 0.018390±0.0010, NDCG: 0.023458±0.0011, F1: 0.007304±0.0003, HIT_RATE: 0.040172±0.0016, ARHR: 0.018390±0.0010, RMSE: 0.963714±0.0007, NOVELTY: 0.004942±0.0000, AVERAGE_POPULARITY: 0.807792±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.619879±0.0005, DIVERSITY_HERFINDAHL: 0.961972±0.0001, COVERAGE_ITEM: 0.012328±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132589±0.0022, SHANNON_ENTROPY: 5.270934±0.0027, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 92, 'shrink': 1992, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.7617575562310044, 'tversky_beta': 0.018284221950219285} - results: ROC_AUC: 0.025570±0.0025, PRECISION: 0.004012±0.0003, PRECISION_RECALL_MIN_DEN: 0.040122±0.0034, RECALL: 0.040122±0.0034, MAP: 0.017351±0.0019, MRR: 0.017351±0.0019, NDCG: 0.022642±0.0021, F1: 0.007295±0.0006, HIT_RATE: 0.040122±0.0034, ARHR: 0.017351±0.0019, RMSE: 0.994682±0.0003, NOVELTY: 0.005415±0.0000, AVERAGE_POPULARITY: 0.526546±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.939465±0.0004, DIVERSITY_HERFINDAHL: 0.993923±0.0000, COVERAGE_ITEM: 0.115069±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.168607±0.0004, SHANNON_ENTROPY: 8.543858±0.0093, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 2976, 'shrink': 1992, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.6734628849295414, 'tversky_beta': 1.9979782386552765} - results: ROC_AUC: 0.025857±0.0006, PRECISION: 0.003921±0.0001, PRECISION_RECALL_MIN_DEN: 0.039209±0.0012, RECALL: 0.039209±0.0012, MAP: 0.017932±0.0008, MRR: 0.017932±0.0008, NDCG: 0.022888±0.0008, F1: 0.007129±0.0002, HIT_RATE: 0.039209±0.0012, ARHR: 0.017932±0.0008, RMSE: 0.962384±0.0007, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813445±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.604249±0.0010, DIVERSITY_HERFINDAHL: 0.960410±0.0001, COVERAGE_ITEM: 0.011008±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138938±0.0021, SHANNON_ENTROPY: 5.180837±0.0023, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.024601±0.0004, PRECISION: 0.003622±0.0001, PRECISION_RECALL_MIN_DEN: 0.036216±0.0009, RECALL: 0.036216±0.0009, MAP: 0.017359±0.0006, MRR: 0.017359±0.0006, NDCG: 0.021764±0.0006, F1: 0.006585±0.0002, HIT_RATE: 0.036216±0.0009, ARHR: 0.017359±0.0006, RMSE: 0.956612±0.0009, NOVELTY: 0.004919±0.0000, AVERAGE_POPULARITY: 0.826979±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.561042±0.0016, DIVERSITY_HERFINDAHL: 0.956090±0.0002, COVERAGE_ITEM: 0.009267±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142399±0.0016, SHANNON_ENTROPY: 4.973002±0.0038, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 205, 'shrink': 32, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9950817386891015, 'tversky_beta': 1.9445900425272842} - results: ROC_AUC: 0.029425±0.0029, PRECISION: 0.004656±0.0003, PRECISION_RECALL_MIN_DEN: 0.046564±0.0030, RECALL: 0.046564±0.0030, MAP: 0.019949±0.0018, MRR: 0.019949±0.0018, NDCG: 0.026123±0.0021, F1: 0.008466±0.0005, HIT_RATE: 0.046564±0.0030, ARHR: 0.019949±0.0018, RMSE: 0.936684±0.0012, NOVELTY: 0.005245±0.0000, AVERAGE_POPULARITY: 0.606762±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.900021±0.0006, DIVERSITY_HERFINDAHL: 0.989979±0.0001, COVERAGE_ITEM: 0.065034±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147165±0.0007, SHANNON_ENTROPY: 7.644596±0.0050, 
