SearchBayesianSkopt: New best config found. Config 0: {'topK': 2891, 'shrink': 1, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5217546579681989, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0206282, PRECISION: 0.0037975, PRECISION_RECALL_MIN_DEN: 0.0379747, RECALL: 0.0379747, MAP: 0.0123730, MRR: 0.0123730, NDCG: 0.0182662, F1: 0.0069045, HIT_RATE: 0.0379747, ARHR: 0.0123730, RMSE: 26.4486835, NOVELTY: 0.0053212, AVERAGE_POPULARITY: 0.6916731, DIVERSITY_MEAN_INTER_LIST: 0.7661590, DIVERSITY_HERFINDAHL: 0.9765755, COVERAGE_ITEM: 0.0072452, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3214409, SHANNON_ENTROPY: 5.8378799, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1987, 'shrink': 2424, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5360373212143911, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0233240, PRECISION: 0.0043249, PRECISION_RECALL_MIN_DEN: 0.0432489, RECALL: 0.0432489, MAP: 0.0143006, MRR: 0.0143006, NDCG: 0.0209602, F1: 0.0078634, HIT_RATE: 0.0432489, ARHR: 0.0143006, RMSE: 0.9927743, NOVELTY: 0.0049291, AVERAGE_POPULARITY: 0.8282773, DIVERSITY_MEAN_INTER_LIST: 0.6603825, DIVERSITY_HERFINDAHL: 0.9660034, COVERAGE_ITEM: 0.0045418, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3387168, SHANNON_ENTROPY: 5.2193823, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2008, 'shrink': 663, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8232391843520648, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0185771, PRECISION: 0.0035865, PRECISION_RECALL_MIN_DEN: 0.0358650, RECALL: 0.0358650, MAP: 0.0111226, MRR: 0.0111226, NDCG: 0.0167767, F1: 0.0065209, HIT_RATE: 0.0358650, ARHR: 0.0111226, RMSE: 0.8912675, NOVELTY: 0.0053954, AVERAGE_POPULARITY: 0.6671160, DIVERSITY_MEAN_INTER_LIST: 0.7937363, DIVERSITY_HERFINDAHL: 0.9793318, COVERAGE_ITEM: 0.0077859, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3315103, SHANNON_ENTROPY: 5.9829106, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1448, 'shrink': 1088, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6542069441431723, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0220347, PRECISION: 0.0037975, PRECISION_RECALL_MIN_DEN: 0.0379747, RECALL: 0.0379747, MAP: 0.0135534, MRR: 0.0135534, NDCG: 0.0192201, F1: 0.0069045, HIT_RATE: 0.0379747, ARHR: 0.0135534, RMSE: 0.9874027, NOVELTY: 0.0049520, AVERAGE_POPULARITY: 0.8130849, DIVERSITY_MEAN_INTER_LIST: 0.6921063, DIVERSITY_HERFINDAHL: 0.9691741, COVERAGE_ITEM: 0.0080022, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2192557, SHANNON_ENTROPY: 5.4149267, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 126, 'shrink': 975, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3164780845693569, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0074426, PRECISION: 0.0013713, PRECISION_RECALL_MIN_DEN: 0.0137131, RECALL: 0.0137131, MAP: 0.0039848, MRR: 0.0039848, NDCG: 0.0062361, F1: 0.0024933, HIT_RATE: 0.0137131, ARHR: 0.0039848, RMSE: 0.9932872, NOVELTY: 0.0066774, AVERAGE_POPULARITY: 0.2809553, DIVERSITY_MEAN_INTER_LIST: 0.6602142, DIVERSITY_HERFINDAHL: 0.9659866, COVERAGE_ITEM: 0.0300622, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1292306, SHANNON_ENTROPY: 6.0381407, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1060, 'shrink': 1594, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.15657863663996177, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0159986, PRECISION: 0.0033228, PRECISION_RECALL_MIN_DEN: 0.0332278, RECALL: 0.0332278, MAP: 0.0105563, MRR: 0.0105563, NDCG: 0.0156833, F1: 0.0060414, HIT_RATE: 0.0332278, ARHR: 0.0105563, RMSE: 0.8762223, NOVELTY: 0.0051778, AVERAGE_POPULARITY: 0.7026160, DIVERSITY_MEAN_INTER_LIST: 0.8113871, DIVERSITY_HERFINDAHL: 0.9810959, COVERAGE_ITEM: 0.0145985, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2289870, SHANNON_ENTROPY: 6.3407587, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 93, 'shrink': 2750, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9082000967252346, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0046296, PRECISION: 0.0008439, PRECISION_RECALL_MIN_DEN: 0.0084388, RECALL: 0.0084388, MAP: 0.0025645, MRR: 0.0025645, NDCG: 0.0039297, F1: 0.0015343, HIT_RATE: 0.0084388, ARHR: 0.0025645, RMSE: 0.9983374, NOVELTY: 0.0068643, AVERAGE_POPULARITY: 0.2335242, DIVERSITY_MEAN_INTER_LIST: 0.5938402, DIVERSITY_HERFINDAHL: 0.9593527, COVERAGE_ITEM: 0.0341173, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1169456, SHANNON_ENTROPY: 5.8408921, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 497, 'shrink': 2105, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.486853434762539, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0116620, PRECISION: 0.0022679, PRECISION_RECALL_MIN_DEN: 0.0226793, RECALL: 0.0226793, MAP: 0.0066799, MRR: 0.0066799, NDCG: 0.0103472, F1: 0.0041235, HIT_RATE: 0.0226793, ARHR: 0.0066799, RMSE: 0.9554036, NOVELTY: 0.0057928, AVERAGE_POPULARITY: 0.5110392, DIVERSITY_MEAN_INTER_LIST: 0.8593870, DIVERSITY_HERFINDAHL: 0.9858934, COVERAGE_ITEM: 0.0240606, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1947340, SHANNON_ENTROPY: 6.7989191, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1647, 'shrink': 1507, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.18755438022297227, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0233826, PRECISION: 0.0046414, PRECISION_RECALL_MIN_DEN: 0.0464135, RECALL: 0.0464135, MAP: 0.0141028, MRR: 0.0141028, NDCG: 0.0214777, F1: 0.0084388, HIT_RATE: 0.0464135, ARHR: 0.0141028, RMSE: 0.8463286, NOVELTY: 0.0050051, AVERAGE_POPULARITY: 0.7657057, DIVERSITY_MEAN_INTER_LIST: 0.7447638, DIVERSITY_HERFINDAHL: 0.9744371, COVERAGE_ITEM: 0.0051906, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4093827, SHANNON_ENTROPY: 5.6980435, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1711, 'shrink': 146, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3376328552917303, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0191045, PRECISION: 0.0034810, PRECISION_RECALL_MIN_DEN: 0.0348101, RECALL: 0.0348101, MAP: 0.0117813, MRR: 0.0117813, NDCG: 0.0170698, F1: 0.0063291, HIT_RATE: 0.0348101, ARHR: 0.0117813, RMSE: 0.8002586, NOVELTY: 0.0054187, AVERAGE_POPULARITY: 0.6569751, DIVERSITY_MEAN_INTER_LIST: 0.8035670, DIVERSITY_HERFINDAHL: 0.9803143, COVERAGE_ITEM: 0.0101649, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2692195, SHANNON_ENTROPY: 6.0699604, 
SearchBayesianSkopt: New best config found. Config 39: {'topK': 3882, 'shrink': 1982, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6852675211606513, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0269573, PRECISION: 0.0047996, PRECISION_RECALL_MIN_DEN: 0.0479958, RECALL: 0.0479958, MAP: 0.0160654, MRR: 0.0160654, NDCG: 0.0234439, F1: 0.0087265, HIT_RATE: 0.0479958, ARHR: 0.0160654, RMSE: 0.8049981, NOVELTY: 0.0049613, AVERAGE_POPULARITY: 0.8017597, DIVERSITY_MEAN_INTER_LIST: 0.6678334, DIVERSITY_HERFINDAHL: 0.9667481, COVERAGE_ITEM: 0.0031360, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5030823, SHANNON_ENTROPY: 5.2487606, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 2436, 'shrink': 2094, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06647314989852095, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0245546, PRECISION: 0.0046414, PRECISION_RECALL_MIN_DEN: 0.0464135, RECALL: 0.0464135, MAP: 0.0145963, MRR: 0.0145963, NDCG: 0.0218922, F1: 0.0084388, HIT_RATE: 0.0464135, ARHR: 0.0145963, RMSE: 0.8239646, NOVELTY: 0.0049651, AVERAGE_POPULARITY: 0.7983338, DIVERSITY_MEAN_INTER_LIST: 0.7049358, DIVERSITY_HERFINDAHL: 0.9704564, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4388383, SHANNON_ENTROPY: 5.4094645, 
SearchBayesianSkopt: New best config found. Config 41: {'topK': 2349, 'shrink': 843, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3403395949805859, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0272504, PRECISION: 0.0045886, PRECISION_RECALL_MIN_DEN: 0.0458861, RECALL: 0.0458861, MAP: 0.0162263, MRR: 0.0162263, NDCG: 0.0231467, F1: 0.0083429, HIT_RATE: 0.0458861, ARHR: 0.0162263, RMSE: 0.7359907, NOVELTY: 0.0049842, AVERAGE_POPULARITY: 0.7820551, DIVERSITY_MEAN_INTER_LIST: 0.7216761, DIVERSITY_HERFINDAHL: 0.9721295, COVERAGE_ITEM: 0.0039470, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4785109, SHANNON_ENTROPY: 5.5153194, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 2600, 'shrink': 2174, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2019942788270452, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0184599, PRECISION: 0.0035338, PRECISION_RECALL_MIN_DEN: 0.0353376, RECALL: 0.0353376, MAP: 0.0110320, MRR: 0.0110320, NDCG: 0.0165896, F1: 0.0064250, HIT_RATE: 0.0353376, ARHR: 0.0110320, RMSE: 0.9910040, NOVELTY: 0.0052963, AVERAGE_POPULARITY: 0.7250214, DIVERSITY_MEAN_INTER_LIST: 0.7125713, DIVERSITY_HERFINDAHL: 0.9712196, COVERAGE_ITEM: 0.0051365, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3591618, SHANNON_ENTROPY: 5.4790431, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 3103, 'shrink': 642, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.237155277932182, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0238514, PRECISION: 0.0043776, PRECISION_RECALL_MIN_DEN: 0.0437764, RECALL: 0.0437764, MAP: 0.0150616, MRR: 0.0150616, NDCG: 0.0216562, F1: 0.0079593, HIT_RATE: 0.0437764, ARHR: 0.0150616, RMSE: 0.8692833, NOVELTY: 0.0049713, AVERAGE_POPULARITY: 0.7937380, DIVERSITY_MEAN_INTER_LIST: 0.6995039, DIVERSITY_HERFINDAHL: 0.9699135, COVERAGE_ITEM: 0.0052447, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3411263, SHANNON_ENTROPY: 5.4506497, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 504, 'shrink': 2568, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4568662474160571, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0138303, PRECISION: 0.0025316, PRECISION_RECALL_MIN_DEN: 0.0253165, RECALL: 0.0253165, MAP: 0.0078208, MRR: 0.0078208, NDCG: 0.0118623, F1: 0.0046030, HIT_RATE: 0.0253165, ARHR: 0.0078208, RMSE: 0.9662163, NOVELTY: 0.0056857, AVERAGE_POPULARITY: 0.5404140, DIVERSITY_MEAN_INTER_LIST: 0.8793168, DIVERSITY_HERFINDAHL: 0.9878853, COVERAGE_ITEM: 0.0291971, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1982621, SHANNON_ENTROPY: 7.0669926, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1005, 'shrink': 240, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8012222538936962, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0179325, PRECISION: 0.0034810, PRECISION_RECALL_MIN_DEN: 0.0348101, RECALL: 0.0348101, MAP: 0.0113265, MRR: 0.0113265, NDCG: 0.0166800, F1: 0.0063291, HIT_RATE: 0.0348101, ARHR: 0.0113265, RMSE: 0.8455755, NOVELTY: 0.0050942, AVERAGE_POPULARITY: 0.7567055, DIVERSITY_MEAN_INTER_LIST: 0.7479009, DIVERSITY_HERFINDAHL: 0.9747506, COVERAGE_ITEM: 0.0101108, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2265099, SHANNON_ENTROPY: 5.8103479, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3226, 'shrink': 901, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.42708764768108465, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0254923, PRECISION: 0.0045359, PRECISION_RECALL_MIN_DEN: 0.0453586, RECALL: 0.0453586, MAP: 0.0160271, MRR: 0.0160271, NDCG: 0.0227618, F1: 0.0082470, HIT_RATE: 0.0453586, ARHR: 0.0160271, RMSE: 0.8911474, NOVELTY: 0.0049098, AVERAGE_POPULARITY: 0.8466942, DIVERSITY_MEAN_INTER_LIST: 0.5868034, DIVERSITY_HERFINDAHL: 0.9586494, COVERAGE_ITEM: 0.0025412, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4904844, SHANNON_ENTROPY: 4.8889544, 
SearchBayesianSkopt: New best config found. Config 47: {'topK': 3993, 'shrink': 981, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7660616784926226, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0266643, PRECISION: 0.0046414, PRECISION_RECALL_MIN_DEN: 0.0464135, RECALL: 0.0464135, MAP: 0.0173253, MRR: 0.0173253, NDCG: 0.0240355, F1: 0.0084388, HIT_RATE: 0.0464135, ARHR: 0.0173253, RMSE: 0.7010141, NOVELTY: 0.0049607, AVERAGE_POPULARITY: 0.8016435, DIVERSITY_MEAN_INTER_LIST: 0.6764008, DIVERSITY_HERFINDAHL: 0.9676044, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4584996, SHANNON_ENTROPY: 5.2829661, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 958, 'shrink': 43, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8731128492110896, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0192218, PRECISION: 0.0034283, PRECISION_RECALL_MIN_DEN: 0.0342827, RECALL: 0.0342827, MAP: 0.0125988, MRR: 0.0125988, NDCG: 0.0175568, F1: 0.0062332, HIT_RATE: 0.0342827, ARHR: 0.0125988, RMSE: 1.0801991, NOVELTY: 0.0055394, AVERAGE_POPULARITY: 0.6450564, DIVERSITY_MEAN_INTER_LIST: 0.7649162, DIVERSITY_HERFINDAHL: 0.9764513, COVERAGE_ITEM: 0.0074074, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2935402, SHANNON_ENTROPY: 5.6999546, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 3525, 'shrink': 1305, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6330011416437438, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0229723, PRECISION: 0.0042194, PRECISION_RECALL_MIN_DEN: 0.0421941, RECALL: 0.0421941, MAP: 0.0142453, MRR: 0.0142453, NDCG: 0.0206614, F1: 0.0076717, HIT_RATE: 0.0421941, ARHR: 0.0142453, RMSE: 0.9196272, NOVELTY: 0.0052065, AVERAGE_POPULARITY: 0.7633438, DIVERSITY_MEAN_INTER_LIST: 0.6474201, DIVERSITY_HERFINDAHL: 0.9647079, COVERAGE_ITEM: 0.0031901, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4652989, SHANNON_ENTROPY: 5.1483578, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1814, 'shrink': 480, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6577986595012928, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0192218, PRECISION: 0.0034810, PRECISION_RECALL_MIN_DEN: 0.0348101, RECALL: 0.0348101, MAP: 0.0121798, MRR: 0.0121798, NDCG: 0.0173710, F1: 0.0063291, HIT_RATE: 0.0348101, ARHR: 0.0121798, RMSE: 0.8631780, NOVELTY: 0.0054013, AVERAGE_POPULARITY: 0.6628333, DIVERSITY_MEAN_INTER_LIST: 0.8000689, DIVERSITY_HERFINDAHL: 0.9799647, COVERAGE_ITEM: 0.0089213, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2996003, SHANNON_ENTROPY: 6.0365425, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3274, 'shrink': 2709, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7436246943130778, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0191632, PRECISION: 0.0039557, PRECISION_RECALL_MIN_DEN: 0.0395570, RECALL: 0.0395570, MAP: 0.0115123, MRR: 0.0115123, NDCG: 0.0178744, F1: 0.0071922, HIT_RATE: 0.0395570, ARHR: 0.0115123, RMSE: 0.9915244, NOVELTY: 0.0052204, AVERAGE_POPULARITY: 0.7506348, DIVERSITY_MEAN_INTER_LIST: 0.6875209, DIVERSITY_HERFINDAHL: 0.9687158, COVERAGE_ITEM: 0.0043255, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3972821, SHANNON_ENTROPY: 5.3765889, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 333, 'shrink': 1383, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.24257647676102484, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0114862, PRECISION: 0.0021097, PRECISION_RECALL_MIN_DEN: 0.0210970, RECALL: 0.0210970, MAP: 0.0061133, MRR: 0.0061133, NDCG: 0.0095809, F1: 0.0038358, HIT_RATE: 0.0210970, ARHR: 0.0061133, RMSE: 0.9880468, NOVELTY: 0.0059520, AVERAGE_POPULARITY: 0.4888007, DIVERSITY_MEAN_INTER_LIST: 0.8232870, DIVERSITY_HERFINDAHL: 0.9822853, COVERAGE_ITEM: 0.0271425, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1521693, SHANNON_ENTROPY: 6.5323223, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 876, 'shrink': 664, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2865293988770324, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0167604, PRECISION: 0.0030591, PRECISION_RECALL_MIN_DEN: 0.0305907, RECALL: 0.0305907, MAP: 0.0104096, MRR: 0.0104096, NDCG: 0.0150424, F1: 0.0055619, HIT_RATE: 0.0305907, ARHR: 0.0104096, RMSE: 0.8162701, NOVELTY: 0.0053276, AVERAGE_POPULARITY: 0.6496400, DIVERSITY_MEAN_INTER_LIST: 0.8376502, DIVERSITY_HERFINDAHL: 0.9837208, COVERAGE_ITEM: 0.0194107, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2045341, SHANNON_ENTROPY: 6.5833921, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 1148, 'shrink': 527, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3088409737309206, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0195734, PRECISION: 0.0033228, PRECISION_RECALL_MIN_DEN: 0.0332278, RECALL: 0.0332278, MAP: 0.0136894, MRR: 0.0136894, NDCG: 0.0181687, F1: 0.0060414, HIT_RATE: 0.0332278, ARHR: 0.0136894, RMSE: 0.9042719, NOVELTY: 0.0051293, AVERAGE_POPULARITY: 0.7161354, DIVERSITY_MEAN_INTER_LIST: 0.8120477, DIVERSITY_HERFINDAHL: 0.9811619, COVERAGE_ITEM: 0.0159503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2040345, SHANNON_ENTROPY: 6.3052821, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 1212, 'shrink': 1124, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.584684926145115, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0220347, PRECISION: 0.0036920, PRECISION_RECALL_MIN_DEN: 0.0369198, RECALL: 0.0369198, MAP: 0.0147273, MRR: 0.0147273, NDCG: 0.0198285, F1: 0.0067127, HIT_RATE: 0.0369198, ARHR: 0.0147273, RMSE: 0.9512909, NOVELTY: 0.0049988, AVERAGE_POPULARITY: 0.7979467, DIVERSITY_MEAN_INTER_LIST: 0.7024683, DIVERSITY_HERFINDAHL: 0.9702098, COVERAGE_ITEM: 0.0076237, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2377704, SHANNON_ENTROPY: 5.4690178, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 2663, 'shrink': 2749, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5597657779569833, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0262541, PRECISION: 0.0044304, PRECISION_RECALL_MIN_DEN: 0.0443038, RECALL: 0.0443038, MAP: 0.0160593, MRR: 0.0160593, NDCG: 0.0226080, F1: 0.0080552, HIT_RATE: 0.0443038, ARHR: 0.0160593, RMSE: 0.9661541, NOVELTY: 0.0049117, AVERAGE_POPULARITY: 0.8442820, DIVERSITY_MEAN_INTER_LIST: 0.6091061, DIVERSITY_HERFINDAHL: 0.9608785, COVERAGE_ITEM: 0.0029197, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4474473, SHANNON_ENTROPY: 4.9604556, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 3297, 'shrink': 1581, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0725500700362531, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0195734, PRECISION: 0.0037447, PRECISION_RECALL_MIN_DEN: 0.0374473, RECALL: 0.0374473, MAP: 0.0110508, MRR: 0.0110508, NDCG: 0.0171112, F1: 0.0068086, HIT_RATE: 0.0374473, ARHR: 0.0110508, RMSE: 0.9350374, NOVELTY: 0.0052625, AVERAGE_POPULARITY: 0.7173208, DIVERSITY_MEAN_INTER_LIST: 0.7494081, DIVERSITY_HERFINDAHL: 0.9749013, COVERAGE_ITEM: 0.0064342, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3375624, SHANNON_ENTROPY: 5.7343466, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1063, 'shrink': 1004, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6575086691227836, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0186943, PRECISION: 0.0033755, PRECISION_RECALL_MIN_DEN: 0.0337553, RECALL: 0.0337553, MAP: 0.0124841, MRR: 0.0124841, NDCG: 0.0173339, F1: 0.0061373, HIT_RATE: 0.0337553, ARHR: 0.0124841, RMSE: 0.8146555, NOVELTY: 0.0051621, AVERAGE_POPULARITY: 0.7098430, DIVERSITY_MEAN_INTER_LIST: 0.8076106, DIVERSITY_HERFINDAHL: 0.9807185, COVERAGE_ITEM: 0.0124899, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2420159, SHANNON_ENTROPY: 6.2111548, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 2958, 'shrink': 1293, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.387329557275817, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0233826, PRECISION: 0.0043249, PRECISION_RECALL_MIN_DEN: 0.0432489, RECALL: 0.0432489, MAP: 0.0144816, MRR: 0.0144816, NDCG: 0.0210876, F1: 0.0078634, HIT_RATE: 0.0432489, ARHR: 0.0144816, RMSE: 0.7692276, NOVELTY: 0.0052663, AVERAGE_POPULARITY: 0.7115818, DIVERSITY_MEAN_INTER_LIST: 0.7415901, DIVERSITY_HERFINDAHL: 0.9741199, COVERAGE_ITEM: 0.0058394, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3553449, SHANNON_ENTROPY: 5.6516663, 
