SearchBayesianSkopt: New best config found. Config 0: {'topK': 2065, 'shrink': 736, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7095567431542407, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419337, PRECISION: 0.0077686, PRECISION_RECALL_MIN_DEN: 0.0293388, RECALL: 0.0293388, MAP: 0.0109033, MRR: 0.0271460, NDCG: 0.0200413, F1: 0.0122844, HIT_RATE: 0.0776860, ARHR: 0.0277856, RMSE: 0.8001754, NOVELTY: 0.0050177, AVERAGE_POPULARITY: 0.7643450, DIVERSITY_MEAN_INTER_LIST: 0.7595630, DIVERSITY_HERFINDAHL: 0.9759406, COVERAGE_ITEM: 0.0060557, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3701711, SHANNON_ENTROPY: 5.7802861, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 2855, 'shrink': 2878, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.031904934458708796, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0416033, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0303375, RECALL: 0.0303375, MAP: 0.0105094, MRR: 0.0265174, NDCG: 0.0199486, F1: 0.0125523, HIT_RATE: 0.0791322, ARHR: 0.0272433, RMSE: 0.9691166, NOVELTY: 0.0049703, AVERAGE_POPULARITY: 0.8023459, DIVERSITY_MEAN_INTER_LIST: 0.6829636, DIVERSITY_HERFINDAHL: 0.9682823, COVERAGE_ITEM: 0.0067586, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2551423, SHANNON_ENTROPY: 5.3924294, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 3034, 'shrink': 498, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4365637084011689, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0440386, PRECISION: 0.0080785, PRECISION_RECALL_MIN_DEN: 0.0308196, RECALL: 0.0308196, MAP: 0.0113858, MRR: 0.0286114, NDCG: 0.0210008, F1: 0.0128015, HIT_RATE: 0.0807851, ARHR: 0.0293233, RMSE: 0.7491130, NOVELTY: 0.0049992, AVERAGE_POPULARITY: 0.7770948, DIVERSITY_MEAN_INTER_LIST: 0.7135530, DIVERSITY_HERFINDAHL: 0.9713406, COVERAGE_ITEM: 0.0042174, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4473224, SHANNON_ENTROPY: 5.5209549, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 3888, 'shrink': 2414, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8022603943136775, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0419253, PRECISION: 0.0076860, PRECISION_RECALL_MIN_DEN: 0.0288567, RECALL: 0.0288567, MAP: 0.0104255, MRR: 0.0262173, NDCG: 0.0194878, F1: 0.0121388, HIT_RATE: 0.0768595, ARHR: 0.0268540, RMSE: 0.9664698, NOVELTY: 0.0049283, AVERAGE_POPULARITY: 0.8411075, DIVERSITY_MEAN_INTER_LIST: 0.5837869, DIVERSITY_HERFINDAHL: 0.9583666, COVERAGE_ITEM: 0.0027575, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4580141, SHANNON_ENTROPY: 4.9141305, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 713, 'shrink': 141, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.48998339940431823, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0388149, PRECISION: 0.0073967, PRECISION_RECALL_MIN_DEN: 0.0280303, RECALL: 0.0280303, MAP: 0.0098540, MRR: 0.0248368, NDCG: 0.0186024, F1: 0.0117047, HIT_RATE: 0.0739669, ARHR: 0.0253653, RMSE: 0.9641776, NOVELTY: 0.0050439, AVERAGE_POPULARITY: 0.7483381, DIVERSITY_MEAN_INTER_LIST: 0.7837760, DIVERSITY_HERFINDAHL: 0.9783614, COVERAGE_ITEM: 0.0160584, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1812336, SHANNON_ENTROPY: 6.1304037, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 3980, 'shrink': 440, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.816037168903016, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0441706, PRECISION: 0.0083058, PRECISION_RECALL_MIN_DEN: 0.0315083, RECALL: 0.0315083, MAP: 0.0113115, MRR: 0.0286058, NDCG: 0.0211748, F1: 0.0131462, HIT_RATE: 0.0830579, ARHR: 0.0292562, RMSE: 0.7435263, NOVELTY: 0.0049846, AVERAGE_POPULARITY: 0.7892416, DIVERSITY_MEAN_INTER_LIST: 0.6893470, DIVERSITY_HERFINDAHL: 0.9689205, COVERAGE_ITEM: 0.0037307, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4571092, SHANNON_ENTROPY: 5.3643280, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 2995, 'shrink': 2606, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0199275701558672, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0406931, PRECISION: 0.0077273, PRECISION_RECALL_MIN_DEN: 0.0295110, RECALL: 0.0295110, MAP: 0.0105128, MRR: 0.0260355, NDCG: 0.0196223, F1: 0.0122476, HIT_RATE: 0.0772727, ARHR: 0.0266372, RMSE: 0.8982759, NOVELTY: 0.0049877, AVERAGE_POPULARITY: 0.7881404, DIVERSITY_MEAN_INTER_LIST: 0.7152309, DIVERSITY_HERFINDAHL: 0.9715083, COVERAGE_ITEM: 0.0043796, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4265783, SHANNON_ENTROPY: 5.5084035, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 2177, 'shrink': 1381, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2899929036815407, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0399754, PRECISION: 0.0071488, PRECISION_RECALL_MIN_DEN: 0.0269972, RECALL: 0.0269972, MAP: 0.0100682, MRR: 0.0248552, NDCG: 0.0184710, F1: 0.0113042, HIT_RATE: 0.0714876, ARHR: 0.0255008, RMSE: 0.8664866, NOVELTY: 0.0051670, AVERAGE_POPULARITY: 0.7167172, DIVERSITY_MEAN_INTER_LIST: 0.7899449, DIVERSITY_HERFINDAHL: 0.9789782, COVERAGE_ITEM: 0.0163828, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1848003, SHANNON_ENTROPY: 6.1861741, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 2305, 'shrink': 574, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.617511635826406, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0379620, PRECISION: 0.0073554, PRECISION_RECALL_MIN_DEN: 0.0280992, RECALL: 0.0280992, MAP: 0.0095171, MRR: 0.0243322, NDCG: 0.0183176, F1: 0.0116589, HIT_RATE: 0.0735537, ARHR: 0.0247505, RMSE: 0.9002615, NOVELTY: 0.0051835, AVERAGE_POPULARITY: 0.7053483, DIVERSITY_MEAN_INTER_LIST: 0.7587803, DIVERSITY_HERFINDAHL: 0.9758623, COVERAGE_ITEM: 0.0165450, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1771389, SHANNON_ENTROPY: 6.0847255, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 3263, 'shrink': 630, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1693564780663703, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0421748, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0301309, RECALL: 0.0301309, MAP: 0.0108022, MRR: 0.0267351, NDCG: 0.0201292, F1: 0.0125345, HIT_RATE: 0.0791322, ARHR: 0.0273603, RMSE: 0.7300675, NOVELTY: 0.0049848, AVERAGE_POPULARITY: 0.7908210, DIVERSITY_MEAN_INTER_LIST: 0.7085727, DIVERSITY_HERFINDAHL: 0.9708426, COVERAGE_ITEM: 0.0043796, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4174481, SHANNON_ENTROPY: 5.4746962, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1289, 'shrink': 2771, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7238594217653295, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0403542, PRECISION: 0.0077893, PRECISION_RECALL_MIN_DEN: 0.0293733, RECALL: 0.0293733, MAP: 0.0101841, MRR: 0.0254718, NDCG: 0.0193328, F1: 0.0123133, HIT_RATE: 0.0778926, ARHR: 0.0262073, RMSE: 0.9547375, NOVELTY: 0.0050821, AVERAGE_POPULARITY: 0.7197585, DIVERSITY_MEAN_INTER_LIST: 0.7981546, DIVERSITY_HERFINDAHL: 0.9797990, COVERAGE_ITEM: 0.0082725, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3425448, SHANNON_ENTROPY: 6.1188841, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1280, 'shrink': 1041, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5697675872986117, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0380825, PRECISION: 0.0073140, PRECISION_RECALL_MIN_DEN: 0.0277893, RECALL: 0.0277893, MAP: 0.0098333, MRR: 0.0247662, NDCG: 0.0184909, F1: 0.0115802, HIT_RATE: 0.0731405, ARHR: 0.0253185, RMSE: 0.8973178, NOVELTY: 0.0051310, AVERAGE_POPULARITY: 0.6871004, DIVERSITY_MEAN_INTER_LIST: 0.8397302, DIVERSITY_HERFINDAHL: 0.9839557, COVERAGE_ITEM: 0.0121114, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3000970, SHANNON_ENTROPY: 6.4807433, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 1787, 'shrink': 1633, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0389495934701796, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0389118, PRECISION: 0.0074380, PRECISION_RECALL_MIN_DEN: 0.0280647, RECALL: 0.0280647, MAP: 0.0100211, MRR: 0.0251026, NDCG: 0.0187757, F1: 0.0117594, HIT_RATE: 0.0743802, ARHR: 0.0257586, RMSE: 0.8997851, NOVELTY: 0.0050372, AVERAGE_POPULARITY: 0.7482907, DIVERSITY_MEAN_INTER_LIST: 0.7867758, DIVERSITY_HERFINDAHL: 0.9786613, COVERAGE_ITEM: 0.0075155, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3331443, SHANNON_ENTROPY: 5.9454500, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 598, 'shrink': 1813, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0869290936576297, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0303131, PRECISION: 0.0054545, PRECISION_RECALL_MIN_DEN: 0.0206612, RECALL: 0.0206612, MAP: 0.0077028, MRR: 0.0199672, NDCG: 0.0142508, F1: 0.0086306, HIT_RATE: 0.0545455, ARHR: 0.0203422, RMSE: 0.9885912, NOVELTY: 0.0056731, AVERAGE_POPULARITY: 0.5355031, DIVERSITY_MEAN_INTER_LIST: 0.8855761, DIVERSITY_HERFINDAHL: 0.9885393, COVERAGE_ITEM: 0.0425520, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1562857, SHANNON_ENTROPY: 7.2259810, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2249, 'shrink': 1006, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0336652071695838, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0396465, PRECISION: 0.0074174, PRECISION_RECALL_MIN_DEN: 0.0284091, RECALL: 0.0284091, MAP: 0.0097033, MRR: 0.0247151, NDCG: 0.0186140, F1: 0.0117634, HIT_RATE: 0.0741736, ARHR: 0.0251021, RMSE: 0.9321153, NOVELTY: 0.0051722, AVERAGE_POPULARITY: 0.7177810, DIVERSITY_MEAN_INTER_LIST: 0.7718230, DIVERSITY_HERFINDAHL: 0.9771664, COVERAGE_ITEM: 0.0163828, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1864300, SHANNON_ENTROPY: 6.1515439, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 3363, 'shrink': 1785, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07903101792165536, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0443811, PRECISION: 0.0084298, PRECISION_RECALL_MIN_DEN: 0.0323691, RECALL: 0.0323691, MAP: 0.0108914, MRR: 0.0274538, NDCG: 0.0209637, F1: 0.0133760, HIT_RATE: 0.0842975, ARHR: 0.0280839, RMSE: 0.9520325, NOVELTY: 0.0049798, AVERAGE_POPULARITY: 0.7933794, DIVERSITY_MEAN_INTER_LIST: 0.6530013, DIVERSITY_HERFINDAHL: 0.9652866, COVERAGE_ITEM: 0.0058935, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2630984, SHANNON_ENTROPY: 5.2318714, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 3840, 'shrink': 1678, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.102513181887097, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0422879, PRECISION: 0.0080372, PRECISION_RECALL_MIN_DEN: 0.0301997, RECALL: 0.0301997, MAP: 0.0104435, MRR: 0.0263682, NDCG: 0.0199253, F1: 0.0126956, HIT_RATE: 0.0803719, ARHR: 0.0268927, RMSE: 0.8288149, NOVELTY: 0.0049844, AVERAGE_POPULARITY: 0.7923930, DIVERSITY_MEAN_INTER_LIST: 0.7016107, DIVERSITY_HERFINDAHL: 0.9701466, COVERAGE_ITEM: 0.0039470, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4589960, SHANNON_ENTROPY: 5.4500113, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3477, 'shrink': 1461, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1462358934410237, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0422178, PRECISION: 0.0078512, PRECISION_RECALL_MIN_DEN: 0.0299931, RECALL: 0.0299931, MAP: 0.0103276, MRR: 0.0256762, NDCG: 0.0196406, F1: 0.0124448, HIT_RATE: 0.0785124, ARHR: 0.0263080, RMSE: 0.9560208, NOVELTY: 0.0049376, AVERAGE_POPULARITY: 0.8318673, DIVERSITY_MEAN_INTER_LIST: 0.6205246, DIVERSITY_HERFINDAHL: 0.9620396, COVERAGE_ITEM: 0.0029197, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4681180, SHANNON_ENTROPY: 5.0367736, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 412, 'shrink': 886, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7960415770228608, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0332587, PRECISION: 0.0065083, PRECISION_RECALL_MIN_DEN: 0.0246212, RECALL: 0.0246212, MAP: 0.0082151, MRR: 0.0211311, NDCG: 0.0159593, F1: 0.0102952, HIT_RATE: 0.0650826, ARHR: 0.0214627, RMSE: 0.9966141, NOVELTY: 0.0051532, AVERAGE_POPULARITY: 0.6861546, DIVERSITY_MEAN_INTER_LIST: 0.8464593, DIVERSITY_HERFINDAHL: 0.9846284, COVERAGE_ITEM: 0.0337388, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1448004, SHANNON_ENTROPY: 6.7952616, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 991, 'shrink': 631, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3315400193746194, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0371226, PRECISION: 0.0069421, PRECISION_RECALL_MIN_DEN: 0.0263430, RECALL: 0.0263430, MAP: 0.0096175, MRR: 0.0242527, NDCG: 0.0178418, F1: 0.0109885, HIT_RATE: 0.0694215, ARHR: 0.0248455, RMSE: 0.8886485, NOVELTY: 0.0052382, AVERAGE_POPULARITY: 0.6317010, DIVERSITY_MEAN_INTER_LIST: 0.8684081, DIVERSITY_HERFINDAHL: 0.9868229, COVERAGE_ITEM: 0.0157340, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2960179, SHANNON_ENTROPY: 6.8289667, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 915, 'shrink': 2129, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3288745204716808, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0338083, PRECISION: 0.0062810, PRECISION_RECALL_MIN_DEN: 0.0235537, RECALL: 0.0235537, MAP: 0.0088112, MRR: 0.0221247, NDCG: 0.0161955, F1: 0.0099174, HIT_RATE: 0.0628099, ARHR: 0.0227563, RMSE: 0.9610185, NOVELTY: 0.0055916, AVERAGE_POPULARITY: 0.5442599, DIVERSITY_MEAN_INTER_LIST: 0.8760193, DIVERSITY_HERFINDAHL: 0.9875838, COVERAGE_ITEM: 0.0150311, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3044305, SHANNON_ENTROPY: 6.8218554, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1286, 'shrink': 2332, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06473965977552544, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0383545, PRECISION: 0.0075207, PRECISION_RECALL_MIN_DEN: 0.0285468, RECALL: 0.0285468, MAP: 0.0095684, MRR: 0.0239388, NDCG: 0.0184233, F1: 0.0119050, HIT_RATE: 0.0752066, ARHR: 0.0245710, RMSE: 0.9839982, NOVELTY: 0.0051123, AVERAGE_POPULARITY: 0.7117054, DIVERSITY_MEAN_INTER_LIST: 0.7872689, DIVERSITY_HERFINDAHL: 0.9787106, COVERAGE_ITEM: 0.0211949, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1523496, SHANNON_ENTROPY: 6.2392637, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1033, 'shrink': 1747, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4775917528059527, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0392002, PRECISION: 0.0075000, PRECISION_RECALL_MIN_DEN: 0.0285124, RECALL: 0.0285124, MAP: 0.0099778, MRR: 0.0247629, NDCG: 0.0188002, F1: 0.0118761, HIT_RATE: 0.0750000, ARHR: 0.0255196, RMSE: 0.9836741, NOVELTY: 0.0049981, AVERAGE_POPULARITY: 0.7787610, DIVERSITY_MEAN_INTER_LIST: 0.7520534, DIVERSITY_HERFINDAHL: 0.9751898, COVERAGE_ITEM: 0.0057313, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3694269, SHANNON_ENTROPY: 5.6934695, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 385, 'shrink': 2930, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2626270711885499, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0244878, PRECISION: 0.0045041, PRECISION_RECALL_MIN_DEN: 0.0170799, RECALL: 0.0170799, MAP: 0.0061307, MRR: 0.0154832, NDCG: 0.0114919, F1: 0.0071284, HIT_RATE: 0.0450413, ARHR: 0.0157767, RMSE: 0.9893558, NOVELTY: 0.0060581, AVERAGE_POPULARITY: 0.3912177, DIVERSITY_MEAN_INTER_LIST: 0.9197635, DIVERSITY_HERFINDAHL: 0.9919574, COVERAGE_ITEM: 0.0482833, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2071086, SHANNON_ENTROPY: 7.8374920, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 2041, 'shrink': 2648, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8014470035651546, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0423052, PRECISION: 0.0079752, PRECISION_RECALL_MIN_DEN: 0.0304752, RECALL: 0.0304752, MAP: 0.0104797, MRR: 0.0264022, NDCG: 0.0199861, F1: 0.0126421, HIT_RATE: 0.0797521, ARHR: 0.0270273, RMSE: 0.9945700, NOVELTY: 0.0049480, AVERAGE_POPULARITY: 0.8219057, DIVERSITY_MEAN_INTER_LIST: 0.6514053, DIVERSITY_HERFINDAHL: 0.9651271, COVERAGE_ITEM: 0.0061098, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2524293, SHANNON_ENTROPY: 5.2258633, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 920, 'shrink': 150, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8988363187054393, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0350407, PRECISION: 0.0065909, PRECISION_RECALL_MIN_DEN: 0.0248967, RECALL: 0.0248967, MAP: 0.0084861, MRR: 0.0216071, NDCG: 0.0163093, F1: 0.0104226, HIT_RATE: 0.0659091, ARHR: 0.0221179, RMSE: 0.9571953, NOVELTY: 0.0054041, AVERAGE_POPULARITY: 0.6626988, DIVERSITY_MEAN_INTER_LIST: 0.7921550, DIVERSITY_HERFINDAHL: 0.9791991, COVERAGE_ITEM: 0.0125980, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2198331, SHANNON_ENTROPY: 6.0768960, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 3388, 'shrink': 548, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04318519719989001, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0403633, PRECISION: 0.0078306, PRECISION_RECALL_MIN_DEN: 0.0295799, RECALL: 0.0295799, MAP: 0.0102421, MRR: 0.0256257, NDCG: 0.0194473, F1: 0.0123830, HIT_RATE: 0.0783058, ARHR: 0.0262370, RMSE: 0.7210558, NOVELTY: 0.0049702, AVERAGE_POPULARITY: 0.8039085, DIVERSITY_MEAN_INTER_LIST: 0.6800174, DIVERSITY_HERFINDAHL: 0.9679877, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4687635, SHANNON_ENTROPY: 5.3119022, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1592, 'shrink': 2555, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.624677856058518, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0379118, PRECISION: 0.0069628, PRECISION_RECALL_MIN_DEN: 0.0264118, RECALL: 0.0264118, MAP: 0.0092374, MRR: 0.0236467, NDCG: 0.0175683, F1: 0.0110204, HIT_RATE: 0.0696281, ARHR: 0.0240378, RMSE: 0.9795309, NOVELTY: 0.0053640, AVERAGE_POPULARITY: 0.6655253, DIVERSITY_MEAN_INTER_LIST: 0.8058257, DIVERSITY_HERFINDAHL: 0.9805659, COVERAGE_ITEM: 0.0208164, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1656415, SHANNON_ENTROPY: 6.3486858, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 3628, 'shrink': 1881, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11991407193852302, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0432322, PRECISION: 0.0085124, PRECISION_RECALL_MIN_DEN: 0.0321970, RECALL: 0.0321970, MAP: 0.0115150, MRR: 0.0289585, NDCG: 0.0215257, F1: 0.0134649, HIT_RATE: 0.0851240, ARHR: 0.0296201, RMSE: 0.8625908, NOVELTY: 0.0049741, AVERAGE_POPULARITY: 0.7994485, DIVERSITY_MEAN_INTER_LIST: 0.6645000, DIVERSITY_HERFINDAHL: 0.9664363, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4566698, SHANNON_ENTROPY: 5.2790392, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 3973, 'shrink': 2510, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3056308422169814, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0435149, PRECISION: 0.0087190, PRECISION_RECALL_MIN_DEN: 0.0329890, RECALL: 0.0329890, MAP: 0.0113631, MRR: 0.0285531, NDCG: 0.0216054, F1: 0.0137926, HIT_RATE: 0.0871901, ARHR: 0.0292651, RMSE: 0.8907324, NOVELTY: 0.0049688, AVERAGE_POPULARITY: 0.8038503, DIVERSITY_MEAN_INTER_LIST: 0.6577959, DIVERSITY_HERFINDAHL: 0.9657660, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4417161, SHANNON_ENTROPY: 5.2296375, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 1450, 'shrink': 1865, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5160987915207368, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0407685, PRECISION: 0.0076653, PRECISION_RECALL_MIN_DEN: 0.0288912, RECALL: 0.0288912, MAP: 0.0103763, MRR: 0.0261643, NDCG: 0.0194313, F1: 0.0121160, HIT_RATE: 0.0766529, ARHR: 0.0266998, RMSE: 0.9793844, NOVELTY: 0.0049724, AVERAGE_POPULARITY: 0.7998338, DIVERSITY_MEAN_INTER_LIST: 0.7096734, DIVERSITY_HERFINDAHL: 0.9709527, COVERAGE_ITEM: 0.0047040, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3786364, SHANNON_ENTROPY: 5.4292404, 
