SearchBayesianSkopt: New best config found. Config 0: {'num_factors': 377, 'regularization': 0.024969122281077442, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 77.53165645311009} - results: ROC_AUC: 0.0248662, PRECISION: 0.0038716, PRECISION_RECALL_MIN_DEN: 0.0387158, RECALL: 0.0387158, MAP: 0.0153567, MRR: 0.0153567, NDCG: 0.0208394, F1: 0.0070392, HIT_RATE: 0.0387158, ARHR: 0.0153567, RMSE: 0.8777848, NOVELTY: 0.0059935, AVERAGE_POPULARITY: 0.2748989, DIVERSITY_MEAN_INTER_LIST: 0.9899894, DIVERSITY_HERFINDAHL: 0.9989756, COVERAGE_ITEM: 0.1690187, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3469226, SHANNON_ENTROPY: 10.4966685, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'num_factors': 542, 'regularization': 195.23029248277257, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 23.34214316254687} - results: ROC_AUC: 0.0370633, PRECISION: 0.0061379, PRECISION_RECALL_MIN_DEN: 0.0613787, RECALL: 0.0613787, MAP: 0.0240848, MRR: 0.0240848, NDCG: 0.0327179, F1: 0.0111598, HIT_RATE: 0.0613787, ARHR: 0.0240848, RMSE: 0.8317784, NOVELTY: 0.0053463, AVERAGE_POPULARITY: 0.5270540, DIVERSITY_MEAN_INTER_LIST: 0.9437838, DIVERSITY_HERFINDAHL: 0.9943561, COVERAGE_ITEM: 0.0398486, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2730066, SHANNON_ENTROPY: 8.0659192, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.095294736625827} - results: ROC_AUC: 0.0352009, PRECISION: 0.0051936, PRECISION_RECALL_MIN_DEN: 0.0519358, RECALL: 0.0519358, MAP: 0.0235972, MRR: 0.0235972, NDCG: 0.0302546, F1: 0.0094429, HIT_RATE: 0.0519358, ARHR: 0.0235972, RMSE: 0.9439025, NOVELTY: 0.0061660, AVERAGE_POPULARITY: 0.1985885, DIVERSITY_MEAN_INTER_LIST: 0.9921141, DIVERSITY_HERFINDAHL: 0.9991880, COVERAGE_ITEM: 0.1346310, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4645137, SHANNON_ENTROPY: 10.5860421, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'num_factors': 336, 'regularization': 0.010710014037294853, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.010310791462077357} - results: ROC_AUC: 0.0118823, PRECISION: 0.0017469, PRECISION_RECALL_MIN_DEN: 0.0174693, RECALL: 0.0174693, MAP: 0.0080689, MRR: 0.0080689, NDCG: 0.0102809, F1: 0.0031762, HIT_RATE: 0.0174693, ARHR: 0.0080689, RMSE: 0.9998138, NOVELTY: 0.0058056, AVERAGE_POPULARITY: 0.2848859, DIVERSITY_MEAN_INTER_LIST: 0.9403805, DIVERSITY_HERFINDAHL: 0.9940158, COVERAGE_ITEM: 0.0327115, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3027526, SHANNON_ENTROPY: 7.9358097, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.20230093165944} - results: ROC_AUC: 0.0356206, PRECISION: 0.0053824, PRECISION_RECALL_MIN_DEN: 0.0538244, RECALL: 0.0538244, MAP: 0.0239200, MRR: 0.0239200, NDCG: 0.0309185, F1: 0.0097862, HIT_RATE: 0.0538244, ARHR: 0.0239200, RMSE: 0.9438012, NOVELTY: 0.0061633, AVERAGE_POPULARITY: 0.1995526, DIVERSITY_MEAN_INTER_LIST: 0.9920904, DIVERSITY_HERFINDAHL: 0.9991856, COVERAGE_ITEM: 0.1365234, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4575053, SHANNON_ENTROPY: 10.5862688, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.259564091051885} - results: ROC_AUC: 0.0366436, PRECISION: 0.0053116, PRECISION_RECALL_MIN_DEN: 0.0531161, RECALL: 0.0531161, MAP: 0.0252994, MRR: 0.0252994, NDCG: 0.0318295, F1: 0.0096575, HIT_RATE: 0.0531161, ARHR: 0.0252994, RMSE: 0.9433732, NOVELTY: 0.0061634, AVERAGE_POPULARITY: 0.1995533, DIVERSITY_MEAN_INTER_LIST: 0.9920799, DIVERSITY_HERFINDAHL: 0.9991846, COVERAGE_ITEM: 0.1352257, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4619134, SHANNON_ENTROPY: 10.5855099, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.21914017063843} - results: ROC_AUC: 0.0359354, PRECISION: 0.0053116, PRECISION_RECALL_MIN_DEN: 0.0531161, RECALL: 0.0531161, MAP: 0.0246454, MRR: 0.0246454, NDCG: 0.0313146, F1: 0.0096575, HIT_RATE: 0.0531161, ARHR: 0.0246454, RMSE: 0.9435367, NOVELTY: 0.0061639, AVERAGE_POPULARITY: 0.1994932, DIVERSITY_MEAN_INTER_LIST: 0.9920712, DIVERSITY_HERFINDAHL: 0.9991837, COVERAGE_ITEM: 0.1352257, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4607835, SHANNON_ENTROPY: 10.5818041, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.22926602134666} - results: ROC_AUC: 0.0355419, PRECISION: 0.0052408, PRECISION_RECALL_MIN_DEN: 0.0524079, RECALL: 0.0524079, MAP: 0.0240732, MRR: 0.0240732, NDCG: 0.0307308, F1: 0.0095287, HIT_RATE: 0.0524079, ARHR: 0.0240732, RMSE: 0.9428394, NOVELTY: 0.0061668, AVERAGE_POPULARITY: 0.1988073, DIVERSITY_MEAN_INTER_LIST: 0.9921354, DIVERSITY_HERFINDAHL: 0.9991901, COVERAGE_ITEM: 0.1365775, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4606727, SHANNON_ENTROPY: 10.5959456, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'num_factors': 546, 'regularization': 181.27984167368442, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 96.12186615263725} - results: ROC_AUC: 0.0360665, PRECISION: 0.0057365, PRECISION_RECALL_MIN_DEN: 0.0573654, RECALL: 0.0573654, MAP: 0.0230266, MRR: 0.0230266, NDCG: 0.0310383, F1: 0.0104301, HIT_RATE: 0.0573654, ARHR: 0.0230266, RMSE: 0.8199067, NOVELTY: 0.0056679, AVERAGE_POPULARITY: 0.3938712, DIVERSITY_MEAN_INTER_LIST: 0.9761047, DIVERSITY_HERFINDAHL: 0.9975874, COVERAGE_ITEM: 0.1117059, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2689419, SHANNON_ENTROPY: 9.4719366, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'num_factors': 301, 'regularization': 177.28176033352534, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 15.51776611936974} - results: ROC_AUC: 0.0338370, PRECISION: 0.0054297, PRECISION_RECALL_MIN_DEN: 0.0542965, RECALL: 0.0542965, MAP: 0.0217272, MRR: 0.0217272, NDCG: 0.0293167, F1: 0.0098721, HIT_RATE: 0.0542965, ARHR: 0.0217272, RMSE: 0.8562180, NOVELTY: 0.0052371, AVERAGE_POPULARITY: 0.5845136, DIVERSITY_MEAN_INTER_LIST: 0.9211240, DIVERSITY_HERFINDAHL: 0.9920907, COVERAGE_ITEM: 0.0250879, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2882598, SHANNON_ENTROPY: 7.4884229, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'num_factors': 538, 'regularization': 0.010018654066462752, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 90.23746878995293} - results: ROC_AUC: 0.0272532, PRECISION: 0.0043201, PRECISION_RECALL_MIN_DEN: 0.0432011, RECALL: 0.0432011, MAP: 0.0181926, MRR: 0.0181926, NDCG: 0.0240028, F1: 0.0078548, HIT_RATE: 0.0432011, ARHR: 0.0181926, RMSE: 0.9065664, NOVELTY: 0.0062122, AVERAGE_POPULARITY: 0.2219623, DIVERSITY_MEAN_INTER_LIST: 0.9930942, DIVERSITY_HERFINDAHL: 0.9992860, COVERAGE_ITEM: 0.2277372, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3640470, SHANNON_ENTROPY: 10.9956601, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.60412837163122} - results: ROC_AUC: 0.0353845, PRECISION: 0.0054060, PRECISION_RECALL_MIN_DEN: 0.0540604, RECALL: 0.0540604, MAP: 0.0238309, MRR: 0.0238309, NDCG: 0.0308876, F1: 0.0098292, HIT_RATE: 0.0540604, ARHR: 0.0238309, RMSE: 0.9418400, NOVELTY: 0.0061632, AVERAGE_POPULARITY: 0.2009039, DIVERSITY_MEAN_INTER_LIST: 0.9921610, DIVERSITY_HERFINDAHL: 0.9991927, COVERAGE_ITEM: 0.1380914, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4578509, SHANNON_ENTROPY: 10.6043261, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'num_factors': 509, 'regularization': 193.2095316331448, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.010021494237097162} - results: ROC_AUC: 0.0000000, PRECISION: 0.0000000, PRECISION_RECALL_MIN_DEN: 0.0000000, RECALL: 0.0000000, MAP: 0.0000000, MRR: 0.0000000, NDCG: 0.0000000, F1: 0.0000000, HIT_RATE: 0.0000000, ARHR: 0.0000000, RMSE: 1.0000000, NOVELTY: 0.0084627, AVERAGE_POPULARITY: 0.0090001, DIVERSITY_MEAN_INTER_LIST: 0.0022065, DIVERSITY_HERFINDAHL: 0.9002206, COVERAGE_ITEM: 0.0006488, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.8470073, SHANNON_ENTROPY: 3.3308979, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.711604120478765} - results: ROC_AUC: 0.0340993, PRECISION: 0.0050992, PRECISION_RECALL_MIN_DEN: 0.0509915, RECALL: 0.0509915, MAP: 0.0235391, MRR: 0.0235391, NDCG: 0.0299508, F1: 0.0092712, HIT_RATE: 0.0509915, ARHR: 0.0235391, RMSE: 0.9414684, NOVELTY: 0.0061613, AVERAGE_POPULARITY: 0.2019686, DIVERSITY_MEAN_INTER_LIST: 0.9921645, DIVERSITY_HERFINDAHL: 0.9991930, COVERAGE_ITEM: 0.1374966, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4605554, SHANNON_ENTROPY: 10.6058828, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'num_factors': 546, 'regularization': 194.2152017007814, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 21.40018166489291} - results: ROC_AUC: 0.0373256, PRECISION: 0.0059962, PRECISION_RECALL_MIN_DEN: 0.0599622, RECALL: 0.0599622, MAP: 0.0241885, MRR: 0.0241885, NDCG: 0.0325102, F1: 0.0109022, HIT_RATE: 0.0599622, ARHR: 0.0241885, RMSE: 0.8352527, NOVELTY: 0.0053171, AVERAGE_POPULARITY: 0.5417649, DIVERSITY_MEAN_INTER_LIST: 0.9386967, DIVERSITY_HERFINDAHL: 0.9938475, COVERAGE_ITEM: 0.0358475, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2739750, SHANNON_ENTROPY: 7.9221137, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'num_factors': 541, 'regularization': 192.78489912210492, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 90.95444895051882} - results: ROC_AUC: 0.0362239, PRECISION: 0.0057838, PRECISION_RECALL_MIN_DEN: 0.0578376, RECALL: 0.0578376, MAP: 0.0233420, MRR: 0.0233420, NDCG: 0.0313739, F1: 0.0105159, HIT_RATE: 0.0578376, ARHR: 0.0233420, RMSE: 0.8151091, NOVELTY: 0.0056421, AVERAGE_POPULARITY: 0.4035926, DIVERSITY_MEAN_INTER_LIST: 0.9745306, DIVERSITY_HERFINDAHL: 0.9974301, COVERAGE_ITEM: 0.1067856, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2631644, SHANNON_ENTROPY: 9.3771964, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'num_factors': 300, 'regularization': 0.010439112583125361, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 4.050174935535661} - results: ROC_AUC: 0.0336796, PRECISION: 0.0052172, PRECISION_RECALL_MIN_DEN: 0.0521719, RECALL: 0.0521719, MAP: 0.0232564, MRR: 0.0232564, NDCG: 0.0299678, F1: 0.0094858, HIT_RATE: 0.0521719, ARHR: 0.0232564, RMSE: 0.9316003, NOVELTY: 0.0058504, AVERAGE_POPULARITY: 0.2894861, DIVERSITY_MEAN_INTER_LIST: 0.9864117, DIVERSITY_HERFINDAHL: 0.9986179, COVERAGE_ITEM: 0.0838605, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4342602, SHANNON_ENTROPY: 9.8091656, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.01, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.692536453434133} - results: ROC_AUC: 0.0342829, PRECISION: 0.0050519, PRECISION_RECALL_MIN_DEN: 0.0505194, RECALL: 0.0505194, MAP: 0.0235572, MRR: 0.0235572, NDCG: 0.0298748, F1: 0.0091853, HIT_RATE: 0.0505194, ARHR: 0.0235572, RMSE: 0.9408679, NOVELTY: 0.0061621, AVERAGE_POPULARITY: 0.2017207, DIVERSITY_MEAN_INTER_LIST: 0.9921950, DIVERSITY_HERFINDAHL: 0.9991961, COVERAGE_ITEM: 0.1386321, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4578193, SHANNON_ENTROPY: 10.6096744, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'num_factors': 537, 'regularization': 196.8771789901984, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 3.1852801971392033} - results: ROC_AUC: 0.0107806, PRECISION: 0.0018886, PRECISION_RECALL_MIN_DEN: 0.0188857, RECALL: 0.0188857, MAP: 0.0063050, MRR: 0.0063050, NDCG: 0.0092245, F1: 0.0034338, HIT_RATE: 0.0188857, ARHR: 0.0063050, RMSE: 0.9899371, NOVELTY: 0.0048675, AVERAGE_POPULARITY: 0.8723315, DIVERSITY_MEAN_INTER_LIST: 0.1330368, DIVERSITY_HERFINDAHL: 0.9133005, COVERAGE_ITEM: 0.0017302, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3643846, SHANNON_ENTROPY: 3.6109014, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'num_factors': 524, 'regularization': 1.0180716022135343, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.010095306350031327} - results: ROC_AUC: 0.0106232, PRECISION: 0.0021010, PRECISION_RECALL_MIN_DEN: 0.0210104, RECALL: 0.0210104, MAP: 0.0062030, MRR: 0.0062030, NDCG: 0.0095857, F1: 0.0038201, HIT_RATE: 0.0210104, ARHR: 0.0062030, RMSE: 1.0000000, NOVELTY: 0.0048557, AVERAGE_POPULARITY: 0.8850230, DIVERSITY_MEAN_INTER_LIST: 0.1319248, DIVERSITY_HERFINDAHL: 0.9131894, COVERAGE_ITEM: 0.0017302, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3639053, SHANNON_ENTROPY: 3.6062128, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.8363514259809542, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 12.129498407435172} - results: ROC_AUC: 0.0331025, PRECISION: 0.0050992, PRECISION_RECALL_MIN_DEN: 0.0509915, RECALL: 0.0509915, MAP: 0.0224776, MRR: 0.0224776, NDCG: 0.0291149, F1: 0.0092712, HIT_RATE: 0.0509915, ARHR: 0.0224776, RMSE: 0.9243200, NOVELTY: 0.0061449, AVERAGE_POPULARITY: 0.2180781, DIVERSITY_MEAN_INTER_LIST: 0.9923844, DIVERSITY_HERFINDAHL: 0.9992150, COVERAGE_ITEM: 0.1611787, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4202476, SHANNON_ENTROPY: 10.7154123, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'num_factors': 544, 'regularization': 1.3377669641704495, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 94.92373964778761} - results: ROC_AUC: 0.0271483, PRECISION: 0.0042965, PRECISION_RECALL_MIN_DEN: 0.0429651, RECALL: 0.0429651, MAP: 0.0184509, MRR: 0.0184509, NDCG: 0.0241349, F1: 0.0078118, HIT_RATE: 0.0429651, ARHR: 0.0184509, RMSE: 0.9066386, NOVELTY: 0.0062881, AVERAGE_POPULARITY: 0.2012262, DIVERSITY_MEAN_INTER_LIST: 0.9938608, DIVERSITY_HERFINDAHL: 0.9993626, COVERAGE_ITEM: 0.2420654, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3763934, SHANNON_ENTROPY: 11.1342768, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.35620393790469074, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 8.306002187990075} - results: ROC_AUC: 0.0348075, PRECISION: 0.0053588, PRECISION_RECALL_MIN_DEN: 0.0535883, RECALL: 0.0535883, MAP: 0.0230725, MRR: 0.0230725, NDCG: 0.0302022, F1: 0.0097433, HIT_RATE: 0.0535883, ARHR: 0.0230725, RMSE: 0.9339749, NOVELTY: 0.0061529, AVERAGE_POPULARITY: 0.2107690, DIVERSITY_MEAN_INTER_LIST: 0.9923662, DIVERSITY_HERFINDAHL: 0.9992132, COVERAGE_ITEM: 0.1506894, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4381859, SHANNON_ENTROPY: 10.6736969, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'num_factors': 307, 'regularization': 0.01031983460235518, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 1.4491722095439503} - results: ROC_AUC: 0.0307418, PRECISION: 0.0044854, PRECISION_RECALL_MIN_DEN: 0.0448536, RECALL: 0.0448536, MAP: 0.0209453, MRR: 0.0209453, NDCG: 0.0265647, F1: 0.0081552, HIT_RATE: 0.0448536, ARHR: 0.0209453, RMSE: 0.9678319, NOVELTY: 0.0059339, AVERAGE_POPULARITY: 0.2360813, DIVERSITY_MEAN_INTER_LIST: 0.9826419, DIVERSITY_HERFINDAHL: 0.9982410, COVERAGE_ITEM: 0.0563936, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4903027, SHANNON_ENTROPY: 9.3690326, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'num_factors': 544, 'regularization': 0.010227676144225512, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.9465032788318112} - results: ROC_AUC: 0.0280663, PRECISION: 0.0038244, PRECISION_RECALL_MIN_DEN: 0.0382436, RECALL: 0.0382436, MAP: 0.0192241, MRR: 0.0192241, NDCG: 0.0237555, F1: 0.0069534, HIT_RATE: 0.0382436, ARHR: 0.0192241, RMSE: 0.9816830, NOVELTY: 0.0062294, AVERAGE_POPULARITY: 0.1578448, DIVERSITY_MEAN_INTER_LIST: 0.9842517, DIVERSITY_HERFINDAHL: 0.9984019, COVERAGE_ITEM: 0.0689376, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4477372, SHANNON_ENTROPY: 9.5556505, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.3078421158300336, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 8.465839630624961} - results: ROC_AUC: 0.0348862, PRECISION: 0.0052880, PRECISION_RECALL_MIN_DEN: 0.0528801, RECALL: 0.0528801, MAP: 0.0235653, MRR: 0.0235653, NDCG: 0.0304031, F1: 0.0096146, HIT_RATE: 0.0528801, ARHR: 0.0235653, RMSE: 0.9328240, NOVELTY: 0.0061534, AVERAGE_POPULARITY: 0.2111116, DIVERSITY_MEAN_INTER_LIST: 0.9923559, DIVERSITY_HERFINDAHL: 0.9992122, COVERAGE_ITEM: 0.1526899, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4337134, SHANNON_ENTROPY: 10.6792270, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'num_factors': 550, 'regularization': 0.27717210843126744, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 8.293584923919804} - results: ROC_AUC: 0.0342304, PRECISION: 0.0051700, PRECISION_RECALL_MIN_DEN: 0.0516997, RECALL: 0.0516997, MAP: 0.0229872, MRR: 0.0229872, NDCG: 0.0296944, F1: 0.0093999, HIT_RATE: 0.0516997, ARHR: 0.0229872, RMSE: 0.9338452, NOVELTY: 0.0061546, AVERAGE_POPULARITY: 0.2104937, DIVERSITY_MEAN_INTER_LIST: 0.9923905, DIVERSITY_HERFINDAHL: 0.9992156, COVERAGE_ITEM: 0.1515004, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4381604, SHANNON_ENTROPY: 10.6816357, 
