SearchBayesianSkopt: New best config found. Config 0: {'topK': 147, 'shrink': 290, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8726812031091364, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1095841, PRECISION: 0.0173843, PRECISION_RECALL_MIN_DEN: 0.0579477, RECALL: 0.0579477, MAP: 0.0289440, MRR: 0.0795703, NDCG: 0.0490002, F1: 0.0267451, HIT_RATE: 0.1738432, ARHR: 0.0831182, RMSE: 0.9622719, NOVELTY: 0.0055772, AVERAGE_POPULARITY: 0.4720734, DIVERSITY_MEAN_INTER_LIST: 0.9454864, DIVERSITY_HERFINDAHL: 0.9945428, COVERAGE_ITEM: 0.4240606, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1056284, SHANNON_ENTROPY: 9.1215374, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 249, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0850431, PRECISION: 0.0138012, PRECISION_RECALL_MIN_DEN: 0.0460040, RECALL: 0.0460040, MAP: 0.0219702, MRR: 0.0614456, NDCG: 0.0380013, F1: 0.0212326, HIT_RATE: 0.1380120, ARHR: 0.0636415, RMSE: 0.9410724, NOVELTY: 0.0051468, AVERAGE_POPULARITY: 0.7307693, DIVERSITY_MEAN_INTER_LIST: 0.7185369, DIVERSITY_HERFINDAHL: 0.9718492, COVERAGE_ITEM: 0.2975399, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0503648, SHANNON_ENTROPY: 6.4558699, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 1000, 'shrink': 174, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0845733, PRECISION: 0.0139062, PRECISION_RECALL_MIN_DEN: 0.0463541, RECALL: 0.0463541, MAP: 0.0219620, MRR: 0.0614267, NDCG: 0.0380881, F1: 0.0213942, HIT_RATE: 0.1390622, ARHR: 0.0636197, RMSE: 0.9316365, NOVELTY: 0.0051528, AVERAGE_POPULARITY: 0.7267034, DIVERSITY_MEAN_INTER_LIST: 0.7285853, DIVERSITY_HERFINDAHL: 0.9728540, COVERAGE_ITEM: 0.2980806, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0509445, SHANNON_ENTROPY: 6.5127181, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1000, 'shrink': 114, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0851628, PRECISION: 0.0140545, PRECISION_RECALL_MIN_DEN: 0.0468483, RECALL: 0.0468483, MAP: 0.0219823, MRR: 0.0614595, NDCG: 0.0382705, F1: 0.0216223, HIT_RATE: 0.1405449, ARHR: 0.0636646, RMSE: 0.9226928, NOVELTY: 0.0051658, AVERAGE_POPULARITY: 0.7192052, DIVERSITY_MEAN_INTER_LIST: 0.7451765, DIVERSITY_HERFINDAHL: 0.9745130, COVERAGE_ITEM: 0.3045688, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0524767, SHANNON_ENTROPY: 6.6140211, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1000, 'shrink': 79, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0858173, PRECISION: 0.0140668, PRECISION_RECALL_MIN_DEN: 0.0468895, RECALL: 0.0468895, MAP: 0.0219392, MRR: 0.0613594, NDCG: 0.0382524, F1: 0.0216413, HIT_RATE: 0.1406684, ARHR: 0.0635476, RMSE: 0.9177167, NOVELTY: 0.0051841, AVERAGE_POPULARITY: 0.7101615, DIVERSITY_MEAN_INTER_LIST: 0.7623206, DIVERSITY_HERFINDAHL: 0.9762274, COVERAGE_ITEM: 0.3190592, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0544943, SHANNON_ENTROPY: 6.7355209, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1000, 'shrink': 59, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0855176, PRECISION: 0.0142028, PRECISION_RECALL_MIN_DEN: 0.0473425, RECALL: 0.0473425, MAP: 0.0219267, MRR: 0.0612980, NDCG: 0.0383652, F1: 0.0218504, HIT_RATE: 0.1420276, ARHR: 0.0634885, RMSE: 0.9161483, NOVELTY: 0.0052045, AVERAGE_POPULARITY: 0.7005526, DIVERSITY_MEAN_INTER_LIST: 0.7792172, DIVERSITY_HERFINDAHL: 0.9779169, COVERAGE_ITEM: 0.3358746, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0569824, SHANNON_ENTROPY: 6.8633711, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1000, 'shrink': 48, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0853014, PRECISION: 0.0143201, PRECISION_RECALL_MIN_DEN: 0.0477338, RECALL: 0.0477338, MAP: 0.0221099, MRR: 0.0616286, NDCG: 0.0386383, F1: 0.0220310, HIT_RATE: 0.1432013, ARHR: 0.0639313, RMSE: 0.9162693, NOVELTY: 0.0052241, AVERAGE_POPULARITY: 0.6917192, DIVERSITY_MEAN_INTER_LIST: 0.7931557, DIVERSITY_HERFINDAHL: 0.9793107, COVERAGE_ITEM: 0.3510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0595908, SHANNON_ENTROPY: 6.9767456, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 1000, 'shrink': 39, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0862938, PRECISION: 0.0142645, PRECISION_RECALL_MIN_DEN: 0.0475484, RECALL: 0.0475484, MAP: 0.0220886, MRR: 0.0616307, NDCG: 0.0385900, F1: 0.0219454, HIT_RATE: 0.1426453, ARHR: 0.0639063, RMSE: 0.9172637, NOVELTY: 0.0052480, AVERAGE_POPULARITY: 0.6820610, DIVERSITY_MEAN_INTER_LIST: 0.8050210, DIVERSITY_HERFINDAHL: 0.9804971, COVERAGE_ITEM: 0.3740470, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0629317, SHANNON_ENTROPY: 7.1048158, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1004172, PRECISION: 0.0156669, PRECISION_RECALL_MIN_DEN: 0.0522230, RECALL: 0.0522230, MAP: 0.0263710, MRR: 0.0726865, NDCG: 0.0445086, F1: 0.0241029, HIT_RATE: 0.1566689, ARHR: 0.0758249, RMSE: 0.9477525, NOVELTY: 0.0064101, AVERAGE_POPULARITY: 0.2179208, DIVERSITY_MEAN_INTER_LIST: 0.9922233, DIVERSITY_HERFINDAHL: 0.9992162, COVERAGE_ITEM: 0.8480130, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3007322, SHANNON_ENTROPY: 12.0880204, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 1000, 'shrink': 608, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.22222776148211065, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1064832, PRECISION: 0.0172731, PRECISION_RECALL_MIN_DEN: 0.0575771, RECALL: 0.0575771, MAP: 0.0275867, MRR: 0.0760903, NDCG: 0.0474928, F1: 0.0265740, HIT_RATE: 0.1727312, ARHR: 0.0793647, RMSE: 0.8694826, NOVELTY: 0.0055655, AVERAGE_POPULARITY: 0.5089457, DIVERSITY_MEAN_INTER_LIST: 0.9212348, DIVERSITY_HERFINDAHL: 0.9921178, COVERAGE_ITEM: 0.6477967, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1332596, SHANNON_ENTROPY: 9.2098848, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 987, 'shrink': 497, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0991558, PRECISION: 0.0167789, PRECISION_RECALL_MIN_DEN: 0.0559297, RECALL: 0.0559297, MAP: 0.0250866, MRR: 0.0693218, NDCG: 0.0443423, F1: 0.0258137, HIT_RATE: 0.1677890, ARHR: 0.0722481, RMSE: 0.9005970, NOVELTY: 0.0055389, AVERAGE_POPULARITY: 0.5319012, DIVERSITY_MEAN_INTER_LIST: 0.9221361, DIVERSITY_HERFINDAHL: 0.9922079, COVERAGE_ITEM: 0.5040822, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1055538, SHANNON_ENTROPY: 8.8315228, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 5, 'shrink': 841, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.524366560107695, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1119675, PRECISION: 0.0173534, PRECISION_RECALL_MIN_DEN: 0.0578448, RECALL: 0.0578448, MAP: 0.0294654, MRR: 0.0808897, NDCG: 0.0495290, F1: 0.0266976, HIT_RATE: 0.1735343, ARHR: 0.0845661, RMSE: 0.9801322, NOVELTY: 0.0059341, AVERAGE_POPULARITY: 0.2952332, DIVERSITY_MEAN_INTER_LIST: 0.9832138, DIVERSITY_HERFINDAHL: 0.9983153, COVERAGE_ITEM: 0.6742903, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1739653, SHANNON_ENTROPY: 10.7388260, 
SearchBayesianSkopt: New best config found. Config 55: {'topK': 1000, 'shrink': 786, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4730337728808025, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1162846, PRECISION: 0.0187805, PRECISION_RECALL_MIN_DEN: 0.0626017, RECALL: 0.0626017, MAP: 0.0309238, MRR: 0.0843765, NDCG: 0.0524544, F1: 0.0288931, HIT_RATE: 0.1878050, ARHR: 0.0884989, RMSE: 0.8968121, NOVELTY: 0.0055889, AVERAGE_POPULARITY: 0.4775659, DIVERSITY_MEAN_INTER_LIST: 0.9278743, DIVERSITY_HERFINDAHL: 0.9927817, COVERAGE_ITEM: 0.6435253, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1388820, SHANNON_ENTROPY: 9.4278682, 
SearchBayesianSkopt: New best config found. Config 56: {'topK': 5, 'shrink': 876, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1297087, PRECISION: 0.0199852, PRECISION_RECALL_MIN_DEN: 0.0666172, RECALL: 0.0666172, MAP: 0.0348258, MRR: 0.0943240, NDCG: 0.0577748, F1: 0.0307464, HIT_RATE: 0.1998517, ARHR: 0.0992973, RMSE: 0.9849218, NOVELTY: 0.0064427, AVERAGE_POPULARITY: 0.1705165, DIVERSITY_MEAN_INTER_LIST: 0.9494514, DIVERSITY_HERFINDAHL: 0.9949393, COVERAGE_ITEM: 0.6292511, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1858935, SHANNON_ENTROPY: 10.4282412, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 317, 'shrink': 1497, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.987485214840431, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0642366, PRECISION: 0.0100636, PRECISION_RECALL_MIN_DEN: 0.0335454, RECALL: 0.0335454, MAP: 0.0161308, MRR: 0.0453511, NDCG: 0.0279127, F1: 0.0154825, HIT_RATE: 0.1006363, ARHR: 0.0468468, RMSE: 0.8541677, NOVELTY: 0.0065528, AVERAGE_POPULARITY: 0.1179481, DIVERSITY_MEAN_INTER_LIST: 0.9873545, DIVERSITY_HERFINDAHL: 0.9987294, COVERAGE_ITEM: 0.5779400, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1865521, SHANNON_ENTROPY: 10.9768527, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1000, 'shrink': 534, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1031058, PRECISION: 0.0174708, PRECISION_RECALL_MIN_DEN: 0.0582360, RECALL: 0.0582360, MAP: 0.0262463, MRR: 0.0723929, NDCG: 0.0462731, F1: 0.0268782, HIT_RATE: 0.1747081, ARHR: 0.0755176, RMSE: 0.9325981, NOVELTY: 0.0053877, AVERAGE_POPULARITY: 0.5855037, DIVERSITY_MEAN_INTER_LIST: 0.8961298, DIVERSITY_HERFINDAHL: 0.9896074, COVERAGE_ITEM: 0.3561503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0793001, SHANNON_ENTROPY: 8.1308138, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: Search complete. Best config is 56: {'topK': 5, 'shrink': 876, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'}
