SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'weighted_rank', 'multiplier_cutoff': 9, 'ITEM_CBF_CF': 0.8231119707341297, 'USER_CF': 0.7776933436581236, 'SLIM_BPR': 0.5336779598431284, 'P3ALPHA': 0.9509557077657007, 'RP3BETA': 0.24180630651460971, 'IALS': 0.16186784219781028, 'USER_ITEM_ALL': 0.26784003853788924} - results: ROC_AUC: 0.1248695, PRECISION: 0.0201273, PRECISION_RECALL_MIN_DEN: 0.0670909, RECALL: 0.0670909, MAP: 0.0326564, MRR: 0.0885498, NDCG: 0.0556582, F1: 0.0309650, HIT_RATE: 0.2012726, ARHR: 0.0931655, RMSE: 0.9818791, NOVELTY: 0.0064219, AVERAGE_POPULARITY: 0.2545893, DIVERSITY_MEAN_INTER_LIST: 0.9762030, DIVERSITY_HERFINDAHL: 0.9976143, COVERAGE_ITEM: 0.4554745, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1764946, SHANNON_ENTROPY: 10.3576391, 
SearchBayesianSkoptObject: Config 26 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 0.2065500980427774, 'USER_CF': 0.1730602925871453, 'SLIM_BPR': 0.07062369710576157, 'P3ALPHA': 0.946346875473775, 'RP3BETA': 0.04060872793153148, 'IALS': 0.4713421514350139, 'USER_ITEM_ALL': 0.024703271202129347} - results: ROC_AUC: 0.1250667, PRECISION: 0.0196269, PRECISION_RECALL_MIN_DEN: 0.0654229, RECALL: 0.0654229, MAP: 0.0330885, MRR: 0.0901427, NDCG: 0.0556427, F1: 0.0301952, HIT_RATE: 0.1962686, ARHR: 0.0946017, RMSE: 0.9818791, NOVELTY: 0.0059709, AVERAGE_POPULARITY: 0.3339889, DIVERSITY_MEAN_INTER_LIST: 0.9807507, DIVERSITY_HERFINDAHL: 0.9980690, COVERAGE_ITEM: 0.3668018, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1726969, SHANNON_ENTROPY: 10.2508652, 
SearchBayesianSkoptObject: Config 27 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 0.0, 'RP3BETA': 0.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1347048, PRECISION: 0.0216964, PRECISION_RECALL_MIN_DEN: 0.0723214, RECALL: 0.0723214, MAP: 0.0352008, MRR: 0.0949667, NDCG: 0.0599304, F1: 0.0333791, HIT_RATE: 0.2169642, ARHR: 0.1001720, RMSE: 0.9818791, NOVELTY: 0.0059262, AVERAGE_POPULARITY: 0.3295587, DIVERSITY_MEAN_INTER_LIST: 0.9808523, DIVERSITY_HERFINDAHL: 0.9980792, COVERAGE_ITEM: 0.4594755, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1575342, SHANNON_ENTROPY: 10.3514063, 
SearchBayesianSkoptObject: Config 28 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 0.007787909381064552, 'USER_CF': 0.03206381751074439, 'SLIM_BPR': 0.14072822078451644, 'P3ALPHA': 0.019191444058745403, 'RP3BETA': 0.7862656102193998, 'IALS': 0.6770630776055833, 'USER_ITEM_ALL': 0.9302940081544684} - results: ROC_AUC: 0.1314787, PRECISION: 0.0211590, PRECISION_RECALL_MIN_DEN: 0.0705298, RECALL: 0.0705298, MAP: 0.0341218, MRR: 0.0921765, NDCG: 0.0582563, F1: 0.0325522, HIT_RATE: 0.2115895, ARHR: 0.0971675, RMSE: 0.9818791, NOVELTY: 0.0058438, AVERAGE_POPULARITY: 0.3579492, DIVERSITY_MEAN_INTER_LIST: 0.9713936, DIVERSITY_HERFINDAHL: 0.9971334, COVERAGE_ITEM: 0.4037848, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1365631, SHANNON_ENTROPY: 9.8418308, 
SearchBayesianSkoptObject: Config 29 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 0.48481618875665555, 'USER_CF': 0.9420013337044812, 'SLIM_BPR': 0.07657836060614999, 'P3ALPHA': 0.9477967543316987, 'RP3BETA': 0.005818415595971072, 'IALS': 0.9950854935656421, 'USER_ITEM_ALL': 0.03138522868106309} - results: ROC_AUC: 0.1276982, PRECISION: 0.0206277, PRECISION_RECALL_MIN_DEN: 0.0687589, RECALL: 0.0687589, MAP: 0.0332532, MRR: 0.0903573, NDCG: 0.0568432, F1: 0.0317349, HIT_RATE: 0.2062766, ARHR: 0.0949585, RMSE: 0.9818791, NOVELTY: 0.0056774, AVERAGE_POPULARITY: 0.4448519, DIVERSITY_MEAN_INTER_LIST: 0.9566408, DIVERSITY_HERFINDAHL: 0.9956582, COVERAGE_ITEM: 0.2933225, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1310042, SHANNON_ENTROPY: 9.3625095, 
SearchBayesianSkoptObject: Config 30 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 2, 'ITEM_CBF_CF': 0.056827380469445146, 'USER_CF': 0.898731511201512, 'SLIM_BPR': 0.997757216446358, 'P3ALPHA': 0.9931847976228161, 'RP3BETA': 0.8246216899746712, 'IALS': 0.0320931611229437, 'USER_ITEM_ALL': 0.7607384018810076} - results: ROC_AUC: 0.1253370, PRECISION: 0.0201026, PRECISION_RECALL_MIN_DEN: 0.0670085, RECALL: 0.0670085, MAP: 0.0330275, MRR: 0.0894749, NDCG: 0.0560019, F1: 0.0309270, HIT_RATE: 0.2010255, ARHR: 0.0941849, RMSE: 0.9818791, NOVELTY: 0.0062151, AVERAGE_POPULARITY: 0.3077538, DIVERSITY_MEAN_INTER_LIST: 0.9662900, DIVERSITY_HERFINDAHL: 0.9966230, COVERAGE_ITEM: 0.3798324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1618364, SHANNON_ENTROPY: 9.9340191, 
SearchBayesianSkoptObject: Config 31 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 0.020914058400906547, 'USER_CF': 0.9911459803924152, 'SLIM_BPR': 0.9860757069013041, 'P3ALPHA': 0.9979128838125757, 'RP3BETA': 0.02859679989784803, 'IALS': 0.13960937541166843, 'USER_ITEM_ALL': 0.10285906104151601} - results: ROC_AUC: 0.1214411, PRECISION: 0.0193612, PRECISION_RECALL_MIN_DEN: 0.0645374, RECALL: 0.0645374, MAP: 0.0316418, MRR: 0.0864113, NDCG: 0.0538866, F1: 0.0297865, HIT_RATE: 0.1936122, ARHR: 0.0905884, RMSE: 0.9818791, NOVELTY: 0.0057624, AVERAGE_POPULARITY: 0.4328272, DIVERSITY_MEAN_INTER_LIST: 0.9503983, DIVERSITY_HERFINDAHL: 0.9950340, COVERAGE_ITEM: 0.3477697, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1412744, SHANNON_ENTROPY: 9.4403248, 
SearchBayesianSkoptObject: Config 32 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 1.0, 'RP3BETA': 1.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1337285, PRECISION: 0.0213875, PRECISION_RECALL_MIN_DEN: 0.0712918, RECALL: 0.0712918, MAP: 0.0351567, MRR: 0.0950137, NDCG: 0.0595732, F1: 0.0329039, HIT_RATE: 0.2138753, ARHR: 0.1001303, RMSE: 0.9818791, NOVELTY: 0.0059735, AVERAGE_POPULARITY: 0.3195315, DIVERSITY_MEAN_INTER_LIST: 0.9785886, DIVERSITY_HERFINDAHL: 0.9978528, COVERAGE_ITEM: 0.4545553, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1543893, SHANNON_ENTROPY: 10.2354806, 
SearchBayesianSkoptObject: Config 33 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 1.0, 'RP3BETA': 1.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1337285, PRECISION: 0.0213875, PRECISION_RECALL_MIN_DEN: 0.0712918, RECALL: 0.0712918, MAP: 0.0351567, MRR: 0.0950137, NDCG: 0.0595732, F1: 0.0329039, HIT_RATE: 0.2138753, ARHR: 0.1001303, RMSE: 0.9818791, NOVELTY: 0.0059735, AVERAGE_POPULARITY: 0.3195315, DIVERSITY_MEAN_INTER_LIST: 0.9785886, DIVERSITY_HERFINDAHL: 0.9978528, COVERAGE_ITEM: 0.4545553, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1543893, SHANNON_ENTROPY: 10.2354806, 
SearchBayesianSkoptObject: Config 34 is suboptimal. Config: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 0.0, 'RP3BETA': 1.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1340937, PRECISION: 0.0214678, PRECISION_RECALL_MIN_DEN: 0.0715595, RECALL: 0.0715595, MAP: 0.0350436, MRR: 0.0947497, NDCG: 0.0595548, F1: 0.0330275, HIT_RATE: 0.2146784, ARHR: 0.0998331, RMSE: 0.9818791, NOVELTY: 0.0059116, AVERAGE_POPULARITY: 0.3315387, DIVERSITY_MEAN_INTER_LIST: 0.9767671, DIVERSITY_HERFINDAHL: 0.9976707, COVERAGE_ITEM: 0.4373074, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1474964, SHANNON_ENTROPY: 10.1080627, 
SearchBayesianSkoptObject: Search complete. Best config is 10: {'strategy': 'weighted_rank', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 1.0, 'RP3BETA': 0.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0}
