SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'weighted_count', 'multiplier_cutoff': 9, 'ITEM_CBF_CF': 0.8231119707341297, 'USER_CF': 0.7776933436581236, 'SLIM_BPR': 0.5336779598431284, 'P3ALPHA': 0.9509557077657007, 'RP3BETA': 0.24180630651460971, 'IALS': 0.16186784219781028, 'USER_ITEM_ALL': 0.26784003853788924} - results: ROC_AUC: 0.1179503, PRECISION: 0.0184840, PRECISION_RECALL_MIN_DEN: 0.0616132, RECALL: 0.0616132, MAP: 0.0314193, MRR: 0.0857933, NDCG: 0.0526936, F1: 0.0284369, HIT_RATE: 0.1848397, ARHR: 0.0899414, RMSE: 0.9818791, NOVELTY: 0.0064119, AVERAGE_POPULARITY: 0.2323368, DIVERSITY_MEAN_INTER_LIST: 0.9799040, DIVERSITY_HERFINDAHL: 0.9979843, COVERAGE_ITEM: 0.4362260, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1642952, SHANNON_ENTROPY: 10.2607207, 
SearchBayesianSkoptObject: Config 26 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 9, 'ITEM_CBF_CF': 0.9177496034520134, 'USER_CF': 0.0780797868423302, 'SLIM_BPR': 0.22507269376521072, 'P3ALPHA': 0.058600032057618115, 'RP3BETA': 0.9851163706194908, 'IALS': 0.025078588088766403, 'USER_ITEM_ALL': 0.7973801243770792} - results: ROC_AUC: 0.1168505, PRECISION: 0.0179094, PRECISION_RECALL_MIN_DEN: 0.0596981, RECALL: 0.0596981, MAP: 0.0312044, MRR: 0.0852538, NDCG: 0.0518985, F1: 0.0275530, HIT_RATE: 0.1790943, ARHR: 0.0893685, RMSE: 0.9818791, NOVELTY: 0.0065780, AVERAGE_POPULARITY: 0.1892033, DIVERSITY_MEAN_INTER_LIST: 0.9721475, DIVERSITY_HERFINDAHL: 0.9972087, COVERAGE_ITEM: 0.2973236, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1546704, SHANNON_ENTROPY: 9.7222209, 
SearchBayesianSkoptObject: Config 27 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 1.0, 'RP3BETA': 0.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1319033, PRECISION: 0.0214308, PRECISION_RECALL_MIN_DEN: 0.0714359, RECALL: 0.0714359, MAP: 0.0346933, MRR: 0.0938479, NDCG: 0.0591231, F1: 0.0329704, HIT_RATE: 0.2143078, ARHR: 0.0988577, RMSE: 0.9818791, NOVELTY: 0.0061614, AVERAGE_POPULARITY: 0.2693121, DIVERSITY_MEAN_INTER_LIST: 0.9844983, DIVERSITY_HERFINDAHL: 0.9984437, COVERAGE_ITEM: 0.5309002, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1834589, SHANNON_ENTROPY: 10.7538418, 
SearchBayesianSkoptObject: Config 28 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 0.16082231624654322, 'USER_CF': 0.07834899653699491, 'SLIM_BPR': 0.9628132156852677, 'P3ALPHA': 0.7670930571579601, 'RP3BETA': 0.7884430504169055, 'IALS': 0.04968782687181074, 'USER_ITEM_ALL': 0.9876526045718447} - results: ROC_AUC: 0.1243779, PRECISION: 0.0200902, PRECISION_RECALL_MIN_DEN: 0.0669673, RECALL: 0.0669673, MAP: 0.0330360, MRR: 0.0892227, NDCG: 0.0559379, F1: 0.0309080, HIT_RATE: 0.2009020, ARHR: 0.0940655, RMSE: 0.9818791, NOVELTY: 0.0062426, AVERAGE_POPULARITY: 0.2580093, DIVERSITY_MEAN_INTER_LIST: 0.9651790, DIVERSITY_HERFINDAHL: 0.9965119, COVERAGE_ITEM: 0.4531495, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1649660, SHANNON_ENTROPY: 10.1539141, 
SearchBayesianSkoptObject: Config 29 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 9, 'ITEM_CBF_CF': 0.09448414753415049, 'USER_CF': 0.048587810593782046, 'SLIM_BPR': 0.4146880039699923, 'P3ALPHA': 0.685479249446268, 'RP3BETA': 0.016608028516870602, 'IALS': 0.9759513870781676, 'USER_ITEM_ALL': 0.06329183917857208} - results: ROC_AUC: 0.1218170, PRECISION: 0.0194415, PRECISION_RECALL_MIN_DEN: 0.0648051, RECALL: 0.0648051, MAP: 0.0321523, MRR: 0.0877167, NDCG: 0.0544714, F1: 0.0299100, HIT_RATE: 0.1944153, ARHR: 0.0920091, RMSE: 0.9818791, NOVELTY: 0.0060991, AVERAGE_POPULARITY: 0.2623321, DIVERSITY_MEAN_INTER_LIST: 0.9858864, DIVERSITY_HERFINDAHL: 0.9985825, COVERAGE_ITEM: 0.2628278, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2125987, SHANNON_ENTROPY: 10.3413265, 
SearchBayesianSkoptObject: Config 30 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 0.0024411093495370077, 'USER_CF': 0.8635954482063155, 'SLIM_BPR': 0.8266067226825122, 'P3ALPHA': 0.1377150453457139, 'RP3BETA': 0.8179984204864453, 'IALS': 0.013912875604744527, 'USER_ITEM_ALL': 0.9571148667958556} - results: ROC_AUC: 0.1246922, PRECISION: 0.0203682, PRECISION_RECALL_MIN_DEN: 0.0678940, RECALL: 0.0678940, MAP: 0.0328238, MRR: 0.0888195, NDCG: 0.0560365, F1: 0.0313357, HIT_RATE: 0.2036820, ARHR: 0.0935497, RMSE: 0.9818791, NOVELTY: 0.0060774, AVERAGE_POPULARITY: 0.3204339, DIVERSITY_MEAN_INTER_LIST: 0.9589769, DIVERSITY_HERFINDAHL: 0.9958918, COVERAGE_ITEM: 0.4002163, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1409216, SHANNON_ENTROPY: 9.7004041, 
SearchBayesianSkoptObject: Config 31 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 0.020914058400906547, 'USER_CF': 0.9911459803924152, 'SLIM_BPR': 0.9860757069013041, 'P3ALPHA': 0.9979128838125757, 'RP3BETA': 0.02859679989784803, 'IALS': 0.13960937541166843, 'USER_ITEM_ALL': 0.10285906104151601} - results: ROC_AUC: 0.1222861, PRECISION: 0.0200840, PRECISION_RECALL_MIN_DEN: 0.0669467, RECALL: 0.0669467, MAP: 0.0322505, MRR: 0.0877332, NDCG: 0.0551930, F1: 0.0308985, HIT_RATE: 0.2008402, ARHR: 0.0921495, RMSE: 0.9818791, NOVELTY: 0.0059436, AVERAGE_POPULARITY: 0.3649221, DIVERSITY_MEAN_INTER_LIST: 0.9699716, DIVERSITY_HERFINDAHL: 0.9969912, COVERAGE_ITEM: 0.3648554, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1510897, SHANNON_ENTROPY: 9.8263510, 
SearchBayesianSkoptObject: Config 32 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 1.0, 'P3ALPHA': 1.0, 'RP3BETA': 0.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1292743, PRECISION: 0.0208501, PRECISION_RECALL_MIN_DEN: 0.0695002, RECALL: 0.0695002, MAP: 0.0342561, MRR: 0.0926194, NDCG: 0.0580404, F1: 0.0320770, HIT_RATE: 0.2085006, ARHR: 0.0975887, RMSE: 0.9818791, NOVELTY: 0.0062283, AVERAGE_POPULARITY: 0.2574802, DIVERSITY_MEAN_INTER_LIST: 0.9819610, DIVERSITY_HERFINDAHL: 0.9981900, COVERAGE_ITEM: 0.5242498, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1833878, SHANNON_ENTROPY: 10.6829948, 
SearchBayesianSkoptObject: Config 33 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 1.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 1.0, 'RP3BETA': 1.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1314435, PRECISION: 0.0216223, PRECISION_RECALL_MIN_DEN: 0.0720743, RECALL: 0.0720743, MAP: 0.0344090, MRR: 0.0930771, NDCG: 0.0590244, F1: 0.0332651, HIT_RATE: 0.2162229, ARHR: 0.0980424, RMSE: 0.9818791, NOVELTY: 0.0060042, AVERAGE_POPULARITY: 0.3356679, DIVERSITY_MEAN_INTER_LIST: 0.9756096, DIVERSITY_HERFINDAHL: 0.9975549, COVERAGE_ITEM: 0.4572046, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1504568, SHANNON_ENTROPY: 10.1344249, 
SearchBayesianSkoptObject: Config 34 is suboptimal. Config: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 1.0, 'RP3BETA': 1.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0} - results: ROC_AUC: 0.1313050, PRECISION: 0.0212702, PRECISION_RECALL_MIN_DEN: 0.0709005, RECALL: 0.0709005, MAP: 0.0347174, MRR: 0.0938004, NDCG: 0.0589587, F1: 0.0327233, HIT_RATE: 0.2127016, ARHR: 0.0988721, RMSE: 0.9818791, NOVELTY: 0.0061788, AVERAGE_POPULARITY: 0.2686973, DIVERSITY_MEAN_INTER_LIST: 0.9800833, DIVERSITY_HERFINDAHL: 0.9980023, COVERAGE_ITEM: 0.5133820, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1720452, SHANNON_ENTROPY: 10.5307462, 
SearchBayesianSkoptObject: Search complete. Best config is 9: {'strategy': 'weighted_count', 'multiplier_cutoff': 1, 'ITEM_CBF_CF': 1.0, 'USER_CF': 0.0, 'SLIM_BPR': 0.0, 'P3ALPHA': 0.0, 'RP3BETA': 1.0, 'IALS': 1.0, 'USER_ITEM_ALL': 1.0}
