CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3744324151892557, 'tversky_beta': 1.0722360123440144} - results: ROC_AUC: 0.038819±0.0007, PRECISION: 0.005841±0.0001, PRECISION_RECALL_MIN_DEN: 0.058412±0.0012, RECALL: 0.058412±0.0012, MAP: 0.026449±0.0003, MRR: 0.026449±0.0003, NDCG: 0.033925±0.0005, F1: 0.010620±0.0002, HIT_RATE: 0.058412±0.0012, ARHR: 0.026449±0.0003, RMSE: 0.991455±0.0066, NOVELTY: 0.005569±0.0000, AVERAGE_POPULARITY: 0.464651±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.951332±0.0003, DIVERSITY_HERFINDAHL: 0.995128±0.0000, COVERAGE_ITEM: 0.177529±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118466±0.0017, SHANNON_ENTROPY: 8.755393±0.0066, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 2810, 'shrink': 1485, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.2201438982723534, 'tversky_beta': 1.3033355840542107} - results: ROC_AUC: 0.037343±0.0007, PRECISION: 0.005718±0.0001, PRECISION_RECALL_MIN_DEN: 0.057182±0.0013, RECALL: 0.057182±0.0013, MAP: 0.025099±0.0005, MRR: 0.025099±0.0005, NDCG: 0.032593±0.0006, F1: 0.010397±0.0002, HIT_RATE: 0.057182±0.0013, ARHR: 0.025099±0.0005, RMSE: 0.902623±0.0009, NOVELTY: 0.005497±0.0000, AVERAGE_POPULARITY: 0.490471±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.940283±0.0006, DIVERSITY_HERFINDAHL: 0.994023±0.0001, COVERAGE_ITEM: 0.138967±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120923±0.0023, SHANNON_ENTROPY: 8.455591±0.0096, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 281, 'shrink': 1724, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.9167664956548678, 'tversky_beta': 1.264465705650488} - results: ROC_AUC: 0.025262±0.0007, PRECISION: 0.003669±0.0001, PRECISION_RECALL_MIN_DEN: 0.036690±0.0008, RECALL: 0.036690±0.0008, MAP: 0.017469±0.0006, MRR: 0.017469±0.0006, NDCG: 0.021984±0.0005, F1: 0.006671±0.0001, HIT_RATE: 0.036690±0.0008, ARHR: 0.017469±0.0006, RMSE: 0.998771±0.0000, NOVELTY: 0.006351±0.0000, AVERAGE_POPULARITY: 0.240732±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.991237±0.0001, DIVERSITY_HERFINDAHL: 0.999118±0.0000, COVERAGE_ITEM: 0.485926±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.240814±0.0004, SHANNON_ENTROPY: 11.289018±0.0048, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 2623, 'shrink': 237, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.610172248859593, 'tversky_beta': 0.6664239929107706} - results: ROC_AUC: 0.038622±0.0007, PRECISION: 0.005855±0.0001, PRECISION_RECALL_MIN_DEN: 0.058549±0.0010, RECALL: 0.058549±0.0010, MAP: 0.026201±0.0004, MRR: 0.026201±0.0004, NDCG: 0.033760±0.0004, F1: 0.010645±0.0002, HIT_RATE: 0.058549±0.0010, ARHR: 0.026201±0.0004, RMSE: 1.065264±0.0090, NOVELTY: 0.005518±0.0000, AVERAGE_POPULARITY: 0.483751±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.944147±0.0005, DIVERSITY_HERFINDAHL: 0.994409±0.0000, COVERAGE_ITEM: 0.156280±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117002±0.0022, SHANNON_ENTROPY: 8.559056±0.0087, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 2129, 'shrink': 1452, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.9638388015400363, 'tversky_beta': 0.9488510058199853} - results: ROC_AUC: 0.037734±0.0007, PRECISION: 0.005734±0.0001, PRECISION_RECALL_MIN_DEN: 0.057341±0.0013, RECALL: 0.057341±0.0013, MAP: 0.025534±0.0006, MRR: 0.025534±0.0006, NDCG: 0.032970±0.0007, F1: 0.010426±0.0002, HIT_RATE: 0.057341±0.0013, ARHR: 0.025534±0.0006, RMSE: 0.930614±0.0008, NOVELTY: 0.005649±0.0000, AVERAGE_POPULARITY: 0.437822±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.957281±0.0004, DIVERSITY_HERFINDAHL: 0.995723±0.0000, COVERAGE_ITEM: 0.212944±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121680±0.0011, SHANNON_ENTROPY: 9.012175±0.0084, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 3213, 'shrink': 1640, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.464957065593369, 'tversky_beta': 1.2193266242494747} - results: ROC_AUC: 0.036713±0.0008, PRECISION: 0.005717±0.0001, PRECISION_RECALL_MIN_DEN: 0.057171±0.0007, RECALL: 0.057171±0.0007, MAP: 0.024451±0.0005, MRR: 0.024451±0.0005, NDCG: 0.032080±0.0005, F1: 0.010395±0.0001, HIT_RATE: 0.057171±0.0007, ARHR: 0.024451±0.0005, RMSE: 0.966766±0.0007, NOVELTY: 0.005197±0.0000, AVERAGE_POPULARITY: 0.631094±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.873294±0.0009, DIVERSITY_HERFINDAHL: 0.987324±0.0001, COVERAGE_ITEM: 0.064407±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106946±0.0023, SHANNON_ENTROPY: 7.234148±0.0106, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2265, 'shrink': 1588, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.9423873435497909, 'tversky_beta': 0.48213445399765587} - results: ROC_AUC: 0.037011±0.0005, PRECISION: 0.005718±0.0001, PRECISION_RECALL_MIN_DEN: 0.057182±0.0012, RECALL: 0.057182±0.0012, MAP: 0.024962±0.0005, MRR: 0.024962±0.0005, NDCG: 0.032476±0.0006, F1: 0.010397±0.0002, HIT_RATE: 0.057182±0.0012, ARHR: 0.024962±0.0005, RMSE: 0.979498±0.0003, NOVELTY: 0.005297±0.0000, AVERAGE_POPULARITY: 0.577448±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.907605±0.0006, DIVERSITY_HERFINDAHL: 0.990755±0.0001, COVERAGE_ITEM: 0.090825±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111506±0.0021, SHANNON_ENTROPY: 7.750815±0.0099, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 2344, 'shrink': 681, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.5022225644819095, 'tversky_beta': 1.2716347902752108} - results: ROC_AUC: 0.037448±0.0008, PRECISION: 0.005732±0.0001, PRECISION_RECALL_MIN_DEN: 0.057319±0.0015, RECALL: 0.057319±0.0015, MAP: 0.025308±0.0005, MRR: 0.025308±0.0005, NDCG: 0.032783±0.0007, F1: 0.010422±0.0003, HIT_RATE: 0.057319±0.0015, ARHR: 0.025308±0.0005, RMSE: 0.888482±0.0022, NOVELTY: 0.005574±0.0000, AVERAGE_POPULARITY: 0.461667±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.950327±0.0004, DIVERSITY_HERFINDAHL: 0.995027±0.0000, COVERAGE_ITEM: 0.163666±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125100±0.0017, SHANNON_ENTROPY: 8.733146±0.0086, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1623, 'shrink': 1981, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.604373716540061, 'tversky_beta': 1.3983803595607263} - results: ROC_AUC: 0.036573±0.0004, PRECISION: 0.005530±0.0001, PRECISION_RECALL_MIN_DEN: 0.055302±0.0010, RECALL: 0.055302±0.0010, MAP: 0.024566±0.0005, MRR: 0.024566±0.0005, NDCG: 0.031761±0.0004, F1: 0.010055±0.0002, HIT_RATE: 0.055302±0.0010, ARHR: 0.024566±0.0005, RMSE: 0.952300±0.0007, NOVELTY: 0.005787±0.0000, AVERAGE_POPULARITY: 0.390005±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.968234±0.0006, DIVERSITY_HERFINDAHL: 0.996818±0.0001, COVERAGE_ITEM: 0.241936±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139901±0.0014, SHANNON_ENTROPY: 9.428427±0.0105, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1597, 'shrink': 885, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.37401880494514145, 'tversky_beta': 0.5733360901390728} - results: ROC_AUC: 0.037173±0.0007, PRECISION: 0.005563±0.0001, PRECISION_RECALL_MIN_DEN: 0.055633±0.0013, RECALL: 0.055633±0.0013, MAP: 0.025144±0.0005, MRR: 0.025144±0.0005, NDCG: 0.032288±0.0005, F1: 0.010115±0.0002, HIT_RATE: 0.055633±0.0013, ARHR: 0.025144±0.0005, RMSE: 0.927513±0.0010, NOVELTY: 0.005816±0.0000, AVERAGE_POPULARITY: 0.384907±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.969642±0.0006, DIVERSITY_HERFINDAHL: 0.996959±0.0001, COVERAGE_ITEM: 0.279849±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136547±0.0007, SHANNON_ENTROPY: 9.548006±0.0118, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 679, 'shrink': 1479, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9638901833216469, 'tversky_beta': 0.7576930336752306} - results: ROC_AUC: 0.030744±0.0007, PRECISION: 0.004441±0.0001, PRECISION_RECALL_MIN_DEN: 0.044413±0.0011, RECALL: 0.044413±0.0011, MAP: 0.021399±0.0006, MRR: 0.021399±0.0006, NDCG: 0.026808±0.0007, F1: 0.008075±0.0002, HIT_RATE: 0.044413±0.0011, ARHR: 0.021399±0.0006, RMSE: 0.978342±0.0003, NOVELTY: 0.006491±0.0000, AVERAGE_POPULARITY: 0.229350±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.990308±0.0000, DIVERSITY_HERFINDAHL: 0.999025±0.0000, COVERAGE_ITEM: 0.484747±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.227148±0.0017, SHANNON_ENTROPY: 11.173638±0.0105, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1035, 'shrink': 953, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.5769324488751874, 'tversky_beta': 1.187778888307411} - results: ROC_AUC: 0.036523±0.0007, PRECISION: 0.005507±0.0001, PRECISION_RECALL_MIN_DEN: 0.055075±0.0007, RECALL: 0.055075±0.0007, MAP: 0.024874±0.0007, MRR: 0.024874±0.0007, NDCG: 0.031936±0.0007, F1: 0.010014±0.0001, HIT_RATE: 0.055075±0.0007, ARHR: 0.024874±0.0007, RMSE: 0.987433±0.0001, NOVELTY: 0.005603±0.0000, AVERAGE_POPULARITY: 0.443358±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.959827±0.0003, DIVERSITY_HERFINDAHL: 0.995977±0.0000, COVERAGE_ITEM: 0.186969±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135311±0.0008, SHANNON_ENTROPY: 9.037114±0.0084, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1046, 'shrink': 1133, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.9344044287874398, 'tversky_beta': 0.41310790868827063} - results: ROC_AUC: 0.036295±0.0005, PRECISION: 0.005474±0.0001, PRECISION_RECALL_MIN_DEN: 0.054744±0.0006, RECALL: 0.054744±0.0006, MAP: 0.024758±0.0005, MRR: 0.024758±0.0005, NDCG: 0.031768±0.0004, F1: 0.009954±0.0001, HIT_RATE: 0.054744±0.0006, ARHR: 0.024758±0.0005, RMSE: 0.990600±0.0001, NOVELTY: 0.005618±0.0000, AVERAGE_POPULARITY: 0.437522±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.960738±0.0003, DIVERSITY_HERFINDAHL: 0.996068±0.0000, COVERAGE_ITEM: 0.193014±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135906±0.0009, SHANNON_ENTROPY: 9.083211±0.0078, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 905, 'shrink': 1759, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.0132516003944587, 'tversky_beta': 0.6219637751845818} - results: ROC_AUC: 0.035603±0.0006, PRECISION: 0.005310±0.0000, PRECISION_RECALL_MIN_DEN: 0.053104±0.0002, RECALL: 0.053104±0.0002, MAP: 0.024273±0.0007, MRR: 0.024273±0.0007, NDCG: 0.031025±0.0006, F1: 0.009655±0.0000, HIT_RATE: 0.053104±0.0002, ARHR: 0.024273±0.0007, RMSE: 0.994987±0.0001, NOVELTY: 0.005699±0.0000, AVERAGE_POPULARITY: 0.408659±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.967369±0.0004, DIVERSITY_HERFINDAHL: 0.996731±0.0000, COVERAGE_ITEM: 0.222979±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142995±0.0006, SHANNON_ENTROPY: 9.362564±0.0134, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 3693, 'shrink': 1632, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.8164945261148366, 'tversky_beta': 1.332951188952324} - results: ROC_AUC: 0.037319±0.0008, PRECISION: 0.005801±0.0001, PRECISION_RECALL_MIN_DEN: 0.058013±0.0012, RECALL: 0.058013±0.0012, MAP: 0.024952±0.0004, MRR: 0.024952±0.0004, NDCG: 0.032659±0.0006, F1: 0.010548±0.0002, HIT_RATE: 0.058013±0.0012, ARHR: 0.024952±0.0004, RMSE: 0.890956±0.0013, NOVELTY: 0.005368±0.0000, AVERAGE_POPULARITY: 0.543787±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.919106±0.0011, DIVERSITY_HERFINDAHL: 0.991905±0.0001, COVERAGE_ITEM: 0.102244±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114223±0.0018, SHANNON_ENTROPY: 7.960413±0.0192, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 972, 'shrink': 474, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.5512434090478096, 'tversky_beta': 0.7580913350960383} - results: ROC_AUC: 0.036418±0.0008, PRECISION: 0.005484±0.0001, PRECISION_RECALL_MIN_DEN: 0.054835±0.0008, RECALL: 0.054835±0.0008, MAP: 0.024769±0.0008, MRR: 0.024769±0.0008, NDCG: 0.031803±0.0008, F1: 0.009970±0.0002, HIT_RATE: 0.054835±0.0008, ARHR: 0.024769±0.0008, RMSE: 0.977684±0.0003, NOVELTY: 0.005621±0.0000, AVERAGE_POPULARITY: 0.435913±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.961897±0.0003, DIVERSITY_HERFINDAHL: 0.996184±0.0000, COVERAGE_ITEM: 0.192506±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137131±0.0010, SHANNON_ENTROPY: 9.105130±0.0085, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 16, 'shrink': 621, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.1617823235344373, 'tversky_beta': 0.25802005033154957} - results: ROC_AUC: 0.003854±0.0002, PRECISION: 0.000633±0.0000, PRECISION_RECALL_MIN_DEN: 0.006333±0.0002, RECALL: 0.006333±0.0002, MAP: 0.002448±0.0001, MRR: 0.002448±0.0001, NDCG: 0.003349±0.0001, F1: 0.001152±0.0000, HIT_RATE: 0.006333±0.0002, ARHR: 0.002448±0.0001, RMSE: 0.999087±0.0001, NOVELTY: 0.007869±0.0000, AVERAGE_POPULARITY: 0.041512±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.805039±0.0021, DIVERSITY_HERFINDAHL: 0.980499±0.0002, COVERAGE_ITEM: 0.531906±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.289087±0.0013, SHANNON_ENTROPY: 9.477360±0.0225, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 803, 'shrink': 486, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.5365662976492216, 'tversky_beta': 0.9796044153019039} - results: ROC_AUC: 0.034076±0.0005, PRECISION: 0.005035±0.0001, PRECISION_RECALL_MIN_DEN: 0.050347±0.0005, RECALL: 0.050347±0.0005, MAP: 0.023485±0.0006, MRR: 0.023485±0.0006, NDCG: 0.029780±0.0005, F1: 0.009154±0.0001, HIT_RATE: 0.050347±0.0005, ARHR: 0.023485±0.0006, RMSE: 0.923416±0.0012, NOVELTY: 0.006202±0.0000, AVERAGE_POPULARITY: 0.283684±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.985496±0.0002, DIVERSITY_HERFINDAHL: 0.998544±0.0000, COVERAGE_ITEM: 0.383844±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191390±0.0014, SHANNON_ENTROPY: 10.575198±0.0115, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 892, 'shrink': 1078, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.3254389543152519, 'tversky_beta': 1.861733296161746} - results: ROC_AUC: 0.036534±0.0006, PRECISION: 0.005461±0.0001, PRECISION_RECALL_MIN_DEN: 0.054608±0.0005, RECALL: 0.054608±0.0005, MAP: 0.024868±0.0007, MRR: 0.024868±0.0007, NDCG: 0.031833±0.0006, F1: 0.009929±0.0001, HIT_RATE: 0.054608±0.0005, ARHR: 0.024868±0.0007, RMSE: 0.989346±0.0001, NOVELTY: 0.005651±0.0000, AVERAGE_POPULARITY: 0.425749±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.964694±0.0003, DIVERSITY_HERFINDAHL: 0.996464±0.0000, COVERAGE_ITEM: 0.208911±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138621±0.0010, SHANNON_ENTROPY: 9.227856±0.0100, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 3546, 'shrink': 317, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.5117190334961427, 'tversky_beta': 0.11717307708273131} - results: ROC_AUC: 0.036468±0.0007, PRECISION: 0.005678±0.0001, PRECISION_RECALL_MIN_DEN: 0.056783±0.0010, RECALL: 0.056783±0.0010, MAP: 0.024146±0.0005, MRR: 0.024146±0.0005, NDCG: 0.031759±0.0005, F1: 0.010324±0.0002, HIT_RATE: 0.056783±0.0010, ARHR: 0.024146±0.0005, RMSE: 0.928245±0.0019, NOVELTY: 0.005170±0.0000, AVERAGE_POPULARITY: 0.647114±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.860630±0.0013, DIVERSITY_HERFINDAHL: 0.986058±0.0001, COVERAGE_ITEM: 0.057334±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106713±0.0024, SHANNON_ENTROPY: 7.076286±0.0112, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1239, 'shrink': 765, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.6528772059399662, 'tversky_beta': 0.06779290073787593} - results: ROC_AUC: 0.035933±0.0004, PRECISION: 0.005324±0.0001, PRECISION_RECALL_MIN_DEN: 0.053241±0.0007, RECALL: 0.053241±0.0007, MAP: 0.024660±0.0006, MRR: 0.024660±0.0006, NDCG: 0.031361±0.0006, F1: 0.009680±0.0001, HIT_RATE: 0.053241±0.0007, ARHR: 0.024660±0.0006, RMSE: 0.936789±0.0012, NOVELTY: 0.006002±0.0000, AVERAGE_POPULARITY: 0.333781±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.978496±0.0004, DIVERSITY_HERFINDAHL: 0.997844±0.0000, COVERAGE_ITEM: 0.353501±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.157152±0.0013, SHANNON_ENTROPY: 10.081530±0.0165, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1314, 'shrink': 1675, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.361160524756118, 'tversky_beta': 1.0512358735132514} - results: ROC_AUC: 0.035924±0.0007, PRECISION: 0.005390±0.0001, PRECISION_RECALL_MIN_DEN: 0.053901±0.0007, RECALL: 0.053901±0.0007, MAP: 0.024491±0.0007, MRR: 0.024491±0.0007, NDCG: 0.031375±0.0007, F1: 0.009800±0.0001, HIT_RATE: 0.053901±0.0007, ARHR: 0.024491±0.0007, RMSE: 0.957124±0.0007, NOVELTY: 0.005929±0.0000, AVERAGE_POPULARITY: 0.348758±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.975850±0.0006, DIVERSITY_HERFINDAHL: 0.997579±0.0001, COVERAGE_ITEM: 0.292814±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154524±0.0013, SHANNON_ENTROPY: 9.843870±0.0176, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 1368, 'shrink': 495, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.7866635494783805, 'tversky_beta': 1.8042106949204137} - results: ROC_AUC: 0.037429±0.0006, PRECISION: 0.005651±0.0001, PRECISION_RECALL_MIN_DEN: 0.056510±0.0012, RECALL: 0.056510±0.0012, MAP: 0.025428±0.0005, MRR: 0.025428±0.0005, NDCG: 0.032699±0.0006, F1: 0.010275±0.0002, HIT_RATE: 0.056510±0.0012, ARHR: 0.025428±0.0005, RMSE: 0.885894±0.0012, NOVELTY: 0.005765±0.0000, AVERAGE_POPULARITY: 0.394253±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.968753±0.0006, DIVERSITY_HERFINDAHL: 0.996870±0.0001, COVERAGE_ITEM: 0.226277±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142130±0.0014, SHANNON_ENTROPY: 9.392644±0.0135, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 2014, 'shrink': 1280, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.3343483852645364, 'tversky_beta': 1.874773917182685} - results: ROC_AUC: 0.037105±0.0006, PRECISION: 0.005664±0.0001, PRECISION_RECALL_MIN_DEN: 0.056635±0.0010, RECALL: 0.056635±0.0010, MAP: 0.025050±0.0006, MRR: 0.025050±0.0006, NDCG: 0.032430±0.0006, F1: 0.010297±0.0002, HIT_RATE: 0.056635±0.0010, ARHR: 0.025050±0.0006, RMSE: 0.916068±0.0009, NOVELTY: 0.005656±0.0000, AVERAGE_POPULARITY: 0.432723±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.958406±0.0004, DIVERSITY_HERFINDAHL: 0.995835±0.0000, COVERAGE_ITEM: 0.190322±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130824±0.0017, SHANNON_ENTROPY: 9.006364±0.0071, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2776, 'shrink': 1249, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3016414739172928, 'tversky_beta': 0.8434199087844008} - results: ROC_AUC: 0.038372±0.0008, PRECISION: 0.005842±0.0002, PRECISION_RECALL_MIN_DEN: 0.058424±0.0016, RECALL: 0.058424±0.0016, MAP: 0.026051±0.0006, MRR: 0.026051±0.0006, NDCG: 0.033613±0.0007, F1: 0.010622±0.0003, HIT_RATE: 0.058424±0.0016, ARHR: 0.026051±0.0006, RMSE: 0.912971±0.0009, NOVELTY: 0.005512±0.0000, AVERAGE_POPULARITY: 0.487339±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.942324±0.0005, DIVERSITY_HERFINDAHL: 0.994227±0.0000, COVERAGE_ITEM: 0.162703±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112815±0.0018, SHANNON_ENTROPY: 8.540094±0.0080, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2010, 'shrink': 1401, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.4182684807241298, 'tversky_beta': 0.6208992795585616} - results: ROC_AUC: 0.037042±0.0006, PRECISION: 0.005677±0.0001, PRECISION_RECALL_MIN_DEN: 0.056772±0.0012, RECALL: 0.056772±0.0012, MAP: 0.024899±0.0005, MRR: 0.024899±0.0005, NDCG: 0.032344±0.0006, F1: 0.010322±0.0002, HIT_RATE: 0.056772±0.0012, ARHR: 0.024899±0.0005, RMSE: 0.980512±0.0003, NOVELTY: 0.005334±0.0000, AVERAGE_POPULARITY: 0.559417±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.917221±0.0004, DIVERSITY_HERFINDAHL: 0.991717±0.0000, COVERAGE_ITEM: 0.101995±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113183±0.0024, SHANNON_ENTROPY: 7.927576±0.0083, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3334, 'shrink': 1555, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.2198928102851228, 'tversky_beta': 1.3668193896385372} - results: ROC_AUC: 0.036647±0.0008, PRECISION: 0.005739±0.0001, PRECISION_RECALL_MIN_DEN: 0.057387±0.0008, RECALL: 0.057387±0.0008, MAP: 0.024420±0.0005, MRR: 0.024420±0.0005, NDCG: 0.032099±0.0005, F1: 0.010434±0.0002, HIT_RATE: 0.057387±0.0008, ARHR: 0.024420±0.0005, RMSE: 0.962350±0.0007, NOVELTY: 0.005189±0.0000, AVERAGE_POPULARITY: 0.636102±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.869788±0.0013, DIVERSITY_HERFINDAHL: 0.986974±0.0001, COVERAGE_ITEM: 0.062179±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107106±0.0022, SHANNON_ENTROPY: 7.188983±0.0129, 
