CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3744324151892557, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065190±0.0012, PRECISION: 0.009181±0.0001, PRECISION_RECALL_MIN_DEN: 0.091810±0.0013, RECALL: 0.091810±0.0013, MAP: 0.046564±0.0008, MRR: 0.046564±0.0008, NDCG: 0.057218±0.0009, F1: 0.016693±0.0002, HIT_RATE: 0.091810±0.0013, ARHR: 0.046564±0.0008, RMSE: 7.230871±0.0343, NOVELTY: 0.005299±0.0000, AVERAGE_POPULARITY: 0.609649±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.895579±0.0005, DIVERSITY_HERFINDAHL: 0.989553±0.0001, COVERAGE_ITEM: 0.221584±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069701±0.0005, SHANNON_ENTROPY: 7.795620±0.0087, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 3624, 'shrink': 936, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5016769647326729, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058887±0.0011, PRECISION: 0.008533±0.0002, PRECISION_RECALL_MIN_DEN: 0.085329±0.0019, RECALL: 0.085329±0.0019, MAP: 0.041541±0.0008, MRR: 0.041541±0.0008, NDCG: 0.051808±0.0010, F1: 0.015514±0.0003, HIT_RATE: 0.085329±0.0019, ARHR: 0.041541±0.0008, RMSE: 2.656865±0.0163, NOVELTY: 0.005198±0.0000, AVERAGE_POPULARITY: 0.657576±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.863579±0.0009, DIVERSITY_HERFINDAHL: 0.986353±0.0001, COVERAGE_ITEM: 0.165266±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.059332±0.0006, SHANNON_ENTROPY: 7.265549±0.0100, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 2810, 'shrink': 1485, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2201438982723534, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.057601±0.0015, PRECISION: 0.008367±0.0002, PRECISION_RECALL_MIN_DEN: 0.083666±0.0024, RECALL: 0.083666±0.0024, MAP: 0.040358±0.0007, MRR: 0.040358±0.0007, NDCG: 0.050519±0.0011, F1: 0.015212±0.0004, HIT_RATE: 0.083666±0.0024, ARHR: 0.040358±0.0007, RMSE: 1.051446±0.0059, NOVELTY: 0.005217±0.0000, AVERAGE_POPULARITY: 0.636903±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.869363±0.0012, DIVERSITY_HERFINDAHL: 0.986931±0.0001, COVERAGE_ITEM: 0.130706±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.067035±0.0007, SHANNON_ENTROPY: 7.292923±0.0166, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 281, 'shrink': 1724, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9167664956548678, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061353±0.0014, PRECISION: 0.008649±0.0002, PRECISION_RECALL_MIN_DEN: 0.086490±0.0016, RECALL: 0.086490±0.0016, MAP: 0.043982±0.0012, MRR: 0.043982±0.0012, NDCG: 0.053984±0.0012, F1: 0.015726±0.0003, HIT_RATE: 0.086490±0.0016, ARHR: 0.043982±0.0012, RMSE: 0.941876±0.0005, NOVELTY: 0.005356±0.0000, AVERAGE_POPULARITY: 0.576329±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.915529±0.0006, DIVERSITY_HERFINDAHL: 0.991548±0.0001, COVERAGE_ITEM: 0.209311±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.091174±0.0005, SHANNON_ENTROPY: 8.209239±0.0089, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 2623, 'shrink': 237, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.610172248859593, 'feature_weighting': 'none'} - results: ROC_AUC: 0.021249±0.0003, PRECISION: 0.003371±0.0001, PRECISION_RECALL_MIN_DEN: 0.033705±0.0006, RECALL: 0.033705±0.0006, MAP: 0.014242±0.0004, MRR: 0.014242±0.0004, NDCG: 0.018765±0.0004, F1: 0.006128±0.0001, HIT_RATE: 0.033705±0.0006, ARHR: 0.014242±0.0004, RMSE: 1.136530±0.0200, NOVELTY: 0.005890±0.0000, AVERAGE_POPULARITY: 0.389774±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.961262±0.0016, DIVERSITY_HERFINDAHL: 0.996121±0.0002, COVERAGE_ITEM: 0.336404±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139772±0.0008, SHANNON_ENTROPY: 9.547497±0.0239, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 2129, 'shrink': 1452, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9638388015400363, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065557±0.0011, PRECISION: 0.009230±0.0001, PRECISION_RECALL_MIN_DEN: 0.092300±0.0014, RECALL: 0.092300±0.0014, MAP: 0.046841±0.0008, MRR: 0.046841±0.0008, NDCG: 0.057545±0.0009, F1: 0.016782±0.0003, HIT_RATE: 0.092300±0.0014, ARHR: 0.046841±0.0008, RMSE: 1.331966±0.0066, NOVELTY: 0.005310±0.0000, AVERAGE_POPULARITY: 0.604658±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.898353±0.0005, DIVERSITY_HERFINDAHL: 0.989830±0.0000, COVERAGE_ITEM: 0.228570±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.070919±0.0004, SHANNON_ENTROPY: 7.852582±0.0078, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 3213, 'shrink': 1640, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.464957065593369, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.049955±0.0010, PRECISION: 0.007279±0.0002, PRECISION_RECALL_MIN_DEN: 0.072787±0.0016, RECALL: 0.072787±0.0016, MAP: 0.035185±0.0006, MRR: 0.035185±0.0006, NDCG: 0.043993±0.0008, F1: 0.013234±0.0003, HIT_RATE: 0.072787±0.0016, ARHR: 0.035185±0.0006, RMSE: 0.832498±0.0011, NOVELTY: 0.005039±0.0000, AVERAGE_POPULARITY: 0.743767±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.774348±0.0022, DIVERSITY_HERFINDAHL: 0.977430±0.0002, COVERAGE_ITEM: 0.058859±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.063612±0.0018, SHANNON_ENTROPY: 6.272092±0.0046, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2265, 'shrink': 1588, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9423873435497909, 'feature_weighting': 'none'} - results: ROC_AUC: 0.022794±0.0004, PRECISION: 0.003643±0.0001, PRECISION_RECALL_MIN_DEN: 0.036428±0.0006, RECALL: 0.036428±0.0006, MAP: 0.014800±0.0003, MRR: 0.014800±0.0003, NDCG: 0.019833±0.0003, F1: 0.006623±0.0001, HIT_RATE: 0.036428±0.0006, ARHR: 0.014800±0.0003, RMSE: 0.996224±0.0004, NOVELTY: 0.005499±0.0000, AVERAGE_POPULARITY: 0.500754±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.933839±0.0020, DIVERSITY_HERFINDAHL: 0.993379±0.0002, COVERAGE_ITEM: 0.223433±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097486±0.0009, SHANNON_ENTROPY: 8.512976±0.0318, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 2344, 'shrink': 681, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5022225644819095, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.062104±0.0012, PRECISION: 0.008839±0.0002, PRECISION_RECALL_MIN_DEN: 0.088393±0.0016, RECALL: 0.088393±0.0016, MAP: 0.043860±0.0006, MRR: 0.043860±0.0006, NDCG: 0.054339±0.0008, F1: 0.016071±0.0003, HIT_RATE: 0.088393±0.0016, ARHR: 0.043860±0.0006, RMSE: 2.541955±0.0146, NOVELTY: 0.005288±0.0000, AVERAGE_POPULARITY: 0.610202±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.889503±0.0007, DIVERSITY_HERFINDAHL: 0.988945±0.0001, COVERAGE_ITEM: 0.196994±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.067664±0.0003, SHANNON_ENTROPY: 7.667229±0.0127, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1623, 'shrink': 1981, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.604373716540061, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067460±0.0008, PRECISION: 0.009295±0.0001, PRECISION_RECALL_MIN_DEN: 0.092949±0.0011, RECALL: 0.092949±0.0011, MAP: 0.048313±0.0008, MRR: 0.048313±0.0008, NDCG: 0.058869±0.0008, F1: 0.016900±0.0002, HIT_RATE: 0.092949±0.0011, ARHR: 0.048313±0.0008, RMSE: 0.886728±0.0033, NOVELTY: 0.005738±0.0000, AVERAGE_POPULARITY: 0.446207±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.956349±0.0006, DIVERSITY_HERFINDAHL: 0.995629±0.0001, COVERAGE_ITEM: 0.440854±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126967±0.0004, SHANNON_ENTROPY: 9.526364±0.0115, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1597, 'shrink': 885, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.37401880494514145, 'feature_weighting': 'none'} - results: ROC_AUC: 0.018648±0.0003, PRECISION: 0.002900±0.0001, PRECISION_RECALL_MIN_DEN: 0.029001±0.0005, RECALL: 0.029001±0.0005, MAP: 0.012631±0.0003, MRR: 0.012631±0.0003, NDCG: 0.016443±0.0003, F1: 0.005273±0.0001, HIT_RATE: 0.029001±0.0005, ARHR: 0.012631±0.0003, RMSE: 0.994442±0.0014, NOVELTY: 0.006066±0.0000, AVERAGE_POPULARITY: 0.332052±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.974449±0.0007, DIVERSITY_HERFINDAHL: 0.997439±0.0001, COVERAGE_ITEM: 0.290251±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173450±0.0021, SHANNON_ENTROPY: 9.944445±0.0215, 
CrossSearchBayesianSkopt: New best config found. Config 35: {'topK': 679, 'shrink': 1479, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9638901833216469, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069819±0.0010, PRECISION: 0.009561±0.0002, PRECISION_RECALL_MIN_DEN: 0.095615±0.0017, RECALL: 0.095615±0.0017, MAP: 0.050366±0.0009, MRR: 0.050366±0.0009, NDCG: 0.061069±0.0010, F1: 0.017384±0.0003, HIT_RATE: 0.095615±0.0017, ARHR: 0.050366±0.0009, RMSE: 0.926344±0.0047, NOVELTY: 0.005675±0.0000, AVERAGE_POPULARITY: 0.471975±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.949202±0.0005, DIVERSITY_HERFINDAHL: 0.994915±0.0000, COVERAGE_ITEM: 0.407494±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119993±0.0006, SHANNON_ENTROPY: 9.296133±0.0105, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1035, 'shrink': 953, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5769324488751874, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061400±0.0011, PRECISION: 0.008656±0.0002, PRECISION_RECALL_MIN_DEN: 0.086559±0.0021, RECALL: 0.086559±0.0021, MAP: 0.044036±0.0008, MRR: 0.044036±0.0008, NDCG: 0.054043±0.0010, F1: 0.015738±0.0004, HIT_RATE: 0.086559±0.0021, ARHR: 0.044036±0.0008, RMSE: 0.843847±0.0016, NOVELTY: 0.005185±0.0000, AVERAGE_POPULARITY: 0.662918±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.858944±0.0007, DIVERSITY_HERFINDAHL: 0.985890±0.0001, COVERAGE_ITEM: 0.138870±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.068071±0.0006, SHANNON_ENTROPY: 7.264796±0.0040, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1046, 'shrink': 1133, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9344044287874398, 'feature_weighting': 'none'} - results: ROC_AUC: 0.018785±0.0008, PRECISION: 0.002894±0.0001, PRECISION_RECALL_MIN_DEN: 0.028944±0.0008, RECALL: 0.028944±0.0008, MAP: 0.012682±0.0007, MRR: 0.012682±0.0007, NDCG: 0.016475±0.0007, F1: 0.005263±0.0001, HIT_RATE: 0.028944±0.0008, ARHR: 0.012682±0.0007, RMSE: 0.999164±0.0000, NOVELTY: 0.005868±0.0000, AVERAGE_POPULARITY: 0.380695±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.964689±0.0004, DIVERSITY_HERFINDAHL: 0.996463±0.0000, COVERAGE_ITEM: 0.187532±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151431±0.0027, SHANNON_ENTROPY: 9.221250±0.0182, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 905, 'shrink': 1759, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0132516003944587, 'feature_weighting': 'none'} - results: ROC_AUC: 0.018456±0.0008, PRECISION: 0.002842±0.0001, PRECISION_RECALL_MIN_DEN: 0.028420±0.0011, RECALL: 0.028420±0.0011, MAP: 0.012512±0.0005, MRR: 0.012512±0.0005, NDCG: 0.016220±0.0007, F1: 0.005167±0.0002, HIT_RATE: 0.028420±0.0011, ARHR: 0.012512±0.0005, RMSE: 0.999602±0.0000, NOVELTY: 0.005985±0.0000, AVERAGE_POPULARITY: 0.361923±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.961394±0.0005, DIVERSITY_HERFINDAHL: 0.996134±0.0001, COVERAGE_ITEM: 0.173788±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145275±0.0019, SHANNON_ENTROPY: 9.073904±0.0096, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 3693, 'shrink': 1632, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8164945261148366, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.055057±0.0011, PRECISION: 0.008115±0.0002, PRECISION_RECALL_MIN_DEN: 0.081148±0.0022, RECALL: 0.081148±0.0022, MAP: 0.038346±0.0005, MRR: 0.038346±0.0005, NDCG: 0.048368±0.0009, F1: 0.014754±0.0004, HIT_RATE: 0.081148±0.0022, ARHR: 0.038346±0.0005, RMSE: 1.338615±0.0087, NOVELTY: 0.005192±0.0000, AVERAGE_POPULARITY: 0.654365±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.856835±0.0007, DIVERSITY_HERFINDAHL: 0.985679±0.0001, COVERAGE_ITEM: 0.140719±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.059526±0.0008, SHANNON_ENTROPY: 7.161998±0.0140, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 972, 'shrink': 474, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5512434090478096, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061750±0.0011, PRECISION: 0.008703±0.0002, PRECISION_RECALL_MIN_DEN: 0.087026±0.0018, RECALL: 0.087026±0.0018, MAP: 0.044330±0.0006, MRR: 0.044330±0.0006, NDCG: 0.054376±0.0008, F1: 0.015823±0.0003, HIT_RATE: 0.087026±0.0018, ARHR: 0.044330±0.0006, RMSE: 0.922443±0.0030, NOVELTY: 0.005193±0.0000, AVERAGE_POPULARITY: 0.658754±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.862197±0.0007, DIVERSITY_HERFINDAHL: 0.986215±0.0001, COVERAGE_ITEM: 0.142482±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069050±0.0006, SHANNON_ENTROPY: 7.312384±0.0044, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 16, 'shrink': 621, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1617823235344373, 'feature_weighting': 'none'} - results: ROC_AUC: 0.000192±0.0001, PRECISION: 0.000033±0.0000, PRECISION_RECALL_MIN_DEN: 0.000330±0.0002, RECALL: 0.000330±0.0002, MAP: 0.000152±0.0001, MRR: 0.000152±0.0001, NDCG: 0.000192±0.0001, F1: 0.000060±0.0000, HIT_RATE: 0.000330±0.0002, ARHR: 0.000152±0.0001, RMSE: 0.999991±0.0000, NOVELTY: 0.008002±0.0000, AVERAGE_POPULARITY: 0.009024±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.230106±0.0002, DIVERSITY_HERFINDAHL: 0.923009±0.0000, COVERAGE_ITEM: 0.006477±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106004±0.0054, SHANNON_ENTROPY: 3.863333±0.0012, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 803, 'shrink': 486, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5365662976492216, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069540±0.0011, PRECISION: 0.009589±0.0002, PRECISION_RECALL_MIN_DEN: 0.095888±0.0016, RECALL: 0.095888±0.0016, MAP: 0.050115±0.0011, MRR: 0.050115±0.0011, NDCG: 0.060929±0.0011, F1: 0.017434±0.0003, HIT_RATE: 0.095888±0.0016, ARHR: 0.050115±0.0011, RMSE: 2.130891±0.0118, NOVELTY: 0.005621±0.0000, AVERAGE_POPULARITY: 0.489007±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.943856±0.0004, DIVERSITY_HERFINDAHL: 0.994380±0.0000, COVERAGE_ITEM: 0.384882±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111133±0.0003, SHANNON_ENTROPY: 9.099137±0.0076, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 892, 'shrink': 1078, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3254389543152519, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.057289±0.0011, PRECISION: 0.007919±0.0002, PRECISION_RECALL_MIN_DEN: 0.079189±0.0016, RECALL: 0.079189±0.0016, MAP: 0.041745±0.0008, MRR: 0.041745±0.0008, NDCG: 0.050575±0.0008, F1: 0.014398±0.0003, HIT_RATE: 0.079189±0.0016, ARHR: 0.041745±0.0008, RMSE: 0.919009±0.0011, NOVELTY: 0.005521±0.0000, AVERAGE_POPULARITY: 0.503412±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.942868±0.0006, DIVERSITY_HERFINDAHL: 0.994281±0.0001, COVERAGE_ITEM: 0.265683±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118141±0.0009, SHANNON_ENTROPY: 8.940153±0.0122, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 3546, 'shrink': 317, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5117190334961427, 'feature_weighting': 'none'} - results: ROC_AUC: 0.021019±0.0005, PRECISION: 0.003592±0.0001, PRECISION_RECALL_MIN_DEN: 0.035915±0.0010, RECALL: 0.035915±0.0010, MAP: 0.013208±0.0003, MRR: 0.013208±0.0003, NDCG: 0.018459±0.0004, F1: 0.006530±0.0002, HIT_RATE: 0.035915±0.0010, ARHR: 0.013208±0.0003, RMSE: 1.009497±0.0064, NOVELTY: 0.005237±0.0000, AVERAGE_POPULARITY: 0.616928±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.870602±0.0035, DIVERSITY_HERFINDAHL: 0.987055±0.0004, COVERAGE_ITEM: 0.091484±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.084856±0.0011, SHANNON_ENTROPY: 7.295635±0.0310, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1239, 'shrink': 765, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6528772059399662, 'feature_weighting': 'none'} - results: ROC_AUC: 0.017503±0.0007, PRECISION: 0.002703±0.0001, PRECISION_RECALL_MIN_DEN: 0.027030±0.0009, RECALL: 0.027030±0.0009, MAP: 0.011968±0.0006, MRR: 0.011968±0.0006, NDCG: 0.015475±0.0007, F1: 0.004915±0.0002, HIT_RATE: 0.027030±0.0009, ARHR: 0.011968±0.0006, RMSE: 0.995291±0.0009, NOVELTY: 0.006126±0.0000, AVERAGE_POPULARITY: 0.313906±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.976960±0.0003, DIVERSITY_HERFINDAHL: 0.997690±0.0000, COVERAGE_ITEM: 0.250684±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.174834±0.0015, SHANNON_ENTROPY: 9.869922±0.0157, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1314, 'shrink': 1675, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.361160524756118, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066279±0.0010, PRECISION: 0.009268±0.0002, PRECISION_RECALL_MIN_DEN: 0.092676±0.0018, RECALL: 0.092676±0.0018, MAP: 0.047307±0.0004, MRR: 0.047307±0.0004, NDCG: 0.058008±0.0006, F1: 0.016850±0.0003, HIT_RATE: 0.092676±0.0018, ARHR: 0.047307±0.0004, RMSE: 0.887095±0.0035, NOVELTY: 0.005447±0.0000, AVERAGE_POPULARITY: 0.540356±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.924698±0.0008, DIVERSITY_HERFINDAHL: 0.992465±0.0001, COVERAGE_ITEM: 0.264136±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.088319±0.0003, SHANNON_ENTROPY: 8.414037±0.0138, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 1368, 'shrink': 495, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7866635494783805, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053718±0.0011, PRECISION: 0.007348±0.0002, PRECISION_RECALL_MIN_DEN: 0.073482±0.0015, RECALL: 0.073482±0.0015, MAP: 0.038496±0.0011, MRR: 0.038496±0.0011, NDCG: 0.046782±0.0011, F1: 0.013360±0.0003, HIT_RATE: 0.073482±0.0015, ARHR: 0.038496±0.0011, RMSE: 0.965865±0.0057, NOVELTY: 0.005991±0.0000, AVERAGE_POPULARITY: 0.357940±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.972090±0.0009, DIVERSITY_HERFINDAHL: 0.997203±0.0001, COVERAGE_ITEM: 0.400930±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.176633±0.0007, SHANNON_ENTROPY: 10.128819±0.0195, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 2014, 'shrink': 1280, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3343483852645364, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067410±0.0007, PRECISION: 0.009408±0.0001, PRECISION_RECALL_MIN_DEN: 0.094077±0.0013, RECALL: 0.094077±0.0013, MAP: 0.048238±0.0006, MRR: 0.048238±0.0006, NDCG: 0.059049±0.0006, F1: 0.017105±0.0002, HIT_RATE: 0.094077±0.0013, ARHR: 0.048238±0.0006, RMSE: 1.068069±0.0064, NOVELTY: 0.005606±0.0000, AVERAGE_POPULARITY: 0.488797±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.944077±0.0005, DIVERSITY_HERFINDAHL: 0.994402±0.0001, COVERAGE_ITEM: 0.380871±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107498±0.0003, SHANNON_ENTROPY: 9.060054±0.0078, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2776, 'shrink': 1249, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3016414739172928, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.062527±0.0010, PRECISION: 0.008873±0.0002, PRECISION_RECALL_MIN_DEN: 0.088734±0.0018, RECALL: 0.088734±0.0018, MAP: 0.044462±0.0009, MRR: 0.044462±0.0009, NDCG: 0.054874±0.0010, F1: 0.016134±0.0003, HIT_RATE: 0.088734±0.0018, ARHR: 0.044462±0.0009, RMSE: 1.722913±0.0098, NOVELTY: 0.005246±0.0000, AVERAGE_POPULARITY: 0.633668±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.880930±0.0004, DIVERSITY_HERFINDAHL: 0.988088±0.0000, COVERAGE_ITEM: 0.191079±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064093±0.0004, SHANNON_ENTROPY: 7.525731±0.0097, 
