CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038716±0.0009, PRECISION: 0.005816±0.0001, PRECISION_RECALL_MIN_DEN: 0.058162±0.0013, RECALL: 0.058162±0.0013, MAP: 0.026453±0.0005, MRR: 0.026453±0.0005, NDCG: 0.033869±0.0006, F1: 0.010575±0.0002, HIT_RATE: 0.058162±0.0013, ARHR: 0.026453±0.0005, RMSE: 0.997723±0.0067, NOVELTY: 0.005571±0.0000, AVERAGE_POPULARITY: 0.464140±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.951442±0.0003, DIVERSITY_HERFINDAHL: 0.995139±0.0000, COVERAGE_ITEM: 0.179216±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118160±0.0015, SHANNON_ENTROPY: 8.762408±0.0060, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1612, 'shrink': 1760, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.036494±0.0004, PRECISION: 0.005518±0.0001, PRECISION_RECALL_MIN_DEN: 0.055177±0.0012, RECALL: 0.055177±0.0012, MAP: 0.024560±0.0005, MRR: 0.024560±0.0005, NDCG: 0.031726±0.0005, F1: 0.010032±0.0002, HIT_RATE: 0.055177±0.0012, ARHR: 0.024560±0.0005, RMSE: 0.948469±0.0007, NOVELTY: 0.005793±0.0000, AVERAGE_POPULARITY: 0.388193±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.968569±0.0006, DIVERSITY_HERFINDAHL: 0.996851±0.0001, COVERAGE_ITEM: 0.242660±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140755±0.0015, SHANNON_ENTROPY: 9.443110±0.0115, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 2921, 'shrink': 1761, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037414±0.0008, PRECISION: 0.005727±0.0001, PRECISION_RECALL_MIN_DEN: 0.057273±0.0011, RECALL: 0.057273±0.0011, MAP: 0.025096±0.0005, MRR: 0.025096±0.0005, NDCG: 0.032613±0.0006, F1: 0.010413±0.0002, HIT_RATE: 0.057273±0.0011, ARHR: 0.025096±0.0005, RMSE: 0.907651±0.0009, NOVELTY: 0.005479±0.0000, AVERAGE_POPULARITY: 0.497723±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.937680±0.0008, DIVERSITY_HERFINDAHL: 0.993763±0.0001, COVERAGE_ITEM: 0.133874±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119669±0.0022, SHANNON_ENTROPY: 8.388709±0.0108, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 2534, 'shrink': 626, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.037342±0.0008, PRECISION: 0.005793±0.0001, PRECISION_RECALL_MIN_DEN: 0.057934±0.0013, RECALL: 0.057934±0.0013, MAP: 0.024971±0.0005, MRR: 0.024971±0.0005, NDCG: 0.032657±0.0006, F1: 0.010533±0.0002, HIT_RATE: 0.057934±0.0013, ARHR: 0.024971±0.0005, RMSE: 0.948316±0.0009, NOVELTY: 0.005256±0.0000, AVERAGE_POPULARITY: 0.598690±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.895434±0.0009, DIVERSITY_HERFINDAHL: 0.989538±0.0001, COVERAGE_ITEM: 0.079319±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.109720±0.0012, SHANNON_ENTROPY: 7.548067±0.0096, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 230, 'shrink': 1460, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.022369±0.0005, PRECISION: 0.003225±0.0001, PRECISION_RECALL_MIN_DEN: 0.032247±0.0006, RECALL: 0.032247±0.0006, MAP: 0.015437±0.0005, MRR: 0.015437±0.0005, NDCG: 0.019392±0.0005, F1: 0.005863±0.0001, HIT_RATE: 0.032247±0.0006, ARHR: 0.015437±0.0005, RMSE: 0.998901±0.0000, NOVELTY: 0.006476±0.0000, AVERAGE_POPULARITY: 0.216033±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.993105±0.0001, DIVERSITY_HERFINDAHL: 0.999305±0.0000, COVERAGE_ITEM: 0.521665±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.269082±0.0008, SHANNON_ENTROPY: 11.583824±0.0083, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 275, 'shrink': 344, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.031068±0.0006, PRECISION: 0.004565±0.0001, PRECISION_RECALL_MIN_DEN: 0.045654±0.0008, RECALL: 0.045654±0.0008, MAP: 0.021374±0.0007, MRR: 0.021374±0.0007, NDCG: 0.027073±0.0007, F1: 0.008301±0.0001, HIT_RATE: 0.045654±0.0008, ARHR: 0.021374±0.0007, RMSE: 0.988573±0.0002, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.305648±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.985638±0.0001, DIVERSITY_HERFINDAHL: 0.998558±0.0000, COVERAGE_ITEM: 0.383617±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198311±0.0008, SHANNON_ENTROPY: 10.618123±0.0038, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 663, 'shrink': 1325, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.033838±0.0007, PRECISION: 0.005051±0.0001, PRECISION_RECALL_MIN_DEN: 0.050507±0.0008, RECALL: 0.050507±0.0008, MAP: 0.023203±0.0007, MRR: 0.023203±0.0007, NDCG: 0.029595±0.0007, F1: 0.009183±0.0001, HIT_RATE: 0.050507±0.0008, ARHR: 0.023203±0.0007, RMSE: 0.995437±0.0001, NOVELTY: 0.005859±0.0000, AVERAGE_POPULARITY: 0.358779±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.977011±0.0003, DIVERSITY_HERFINDAHL: 0.997696±0.0000, COVERAGE_ITEM: 0.287213±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.160038±0.0006, SHANNON_ENTROPY: 9.888154±0.0116, 
CrossSearchBayesianSkopt: New best config found. Config 34: {'topK': 2116, 'shrink': 283, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038793±0.0008, PRECISION: 0.005861±0.0001, PRECISION_RECALL_MIN_DEN: 0.058606±0.0012, RECALL: 0.058606±0.0012, MAP: 0.026462±0.0005, MRR: 0.026462±0.0005, NDCG: 0.033977±0.0006, F1: 0.010656±0.0002, HIT_RATE: 0.058606±0.0012, ARHR: 0.026462±0.0005, RMSE: 0.981712±0.0064, NOVELTY: 0.005591±0.0000, AVERAGE_POPULARITY: 0.456705±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.953658±0.0004, DIVERSITY_HERFINDAHL: 0.995360±0.0000, COVERAGE_ITEM: 0.186061±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119753±0.0016, SHANNON_ENTROPY: 8.834030±0.0071, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 3624, 'shrink': 936, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038569±0.0007, PRECISION: 0.005940±0.0001, PRECISION_RECALL_MIN_DEN: 0.059403±0.0010, RECALL: 0.059403±0.0010, MAP: 0.025835±0.0005, MRR: 0.025835±0.0005, NDCG: 0.033670±0.0006, F1: 0.010801±0.0002, HIT_RATE: 0.059403±0.0010, ARHR: 0.025835±0.0005, RMSE: 0.939306±0.0043, NOVELTY: 0.005380±0.0000, AVERAGE_POPULARITY: 0.540168±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.922404±0.0010, DIVERSITY_HERFINDAHL: 0.992235±0.0001, COVERAGE_ITEM: 0.115556±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108942±0.0021, SHANNON_ENTROPY: 8.042205±0.0159, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 3005, 'shrink': 1074, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038522±0.0007, PRECISION: 0.005872±0.0001, PRECISION_RECALL_MIN_DEN: 0.058720±0.0009, RECALL: 0.058720±0.0009, MAP: 0.025995±0.0005, MRR: 0.025995±0.0005, NDCG: 0.033640±0.0005, F1: 0.010676±0.0002, HIT_RATE: 0.058720±0.0009, ARHR: 0.025995±0.0005, RMSE: 0.912766±0.0019, NOVELTY: 0.005471±0.0000, AVERAGE_POPULARITY: 0.503200±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.936874±0.0008, DIVERSITY_HERFINDAHL: 0.993682±0.0001, COVERAGE_ITEM: 0.147110±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111525±0.0023, SHANNON_ENTROPY: 8.390433±0.0106, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1679, 'shrink': 785, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.036820±0.0005, PRECISION: 0.005595±0.0001, PRECISION_RECALL_MIN_DEN: 0.055952±0.0010, RECALL: 0.055952±0.0010, MAP: 0.024853±0.0005, MRR: 0.024853±0.0005, NDCG: 0.032125±0.0005, F1: 0.010173±0.0002, HIT_RATE: 0.055952±0.0010, ARHR: 0.024853±0.0005, RMSE: 0.907032±0.0010, NOVELTY: 0.005755±0.0000, AVERAGE_POPULARITY: 0.399966±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.966258±0.0006, DIVERSITY_HERFINDAHL: 0.996620±0.0001, COVERAGE_ITEM: 0.226959±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138162±0.0016, SHANNON_ENTROPY: 9.327802±0.0101, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 3449, 'shrink': 867, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.036532±0.0008, PRECISION: 0.005714±0.0001, PRECISION_RECALL_MIN_DEN: 0.057136±0.0012, RECALL: 0.057136±0.0012, MAP: 0.024322±0.0005, MRR: 0.024322±0.0005, NDCG: 0.031967±0.0005, F1: 0.010388±0.0002, HIT_RATE: 0.057136±0.0012, ARHR: 0.024322±0.0005, RMSE: 0.942721±0.0008, NOVELTY: 0.005176±0.0000, AVERAGE_POPULARITY: 0.643248±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.863791±0.0013, DIVERSITY_HERFINDAHL: 0.986374±0.0001, COVERAGE_ITEM: 0.058978±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106884±0.0023, SHANNON_ENTROPY: 7.115479±0.0119, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 2531, 'shrink': 1311, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038283±0.0006, PRECISION: 0.005790±0.0001, PRECISION_RECALL_MIN_DEN: 0.057900±0.0012, RECALL: 0.057900±0.0012, MAP: 0.026000±0.0005, MRR: 0.026000±0.0005, NDCG: 0.033460±0.0006, F1: 0.010527±0.0002, HIT_RATE: 0.057900±0.0012, ARHR: 0.026000±0.0005, RMSE: 0.917084±0.0007, NOVELTY: 0.005559±0.0000, AVERAGE_POPULARITY: 0.469627±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.948050±0.0003, DIVERSITY_HERFINDAHL: 0.994800±0.0000, COVERAGE_ITEM: 0.180319±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115367±0.0016, SHANNON_ENTROPY: 8.708644±0.0071, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1031, 'shrink': 1610, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.034359±0.0004, PRECISION: 0.005109±0.0001, PRECISION_RECALL_MIN_DEN: 0.051088±0.0007, RECALL: 0.051088±0.0007, MAP: 0.023635±0.0004, MRR: 0.023635±0.0004, NDCG: 0.030062±0.0004, F1: 0.009289±0.0001, HIT_RATE: 0.051088±0.0007, ARHR: 0.023635±0.0004, RMSE: 0.966572±0.0003, NOVELTY: 0.006117±0.0000, AVERAGE_POPULARITY: 0.302073±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.982601±0.0003, DIVERSITY_HERFINDAHL: 0.998255±0.0000, COVERAGE_ITEM: 0.362985±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.175735±0.0017, SHANNON_ENTROPY: 10.341804±0.0150, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 2074, 'shrink': 1509, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.037631±0.0006, PRECISION: 0.005716±0.0002, PRECISION_RECALL_MIN_DEN: 0.057159±0.0015, RECALL: 0.057159±0.0015, MAP: 0.025455±0.0007, MRR: 0.025455±0.0007, NDCG: 0.032867±0.0008, F1: 0.010393±0.0003, HIT_RATE: 0.057159±0.0015, ARHR: 0.025455±0.0007, RMSE: 0.933347±0.0009, NOVELTY: 0.005663±0.0000, AVERAGE_POPULARITY: 0.433285±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.958556±0.0004, DIVERSITY_HERFINDAHL: 0.995850±0.0000, COVERAGE_ITEM: 0.218113±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122834±0.0008, SHANNON_ENTROPY: 9.058399±0.0085, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 3213, 'shrink': 1640, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.036714±0.0008, PRECISION: 0.005738±0.0001, PRECISION_RECALL_MIN_DEN: 0.057376±0.0007, RECALL: 0.057376±0.0007, MAP: 0.024481±0.0005, MRR: 0.024481±0.0005, NDCG: 0.032146±0.0005, F1: 0.010432±0.0001, HIT_RATE: 0.057376±0.0007, ARHR: 0.024481±0.0005, RMSE: 0.966555±0.0007, NOVELTY: 0.005195±0.0000, AVERAGE_POPULARITY: 0.632197±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.872282±0.0010, DIVERSITY_HERFINDAHL: 0.987223±0.0001, COVERAGE_ITEM: 0.063833±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106910±0.0020, SHANNON_ENTROPY: 7.221751±0.0104, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2931, 'shrink': 1219, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038438±0.0006, PRECISION: 0.005849±0.0001, PRECISION_RECALL_MIN_DEN: 0.058492±0.0009, RECALL: 0.058492±0.0009, MAP: 0.025884±0.0004, MRR: 0.025884±0.0004, NDCG: 0.033507±0.0005, F1: 0.010635±0.0002, HIT_RATE: 0.058492±0.0009, ARHR: 0.025884±0.0004, RMSE: 0.912216±0.0013, NOVELTY: 0.005484±0.0000, AVERAGE_POPULARITY: 0.498075±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.938701±0.0008, DIVERSITY_HERFINDAHL: 0.993865±0.0001, COVERAGE_ITEM: 0.152063±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111848±0.0022, SHANNON_ENTROPY: 8.438465±0.0110, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 552, 'shrink': 1598, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.032332±0.0010, PRECISION: 0.004766±0.0002, PRECISION_RECALL_MIN_DEN: 0.047659±0.0018, RECALL: 0.047659±0.0018, MAP: 0.022231±0.0009, MRR: 0.022231±0.0009, NDCG: 0.028194±0.0011, F1: 0.008665±0.0003, HIT_RATE: 0.047659±0.0018, ARHR: 0.022231±0.0009, RMSE: 0.997089±0.0001, NOVELTY: 0.005973±0.0000, AVERAGE_POPULARITY: 0.328665±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.981588±0.0002, DIVERSITY_HERFINDAHL: 0.998153±0.0000, COVERAGE_ITEM: 0.332685±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.176692±0.0010, SHANNON_ENTROPY: 10.238764±0.0088, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1365, 'shrink': 1319, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.036224±0.0007, PRECISION: 0.005449±0.0001, PRECISION_RECALL_MIN_DEN: 0.054494±0.0010, RECALL: 0.054494±0.0010, MAP: 0.024612±0.0007, MRR: 0.024612±0.0007, NDCG: 0.031605±0.0007, F1: 0.009908±0.0002, HIT_RATE: 0.054494±0.0010, ARHR: 0.024612±0.0007, RMSE: 0.945528±0.0009, NOVELTY: 0.005899±0.0000, AVERAGE_POPULARITY: 0.356974±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.974483±0.0006, DIVERSITY_HERFINDAHL: 0.997443±0.0001, COVERAGE_ITEM: 0.281611±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151428±0.0013, SHANNON_ENTROPY: 9.759407±0.0166, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 2545, 'shrink': 810, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038393±0.0006, PRECISION: 0.005842±0.0001, PRECISION_RECALL_MIN_DEN: 0.058424±0.0013, RECALL: 0.058424±0.0013, MAP: 0.026101±0.0005, MRR: 0.026101±0.0005, NDCG: 0.033652±0.0006, F1: 0.010622±0.0002, HIT_RATE: 0.058424±0.0013, ARHR: 0.026101±0.0005, RMSE: 0.909903±0.0016, NOVELTY: 0.005553±0.0000, AVERAGE_POPULARITY: 0.471984±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.947444±0.0003, DIVERSITY_HERFINDAHL: 0.994739±0.0000, COVERAGE_ITEM: 0.177356±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115290±0.0019, SHANNON_ENTROPY: 8.687184±0.0070, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 2106, 'shrink': 604, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037264±0.0007, PRECISION: 0.005677±0.0001, PRECISION_RECALL_MIN_DEN: 0.056772±0.0012, RECALL: 0.056772±0.0012, MAP: 0.025176±0.0006, MRR: 0.025176±0.0006, NDCG: 0.032559±0.0006, F1: 0.010322±0.0002, HIT_RATE: 0.056772±0.0012, ARHR: 0.025176±0.0006, RMSE: 0.888353±0.0019, NOVELTY: 0.005630±0.0000, AVERAGE_POPULARITY: 0.441639±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.955974±0.0003, DIVERSITY_HERFINDAHL: 0.995592±0.0000, COVERAGE_ITEM: 0.180287±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129471±0.0017, SHANNON_ENTROPY: 8.917965±0.0060, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 2310, 'shrink': 1544, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.037078±0.0006, PRECISION: 0.005686±0.0001, PRECISION_RECALL_MIN_DEN: 0.056863±0.0011, RECALL: 0.056863±0.0011, MAP: 0.024873±0.0005, MRR: 0.024873±0.0005, NDCG: 0.032344±0.0006, F1: 0.010339±0.0002, HIT_RATE: 0.056863±0.0011, ARHR: 0.024873±0.0005, RMSE: 0.978602±0.0004, NOVELTY: 0.005288±0.0000, AVERAGE_POPULARITY: 0.581628±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.905238±0.0007, DIVERSITY_HERFINDAHL: 0.990519±0.0001, COVERAGE_ITEM: 0.088629±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110791±0.0019, SHANNON_ENTROPY: 7.709276±0.0097, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 679, 'shrink': 1479, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.030940±0.0008, PRECISION: 0.004482±0.0001, PRECISION_RECALL_MIN_DEN: 0.044823±0.0012, RECALL: 0.044823±0.0012, MAP: 0.021473±0.0007, MRR: 0.021473±0.0007, NDCG: 0.026961±0.0007, F1: 0.008150±0.0002, HIT_RATE: 0.044823±0.0012, ARHR: 0.021473±0.0007, RMSE: 0.977722±0.0003, NOVELTY: 0.006481±0.0000, AVERAGE_POPULARITY: 0.231235±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.990188±0.0000, DIVERSITY_HERFINDAHL: 0.999013±0.0000, COVERAGE_ITEM: 0.482952±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.225599±0.0017, SHANNON_ENTROPY: 11.157251±0.0102, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 3928, 'shrink': 758, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037104±0.0009, PRECISION: 0.005805±0.0001, PRECISION_RECALL_MIN_DEN: 0.058048±0.0012, RECALL: 0.058048±0.0012, MAP: 0.024746±0.0006, MRR: 0.024746±0.0006, NDCG: 0.032504±0.0007, F1: 0.010554±0.0002, HIT_RATE: 0.058048±0.0012, ARHR: 0.024746±0.0006, RMSE: 0.918981±0.0052, NOVELTY: 0.005341±0.0000, AVERAGE_POPULARITY: 0.556011±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.912959±0.0013, DIVERSITY_HERFINDAHL: 0.991291±0.0001, COVERAGE_ITEM: 0.094317±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113465±0.0018, SHANNON_ENTROPY: 7.843003±0.0178, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1116, 'shrink': 631, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.035500±0.0007, PRECISION: 0.005265±0.0000, PRECISION_RECALL_MIN_DEN: 0.052648±0.0004, RECALL: 0.052648±0.0004, MAP: 0.024335±0.0007, MRR: 0.024335±0.0007, NDCG: 0.030970±0.0006, F1: 0.009572±0.0001, HIT_RATE: 0.052648±0.0004, ARHR: 0.024335±0.0007, RMSE: 0.919687±0.0013, NOVELTY: 0.006000±0.0000, AVERAGE_POPULARITY: 0.329403±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.979250±0.0004, DIVERSITY_HERFINDAHL: 0.997919±0.0000, COVERAGE_ITEM: 0.314009±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.164470±0.0015, SHANNON_ENTROPY: 10.049296±0.0182, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 2268, 'shrink': 744, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038048±0.0007, PRECISION: 0.005812±0.0001, PRECISION_RECALL_MIN_DEN: 0.058116±0.0011, RECALL: 0.058116±0.0011, MAP: 0.025963±0.0005, MRR: 0.025963±0.0005, NDCG: 0.033466±0.0005, F1: 0.010567±0.0002, HIT_RATE: 0.058116±0.0011, ARHR: 0.025963±0.0005, RMSE: 0.908392±0.0014, NOVELTY: 0.005609±0.0000, AVERAGE_POPULARITY: 0.451632±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.953604±0.0003, DIVERSITY_HERFINDAHL: 0.995355±0.0000, COVERAGE_ITEM: 0.196994±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119366±0.0012, SHANNON_ENTROPY: 8.880909±0.0095, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 830, 'shrink': 451, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.035079±0.0005, PRECISION: 0.005125±0.0001, PRECISION_RECALL_MIN_DEN: 0.051247±0.0009, RECALL: 0.051247±0.0009, MAP: 0.024298±0.0007, MRR: 0.024298±0.0007, NDCG: 0.030623±0.0007, F1: 0.009318±0.0002, HIT_RATE: 0.051247±0.0009, ARHR: 0.024298±0.0007, RMSE: 0.925222±0.0016, NOVELTY: 0.006179±0.0000, AVERAGE_POPULARITY: 0.291782±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.984930±0.0002, DIVERSITY_HERFINDAHL: 0.998487±0.0000, COVERAGE_ITEM: 0.412609±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184279±0.0018, SHANNON_ENTROPY: 10.574320±0.0125, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 1219, 'shrink': 1013, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.036086±0.0006, PRECISION: 0.005326±0.0001, PRECISION_RECALL_MIN_DEN: 0.053263±0.0007, RECALL: 0.053263±0.0007, MAP: 0.024759±0.0007, MRR: 0.024759±0.0007, NDCG: 0.031446±0.0006, F1: 0.009684±0.0001, HIT_RATE: 0.053263±0.0007, ARHR: 0.024759±0.0007, RMSE: 0.947123±0.0010, NOVELTY: 0.005999±0.0000, AVERAGE_POPULARITY: 0.334243±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.978546±0.0004, DIVERSITY_HERFINDAHL: 0.997849±0.0000, COVERAGE_ITEM: 0.350776±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.157440±0.0015, SHANNON_ENTROPY: 10.077840±0.0168, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 4000, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.033693±0.0006, PRECISION: 0.005309±0.0001, PRECISION_RECALL_MIN_DEN: 0.053093±0.0011, RECALL: 0.053093±0.0011, MAP: 0.022277±0.0005, MRR: 0.022277±0.0005, NDCG: 0.029450±0.0005, F1: 0.009653±0.0002, HIT_RATE: 0.053093±0.0011, ARHR: 0.022277±0.0005, RMSE: 1.890963±0.0194, NOVELTY: 0.005050±0.0000, AVERAGE_POPULARITY: 0.727043±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.774392±0.0033, DIVERSITY_HERFINDAHL: 0.977435±0.0003, COVERAGE_ITEM: 0.030333±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114853±0.0011, SHANNON_ENTROPY: 6.311279±0.0126, 
