SearchBayesianSkopt: New best config found. Config 0: {'topK': 170, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.7083630790715017e-09, 'lambda_j': 1.0521949487957268e-06, 'learning_rate': 1.3965839976164699e-08, 'alpha': 0.256935703633527} - results: ROC_AUC: 0.0624533, PRECISION: 0.0086285, PRECISION_RECALL_MIN_DEN: 0.0862855, RECALL: 0.0862855, MAP: 0.0459691, MRR: 0.0459691, NDCG: 0.0554538, F1: 0.0156883, HIT_RATE: 0.0862855, ARHR: 0.0459691, RMSE: 0.9999794, NOVELTY: 0.0055084, AVERAGE_POPULARITY: 0.5393332, DIVERSITY_MEAN_INTER_LIST: 0.9164710, DIVERSITY_HERFINDAHL: 0.9916419, COVERAGE_ITEM: 0.4189781, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1033716, SHANNON_ENTROPY: 8.7011510, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 836, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.00011556051559549281, 'lambda_j': 3.475494250513338e-05, 'learning_rate': 1.2793124773604107e-05, 'alpha': 0.010821635925663911} - results: ROC_AUC: 0.0610105, PRECISION: 0.0083609, PRECISION_RECALL_MIN_DEN: 0.0836086, RECALL: 0.0836086, MAP: 0.0445550, MRR: 0.0445550, NDCG: 0.0537671, F1: 0.0152016, HIT_RATE: 0.0836086, ARHR: 0.0445550, RMSE: 0.9754923, NOVELTY: 0.0053571, AVERAGE_POPULARITY: 0.6119510, DIVERSITY_MEAN_INTER_LIST: 0.8683958, DIVERSITY_HERFINDAHL: 0.9868346, COVERAGE_ITEM: 0.3791836, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0833538, SHANNON_ENTROPY: 7.9660772, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 197, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.011222334451945511, 'lambda_j': 0.09969677608070325, 'learning_rate': 1.2119919252091148e-08, 'alpha': 0.010166412940509953} - results: ROC_AUC: 0.0626558, PRECISION: 0.0086855, PRECISION_RECALL_MIN_DEN: 0.0868550, RECALL: 0.0868550, MAP: 0.0458327, MRR: 0.0458327, NDCG: 0.0554885, F1: 0.0157918, HIT_RATE: 0.0868550, ARHR: 0.0458327, RMSE: 0.9999908, NOVELTY: 0.0054613, AVERAGE_POPULARITY: 0.5524758, DIVERSITY_MEAN_INTER_LIST: 0.9111214, DIVERSITY_HERFINDAHL: 0.9911069, COVERAGE_ITEM: 0.3817248, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0962658, SHANNON_ENTROPY: 8.5398364, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 1e-08, 'alpha': 0.01} - results: ROC_AUC: 0.0637190, PRECISION: 0.0087538, PRECISION_RECALL_MIN_DEN: 0.0875384, RECALL: 0.0875384, MAP: 0.0462696, MRR: 0.0462696, NDCG: 0.0560063, F1: 0.0159161, HIT_RATE: 0.0875384, ARHR: 0.0462696, RMSE: 0.9999921, NOVELTY: 0.0063996, AVERAGE_POPULARITY: 0.2857225, DIVERSITY_MEAN_INTER_LIST: 0.9606735, DIVERSITY_HERFINDAHL: 0.9960619, COVERAGE_ITEM: 0.4649365, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1547159, SHANNON_ENTROPY: 9.9742366, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 41, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 4.317428670799721e-12, 'lambda_j': 0.059496398626997016, 'learning_rate': 6.252547232489542e-05, 'alpha': 0.021962742732037892} - results: ROC_AUC: 0.0627381, PRECISION: 0.0086342, PRECISION_RECALL_MIN_DEN: 0.0863424, RECALL: 0.0863424, MAP: 0.0460710, MRR: 0.0460710, NDCG: 0.0555544, F1: 0.0156986, HIT_RATE: 0.0863424, ARHR: 0.0460710, RMSE: 0.9691022, NOVELTY: 0.0056449, AVERAGE_POPULARITY: 0.4671754, DIVERSITY_MEAN_INTER_LIST: 0.9504075, DIVERSITY_HERFINDAHL: 0.9950353, COVERAGE_ITEM: 0.4221682, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1191687, SHANNON_ENTROPY: 9.3182252, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 17, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.02083759959458076, 'lambda_j': 0.003984708290559999, 'learning_rate': 8.290429185162989e-05, 'alpha': 0.9652768348270234} - results: ROC_AUC: 0.0630608, PRECISION: 0.0086969, PRECISION_RECALL_MIN_DEN: 0.0869689, RECALL: 0.0869689, MAP: 0.0459310, MRR: 0.0459310, NDCG: 0.0556005, F1: 0.0158125, HIT_RATE: 0.0869689, ARHR: 0.0459310, RMSE: 0.9592444, NOVELTY: 0.0057959, AVERAGE_POPULARITY: 0.4208450, DIVERSITY_MEAN_INTER_LIST: 0.9624743, DIVERSITY_HERFINDAHL: 0.9962420, COVERAGE_ITEM: 0.4709922, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1353900, SHANNON_ENTROPY: 9.7165869, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 116, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.055755890237677595, 'lambda_j': 0.0687561857114655, 'learning_rate': 1.3353473482293909e-08, 'alpha': 0.010778539013335385} - results: ROC_AUC: 0.0626495, PRECISION: 0.0086570, PRECISION_RECALL_MIN_DEN: 0.0865702, RECALL: 0.0865702, MAP: 0.0459645, MRR: 0.0459645, NDCG: 0.0555218, F1: 0.0157400, HIT_RATE: 0.0865702, ARHR: 0.0459645, RMSE: 0.9999910, NOVELTY: 0.0055236, AVERAGE_POPULARITY: 0.5225985, DIVERSITY_MEAN_INTER_LIST: 0.9269579, DIVERSITY_HERFINDAHL: 0.9926905, COVERAGE_ITEM: 0.3955664, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1044100, SHANNON_ENTROPY: 8.8280189, 
SearchBayesianSkopt: New best config found. Config 35: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 0.0001, 'alpha': 0.01} - results: ROC_AUC: 0.0639341, PRECISION: 0.0087538, PRECISION_RECALL_MIN_DEN: 0.0875384, RECALL: 0.0875384, MAP: 0.0467272, MRR: 0.0467272, NDCG: 0.0563519, F1: 0.0159161, HIT_RATE: 0.0875384, ARHR: 0.0467272, RMSE: 0.9695433, NOVELTY: 0.0063915, AVERAGE_POPULARITY: 0.2862996, DIVERSITY_MEAN_INTER_LIST: 0.9613175, DIVERSITY_HERFINDAHL: 0.9961263, COVERAGE_ITEM: 0.4604488, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1549076, SHANNON_ENTROPY: 9.9797566, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 8, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.647945831598467e-12, 'lambda_j': 0.007920412863879244, 'learning_rate': 1.7430070132925685e-08, 'alpha': 0.9601536071202073} - results: ROC_AUC: 0.0636873, PRECISION: 0.0088848, PRECISION_RECALL_MIN_DEN: 0.0888484, RECALL: 0.0888484, MAP: 0.0463483, MRR: 0.0463483, NDCG: 0.0563399, F1: 0.0161543, HIT_RATE: 0.0888484, ARHR: 0.0463483, RMSE: 0.9999927, NOVELTY: 0.0060818, AVERAGE_POPULARITY: 0.3534065, DIVERSITY_MEAN_INTER_LIST: 0.9688643, DIVERSITY_HERFINDAHL: 0.9968809, COVERAGE_ITEM: 0.4762909, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1430826, SHANNON_ENTROPY: 9.9240543, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 11, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.03599258729018446, 'lambda_j': 0.011369027952553654, 'learning_rate': 1.3864094834246965e-08, 'alpha': 0.7143153077137485} - results: ROC_AUC: 0.0637569, PRECISION: 0.0088222, PRECISION_RECALL_MIN_DEN: 0.0882219, RECALL: 0.0882219, MAP: 0.0465940, MRR: 0.0465940, NDCG: 0.0563953, F1: 0.0160403, HIT_RATE: 0.0882219, ARHR: 0.0465940, RMSE: 0.9999878, NOVELTY: 0.0059316, AVERAGE_POPULARITY: 0.3885516, DIVERSITY_MEAN_INTER_LIST: 0.9675962, DIVERSITY_HERFINDAHL: 0.9967541, COVERAGE_ITEM: 0.4886185, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1432079, SHANNON_ENTROPY: 9.8923885, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 27, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 6.501662010614494e-12, 'lambda_j': 6.661790009181238e-12, 'learning_rate': 1.991963302921251e-08, 'alpha': 0.84841477003595} - results: ROC_AUC: 0.0627951, PRECISION: 0.0086570, PRECISION_RECALL_MIN_DEN: 0.0865702, RECALL: 0.0865702, MAP: 0.0460532, MRR: 0.0460532, NDCG: 0.0555988, F1: 0.0157400, HIT_RATE: 0.0865702, ARHR: 0.0460532, RMSE: 0.9999899, NOVELTY: 0.0056876, AVERAGE_POPULARITY: 0.4501536, DIVERSITY_MEAN_INTER_LIST: 0.9558899, DIVERSITY_HERFINDAHL: 0.9955835, COVERAGE_ITEM: 0.4347662, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1240163, SHANNON_ENTROPY: 9.4607058, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 1e-08, 'alpha': 0.01} - results: ROC_AUC: 0.0638582, PRECISION: 0.0086969, PRECISION_RECALL_MIN_DEN: 0.0869689, RECALL: 0.0869689, MAP: 0.0463288, MRR: 0.0463288, NDCG: 0.0559362, F1: 0.0158125, HIT_RATE: 0.0869689, ARHR: 0.0463288, RMSE: 0.9999921, NOVELTY: 0.0064040, AVERAGE_POPULARITY: 0.2845998, DIVERSITY_MEAN_INTER_LIST: 0.9603607, DIVERSITY_HERFINDAHL: 0.9960306, COVERAGE_ITEM: 0.4621249, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1554252, SHANNON_ENTROPY: 9.9720834, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 1e-08, 'alpha': 0.01} - results: ROC_AUC: 0.0637506, PRECISION: 0.0086912, PRECISION_RECALL_MIN_DEN: 0.0869119, RECALL: 0.0869119, MAP: 0.0463815, MRR: 0.0463815, NDCG: 0.0559556, F1: 0.0158022, HIT_RATE: 0.0869119, ARHR: 0.0463815, RMSE: 0.9999921, NOVELTY: 0.0064046, AVERAGE_POPULARITY: 0.2840299, DIVERSITY_MEAN_INTER_LIST: 0.9607052, DIVERSITY_HERFINDAHL: 0.9960650, COVERAGE_ITEM: 0.4648824, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1556657, SHANNON_ENTROPY: 9.9829098, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 14, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.018726992796040832, 'lambda_j': 1.2805872197800853e-12, 'learning_rate': 9.15908503647756e-05, 'alpha': 0.0662295089093249} - results: ROC_AUC: 0.0636051, PRECISION: 0.0088336, PRECISION_RECALL_MIN_DEN: 0.0883358, RECALL: 0.0883358, MAP: 0.0465632, MRR: 0.0465632, NDCG: 0.0563874, F1: 0.0160611, HIT_RATE: 0.0883358, ARHR: 0.0465632, RMSE: 0.9681508, NOVELTY: 0.0058272, AVERAGE_POPULARITY: 0.4120352, DIVERSITY_MEAN_INTER_LIST: 0.9640992, DIVERSITY_HERFINDAHL: 0.9964044, COVERAGE_ITEM: 0.4577994, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1325759, SHANNON_ENTROPY: 9.7034155, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 45, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.0843729656672917, 'lambda_j': 0.06684214709729162, 'learning_rate': 7.157539744573047e-05, 'alpha': 0.8201699182022505} - results: ROC_AUC: 0.0628520, PRECISION: 0.0086399, PRECISION_RECALL_MIN_DEN: 0.0863994, RECALL: 0.0863994, MAP: 0.0461535, MRR: 0.0461535, NDCG: 0.0556366, F1: 0.0157090, HIT_RATE: 0.0863994, ARHR: 0.0461535, RMSE: 0.9493647, NOVELTY: 0.0056712, AVERAGE_POPULARITY: 0.4642033, DIVERSITY_MEAN_INTER_LIST: 0.9502205, DIVERSITY_HERFINDAHL: 0.9950166, COVERAGE_ITEM: 0.4468235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1237356, SHANNON_ENTROPY: 9.3781306, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 0.0001, 'alpha': 0.01} - results: ROC_AUC: 0.0638392, PRECISION: 0.0087197, PRECISION_RECALL_MIN_DEN: 0.0871967, RECALL: 0.0871967, MAP: 0.0463083, MRR: 0.0463083, NDCG: 0.0559685, F1: 0.0158539, HIT_RATE: 0.0871967, ARHR: 0.0463083, RMSE: 0.9723574, NOVELTY: 0.0063898, AVERAGE_POPULARITY: 0.2875183, DIVERSITY_MEAN_INTER_LIST: 0.9559550, DIVERSITY_HERFINDAHL: 0.9955901, COVERAGE_ITEM: 0.4413625, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1477528, SHANNON_ENTROPY: 9.8262321, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 967, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.011559765449028885, 'lambda_j': 0.020566246659551864, 'learning_rate': 1.4837135195426441e-08, 'alpha': 0.010285971172005155} - results: ROC_AUC: 0.0606561, PRECISION: 0.0082811, PRECISION_RECALL_MIN_DEN: 0.0828113, RECALL: 0.0828113, MAP: 0.0440590, MRR: 0.0440590, NDCG: 0.0532119, F1: 0.0150566, HIT_RATE: 0.0828113, ARHR: 0.0440590, RMSE: 0.9999855, NOVELTY: 0.0053260, AVERAGE_POPULARITY: 0.6198402, DIVERSITY_MEAN_INTER_LIST: 0.8649601, DIVERSITY_HERFINDAHL: 0.9864911, COVERAGE_ITEM: 0.3451203, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0783065, SHANNON_ENTROPY: 7.8565526, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.07700247027770678, 'lambda_j': 1.5645616132491666e-12, 'learning_rate': 1.8567458212458906e-08, 'alpha': 0.026652796178908825} - results: ROC_AUC: 0.0640607, PRECISION: 0.0087595, PRECISION_RECALL_MIN_DEN: 0.0875954, RECALL: 0.0875954, MAP: 0.0464114, MRR: 0.0464114, NDCG: 0.0561416, F1: 0.0159264, HIT_RATE: 0.0875954, ARHR: 0.0464114, RMSE: 0.9999854, NOVELTY: 0.0064029, AVERAGE_POPULARITY: 0.2844644, DIVERSITY_MEAN_INTER_LIST: 0.9608960, DIVERSITY_HERFINDAHL: 0.9960841, COVERAGE_ITEM: 0.4634766, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1553355, SHANNON_ENTROPY: 9.9826228, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 0.0001, 'alpha': 0.01} - results: ROC_AUC: 0.0639278, PRECISION: 0.0087709, PRECISION_RECALL_MIN_DEN: 0.0877093, RECALL: 0.0877093, MAP: 0.0466567, MRR: 0.0466567, NDCG: 0.0563367, F1: 0.0159471, HIT_RATE: 0.0877093, ARHR: 0.0466567, RMSE: 0.9693960, NOVELTY: 0.0063878, AVERAGE_POPULARITY: 0.2865368, DIVERSITY_MEAN_INTER_LIST: 0.9615818, DIVERSITY_HERFINDAHL: 0.9961527, COVERAGE_ITEM: 0.4587726, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1553936, SHANNON_ENTROPY: 9.9809977, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 1e-08, 'alpha': 0.01} - results: ROC_AUC: 0.0636241, PRECISION: 0.0087140, PRECISION_RECALL_MIN_DEN: 0.0871398, RECALL: 0.0871398, MAP: 0.0463124, MRR: 0.0463124, NDCG: 0.0559481, F1: 0.0158436, HIT_RATE: 0.0871398, ARHR: 0.0463124, RMSE: 0.9999921, NOVELTY: 0.0064040, AVERAGE_POPULARITY: 0.2846751, DIVERSITY_MEAN_INTER_LIST: 0.9606207, DIVERSITY_HERFINDAHL: 0.9960566, COVERAGE_ITEM: 0.4653149, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1551325, SHANNON_ENTROPY: 9.9783604, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 919, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.1225232770153076e-12, 'lambda_j': 1.04101965182006e-12, 'learning_rate': 5.2240401202216565e-05, 'alpha': 0.010711296245785751} - results: ROC_AUC: 0.0607637, PRECISION: 0.0084121, PRECISION_RECALL_MIN_DEN: 0.0841212, RECALL: 0.0841212, MAP: 0.0443888, MRR: 0.0443888, NDCG: 0.0537425, F1: 0.0152948, HIT_RATE: 0.0841212, ARHR: 0.0443888, RMSE: 0.9184546, NOVELTY: 0.0053576, AVERAGE_POPULARITY: 0.6116513, DIVERSITY_MEAN_INTER_LIST: 0.8674710, DIVERSITY_HERFINDAHL: 0.9867422, COVERAGE_ITEM: 0.3794539, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0831324, SHANNON_ENTROPY: 7.9653445, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 0.0001, 'alpha': 0.01} - results: ROC_AUC: 0.0638076, PRECISION: 0.0087766, PRECISION_RECALL_MIN_DEN: 0.0877663, RECALL: 0.0877663, MAP: 0.0463413, MRR: 0.0463413, NDCG: 0.0561106, F1: 0.0159575, HIT_RATE: 0.0877663, ARHR: 0.0463413, RMSE: 0.9722864, NOVELTY: 0.0063904, AVERAGE_POPULARITY: 0.2864495, DIVERSITY_MEAN_INTER_LIST: 0.9560132, DIVERSITY_HERFINDAHL: 0.9955959, COVERAGE_ITEM: 0.4434712, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1461350, SHANNON_ENTROPY: 9.8214171, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 0.0001, 'alpha': 0.01} - results: ROC_AUC: 0.0640987, PRECISION: 0.0087538, PRECISION_RECALL_MIN_DEN: 0.0875384, RECALL: 0.0875384, MAP: 0.0465262, MRR: 0.0465262, NDCG: 0.0562146, F1: 0.0159161, HIT_RATE: 0.0875384, ARHR: 0.0465262, RMSE: 0.9695215, NOVELTY: 0.0063884, AVERAGE_POPULARITY: 0.2870390, DIVERSITY_MEAN_INTER_LIST: 0.9615950, DIVERSITY_HERFINDAHL: 0.9961540, COVERAGE_ITEM: 0.4582320, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1547690, SHANNON_ENTROPY: 9.9754948, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 0.0001, 'alpha': 0.99} - results: ROC_AUC: 0.0638835, PRECISION: 0.0086855, PRECISION_RECALL_MIN_DEN: 0.0868550, RECALL: 0.0868550, MAP: 0.0467149, MRR: 0.0467149, NDCG: 0.0561965, F1: 0.0157918, HIT_RATE: 0.0868550, ARHR: 0.0467149, RMSE: 0.9695767, NOVELTY: 0.0063919, AVERAGE_POPULARITY: 0.2857121, DIVERSITY_MEAN_INTER_LIST: 0.9617393, DIVERSITY_HERFINDAHL: 0.9961685, COVERAGE_ITEM: 0.4588808, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1553690, SHANNON_ENTROPY: 9.9880306, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 41, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.016038374851192683, 'lambda_j': 0.08127825342719323, 'learning_rate': 9.385601191703002e-05, 'alpha': 0.010715826271192599} - results: ROC_AUC: 0.0627381, PRECISION: 0.0086399, PRECISION_RECALL_MIN_DEN: 0.0863994, RECALL: 0.0863994, MAP: 0.0459962, MRR: 0.0459962, NDCG: 0.0555183, F1: 0.0157090, HIT_RATE: 0.0863994, ARHR: 0.0459962, RMSE: 0.9601226, NOVELTY: 0.0056430, AVERAGE_POPULARITY: 0.4677739, DIVERSITY_MEAN_INTER_LIST: 0.9500850, DIVERSITY_HERFINDAHL: 0.9950031, COVERAGE_ITEM: 0.4222763, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1189839, SHANNON_ENTROPY: 9.3119901, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 47, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.07221635338902742, 'lambda_j': 1.2694542616377e-11, 'learning_rate': 1.3624945200404407e-08, 'alpha': 0.7002323422711694} - results: ROC_AUC: 0.0627444, PRECISION: 0.0086001, PRECISION_RECALL_MIN_DEN: 0.0860007, RECALL: 0.0860007, MAP: 0.0459984, MRR: 0.0459984, NDCG: 0.0554350, F1: 0.0156365, HIT_RATE: 0.0860007, ARHR: 0.0459984, RMSE: 0.9999923, NOVELTY: 0.0056302, AVERAGE_POPULARITY: 0.4733128, DIVERSITY_MEAN_INTER_LIST: 0.9481343, DIVERSITY_HERFINDAHL: 0.9948080, COVERAGE_ITEM: 0.4202217, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1173262, SHANNON_ENTROPY: 9.2639293, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 996, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.0437543906084898e-11, 'lambda_j': 1.3197969341029287e-12, 'learning_rate': 2.092901240448912e-08, 'alpha': 0.01124318711324775} - results: ROC_AUC: 0.0605612, PRECISION: 0.0083552, PRECISION_RECALL_MIN_DEN: 0.0835517, RECALL: 0.0835517, MAP: 0.0443625, MRR: 0.0443625, NDCG: 0.0535907, F1: 0.0151912, HIT_RATE: 0.0835517, ARHR: 0.0443625, RMSE: 0.9999795, NOVELTY: 0.0053250, AVERAGE_POPULARITY: 0.6204432, DIVERSITY_MEAN_INTER_LIST: 0.8647111, DIVERSITY_HERFINDAHL: 0.9864662, COVERAGE_ITEM: 0.3444174, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0781879, SHANNON_ENTROPY: 7.8501787, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 24, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.08478800350866568, 'lambda_j': 1.1119185194736206e-12, 'learning_rate': 4.379043988952921e-05, 'alpha': 0.4759976994497732} - results: ROC_AUC: 0.0630862, PRECISION: 0.0087311, PRECISION_RECALL_MIN_DEN: 0.0873106, RECALL: 0.0873106, MAP: 0.0461345, MRR: 0.0461345, NDCG: 0.0558282, F1: 0.0158747, HIT_RATE: 0.0873106, ARHR: 0.0461345, RMSE: 0.9792683, NOVELTY: 0.0057074, AVERAGE_POPULARITY: 0.4438360, DIVERSITY_MEAN_INTER_LIST: 0.9574500, DIVERSITY_HERFINDAHL: 0.9957395, COVERAGE_ITEM: 0.4367667, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1264208, SHANNON_ENTROPY: 9.5111732, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 97, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 3.2383335788914316e-12, 'lambda_j': 4.9527461740871336e-12, 'learning_rate': 1.6462533408246667e-08, 'alpha': 0.9304940217236302} - results: ROC_AUC: 0.0625040, PRECISION: 0.0085146, PRECISION_RECALL_MIN_DEN: 0.0851464, RECALL: 0.0851464, MAP: 0.0456827, MRR: 0.0456827, NDCG: 0.0550055, F1: 0.0154812, HIT_RATE: 0.0851464, ARHR: 0.0456827, RMSE: 0.9999892, NOVELTY: 0.0055444, AVERAGE_POPULARITY: 0.5129034, DIVERSITY_MEAN_INTER_LIST: 0.9316552, DIVERSITY_HERFINDAHL: 0.9931602, COVERAGE_ITEM: 0.4002163, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1068490, SHANNON_ENTROPY: 8.9148676, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 999, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.08159520211871761, 'lambda_j': 4.24561952061025e-12, 'learning_rate': 4.771815271583082e-05, 'alpha': 0.01029192947528296} - results: ROC_AUC: 0.0607194, PRECISION: 0.0083210, PRECISION_RECALL_MIN_DEN: 0.0832099, RECALL: 0.0832099, MAP: 0.0445326, MRR: 0.0445326, NDCG: 0.0536542, F1: 0.0151291, HIT_RATE: 0.0832099, ARHR: 0.0445326, RMSE: 0.9222259, NOVELTY: 0.0053515, AVERAGE_POPULARITY: 0.6148265, DIVERSITY_MEAN_INTER_LIST: 0.8653404, DIVERSITY_HERFINDAHL: 0.9865291, COVERAGE_ITEM: 0.3768586, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0826550, SHANNON_ENTROPY: 7.9322529, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 11, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.0005790931429610289, 'lambda_j': 0.035201652077145686, 'learning_rate': 1.152944653301481e-08, 'alpha': 0.8966528738300534} - results: ROC_AUC: 0.0634785, PRECISION: 0.0087652, PRECISION_RECALL_MIN_DEN: 0.0876524, RECALL: 0.0876524, MAP: 0.0463198, MRR: 0.0463198, NDCG: 0.0560555, F1: 0.0159368, HIT_RATE: 0.0876524, ARHR: 0.0463198, RMSE: 0.9999950, NOVELTY: 0.0059165, AVERAGE_POPULARITY: 0.3909472, DIVERSITY_MEAN_INTER_LIST: 0.9667133, DIVERSITY_HERFINDAHL: 0.9966658, COVERAGE_ITEM: 0.4660178, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1369524, SHANNON_ENTROPY: 9.7986325, 
