SearchBayesianSkopt: New best config found. Config 0: {'topK': 730, 'shrink': 1798, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.789351849873612, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0104380, PRECISION: 0.0017340, PRECISION_RECALL_MIN_DEN: 0.0057799, RECALL: 0.0057799, MAP: 0.0021120, MRR: 0.0062044, NDCG: 0.0041590, F1: 0.0026677, HIT_RATE: 0.0173398, ARHR: 0.0062703, RMSE: 0.9973106, NOVELTY: 0.0065974, AVERAGE_POPULARITY: 0.1514157, DIVERSITY_MEAN_INTER_LIST: 0.9623621, DIVERSITY_HERFINDAHL: 0.9962151, COVERAGE_ITEM: 0.0317383, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5040316, SHANNON_ENTROPY: 8.5567302, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0408984, PRECISION: 0.0073749, PRECISION_RECALL_MIN_DEN: 0.0245830, RECALL: 0.0245830, MAP: 0.0090121, MRR: 0.0257768, NDCG: 0.0175303, F1: 0.0113460, HIT_RATE: 0.0737489, ARHR: 0.0264066, RMSE: 0.9958239, NOVELTY: 0.0053357, AVERAGE_POPULARITY: 0.5985649, DIVERSITY_MEAN_INTER_LIST: 0.8635520, DIVERSITY_HERFINDAHL: 0.9863362, COVERAGE_ITEM: 0.0232495, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2369627, SHANNON_ENTROPY: 7.0038761, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1975, 'shrink': 228, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.026672018704974272, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0345698, PRECISION: 0.0065189, PRECISION_RECALL_MIN_DEN: 0.0217296, RECALL: 0.0217296, MAP: 0.0075218, MRR: 0.0214046, NDCG: 0.0149873, F1: 0.0100290, HIT_RATE: 0.0651888, ARHR: 0.0219850, RMSE: 0.8972698, NOVELTY: 0.0055224, AVERAGE_POPULARITY: 0.5871459, DIVERSITY_MEAN_INTER_LIST: 0.8095840, DIVERSITY_HERFINDAHL: 0.9809406, COVERAGE_ITEM: 0.0393620, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1798472, SHANNON_ENTROPY: 6.9695439, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1989, 'shrink': 1909, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8991465800581913, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0259776, PRECISION: 0.0048068, PRECISION_RECALL_MIN_DEN: 0.0160228, RECALL: 0.0160228, MAP: 0.0055737, MRR: 0.0161635, NDCG: 0.0111363, F1: 0.0073952, HIT_RATE: 0.0480685, ARHR: 0.0164423, RMSE: 0.9876278, NOVELTY: 0.0057971, AVERAGE_POPULARITY: 0.3980012, DIVERSITY_MEAN_INTER_LIST: 0.9293237, DIVERSITY_HERFINDAHL: 0.9929120, COVERAGE_ITEM: 0.0174101, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4695647, SHANNON_ENTROPY: 7.6227446, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1995, 'shrink': 1868, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.09537459084764313, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0316021, PRECISION: 0.0059043, PRECISION_RECALL_MIN_DEN: 0.0196810, RECALL: 0.0196810, MAP: 0.0066428, MRR: 0.0190347, NDCG: 0.0134359, F1: 0.0090835, HIT_RATE: 0.0590430, ARHR: 0.0194816, RMSE: 0.9751607, NOVELTY: 0.0058145, AVERAGE_POPULARITY: 0.4325537, DIVERSITY_MEAN_INTER_LIST: 0.9227728, DIVERSITY_HERFINDAHL: 0.9922570, COVERAGE_ITEM: 0.0210327, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4148862, SHANNON_ENTROPY: 7.6920695, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1986, 'shrink': 521, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9203319926944358, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0230084, PRECISION: 0.0043459, PRECISION_RECALL_MIN_DEN: 0.0144864, RECALL: 0.0144864, MAP: 0.0050002, MRR: 0.0146927, NDCG: 0.0100424, F1: 0.0066860, HIT_RATE: 0.0434592, ARHR: 0.0148466, RMSE: 0.9978849, NOVELTY: 0.0055717, AVERAGE_POPULARITY: 0.4186318, DIVERSITY_MEAN_INTER_LIST: 0.8791981, DIVERSITY_HERFINDAHL: 0.9879005, COVERAGE_ITEM: 0.0444444, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1684841, SHANNON_ENTROPY: 7.3056461, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0485120, PRECISION: 0.0091528, PRECISION_RECALL_MIN_DEN: 0.0305092, RECALL: 0.0305092, MAP: 0.0103974, MRR: 0.0297609, NDCG: 0.0209021, F1: 0.0140812, HIT_RATE: 0.0915277, ARHR: 0.0304766, RMSE: 7.0220832, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299571, DIVERSITY_MEAN_INTER_LIST: 0.5298628, DIVERSITY_HERFINDAHL: 0.9529746, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4283565, SHANNON_ENTROPY: 4.7749807, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1986, 'shrink': 1927, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07299796415840555, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0324511, PRECISION: 0.0060799, PRECISION_RECALL_MIN_DEN: 0.0202663, RECALL: 0.0202663, MAP: 0.0068778, MRR: 0.0196060, NDCG: 0.0138537, F1: 0.0093537, HIT_RATE: 0.0607989, ARHR: 0.0201196, RMSE: 0.9883137, NOVELTY: 0.0056055, AVERAGE_POPULARITY: 0.5578981, DIVERSITY_MEAN_INTER_LIST: 0.8266953, DIVERSITY_HERFINDAHL: 0.9826514, COVERAGE_ITEM: 0.0434171, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1936519, SHANNON_ENTROPY: 7.1764727, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1919, 'shrink': 147, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.008456812800708537, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0360300, PRECISION: 0.0068042, PRECISION_RECALL_MIN_DEN: 0.0226807, RECALL: 0.0226807, MAP: 0.0078412, MRR: 0.0225232, NDCG: 0.0156656, F1: 0.0104680, HIT_RATE: 0.0680421, ARHR: 0.0230235, RMSE: 0.8321211, NOVELTY: 0.0054339, AVERAGE_POPULARITY: 0.6153852, DIVERSITY_MEAN_INTER_LIST: 0.7918484, DIVERSITY_HERFINDAHL: 0.9791675, COVERAGE_ITEM: 0.0383888, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1612206, SHANNON_ENTROPY: 6.7833222, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0442548, PRECISION: 0.0087796, PRECISION_RECALL_MIN_DEN: 0.0292654, RECALL: 0.0292654, MAP: 0.0095056, MRR: 0.0267929, NDCG: 0.0194659, F1: 0.0135071, HIT_RATE: 0.0877963, ARHR: 0.0276549, RMSE: 0.9852748, NOVELTY: 0.0050873, AVERAGE_POPULARITY: 0.7123861, DIVERSITY_MEAN_INTER_LIST: 0.7738966, DIVERSITY_HERFINDAHL: 0.9773727, COVERAGE_ITEM: 0.0063260, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3848760, SHANNON_ENTROPY: 5.9002705, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1999, 'shrink': 261, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01445348467254726, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0455062, PRECISION: 0.0088016, PRECISION_RECALL_MIN_DEN: 0.0293386, RECALL: 0.0293386, MAP: 0.0096108, MRR: 0.0273233, NDCG: 0.0196542, F1: 0.0135409, HIT_RATE: 0.0880158, ARHR: 0.0280778, RMSE: 0.7873067, NOVELTY: 0.0051071, AVERAGE_POPULARITY: 0.7011058, DIVERSITY_MEAN_INTER_LIST: 0.7729657, DIVERSITY_HERFINDAHL: 0.9772796, COVERAGE_ITEM: 0.0064882, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3827847, SHANNON_ENTROPY: 5.9281905, 
SearchBayesianSkopt: Search complete. Best config is 16: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'}
