SearchBayesianSkopt: New best config found. Config 0: {'topK': 1787, 'shrink': 787, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8318857498659686, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0842823, PRECISION: 0.0144252, PRECISION_RECALL_MIN_DEN: 0.0480839, RECALL: 0.0480839, MAP: 0.0207823, MRR: 0.0582627, NDCG: 0.0374298, F1: 0.0221925, HIT_RATE: 0.1442516, ARHR: 0.0602768, RMSE: 1.0075842, NOVELTY: 0.0053565, AVERAGE_POPULARITY: 0.5429629, DIVERSITY_MEAN_INTER_LIST: 0.9179021, DIVERSITY_HERFINDAHL: 0.9917845, COVERAGE_ITEM: 0.1191133, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1039355, SHANNON_ENTROPY: 7.9732448, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1997, 'shrink': 16, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1646299465213619, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1095154, PRECISION: 0.0180577, PRECISION_RECALL_MIN_DEN: 0.0601923, RECALL: 0.0601923, MAP: 0.0280136, MRR: 0.0773386, NDCG: 0.0487954, F1: 0.0277811, HIT_RATE: 0.1805770, ARHR: 0.0806462, RMSE: 3.9697206, NOVELTY: 0.0053585, AVERAGE_POPULARITY: 0.5796061, DIVERSITY_MEAN_INTER_LIST: 0.8849345, DIVERSITY_HERFINDAHL: 0.9884880, COVERAGE_ITEM: 0.2368208, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0832433, SHANNON_ENTROPY: 7.9437709, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1586, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1092143, PRECISION: 0.0181998, PRECISION_RECALL_MIN_DEN: 0.0606660, RECALL: 0.0606660, MAP: 0.0278917, MRR: 0.0770428, NDCG: 0.0488201, F1: 0.0279997, HIT_RATE: 0.1819979, ARHR: 0.0803197, RMSE: 0.8041143, NOVELTY: 0.0054583, AVERAGE_POPULARITY: 0.5350668, DIVERSITY_MEAN_INTER_LIST: 0.9112401, DIVERSITY_HERFINDAHL: 0.9911184, COVERAGE_ITEM: 0.2625034, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0974799, SHANNON_ENTROPY: 8.3907806, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1590, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1092375, PRECISION: 0.0181936, PRECISION_RECALL_MIN_DEN: 0.0606454, RECALL: 0.0606454, MAP: 0.0278457, MRR: 0.0769129, NDCG: 0.0487683, F1: 0.0279902, HIT_RATE: 0.1819361, ARHR: 0.0801858, RMSE: 0.8041977, NOVELTY: 0.0054581, AVERAGE_POPULARITY: 0.5351605, DIVERSITY_MEAN_INTER_LIST: 0.9111773, DIVERSITY_HERFINDAHL: 0.9911121, COVERAGE_ITEM: 0.2623952, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0974206, SHANNON_ENTROPY: 8.3896891, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1076225, PRECISION: 0.0179033, PRECISION_RECALL_MIN_DEN: 0.0596775, RECALL: 0.0596775, MAP: 0.0270075, MRR: 0.0746632, NDCG: 0.0476110, F1: 0.0275435, HIT_RATE: 0.1790326, ARHR: 0.0778107, RMSE: 0.8117363, NOVELTY: 0.0054269, AVERAGE_POPULARITY: 0.5448890, DIVERSITY_MEAN_INTER_LIST: 0.9054774, DIVERSITY_HERFINDAHL: 0.9905421, COVERAGE_ITEM: 0.2379562, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0963101, SHANNON_ENTROPY: 8.2745673, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1481, 'shrink': 208, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9795764051796183, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1009080, PRECISION: 0.0167727, PRECISION_RECALL_MIN_DEN: 0.0559091, RECALL: 0.0559091, MAP: 0.0257302, MRR: 0.0713291, NDCG: 0.0450645, F1: 0.0258042, HIT_RATE: 0.1677272, ARHR: 0.0742335, RMSE: 2.5745839, NOVELTY: 0.0053761, AVERAGE_POPULARITY: 0.5607194, DIVERSITY_MEAN_INTER_LIST: 0.8989350, DIVERSITY_HERFINDAHL: 0.9898879, COVERAGE_ITEM: 0.2052447, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0920113, SHANNON_ENTROPY: 8.0705309, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 1988, 'shrink': 75, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9209014263165611, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0724575, PRECISION: 0.0123494, PRECISION_RECALL_MIN_DEN: 0.0411647, RECALL: 0.0411647, MAP: 0.0176553, MRR: 0.0500322, NDCG: 0.0319872, F1: 0.0189991, HIT_RATE: 0.1234942, ARHR: 0.0514730, RMSE: 2.1548102, NOVELTY: 0.0052803, AVERAGE_POPULARITY: 0.5818762, DIVERSITY_MEAN_INTER_LIST: 0.8831703, DIVERSITY_HERFINDAHL: 0.9883116, COVERAGE_ITEM: 0.0818600, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0967829, SHANNON_ENTROPY: 7.3776881, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1987, 'shrink': 1971, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.08163315976938602, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1048955, PRECISION: 0.0173349, PRECISION_RECALL_MIN_DEN: 0.0577830, RECALL: 0.0577830, MAP: 0.0267483, MRR: 0.0738438, NDCG: 0.0466930, F1: 0.0266691, HIT_RATE: 0.1733490, ARHR: 0.0769928, RMSE: 1.5805563, NOVELTY: 0.0053200, AVERAGE_POPULARITY: 0.5976202, DIVERSITY_MEAN_INTER_LIST: 0.8647317, DIVERSITY_HERFINDAHL: 0.9864678, COVERAGE_ITEM: 0.2466613, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0762890, SHANNON_ENTROPY: 7.7708226, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1584, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1091989, PRECISION: 0.0182121, PRECISION_RECALL_MIN_DEN: 0.0607072, RECALL: 0.0607072, MAP: 0.0278833, MRR: 0.0769924, NDCG: 0.0488204, F1: 0.0280187, HIT_RATE: 0.1821215, ARHR: 0.0802819, RMSE: 0.8040802, NOVELTY: 0.0054586, AVERAGE_POPULARITY: 0.5350227, DIVERSITY_MEAN_INTER_LIST: 0.9112361, DIVERSITY_HERFINDAHL: 0.9911180, COVERAGE_ITEM: 0.2625574, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0975040, SHANNON_ENTROPY: 8.3911355, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 810, 'shrink': 1990, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.003259825839800002, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0797842, PRECISION: 0.0134738, PRECISION_RECALL_MIN_DEN: 0.0449126, RECALL: 0.0449126, MAP: 0.0196913, MRR: 0.0553604, NDCG: 0.0352876, F1: 0.0207289, HIT_RATE: 0.1347378, ARHR: 0.0571896, RMSE: 0.9574896, NOVELTY: 0.0056549, AVERAGE_POPULARITY: 0.4335766, DIVERSITY_MEAN_INTER_LIST: 0.9584679, DIVERSITY_HERFINDAHL: 0.9958409, COVERAGE_ITEM: 0.2576913, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1186500, SHANNON_ENTROPY: 9.1346989, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1988, 'shrink': 1955, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8892689178380673, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0951088, PRECISION: 0.0157657, PRECISION_RECALL_MIN_DEN: 0.0525525, RECALL: 0.0525525, MAP: 0.0238898, MRR: 0.0667930, NDCG: 0.0421461, F1: 0.0242550, HIT_RATE: 0.1576574, ARHR: 0.0692088, RMSE: 0.8697734, NOVELTY: 0.0051067, AVERAGE_POPULARITY: 0.6938922, DIVERSITY_MEAN_INTER_LIST: 0.7756874, DIVERSITY_HERFINDAHL: 0.9775640, COVERAGE_ITEM: 0.0987835, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0610380, SHANNON_ENTROPY: 6.5720791, 
SearchBayesianSkopt: Search complete. Best config is 25: {'topK': 1317, 'shrink': 1991, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.17527101905148126, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'}
