SearchBayesianSkopt: New best config found. Config 0: {'topK': 829, 'shrink': 1705, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.760771535622452, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0050818, PRECISION: 0.0008999, PRECISION_RECALL_MIN_DEN: 0.0029997, RECALL: 0.0029997, MAP: 0.0010966, MRR: 0.0032410, NDCG: 0.0021523, F1: 0.0013845, HIT_RATE: 0.0089991, ARHR: 0.0032654, RMSE: 0.9976290, NOVELTY: 0.0078327, AVERAGE_POPULARITY: 0.0739207, DIVERSITY_MEAN_INTER_LIST: 0.9771309, DIVERSITY_HERFINDAHL: 0.9976916, COVERAGE_ITEM: 0.0477426, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4764607, SHANNON_ENTROPY: 9.1148047, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0440933, PRECISION: 0.0085162, PRECISION_RECALL_MIN_DEN: 0.0283875, RECALL: 0.0283875, MAP: 0.0094288, MRR: 0.0274737, NDCG: 0.0192447, F1: 0.0131019, HIT_RATE: 0.0851624, ARHR: 0.0278800, RMSE: 17.6972836, NOVELTY: 0.0049086, AVERAGE_POPULARITY: 0.8574335, DIVERSITY_MEAN_INTER_LIST: 0.4483469, DIVERSITY_HERFINDAHL: 0.9448248, COVERAGE_ITEM: 0.0029197, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3256996, SHANNON_ENTROPY: 4.4932397, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 32, 'shrink': 1977, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.052653007929948994, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0012438, PRECISION: 0.0001536, PRECISION_RECALL_MIN_DEN: 0.0005121, RECALL: 0.0005121, MAP: 0.0003201, MRR: 0.0009603, NDCG: 0.0005158, F1: 0.0002364, HIT_RATE: 0.0015364, ARHR: 0.0009603, RMSE: 0.9999854, NOVELTY: 0.0063243, AVERAGE_POPULARITY: 0.0206077, DIVERSITY_MEAN_INTER_LIST: 0.2869132, DIVERSITY_HERFINDAHL: 0.9286850, COVERAGE_ITEM: 0.0314139, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0989983, SHANNON_ENTROPY: 4.7420215, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0440933, PRECISION: 0.0085162, PRECISION_RECALL_MIN_DEN: 0.0283875, RECALL: 0.0283875, MAP: 0.0094288, MRR: 0.0274737, NDCG: 0.0192447, F1: 0.0131019, HIT_RATE: 0.0851624, ARHR: 0.0278800, RMSE: 17.6972836, NOVELTY: 0.0049086, AVERAGE_POPULARITY: 0.8574335, DIVERSITY_MEAN_INTER_LIST: 0.4483469, DIVERSITY_HERFINDAHL: 0.9448248, COVERAGE_ITEM: 0.0029197, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3256996, SHANNON_ENTROPY: 4.4932397, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1904, 'shrink': 1943, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07058264598924736, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0300032, PRECISION: 0.0055970, PRECISION_RECALL_MIN_DEN: 0.0186567, RECALL: 0.0186567, MAP: 0.0064876, MRR: 0.0185923, NDCG: 0.0129325, F1: 0.0086108, HIT_RATE: 0.0559701, ARHR: 0.0190276, RMSE: 0.9821539, NOVELTY: 0.0058788, AVERAGE_POPULARITY: 0.4065586, DIVERSITY_MEAN_INTER_LIST: 0.9328888, DIVERSITY_HERFINDAHL: 0.9932684, COVERAGE_ITEM: 0.0224926, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4426743, SHANNON_ENTROPY: 7.8741668, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 1952, 'shrink': 1856, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.025410091379158846, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0325654, PRECISION: 0.0062774, PRECISION_RECALL_MIN_DEN: 0.0209248, RECALL: 0.0209248, MAP: 0.0069658, MRR: 0.0201611, NDCG: 0.0141833, F1: 0.0096576, HIT_RATE: 0.0627744, ARHR: 0.0205293, RMSE: 0.9846402, NOVELTY: 0.0055952, AVERAGE_POPULARITY: 0.5576565, DIVERSITY_MEAN_INTER_LIST: 0.8263105, DIVERSITY_HERFINDAHL: 0.9826129, COVERAGE_ITEM: 0.0454717, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1957417, SHANNON_ENTROPY: 7.2204619, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1991, 'shrink': 3, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04137840222178602, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0493138, PRECISION: 0.0095040, PRECISION_RECALL_MIN_DEN: 0.0316798, RECALL: 0.0316798, MAP: 0.0105456, MRR: 0.0300452, NDCG: 0.0214037, F1: 0.0146215, HIT_RATE: 0.0950395, ARHR: 0.0308411, RMSE: 30.7398045, NOVELTY: 0.0049633, AVERAGE_POPULARITY: 0.8065094, DIVERSITY_MEAN_INTER_LIST: 0.5998234, DIVERSITY_HERFINDAHL: 0.9599692, COVERAGE_ITEM: 0.0034063, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3967515, SHANNON_ENTROPY: 5.0347848, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 1889, 'shrink': 5, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8795632426079933, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0041215, PRECISION: 0.0005268, PRECISION_RECALL_MIN_DEN: 0.0017559, RECALL: 0.0017559, MAP: 0.0009762, MRR: 0.0029286, NDCG: 0.0016383, F1: 0.0008104, HIT_RATE: 0.0052678, ARHR: 0.0029286, RMSE: 0.9997490, NOVELTY: 0.0060550, AVERAGE_POPULARITY: 0.0500974, DIVERSITY_MEAN_INTER_LIST: 0.4298556, DIVERSITY_HERFINDAHL: 0.9429761, COVERAGE_ITEM: 0.0065964, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2253564, SHANNON_ENTROPY: 4.8624175, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 1991, 'shrink': 1887, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05740238390687914, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0320106, PRECISION: 0.0055092, PRECISION_RECALL_MIN_DEN: 0.0183641, RECALL: 0.0183641, MAP: 0.0068794, MRR: 0.0199054, NDCG: 0.0133134, F1: 0.0084757, HIT_RATE: 0.0550922, ARHR: 0.0202717, RMSE: 0.9800861, NOVELTY: 0.0058470, AVERAGE_POPULARITY: 0.4242072, DIVERSITY_MEAN_INTER_LIST: 0.9308285, DIVERSITY_HERFINDAHL: 0.9930624, COVERAGE_ITEM: 0.0227088, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4192587, SHANNON_ENTROPY: 7.8217261, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0486340, PRECISION: 0.0092186, PRECISION_RECALL_MIN_DEN: 0.0307287, RECALL: 0.0307287, MAP: 0.0103909, MRR: 0.0297793, NDCG: 0.0209674, F1: 0.0141825, HIT_RATE: 0.0921861, ARHR: 0.0304760, RMSE: 33.1967735, NOVELTY: 0.0049611, AVERAGE_POPULARITY: 0.8082180, DIVERSITY_MEAN_INTER_LIST: 0.5992083, DIVERSITY_HERFINDAHL: 0.9599077, COVERAGE_ITEM: 0.0033523, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4013594, SHANNON_ENTROPY: 5.0272861, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 27, 'shrink': 341, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.042001928007177065, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0001951, PRECISION: 0.0000658, PRECISION_RECALL_MIN_DEN: 0.0002195, RECALL: 0.0002195, MAP: 0.0000348, MRR: 0.0001043, NDCG: 0.0001066, F1: 0.0001013, HIT_RATE: 0.0006585, ARHR: 0.0001043, RMSE: 0.9986673, NOVELTY: 0.0066587, AVERAGE_POPULARITY: 0.0217803, DIVERSITY_MEAN_INTER_LIST: 0.5483595, DIVERSITY_HERFINDAHL: 0.9548239, COVERAGE_ITEM: 0.0774804, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1886779, SHANNON_ENTROPY: 6.4122837, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0440933, PRECISION: 0.0085162, PRECISION_RECALL_MIN_DEN: 0.0283875, RECALL: 0.0283875, MAP: 0.0094288, MRR: 0.0274737, NDCG: 0.0192447, F1: 0.0131019, HIT_RATE: 0.0851624, ARHR: 0.0278800, RMSE: 17.6972836, NOVELTY: 0.0049086, AVERAGE_POPULARITY: 0.8574335, DIVERSITY_MEAN_INTER_LIST: 0.4483469, DIVERSITY_HERFINDAHL: 0.9448248, COVERAGE_ITEM: 0.0029197, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3256996, SHANNON_ENTROPY: 4.4932397, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1987, 'shrink': 1885, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.036435739749786984, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0405890, PRECISION: 0.0080114, PRECISION_RECALL_MIN_DEN: 0.0267047, RECALL: 0.0267047, MAP: 0.0085860, MRR: 0.0243306, NDCG: 0.0177048, F1: 0.0123253, HIT_RATE: 0.0801141, ARHR: 0.0250442, RMSE: 0.9191448, NOVELTY: 0.0052680, AVERAGE_POPULARITY: 0.6106864, DIVERSITY_MEAN_INTER_LIST: 0.8487088, DIVERSITY_HERFINDAHL: 0.9848523, COVERAGE_ITEM: 0.0094079, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3991464, SHANNON_ENTROPY: 6.5237868, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1999, 'shrink': 1956, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05993616059778241, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0315884, PRECISION: 0.0059921, PRECISION_RECALL_MIN_DEN: 0.0199737, RECALL: 0.0199737, MAP: 0.0068443, MRR: 0.0197338, NDCG: 0.0137444, F1: 0.0092186, HIT_RATE: 0.0599210, ARHR: 0.0201334, RMSE: 0.9887008, NOVELTY: 0.0056137, AVERAGE_POPULARITY: 0.5537106, DIVERSITY_MEAN_INTER_LIST: 0.8314501, DIVERSITY_HERFINDAHL: 0.9831268, COVERAGE_ITEM: 0.0444985, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1970575, SHANNON_ENTROPY: 7.2335093, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 1997, 'shrink': 1884, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9715883888308081, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0249107, PRECISION: 0.0043240, PRECISION_RECALL_MIN_DEN: 0.0144132, RECALL: 0.0144132, MAP: 0.0052897, MRR: 0.0154292, NDCG: 0.0103461, F1: 0.0066523, HIT_RATE: 0.0432397, ARHR: 0.0156492, RMSE: 0.9888658, NOVELTY: 0.0058410, AVERAGE_POPULARITY: 0.3821963, DIVERSITY_MEAN_INTER_LIST: 0.9331637, DIVERSITY_HERFINDAHL: 0.9932959, COVERAGE_ITEM: 0.0175182, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4880733, SHANNON_ENTROPY: 7.6824043, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1967, 'shrink': 1951, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1573079210009987, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0397537, PRECISION: 0.0073310, PRECISION_RECALL_MIN_DEN: 0.0244366, RECALL: 0.0244366, MAP: 0.0087437, MRR: 0.0252083, NDCG: 0.0172127, F1: 0.0112784, HIT_RATE: 0.0733099, ARHR: 0.0257197, RMSE: 0.9961395, NOVELTY: 0.0053342, AVERAGE_POPULARITY: 0.5865970, DIVERSITY_MEAN_INTER_LIST: 0.8693277, DIVERSITY_HERFINDAHL: 0.9869137, COVERAGE_ITEM: 0.0142741, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3592547, SHANNON_ENTROPY: 6.9352529, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 1987, 'shrink': 2, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.10583524567076388, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0495927, PRECISION: 0.0094381, PRECISION_RECALL_MIN_DEN: 0.0314603, RECALL: 0.0314603, MAP: 0.0105259, MRR: 0.0300169, NDCG: 0.0213248, F1: 0.0145202, HIT_RATE: 0.0943810, ARHR: 0.0307973, RMSE: 26.4553008, NOVELTY: 0.0049669, AVERAGE_POPULARITY: 0.8034235, DIVERSITY_MEAN_INTER_LIST: 0.6048245, DIVERSITY_HERFINDAHL: 0.9604692, COVERAGE_ITEM: 0.0034604, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3973803, SHANNON_ENTROPY: 5.0591962, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0440933, PRECISION: 0.0085162, PRECISION_RECALL_MIN_DEN: 0.0283875, RECALL: 0.0283875, MAP: 0.0094288, MRR: 0.0274737, NDCG: 0.0192447, F1: 0.0131019, HIT_RATE: 0.0851624, ARHR: 0.0278800, RMSE: 17.6972836, NOVELTY: 0.0049086, AVERAGE_POPULARITY: 0.8574335, DIVERSITY_MEAN_INTER_LIST: 0.4483469, DIVERSITY_HERFINDAHL: 0.9448248, COVERAGE_ITEM: 0.0029197, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3256996, SHANNON_ENTROPY: 4.4932397, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0486340, PRECISION: 0.0092186, PRECISION_RECALL_MIN_DEN: 0.0307287, RECALL: 0.0307287, MAP: 0.0103909, MRR: 0.0297793, NDCG: 0.0209674, F1: 0.0141825, HIT_RATE: 0.0921861, ARHR: 0.0304760, RMSE: 33.1967735, NOVELTY: 0.0049611, AVERAGE_POPULARITY: 0.8082180, DIVERSITY_MEAN_INTER_LIST: 0.5992083, DIVERSITY_HERFINDAHL: 0.9599077, COVERAGE_ITEM: 0.0033523, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4013594, SHANNON_ENTROPY: 5.0272861, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 1960, 'shrink': 1800, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9966450803891325, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0322331, PRECISION: 0.0057946, PRECISION_RECALL_MIN_DEN: 0.0193152, RECALL: 0.0193152, MAP: 0.0068864, MRR: 0.0199740, NDCG: 0.0136166, F1: 0.0089147, HIT_RATE: 0.0579456, ARHR: 0.0203167, RMSE: 0.9983308, NOVELTY: 0.0054307, AVERAGE_POPULARITY: 0.5197071, DIVERSITY_MEAN_INTER_LIST: 0.8996839, DIVERSITY_HERFINDAHL: 0.9899486, COVERAGE_ITEM: 0.0118951, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4557403, SHANNON_ENTROPY: 7.0440180, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 1964, 'shrink': 103, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12327229420990674, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0475609, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103492, MRR: 0.0296677, NDCG: 0.0208188, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303577, RMSE: 1.5811488, NOVELTY: 0.0050175, AVERAGE_POPULARITY: 0.7596707, DIVERSITY_MEAN_INTER_LIST: 0.7007343, DIVERSITY_HERFINDAHL: 0.9700581, COVERAGE_ITEM: 0.0042714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4180180, SHANNON_ENTROPY: 5.4401158, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 1994, 'shrink': 1967, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.08548761066983991, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0403116, PRECISION: 0.0071554, PRECISION_RECALL_MIN_DEN: 0.0238513, RECALL: 0.0238513, MAP: 0.0085485, MRR: 0.0246965, NDCG: 0.0168511, F1: 0.0110083, HIT_RATE: 0.0715540, ARHR: 0.0251711, RMSE: 0.9959476, NOVELTY: 0.0053180, AVERAGE_POPULARITY: 0.5961380, DIVERSITY_MEAN_INTER_LIST: 0.8658875, DIVERSITY_HERFINDAHL: 0.9865697, COVERAGE_ITEM: 0.0142741, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3492673, SHANNON_ENTROPY: 6.8950738, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1994, 'shrink': 1921, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.006159157829044306, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0318627, PRECISION: 0.0060799, PRECISION_RECALL_MIN_DEN: 0.0202663, RECALL: 0.0202663, MAP: 0.0068620, MRR: 0.0196786, NDCG: 0.0138340, F1: 0.0093537, HIT_RATE: 0.0607989, ARHR: 0.0201324, RMSE: 0.9885614, NOVELTY: 0.0056107, AVERAGE_POPULARITY: 0.5536831, DIVERSITY_MEAN_INTER_LIST: 0.8341399, DIVERSITY_HERFINDAHL: 0.9833957, COVERAGE_ITEM: 0.0446067, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1984061, SHANNON_ENTROPY: 7.2557929, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 56, 'shrink': 67, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.025315834558820256, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0144849, PRECISION: 0.0026997, PRECISION_RECALL_MIN_DEN: 0.0089991, RECALL: 0.0089991, MAP: 0.0031181, MRR: 0.0091348, NDCG: 0.0062508, F1: 0.0041534, HIT_RATE: 0.0269974, ARHR: 0.0092446, RMSE: 0.9866855, NOVELTY: 0.0059544, AVERAGE_POPULARITY: 0.2420676, DIVERSITY_MEAN_INTER_LIST: 0.9073490, DIVERSITY_HERFINDAHL: 0.9907150, COVERAGE_ITEM: 0.0799676, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2731490, SHANNON_ENTROPY: 8.5658824, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1973, 'shrink': 1773, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.022008699710009964, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0323520, PRECISION: 0.0061018, PRECISION_RECALL_MIN_DEN: 0.0203395, RECALL: 0.0203395, MAP: 0.0071188, MRR: 0.0205855, NDCG: 0.0141602, F1: 0.0093875, HIT_RATE: 0.0610184, ARHR: 0.0209710, RMSE: 0.9836568, NOVELTY: 0.0055875, AVERAGE_POPULARITY: 0.5588873, DIVERSITY_MEAN_INTER_LIST: 0.8248205, DIVERSITY_HERFINDAHL: 0.9824639, COVERAGE_ITEM: 0.0453095, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1951865, SHANNON_ENTROPY: 7.2072618, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Search complete. Best config is 23: {'topK': 1990, 'shrink': 54, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07612147075232724, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'}
