CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0500555, PRECISION: 0.0069683, PRECISION_RECALL_MIN_DEN: 0.0696834, RECALL: 0.0696834, MAP: 0.0363418, MRR: 0.0363418, NDCG: 0.0441921, F1: 0.0126697, HIT_RATE: 0.0696834, ARHR: 0.0363418, RMSE: 0.9742164, NOVELTY: 0.0052576, AVERAGE_POPULARITY: 0.6373885, DIVERSITY_MEAN_INTER_LIST: 0.8464026, DIVERSITY_HERFINDAHL: 0.9846365, COVERAGE_ITEM: 0.2886510, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0580553, SHANNON_ENTROPY: 7.4663964, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 766, 'shrink': 1673, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0464941, PRECISION: 0.0065172, PRECISION_RECALL_MIN_DEN: 0.0651716, RECALL: 0.0651716, MAP: 0.0337468, MRR: 0.0337468, NDCG: 0.0411344, F1: 0.0118494, HIT_RATE: 0.0651716, ARHR: 0.0337468, RMSE: 0.9836838, NOVELTY: 0.0051750, AVERAGE_POPULARITY: 0.6861772, DIVERSITY_MEAN_INTER_LIST: 0.7940453, DIVERSITY_HERFINDAHL: 0.9794010, COVERAGE_ITEM: 0.2683104, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0487758, SHANNON_ENTROPY: 6.9482861, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 967, 'shrink': 1449, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0465227, PRECISION: 0.0065207, PRECISION_RECALL_MIN_DEN: 0.0652072, RECALL: 0.0652072, MAP: 0.0337196, MRR: 0.0337196, NDCG: 0.0411258, F1: 0.0118558, HIT_RATE: 0.0652072, ARHR: 0.0337196, RMSE: 0.9813131, NOVELTY: 0.0051628, AVERAGE_POPULARITY: 0.6905006, DIVERSITY_MEAN_INTER_LIST: 0.7866844, DIVERSITY_HERFINDAHL: 0.9786649, COVERAGE_ITEM: 0.2514301, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0473322, SHANNON_ENTROPY: 6.8744253, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 72, 'shrink': 1416, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0529647, PRECISION: 0.0073982, PRECISION_RECALL_MIN_DEN: 0.0739820, RECALL: 0.0739820, MAP: 0.0382938, MRR: 0.0382938, NDCG: 0.0466967, F1: 0.0134513, HIT_RATE: 0.0739820, ARHR: 0.0382938, RMSE: 0.9901107, NOVELTY: 0.0055631, AVERAGE_POPULARITY: 0.5106933, DIVERSITY_MEAN_INTER_LIST: 0.9331298, DIVERSITY_HERFINDAHL: 0.9933088, COVERAGE_ITEM: 0.4532685, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0948896, SHANNON_ENTROPY: 8.8981840, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 18, 'shrink': 1307, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0551189, PRECISION: 0.0076344, PRECISION_RECALL_MIN_DEN: 0.0763444, RECALL: 0.0763444, MAP: 0.0396891, MRR: 0.0396891, NDCG: 0.0483386, F1: 0.0138808, HIT_RATE: 0.0763444, ARHR: 0.0396891, RMSE: 0.9937254, NOVELTY: 0.0058342, AVERAGE_POPULARITY: 0.4069240, DIVERSITY_MEAN_INTER_LIST: 0.9674240, DIVERSITY_HERFINDAHL: 0.9967381, COVERAGE_ITEM: 0.5431630, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1250934, SHANNON_ENTROPY: 9.8414666, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 582, 'shrink': 135, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0570027, PRECISION: 0.0078165, PRECISION_RECALL_MIN_DEN: 0.0781651, RECALL: 0.0781651, MAP: 0.0413646, MRR: 0.0413646, NDCG: 0.0500595, F1: 0.0142118, HIT_RATE: 0.0781651, ARHR: 0.0413646, RMSE: 0.9505982, NOVELTY: 0.0055378, AVERAGE_POPULARITY: 0.5003947, DIVERSITY_MEAN_INTER_LIST: 0.9283889, DIVERSITY_HERFINDAHL: 0.9928348, COVERAGE_ITEM: 0.3632549, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0937426, SHANNON_ENTROPY: 8.7887930, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 100, 'shrink': 1402, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0523884, PRECISION: 0.0073156, PRECISION_RECALL_MIN_DEN: 0.0731560, RECALL: 0.0731560, MAP: 0.0378706, MRR: 0.0378706, NDCG: 0.0461795, F1: 0.0133011, HIT_RATE: 0.0731560, ARHR: 0.0378706, RMSE: 0.9888335, NOVELTY: 0.0054987, AVERAGE_POPULARITY: 0.5369612, DIVERSITY_MEAN_INTER_LIST: 0.9205853, DIVERSITY_HERFINDAHL: 0.9920544, COVERAGE_ITEM: 0.4286996, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0872636, SHANNON_ENTROPY: 8.6351271, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 74, 'shrink': 580, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0558718, PRECISION: 0.0077854, PRECISION_RECALL_MIN_DEN: 0.0778543, RECALL: 0.0778543, MAP: 0.0404815, MRR: 0.0404815, NDCG: 0.0492819, F1: 0.0141553, HIT_RATE: 0.0778543, ARHR: 0.0404815, RMSE: 0.9837148, NOVELTY: 0.0056122, AVERAGE_POPULARITY: 0.4750930, DIVERSITY_MEAN_INTER_LIST: 0.9488463, DIVERSITY_HERFINDAHL: 0.9948804, COVERAGE_ITEM: 0.4308948, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0975326, SHANNON_ENTROPY: 9.1362789, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 29, 'shrink': 363, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0585639, PRECISION: 0.0080981, PRECISION_RECALL_MIN_DEN: 0.0809805, RECALL: 0.0809805, MAP: 0.0420997, MRR: 0.0420997, NDCG: 0.0512824, F1: 0.0147237, HIT_RATE: 0.0809805, ARHR: 0.0420997, RMSE: 0.9860975, NOVELTY: 0.0057951, AVERAGE_POPULARITY: 0.3970835, DIVERSITY_MEAN_INTER_LIST: 0.9705179, DIVERSITY_HERFINDAHL: 0.9970475, COVERAGE_ITEM: 0.4733928, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1167742, SHANNON_ENTROPY: 9.7813422, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 60, 'shrink': 1713, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0530051, PRECISION: 0.0074435, PRECISION_RECALL_MIN_DEN: 0.0744349, RECALL: 0.0744349, MAP: 0.0382768, MRR: 0.0382768, NDCG: 0.0467831, F1: 0.0135336, HIT_RATE: 0.0744349, ARHR: 0.0382768, RMSE: 0.9918466, NOVELTY: 0.0055916, AVERAGE_POPULARITY: 0.5019044, DIVERSITY_MEAN_INTER_LIST: 0.9364143, DIVERSITY_HERFINDAHL: 0.9936373, COVERAGE_ITEM: 0.4684401, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0990502, SHANNON_ENTROPY: 9.0013496, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 150, 'shrink': 318, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0566504, PRECISION: 0.0078121, PRECISION_RECALL_MIN_DEN: 0.0781207, RECALL: 0.0781207, MAP: 0.0408975, MRR: 0.0408975, NDCG: 0.0496888, F1: 0.0142038, HIT_RATE: 0.0781207, ARHR: 0.0408975, RMSE: 0.9737746, NOVELTY: 0.0055609, AVERAGE_POPULARITY: 0.4888985, DIVERSITY_MEAN_INTER_LIST: 0.9427943, DIVERSITY_HERFINDAHL: 0.9942752, COVERAGE_ITEM: 0.3836929, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0921277, SHANNON_ENTROPY: 8.9472365, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 537, 'shrink': 1755, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0472164, PRECISION: 0.0065927, PRECISION_RECALL_MIN_DEN: 0.0659266, RECALL: 0.0659266, MAP: 0.0343105, MRR: 0.0343105, NDCG: 0.0417494, F1: 0.0119866, HIT_RATE: 0.0659266, ARHR: 0.0343105, RMSE: 0.9851660, NOVELTY: 0.0052106, AVERAGE_POPULARITY: 0.6695212, DIVERSITY_MEAN_INTER_LIST: 0.8151359, DIVERSITY_HERFINDAHL: 0.9815100, COVERAGE_ITEM: 0.2952906, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0532139, SHANNON_ENTROPY: 7.1657871, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 398, 'shrink': 1126, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0495601, PRECISION: 0.0068715, PRECISION_RECALL_MIN_DEN: 0.0687153, RECALL: 0.0687153, MAP: 0.0358995, MRR: 0.0358995, NDCG: 0.0436369, F1: 0.0124937, HIT_RATE: 0.0687153, ARHR: 0.0358995, RMSE: 0.9810419, NOVELTY: 0.0052804, AVERAGE_POPULARITY: 0.6313164, DIVERSITY_MEAN_INTER_LIST: 0.8543556, DIVERSITY_HERFINDAHL: 0.9854318, COVERAGE_ITEM: 0.3210814, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0607852, SHANNON_ENTROPY: 7.5833378, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 67, 'shrink': 1869, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0523923, PRECISION: 0.0073325, PRECISION_RECALL_MIN_DEN: 0.0733247, RECALL: 0.0733247, MAP: 0.0378442, MRR: 0.0378442, NDCG: 0.0461940, F1: 0.0133318, HIT_RATE: 0.0733247, ARHR: 0.0378442, RMSE: 0.9920197, NOVELTY: 0.0055662, AVERAGE_POPULARITY: 0.5133235, DIVERSITY_MEAN_INTER_LIST: 0.9311463, DIVERSITY_HERFINDAHL: 0.9931105, COVERAGE_ITEM: 0.4616058, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0963757, SHANNON_ENTROPY: 8.8976184, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 752, 'shrink': 1799, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0463332, PRECISION: 0.0064950, PRECISION_RECALL_MIN_DEN: 0.0649496, RECALL: 0.0649496, MAP: 0.0336231, MRR: 0.0336231, NDCG: 0.0409883, F1: 0.0118090, HIT_RATE: 0.0649496, ARHR: 0.0336231, RMSE: 0.9845747, NOVELTY: 0.0051727, AVERAGE_POPULARITY: 0.6880500, DIVERSITY_MEAN_INTER_LIST: 0.7918105, DIVERSITY_HERFINDAHL: 0.9791775, COVERAGE_ITEM: 0.2694025, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0485578, SHANNON_ENTROPY: 6.9304720, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 129, 'shrink': 1887, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0509081, PRECISION: 0.0071371, PRECISION_RECALL_MIN_DEN: 0.0713708, RECALL: 0.0713708, MAP: 0.0367886, MRR: 0.0367886, NDCG: 0.0449245, F1: 0.0129765, HIT_RATE: 0.0713708, ARHR: 0.0367886, RMSE: 0.9901117, NOVELTY: 0.0054334, AVERAGE_POPULARITY: 0.5688503, DIVERSITY_MEAN_INTER_LIST: 0.9016206, DIVERSITY_HERFINDAHL: 0.9901581, COVERAGE_ITEM: 0.4123385, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0804676, SHANNON_ENTROPY: 8.3309352, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 552, 'shrink': 1763, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0471335, PRECISION: 0.0065678, PRECISION_RECALL_MIN_DEN: 0.0656779, RECALL: 0.0656779, MAP: 0.0342379, MRR: 0.0342379, NDCG: 0.0416390, F1: 0.0119414, HIT_RATE: 0.0656779, ARHR: 0.0342379, RMSE: 0.9851406, NOVELTY: 0.0052071, AVERAGE_POPULARITY: 0.6712385, DIVERSITY_MEAN_INTER_LIST: 0.8131656, DIVERSITY_HERFINDAHL: 0.9813130, COVERAGE_ITEM: 0.2931062, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0528080, SHANNON_ENTROPY: 7.1450708, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 167, 'shrink': 801, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0529232, PRECISION: 0.0073911, PRECISION_RECALL_MIN_DEN: 0.0739109, RECALL: 0.0739109, MAP: 0.0382509, MRR: 0.0382509, NDCG: 0.0466499, F1: 0.0134383, HIT_RATE: 0.0739109, ARHR: 0.0382509, RMSE: 0.9816315, NOVELTY: 0.0054435, AVERAGE_POPULARITY: 0.5523255, DIVERSITY_MEAN_INTER_LIST: 0.9132177, DIVERSITY_HERFINDAHL: 0.9913177, COVERAGE_ITEM: 0.3870668, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0788825, SHANNON_ENTROPY: 8.4159348, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 781, 'shrink': 272, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0544113, PRECISION: 0.0074764, PRECISION_RECALL_MIN_DEN: 0.0747635, RECALL: 0.0747635, MAP: 0.0395799, MRR: 0.0395799, NDCG: 0.0478878, F1: 0.0135934, HIT_RATE: 0.0747635, ARHR: 0.0395799, RMSE: 0.9562877, NOVELTY: 0.0053857, AVERAGE_POPULARITY: 0.5670696, DIVERSITY_MEAN_INTER_LIST: 0.8934617, DIVERSITY_HERFINDAHL: 0.9893422, COVERAGE_ITEM: 0.3093268, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0744826, SHANNON_ENTROPY: 8.1248655, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 345, 'shrink': 1336, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0492266, PRECISION: 0.0068777, PRECISION_RECALL_MIN_DEN: 0.0687775, RECALL: 0.0687775, MAP: 0.0358589, MRR: 0.0358589, NDCG: 0.0436016, F1: 0.0125050, HIT_RATE: 0.0687775, ARHR: 0.0358589, RMSE: 0.9835948, NOVELTY: 0.0052874, AVERAGE_POPULARITY: 0.6301024, DIVERSITY_MEAN_INTER_LIST: 0.8558957, DIVERSITY_HERFINDAHL: 0.9855858, COVERAGE_ITEM: 0.3323925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0618978, SHANNON_ENTROPY: 7.6158476, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 896, 'shrink': 1084, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0478302, PRECISION: 0.0066983, PRECISION_RECALL_MIN_DEN: 0.0669834, RECALL: 0.0669834, MAP: 0.0347645, MRR: 0.0347645, NDCG: 0.0423402, F1: 0.0121788, HIT_RATE: 0.0669834, ARHR: 0.0347645, RMSE: 0.9775001, NOVELTY: 0.0051919, AVERAGE_POPULARITY: 0.6730061, DIVERSITY_MEAN_INTER_LIST: 0.8077620, DIVERSITY_HERFINDAHL: 0.9807726, COVERAGE_ITEM: 0.2602325, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0506393, SHANNON_ENTROPY: 7.0665940, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 78, 'shrink': 219, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0589418, PRECISION: 0.0081211, PRECISION_RECALL_MIN_DEN: 0.0812114, RECALL: 0.0812114, MAP: 0.0424348, MRR: 0.0424348, NDCG: 0.0515968, F1: 0.0147657, HIT_RATE: 0.0812114, ARHR: 0.0424348, RMSE: 0.9770105, NOVELTY: 0.0056977, AVERAGE_POPULARITY: 0.4291255, DIVERSITY_MEAN_INTER_LIST: 0.9624341, DIVERSITY_HERFINDAHL: 0.9962391, COVERAGE_ITEM: 0.4068235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1090129, SHANNON_ENTROPY: 9.4693784, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 152, 'shrink': 1198, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0518604, PRECISION: 0.0072454, PRECISION_RECALL_MIN_DEN: 0.0724544, RECALL: 0.0724544, MAP: 0.0375426, MRR: 0.0375426, NDCG: 0.0457622, F1: 0.0131735, HIT_RATE: 0.0724544, ARHR: 0.0375426, RMSE: 0.9858734, NOVELTY: 0.0054288, AVERAGE_POPULARITY: 0.5647592, DIVERSITY_MEAN_INTER_LIST: 0.9053765, DIVERSITY_HERFINDAHL: 0.9905336, COVERAGE_ITEM: 0.3976967, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0782942, SHANNON_ENTROPY: 8.3308783, 
CrossSearchBayesianSkopt: New best config found. Config 57: {'topK': 58, 'shrink': 20, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0629414, PRECISION: 0.0086691, PRECISION_RECALL_MIN_DEN: 0.0866912, RECALL: 0.0866912, MAP: 0.0450638, MRR: 0.0450638, NDCG: 0.0549096, F1: 0.0157620, HIT_RATE: 0.0866912, ARHR: 0.0450638, RMSE: 0.9726194, NOVELTY: 0.0061807, AVERAGE_POPULARITY: 0.3227225, DIVERSITY_MEAN_INTER_LIST: 0.9803652, DIVERSITY_HERFINDAHL: 0.9980322, COVERAGE_ITEM: 0.6603082, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1726014, SHANNON_ENTROPY: 10.6813281, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 519, 'shrink': 91, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0579442, PRECISION: 0.0079648, PRECISION_RECALL_MIN_DEN: 0.0796483, RECALL: 0.0796483, MAP: 0.0421224, MRR: 0.0421224, NDCG: 0.0509827, F1: 0.0144815, HIT_RATE: 0.0796483, ARHR: 0.0421224, RMSE: 0.9488031, NOVELTY: 0.0056203, AVERAGE_POPULARITY: 0.4702789, DIVERSITY_MEAN_INTER_LIST: 0.9402721, DIVERSITY_HERFINDAHL: 0.9940230, COVERAGE_ITEM: 0.4029954, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1037523, SHANNON_ENTROPY: 9.0983461, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 836, 'shrink': 1055, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0480838, PRECISION: 0.0067348, PRECISION_RECALL_MIN_DEN: 0.0673476, RECALL: 0.0673476, MAP: 0.0349223, MRR: 0.0349223, NDCG: 0.0425475, F1: 0.0122450, HIT_RATE: 0.0673476, ARHR: 0.0349223, RMSE: 0.9773309, NOVELTY: 0.0052007, AVERAGE_POPULARITY: 0.6685380, DIVERSITY_MEAN_INTER_LIST: 0.8129548, DIVERSITY_HERFINDAHL: 0.9812919, COVERAGE_ITEM: 0.2659205, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0515837, SHANNON_ENTROPY: 7.1205764, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 480, 'shrink': 1044, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0492996, PRECISION: 0.0068920, PRECISION_RECALL_MIN_DEN: 0.0689196, RECALL: 0.0689196, MAP: 0.0358585, MRR: 0.0358585, NDCG: 0.0436364, F1: 0.0125308, HIT_RATE: 0.0689196, ARHR: 0.0358585, RMSE: 0.9793036, NOVELTY: 0.0052616, AVERAGE_POPULARITY: 0.6389639, DIVERSITY_MEAN_INTER_LIST: 0.8469582, DIVERSITY_HERFINDAHL: 0.9846921, COVERAGE_ITEM: 0.3053366, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0584907, SHANNON_ENTROPY: 7.4828410, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 523, 'shrink': 1462, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0478125, PRECISION: 0.0066957, PRECISION_RECALL_MIN_DEN: 0.0669568, RECALL: 0.0669568, MAP: 0.0347423, MRR: 0.0347423, NDCG: 0.0423185, F1: 0.0121740, HIT_RATE: 0.0669568, ARHR: 0.0347423, RMSE: 0.9831744, NOVELTY: 0.0052250, AVERAGE_POPULARITY: 0.6606784, DIVERSITY_MEAN_INTER_LIST: 0.8247050, DIVERSITY_HERFINDAHL: 0.9824668, COVERAGE_ITEM: 0.2978643, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0546695, SHANNON_ENTROPY: 7.2577409, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 410, 'shrink': 129, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0575109, PRECISION: 0.0078831, PRECISION_RECALL_MIN_DEN: 0.0788312, RECALL: 0.0788312, MAP: 0.0416676, MRR: 0.0416676, NDCG: 0.0504502, F1: 0.0143329, HIT_RATE: 0.0788312, ARHR: 0.0416676, RMSE: 0.9548976, NOVELTY: 0.0055779, AVERAGE_POPULARITY: 0.4831252, DIVERSITY_MEAN_INTER_LIST: 0.9380899, DIVERSITY_HERFINDAHL: 0.9938048, COVERAGE_ITEM: 0.3777345, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0980439, SHANNON_ENTROPY: 8.9684433, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 158, 'shrink': 1762, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0505400, PRECISION: 0.0070607, PRECISION_RECALL_MIN_DEN: 0.0706070, RECALL: 0.0706070, MAP: 0.0365565, MRR: 0.0365565, NDCG: 0.0445723, F1: 0.0128376, HIT_RATE: 0.0706070, ARHR: 0.0365565, RMSE: 0.9889666, NOVELTY: 0.0053980, AVERAGE_POPULARITY: 0.5834600, DIVERSITY_MEAN_INTER_LIST: 0.8922421, DIVERSITY_HERFINDAHL: 0.9892203, COVERAGE_ITEM: 0.3965829, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0758604, SHANNON_ENTROPY: 8.1667553, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 635, 'shrink': 1324, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0477829, PRECISION: 0.0066673, PRECISION_RECALL_MIN_DEN: 0.0666726, RECALL: 0.0666726, MAP: 0.0347063, MRR: 0.0347063, NDCG: 0.0422274, F1: 0.0121223, HIT_RATE: 0.0666726, ARHR: 0.0347063, RMSE: 0.9813448, NOVELTY: 0.0052098, AVERAGE_POPULARITY: 0.6668237, DIVERSITY_MEAN_INTER_LIST: 0.8175283, DIVERSITY_HERFINDAHL: 0.9817492, COVERAGE_ITEM: 0.2838064, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0527345, SHANNON_ENTROPY: 7.1711105, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 123, 'shrink': 391, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0564728, PRECISION: 0.0078085, PRECISION_RECALL_MIN_DEN: 0.0780852, RECALL: 0.0780852, MAP: 0.0407743, MRR: 0.0407743, NDCG: 0.0495814, F1: 0.0141973, HIT_RATE: 0.0780852, ARHR: 0.0407743, RMSE: 0.9771588, NOVELTY: 0.0055662, AVERAGE_POPULARITY: 0.4885641, DIVERSITY_MEAN_INTER_LIST: 0.9434745, DIVERSITY_HERFINDAHL: 0.9943433, COVERAGE_ITEM: 0.3943120, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0923781, SHANNON_ENTROPY: 8.9680123, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 578, 'shrink': 946, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0494249, PRECISION: 0.0068680, PRECISION_RECALL_MIN_DEN: 0.0686798, RECALL: 0.0686798, MAP: 0.0358934, MRR: 0.0358934, NDCG: 0.0436160, F1: 0.0124872, HIT_RATE: 0.0686798, ARHR: 0.0358934, RMSE: 0.9772022, NOVELTY: 0.0052482, AVERAGE_POPULARITY: 0.6442084, DIVERSITY_MEAN_INTER_LIST: 0.8404670, DIVERSITY_HERFINDAHL: 0.9840430, COVERAGE_ITEM: 0.2920789, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0570373, SHANNON_ENTROPY: 7.4082825, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 87, 'shrink': 159, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0594895, PRECISION: 0.0082162, PRECISION_RECALL_MIN_DEN: 0.0821617, RECALL: 0.0821617, MAP: 0.0428346, MRR: 0.0428346, NDCG: 0.0521242, F1: 0.0149385, HIT_RATE: 0.0821617, ARHR: 0.0428346, RMSE: 0.9744080, NOVELTY: 0.0057228, AVERAGE_POPULARITY: 0.4191314, DIVERSITY_MEAN_INTER_LIST: 0.9644712, DIVERSITY_HERFINDAHL: 0.9964428, COVERAGE_ITEM: 0.4060989, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1134495, SHANNON_ENTROPY: 9.5536439, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 765, 'shrink': 621, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0507157, PRECISION: 0.0070678, PRECISION_RECALL_MIN_DEN: 0.0706781, RECALL: 0.0706781, MAP: 0.0368648, MRR: 0.0368648, NDCG: 0.0448252, F1: 0.0128506, HIT_RATE: 0.0706781, ARHR: 0.0368648, RMSE: 0.9695439, NOVELTY: 0.0052643, AVERAGE_POPULARITY: 0.6311175, DIVERSITY_MEAN_INTER_LIST: 0.8495310, DIVERSITY_HERFINDAHL: 0.9849493, COVERAGE_ITEM: 0.2793620, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0590563, SHANNON_ENTROPY: 7.5048378, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 653, 'shrink': 48, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0592379, PRECISION: 0.0080723, PRECISION_RECALL_MIN_DEN: 0.0807229, RECALL: 0.0807229, MAP: 0.0429400, MRR: 0.0429400, NDCG: 0.0518820, F1: 0.0146769, HIT_RATE: 0.0807229, ARHR: 0.0429400, RMSE: 0.9409931, NOVELTY: 0.0057226, AVERAGE_POPULARITY: 0.4428076, DIVERSITY_MEAN_INTER_LIST: 0.9462823, DIVERSITY_HERFINDAHL: 0.9946240, COVERAGE_ITEM: 0.4674128, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1172805, SHANNON_ENTROPY: 9.3988403, 
