CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.30553268100646164, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0566544, PRECISION: 0.0078325, PRECISION_RECALL_MIN_DEN: 0.0783250, RECALL: 0.0783250, MAP: 0.0409629, MRR: 0.0409629, NDCG: 0.0497805, F1: 0.0142409, HIT_RATE: 0.0783250, ARHR: 0.0409629, RMSE: 0.8012527, NOVELTY: 0.0059740, AVERAGE_POPULARITY: 0.4451588, DIVERSITY_MEAN_INTER_LIST: 0.9416550, DIVERSITY_HERFINDAHL: 0.9941613, COVERAGE_ITEM: 0.6700514, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1623749, SHANNON_ENTROPY: 9.8208672, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 752, 'shrink': 1799, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2485465091286801, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0555709, PRECISION: 0.0077330, PRECISION_RECALL_MIN_DEN: 0.0773303, RECALL: 0.0773303, MAP: 0.0403894, MRR: 0.0403894, NDCG: 0.0490894, F1: 0.0140600, HIT_RATE: 0.0773303, ARHR: 0.0403894, RMSE: 0.7904607, NOVELTY: 0.0055690, AVERAGE_POPULARITY: 0.5284900, DIVERSITY_MEAN_INTER_LIST: 0.9156324, DIVERSITY_HERFINDAHL: 0.9915592, COVERAGE_ITEM: 0.4915274, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0988242, SHANNON_ENTROPY: 8.7790711, 
CrossSearchBayesianSkopt: New best config found. Config 33: {'topK': 18, 'shrink': 1050, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6939961763718754, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0621608, PRECISION: 0.0086540, PRECISION_RECALL_MIN_DEN: 0.0865403, RECALL: 0.0865403, MAP: 0.0446311, MRR: 0.0446311, NDCG: 0.0545130, F1: 0.0157346, HIT_RATE: 0.0865403, ARHR: 0.0446311, RMSE: 1.3945858, NOVELTY: 0.0059591, AVERAGE_POPULARITY: 0.3581144, DIVERSITY_MEAN_INTER_LIST: 0.9764889, DIVERSITY_HERFINDAHL: 0.9976445, COVERAGE_ITEM: 0.5535118, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1377969, SHANNON_ENTROPY: 10.2137797, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 167, 'shrink': 801, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5606787924612289, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0461141, PRECISION: 0.0065136, PRECISION_RECALL_MIN_DEN: 0.0651361, RECALL: 0.0651361, MAP: 0.0334136, MRR: 0.0334136, NDCG: 0.0408634, F1: 0.0118429, HIT_RATE: 0.0651361, ARHR: 0.0334136, RMSE: 0.9647698, NOVELTY: 0.0053167, AVERAGE_POPULARITY: 0.6317245, DIVERSITY_MEAN_INTER_LIST: 0.8463122, DIVERSITY_HERFINDAHL: 0.9846275, COVERAGE_ITEM: 0.3789997, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0726702, SHANNON_ENTROPY: 7.7222473, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 463, 'shrink': 1412, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.041682131518689, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0575070, PRECISION: 0.0078520, PRECISION_RECALL_MIN_DEN: 0.0785204, RECALL: 0.0785204, MAP: 0.0412279, MRR: 0.0412279, NDCG: 0.0500629, F1: 0.0142764, HIT_RATE: 0.0785204, ARHR: 0.0412279, RMSE: 0.8021058, NOVELTY: 0.0069221, AVERAGE_POPULARITY: 0.1885297, DIVERSITY_MEAN_INTER_LIST: 0.9917512, DIVERSITY_HERFINDAHL: 0.9991707, COVERAGE_ITEM: 0.6700297, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3505617, SHANNON_ENTROPY: 11.9810429, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 896, 'shrink': 1084, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1472771380458551, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0417692, PRECISION: 0.0059132, PRECISION_RECALL_MIN_DEN: 0.0591323, RECALL: 0.0591323, MAP: 0.0302692, MRR: 0.0302692, NDCG: 0.0370438, F1: 0.0107513, HIT_RATE: 0.0591323, ARHR: 0.0302692, RMSE: 0.9638514, NOVELTY: 0.0050830, AVERAGE_POPULARITY: 0.7390804, DIVERSITY_MEAN_INTER_LIST: 0.7147815, DIVERSITY_HERFINDAHL: 0.9714750, COVERAGE_ITEM: 0.2133874, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0421708, SHANNON_ENTROPY: 6.3370011, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 987, 'shrink': 1349, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6538997044919389, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0448115, PRECISION: 0.0063156, PRECISION_RECALL_MIN_DEN: 0.0631556, RECALL: 0.0631556, MAP: 0.0324651, MRR: 0.0324651, NDCG: 0.0396764, F1: 0.0114828, HIT_RATE: 0.0631556, ARHR: 0.0324651, RMSE: 0.9762135, NOVELTY: 0.0051303, AVERAGE_POPULARITY: 0.7120034, DIVERSITY_MEAN_INTER_LIST: 0.7588354, DIVERSITY_HERFINDAHL: 0.9758802, COVERAGE_ITEM: 0.2464774, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0436716, SHANNON_ENTROPY: 6.6399650, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 58, 'shrink': 20, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.032543388791152, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0493292, PRECISION: 0.0068928, PRECISION_RECALL_MIN_DEN: 0.0689285, RECALL: 0.0689285, MAP: 0.0357201, MRR: 0.0357201, NDCG: 0.0435356, F1: 0.0125324, HIT_RATE: 0.0689285, ARHR: 0.0357201, RMSE: 1.2831040, NOVELTY: 0.0055494, AVERAGE_POPULARITY: 0.5355076, DIVERSITY_MEAN_INTER_LIST: 0.9141871, DIVERSITY_HERFINDAHL: 0.9914146, COVERAGE_ITEM: 0.4864991, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1001558, SHANNON_ENTROPY: 8.7765638, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 506, 'shrink': 683, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3631273116574152, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0432435, PRECISION: 0.0061068, PRECISION_RECALL_MIN_DEN: 0.0610684, RECALL: 0.0610684, MAP: 0.0314417, MRR: 0.0314417, NDCG: 0.0383955, F1: 0.0111034, HIT_RATE: 0.0610684, ARHR: 0.0314417, RMSE: 0.9478173, NOVELTY: 0.0051418, AVERAGE_POPULARITY: 0.7109946, DIVERSITY_MEAN_INTER_LIST: 0.7578841, DIVERSITY_HERFINDAHL: 0.9757850, COVERAGE_ITEM: 0.2657691, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0499124, SHANNON_ENTROPY: 6.7278460, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 480, 'shrink': 1044, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0407261572810433, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0548880, PRECISION: 0.0073396, PRECISION_RECALL_MIN_DEN: 0.0733958, RECALL: 0.0733958, MAP: 0.0399034, MRR: 0.0399034, NDCG: 0.0478613, F1: 0.0133447, HIT_RATE: 0.0733958, ARHR: 0.0399034, RMSE: 0.7529366, NOVELTY: 0.0071229, AVERAGE_POPULARITY: 0.1706737, DIVERSITY_MEAN_INTER_LIST: 0.9916978, DIVERSITY_HERFINDAHL: 0.9991654, COVERAGE_ITEM: 0.7178048, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2782162, SHANNON_ENTROPY: 11.8607665, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 438, 'shrink': 77, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2949164958917619, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0468622, PRECISION: 0.0063902, PRECISION_RECALL_MIN_DEN: 0.0639016, RECALL: 0.0639016, MAP: 0.0340606, MRR: 0.0340606, NDCG: 0.0411178, F1: 0.0116185, HIT_RATE: 0.0639016, ARHR: 0.0340606, RMSE: 0.8558948, NOVELTY: 0.0077480, AVERAGE_POPULARITY: 0.1674325, DIVERSITY_MEAN_INTER_LIST: 0.9903278, DIVERSITY_HERFINDAHL: 0.9990284, COVERAGE_ITEM: 0.7849689, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3891087, SHANNON_ENTROPY: 12.3420335, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 158, 'shrink': 1762, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2672243802670917, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0563504, PRECISION: 0.0076495, PRECISION_RECALL_MIN_DEN: 0.0764954, RECALL: 0.0764954, MAP: 0.0404539, MRR: 0.0404539, NDCG: 0.0490041, F1: 0.0139083, HIT_RATE: 0.0764954, ARHR: 0.0404539, RMSE: 0.8508958, NOVELTY: 0.0069823, AVERAGE_POPULARITY: 0.1616161, DIVERSITY_MEAN_INTER_LIST: 0.9930786, DIVERSITY_HERFINDAHL: 0.9993034, COVERAGE_ITEM: 0.6630333, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3534521, SHANNON_ENTROPY: 12.0625665, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 592, 'shrink': 1802, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6555020825244464, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0550044, PRECISION: 0.0074657, PRECISION_RECALL_MIN_DEN: 0.0746570, RECALL: 0.0746570, MAP: 0.0391568, MRR: 0.0391568, NDCG: 0.0475878, F1: 0.0135740, HIT_RATE: 0.0746570, ARHR: 0.0391568, RMSE: 0.7917448, NOVELTY: 0.0068891, AVERAGE_POPULARITY: 0.1509027, DIVERSITY_MEAN_INTER_LIST: 0.9926100, DIVERSITY_HERFINDAHL: 0.9992566, COVERAGE_ITEM: 0.6527926, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3207104, SHANNON_ENTROPY: 11.9068811, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 578, 'shrink': 946, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.16401440465765973, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0444365, PRECISION: 0.0062934, PRECISION_RECALL_MIN_DEN: 0.0629335, RECALL: 0.0629335, MAP: 0.0322473, MRR: 0.0322473, NDCG: 0.0394508, F1: 0.0114425, HIT_RATE: 0.0629335, ARHR: 0.0322473, RMSE: 0.9714841, NOVELTY: 0.0051547, AVERAGE_POPULARITY: 0.7052363, DIVERSITY_MEAN_INTER_LIST: 0.7708019, DIVERSITY_HERFINDAHL: 0.9770768, COVERAGE_ITEM: 0.2828116, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0480123, SHANNON_ENTROPY: 6.7875386, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 40, 'shrink': 448, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8346166921246245, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0621174, PRECISION: 0.0086229, PRECISION_RECALL_MIN_DEN: 0.0862294, RECALL: 0.0862294, MAP: 0.0441327, MRR: 0.0441327, NDCG: 0.0540788, F1: 0.0156781, HIT_RATE: 0.0862294, ARHR: 0.0441327, RMSE: 1.6708253, NOVELTY: 0.0059296, AVERAGE_POPULARITY: 0.3851355, DIVERSITY_MEAN_INTER_LIST: 0.9698456, DIVERSITY_HERFINDAHL: 0.9969803, COVERAGE_ITEM: 0.5392160, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1469432, SHANNON_ENTROPY: 10.0405802, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 653, 'shrink': 48, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3084680605370445, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0578613, PRECISION: 0.0080492, PRECISION_RECALL_MIN_DEN: 0.0804920, RECALL: 0.0804920, MAP: 0.0413761, MRR: 0.0413761, NDCG: 0.0506087, F1: 0.0146349, HIT_RATE: 0.0804920, ARHR: 0.0413761, RMSE: 23.6380522, NOVELTY: 0.0054816, AVERAGE_POPULARITY: 0.5621963, DIVERSITY_MEAN_INTER_LIST: 0.9013753, DIVERSITY_HERFINDAHL: 0.9901335, COVERAGE_ITEM: 0.4448986, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0893913, SHANNON_ENTROPY: 8.4401907, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 32, 'shrink': 392, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9397431081851668, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0366614, PRECISION: 0.0049887, PRECISION_RECALL_MIN_DEN: 0.0498868, RECALL: 0.0498868, MAP: 0.0265098, MRR: 0.0265098, NDCG: 0.0320459, F1: 0.0090703, HIT_RATE: 0.0498868, ARHR: 0.0265098, RMSE: 0.9016110, NOVELTY: 0.0084599, AVERAGE_POPULARITY: 0.0488382, DIVERSITY_MEAN_INTER_LIST: 0.9976904, DIVERSITY_HERFINDAHL: 0.9997646, COVERAGE_ITEM: 0.6624169, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4570803, SHANNON_ENTROPY: 12.7967587, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 771, 'shrink': 1345, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2190442511496045, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0560366, PRECISION: 0.0076593, PRECISION_RECALL_MIN_DEN: 0.0765931, RECALL: 0.0765931, MAP: 0.0401329, MRR: 0.0401329, NDCG: 0.0487707, F1: 0.0139260, HIT_RATE: 0.0765931, ARHR: 0.0401329, RMSE: 0.7731768, NOVELTY: 0.0069902, AVERAGE_POPULARITY: 0.1625590, DIVERSITY_MEAN_INTER_LIST: 0.9928707, DIVERSITY_HERFINDAHL: 0.9992827, COVERAGE_ITEM: 0.6700622, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3551070, SHANNON_ENTROPY: 12.0671535, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 464, 'shrink': 1675, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.04450913840640248, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0607092, PRECISION: 0.0084151, PRECISION_RECALL_MIN_DEN: 0.0841512, RECALL: 0.0841512, MAP: 0.0433754, MRR: 0.0433754, NDCG: 0.0530082, F1: 0.0153002, HIT_RATE: 0.0841512, ARHR: 0.0433754, RMSE: 0.8523120, NOVELTY: 0.0059348, AVERAGE_POPULARITY: 0.4161382, DIVERSITY_MEAN_INTER_LIST: 0.9586596, DIVERSITY_HERFINDAHL: 0.9958617, COVERAGE_ITEM: 0.5648013, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1665313, SHANNON_ENTROPY: 10.0210479, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 861, 'shrink': 217, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.48159832829326843, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0490460, PRECISION: 0.0066770, PRECISION_RECALL_MIN_DEN: 0.0667703, RECALL: 0.0667703, MAP: 0.0357641, MRR: 0.0357641, NDCG: 0.0430959, F1: 0.0121401, HIT_RATE: 0.0667703, ARHR: 0.0357641, RMSE: 0.7960271, NOVELTY: 0.0074090, AVERAGE_POPULARITY: 0.2517900, DIVERSITY_MEAN_INTER_LIST: 0.9747892, DIVERSITY_HERFINDAHL: 0.9974746, COVERAGE_ITEM: 0.7327710, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2634965, SHANNON_ENTROPY: 11.2588188, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 238, 'shrink': 731, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9467787209096676, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0307326, PRECISION: 0.0041663, PRECISION_RECALL_MIN_DEN: 0.0416626, RECALL: 0.0416626, MAP: 0.0223117, MRR: 0.0223117, NDCG: 0.0268950, F1: 0.0075750, HIT_RATE: 0.0416626, ARHR: 0.0223117, RMSE: 0.7888463, NOVELTY: 0.0076137, AVERAGE_POPULARITY: 0.0529818, DIVERSITY_MEAN_INTER_LIST: 0.9948174, DIVERSITY_HERFINDAHL: 0.9994773, COVERAGE_ITEM: 0.7027413, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3171241, SHANNON_ENTROPY: 12.1865347, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 828, 'shrink': 997, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3933243657875859, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0421136, PRECISION: 0.0059283, PRECISION_RECALL_MIN_DEN: 0.0592833, RECALL: 0.0592833, MAP: 0.0304157, MRR: 0.0304157, NDCG: 0.0372017, F1: 0.0107788, HIT_RATE: 0.0592833, ARHR: 0.0304157, RMSE: 0.9611330, NOVELTY: 0.0050899, AVERAGE_POPULARITY: 0.7357593, DIVERSITY_MEAN_INTER_LIST: 0.7201294, DIVERSITY_HERFINDAHL: 0.9720097, COVERAGE_ITEM: 0.2205785, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0429789, SHANNON_ENTROPY: 6.3846236, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 966, 'shrink': 1064, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9174391273414926, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573550, PRECISION: 0.0079897, PRECISION_RECALL_MIN_DEN: 0.0798970, RECALL: 0.0798970, MAP: 0.0411382, MRR: 0.0411382, NDCG: 0.0502789, F1: 0.0145267, HIT_RATE: 0.0798970, ARHR: 0.0411382, RMSE: 1.0905769, NOVELTY: 0.0054411, AVERAGE_POPULARITY: 0.5803171, DIVERSITY_MEAN_INTER_LIST: 0.8901760, DIVERSITY_HERFINDAHL: 0.9890136, COVERAGE_ITEM: 0.4347229, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0841075, SHANNON_ENTROPY: 8.2561581, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 328, 'shrink': 1078, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.38750228058651126, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0467802, PRECISION: 0.0066015, PRECISION_RECALL_MIN_DEN: 0.0660154, RECALL: 0.0660154, MAP: 0.0338666, MRR: 0.0338666, NDCG: 0.0414187, F1: 0.0120028, HIT_RATE: 0.0660154, ARHR: 0.0338666, RMSE: 0.9767376, NOVELTY: 0.0052470, AVERAGE_POPULARITY: 0.6579431, DIVERSITY_MEAN_INTER_LIST: 0.8288842, DIVERSITY_HERFINDAHL: 0.9828847, COVERAGE_ITEM: 0.3346418, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0585831, SHANNON_ENTROPY: 7.3561454, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 611, 'shrink': 183, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3181131958120625, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0526676, PRECISION: 0.0073129, PRECISION_RECALL_MIN_DEN: 0.0731294, RECALL: 0.0731294, MAP: 0.0381318, MRR: 0.0381318, NDCG: 0.0463801, F1: 0.0132962, HIT_RATE: 0.0731294, ARHR: 0.0381318, RMSE: 17.3803173, NOVELTY: 0.0053063, AVERAGE_POPULARITY: 0.6239509, DIVERSITY_MEAN_INTER_LIST: 0.8557694, DIVERSITY_HERFINDAHL: 0.9855731, COVERAGE_ITEM: 0.3353988, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0652363, SHANNON_ENTROPY: 7.6823676, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 458, 'shrink': 298, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3290941422886869, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0492611, PRECISION: 0.0069506, PRECISION_RECALL_MIN_DEN: 0.0695058, RECALL: 0.0695058, MAP: 0.0355764, MRR: 0.0355764, NDCG: 0.0435486, F1: 0.0126374, HIT_RATE: 0.0695058, ARHR: 0.0355764, RMSE: 0.9432179, NOVELTY: 0.0052395, AVERAGE_POPULARITY: 0.6516250, DIVERSITY_MEAN_INTER_LIST: 0.8411440, DIVERSITY_HERFINDAHL: 0.9841107, COVERAGE_ITEM: 0.2969667, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0558188, SHANNON_ENTROPY: 7.3719507, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 419, 'shrink': 1426, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9626080814978804, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0580665, PRECISION: 0.0079311, PRECISION_RECALL_MIN_DEN: 0.0793108, RECALL: 0.0793108, MAP: 0.0416823, MRR: 0.0416823, NDCG: 0.0505944, F1: 0.0144201, HIT_RATE: 0.0793108, ARHR: 0.0416823, RMSE: 0.8105751, NOVELTY: 0.0068810, AVERAGE_POPULARITY: 0.2017568, DIVERSITY_MEAN_INTER_LIST: 0.9909125, DIVERSITY_HERFINDAHL: 0.9990869, COVERAGE_ITEM: 0.6696296, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3449965, SHANNON_ENTROPY: 11.9152354, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 312, 'shrink': 378, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6762058123226283, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0545821, PRECISION: 0.0075829, PRECISION_RECALL_MIN_DEN: 0.0758293, RECALL: 0.0758293, MAP: 0.0393983, MRR: 0.0393983, NDCG: 0.0479896, F1: 0.0137871, HIT_RATE: 0.0758293, ARHR: 0.0393983, RMSE: 6.8326410, NOVELTY: 0.0054102, AVERAGE_POPULARITY: 0.5746443, DIVERSITY_MEAN_INTER_LIST: 0.8960982, DIVERSITY_HERFINDAHL: 0.9896058, COVERAGE_ITEM: 0.3804163, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0764437, SHANNON_ENTROPY: 8.2200395, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 583, 'shrink': 523, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.36915284909529605, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0469747, PRECISION: 0.0066308, PRECISION_RECALL_MIN_DEN: 0.0663085, RECALL: 0.0663085, MAP: 0.0340318, MRR: 0.0340318, NDCG: 0.0416127, F1: 0.0120561, HIT_RATE: 0.0663085, ARHR: 0.0340318, RMSE: 0.9562838, NOVELTY: 0.0051904, AVERAGE_POPULARITY: 0.6808133, DIVERSITY_MEAN_INTER_LIST: 0.8051166, DIVERSITY_HERFINDAHL: 0.9805081, COVERAGE_ITEM: 0.2852230, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0507401, SHANNON_ENTROPY: 7.0447575, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 632, 'shrink': 610, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6201035814598619, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0531324, PRECISION: 0.0073396, PRECISION_RECALL_MIN_DEN: 0.0733958, RECALL: 0.0733958, MAP: 0.0385905, MRR: 0.0385905, NDCG: 0.0467993, F1: 0.0133447, HIT_RATE: 0.0733958, ARHR: 0.0385905, RMSE: 0.9579217, NOVELTY: 0.0056128, AVERAGE_POPULARITY: 0.4335700, DIVERSITY_MEAN_INTER_LIST: 0.9487677, DIVERSITY_HERFINDAHL: 0.9948726, COVERAGE_ITEM: 0.3608759, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0896319, SHANNON_ENTROPY: 8.9644084, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 608, 'shrink': 1164, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9570725480126456, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0480838, PRECISION: 0.0067241, PRECISION_RECALL_MIN_DEN: 0.0672410, RECALL: 0.0672410, MAP: 0.0349367, MRR: 0.0349367, NDCG: 0.0425366, F1: 0.0122256, HIT_RATE: 0.0672410, ARHR: 0.0349367, RMSE: 0.9750354, NOVELTY: 0.0052278, AVERAGE_POPULARITY: 0.6548169, DIVERSITY_MEAN_INTER_LIST: 0.8302787, DIVERSITY_HERFINDAHL: 0.9830242, COVERAGE_ITEM: 0.2868992, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0542406, SHANNON_ENTROPY: 7.2823999, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 622, 'shrink': 1445, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.493827339355463, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0541094, PRECISION: 0.0073271, PRECISION_RECALL_MIN_DEN: 0.0732715, RECALL: 0.0732715, MAP: 0.0385873, MRR: 0.0385873, NDCG: 0.0468268, F1: 0.0133221, HIT_RATE: 0.0732715, ARHR: 0.0385873, RMSE: 0.7772749, NOVELTY: 0.0070248, AVERAGE_POPULARITY: 0.1390204, DIVERSITY_MEAN_INTER_LIST: 0.9934984, DIVERSITY_HERFINDAHL: 0.9993454, COVERAGE_ITEM: 0.6639524, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3521793, SHANNON_ENTROPY: 12.0929548, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 873, 'shrink': 1185, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6008673967064218, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0574202, PRECISION: 0.0079941, PRECISION_RECALL_MIN_DEN: 0.0799414, RECALL: 0.0799414, MAP: 0.0411752, MRR: 0.0411752, NDCG: 0.0503192, F1: 0.0145348, HIT_RATE: 0.0799414, ARHR: 0.0411752, RMSE: 1.0114729, NOVELTY: 0.0054508, AVERAGE_POPULARITY: 0.5759447, DIVERSITY_MEAN_INTER_LIST: 0.8929107, DIVERSITY_HERFINDAHL: 0.9892871, COVERAGE_ITEM: 0.4372858, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0853626, SHANNON_ENTROPY: 8.3009040, 
