CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0504127, PRECISION: 0.0069994, PRECISION_RECALL_MIN_DEN: 0.0699942, RECALL: 0.0699942, MAP: 0.0365685, MRR: 0.0365685, NDCG: 0.0444442, F1: 0.0127262, HIT_RATE: 0.0699942, ARHR: 0.0365685, RMSE: 0.9737187, NOVELTY: 0.0052588, AVERAGE_POPULARITY: 0.6366581, DIVERSITY_MEAN_INTER_LIST: 0.8467429, DIVERSITY_HERFINDAHL: 0.9846705, COVERAGE_ITEM: 0.2884672, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0581329, SHANNON_ENTROPY: 7.4715007, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 766, 'shrink': 1673, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0466964, PRECISION: 0.0065376, PRECISION_RECALL_MIN_DEN: 0.0653759, RECALL: 0.0653759, MAP: 0.0339115, MRR: 0.0339115, NDCG: 0.0413096, F1: 0.0118865, HIT_RATE: 0.0653759, ARHR: 0.0339115, RMSE: 0.9834837, NOVELTY: 0.0051758, AVERAGE_POPULARITY: 0.6857071, DIVERSITY_MEAN_INTER_LIST: 0.7943943, DIVERSITY_HERFINDAHL: 0.9794359, COVERAGE_ITEM: 0.2682238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0488208, SHANNON_ENTROPY: 6.9523220, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 967, 'shrink': 1449, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0467309, PRECISION: 0.0065429, PRECISION_RECALL_MIN_DEN: 0.0654292, RECALL: 0.0654292, MAP: 0.0338779, MRR: 0.0338779, NDCG: 0.0413004, F1: 0.0118962, HIT_RATE: 0.0654292, ARHR: 0.0338779, RMSE: 0.9810694, NOVELTY: 0.0051637, AVERAGE_POPULARITY: 0.6899328, DIVERSITY_MEAN_INTER_LIST: 0.7871679, DIVERSITY_HERFINDAHL: 0.9787133, COVERAGE_ITEM: 0.2513869, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0473990, SHANNON_ENTROPY: 6.8795056, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 72, 'shrink': 1416, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0530870, PRECISION: 0.0074053, PRECISION_RECALL_MIN_DEN: 0.0740530, RECALL: 0.0740530, MAP: 0.0383943, MRR: 0.0383943, NDCG: 0.0467920, F1: 0.0134642, HIT_RATE: 0.0740530, ARHR: 0.0383943, RMSE: 0.9898934, NOVELTY: 0.0055623, AVERAGE_POPULARITY: 0.5112134, DIVERSITY_MEAN_INTER_LIST: 0.9327513, DIVERSITY_HERFINDAHL: 0.9932710, COVERAGE_ITEM: 0.4531279, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0947938, SHANNON_ENTROPY: 8.8923195, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 18, 'shrink': 1307, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0551899, PRECISION: 0.0076451, PRECISION_RECALL_MIN_DEN: 0.0764510, RECALL: 0.0764510, MAP: 0.0397112, MRR: 0.0397112, NDCG: 0.0483816, F1: 0.0139002, HIT_RATE: 0.0764510, ARHR: 0.0397112, RMSE: 0.9935175, NOVELTY: 0.0058328, AVERAGE_POPULARITY: 0.4076720, DIVERSITY_MEAN_INTER_LIST: 0.9671802, DIVERSITY_HERFINDAHL: 0.9967137, COVERAGE_ITEM: 0.5430873, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1249400, SHANNON_ENTROPY: 9.8346147, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 582, 'shrink': 135, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0577034, PRECISION: 0.0078920, PRECISION_RECALL_MIN_DEN: 0.0789200, RECALL: 0.0789200, MAP: 0.0418727, MRR: 0.0418727, NDCG: 0.0506320, F1: 0.0143491, HIT_RATE: 0.0789200, ARHR: 0.0418727, RMSE: 0.9488465, NOVELTY: 0.0055418, AVERAGE_POPULARITY: 0.4985488, DIVERSITY_MEAN_INTER_LIST: 0.9288293, DIVERSITY_HERFINDAHL: 0.9928788, COVERAGE_ITEM: 0.3629738, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0939449, SHANNON_ENTROPY: 8.7993286, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 100, 'shrink': 1402, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0525048, PRECISION: 0.0073263, PRECISION_RECALL_MIN_DEN: 0.0732626, RECALL: 0.0732626, MAP: 0.0379722, MRR: 0.0379722, NDCG: 0.0462831, F1: 0.0133205, HIT_RATE: 0.0732626, ARHR: 0.0379722, RMSE: 0.9886062, NOVELTY: 0.0054981, AVERAGE_POPULARITY: 0.5373613, DIVERSITY_MEAN_INTER_LIST: 0.9202043, DIVERSITY_HERFINDAHL: 0.9920163, COVERAGE_ITEM: 0.4285050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0871965, SHANNON_ENTROPY: 8.6300666, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 74, 'shrink': 580, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0561077, PRECISION: 0.0078227, PRECISION_RECALL_MIN_DEN: 0.0782273, RECALL: 0.0782273, MAP: 0.0406209, MRR: 0.0406209, NDCG: 0.0494764, F1: 0.0142231, HIT_RATE: 0.0782273, ARHR: 0.0406209, RMSE: 0.9831315, NOVELTY: 0.0056111, AVERAGE_POPULARITY: 0.4757167, DIVERSITY_MEAN_INTER_LIST: 0.9484486, DIVERSITY_HERFINDAHL: 0.9948407, COVERAGE_ITEM: 0.4306677, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0973312, SHANNON_ENTROPY: 9.1280183, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 29, 'shrink': 363, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0588728, PRECISION: 0.0081282, PRECISION_RECALL_MIN_DEN: 0.0812825, RECALL: 0.0812825, MAP: 0.0423340, MRR: 0.0423340, NDCG: 0.0515358, F1: 0.0147786, HIT_RATE: 0.0812825, ARHR: 0.0423340, RMSE: 0.9853160, NOVELTY: 0.0057933, AVERAGE_POPULARITY: 0.3979383, DIVERSITY_MEAN_INTER_LIST: 0.9702145, DIVERSITY_HERFINDAHL: 0.9970171, COVERAGE_ITEM: 0.4731549, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1163921, SHANNON_ENTROPY: 9.7703142, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 60, 'shrink': 1713, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0531018, PRECISION: 0.0074453, PRECISION_RECALL_MIN_DEN: 0.0744527, RECALL: 0.0744527, MAP: 0.0383469, MRR: 0.0383469, NDCG: 0.0468432, F1: 0.0135369, HIT_RATE: 0.0744527, ARHR: 0.0383469, RMSE: 0.9916809, NOVELTY: 0.0055907, AVERAGE_POPULARITY: 0.5024260, DIVERSITY_MEAN_INTER_LIST: 0.9360594, DIVERSITY_HERFINDAHL: 0.9936018, COVERAGE_ITEM: 0.4683428, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0989670, SHANNON_ENTROPY: 8.9957910, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 150, 'shrink': 318, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0571310, PRECISION: 0.0078529, PRECISION_RECALL_MIN_DEN: 0.0785292, RECALL: 0.0785292, MAP: 0.0412826, MRR: 0.0412826, NDCG: 0.0500844, F1: 0.0142780, HIT_RATE: 0.0785292, ARHR: 0.0412826, RMSE: 0.9727674, NOVELTY: 0.0055611, AVERAGE_POPULARITY: 0.4888713, DIVERSITY_MEAN_INTER_LIST: 0.9425221, DIVERSITY_HERFINDAHL: 0.9942480, COVERAGE_ITEM: 0.3834009, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0919531, SHANNON_ENTROPY: 8.9424487, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 537, 'shrink': 1755, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0474089, PRECISION: 0.0066149, PRECISION_RECALL_MIN_DEN: 0.0661486, RECALL: 0.0661486, MAP: 0.0344453, MRR: 0.0344453, NDCG: 0.0419064, F1: 0.0120270, HIT_RATE: 0.0661486, ARHR: 0.0344453, RMSE: 0.9849800, NOVELTY: 0.0052112, AVERAGE_POPULARITY: 0.6692128, DIVERSITY_MEAN_INTER_LIST: 0.8152469, DIVERSITY_HERFINDAHL: 0.9815211, COVERAGE_ITEM: 0.2952366, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0532331, SHANNON_ENTROPY: 7.1679034, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 398, 'shrink': 1126, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0497753, PRECISION: 0.0068928, PRECISION_RECALL_MIN_DEN: 0.0689285, RECALL: 0.0689285, MAP: 0.0360691, MRR: 0.0360691, NDCG: 0.0438183, F1: 0.0125324, HIT_RATE: 0.0689285, ARHR: 0.0360691, RMSE: 0.9807151, NOVELTY: 0.0052809, AVERAGE_POPULARITY: 0.6310273, DIVERSITY_MEAN_INTER_LIST: 0.8543115, DIVERSITY_HERFINDAHL: 0.9854274, COVERAGE_ITEM: 0.3210057, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0607894, SHANNON_ENTROPY: 7.5843296, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 67, 'shrink': 1869, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0524890, PRECISION: 0.0073378, PRECISION_RECALL_MIN_DEN: 0.0733780, RECALL: 0.0733780, MAP: 0.0379089, MRR: 0.0379089, NDCG: 0.0462583, F1: 0.0133415, HIT_RATE: 0.0733780, ARHR: 0.0379089, RMSE: 0.9918712, NOVELTY: 0.0055654, AVERAGE_POPULARITY: 0.5138017, DIVERSITY_MEAN_INTER_LIST: 0.9307893, DIVERSITY_HERFINDAHL: 0.9930748, COVERAGE_ITEM: 0.4614328, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0963086, SHANNON_ENTROPY: 8.8924154, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 752, 'shrink': 1799, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0465168, PRECISION: 0.0065163, PRECISION_RECALL_MIN_DEN: 0.0651628, RECALL: 0.0651628, MAP: 0.0337508, MRR: 0.0337508, NDCG: 0.0411373, F1: 0.0118478, HIT_RATE: 0.0651628, ARHR: 0.0337508, RMSE: 0.9843937, NOVELTY: 0.0051733, AVERAGE_POPULARITY: 0.6876441, DIVERSITY_MEAN_INTER_LIST: 0.7921336, DIVERSITY_HERFINDAHL: 0.9792098, COVERAGE_ITEM: 0.2693377, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0485968, SHANNON_ENTROPY: 6.9340126, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 129, 'shrink': 1887, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0510088, PRECISION: 0.0071575, PRECISION_RECALL_MIN_DEN: 0.0715751, RECALL: 0.0715751, MAP: 0.0368512, MRR: 0.0368512, NDCG: 0.0450206, F1: 0.0130137, HIT_RATE: 0.0715751, ARHR: 0.0368512, RMSE: 0.9899560, NOVELTY: 0.0054330, AVERAGE_POPULARITY: 0.5691098, DIVERSITY_MEAN_INTER_LIST: 0.9012793, DIVERSITY_HERFINDAHL: 0.9901239, COVERAGE_ITEM: 0.4121438, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0804226, SHANNON_ENTROPY: 8.3273286, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 552, 'shrink': 1763, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0473408, PRECISION: 0.0065900, PRECISION_RECALL_MIN_DEN: 0.0658999, RECALL: 0.0658999, MAP: 0.0343724, MRR: 0.0343724, NDCG: 0.0417964, F1: 0.0119818, HIT_RATE: 0.0658999, ARHR: 0.0343724, RMSE: 0.9849557, NOVELTY: 0.0052077, AVERAGE_POPULARITY: 0.6709130, DIVERSITY_MEAN_INTER_LIST: 0.8132999, DIVERSITY_HERFINDAHL: 0.9813264, COVERAGE_ITEM: 0.2929873, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0528349, SHANNON_ENTROPY: 7.1473785, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 167, 'shrink': 801, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0531344, PRECISION: 0.0074124, PRECISION_RECALL_MIN_DEN: 0.0741241, RECALL: 0.0741241, MAP: 0.0383878, MRR: 0.0383878, NDCG: 0.0468073, F1: 0.0134771, HIT_RATE: 0.0741241, ARHR: 0.0383878, RMSE: 0.9811747, NOVELTY: 0.0054433, AVERAGE_POPULARITY: 0.5525117, DIVERSITY_MEAN_INTER_LIST: 0.9128616, DIVERSITY_HERFINDAHL: 0.9912821, COVERAGE_ITEM: 0.3868938, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0787881, SHANNON_ENTROPY: 8.4116429, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 781, 'shrink': 272, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0549837, PRECISION: 0.0075359, PRECISION_RECALL_MIN_DEN: 0.0753586, RECALL: 0.0753586, MAP: 0.0400218, MRR: 0.0400218, NDCG: 0.0483697, F1: 0.0137016, HIT_RATE: 0.0753586, ARHR: 0.0400218, RMSE: 0.9550714, NOVELTY: 0.0053890, AVERAGE_POPULARITY: 0.5654363, DIVERSITY_MEAN_INTER_LIST: 0.8941257, DIVERSITY_HERFINDAHL: 0.9894086, COVERAGE_ITEM: 0.3090241, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0747288, SHANNON_ENTROPY: 8.1364621, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 345, 'shrink': 1336, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0493904, PRECISION: 0.0068964, PRECISION_RECALL_MIN_DEN: 0.0689640, RECALL: 0.0689640, MAP: 0.0359486, MRR: 0.0359486, NDCG: 0.0437157, F1: 0.0125389, HIT_RATE: 0.0689640, ARHR: 0.0359486, RMSE: 0.9833320, NOVELTY: 0.0052878, AVERAGE_POPULARITY: 0.6299558, DIVERSITY_MEAN_INTER_LIST: 0.8557292, DIVERSITY_HERFINDAHL: 0.9855691, COVERAGE_ITEM: 0.3323493, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0618884, SHANNON_ENTROPY: 7.6156134, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 896, 'shrink': 1084, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0481204, PRECISION: 0.0067143, PRECISION_RECALL_MIN_DEN: 0.0671433, RECALL: 0.0671433, MAP: 0.0349900, MRR: 0.0349900, NDCG: 0.0425548, F1: 0.0122079, HIT_RATE: 0.0671433, ARHR: 0.0349900, RMSE: 0.9771501, NOVELTY: 0.0051930, AVERAGE_POPULARITY: 0.6723500, DIVERSITY_MEAN_INTER_LIST: 0.8082091, DIVERSITY_HERFINDAHL: 0.9808173, COVERAGE_ITEM: 0.2601568, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0507182, SHANNON_ENTROPY: 7.0722194, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 78, 'shrink': 219, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0593741, PRECISION: 0.0081753, PRECISION_RECALL_MIN_DEN: 0.0817532, RECALL: 0.0817532, MAP: 0.0428234, MRR: 0.0428234, NDCG: 0.0520206, F1: 0.0148642, HIT_RATE: 0.0817532, ARHR: 0.0428234, RMSE: 0.9758122, NOVELTY: 0.0056970, AVERAGE_POPULARITY: 0.4294849, DIVERSITY_MEAN_INTER_LIST: 0.9621314, DIVERSITY_HERFINDAHL: 0.9962089, COVERAGE_ITEM: 0.4062720, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1086397, SHANNON_ENTROPY: 9.4598447, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 152, 'shrink': 1198, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0520351, PRECISION: 0.0072668, PRECISION_RECALL_MIN_DEN: 0.0726675, RECALL: 0.0726675, MAP: 0.0376742, MRR: 0.0376742, NDCG: 0.0459132, F1: 0.0132123, HIT_RATE: 0.0726675, ARHR: 0.0376742, RMSE: 0.9855868, NOVELTY: 0.0054284, AVERAGE_POPULARITY: 0.5650588, DIVERSITY_MEAN_INTER_LIST: 0.9049500, DIVERSITY_HERFINDAHL: 0.9904910, COVERAGE_ITEM: 0.3975020, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0782242, SHANNON_ENTROPY: 8.3262941, 
CrossSearchBayesianSkopt: New best config found. Config 57: {'topK': 58, 'shrink': 20, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0637615, PRECISION: 0.0087784, PRECISION_RECALL_MIN_DEN: 0.0877836, RECALL: 0.0877836, MAP: 0.0457429, MRR: 0.0457429, NDCG: 0.0556850, F1: 0.0159607, HIT_RATE: 0.0877836, ARHR: 0.0457429, RMSE: 0.9701982, NOVELTY: 0.0061893, AVERAGE_POPULARITY: 0.3201413, DIVERSITY_MEAN_INTER_LIST: 0.9805180, DIVERSITY_HERFINDAHL: 0.9980474, COVERAGE_ITEM: 0.6596269, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1729152, SHANNON_ENTROPY: 10.6901725, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 519, 'shrink': 91, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0588728, PRECISION: 0.0080661, PRECISION_RECALL_MIN_DEN: 0.0806608, RECALL: 0.0806608, MAP: 0.0427521, MRR: 0.0427521, NDCG: 0.0517100, F1: 0.0146656, HIT_RATE: 0.0806608, ARHR: 0.0427521, RMSE: 0.9467720, NOVELTY: 0.0056254, AVERAGE_POPULARITY: 0.4680301, DIVERSITY_MEAN_INTER_LIST: 0.9407535, DIVERSITY_HERFINDAHL: 0.9940712, COVERAGE_ITEM: 0.4022168, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1040243, SHANNON_ENTROPY: 9.1106007, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 836, 'shrink': 1055, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0483700, PRECISION: 0.0067596, PRECISION_RECALL_MIN_DEN: 0.0675963, RECALL: 0.0675963, MAP: 0.0351588, MRR: 0.0351588, NDCG: 0.0427892, F1: 0.0122902, HIT_RATE: 0.0675963, ARHR: 0.0351588, RMSE: 0.9769699, NOVELTY: 0.0052017, AVERAGE_POPULARITY: 0.6678982, DIVERSITY_MEAN_INTER_LIST: 0.8133678, DIVERSITY_HERFINDAHL: 0.9813332, COVERAGE_ITEM: 0.2659097, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0516485, SHANNON_ENTROPY: 7.1258732, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 480, 'shrink': 1044, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0495266, PRECISION: 0.0069053, PRECISION_RECALL_MIN_DEN: 0.0690528, RECALL: 0.0690528, MAP: 0.0360068, MRR: 0.0360068, NDCG: 0.0437855, F1: 0.0125551, HIT_RATE: 0.0690528, ARHR: 0.0360068, RMSE: 0.9789434, NOVELTY: 0.0052623, AVERAGE_POPULARITY: 0.6385789, DIVERSITY_MEAN_INTER_LIST: 0.8469776, DIVERSITY_HERFINDAHL: 0.9846940, COVERAGE_ITEM: 0.3052393, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0585181, SHANNON_ENTROPY: 7.4849356, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 523, 'shrink': 1462, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0480335, PRECISION: 0.0067143, PRECISION_RECALL_MIN_DEN: 0.0671433, RECALL: 0.0671433, MAP: 0.0349394, MRR: 0.0349394, NDCG: 0.0425151, F1: 0.0122079, HIT_RATE: 0.0671433, ARHR: 0.0349394, RMSE: 0.9829369, NOVELTY: 0.0052256, AVERAGE_POPULARITY: 0.6603088, DIVERSITY_MEAN_INTER_LIST: 0.8248358, DIVERSITY_HERFINDAHL: 0.9824799, COVERAGE_ITEM: 0.2978643, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0546972, SHANNON_ENTROPY: 7.2602369, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 410, 'shrink': 129, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0582520, PRECISION: 0.0079799, PRECISION_RECALL_MIN_DEN: 0.0797993, RECALL: 0.0797993, MAP: 0.0421950, MRR: 0.0421950, NDCG: 0.0510836, F1: 0.0145090, HIT_RATE: 0.0797993, ARHR: 0.0421950, RMSE: 0.9531418, NOVELTY: 0.0055815, AVERAGE_POPULARITY: 0.4815054, DIVERSITY_MEAN_INTER_LIST: 0.9383678, DIVERSITY_HERFINDAHL: 0.9938326, COVERAGE_ITEM: 0.3769451, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0982002, SHANNON_ENTROPY: 8.9755839, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 158, 'shrink': 1762, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0506585, PRECISION: 0.0070731, PRECISION_RECALL_MIN_DEN: 0.0707314, RECALL: 0.0707314, MAP: 0.0366359, MRR: 0.0366359, NDCG: 0.0446639, F1: 0.0128603, HIT_RATE: 0.0707314, ARHR: 0.0366359, RMSE: 0.9887927, NOVELTY: 0.0053978, AVERAGE_POPULARITY: 0.5836463, DIVERSITY_MEAN_INTER_LIST: 0.8919162, DIVERSITY_HERFINDAHL: 0.9891877, COVERAGE_ITEM: 0.3963666, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0758280, SHANNON_ENTROPY: 8.1637213, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 635, 'shrink': 1324, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0479822, PRECISION: 0.0067001, PRECISION_RECALL_MIN_DEN: 0.0670012, RECALL: 0.0670012, MAP: 0.0349031, MRR: 0.0349031, NDCG: 0.0424533, F1: 0.0121820, HIT_RATE: 0.0670012, ARHR: 0.0349031, RMSE: 0.9810734, NOVELTY: 0.0052106, AVERAGE_POPULARITY: 0.6663848, DIVERSITY_MEAN_INTER_LIST: 0.8177223, DIVERSITY_HERFINDAHL: 0.9817686, COVERAGE_ITEM: 0.2835793, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0527855, SHANNON_ENTROPY: 7.1742365, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 123, 'shrink': 391, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0567827, PRECISION: 0.0078538, PRECISION_RECALL_MIN_DEN: 0.0785381, RECALL: 0.0785381, MAP: 0.0410347, MRR: 0.0410347, NDCG: 0.0498857, F1: 0.0142797, HIT_RATE: 0.0785381, ARHR: 0.0410347, RMSE: 0.9763068, NOVELTY: 0.0055658, AVERAGE_POPULARITY: 0.4888092, DIVERSITY_MEAN_INTER_LIST: 0.9431353, DIVERSITY_HERFINDAHL: 0.9943093, COVERAGE_ITEM: 0.3938686, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0922030, SHANNON_ENTROPY: 8.9616148, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 578, 'shrink': 946, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0496401, PRECISION: 0.0068955, PRECISION_RECALL_MIN_DEN: 0.0689551, RECALL: 0.0689551, MAP: 0.0360751, MRR: 0.0360751, NDCG: 0.0438197, F1: 0.0125373, HIT_RATE: 0.0689551, ARHR: 0.0360751, RMSE: 0.9767964, NOVELTY: 0.0052492, AVERAGE_POPULARITY: 0.6436315, DIVERSITY_MEAN_INTER_LIST: 0.8407025, DIVERSITY_HERFINDAHL: 0.9840665, COVERAGE_ITEM: 0.2919275, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0570888, SHANNON_ENTROPY: 7.4121215, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 87, 'shrink': 159, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0600609, PRECISION: 0.0082854, PRECISION_RECALL_MIN_DEN: 0.0828545, RECALL: 0.0828545, MAP: 0.0433112, MRR: 0.0433112, NDCG: 0.0526512, F1: 0.0150645, HIT_RATE: 0.0828545, ARHR: 0.0433112, RMSE: 0.9729783, NOVELTY: 0.0057231, AVERAGE_POPULARITY: 0.4190454, DIVERSITY_MEAN_INTER_LIST: 0.9642729, DIVERSITY_HERFINDAHL: 0.9964230, COVERAGE_ITEM: 0.4052879, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1131324, SHANNON_ENTROPY: 9.5463236, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 765, 'shrink': 621, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0510798, PRECISION: 0.0071033, PRECISION_RECALL_MIN_DEN: 0.0710333, RECALL: 0.0710333, MAP: 0.0371351, MRR: 0.0371351, NDCG: 0.0451188, F1: 0.0129152, HIT_RATE: 0.0710333, ARHR: 0.0371351, RMSE: 0.9689091, NOVELTY: 0.0052660, AVERAGE_POPULARITY: 0.6301501, DIVERSITY_MEAN_INTER_LIST: 0.8500565, DIVERSITY_HERFINDAHL: 0.9850019, COVERAGE_ITEM: 0.2791998, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0591725, SHANNON_ENTROPY: 7.5122183, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 653, 'shrink': 48, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0602168, PRECISION: 0.0081815, PRECISION_RECALL_MIN_DEN: 0.0818154, RECALL: 0.0818154, MAP: 0.0436527, MRR: 0.0436527, NDCG: 0.0526906, F1: 0.0148755, HIT_RATE: 0.0818154, ARHR: 0.0436527, RMSE: 0.9385269, NOVELTY: 0.0057300, AVERAGE_POPULARITY: 0.4398180, DIVERSITY_MEAN_INTER_LIST: 0.9470238, DIVERSITY_HERFINDAHL: 0.9946982, COVERAGE_ITEM: 0.4669803, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1177174, SHANNON_ENTROPY: 9.4179709, 
