CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0464822, PRECISION: 0.0065465, PRECISION_RECALL_MIN_DEN: 0.0654647, RECALL: 0.0654647, MAP: 0.0337144, MRR: 0.0337144, NDCG: 0.0411735, F1: 0.0119027, HIT_RATE: 0.0654647, ARHR: 0.0337144, RMSE: 0.9662823, NOVELTY: 0.0051831, AVERAGE_POPULARITY: 0.6847640, DIVERSITY_MEAN_INTER_LIST: 0.7983775, DIVERSITY_HERFINDAHL: 0.9798342, COVERAGE_ITEM: 0.2822925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0498951, SHANNON_ENTROPY: 6.9912707, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 146, 'shrink': 626, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0540324, PRECISION: 0.0073396, PRECISION_RECALL_MIN_DEN: 0.0733958, RECALL: 0.0733958, MAP: 0.0391596, MRR: 0.0391596, NDCG: 0.0472661, F1: 0.0133447, HIT_RATE: 0.0733958, ARHR: 0.0391596, RMSE: 0.8819274, NOVELTY: 0.0074171, AVERAGE_POPULARITY: 0.1491351, DIVERSITY_MEAN_INTER_LIST: 0.9943670, DIVERSITY_HERFINDAHL: 0.9994323, COVERAGE_ITEM: 0.7097270, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4438194, SHANNON_ENTROPY: 12.5248815, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 593, 'shrink': 291, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0497595, PRECISION: 0.0069195, PRECISION_RECALL_MIN_DEN: 0.0691949, RECALL: 0.0691949, MAP: 0.0358366, MRR: 0.0358366, NDCG: 0.0437026, F1: 0.0125809, HIT_RATE: 0.0691949, ARHR: 0.0358366, RMSE: 0.7918963, NOVELTY: 0.0075548, AVERAGE_POPULARITY: 0.1469013, DIVERSITY_MEAN_INTER_LIST: 0.9943948, DIVERSITY_HERFINDAHL: 0.9994351, COVERAGE_ITEM: 0.7379508, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4664329, SHANNON_ENTROPY: 12.6454988, 
CrossSearchBayesianSkopt: New best config found. Config 36: {'topK': 537, 'shrink': 1755, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0612451, PRECISION: 0.0084657, PRECISION_RECALL_MIN_DEN: 0.0846574, RECALL: 0.0846574, MAP: 0.0439767, MRR: 0.0439767, NDCG: 0.0535854, F1: 0.0153923, HIT_RATE: 0.0846574, ARHR: 0.0439767, RMSE: 0.8288578, NOVELTY: 0.0062872, AVERAGE_POPULARITY: 0.3376955, DIVERSITY_MEAN_INTER_LIST: 0.9744984, DIVERSITY_HERFINDAHL: 0.9974455, COVERAGE_ITEM: 0.6310787, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2353741, SHANNON_ENTROPY: 10.8247100, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 565, 'shrink': 1149, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0529518, PRECISION: 0.0073538, PRECISION_RECALL_MIN_DEN: 0.0735379, RECALL: 0.0735379, MAP: 0.0383200, MRR: 0.0383200, NDCG: 0.0466219, F1: 0.0133705, HIT_RATE: 0.0735379, ARHR: 0.0383200, RMSE: 2.5018552, NOVELTY: 0.0053168, AVERAGE_POPULARITY: 0.6188827, DIVERSITY_MEAN_INTER_LIST: 0.8605221, DIVERSITY_HERFINDAHL: 0.9860484, COVERAGE_ITEM: 0.3399838, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0664372, SHANNON_ENTROPY: 7.7397598, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 465, 'shrink': 310, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0583537, PRECISION: 0.0081238, PRECISION_RECALL_MIN_DEN: 0.0812381, RECALL: 0.0812381, MAP: 0.0418206, MRR: 0.0418206, NDCG: 0.0511200, F1: 0.0147706, HIT_RATE: 0.0812381, ARHR: 0.0418206, RMSE: 3.1608850, NOVELTY: 0.0055228, AVERAGE_POPULARITY: 0.5438553, DIVERSITY_MEAN_INTER_LIST: 0.9121556, DIVERSITY_HERFINDAHL: 0.9912115, COVERAGE_ITEM: 0.4545445, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0946832, SHANNON_ENTROPY: 8.6209696, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 228, 'shrink': 249, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0594777, PRECISION: 0.0083121, PRECISION_RECALL_MIN_DEN: 0.0831209, RECALL: 0.0831209, MAP: 0.0426873, MRR: 0.0426873, NDCG: 0.0522179, F1: 0.0151129, HIT_RATE: 0.0831209, ARHR: 0.0426873, RMSE: 3.5090087, NOVELTY: 0.0056277, AVERAGE_POPULARITY: 0.4986650, DIVERSITY_MEAN_INTER_LIST: 0.9345283, DIVERSITY_HERFINDAHL: 0.9934487, COVERAGE_ITEM: 0.4780535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1080769, SHANNON_ENTROPY: 9.0490776, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 552, 'shrink': 1763, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0429257, PRECISION: 0.0060624, PRECISION_RECALL_MIN_DEN: 0.0606244, RECALL: 0.0606244, MAP: 0.0311574, MRR: 0.0311574, NDCG: 0.0380763, F1: 0.0110226, HIT_RATE: 0.0606244, ARHR: 0.0311574, RMSE: 0.9791615, NOVELTY: 0.0051307, AVERAGE_POPULARITY: 0.7160516, DIVERSITY_MEAN_INTER_LIST: 0.7506537, DIVERSITY_HERFINDAHL: 0.9750620, COVERAGE_ITEM: 0.2548148, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0485295, SHANNON_ENTROPY: 6.6591050, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 403, 'shrink': 1989, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0457026, PRECISION: 0.0064399, PRECISION_RECALL_MIN_DEN: 0.0643990, RECALL: 0.0643990, MAP: 0.0329954, MRR: 0.0329954, NDCG: 0.0403794, F1: 0.0117089, HIT_RATE: 0.0643990, ARHR: 0.0329954, RMSE: 0.9852007, NOVELTY: 0.0052084, AVERAGE_POPULARITY: 0.6786660, DIVERSITY_MEAN_INTER_LIST: 0.8039191, DIVERSITY_HERFINDAHL: 0.9803883, COVERAGE_ITEM: 0.3178481, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0543148, SHANNON_ENTROPY: 7.1145515, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 463, 'shrink': 1412, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0605227, PRECISION: 0.0083467, PRECISION_RECALL_MIN_DEN: 0.0834673, RECALL: 0.0834673, MAP: 0.0435046, MRR: 0.0435046, NDCG: 0.0529491, F1: 0.0151759, HIT_RATE: 0.0834673, ARHR: 0.0435046, RMSE: 0.8293516, NOVELTY: 0.0064598, AVERAGE_POPULARITY: 0.3024711, DIVERSITY_MEAN_INTER_LIST: 0.9798868, DIVERSITY_HERFINDAHL: 0.9979843, COVERAGE_ITEM: 0.6496350, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2716918, SHANNON_ENTROPY: 11.1770914, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 641, 'shrink': 1791, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0578396, PRECISION: 0.0080563, PRECISION_RECALL_MIN_DEN: 0.0805631, RECALL: 0.0805631, MAP: 0.0413629, MRR: 0.0413629, NDCG: 0.0506132, F1: 0.0146478, HIT_RATE: 0.0805631, ARHR: 0.0413629, RMSE: 0.8429338, NOVELTY: 0.0054837, AVERAGE_POPULARITY: 0.5612422, DIVERSITY_MEAN_INTER_LIST: 0.9019773, DIVERSITY_HERFINDAHL: 0.9901937, COVERAGE_ITEM: 0.4453528, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0896855, SHANNON_ENTROPY: 8.4496937, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 78, 'shrink': 219, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0486749, PRECISION: 0.0068422, PRECISION_RECALL_MIN_DEN: 0.0684222, RECALL: 0.0684222, MAP: 0.0352759, MRR: 0.0352759, NDCG: 0.0430665, F1: 0.0124404, HIT_RATE: 0.0684222, ARHR: 0.0352759, RMSE: 0.9130085, NOVELTY: 0.0054801, AVERAGE_POPULARITY: 0.5629719, DIVERSITY_MEAN_INTER_LIST: 0.8979259, DIVERSITY_HERFINDAHL: 0.9897886, COVERAGE_ITEM: 0.4588483, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0921101, SHANNON_ENTROPY: 8.4920993, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 601, 'shrink': 654, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0472332, PRECISION: 0.0066424, PRECISION_RECALL_MIN_DEN: 0.0664239, RECALL: 0.0664239, MAP: 0.0341688, MRR: 0.0341688, NDCG: 0.0417504, F1: 0.0120771, HIT_RATE: 0.0664239, ARHR: 0.0341688, RMSE: 0.9618019, NOVELTY: 0.0051969, AVERAGE_POPULARITY: 0.6762590, DIVERSITY_MEAN_INTER_LIST: 0.8090522, DIVERSITY_HERFINDAHL: 0.9809016, COVERAGE_ITEM: 0.2852230, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0513026, SHANNON_ENTROPY: 7.0842571, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 732, 'shrink': 1070, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0576511, PRECISION: 0.0080110, PRECISION_RECALL_MIN_DEN: 0.0801101, RECALL: 0.0801101, MAP: 0.0412782, MRR: 0.0412782, NDCG: 0.0504436, F1: 0.0145655, HIT_RATE: 0.0801101, ARHR: 0.0412782, RMSE: 1.0696607, NOVELTY: 0.0054690, AVERAGE_POPULARITY: 0.5678785, DIVERSITY_MEAN_INTER_LIST: 0.8978246, DIVERSITY_HERFINDAHL: 0.9897785, COVERAGE_ITEM: 0.4417735, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0878043, SHANNON_ENTROPY: 8.3833277, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 345, 'shrink': 1670, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0441050, PRECISION: 0.0062614, PRECISION_RECALL_MIN_DEN: 0.0626138, RECALL: 0.0626138, MAP: 0.0318208, MRR: 0.0318208, NDCG: 0.0390478, F1: 0.0113843, HIT_RATE: 0.0626138, ARHR: 0.0318208, RMSE: 0.9798362, NOVELTY: 0.0051943, AVERAGE_POPULARITY: 0.6864837, DIVERSITY_MEAN_INTER_LIST: 0.7895652, DIVERSITY_HERFINDAHL: 0.9789530, COVERAGE_ITEM: 0.3033685, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0571202, SHANNON_ENTROPY: 7.0493337, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 480, 'shrink': 1044, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0593435, PRECISION: 0.0081886, PRECISION_RECALL_MIN_DEN: 0.0818864, RECALL: 0.0818864, MAP: 0.0428054, MRR: 0.0428054, NDCG: 0.0520355, F1: 0.0148884, HIT_RATE: 0.0818864, ARHR: 0.0428054, RMSE: 0.8199269, NOVELTY: 0.0066614, AVERAGE_POPULARITY: 0.2674780, DIVERSITY_MEAN_INTER_LIST: 0.9842359, DIVERSITY_HERFINDAHL: 0.9984192, COVERAGE_ITEM: 0.6713923, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3143782, SHANNON_ENTROPY: 11.5344849, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 732, 'shrink': 870, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0458536, PRECISION: 0.0064506, PRECISION_RECALL_MIN_DEN: 0.0645055, RECALL: 0.0645055, MAP: 0.0332910, MRR: 0.0332910, NDCG: 0.0406243, F1: 0.0117283, HIT_RATE: 0.0645055, ARHR: 0.0332910, RMSE: 0.9678270, NOVELTY: 0.0051612, AVERAGE_POPULARITY: 0.6965545, DIVERSITY_MEAN_INTER_LIST: 0.7820087, DIVERSITY_HERFINDAHL: 0.9781974, COVERAGE_ITEM: 0.2701703, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0473502, SHANNON_ENTROPY: 6.8458362, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 152, 'shrink': 1768, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0488131, PRECISION: 0.0068626, PRECISION_RECALL_MIN_DEN: 0.0686265, RECALL: 0.0686265, MAP: 0.0353465, MRR: 0.0353465, NDCG: 0.0431722, F1: 0.0124775, HIT_RATE: 0.0686265, ARHR: 0.0353465, RMSE: 0.9871092, NOVELTY: 0.0053737, AVERAGE_POPULARITY: 0.6017560, DIVERSITY_MEAN_INTER_LIST: 0.8770103, DIVERSITY_HERFINDAHL: 0.9876971, COVERAGE_ITEM: 0.3996323, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0747375, SHANNON_ENTROPY: 8.0155737, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 827, 'shrink': 1267, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0516867, PRECISION: 0.0072321, PRECISION_RECALL_MIN_DEN: 0.0723212, RECALL: 0.0723212, MAP: 0.0373922, MRR: 0.0373922, NDCG: 0.0456147, F1: 0.0131493, HIT_RATE: 0.0723212, ARHR: 0.0373922, RMSE: 2.4502007, NOVELTY: 0.0052681, AVERAGE_POPULARITY: 0.6427103, DIVERSITY_MEAN_INTER_LIST: 0.8358047, DIVERSITY_HERFINDAHL: 0.9835768, COVERAGE_ITEM: 0.3160638, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0610048, SHANNON_ENTROPY: 7.4629447, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 123, 'shrink': 391, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0605671, PRECISION: 0.0084755, PRECISION_RECALL_MIN_DEN: 0.0847551, RECALL: 0.0847551, MAP: 0.0432132, MRR: 0.0432132, NDCG: 0.0530068, F1: 0.0154100, HIT_RATE: 0.0847551, ARHR: 0.0432132, RMSE: 2.0548826, NOVELTY: 0.0057314, AVERAGE_POPULARITY: 0.4567134, DIVERSITY_MEAN_INTER_LIST: 0.9505780, DIVERSITY_HERFINDAHL: 0.9950536, COVERAGE_ITEM: 0.4995945, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1214564, SHANNON_ENTROPY: 9.4281239, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 476, 'shrink': 629, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0480621, PRECISION: 0.0067348, PRECISION_RECALL_MIN_DEN: 0.0673476, RECALL: 0.0673476, MAP: 0.0347757, MRR: 0.0347757, NDCG: 0.0424391, F1: 0.0122450, HIT_RATE: 0.0673476, ARHR: 0.0347757, RMSE: 0.9624597, NOVELTY: 0.0052290, AVERAGE_POPULARITY: 0.6598879, DIVERSITY_MEAN_INTER_LIST: 0.8282163, DIVERSITY_HERFINDAHL: 0.9828179, COVERAGE_ITEM: 0.3031089, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0549759, SHANNON_ENTROPY: 7.2804168, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 40, 'shrink': 448, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0609905, PRECISION: 0.0084906, PRECISION_RECALL_MIN_DEN: 0.0849061, RECALL: 0.0849061, MAP: 0.0438577, MRR: 0.0438577, NDCG: 0.0535364, F1: 0.0154375, HIT_RATE: 0.0849061, ARHR: 0.0438577, RMSE: 3.1554427, NOVELTY: 0.0058094, AVERAGE_POPULARITY: 0.4094619, DIVERSITY_MEAN_INTER_LIST: 0.9660316, DIVERSITY_HERFINDAHL: 0.9965989, COVERAGE_ITEM: 0.5040173, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1214494, SHANNON_ENTROPY: 9.7777059, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 586, 'shrink': 1302, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0585136, PRECISION: 0.0080306, PRECISION_RECALL_MIN_DEN: 0.0803055, RECALL: 0.0803055, MAP: 0.0424203, MRR: 0.0424203, NDCG: 0.0513707, F1: 0.0146010, HIT_RATE: 0.0803055, ARHR: 0.0424203, RMSE: 0.7793514, NOVELTY: 0.0060025, AVERAGE_POPULARITY: 0.4228890, DIVERSITY_MEAN_INTER_LIST: 0.9507702, DIVERSITY_HERFINDAHL: 0.9950728, COVERAGE_ITEM: 0.6542309, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1595059, SHANNON_ENTROPY: 9.9452360, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 656, 'shrink': 1105, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0453415, PRECISION: 0.0063955, PRECISION_RECALL_MIN_DEN: 0.0639549, RECALL: 0.0639549, MAP: 0.0329284, MRR: 0.0329284, NDCG: 0.0402141, F1: 0.0116282, HIT_RATE: 0.0639549, ARHR: 0.0329284, RMSE: 0.9737145, NOVELTY: 0.0051636, AVERAGE_POPULARITY: 0.6969547, DIVERSITY_MEAN_INTER_LIST: 0.7818561, DIVERSITY_HERFINDAHL: 0.9781821, COVERAGE_ITEM: 0.2778913, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0479327, SHANNON_ENTROPY: 6.8554283, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 966, 'shrink': 940, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0575988, PRECISION: 0.0078876, PRECISION_RECALL_MIN_DEN: 0.0788756, RECALL: 0.0788756, MAP: 0.0418140, MRR: 0.0418140, NDCG: 0.0505729, F1: 0.0143410, HIT_RATE: 0.0788756, ARHR: 0.0418140, RMSE: 0.7783547, NOVELTY: 0.0060808, AVERAGE_POPULARITY: 0.4250241, DIVERSITY_MEAN_INTER_LIST: 0.9436318, DIVERSITY_HERFINDAHL: 0.9943590, COVERAGE_ITEM: 0.6783888, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1701035, SHANNON_ENTROPY: 9.9633316, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 293, 'shrink': 1329, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0591639, PRECISION: 0.0082863, PRECISION_RECALL_MIN_DEN: 0.0828634, RECALL: 0.0828634, MAP: 0.0423868, MRR: 0.0423868, NDCG: 0.0519256, F1: 0.0150661, HIT_RATE: 0.0828634, ARHR: 0.0423868, RMSE: 0.9360427, NOVELTY: 0.0055884, AVERAGE_POPULARITY: 0.5153221, DIVERSITY_MEAN_INTER_LIST: 0.9269642, DIVERSITY_HERFINDAHL: 0.9926923, COVERAGE_ITEM: 0.4693917, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1030276, SHANNON_ENTROPY: 8.8936270, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 839, 'shrink': 732, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0578622, PRECISION: 0.0079959, PRECISION_RECALL_MIN_DEN: 0.0799591, RECALL: 0.0799591, MAP: 0.0417517, MRR: 0.0417517, NDCG: 0.0507724, F1: 0.0145380, HIT_RATE: 0.0799591, ARHR: 0.0417517, RMSE: 0.7781969, NOVELTY: 0.0067606, AVERAGE_POPULARITY: 0.2607340, DIVERSITY_MEAN_INTER_LIST: 0.9845526, DIVERSITY_HERFINDAHL: 0.9984509, COVERAGE_ITEM: 0.6892241, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3340828, SHANNON_ENTROPY: 11.6526217, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 861, 'shrink': 217, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0509288, PRECISION: 0.0071415, PRECISION_RECALL_MIN_DEN: 0.0714152, RECALL: 0.0714152, MAP: 0.0366959, MRR: 0.0366959, NDCG: 0.0448711, F1: 0.0129846, HIT_RATE: 0.0714152, ARHR: 0.0366959, RMSE: 0.9232101, NOVELTY: 0.0052396, AVERAGE_POPULARITY: 0.6445947, DIVERSITY_MEAN_INTER_LIST: 0.8399408, DIVERSITY_HERFINDAHL: 0.9839904, COVERAGE_ITEM: 0.2621249, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0561535, SHANNON_ENTROPY: 7.3676118, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 683, 'shrink': 468, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0481430, PRECISION: 0.0067729, PRECISION_RECALL_MIN_DEN: 0.0677295, RECALL: 0.0677295, MAP: 0.0348585, MRR: 0.0348585, NDCG: 0.0425837, F1: 0.0123144, HIT_RATE: 0.0677295, ARHR: 0.0348585, RMSE: 0.9512763, NOVELTY: 0.0052014, AVERAGE_POPULARITY: 0.6708928, DIVERSITY_MEAN_INTER_LIST: 0.8151261, DIVERSITY_HERFINDAHL: 0.9815090, COVERAGE_ITEM: 0.2758151, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0513994, SHANNON_ENTROPY: 7.1237534, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 974, 'shrink': 1562, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573471, PRECISION: 0.0079897, PRECISION_RECALL_MIN_DEN: 0.0798970, RECALL: 0.0798970, MAP: 0.0411341, MRR: 0.0411341, NDCG: 0.0502755, F1: 0.0145267, HIT_RATE: 0.0798970, ARHR: 0.0411341, RMSE: 0.8822415, NOVELTY: 0.0054403, AVERAGE_POPULARITY: 0.5806561, DIVERSITY_MEAN_INTER_LIST: 0.8899421, DIVERSITY_HERFINDAHL: 0.9889903, COVERAGE_ITEM: 0.4345283, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0840177, SHANNON_ENTROPY: 8.2525783, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 62, 'shrink': 393, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0476358, PRECISION: 0.0064434, PRECISION_RECALL_MIN_DEN: 0.0644345, RECALL: 0.0644345, MAP: 0.0346250, MRR: 0.0346250, NDCG: 0.0416882, F1: 0.0117154, HIT_RATE: 0.0644345, ARHR: 0.0346250, RMSE: 0.9173539, NOVELTY: 0.0079294, AVERAGE_POPULARITY: 0.0913244, DIVERSITY_MEAN_INTER_LIST: 0.9970525, DIVERSITY_HERFINDAHL: 0.9997008, COVERAGE_ITEM: 0.7238929, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4922765, SHANNON_ENTROPY: 12.9011179, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 950, 'shrink': 317, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0416725, PRECISION: 0.0058866, PRECISION_RECALL_MIN_DEN: 0.0588658, RECALL: 0.0588658, MAP: 0.0301044, MRR: 0.0301044, NDCG: 0.0368616, F1: 0.0107029, HIT_RATE: 0.0588658, ARHR: 0.0301044, RMSE: 0.8918503, NOVELTY: 0.0050779, AVERAGE_POPULARITY: 0.7414178, DIVERSITY_MEAN_INTER_LIST: 0.7108240, DIVERSITY_HERFINDAHL: 0.9710792, COVERAGE_ITEM: 0.2072885, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0415387, SHANNON_ENTROPY: 6.3025557, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 541, 'shrink': 112, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0429968, PRECISION: 0.0060704, PRECISION_RECALL_MIN_DEN: 0.0607043, RECALL: 0.0607043, MAP: 0.0311797, MRR: 0.0311797, NDCG: 0.0381145, F1: 0.0110371, HIT_RATE: 0.0607043, ARHR: 0.0311797, RMSE: 0.8481949, NOVELTY: 0.0051347, AVERAGE_POPULARITY: 0.7145519, DIVERSITY_MEAN_INTER_LIST: 0.7525910, DIVERSITY_HERFINDAHL: 0.9752558, COVERAGE_ITEM: 0.2615085, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0490274, SHANNON_ENTROPY: 6.6810427, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 611, 'shrink': 183, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0427649, PRECISION: 0.0060473, PRECISION_RECALL_MIN_DEN: 0.0604734, RECALL: 0.0604734, MAP: 0.0310672, MRR: 0.0310672, NDCG: 0.0379697, F1: 0.0109952, HIT_RATE: 0.0604734, ARHR: 0.0310672, RMSE: 0.8593796, NOVELTY: 0.0051190, AVERAGE_POPULARITY: 0.7217284, DIVERSITY_MEAN_INTER_LIST: 0.7423087, DIVERSITY_HERFINDAHL: 0.9742276, COVERAGE_ITEM: 0.2464774, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0469254, SHANNON_ENTROPY: 6.5817594, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 694, 'shrink': 910, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0588737, PRECISION: 0.0081282, PRECISION_RECALL_MIN_DEN: 0.0812825, RECALL: 0.0812825, MAP: 0.0424848, MRR: 0.0424848, NDCG: 0.0516447, F1: 0.0147786, HIT_RATE: 0.0812825, ARHR: 0.0424848, RMSE: 0.7947380, NOVELTY: 0.0066565, AVERAGE_POPULARITY: 0.2741006, DIVERSITY_MEAN_INTER_LIST: 0.9831944, DIVERSITY_HERFINDAHL: 0.9983151, COVERAGE_ITEM: 0.6768965, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3134872, SHANNON_ENTROPY: 11.5023450, 
