CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 144, 'shrink': 1909, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7066832631994028, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063400±0.0013, PRECISION: 0.008792±0.0002, PRECISION_RECALL_MIN_DEN: 0.087922±0.0020, RECALL: 0.087922±0.0020, MAP: 0.045624±0.0012, MRR: 0.045624±0.0012, NDCG: 0.055601±0.0010, F1: 0.015986±0.0004, HIT_RATE: 0.087922±0.0020, ARHR: 0.045624±0.0012, RMSE: 0.789976±0.0058, NOVELTY: 0.006034±0.0000, AVERAGE_POPULARITY: 0.264208±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986001±0.0001, DIVERSITY_HERFINDAHL: 0.998580±0.0000, COVERAGE_ITEM: 0.401049±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261335±0.0006, SHANNON_ENTROPY: 10.853521±0.0039, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 159, 'shrink': 1847, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.03459400900877308, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.028067±0.0010, PRECISION: 0.003928±0.0002, PRECISION_RECALL_MIN_DEN: 0.039275±0.0018, RECALL: 0.039275±0.0018, MAP: 0.020122±0.0007, MRR: 0.020122±0.0007, NDCG: 0.024639±0.0008, F1: 0.007141±0.0003, HIT_RATE: 0.039275±0.0018, ARHR: 0.020122±0.0007, RMSE: 0.950043±0.0013, NOVELTY: 0.006375±0.0000, AVERAGE_POPULARITY: 0.025280±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.999173±0.0000, DIVERSITY_HERFINDAHL: 0.999897±0.0000, COVERAGE_ITEM: 0.819378±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.626367±0.0012, SHANNON_ENTROPY: 13.548111±0.0035, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 137, 'shrink': 71, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.464585230466755, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.013656±0.0011, PRECISION: 0.002178±0.0002, PRECISION_RECALL_MIN_DEN: 0.021783±0.0017, RECALL: 0.021783±0.0017, MAP: 0.009489±0.0011, MRR: 0.009489±0.0011, NDCG: 0.012334±0.0011, F1: 0.003960±0.0003, HIT_RATE: 0.021783±0.0017, ARHR: 0.009489±0.0011, RMSE: 0.933351±0.0060, NOVELTY: 0.001652±0.0000, AVERAGE_POPULARITY: 0.026024±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.996182±0.0000, DIVERSITY_HERFINDAHL: 0.999597±0.0000, COVERAGE_ITEM: 0.346948±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.435091±0.0012, SHANNON_ENTROPY: 11.840755±0.0082, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 186, 'shrink': 1342, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4011750983108973, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.022801±0.0011, PRECISION: 0.003199±0.0001, PRECISION_RECALL_MIN_DEN: 0.031987±0.0008, RECALL: 0.031987±0.0008, MAP: 0.016641±0.0009, MRR: 0.016641±0.0009, NDCG: 0.020251±0.0007, F1: 0.005816±0.0001, HIT_RATE: 0.031987±0.0008, ARHR: 0.016641±0.0009, RMSE: 0.934881±0.0009, NOVELTY: 0.005047±0.0000, AVERAGE_POPULARITY: 0.020290±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.998902±0.0000, DIVERSITY_HERFINDAHL: 0.999869±0.0000, COVERAGE_ITEM: 0.720843±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.576625±0.0004, SHANNON_ENTROPY: 13.268526±0.0030, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 128, 'shrink': 1864, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7404477431883183, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.042626±0.0017, PRECISION: 0.005968±0.0002, PRECISION_RECALL_MIN_DEN: 0.059683±0.0019, RECALL: 0.059683±0.0019, MAP: 0.029543±0.0020, MRR: 0.029543±0.0020, NDCG: 0.036676±0.0018, F1: 0.010852±0.0003, HIT_RATE: 0.059683±0.0019, ARHR: 0.029543±0.0020, RMSE: 0.876436±0.0087, NOVELTY: 0.006542±0.0000, AVERAGE_POPULARITY: 0.114188±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.990209±0.0001, DIVERSITY_HERFINDAHL: 0.999000±0.0000, COVERAGE_ITEM: 0.384666±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.284823±0.0009, SHANNON_ENTROPY: 11.117448±0.0045, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 160, 'shrink': 913, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.40812956530814015, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.048739±0.0022, PRECISION: 0.006810±0.0001, PRECISION_RECALL_MIN_DEN: 0.068097±0.0014, RECALL: 0.068097±0.0014, MAP: 0.034599±0.0019, MRR: 0.034599±0.0019, NDCG: 0.042503±0.0018, F1: 0.012381±0.0003, HIT_RATE: 0.068097±0.0014, ARHR: 0.034599±0.0019, RMSE: 0.890352±0.0052, NOVELTY: 0.006520±0.0000, AVERAGE_POPULARITY: 0.059703±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998048±0.0000, DIVERSITY_HERFINDAHL: 0.999784±0.0000, COVERAGE_ITEM: 0.718097±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.506272±0.0005, SHANNON_ENTROPY: 12.992949±0.0009, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 171, 'shrink': 733, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2772649572374675, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053913±0.0015, PRECISION: 0.007568±0.0003, PRECISION_RECALL_MIN_DEN: 0.075677±0.0029, RECALL: 0.075677±0.0029, MAP: 0.038825±0.0009, MRR: 0.038825±0.0009, NDCG: 0.047499±0.0013, F1: 0.013759±0.0005, HIT_RATE: 0.075677±0.0029, ARHR: 0.038825±0.0009, RMSE: 0.971920±0.0006, NOVELTY: 0.005604±0.0000, AVERAGE_POPULARITY: 0.452897±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.950033±0.0003, DIVERSITY_HERFINDAHL: 0.994984±0.0000, COVERAGE_ITEM: 0.266115±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.163827±0.0003, SHANNON_ENTROPY: 9.177338±0.0070, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 38, 'shrink': 1377, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0185528122305458, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.029858±0.0011, PRECISION: 0.004144±0.0002, PRECISION_RECALL_MIN_DEN: 0.041441±0.0024, RECALL: 0.041441±0.0024, MAP: 0.021211±0.0005, MRR: 0.021211±0.0005, NDCG: 0.025995±0.0008, F1: 0.007535±0.0004, HIT_RATE: 0.041441±0.0024, ARHR: 0.021211±0.0005, RMSE: 0.947771±0.0020, NOVELTY: 0.006490±0.0000, AVERAGE_POPULARITY: 0.030263±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.998940±0.0000, DIVERSITY_HERFINDAHL: 0.999873±0.0000, COVERAGE_ITEM: 0.803742±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.611034±0.0012, SHANNON_ENTROPY: 13.466792±0.0053, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 186, 'shrink': 385, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8502188968624349, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.048239±0.0020, PRECISION: 0.006872±0.0003, PRECISION_RECALL_MIN_DEN: 0.068721±0.0034, RECALL: 0.068721±0.0034, MAP: 0.034947±0.0011, MRR: 0.034947±0.0011, NDCG: 0.042864±0.0015, F1: 0.012495±0.0006, HIT_RATE: 0.068721±0.0034, ARHR: 0.034947±0.0011, RMSE: 18.881954±0.5141, NOVELTY: 0.005312±0.0000, AVERAGE_POPULARITY: 0.626193±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.860467±0.0006, DIVERSITY_HERFINDAHL: 0.986029±0.0001, COVERAGE_ITEM: 0.189435±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114445±0.0007, SHANNON_ENTROPY: 7.726845±0.0107, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 18, 'shrink': 143, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9726960738003028, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053168±0.0022, PRECISION: 0.007559±0.0004, PRECISION_RECALL_MIN_DEN: 0.075594±0.0039, RECALL: 0.075594±0.0039, MAP: 0.038274±0.0015, MRR: 0.038274±0.0015, NDCG: 0.047031±0.0019, F1: 0.013744±0.0007, HIT_RATE: 0.075594±0.0039, ARHR: 0.038274±0.0015, RMSE: 26.075864±0.9380, NOVELTY: 0.005718±0.0000, AVERAGE_POPULARITY: 0.425234±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.961495±0.0004, DIVERSITY_HERFINDAHL: 0.996129±0.0000, COVERAGE_ITEM: 0.301292±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192627±0.0005, SHANNON_ENTROPY: 9.639177±0.0094, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 56, 'shrink': 596, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7077903557539245, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034939±0.0015, PRECISION: 0.004931±0.0002, PRECISION_RECALL_MIN_DEN: 0.049313±0.0024, RECALL: 0.049313±0.0024, MAP: 0.025122±0.0009, MRR: 0.025122±0.0009, NDCG: 0.030810±0.0012, F1: 0.008966±0.0004, HIT_RATE: 0.049313±0.0024, ARHR: 0.025122±0.0009, RMSE: 0.901993±0.0023, NOVELTY: 0.004347±0.0000, AVERAGE_POPULARITY: 0.043180±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998102±0.0000, DIVERSITY_HERFINDAHL: 0.999789±0.0000, COVERAGE_ITEM: 0.591273±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.509499±0.0016, SHANNON_ENTROPY: 12.796569±0.0069, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 63, 'shrink': 692, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.334846778579939, 'feature_weighting': 'none'} - results: ROC_AUC: 0.054709±0.0021, PRECISION: 0.007609±0.0003, PRECISION_RECALL_MIN_DEN: 0.076093±0.0031, RECALL: 0.076093±0.0031, MAP: 0.039617±0.0012, MRR: 0.039617±0.0012, NDCG: 0.048210±0.0016, F1: 0.013835±0.0006, HIT_RATE: 0.076093±0.0031, ARHR: 0.039617±0.0012, RMSE: 0.879513±0.0017, NOVELTY: 0.005736±0.0000, AVERAGE_POPULARITY: 0.386754±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.969203±0.0002, DIVERSITY_HERFINDAHL: 0.996900±0.0000, COVERAGE_ITEM: 0.292566±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191303±0.0002, SHANNON_ENTROPY: 9.751020±0.0041, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 26, 'shrink': 1371, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7257010691068233, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051039±0.0014, PRECISION: 0.007151±0.0003, PRECISION_RECALL_MIN_DEN: 0.071512±0.0030, RECALL: 0.071512±0.0030, MAP: 0.036672±0.0010, MRR: 0.036672±0.0010, NDCG: 0.044874±0.0013, F1: 0.013002±0.0005, HIT_RATE: 0.071512±0.0030, ARHR: 0.036672±0.0010, RMSE: 0.988726±0.0004, NOVELTY: 0.005661±0.0000, AVERAGE_POPULARITY: 0.451533±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.952210±0.0004, DIVERSITY_HERFINDAHL: 0.995201±0.0000, COVERAGE_ITEM: 0.295593±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.185541±0.0005, SHANNON_ENTROPY: 9.441889±0.0063, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 21, 'shrink': 1372, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0005400193320688197, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.032528±0.0005, PRECISION: 0.004960±0.0002, PRECISION_RECALL_MIN_DEN: 0.049604±0.0019, RECALL: 0.049604±0.0019, MAP: 0.022605±0.0003, MRR: 0.022605±0.0003, NDCG: 0.028894±0.0005, F1: 0.009019±0.0003, HIT_RATE: 0.049604±0.0019, ARHR: 0.022605±0.0003, RMSE: 0.962314±0.0020, NOVELTY: 0.006800±0.0000, AVERAGE_POPULARITY: 0.051930±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.997223±0.0001, DIVERSITY_HERFINDAHL: 0.999702±0.0000, COVERAGE_ITEM: 0.771441±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.576894±0.0011, SHANNON_ENTROPY: 13.225012±0.0025, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 123, 'shrink': 1202, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4935550867582656, 'feature_weighting': 'none'} - results: ROC_AUC: 0.046916±0.0016, PRECISION: 0.006672±0.0003, PRECISION_RECALL_MIN_DEN: 0.066722±0.0032, RECALL: 0.066722±0.0032, MAP: 0.033395±0.0009, MRR: 0.033395±0.0009, NDCG: 0.041226±0.0014, F1: 0.012131±0.0006, HIT_RATE: 0.066722±0.0032, ARHR: 0.033395±0.0009, RMSE: 0.885242±0.0016, NOVELTY: 0.005387±0.0000, AVERAGE_POPULARITY: 0.591817±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.879036±0.0007, DIVERSITY_HERFINDAHL: 0.987885±0.0001, COVERAGE_ITEM: 0.231652±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131862±0.0004, SHANNON_ENTROPY: 8.111323±0.0076, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 17, 'shrink': 1671, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9815699116507586, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.050521±0.0018, PRECISION: 0.007209±0.0002, PRECISION_RECALL_MIN_DEN: 0.072095±0.0018, RECALL: 0.072095±0.0018, MAP: 0.035355±0.0011, MRR: 0.035355±0.0011, NDCG: 0.044011±0.0013, F1: 0.013108±0.0003, HIT_RATE: 0.072095±0.0018, ARHR: 0.035355±0.0011, RMSE: 0.926469±0.0021, NOVELTY: 0.006740±0.0000, AVERAGE_POPULARITY: 0.063805±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.996384±0.0001, DIVERSITY_HERFINDAHL: 0.999618±0.0000, COVERAGE_ITEM: 0.675815±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.475183±0.0008, SHANNON_ENTROPY: 12.735575±0.0093, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.055801±0.0021, PRECISION: 0.007809±0.0003, PRECISION_RECALL_MIN_DEN: 0.078092±0.0028, RECALL: 0.078092±0.0028, MAP: 0.039836±0.0012, MRR: 0.039836±0.0012, NDCG: 0.048849±0.0015, F1: 0.014199±0.0005, HIT_RATE: 0.078092±0.0028, ARHR: 0.039836±0.0012, RMSE: 0.996713±0.0001, NOVELTY: 0.006076±0.0000, AVERAGE_POPULARITY: 0.300437±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.979987±0.0002, DIVERSITY_HERFINDAHL: 0.997978±0.0000, COVERAGE_ITEM: 0.292284±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.225223±0.0005, SHANNON_ENTROPY: 10.237198±0.0100, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 59, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.058689±0.0022, PRECISION: 0.008105±0.0003, PRECISION_RECALL_MIN_DEN: 0.081050±0.0034, RECALL: 0.081050±0.0034, MAP: 0.042274±0.0014, MRR: 0.042274±0.0014, NDCG: 0.051431±0.0017, F1: 0.014736±0.0006, HIT_RATE: 0.081050±0.0034, ARHR: 0.042274±0.0014, RMSE: 0.991107±0.0002, NOVELTY: 0.006553±0.0000, AVERAGE_POPULARITY: 0.246350±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.986742±0.0001, DIVERSITY_HERFINDAHL: 0.998654±0.0000, COVERAGE_ITEM: 0.598475±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.366559±0.0012, SHANNON_ENTROPY: 11.688139±0.0049, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.045888±0.0012, PRECISION: 0.006572±0.0003, PRECISION_RECALL_MIN_DEN: 0.065723±0.0028, RECALL: 0.065723±0.0028, MAP: 0.032831±0.0008, MRR: 0.032831±0.0008, NDCG: 0.040542±0.0011, F1: 0.011950±0.0005, HIT_RATE: 0.065723±0.0028, ARHR: 0.032831±0.0008, RMSE: 0.984999±0.0004, NOVELTY: 0.005312±0.0000, AVERAGE_POPULARITY: 0.632608±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.845261±0.0010, DIVERSITY_HERFINDAHL: 0.984509±0.0001, COVERAGE_ITEM: 0.212803±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116280±0.0009, SHANNON_ENTROPY: 7.661483±0.0121, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007222±0.0002, PRECISION_RECALL_MIN_DEN: 0.072220±0.0020, RECALL: 0.072220±0.0020, MAP: 0.037239±0.0009, MRR: 0.037239±0.0009, NDCG: 0.045489±0.0010, F1: 0.013131±0.0004, HIT_RATE: 0.072220±0.0020, ARHR: 0.037239±0.0009, RMSE: 8.668350±0.2886, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301135±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980356±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320865±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334128±0.0062, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007222±0.0002, PRECISION_RECALL_MIN_DEN: 0.072220±0.0020, RECALL: 0.072220±0.0020, MAP: 0.037239±0.0009, MRR: 0.037239±0.0009, NDCG: 0.045489±0.0010, F1: 0.013131±0.0004, HIT_RATE: 0.072220±0.0020, ARHR: 0.037239±0.0009, RMSE: 8.668350±0.2886, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301135±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980356±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320865±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334128±0.0062, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007222±0.0002, PRECISION_RECALL_MIN_DEN: 0.072220±0.0020, RECALL: 0.072220±0.0020, MAP: 0.037239±0.0009, MRR: 0.037239±0.0009, NDCG: 0.045489±0.0010, F1: 0.013131±0.0004, HIT_RATE: 0.072220±0.0020, ARHR: 0.037239±0.0009, RMSE: 8.668350±0.2886, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301135±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980356±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320865±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334128±0.0062, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007222±0.0002, PRECISION_RECALL_MIN_DEN: 0.072220±0.0020, RECALL: 0.072220±0.0020, MAP: 0.037239±0.0009, MRR: 0.037239±0.0009, NDCG: 0.045489±0.0010, F1: 0.013131±0.0004, HIT_RATE: 0.072220±0.0020, ARHR: 0.037239±0.0009, RMSE: 8.668350±0.2886, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301135±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980356±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320865±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334128±0.0062, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007222±0.0002, PRECISION_RECALL_MIN_DEN: 0.072220±0.0020, RECALL: 0.072220±0.0020, MAP: 0.037239±0.0009, MRR: 0.037239±0.0009, NDCG: 0.045489±0.0010, F1: 0.013131±0.0004, HIT_RATE: 0.072220±0.0020, ARHR: 0.037239±0.0009, RMSE: 8.668350±0.2886, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301135±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980356±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320865±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334128±0.0062, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007222±0.0002, PRECISION_RECALL_MIN_DEN: 0.072220±0.0020, RECALL: 0.072220±0.0020, MAP: 0.037239±0.0009, MRR: 0.037239±0.0009, NDCG: 0.045489±0.0010, F1: 0.013131±0.0004, HIT_RATE: 0.072220±0.0020, ARHR: 0.037239±0.0009, RMSE: 8.668350±0.2886, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301135±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980356±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320865±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334128±0.0062, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 21, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060665±0.0013, PRECISION: 0.008155±0.0003, PRECISION_RECALL_MIN_DEN: 0.081549±0.0028, RECALL: 0.081549±0.0028, MAP: 0.043943±0.0008, MRR: 0.043943±0.0008, NDCG: 0.052864±0.0011, F1: 0.014827±0.0005, HIT_RATE: 0.081549±0.0028, ARHR: 0.043943±0.0008, RMSE: 15.151576±0.4057, NOVELTY: 0.006664±0.0000, AVERAGE_POPULARITY: 0.195872±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.991798±0.0001, DIVERSITY_HERFINDAHL: 0.999159±0.0000, COVERAGE_ITEM: 0.640249±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.401465±0.0011, SHANNON_ENTROPY: 12.082754±0.0045, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007226±0.0002, PRECISION_RECALL_MIN_DEN: 0.072262±0.0020, RECALL: 0.072262±0.0020, MAP: 0.037243±0.0009, MRR: 0.037243±0.0009, NDCG: 0.045501±0.0010, F1: 0.013138±0.0004, HIT_RATE: 0.072262±0.0020, ARHR: 0.037243±0.0009, RMSE: 0.996014±0.0001, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301145±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980355±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320843±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334034±0.0061, 
