CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 195, 'shrink': 161, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.2594949699655607, 'tversky_beta': 1.8796558071589524} - results: ROC_AUC: 0.053529±0.0007, PRECISION: 0.007530±0.0002, PRECISION_RECALL_MIN_DEN: 0.075302±0.0024, RECALL: 0.075302±0.0024, MAP: 0.038184±0.0010, MRR: 0.038184±0.0010, NDCG: 0.046929±0.0010, F1: 0.013691±0.0004, HIT_RATE: 0.075302±0.0024, ARHR: 0.038184±0.0010, RMSE: 0.946386±0.0011, NOVELTY: 0.006811±0.0000, AVERAGE_POPULARITY: 0.231272±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.989697±0.0001, DIVERSITY_HERFINDAHL: 0.998949±0.0000, COVERAGE_ITEM: 0.564996±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.377207±0.0010, SHANNON_ENTROPY: 11.804890±0.0061, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 47, 'shrink': 450, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.007266023705003, 'tversky_beta': 0.35428109387561607} - results: ROC_AUC: 0.064043±0.0017, PRECISION: 0.008867±0.0004, PRECISION_RECALL_MIN_DEN: 0.088671±0.0035, RECALL: 0.088671±0.0035, MAP: 0.045947±0.0017, MRR: 0.045947±0.0017, NDCG: 0.056027±0.0017, F1: 0.016122±0.0006, HIT_RATE: 0.088671±0.0035, ARHR: 0.045947±0.0017, RMSE: 0.976749±0.0006, NOVELTY: 0.006795±0.0000, AVERAGE_POPULARITY: 0.176968±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.993193±0.0000, DIVERSITY_HERFINDAHL: 0.999299±0.0000, COVERAGE_ITEM: 0.536556±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.364534±0.0007, SHANNON_ENTROPY: 11.875961±0.0054, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 150, 'shrink': 611, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.0465348994196864, 'tversky_beta': 0.13206146276504718} - results: ROC_AUC: 0.053931±0.0016, PRECISION: 0.007543±0.0003, PRECISION_RECALL_MIN_DEN: 0.075427±0.0028, RECALL: 0.075427±0.0028, MAP: 0.038934±0.0011, MRR: 0.038934±0.0011, NDCG: 0.047526±0.0014, F1: 0.013714±0.0005, HIT_RATE: 0.075427±0.0028, ARHR: 0.038934±0.0011, RMSE: 0.972278±0.0006, NOVELTY: 0.005567±0.0000, AVERAGE_POPULARITY: 0.486812±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.942394±0.0004, DIVERSITY_HERFINDAHL: 0.994220±0.0000, COVERAGE_ITEM: 0.213690±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151277±0.0006, SHANNON_ENTROPY: 8.875620±0.0127, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 663, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.7826461861547758, 'tversky_beta': 1.9533769244327754} - results: ROC_AUC: 0.062701±0.0024, PRECISION: 0.008884±0.0003, PRECISION_RECALL_MIN_DEN: 0.088838±0.0034, RECALL: 0.088838±0.0034, MAP: 0.045036±0.0014, MRR: 0.045036±0.0014, NDCG: 0.055328±0.0018, F1: 0.016152±0.0006, HIT_RATE: 0.088838±0.0034, ARHR: 0.045036±0.0014, RMSE: 0.966343±0.0013, NOVELTY: 0.006057±0.0000, AVERAGE_POPULARITY: 0.300499±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.982860±0.0001, DIVERSITY_HERFINDAHL: 0.998266±0.0000, COVERAGE_ITEM: 0.262936±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231935±0.0012, SHANNON_ENTROPY: 10.270615±0.0051, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 35, 'shrink': 704, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.5211639965145594, 'tversky_beta': 0.7464245342904384} - results: ROC_AUC: 0.056935±0.0025, PRECISION: 0.008001±0.0005, PRECISION_RECALL_MIN_DEN: 0.080008±0.0045, RECALL: 0.080008±0.0045, MAP: 0.041387±0.0014, MRR: 0.041387±0.0014, NDCG: 0.050462±0.0021, F1: 0.014547±0.0008, HIT_RATE: 0.080008±0.0045, ARHR: 0.041387±0.0014, RMSE: 0.929515±0.0018, NOVELTY: 0.005783±0.0000, AVERAGE_POPULARITY: 0.389837±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.970818±0.0001, DIVERSITY_HERFINDAHL: 0.997062±0.0000, COVERAGE_ITEM: 0.247397±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192876±0.0005, SHANNON_ENTROPY: 9.707221±0.0056, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 77, 'shrink': 807, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.6594903815729065, 'tversky_beta': 1.022007422654182} - results: ROC_AUC: 0.063682±0.0017, PRECISION: 0.008867±0.0003, PRECISION_RECALL_MIN_DEN: 0.088671±0.0026, RECALL: 0.088671±0.0026, MAP: 0.045515±0.0018, MRR: 0.045515±0.0018, NDCG: 0.055698±0.0018, F1: 0.016122±0.0005, HIT_RATE: 0.088671±0.0026, ARHR: 0.045515±0.0018, RMSE: 0.985192±0.0003, NOVELTY: 0.006693±0.0000, AVERAGE_POPULARITY: 0.205531±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.991472±0.0000, DIVERSITY_HERFINDAHL: 0.999127±0.0000, COVERAGE_ITEM: 0.517837±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346895±0.0004, SHANNON_ENTROPY: 11.683037±0.0048, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 193, 'shrink': 867, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.366964398640785, 'tversky_beta': 1.2040108430188081} - results: ROC_AUC: 0.054413±0.0017, PRECISION: 0.007572±0.0003, PRECISION_RECALL_MIN_DEN: 0.075718±0.0030, RECALL: 0.075718±0.0030, MAP: 0.039509±0.0011, MRR: 0.039509±0.0011, NDCG: 0.048039±0.0014, F1: 0.013767±0.0005, HIT_RATE: 0.075718±0.0030, ARHR: 0.039509±0.0011, RMSE: 0.896414±0.0016, NOVELTY: 0.005492±0.0000, AVERAGE_POPULARITY: 0.528884±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.924078±0.0006, DIVERSITY_HERFINDAHL: 0.992389±0.0001, COVERAGE_ITEM: 0.205472±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138725±0.0004, SHANNON_ENTROPY: 8.545419±0.0106, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 127, 'shrink': 502, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.8672773374213396, 'tversky_beta': 0.7676020255416436} - results: ROC_AUC: 0.062539±0.0011, PRECISION: 0.008651±0.0002, PRECISION_RECALL_MIN_DEN: 0.086506±0.0021, RECALL: 0.086506±0.0021, MAP: 0.044768±0.0014, MRR: 0.044768±0.0014, NDCG: 0.054624±0.0012, F1: 0.015728±0.0004, HIT_RATE: 0.086506±0.0021, ARHR: 0.044768±0.0014, RMSE: 0.971929±0.0005, NOVELTY: 0.006538±0.0000, AVERAGE_POPULARITY: 0.251208±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987537±0.0001, DIVERSITY_HERFINDAHL: 0.998733±0.0000, COVERAGE_ITEM: 0.495182±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.320750±0.0010, SHANNON_ENTROPY: 11.362723±0.0083, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 51, 'shrink': 334, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.8140272713134078, 'tversky_beta': 0.8094606925242827} - results: ROC_AUC: 0.060489±0.0019, PRECISION: 0.008355±0.0003, PRECISION_RECALL_MIN_DEN: 0.083549±0.0030, RECALL: 0.083549±0.0030, MAP: 0.043733±0.0015, MRR: 0.043733±0.0015, NDCG: 0.053134±0.0017, F1: 0.015191±0.0005, HIT_RATE: 0.083549±0.0030, ARHR: 0.043733±0.0015, RMSE: 0.983505±0.0005, NOVELTY: 0.005892±0.0000, AVERAGE_POPULARITY: 0.349262±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.977308±0.0002, DIVERSITY_HERFINDAHL: 0.997710±0.0000, COVERAGE_ITEM: 0.257789±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.209391±0.0007, SHANNON_ENTROPY: 9.984685±0.0081, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 18, 'shrink': 1856, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.566534002104407, 'tversky_beta': 0.27311268924535864} - results: ROC_AUC: 0.054190±0.0022, PRECISION: 0.007643±0.0004, PRECISION_RECALL_MIN_DEN: 0.076426±0.0040, RECALL: 0.076426±0.0040, MAP: 0.039201±0.0012, MRR: 0.039201±0.0012, NDCG: 0.047944±0.0017, F1: 0.013896±0.0007, HIT_RATE: 0.076426±0.0040, ARHR: 0.039201±0.0012, RMSE: 0.963253±0.0011, NOVELTY: 0.005824±0.0000, AVERAGE_POPULARITY: 0.384518±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.971117±0.0002, DIVERSITY_HERFINDAHL: 0.997092±0.0000, COVERAGE_ITEM: 0.279708±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.200264±0.0009, SHANNON_ENTROPY: 9.830103±0.0085, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 170, 'shrink': 1617, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.3786772461118728, 'tversky_beta': 1.2851029913090513} - results: ROC_AUC: 0.052284±0.0012, PRECISION: 0.007305±0.0002, PRECISION_RECALL_MIN_DEN: 0.073053±0.0021, RECALL: 0.073053±0.0021, MAP: 0.037404±0.0008, MRR: 0.037404±0.0008, NDCG: 0.045807±0.0010, F1: 0.013282±0.0004, HIT_RATE: 0.073053±0.0021, ARHR: 0.037404±0.0008, RMSE: 0.988972±0.0003, NOVELTY: 0.005441±0.0000, AVERAGE_POPULARITY: 0.557671±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.909234±0.0008, DIVERSITY_HERFINDAHL: 0.990904±0.0001, COVERAGE_ITEM: 0.201719±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131093±0.0005, SHANNON_ENTROPY: 8.315683±0.0133, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 169, 'shrink': 1761, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.0093706951982746, 'tversky_beta': 1.6824634868230453} - results: ROC_AUC: 0.061914±0.0004, PRECISION: 0.008688±0.0002, PRECISION_RECALL_MIN_DEN: 0.086880±0.0019, RECALL: 0.086880±0.0019, MAP: 0.044330±0.0011, MRR: 0.044330±0.0011, NDCG: 0.054353±0.0005, F1: 0.015796±0.0003, HIT_RATE: 0.086880±0.0019, ARHR: 0.044330±0.0011, RMSE: 0.988645±0.0002, NOVELTY: 0.006106±0.0000, AVERAGE_POPULARITY: 0.377392±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.966654±0.0002, DIVERSITY_HERFINDAHL: 0.996645±0.0000, COVERAGE_ITEM: 0.415593±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.244948±0.0008, SHANNON_ENTROPY: 10.281026±0.0118, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 169, 'shrink': 1604, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.7196388013325553, 'tversky_beta': 1.5270397803934537} - results: ROC_AUC: 0.050590±0.0014, PRECISION: 0.007168±0.0002, PRECISION_RECALL_MIN_DEN: 0.071678±0.0019, RECALL: 0.071678±0.0019, MAP: 0.036247±0.0009, MRR: 0.036247±0.0009, NDCG: 0.044572±0.0011, F1: 0.013032±0.0004, HIT_RATE: 0.071678±0.0019, ARHR: 0.036247±0.0009, RMSE: 0.988584±0.0003, NOVELTY: 0.005395±0.0000, AVERAGE_POPULARITY: 0.584733±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.892659±0.0008, DIVERSITY_HERFINDAHL: 0.989247±0.0001, COVERAGE_ITEM: 0.197297±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123947±0.0006, SHANNON_ENTROPY: 8.087512±0.0097, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 106, 'shrink': 625, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.02462324717418985, 'tversky_beta': 1.0705271786869577} - results: ROC_AUC: 0.050053±0.0012, PRECISION: 0.007130±0.0003, PRECISION_RECALL_MIN_DEN: 0.071304±0.0027, RECALL: 0.071304±0.0027, MAP: 0.035678±0.0006, MRR: 0.035678±0.0006, NDCG: 0.044049±0.0011, F1: 0.012964±0.0005, HIT_RATE: 0.071304±0.0027, ARHR: 0.035678±0.0006, RMSE: 0.885254±0.0019, NOVELTY: 0.005423±0.0000, AVERAGE_POPULARITY: 0.567996±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.906948±0.0002, DIVERSITY_HERFINDAHL: 0.990676±0.0000, COVERAGE_ITEM: 0.200368±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129687±0.0005, SHANNON_ENTROPY: 8.272849±0.0107, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 39, 'shrink': 310, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.7882093639976464, 'tversky_beta': 1.8265884685965041} - results: ROC_AUC: 0.060072±0.0021, PRECISION: 0.008505±0.0003, PRECISION_RECALL_MIN_DEN: 0.085048±0.0027, RECALL: 0.085048±0.0027, MAP: 0.043421±0.0011, MRR: 0.043421±0.0011, NDCG: 0.053201±0.0014, F1: 0.015463±0.0005, HIT_RATE: 0.085048±0.0027, ARHR: 0.043421±0.0011, RMSE: 0.986734±0.0005, NOVELTY: 0.005744±0.0000, AVERAGE_POPULARITY: 0.413474±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.967001±0.0002, DIVERSITY_HERFINDAHL: 0.996680±0.0000, COVERAGE_ITEM: 0.235274±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.183895±0.0006, SHANNON_ENTROPY: 9.546027±0.0073, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 12, 'shrink': 11, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9105833279895568, 'tversky_beta': 0.8503632029371049} - results: ROC_AUC: 0.029266±0.0005, PRECISION: 0.004302±0.0001, PRECISION_RECALL_MIN_DEN: 0.043024±0.0011, RECALL: 0.043024±0.0011, MAP: 0.020607±0.0005, MRR: 0.020607±0.0005, NDCG: 0.025851±0.0002, F1: 0.007822±0.0002, HIT_RATE: 0.043024±0.0011, ARHR: 0.020607±0.0005, RMSE: 0.964487±0.0022, NOVELTY: 0.007231±0.0000, AVERAGE_POPULARITY: 0.043702±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.998786±0.0000, DIVERSITY_HERFINDAHL: 0.999858±0.0000, COVERAGE_ITEM: 0.749543±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.599402±0.0010, SHANNON_ENTROPY: 13.342686±0.0039, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045476±0.0013, PRECISION: 0.006935±0.0003, PRECISION_RECALL_MIN_DEN: 0.069346±0.0025, RECALL: 0.069346±0.0025, MAP: 0.029543±0.0008, MRR: 0.029543±0.0008, NDCG: 0.038878±0.0011, F1: 0.012608±0.0005, HIT_RATE: 0.069346±0.0025, ARHR: 0.029543±0.0008, RMSE: 0.981077±0.0016, NOVELTY: 0.007220±0.0000, AVERAGE_POPULARITY: 0.097350±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.978913±0.0002, DIVERSITY_HERFINDAHL: 0.997871±0.0000, COVERAGE_ITEM: 0.556042±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.407007±0.0010, SHANNON_ENTROPY: 11.883681±0.0063, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 200, 'shrink': 1159, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.057351±0.0011, PRECISION: 0.008042±0.0001, PRECISION_RECALL_MIN_DEN: 0.080425±0.0012, RECALL: 0.080425±0.0012, MAP: 0.040863±0.0012, MRR: 0.040863±0.0012, NDCG: 0.050194±0.0011, F1: 0.014623±0.0002, HIT_RATE: 0.080425±0.0012, ARHR: 0.040863±0.0012, RMSE: 0.975214±0.0005, NOVELTY: 0.005740±0.0000, AVERAGE_POPULARITY: 0.505619±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.920789±0.0005, DIVERSITY_HERFINDAHL: 0.992060±0.0001, COVERAGE_ITEM: 0.338816±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.183597±0.0008, SHANNON_ENTROPY: 9.075886±0.0116, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045476±0.0013, PRECISION: 0.006935±0.0003, PRECISION_RECALL_MIN_DEN: 0.069346±0.0025, RECALL: 0.069346±0.0025, MAP: 0.029543±0.0008, MRR: 0.029543±0.0008, NDCG: 0.038878±0.0011, F1: 0.012608±0.0005, HIT_RATE: 0.069346±0.0025, ARHR: 0.029543±0.0008, RMSE: 0.981077±0.0016, NOVELTY: 0.007220±0.0000, AVERAGE_POPULARITY: 0.097350±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.978913±0.0002, DIVERSITY_HERFINDAHL: 0.997871±0.0000, COVERAGE_ITEM: 0.556042±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.407007±0.0010, SHANNON_ENTROPY: 11.883681±0.0063, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.6345751611941066} - results: ROC_AUC: 0.044417±0.0014, PRECISION: 0.006785±0.0003, PRECISION_RECALL_MIN_DEN: 0.067847±0.0025, RECALL: 0.067847±0.0025, MAP: 0.028724±0.0005, MRR: 0.028724±0.0005, NDCG: 0.037901±0.0009, F1: 0.012336±0.0005, HIT_RATE: 0.067847±0.0025, ARHR: 0.028724±0.0005, RMSE: 0.980082±0.0019, NOVELTY: 0.007255±0.0000, AVERAGE_POPULARITY: 0.091980±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.982832±0.0003, DIVERSITY_HERFINDAHL: 0.998263±0.0000, COVERAGE_ITEM: 0.576361±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.427762±0.0009, SHANNON_ENTROPY: 12.067001±0.0095, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.362571690223942} - results: ROC_AUC: 0.042922±0.0013, PRECISION: 0.006585±0.0003, PRECISION_RECALL_MIN_DEN: 0.065848±0.0032, RECALL: 0.065848±0.0032, MAP: 0.027601±0.0006, MRR: 0.027601±0.0006, NDCG: 0.036573±0.0011, F1: 0.011972±0.0006, HIT_RATE: 0.065848±0.0032, ARHR: 0.027601±0.0006, RMSE: 0.979417±0.0022, NOVELTY: 0.007294±0.0000, AVERAGE_POPULARITY: 0.086305±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.985446±0.0003, DIVERSITY_HERFINDAHL: 0.998524±0.0000, COVERAGE_ITEM: 0.595880±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.448103±0.0011, SHANNON_ENTROPY: 12.225133±0.0078, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045476±0.0013, PRECISION: 0.006935±0.0003, PRECISION_RECALL_MIN_DEN: 0.069346±0.0025, RECALL: 0.069346±0.0025, MAP: 0.029543±0.0008, MRR: 0.029543±0.0008, NDCG: 0.038878±0.0011, F1: 0.012608±0.0005, HIT_RATE: 0.069346±0.0025, ARHR: 0.029543±0.0008, RMSE: 0.981077±0.0016, NOVELTY: 0.007220±0.0000, AVERAGE_POPULARITY: 0.097350±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.978913±0.0002, DIVERSITY_HERFINDAHL: 0.997871±0.0000, COVERAGE_ITEM: 0.556042±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.407007±0.0010, SHANNON_ENTROPY: 11.883681±0.0063, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045476±0.0013, PRECISION: 0.006935±0.0003, PRECISION_RECALL_MIN_DEN: 0.069346±0.0025, RECALL: 0.069346±0.0025, MAP: 0.029543±0.0008, MRR: 0.029543±0.0008, NDCG: 0.038878±0.0011, F1: 0.012608±0.0005, HIT_RATE: 0.069346±0.0025, ARHR: 0.029543±0.0008, RMSE: 0.981077±0.0016, NOVELTY: 0.007220±0.0000, AVERAGE_POPULARITY: 0.097350±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.978913±0.0002, DIVERSITY_HERFINDAHL: 0.997871±0.0000, COVERAGE_ITEM: 0.556042±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.407007±0.0010, SHANNON_ENTROPY: 11.883681±0.0063, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045476±0.0013, PRECISION: 0.006935±0.0003, PRECISION_RECALL_MIN_DEN: 0.069346±0.0025, RECALL: 0.069346±0.0025, MAP: 0.029543±0.0008, MRR: 0.029543±0.0008, NDCG: 0.038878±0.0011, F1: 0.012608±0.0005, HIT_RATE: 0.069346±0.0025, ARHR: 0.029543±0.0008, RMSE: 0.981077±0.0016, NOVELTY: 0.007220±0.0000, AVERAGE_POPULARITY: 0.097350±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.978913±0.0002, DIVERSITY_HERFINDAHL: 0.997871±0.0000, COVERAGE_ITEM: 0.556042±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.407007±0.0010, SHANNON_ENTROPY: 11.883681±0.0063, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.5221250480519473, 'tversky_beta': 1.9738712092385216} - results: ROC_AUC: 0.047536±0.0016, PRECISION: 0.007201±0.0003, PRECISION_RECALL_MIN_DEN: 0.072012±0.0030, RECALL: 0.072012±0.0030, MAP: 0.031115±0.0009, MRR: 0.031115±0.0009, NDCG: 0.040711±0.0013, F1: 0.013093±0.0005, HIT_RATE: 0.072012±0.0030, ARHR: 0.031115±0.0009, RMSE: 0.980343±0.0020, NOVELTY: 0.007172±0.0000, AVERAGE_POPULARITY: 0.106389±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.970941±0.0003, DIVERSITY_HERFINDAHL: 0.997074±0.0000, COVERAGE_ITEM: 0.512798±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.371428±0.0008, SHANNON_ENTROPY: 11.534095±0.0097, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 1.339428939014731} - results: ROC_AUC: 0.065181±0.0035, PRECISION: 0.008759±0.0004, PRECISION_RECALL_MIN_DEN: 0.087589±0.0041, RECALL: 0.087589±0.0041, MAP: 0.046888±0.0024, MRR: 0.046888±0.0024, NDCG: 0.056563±0.0027, F1: 0.015925±0.0008, HIT_RATE: 0.087589±0.0041, ARHR: 0.046888±0.0024, RMSE: 0.996167±0.0001, NOVELTY: 0.006657±0.0000, AVERAGE_POPULARITY: 0.183622±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.987852±0.0001, DIVERSITY_HERFINDAHL: 0.998765±0.0000, COVERAGE_ITEM: 0.459281±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.321139±0.0013, SHANNON_ENTROPY: 11.393000±0.0102, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.059133±0.0024, PRECISION: 0.008234±0.0004, PRECISION_RECALL_MIN_DEN: 0.082341±0.0036, RECALL: 0.082341±0.0036, MAP: 0.041004±0.0012, MRR: 0.041004±0.0012, NDCG: 0.050789±0.0017, F1: 0.014971±0.0007, HIT_RATE: 0.082341±0.0036, ARHR: 0.041004±0.0012, RMSE: 0.951259±0.0021, NOVELTY: 0.006982±0.0000, AVERAGE_POPULARITY: 0.150132±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.976449±0.0002, DIVERSITY_HERFINDAHL: 0.997625±0.0000, COVERAGE_ITEM: 0.520378±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.335042±0.0008, SHANNON_ENTROPY: 11.368796±0.0066, 
