CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 1165, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065079±0.0018, PRECISION: 0.009113±0.0004, PRECISION_RECALL_MIN_DEN: 0.091129±0.0039, RECALL: 0.091129±0.0039, MAP: 0.046484±0.0013, MRR: 0.046484±0.0013, NDCG: 0.057001±0.0015, F1: 0.016569±0.0007, HIT_RATE: 0.091129±0.0039, ARHR: 0.046484±0.0013, RMSE: 0.991390±0.0002, NOVELTY: 0.006707±0.0000, AVERAGE_POPULARITY: 0.195789±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.992036±0.0000, DIVERSITY_HERFINDAHL: 0.999183±0.0000, COVERAGE_ITEM: 0.522044±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347942±0.0006, SHANNON_ENTROPY: 11.719604±0.0050, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 152, 'shrink': 1848, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061428±0.0008, PRECISION: 0.008563±0.0000, PRECISION_RECALL_MIN_DEN: 0.085631±0.0004, RECALL: 0.085631±0.0004, MAP: 0.043874±0.0012, MRR: 0.043874±0.0012, NDCG: 0.053724±0.0009, F1: 0.015569±0.0001, HIT_RATE: 0.085631±0.0004, ARHR: 0.043874±0.0012, RMSE: 0.988962±0.0002, NOVELTY: 0.006093±0.0000, AVERAGE_POPULARITY: 0.378063±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.966712±0.0003, DIVERSITY_HERFINDAHL: 0.996651±0.0000, COVERAGE_ITEM: 0.411149±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242514±0.0013, SHANNON_ENTROPY: 10.262649±0.0141, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 8, 'shrink': 881, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.058374±0.0026, PRECISION: 0.008309±0.0004, PRECISION_RECALL_MIN_DEN: 0.083090±0.0040, RECALL: 0.083090±0.0040, MAP: 0.042186±0.0014, MRR: 0.042186±0.0014, NDCG: 0.051778±0.0020, F1: 0.015107±0.0007, HIT_RATE: 0.083090±0.0040, ARHR: 0.042186±0.0014, RMSE: 0.959712±0.0015, NOVELTY: 0.005934±0.0000, AVERAGE_POPULARITY: 0.343323±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.978210±0.0001, DIVERSITY_HERFINDAHL: 0.997801±0.0000, COVERAGE_ITEM: 0.265596±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.213545±0.0013, SHANNON_ENTROPY: 10.041611±0.0071, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 99, 'shrink': 132, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.060771±0.0018, PRECISION: 0.008405±0.0002, PRECISION_RECALL_MIN_DEN: 0.084048±0.0016, RECALL: 0.084048±0.0016, MAP: 0.043836±0.0008, MRR: 0.043836±0.0008, NDCG: 0.053331±0.0010, F1: 0.015282±0.0003, HIT_RATE: 0.084048±0.0016, ARHR: 0.043836±0.0008, RMSE: 0.858496±0.0019, NOVELTY: 0.005853±0.0000, AVERAGE_POPULARITY: 0.387829±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.969909±0.0002, DIVERSITY_HERFINDAHL: 0.996971±0.0000, COVERAGE_ITEM: 0.282617±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.199001±0.0004, SHANNON_ENTROPY: 9.824127±0.0054, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 131, 'shrink': 942, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.052922±0.0014, PRECISION: 0.007430±0.0003, PRECISION_RECALL_MIN_DEN: 0.074302±0.0029, RECALL: 0.074302±0.0029, MAP: 0.038060±0.0008, MRR: 0.038060±0.0008, NDCG: 0.046596±0.0012, F1: 0.013510±0.0005, HIT_RATE: 0.074302±0.0029, ARHR: 0.038060±0.0008, RMSE: 0.904221±0.0014, NOVELTY: 0.005501±0.0000, AVERAGE_POPULARITY: 0.525555±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.927412±0.0005, DIVERSITY_HERFINDAHL: 0.992722±0.0001, COVERAGE_ITEM: 0.209332±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141951±0.0005, SHANNON_ENTROPY: 8.612803±0.0095, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 40, 'shrink': 1393, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.053566±0.0026, PRECISION: 0.007597±0.0004, PRECISION_RECALL_MIN_DEN: 0.075968±0.0044, RECALL: 0.075968±0.0044, MAP: 0.039012±0.0012, MRR: 0.039012±0.0012, NDCG: 0.047683±0.0019, F1: 0.013812±0.0008, HIT_RATE: 0.075968±0.0044, ARHR: 0.039012±0.0012, RMSE: 0.947076±0.0014, NOVELTY: 0.005655±0.0000, AVERAGE_POPULARITY: 0.452207±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.955679±0.0003, DIVERSITY_HERFINDAHL: 0.995548±0.0000, COVERAGE_ITEM: 0.240681±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.172639±0.0006, SHANNON_ENTROPY: 9.288713±0.0024, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 111, 'shrink': 1066, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.052534±0.0018, PRECISION: 0.007305±0.0003, PRECISION_RECALL_MIN_DEN: 0.073053±0.0030, RECALL: 0.073053±0.0030, MAP: 0.037764±0.0009, MRR: 0.037764±0.0009, NDCG: 0.046090±0.0013, F1: 0.013282±0.0005, HIT_RATE: 0.073053±0.0030, ARHR: 0.037764±0.0009, RMSE: 0.914474±0.0016, NOVELTY: 0.005515±0.0000, AVERAGE_POPULARITY: 0.519221±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.930316±0.0005, DIVERSITY_HERFINDAHL: 0.993012±0.0000, COVERAGE_ITEM: 0.212403±0.0046, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145122±0.0005, SHANNON_ENTROPY: 8.681614±0.0078, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 25, 'shrink': 231, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.055699±0.0023, PRECISION: 0.007722±0.0002, PRECISION_RECALL_MIN_DEN: 0.077218±0.0022, RECALL: 0.077218±0.0022, MAP: 0.040012±0.0022, MRR: 0.040012±0.0022, NDCG: 0.048791±0.0021, F1: 0.014040±0.0004, HIT_RATE: 0.077218±0.0022, ARHR: 0.040012±0.0022, RMSE: 0.975725±0.0006, NOVELTY: 0.007254±0.0000, AVERAGE_POPULARITY: 0.102994±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.997049±0.0000, DIVERSITY_HERFINDAHL: 0.999684±0.0000, COVERAGE_ITEM: 0.616523±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.462565±0.0007, SHANNON_ENTROPY: 12.609379±0.0018, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 141, 'shrink': 428, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.060507±0.0012, PRECISION: 0.008446±0.0002, PRECISION_RECALL_MIN_DEN: 0.084465±0.0018, RECALL: 0.084465±0.0018, MAP: 0.043274±0.0016, MRR: 0.043274±0.0016, NDCG: 0.052985±0.0014, F1: 0.015357±0.0003, HIT_RATE: 0.084465±0.0018, ARHR: 0.043274±0.0016, RMSE: 0.971154±0.0006, NOVELTY: 0.006687±0.0000, AVERAGE_POPULARITY: 0.221165±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.990476±0.0001, DIVERSITY_HERFINDAHL: 0.999027±0.0000, COVERAGE_ITEM: 0.526034±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.350955±0.0007, SHANNON_ENTROPY: 11.666443±0.0052, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 127, 'shrink': 1966, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.050752±0.0013, PRECISION: 0.007093±0.0002, PRECISION_RECALL_MIN_DEN: 0.070929±0.0023, RECALL: 0.070929±0.0023, MAP: 0.036179±0.0005, MRR: 0.036179±0.0005, NDCG: 0.044373±0.0009, F1: 0.012896±0.0004, HIT_RATE: 0.070929±0.0023, ARHR: 0.036179±0.0005, RMSE: 0.937177±0.0012, NOVELTY: 0.005450±0.0000, AVERAGE_POPULARITY: 0.556680±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.909740±0.0006, DIVERSITY_HERFINDAHL: 0.990955±0.0001, COVERAGE_ITEM: 0.208965±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134814±0.0006, SHANNON_ENTROPY: 8.369800±0.0110, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 186, 'shrink': 769, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.053617±0.0016, PRECISION: 0.007547±0.0003, PRECISION_RECALL_MIN_DEN: 0.075469±0.0032, RECALL: 0.075469±0.0032, MAP: 0.038830±0.0010, MRR: 0.038830±0.0010, NDCG: 0.047444±0.0013, F1: 0.013722±0.0006, HIT_RATE: 0.075469±0.0032, ARHR: 0.038830±0.0010, RMSE: 0.883782±0.0017, NOVELTY: 0.005472±0.0000, AVERAGE_POPULARITY: 0.540073±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.919284±0.0007, DIVERSITY_HERFINDAHL: 0.991909±0.0001, COVERAGE_ITEM: 0.203763±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135578±0.0004, SHANNON_ENTROPY: 8.460216±0.0113, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 27, 'shrink': 1819, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065547±0.0018, PRECISION: 0.009146±0.0003, PRECISION_RECALL_MIN_DEN: 0.091462±0.0032, RECALL: 0.091462±0.0032, MAP: 0.046855±0.0009, MRR: 0.046855±0.0009, NDCG: 0.057370±0.0011, F1: 0.016629±0.0006, HIT_RATE: 0.091462±0.0032, ARHR: 0.046855±0.0009, RMSE: 0.993676±0.0002, NOVELTY: 0.006575±0.0000, AVERAGE_POPULARITY: 0.227504±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.989663±0.0000, DIVERSITY_HERFINDAHL: 0.998946±0.0000, COVERAGE_ITEM: 0.494642±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.323749±0.0007, SHANNON_ENTROPY: 11.456404±0.0056, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 52, 'shrink': 1955, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064695±0.0017, PRECISION: 0.009184±0.0004, PRECISION_RECALL_MIN_DEN: 0.091837±0.0036, RECALL: 0.091837±0.0036, MAP: 0.046406±0.0010, MRR: 0.046406±0.0010, NDCG: 0.057081±0.0012, F1: 0.016698±0.0007, HIT_RATE: 0.091837±0.0036, ARHR: 0.046406±0.0010, RMSE: 0.992785±0.0002, NOVELTY: 0.006408±0.0000, AVERAGE_POPULARITY: 0.275806±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.984865±0.0001, DIVERSITY_HERFINDAHL: 0.998466±0.0000, COVERAGE_ITEM: 0.463541±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.294902±0.0008, SHANNON_ENTROPY: 11.091353±0.0054, 
CrossSearchBayesianSkopt: New best config found. Config 40: {'topK': 9, 'shrink': 1991, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065875±0.0026, PRECISION: 0.009084±0.0004, PRECISION_RECALL_MIN_DEN: 0.090837±0.0042, RECALL: 0.090837±0.0042, MAP: 0.047282±0.0014, MRR: 0.047282±0.0014, NDCG: 0.057570±0.0018, F1: 0.016516±0.0008, HIT_RATE: 0.090837±0.0042, ARHR: 0.047282±0.0014, RMSE: 0.995440±0.0001, NOVELTY: 0.006689±0.0000, AVERAGE_POPULARITY: 0.190295±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.991619±0.0001, DIVERSITY_HERFINDAHL: 0.999141±0.0000, COVERAGE_ITEM: 0.517805±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.338090±0.0015, SHANNON_ENTROPY: 11.646946±0.0095, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 3, 'shrink': 1089, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.057333±0.0023, PRECISION: 0.007976±0.0003, PRECISION_RECALL_MIN_DEN: 0.079758±0.0029, RECALL: 0.079758±0.0029, MAP: 0.041266±0.0017, MRR: 0.041266±0.0017, NDCG: 0.050341±0.0020, F1: 0.014502±0.0005, HIT_RATE: 0.079758±0.0029, ARHR: 0.041266±0.0017, RMSE: 0.995794±0.0001, NOVELTY: 0.006139±0.0000, AVERAGE_POPULARITY: 0.288648±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.980595±0.0001, DIVERSITY_HERFINDAHL: 0.998039±0.0000, COVERAGE_ITEM: 0.259465±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.232585±0.0011, SHANNON_ENTROPY: 10.211396±0.0088, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 8, 'shrink': 3, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.056750±0.0023, PRECISION: 0.008038±0.0004, PRECISION_RECALL_MIN_DEN: 0.080383±0.0042, RECALL: 0.080383±0.0042, MAP: 0.040026±0.0014, MRR: 0.040026±0.0014, NDCG: 0.049532±0.0019, F1: 0.014615±0.0008, HIT_RATE: 0.080383±0.0042, ARHR: 0.040026±0.0014, RMSE: 0.981211±0.0005, NOVELTY: 0.006992±0.0000, AVERAGE_POPULARITY: 0.148910±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.993130±0.0001, DIVERSITY_HERFINDAHL: 0.999292±0.0000, COVERAGE_ITEM: 0.625845±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.412893±0.0015, SHANNON_ENTROPY: 12.199379±0.0088, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 4, 'shrink': 993, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064751±0.0030, PRECISION: 0.008859±0.0004, PRECISION_RECALL_MIN_DEN: 0.088588±0.0045, RECALL: 0.088588±0.0045, MAP: 0.046164±0.0020, MRR: 0.046164±0.0020, NDCG: 0.056214±0.0023, F1: 0.016107±0.0008, HIT_RATE: 0.088588±0.0045, ARHR: 0.046164±0.0020, RMSE: 0.993334±0.0002, NOVELTY: 0.006796±0.0000, AVERAGE_POPULARITY: 0.156334±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.991661±0.0001, DIVERSITY_HERFINDAHL: 0.999145±0.0000, COVERAGE_ITEM: 0.516042±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.356112±0.0011, SHANNON_ENTROPY: 11.779102±0.0084, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 198, 'shrink': 1997, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.060822±0.0012, PRECISION: 0.008555±0.0002, PRECISION_RECALL_MIN_DEN: 0.085548±0.0021, RECALL: 0.085548±0.0021, MAP: 0.043833±0.0012, MRR: 0.043833±0.0012, NDCG: 0.053651±0.0011, F1: 0.015554±0.0004, HIT_RATE: 0.085548±0.0021, ARHR: 0.043833±0.0012, RMSE: 0.988478±0.0002, NOVELTY: 0.005987±0.0000, AVERAGE_POPULARITY: 0.414044±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.957099±0.0002, DIVERSITY_HERFINDAHL: 0.995690±0.0000, COVERAGE_ITEM: 0.390419±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.224727±0.0012, SHANNON_ENTROPY: 9.937792±0.0143, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 199, 'shrink': 1180, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061766±0.0011, PRECISION: 0.008555±0.0002, PRECISION_RECALL_MIN_DEN: 0.085548±0.0020, RECALL: 0.085548±0.0020, MAP: 0.044239±0.0011, MRR: 0.044239±0.0011, NDCG: 0.053997±0.0009, F1: 0.015554±0.0004, HIT_RATE: 0.085548±0.0020, ARHR: 0.044239±0.0011, RMSE: 0.982759±0.0003, NOVELTY: 0.006133±0.0000, AVERAGE_POPULARITY: 0.368053±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.968917±0.0002, DIVERSITY_HERFINDAHL: 0.996871±0.0000, COVERAGE_ITEM: 0.422839±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249665±0.0008, SHANNON_ENTROPY: 10.363051±0.0111, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 13, 'shrink': 1985, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065686±0.0027, PRECISION: 0.009071±0.0004, PRECISION_RECALL_MIN_DEN: 0.090712±0.0040, RECALL: 0.090712±0.0040, MAP: 0.046928±0.0013, MRR: 0.046928±0.0013, NDCG: 0.057272±0.0017, F1: 0.016493±0.0007, HIT_RATE: 0.090712±0.0040, ARHR: 0.046928±0.0013, RMSE: 0.995051±0.0001, NOVELTY: 0.006662±0.0000, AVERAGE_POPULARITY: 0.199318±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.991497±0.0000, DIVERSITY_HERFINDAHL: 0.999129±0.0000, COVERAGE_ITEM: 0.518345±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.337769±0.0008, SHANNON_ENTROPY: 11.636379±0.0046, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 1102, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.057319±0.0024, PRECISION: 0.007968±0.0003, PRECISION_RECALL_MIN_DEN: 0.079675±0.0029, RECALL: 0.079675±0.0029, MAP: 0.041247±0.0017, MRR: 0.041247±0.0017, NDCG: 0.050309±0.0020, F1: 0.014486±0.0005, HIT_RATE: 0.079675±0.0029, ARHR: 0.041247±0.0017, RMSE: 0.995825±0.0001, NOVELTY: 0.006139±0.0000, AVERAGE_POPULARITY: 0.288745±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.980556±0.0001, DIVERSITY_HERFINDAHL: 0.998035±0.0000, COVERAGE_ITEM: 0.259238±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.232590±0.0011, SHANNON_ENTROPY: 10.209628±0.0087, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 26, 'shrink': 1998, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.053797±0.0022, PRECISION: 0.007630±0.0004, PRECISION_RECALL_MIN_DEN: 0.076302±0.0040, RECALL: 0.076302±0.0040, MAP: 0.038869±0.0011, MRR: 0.038869±0.0011, NDCG: 0.047653±0.0017, F1: 0.013873±0.0007, HIT_RATE: 0.076302±0.0040, ARHR: 0.038869±0.0011, RMSE: 0.994644±0.0002, NOVELTY: 0.005713±0.0000, AVERAGE_POPULARITY: 0.429781±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.961546±0.0004, DIVERSITY_HERFINDAHL: 0.996135±0.0000, COVERAGE_ITEM: 0.260135±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.182977±0.0006, SHANNON_ENTROPY: 9.496421±0.0072, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 3, 'shrink': 896, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064311±0.0029, PRECISION: 0.008692±0.0004, PRECISION_RECALL_MIN_DEN: 0.086922±0.0039, RECALL: 0.086922±0.0039, MAP: 0.045929±0.0022, MRR: 0.045929±0.0022, NDCG: 0.055661±0.0022, F1: 0.015804±0.0007, HIT_RATE: 0.086922±0.0039, ARHR: 0.045929±0.0022, RMSE: 0.993318±0.0002, NOVELTY: 0.006798±0.0000, AVERAGE_POPULARITY: 0.150611±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.990460±0.0001, DIVERSITY_HERFINDAHL: 0.999025±0.0000, COVERAGE_ITEM: 0.499075±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.357716±0.0010, SHANNON_ENTROPY: 11.737383±0.0080, 
CrossSearchBayesianSkopt: New best config found. Config 50: {'topK': 9, 'shrink': 1999, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065875±0.0026, PRECISION: 0.009088±0.0004, PRECISION_RECALL_MIN_DEN: 0.090879±0.0043, RECALL: 0.090879±0.0043, MAP: 0.047293±0.0014, MRR: 0.047293±0.0014, NDCG: 0.057587±0.0019, F1: 0.016523±0.0008, HIT_RATE: 0.090879±0.0043, ARHR: 0.047293±0.0014, RMSE: 0.995455±0.0001, NOVELTY: 0.006689±0.0000, AVERAGE_POPULARITY: 0.190422±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.991609±0.0001, DIVERSITY_HERFINDAHL: 0.999140±0.0000, COVERAGE_ITEM: 0.517578±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.338009±0.0015, SHANNON_ENTROPY: 11.645648±0.0096, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 193, 'shrink': 12, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.057448±0.0014, PRECISION: 0.007872±0.0003, PRECISION_RECALL_MIN_DEN: 0.078717±0.0026, RECALL: 0.078717±0.0026, MAP: 0.041536±0.0011, MRR: 0.041536±0.0011, NDCG: 0.050328±0.0013, F1: 0.014312±0.0005, HIT_RATE: 0.078717±0.0026, ARHR: 0.041536±0.0011, RMSE: 0.810887±0.0030, NOVELTY: 0.006551±0.0000, AVERAGE_POPULARITY: 0.274804±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.982801±0.0001, DIVERSITY_HERFINDAHL: 0.998260±0.0000, COVERAGE_ITEM: 0.550560±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.331555±0.0013, SHANNON_ENTROPY: 11.308087±0.0099, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 4, 'shrink': 1209, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065056±0.0028, PRECISION: 0.008892±0.0005, PRECISION_RECALL_MIN_DEN: 0.088921±0.0045, RECALL: 0.088921±0.0045, MAP: 0.046366±0.0019, MRR: 0.046366±0.0019, NDCG: 0.056449±0.0021, F1: 0.016168±0.0008, HIT_RATE: 0.088921±0.0045, ARHR: 0.046366±0.0019, RMSE: 0.994260±0.0002, NOVELTY: 0.006769±0.0000, AVERAGE_POPULARITY: 0.162579±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.991005±0.0001, DIVERSITY_HERFINDAHL: 0.999080±0.0000, COVERAGE_ITEM: 0.506656±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347652±0.0009, SHANNON_ENTROPY: 11.697576±0.0085, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 20, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.066278±0.0019, PRECISION: 0.009175±0.0004, PRECISION_RECALL_MIN_DEN: 0.091753±0.0037, RECALL: 0.091753±0.0037, MAP: 0.047142±0.0009, MRR: 0.047142±0.0009, NDCG: 0.057681±0.0012, F1: 0.016682±0.0007, HIT_RATE: 0.091753±0.0037, ARHR: 0.047142±0.0009, RMSE: 0.994580±0.0001, NOVELTY: 0.006607±0.0000, AVERAGE_POPULARITY: 0.217137±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990450±0.0001, DIVERSITY_HERFINDAHL: 0.999024±0.0000, COVERAGE_ITEM: 0.504061±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.329732±0.0007, SHANNON_ENTROPY: 11.529372±0.0079, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 4, 'shrink': 14, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.062761±0.0032, PRECISION: 0.008626±0.0005, PRECISION_RECALL_MIN_DEN: 0.086256±0.0050, RECALL: 0.086256±0.0050, MAP: 0.044749±0.0014, MRR: 0.044749±0.0014, NDCG: 0.054573±0.0022, F1: 0.015683±0.0009, HIT_RATE: 0.086256±0.0050, ARHR: 0.044749±0.0014, RMSE: 0.934073±0.0029, NOVELTY: 0.006902±0.0000, AVERAGE_POPULARITY: 0.161928±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.987137±0.0002, DIVERSITY_HERFINDAHL: 0.998693±0.0000, COVERAGE_ITEM: 0.541346±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.350223±0.0011, SHANNON_ENTROPY: 11.638238±0.0093, 
