CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2327, 'shrink': 143, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0684621876754077, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.028435±0.0020, PRECISION: 0.004449±0.0003, PRECISION_RECALL_MIN_DEN: 0.044490±0.0027, RECALL: 0.044490±0.0027, MAP: 0.019846±0.0010, MRR: 0.019846±0.0010, NDCG: 0.025563±0.0013, F1: 0.008089±0.0005, HIT_RATE: 0.044490±0.0027, ARHR: 0.019846±0.0010, RMSE: 57.902565±0.7074, NOVELTY: 0.004968±0.0000, AVERAGE_POPULARITY: 0.790128±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.637450±0.0007, DIVERSITY_HERFINDAHL: 0.963731±0.0001, COVERAGE_ITEM: 0.018113±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107402±0.0010, SHANNON_ENTROPY: 5.448045±0.0033, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1960, 'shrink': 1720, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1494591553616444, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037785±0.0024, PRECISION: 0.005763±0.0002, PRECISION_RECALL_MIN_DEN: 0.057633±0.0020, RECALL: 0.057633±0.0020, MAP: 0.025397±0.0015, MRR: 0.025397±0.0015, NDCG: 0.032925±0.0016, F1: 0.010479±0.0004, HIT_RATE: 0.057633±0.0020, ARHR: 0.025397±0.0015, RMSE: 0.765291±0.0065, NOVELTY: 0.005073±0.0000, AVERAGE_POPULARITY: 0.724599±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.780148±0.0012, DIVERSITY_HERFINDAHL: 0.977997±0.0001, COVERAGE_ITEM: 0.028278±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132334±0.0016, SHANNON_ENTROPY: 6.352401±0.0064, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 897, 'shrink': 200, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3712112471716007, 'feature_weighting': 'none'} - results: ROC_AUC: 0.031115±0.0019, PRECISION: 0.004747±0.0002, PRECISION_RECALL_MIN_DEN: 0.047471±0.0020, RECALL: 0.047471±0.0020, MAP: 0.021799±0.0016, MRR: 0.021799±0.0016, NDCG: 0.027771±0.0017, F1: 0.008631±0.0004, HIT_RATE: 0.047471±0.0020, ARHR: 0.021799±0.0016, RMSE: 0.850728±0.0029, NOVELTY: 0.005015±0.0000, AVERAGE_POPULARITY: 0.756087±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.746699±0.0006, DIVERSITY_HERFINDAHL: 0.974653±0.0001, COVERAGE_ITEM: 0.026656±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114694±0.0006, SHANNON_ENTROPY: 6.079187±0.0045, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 2064, 'shrink': 323, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7708036661834772, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035381±0.0020, PRECISION: 0.005501±0.0002, PRECISION_RECALL_MIN_DEN: 0.055014±0.0025, RECALL: 0.055014±0.0025, MAP: 0.024024±0.0011, MRR: 0.024024±0.0011, NDCG: 0.031233±0.0014, F1: 0.010002±0.0005, HIT_RATE: 0.055014±0.0025, ARHR: 0.024024±0.0011, RMSE: 1.755397±0.0135, NOVELTY: 0.005055±0.0000, AVERAGE_POPULARITY: 0.731703±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.765507±0.0010, DIVERSITY_HERFINDAHL: 0.976533±0.0001, COVERAGE_ITEM: 0.023444±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137614±0.0023, SHANNON_ENTROPY: 6.189338±0.0045, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 761, 'shrink': 52, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.473586049412441, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035341±0.0023, PRECISION: 0.005501±0.0003, PRECISION_RECALL_MIN_DEN: 0.055014±0.0029, RECALL: 0.055014±0.0029, MAP: 0.023750±0.0015, MRR: 0.023750±0.0015, NDCG: 0.031030±0.0018, F1: 0.010002±0.0005, HIT_RATE: 0.055014±0.0029, ARHR: 0.023750±0.0015, RMSE: 1.640094±0.0118, NOVELTY: 0.005232±0.0000, AVERAGE_POPULARITY: 0.627140±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.871533±0.0018, DIVERSITY_HERFINDAHL: 0.987134±0.0002, COVERAGE_ITEM: 0.052403±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148520±0.0022, SHANNON_ENTROPY: 7.326213±0.0167, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1700, 'shrink': 1912, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8363026587821627, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038151±0.0024, PRECISION: 0.005818±0.0003, PRECISION_RECALL_MIN_DEN: 0.058175±0.0026, RECALL: 0.058175±0.0026, MAP: 0.025717±0.0017, MRR: 0.025717±0.0017, NDCG: 0.033292±0.0019, F1: 0.010577±0.0005, HIT_RATE: 0.058175±0.0026, ARHR: 0.025717±0.0017, RMSE: 0.711683±0.0057, NOVELTY: 0.005095±0.0000, AVERAGE_POPULARITY: 0.711695±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.796482±0.0013, DIVERSITY_HERFINDAHL: 0.979630±0.0001, COVERAGE_ITEM: 0.030689±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136474±0.0018, SHANNON_ENTROPY: 6.497718±0.0093, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 704, 'shrink': 1065, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5616614737866009, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038693±0.0024, PRECISION: 0.005971±0.0004, PRECISION_RECALL_MIN_DEN: 0.059711±0.0036, RECALL: 0.059711±0.0036, MAP: 0.026159±0.0015, MRR: 0.026159±0.0015, NDCG: 0.033980±0.0020, F1: 0.010857±0.0006, HIT_RATE: 0.059711±0.0036, ARHR: 0.026159±0.0015, RMSE: 0.723654±0.0038, NOVELTY: 0.005306±0.0000, AVERAGE_POPULARITY: 0.603042±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.889155±0.0010, DIVERSITY_HERFINDAHL: 0.988895±0.0001, COVERAGE_ITEM: 0.071901±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150282±0.0015, SHANNON_ENTROPY: 7.688768±0.0104, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1875, 'shrink': 516, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1668145433178945, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032982±0.0026, PRECISION: 0.005145±0.0003, PRECISION_RECALL_MIN_DEN: 0.051445±0.0034, RECALL: 0.051445±0.0034, MAP: 0.022796±0.0016, MRR: 0.022796±0.0016, NDCG: 0.029439±0.0020, F1: 0.009354±0.0006, HIT_RATE: 0.051445±0.0034, ARHR: 0.022796±0.0016, RMSE: 3.852120±0.0619, NOVELTY: 0.004994±0.0000, AVERAGE_POPULARITY: 0.776068±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.697714±0.0019, DIVERSITY_HERFINDAHL: 0.969756±0.0002, COVERAGE_ITEM: 0.021044±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115890±0.0010, SHANNON_ENTROPY: 5.768898±0.0045, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1453, 'shrink': 849, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6270128664119956, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038693±0.0025, PRECISION: 0.005939±0.0003, PRECISION_RECALL_MIN_DEN: 0.059395±0.0027, RECALL: 0.059395±0.0027, MAP: 0.026105±0.0017, MRR: 0.026105±0.0017, NDCG: 0.033868±0.0019, F1: 0.010799±0.0005, HIT_RATE: 0.059395±0.0027, ARHR: 0.026105±0.0017, RMSE: 1.135596±0.0105, NOVELTY: 0.005122±0.0000, AVERAGE_POPULARITY: 0.695800±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.814303±0.0013, DIVERSITY_HERFINDAHL: 0.981412±0.0001, COVERAGE_ITEM: 0.034247±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140286±0.0004, SHANNON_ENTROPY: 6.673605±0.0119, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 1615, 'shrink': 9, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.15840796847506436, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.030116±0.0023, PRECISION: 0.004697±0.0003, PRECISION_RECALL_MIN_DEN: 0.046974±0.0029, RECALL: 0.046974±0.0029, MAP: 0.021035±0.0011, MRR: 0.021035±0.0011, NDCG: 0.027049±0.0015, F1: 0.008541±0.0005, HIT_RATE: 0.046974±0.0029, ARHR: 0.021035±0.0011, RMSE: 813.146284±10.7573, NOVELTY: 0.004994±0.0000, AVERAGE_POPULARITY: 0.773223±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.683895±0.0010, DIVERSITY_HERFINDAHL: 0.968374±0.0001, COVERAGE_ITEM: 0.023066±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104699±0.0019, SHANNON_ENTROPY: 5.719967±0.0059, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1440, 'shrink': 174, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4069302007172921, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.034563±0.0022, PRECISION: 0.005307±0.0003, PRECISION_RECALL_MIN_DEN: 0.053071±0.0031, RECALL: 0.053071±0.0031, MAP: 0.023039±0.0012, MRR: 0.023039±0.0012, NDCG: 0.030049±0.0016, F1: 0.009649±0.0006, HIT_RATE: 0.053071±0.0031, ARHR: 0.023039±0.0012, RMSE: 6.410720±0.1166, NOVELTY: 0.005026±0.0000, AVERAGE_POPULARITY: 0.753121±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.726953±0.0017, DIVERSITY_HERFINDAHL: 0.972679±0.0002, COVERAGE_ITEM: 0.024244±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118969±0.0015, SHANNON_ENTROPY: 5.983598±0.0062, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 1737, 'shrink': 1892, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.606751624338277, 'feature_weighting': 'none'} - results: ROC_AUC: 0.026583±0.0013, PRECISION: 0.004110±0.0001, PRECISION_RECALL_MIN_DEN: 0.041102±0.0013, RECALL: 0.041102±0.0013, MAP: 0.018424±0.0012, MRR: 0.018424±0.0012, NDCG: 0.023695±0.0012, F1: 0.007473±0.0002, HIT_RATE: 0.041102±0.0013, ARHR: 0.018424±0.0012, RMSE: 0.962158±0.0007, NOVELTY: 0.004950±0.0000, AVERAGE_POPULARITY: 0.801421±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.646115±0.0007, DIVERSITY_HERFINDAHL: 0.964597±0.0001, COVERAGE_ITEM: 0.014490±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122985±0.0012, SHANNON_ENTROPY: 5.387168±0.0029, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1350, 'shrink': 757, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.21124827668602913, 'feature_weighting': 'none'} - results: ROC_AUC: 0.027858±0.0014, PRECISION: 0.004232±0.0002, PRECISION_RECALL_MIN_DEN: 0.042322±0.0018, RECALL: 0.042322±0.0018, MAP: 0.019381±0.0010, MRR: 0.019381±0.0010, NDCG: 0.024720±0.0011, F1: 0.007695±0.0003, HIT_RATE: 0.042322±0.0018, ARHR: 0.019381±0.0010, RMSE: 0.918808±0.0014, NOVELTY: 0.004969±0.0000, AVERAGE_POPULARITY: 0.786864±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.683894±0.0004, DIVERSITY_HERFINDAHL: 0.968374±0.0000, COVERAGE_ITEM: 0.017226±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121293±0.0009, SHANNON_ENTROPY: 5.601455±0.0042, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 106, 'shrink': 1764, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9878202293051606, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.019025±0.0010, PRECISION: 0.002940±0.0002, PRECISION_RECALL_MIN_DEN: 0.029404±0.0015, RECALL: 0.029404±0.0015, MAP: 0.012897±0.0007, MRR: 0.012897±0.0007, NDCG: 0.016741±0.0007, F1: 0.005346±0.0003, HIT_RATE: 0.029404±0.0015, ARHR: 0.012897±0.0007, RMSE: 0.938060±0.0010, NOVELTY: 0.006541±0.0000, AVERAGE_POPULARITY: 0.269402±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987882±0.0001, DIVERSITY_HERFINDAHL: 0.998766±0.0000, COVERAGE_ITEM: 0.411928±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.360902±0.0010, SHANNON_ENTROPY: 11.388726±0.0085, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 106, 'shrink': 96, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.19563106134216596, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.027467±0.0012, PRECISION: 0.004219±0.0001, PRECISION_RECALL_MIN_DEN: 0.042186±0.0011, RECALL: 0.042186±0.0011, MAP: 0.018884±0.0009, MRR: 0.018884±0.0009, NDCG: 0.024308±0.0009, F1: 0.007670±0.0002, HIT_RATE: 0.042186±0.0011, ARHR: 0.018884±0.0009, RMSE: 14.796446±0.4800, NOVELTY: 0.005734±0.0000, AVERAGE_POPULARITY: 0.448357±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.957054±0.0003, DIVERSITY_HERFINDAHL: 0.995684±0.0000, COVERAGE_ITEM: 0.253928±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201016±0.0006, SHANNON_ENTROPY: 9.554655±0.0096, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 611, 'shrink': 1092, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.647060578247961, 'feature_weighting': 'none'} - results: ROC_AUC: 0.032279±0.0018, PRECISION: 0.004896±0.0001, PRECISION_RECALL_MIN_DEN: 0.048961±0.0013, RECALL: 0.048961±0.0013, MAP: 0.022485±0.0013, MRR: 0.022485±0.0013, NDCG: 0.028651±0.0013, F1: 0.008902±0.0002, HIT_RATE: 0.048961±0.0013, ARHR: 0.022485±0.0013, RMSE: 0.961434±0.0009, NOVELTY: 0.005073±0.0000, AVERAGE_POPULARITY: 0.716928±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.802070±0.0008, DIVERSITY_HERFINDAHL: 0.980189±0.0001, COVERAGE_ITEM: 0.038637±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115094±0.0018, SHANNON_ENTROPY: 6.548099±0.0066, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 2208, 'shrink': 300, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.541343262390382, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035276±0.0020, PRECISION: 0.005465±0.0003, PRECISION_RECALL_MIN_DEN: 0.054652±0.0029, RECALL: 0.054652±0.0029, MAP: 0.023997±0.0012, MRR: 0.023997±0.0012, NDCG: 0.031132±0.0016, F1: 0.009937±0.0005, HIT_RATE: 0.054652±0.0029, ARHR: 0.023997±0.0012, RMSE: 1.844728±0.0147, NOVELTY: 0.005050±0.0000, AVERAGE_POPULARITY: 0.735028±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.761938±0.0010, DIVERSITY_HERFINDAHL: 0.976177±0.0001, COVERAGE_ITEM: 0.023217±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135957±0.0020, SHANNON_ENTROPY: 6.158988±0.0053, 
CrossSearchBayesianSkopt: New best config found. Config 43: {'topK': 1437, 'shrink': 371, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3863991034351252, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039110±0.0026, PRECISION: 0.006016±0.0003, PRECISION_RECALL_MIN_DEN: 0.060163±0.0026, RECALL: 0.060163±0.0026, MAP: 0.026359±0.0017, MRR: 0.026359±0.0017, NDCG: 0.034244±0.0019, F1: 0.010939±0.0005, HIT_RATE: 0.060163±0.0026, ARHR: 0.026359±0.0017, RMSE: 1.156250±0.0117, NOVELTY: 0.005141±0.0000, AVERAGE_POPULARITY: 0.683800±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.827652±0.0015, DIVERSITY_HERFINDAHL: 0.982747±0.0002, COVERAGE_ITEM: 0.037405±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140036±0.0008, SHANNON_ENTROPY: 6.793127±0.0101, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1503, 'shrink': 1447, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8610796543608599, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.030608±0.0025, PRECISION: 0.004743±0.0003, PRECISION_RECALL_MIN_DEN: 0.047425±0.0035, RECALL: 0.047425±0.0035, MAP: 0.021445±0.0015, MRR: 0.021445±0.0015, NDCG: 0.027471±0.0019, F1: 0.008623±0.0006, HIT_RATE: 0.047425±0.0035, ARHR: 0.021445±0.0015, RMSE: 4.221247±0.0658, NOVELTY: 0.005000±0.0000, AVERAGE_POPULARITY: 0.769080±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.693703±0.0007, DIVERSITY_HERFINDAHL: 0.969355±0.0001, COVERAGE_ITEM: 0.024234±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104831±0.0017, SHANNON_ENTROPY: 5.782740±0.0032, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035195±0.0024, PRECISION: 0.005420±0.0003, PRECISION_RECALL_MIN_DEN: 0.054201±0.0030, RECALL: 0.054201±0.0030, MAP: 0.023889±0.0016, MRR: 0.023889±0.0016, NDCG: 0.030953±0.0019, F1: 0.009855±0.0005, HIT_RATE: 0.054201±0.0030, ARHR: 0.023889±0.0016, RMSE: 0.718636±0.0054, NOVELTY: 0.005025±0.0000, AVERAGE_POPULARITY: 0.753898±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.739044±0.0021, DIVERSITY_HERFINDAHL: 0.973888±0.0002, COVERAGE_ITEM: 0.023477±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123391±0.0009, SHANNON_ENTROPY: 6.018177±0.0106, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035045±0.0023, PRECISION: 0.005438±0.0003, PRECISION_RECALL_MIN_DEN: 0.054381±0.0028, RECALL: 0.054381±0.0028, MAP: 0.023779±0.0014, MRR: 0.023779±0.0014, NDCG: 0.030904±0.0017, F1: 0.009887±0.0005, HIT_RATE: 0.054381±0.0028, ARHR: 0.023779±0.0014, RMSE: 1882.545096±14.4705, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.755368±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.736767±0.0018, DIVERSITY_HERFINDAHL: 0.973660±0.0002, COVERAGE_ITEM: 0.022871±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124528±0.0012, SHANNON_ENTROPY: 5.999147±0.0084, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 2994, 'shrink': 1970, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05329613456623662, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035070±0.0022, PRECISION: 0.005434±0.0003, PRECISION_RECALL_MIN_DEN: 0.054336±0.0028, RECALL: 0.054336±0.0028, MAP: 0.023806±0.0014, MRR: 0.023806±0.0014, NDCG: 0.030915±0.0017, F1: 0.009879±0.0005, HIT_RATE: 0.054336±0.0028, ARHR: 0.023806±0.0014, RMSE: 0.790749±0.0064, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.755230±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.737083±0.0019, DIVERSITY_HERFINDAHL: 0.973692±0.0002, COVERAGE_ITEM: 0.022893±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124534±0.0011, SHANNON_ENTROPY: 6.000757±0.0083, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 2808, 'shrink': 5, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.04020392684650021, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035491±0.0024, PRECISION: 0.005474±0.0003, PRECISION_RECALL_MIN_DEN: 0.054743±0.0029, RECALL: 0.054743±0.0029, MAP: 0.024061±0.0015, MRR: 0.024061±0.0015, NDCG: 0.031209±0.0018, F1: 0.009953±0.0005, HIT_RATE: 0.054743±0.0029, ARHR: 0.024061±0.0015, RMSE: 365.755413±2.8672, NOVELTY: 0.005029±0.0000, AVERAGE_POPULARITY: 0.751441±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.742675±0.0018, DIVERSITY_HERFINDAHL: 0.974251±0.0002, COVERAGE_ITEM: 0.023487±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125619±0.0009, SHANNON_ENTROPY: 6.044727±0.0081, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035195±0.0024, PRECISION: 0.005420±0.0003, PRECISION_RECALL_MIN_DEN: 0.054201±0.0030, RECALL: 0.054201±0.0030, MAP: 0.023889±0.0016, MRR: 0.023889±0.0016, NDCG: 0.030953±0.0019, F1: 0.009855±0.0005, HIT_RATE: 0.054201±0.0030, ARHR: 0.023889±0.0016, RMSE: 0.718636±0.0054, NOVELTY: 0.005025±0.0000, AVERAGE_POPULARITY: 0.753898±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.739044±0.0021, DIVERSITY_HERFINDAHL: 0.973888±0.0002, COVERAGE_ITEM: 0.023477±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123391±0.0009, SHANNON_ENTROPY: 6.018177±0.0106, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 26, 'shrink': 1830, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.05271927910526332, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.004446±0.0006, PRECISION: 0.000759±0.0001, PRECISION_RECALL_MIN_DEN: 0.007588±0.0012, RECALL: 0.007588±0.0012, MAP: 0.002797±0.0004, MRR: 0.002797±0.0004, NDCG: 0.003905±0.0006, F1: 0.001380±0.0002, HIT_RATE: 0.007588±0.0012, ARHR: 0.002797±0.0004, RMSE: 0.990562±0.0005, NOVELTY: 0.007626±0.0000, AVERAGE_POPULARITY: 0.068683±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.996013±0.0001, DIVERSITY_HERFINDAHL: 0.999579±0.0000, COVERAGE_ITEM: 0.627824±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.556553±0.0010, SHANNON_ENTROPY: 12.834026±0.0032, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1128, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039230±0.0030, PRECISION: 0.006025±0.0003, PRECISION_RECALL_MIN_DEN: 0.060253±0.0028, RECALL: 0.060253±0.0028, MAP: 0.026281±0.0019, MRR: 0.026281±0.0019, NDCG: 0.034210±0.0021, F1: 0.010955±0.0005, HIT_RATE: 0.060253±0.0028, ARHR: 0.026281±0.0019, RMSE: 1051.668144±10.5889, NOVELTY: 0.005172±0.0000, AVERAGE_POPULARITY: 0.669041±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.839748±0.0019, DIVERSITY_HERFINDAHL: 0.983956±0.0002, COVERAGE_ITEM: 0.041795±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145321±0.0010, SHANNON_ENTROPY: 6.967655±0.0152, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 2984, 'shrink': 70, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6625583304556149, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.031522±0.0017, PRECISION: 0.004869±0.0002, PRECISION_RECALL_MIN_DEN: 0.048690±0.0020, RECALL: 0.048690±0.0020, MAP: 0.021381±0.0010, MRR: 0.021381±0.0010, NDCG: 0.027740±0.0012, F1: 0.008853±0.0004, HIT_RATE: 0.048690±0.0020, ARHR: 0.021381±0.0010, RMSE: 11.664882±0.2208, NOVELTY: 0.005014±0.0000, AVERAGE_POPULARITY: 0.756807±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.706462±0.0024, DIVERSITY_HERFINDAHL: 0.970630±0.0002, COVERAGE_ITEM: 0.020470±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121671±0.0010, SHANNON_ENTROPY: 5.823739±0.0084, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 4, 'shrink': 124, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.4201013795961973, 'feature_weighting': 'none'} - results: ROC_AUC: 0.004567±0.0006, PRECISION: 0.000818±0.0001, PRECISION_RECALL_MIN_DEN: 0.008175±0.0008, RECALL: 0.008175±0.0008, MAP: 0.002962±0.0004, MRR: 0.002962±0.0004, NDCG: 0.004157±0.0005, F1: 0.001486±0.0002, HIT_RATE: 0.008175±0.0008, ARHR: 0.002962±0.0004, RMSE: 0.999537±0.0014, NOVELTY: 0.006998±0.0001, AVERAGE_POPULARITY: 0.125392±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.981382±0.0006, DIVERSITY_HERFINDAHL: 0.998116±0.0001, COVERAGE_ITEM: 0.481536±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.401596±0.0020, SHANNON_ENTROPY: 11.707767±0.0211, 
