CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 1370, 'shrink': 972, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4659765866607084, 'tversky_beta': 0.18627103480235133} - results: ROC_AUC: 0.029554±0.0017, PRECISION: 0.004539±0.0002, PRECISION_RECALL_MIN_DEN: 0.045393±0.0017, RECALL: 0.045393±0.0017, MAP: 0.020480±0.0014, MRR: 0.020480±0.0014, NDCG: 0.026273±0.0014, F1: 0.008253±0.0003, HIT_RATE: 0.045393±0.0017, ARHR: 0.020480±0.0014, RMSE: 0.949145±0.0009, NOVELTY: 0.004998±0.0000, AVERAGE_POPULARITY: 0.765793±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.715075±0.0008, DIVERSITY_HERFINDAHL: 0.971491±0.0001, COVERAGE_ITEM: 0.021606±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118756±0.0011, SHANNON_ENTROPY: 5.861116±0.0057, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 547, 'shrink': 530, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.9253655055413808, 'tversky_beta': 1.520555462535261} - results: ROC_AUC: 0.031562±0.0024, PRECISION: 0.004914±0.0003, PRECISION_RECALL_MIN_DEN: 0.049142±0.0026, RECALL: 0.049142±0.0026, MAP: 0.021724±0.0016, MRR: 0.021724±0.0016, NDCG: 0.028092±0.0018, F1: 0.008935±0.0005, HIT_RATE: 0.049142±0.0026, ARHR: 0.021724±0.0016, RMSE: 0.950873±0.0010, NOVELTY: 0.005088±0.0000, AVERAGE_POPULARITY: 0.704125±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.813868±0.0004, DIVERSITY_HERFINDAHL: 0.981368±0.0000, COVERAGE_ITEM: 0.038086±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120770±0.0016, SHANNON_ENTROPY: 6.629554±0.0039, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 995, 'shrink': 908, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.5021505199863535, 'tversky_beta': 1.5622206495918511} - results: ROC_AUC: 0.030282±0.0019, PRECISION: 0.004625±0.0002, PRECISION_RECALL_MIN_DEN: 0.046251±0.0024, RECALL: 0.046251±0.0024, MAP: 0.020888±0.0013, MRR: 0.020888±0.0013, NDCG: 0.026794±0.0015, F1: 0.008409±0.0004, HIT_RATE: 0.046251±0.0024, ARHR: 0.020888±0.0013, RMSE: 0.954025±0.0009, NOVELTY: 0.005024±0.0000, AVERAGE_POPULARITY: 0.746845±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.750514±0.0012, DIVERSITY_HERFINDAHL: 0.975034±0.0001, COVERAGE_ITEM: 0.026569±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116129±0.0022, SHANNON_ENTROPY: 6.102376±0.0035, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 438, 'shrink': 1579, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.6034744733835673, 'tversky_beta': 0.8706627165466827} - results: ROC_AUC: 0.031647±0.0020, PRECISION: 0.004914±0.0002, PRECISION_RECALL_MIN_DEN: 0.049142±0.0020, RECALL: 0.049142±0.0020, MAP: 0.022002±0.0015, MRR: 0.022002±0.0015, NDCG: 0.028302±0.0015, F1: 0.008935±0.0004, HIT_RATE: 0.049142±0.0020, ARHR: 0.022002±0.0015, RMSE: 0.982811±0.0005, NOVELTY: 0.005115±0.0000, AVERAGE_POPULARITY: 0.686904±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.832753±0.0006, DIVERSITY_HERFINDAHL: 0.983256±0.0001, COVERAGE_ITEM: 0.044347±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122114±0.0014, SHANNON_ENTROPY: 6.836454±0.0054, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1201, 'shrink': 78, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.267901347314156, 'tversky_beta': 0.0007954434356278741} - results: ROC_AUC: 0.031577±0.0020, PRECISION: 0.004846±0.0002, PRECISION_RECALL_MIN_DEN: 0.048464±0.0024, RECALL: 0.048464±0.0024, MAP: 0.021907±0.0016, MRR: 0.021907±0.0016, NDCG: 0.028084±0.0017, F1: 0.008812±0.0004, HIT_RATE: 0.048464±0.0024, ARHR: 0.021907±0.0016, RMSE: 0.818547±0.0064, NOVELTY: 0.005021±0.0000, AVERAGE_POPULARITY: 0.749794±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.752204±0.0010, DIVERSITY_HERFINDAHL: 0.975203±0.0001, COVERAGE_ITEM: 0.024353±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123916±0.0016, SHANNON_ENTROPY: 6.092243±0.0036, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 2368, 'shrink': 1667, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9609091266853973, 'tversky_beta': 1.3888625728962651} - results: ROC_AUC: 0.027632±0.0014, PRECISION: 0.004182±0.0002, PRECISION_RECALL_MIN_DEN: 0.041825±0.0017, RECALL: 0.041825±0.0017, MAP: 0.019205±0.0013, MRR: 0.019205±0.0013, NDCG: 0.024473±0.0013, F1: 0.007605±0.0003, HIT_RATE: 0.041825±0.0017, ARHR: 0.019205±0.0013, RMSE: 0.961806±0.0006, NOVELTY: 0.004953±0.0000, AVERAGE_POPULARITY: 0.799956±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.642614±0.0007, DIVERSITY_HERFINDAHL: 0.964247±0.0001, COVERAGE_ITEM: 0.014328±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125856±0.0024, SHANNON_ENTROPY: 5.401447±0.0046, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 2807, 'shrink': 75, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.3106953245433026, 'tversky_beta': 1.199596151502007} - results: ROC_AUC: 0.028149±0.0013, PRECISION: 0.004205±0.0001, PRECISION_RECALL_MIN_DEN: 0.042051±0.0013, RECALL: 0.042051±0.0013, MAP: 0.019543±0.0010, MRR: 0.019543±0.0010, NDCG: 0.024798±0.0011, F1: 0.007646±0.0002, HIT_RATE: 0.042051±0.0013, ARHR: 0.019543±0.0010, RMSE: 0.765147±0.0042, NOVELTY: 0.004946±0.0000, AVERAGE_POPULARITY: 0.805630±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.641029±0.0018, DIVERSITY_HERFINDAHL: 0.964088±0.0002, COVERAGE_ITEM: 0.013031±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134180±0.0026, SHANNON_ENTROPY: 5.369505±0.0064, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 713, 'shrink': 869, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0515559787191069, 'tversky_beta': 1.2550040067588948} - results: ROC_AUC: 0.031070±0.0017, PRECISION: 0.004788±0.0002, PRECISION_RECALL_MIN_DEN: 0.047877±0.0023, RECALL: 0.047877±0.0023, MAP: 0.021540±0.0012, MRR: 0.021540±0.0012, NDCG: 0.027659±0.0015, F1: 0.008705±0.0004, HIT_RATE: 0.047877±0.0023, ARHR: 0.021540±0.0012, RMSE: 0.958306±0.0009, NOVELTY: 0.005058±0.0000, AVERAGE_POPULARITY: 0.723537±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.789123±0.0010, DIVERSITY_HERFINDAHL: 0.978894±0.0001, COVERAGE_ITEM: 0.032603±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117821±0.0022, SHANNON_ENTROPY: 6.394071±0.0051, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 2030, 'shrink': 410, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.7256365305099846, 'tversky_beta': 0.0635633291243647} - results: ROC_AUC: 0.028521±0.0015, PRECISION: 0.004381±0.0002, PRECISION_RECALL_MIN_DEN: 0.043812±0.0019, RECALL: 0.043812±0.0019, MAP: 0.019920±0.0013, MRR: 0.019920±0.0013, NDCG: 0.025471±0.0014, F1: 0.007966±0.0003, HIT_RATE: 0.043812±0.0019, ARHR: 0.019920±0.0013, RMSE: 0.882337±0.0015, NOVELTY: 0.004967±0.0000, AVERAGE_POPULARITY: 0.789475±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.671650±0.0005, DIVERSITY_HERFINDAHL: 0.967150±0.0000, COVERAGE_ITEM: 0.016231±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125881±0.0014, SHANNON_ENTROPY: 5.569609±0.0039, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 886, 'shrink': 1661, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.9401319082093766, 'tversky_beta': 0.7279661617471888} - results: ROC_AUC: 0.030563±0.0019, PRECISION: 0.004693±0.0002, PRECISION_RECALL_MIN_DEN: 0.046929±0.0022, RECALL: 0.046929±0.0022, MAP: 0.021231±0.0014, MRR: 0.021231±0.0014, NDCG: 0.027203±0.0015, F1: 0.008532±0.0004, HIT_RATE: 0.046929±0.0022, ARHR: 0.021231±0.0014, RMSE: 0.974588±0.0006, NOVELTY: 0.005036±0.0000, AVERAGE_POPULARITY: 0.738858±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.765123±0.0007, DIVERSITY_HERFINDAHL: 0.976495±0.0001, COVERAGE_ITEM: 0.028278±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117700±0.0020, SHANNON_ENTROPY: 6.205711±0.0024, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 1457, 'shrink': 700, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.49265836059711143, 'tversky_beta': 0.6761156547301309} - results: ROC_AUC: 0.029108±0.0019, PRECISION: 0.004404±0.0002, PRECISION_RECALL_MIN_DEN: 0.044038±0.0020, RECALL: 0.044038±0.0020, MAP: 0.020270±0.0014, MRR: 0.020270±0.0014, NDCG: 0.025807±0.0015, F1: 0.008007±0.0004, HIT_RATE: 0.044038±0.0020, ARHR: 0.020270±0.0014, RMSE: 0.927586±0.0012, NOVELTY: 0.004992±0.0000, AVERAGE_POPULARITY: 0.770006±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.705790±0.0009, DIVERSITY_HERFINDAHL: 0.970563±0.0001, COVERAGE_ITEM: 0.020535±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119080±0.0019, SHANNON_ENTROPY: 5.798385±0.0057, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 2961, 'shrink': 1418, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.720900363902503, 'tversky_beta': 0.866366840303427} - results: ROC_AUC: 0.026418±0.0009, PRECISION: 0.003979±0.0001, PRECISION_RECALL_MIN_DEN: 0.039792±0.0011, RECALL: 0.039792±0.0011, MAP: 0.018256±0.0010, MRR: 0.018256±0.0010, NDCG: 0.023281±0.0009, F1: 0.007235±0.0002, HIT_RATE: 0.039792±0.0011, ARHR: 0.018256±0.0010, RMSE: 0.947940±0.0008, NOVELTY: 0.004938±0.0000, AVERAGE_POPULARITY: 0.811414±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.612107±0.0013, DIVERSITY_HERFINDAHL: 0.961197±0.0001, COVERAGE_ITEM: 0.011873±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132724±0.0011, SHANNON_ENTROPY: 5.220576±0.0033, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1145, 'shrink': 1627, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.286322163629039, 'tversky_beta': 1.6569056957666664} - results: ROC_AUC: 0.030076±0.0019, PRECISION: 0.004589±0.0002, PRECISION_RECALL_MIN_DEN: 0.045890±0.0019, RECALL: 0.045890±0.0019, MAP: 0.020835±0.0013, MRR: 0.020835±0.0013, NDCG: 0.026667±0.0014, F1: 0.008344±0.0004, HIT_RATE: 0.045890±0.0019, ARHR: 0.020835±0.0013, RMSE: 0.970468±0.0006, NOVELTY: 0.005011±0.0000, AVERAGE_POPULARITY: 0.755749±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.733506±0.0007, DIVERSITY_HERFINDAHL: 0.973334±0.0001, COVERAGE_ITEM: 0.024374±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115825±0.0022, SHANNON_ENTROPY: 5.984492±0.0041, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 769, 'shrink': 1786, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4846126950656227, 'tversky_beta': 1.460803051646649} - results: ROC_AUC: 0.030714±0.0017, PRECISION: 0.004711±0.0002, PRECISION_RECALL_MIN_DEN: 0.047109±0.0022, RECALL: 0.047109±0.0022, MAP: 0.021293±0.0011, MRR: 0.021293±0.0011, NDCG: 0.027293±0.0013, F1: 0.008565±0.0004, HIT_RATE: 0.047109±0.0022, ARHR: 0.021293±0.0011, RMSE: 0.978938±0.0005, NOVELTY: 0.005051±0.0000, AVERAGE_POPULARITY: 0.728717±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.781477±0.0007, DIVERSITY_HERFINDAHL: 0.978130±0.0001, COVERAGE_ITEM: 0.030906±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118352±0.0018, SHANNON_ENTROPY: 6.331207±0.0070, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 2942, 'shrink': 1529, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.391991182354075, 'tversky_beta': 0.9659870621541626} - results: ROC_AUC: 0.026563±0.0009, PRECISION: 0.003988±0.0001, PRECISION_RECALL_MIN_DEN: 0.039883±0.0013, RECALL: 0.039883±0.0013, MAP: 0.018328±0.0009, MRR: 0.018328±0.0009, NDCG: 0.023359±0.0009, F1: 0.007251±0.0002, HIT_RATE: 0.039883±0.0013, ARHR: 0.018328±0.0009, RMSE: 0.953116±0.0008, NOVELTY: 0.004939±0.0000, AVERAGE_POPULARITY: 0.810957±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.614320±0.0014, DIVERSITY_HERFINDAHL: 0.961418±0.0001, COVERAGE_ITEM: 0.011992±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132511±0.0018, SHANNON_ENTROPY: 5.232361±0.0042, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 1318, 'shrink': 1862, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.1502157468281409, 'tversky_beta': 1.4108798524254142} - results: ROC_AUC: 0.029389±0.0018, PRECISION: 0.004490±0.0002, PRECISION_RECALL_MIN_DEN: 0.044896±0.0020, RECALL: 0.044896±0.0020, MAP: 0.020309±0.0015, MRR: 0.020309±0.0015, NDCG: 0.026030±0.0015, F1: 0.008163±0.0004, HIT_RATE: 0.044896±0.0020, ARHR: 0.020309±0.0015, RMSE: 0.971781±0.0005, NOVELTY: 0.004999±0.0000, AVERAGE_POPULARITY: 0.764355±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.716445±0.0012, DIVERSITY_HERFINDAHL: 0.971628±0.0001, COVERAGE_ITEM: 0.022038±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117393±0.0005, SHANNON_ENTROPY: 5.870827±0.0063, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 1087, 'shrink': 995, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.33265470450626583, 'tversky_beta': 0.8218874106373515} - results: ROC_AUC: 0.030106±0.0019, PRECISION: 0.004639±0.0002, PRECISION_RECALL_MIN_DEN: 0.046387±0.0021, RECALL: 0.046387±0.0021, MAP: 0.020823±0.0013, MRR: 0.020823±0.0013, NDCG: 0.026767±0.0014, F1: 0.008434±0.0004, HIT_RATE: 0.046387±0.0021, ARHR: 0.020823±0.0013, RMSE: 0.953512±0.0009, NOVELTY: 0.005016±0.0000, AVERAGE_POPULARITY: 0.752612±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.739899±0.0008, DIVERSITY_HERFINDAHL: 0.973973±0.0001, COVERAGE_ITEM: 0.025337±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114960±0.0019, SHANNON_ENTROPY: 6.026134±0.0050, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1173, 'shrink': 1307, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.2521780720735847, 'tversky_beta': 1.7404121201591551} - results: ROC_AUC: 0.029840±0.0020, PRECISION: 0.004562±0.0002, PRECISION_RECALL_MIN_DEN: 0.045619±0.0019, RECALL: 0.045619±0.0019, MAP: 0.020643±0.0014, MRR: 0.020643±0.0014, NDCG: 0.026456±0.0014, F1: 0.008294±0.0003, HIT_RATE: 0.045619±0.0019, ARHR: 0.020643±0.0014, RMSE: 0.963494±0.0007, NOVELTY: 0.005010±0.0000, AVERAGE_POPULARITY: 0.757166±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.730298±0.0005, DIVERSITY_HERFINDAHL: 0.973013±0.0001, COVERAGE_ITEM: 0.024201±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115045±0.0019, SHANNON_ENTROPY: 5.964964±0.0035, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1897, 'shrink': 530, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8886329758618488, 'tversky_beta': 1.0833724003485743} - results: ROC_AUC: 0.028566±0.0015, PRECISION: 0.004413±0.0002, PRECISION_RECALL_MIN_DEN: 0.044128±0.0017, RECALL: 0.044128±0.0017, MAP: 0.019976±0.0013, MRR: 0.019976±0.0013, NDCG: 0.025583±0.0013, F1: 0.008023±0.0003, HIT_RATE: 0.044128±0.0017, ARHR: 0.019976±0.0013, RMSE: 0.911224±0.0012, NOVELTY: 0.004972±0.0000, AVERAGE_POPULARITY: 0.785479±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.679016±0.0005, DIVERSITY_HERFINDAHL: 0.967886±0.0001, COVERAGE_ITEM: 0.017042±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124190±0.0017, SHANNON_ENTROPY: 5.615099±0.0037, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.001867±0.0005, PRECISION: 0.000321±0.0001, PRECISION_RECALL_MIN_DEN: 0.003207±0.0007, RECALL: 0.003207±0.0007, MAP: 0.001140±0.0003, MRR: 0.001140±0.0003, NDCG: 0.001620±0.0004, F1: 0.000583±0.0001, HIT_RATE: 0.003207±0.0007, ARHR: 0.001140±0.0003, RMSE: 0.998455±0.0008, NOVELTY: 0.007342±0.0002, AVERAGE_POPULARITY: 0.048709±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.727792±0.0034, DIVERSITY_HERFINDAHL: 0.972763±0.0003, COVERAGE_ITEM: 0.371852±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.219706±0.0020, SHANNON_ENTROPY: 8.036405±0.0380, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 78, 'shrink': 1981, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.16134239250527907, 'tversky_beta': 0.13842864230900356} - results: ROC_AUC: 0.024445±0.0026, PRECISION: 0.003776±0.0004, PRECISION_RECALL_MIN_DEN: 0.037760±0.0036, RECALL: 0.037760±0.0036, MAP: 0.016666±0.0022, MRR: 0.016666±0.0022, NDCG: 0.021577±0.0025, F1: 0.006865±0.0007, HIT_RATE: 0.037760±0.0036, ARHR: 0.016666±0.0022, RMSE: 0.995509±0.0002, NOVELTY: 0.005497±0.0000, AVERAGE_POPULARITY: 0.493060±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.950736±0.0003, DIVERSITY_HERFINDAHL: 0.995052±0.0000, COVERAGE_ITEM: 0.146029±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.174871±0.0006, SHANNON_ENTROPY: 8.903705±0.0092, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 36, 'shrink': 1873, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.920122426224285, 'tversky_beta': 1.9696612291754065} - results: ROC_AUC: 0.017806±0.0023, PRECISION: 0.002891±0.0003, PRECISION_RECALL_MIN_DEN: 0.028907±0.0029, RECALL: 0.028907±0.0029, MAP: 0.011719±0.0014, MRR: 0.011719±0.0014, NDCG: 0.015704±0.0018, F1: 0.005256±0.0005, HIT_RATE: 0.028907±0.0029, ARHR: 0.011719±0.0014, RMSE: 0.997779±0.0001, NOVELTY: 0.005802±0.0000, AVERAGE_POPULARITY: 0.385761±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.975999±0.0002, DIVERSITY_HERFINDAHL: 0.997578±0.0000, COVERAGE_ITEM: 0.237480±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229368±0.0008, SHANNON_ENTROPY: 10.009567±0.0105, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 2603, 'shrink': 79, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.05172514260436968, 'tversky_beta': 1.8931365833487577} - results: ROC_AUC: 0.027125±0.0013, PRECISION: 0.004106±0.0001, PRECISION_RECALL_MIN_DEN: 0.041057±0.0013, RECALL: 0.041057±0.0013, MAP: 0.018758±0.0011, MRR: 0.018758±0.0011, NDCG: 0.023957±0.0012, F1: 0.007465±0.0002, HIT_RATE: 0.041057±0.0013, ARHR: 0.018758±0.0011, RMSE: 0.753320±0.0037, NOVELTY: 0.004950±0.0000, AVERAGE_POPULARITY: 0.801685±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.641089±0.0008, DIVERSITY_HERFINDAHL: 0.964094±0.0001, COVERAGE_ITEM: 0.013095±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132853±0.0014, SHANNON_ENTROPY: 5.363790±0.0042, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 2963, 'shrink': 81, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.027093051385750584, 'tversky_beta': 0.08362817452089245} - results: ROC_AUC: 0.026388±0.0009, PRECISION: 0.003970±0.0001, PRECISION_RECALL_MIN_DEN: 0.039702±0.0012, RECALL: 0.039702±0.0012, MAP: 0.018260±0.0010, MRR: 0.018260±0.0010, NDCG: 0.023264±0.0010, F1: 0.007219±0.0002, HIT_RATE: 0.039702±0.0012, ARHR: 0.018260±0.0010, RMSE: 0.903264±0.0111, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.811781±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.611117±0.0012, DIVERSITY_HERFINDAHL: 0.961098±0.0001, COVERAGE_ITEM: 0.011787±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133206±0.0012, SHANNON_ENTROPY: 5.215584±0.0028, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 93, 'shrink': 1919, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.19629633460540302, 'tversky_beta': 0.02002640440487902} - results: ROC_AUC: 0.025329±0.0021, PRECISION: 0.003862±0.0003, PRECISION_RECALL_MIN_DEN: 0.038618±0.0028, RECALL: 0.038618±0.0028, MAP: 0.017529±0.0015, MRR: 0.017529±0.0015, NDCG: 0.022436±0.0018, F1: 0.007021±0.0005, HIT_RATE: 0.038618±0.0028, ARHR: 0.017529±0.0015, RMSE: 0.994664±0.0003, NOVELTY: 0.005439±0.0000, AVERAGE_POPULARITY: 0.516549±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.943037±0.0003, DIVERSITY_HERFINDAHL: 0.994282±0.0000, COVERAGE_ITEM: 0.128391±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.165197±0.0006, SHANNON_ENTROPY: 8.654376±0.0074, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 361, 'shrink': 85, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.08099201053110529, 'tversky_beta': 1.8844367270390878} - results: ROC_AUC: 0.031015±0.0018, PRECISION: 0.004770±0.0002, PRECISION_RECALL_MIN_DEN: 0.047696±0.0022, RECALL: 0.047696±0.0022, MAP: 0.021262±0.0013, MRR: 0.021262±0.0013, NDCG: 0.027418±0.0015, F1: 0.008672±0.0004, HIT_RATE: 0.047696±0.0022, ARHR: 0.021262±0.0013, RMSE: 0.894636±0.0011, NOVELTY: 0.005154±0.0000, AVERAGE_POPULARITY: 0.659857±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.859245±0.0002, DIVERSITY_HERFINDAHL: 0.985905±0.0000, COVERAGE_ITEM: 0.049235±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129772±0.0004, SHANNON_ENTROPY: 7.091240±0.0045, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 2724, 'shrink': 1990, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.844206887480725, 'tversky_beta': 1.9805228683932274} - results: ROC_AUC: 0.026930±0.0012, PRECISION: 0.004038±0.0001, PRECISION_RECALL_MIN_DEN: 0.040379±0.0012, RECALL: 0.040379±0.0012, MAP: 0.018674±0.0011, MRR: 0.018674±0.0011, NDCG: 0.023739±0.0011, F1: 0.007342±0.0002, HIT_RATE: 0.040379±0.0012, ARHR: 0.018674±0.0011, RMSE: 0.965687±0.0005, NOVELTY: 0.004943±0.0000, AVERAGE_POPULARITY: 0.807247±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.624277±0.0011, DIVERSITY_HERFINDAHL: 0.962414±0.0001, COVERAGE_ITEM: 0.012717±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130366±0.0026, SHANNON_ENTROPY: 5.289833±0.0039, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.026112±0.0009, PRECISION: 0.003961±0.0001, PRECISION_RECALL_MIN_DEN: 0.039612±0.0009, RECALL: 0.039612±0.0009, MAP: 0.018039±0.0009, MRR: 0.018039±0.0009, NDCG: 0.023068±0.0008, F1: 0.007202±0.0002, HIT_RATE: 0.039612±0.0009, ARHR: 0.018039±0.0009, RMSE: 0.962047±0.0006, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.811880±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.609259±0.0016, DIVERSITY_HERFINDAHL: 0.960912±0.0002, COVERAGE_ITEM: 0.011711±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132800±0.0016, SHANNON_ENTROPY: 5.202216±0.0028, 
