CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 11, 'shrink': 1812, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3435839028372647, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.060457±0.0007, PRECISION: 0.008422±0.0001, PRECISION_RECALL_MIN_DEN: 0.084225±0.0013, RECALL: 0.084225±0.0013, MAP: 0.043775±0.0006, MRR: 0.043775±0.0006, NDCG: 0.053302±0.0007, F1: 0.015314±0.0002, HIT_RATE: 0.084225±0.0013, ARHR: 0.043775±0.0006, RMSE: 2.422316±0.0170, NOVELTY: 0.005793±0.0000, AVERAGE_POPULARITY: 0.396057±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.968611±0.0003, DIVERSITY_HERFINDAHL: 0.996857±0.0000, COVERAGE_ITEM: 0.645255±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134733±0.0005, SHANNON_ENTROPY: 10.075064±0.0091, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 39, 'shrink': 459, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.354238908292584, 'feature_weighting': 'none'} - results: ROC_AUC: 0.058798±0.0010, PRECISION: 0.007827±0.0001, PRECISION_RECALL_MIN_DEN: 0.078265±0.0010, RECALL: 0.078265±0.0010, MAP: 0.042935±0.0009, MRR: 0.042935±0.0009, NDCG: 0.051330±0.0009, F1: 0.014230±0.0002, HIT_RATE: 0.078265±0.0010, ARHR: 0.042935±0.0009, RMSE: 0.971930±0.0003, NOVELTY: 0.006835±0.0000, AVERAGE_POPULARITY: 0.103804±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.996967±0.0000, DIVERSITY_HERFINDAHL: 0.999692±0.0000, COVERAGE_ITEM: 0.922357±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.424302±0.0007, SHANNON_ENTROPY: 12.990107±0.0026, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 8, 'shrink': 1181, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6038490491002302, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062849±0.0008, PRECISION: 0.008269±0.0001, PRECISION_RECALL_MIN_DEN: 0.082690±0.0010, RECALL: 0.082690±0.0010, MAP: 0.045958±0.0006, MRR: 0.045958±0.0006, NDCG: 0.054712±0.0007, F1: 0.015035±0.0002, HIT_RATE: 0.082690±0.0010, ARHR: 0.045958±0.0006, RMSE: 0.990896±0.0001, NOVELTY: 0.006679±0.0000, AVERAGE_POPULARITY: 0.117056±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.996304±0.0000, DIVERSITY_HERFINDAHL: 0.999626±0.0000, COVERAGE_ITEM: 0.933085±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.421100±0.0008, SHANNON_ENTROPY: 12.911106±0.0030, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 51, 'shrink': 1329, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.980515326511386, 'feature_weighting': 'none'} - results: ROC_AUC: 0.059382±0.0009, PRECISION: 0.008134±0.0001, PRECISION_RECALL_MIN_DEN: 0.081343±0.0011, RECALL: 0.081343±0.0011, MAP: 0.043144±0.0006, MRR: 0.043144±0.0006, NDCG: 0.052170±0.0006, F1: 0.014790±0.0002, HIT_RATE: 0.081343±0.0011, ARHR: 0.043144±0.0006, RMSE: 0.917594±0.0008, NOVELTY: 0.005717±0.0000, AVERAGE_POPULARITY: 0.400800±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.966076±0.0003, DIVERSITY_HERFINDAHL: 0.996603±0.0000, COVERAGE_ITEM: 0.610078±0.0051, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122738±0.0006, SHANNON_ENTROPY: 9.850974±0.0053, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 149, 'shrink': 108, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4826799136126287, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.019217±0.0007, PRECISION: 0.002851±0.0001, PRECISION_RECALL_MIN_DEN: 0.028509±0.0009, RECALL: 0.028509±0.0009, MAP: 0.013582±0.0005, MRR: 0.013582±0.0005, NDCG: 0.017068±0.0006, F1: 0.005184±0.0002, HIT_RATE: 0.028509±0.0009, ARHR: 0.013582±0.0005, RMSE: 0.945853±0.0005, NOVELTY: 0.001942±0.0000, AVERAGE_POPULARITY: 0.032018±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.996635±0.0000, DIVERSITY_HERFINDAHL: 0.999659±0.0000, COVERAGE_ITEM: 0.518129±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343096±0.0014, SHANNON_ENTROPY: 12.097019±0.0032, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 107, 'shrink': 362, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9975791241451843, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.056823±0.0009, PRECISION: 0.007920±0.0001, PRECISION_RECALL_MIN_DEN: 0.079197±0.0011, RECALL: 0.079197±0.0011, MAP: 0.041416±0.0006, MRR: 0.041416±0.0006, NDCG: 0.050306±0.0007, F1: 0.014399±0.0002, HIT_RATE: 0.079197±0.0011, ARHR: 0.041416±0.0006, RMSE: 19.135829±0.1059, NOVELTY: 0.005410±0.0000, AVERAGE_POPULARITY: 0.580507±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.893843±0.0004, DIVERSITY_HERFINDAHL: 0.989380±0.0000, COVERAGE_ITEM: 0.474874±0.0047, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083932±0.0004, SHANNON_ENTROPY: 8.361999±0.0082, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 169, 'shrink': 546, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6570094348236646, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.023048±0.0007, PRECISION: 0.003288±0.0001, PRECISION_RECALL_MIN_DEN: 0.032881±0.0007, RECALL: 0.032881±0.0007, MAP: 0.016515±0.0006, MRR: 0.016515±0.0006, NDCG: 0.020357±0.0006, F1: 0.005978±0.0001, HIT_RATE: 0.032881±0.0007, ARHR: 0.016515±0.0006, RMSE: 1.221718±0.0054, NOVELTY: 0.006784±0.0000, AVERAGE_POPULARITY: 0.051028±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.993016±0.0001, DIVERSITY_HERFINDAHL: 0.999297±0.0000, COVERAGE_ITEM: 0.796940±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251862±0.0006, SHANNON_ENTROPY: 11.923741±0.0026, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 17, 'shrink': 1965, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2134253572809919, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.056260±0.0007, PRECISION: 0.007578±0.0001, PRECISION_RECALL_MIN_DEN: 0.075783±0.0014, RECALL: 0.075783±0.0014, MAP: 0.040284±0.0002, MRR: 0.040284±0.0002, NDCG: 0.048725±0.0004, F1: 0.013779±0.0003, HIT_RATE: 0.075783±0.0014, ARHR: 0.040284±0.0002, RMSE: 0.868141±0.0020, NOVELTY: 0.006452±0.0000, AVERAGE_POPULARITY: 0.131337±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.992360±0.0000, DIVERSITY_HERFINDAHL: 0.999232±0.0000, COVERAGE_ITEM: 0.746613±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.212653±0.0008, SHANNON_ENTROPY: 11.605289±0.0053, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 195, 'shrink': 403, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0621888994474824, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060698±0.0011, PRECISION: 0.008189±0.0001, PRECISION_RECALL_MIN_DEN: 0.081892±0.0011, RECALL: 0.081892±0.0011, MAP: 0.044254±0.0010, MRR: 0.044254±0.0010, NDCG: 0.053171±0.0010, F1: 0.014890±0.0002, HIT_RATE: 0.081892±0.0011, ARHR: 0.044254±0.0010, RMSE: 0.948536±0.0003, NOVELTY: 0.006691±0.0000, AVERAGE_POPULARITY: 0.165056±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.994247±0.0000, DIVERSITY_HERFINDAHL: 0.999420±0.0000, COVERAGE_ITEM: 0.921936±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.364013±0.0008, SHANNON_ENTROPY: 12.564402±0.0026, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 170, 'shrink': 919, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.23572303779353382, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053127±0.0008, PRECISION: 0.007379±0.0001, PRECISION_RECALL_MIN_DEN: 0.073787±0.0013, RECALL: 0.073787±0.0013, MAP: 0.038817±0.0007, MRR: 0.038817±0.0007, NDCG: 0.047046±0.0008, F1: 0.013416±0.0002, HIT_RATE: 0.073787±0.0013, ARHR: 0.038817±0.0007, RMSE: 0.860046±0.0014, NOVELTY: 0.005340±0.0000, AVERAGE_POPULARITY: 0.620423±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.857514±0.0007, DIVERSITY_HERFINDAHL: 0.985748±0.0001, COVERAGE_ITEM: 0.520898±0.0059, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.078643±0.0004, SHANNON_ENTROPY: 7.964436±0.0095, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 81, 'shrink': 1824, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.305612229538205, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066507±0.0009, PRECISION: 0.008947±0.0001, PRECISION_RECALL_MIN_DEN: 0.089465±0.0010, RECALL: 0.089465±0.0010, MAP: 0.048531±0.0009, MRR: 0.048531±0.0009, NDCG: 0.058237±0.0009, F1: 0.016266±0.0002, HIT_RATE: 0.089465±0.0010, ARHR: 0.048531±0.0009, RMSE: 0.988431±0.0001, NOVELTY: 0.006510±0.0000, AVERAGE_POPULARITY: 0.227616±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.988981±0.0000, DIVERSITY_HERFINDAHL: 0.998894±0.0000, COVERAGE_ITEM: 0.889559±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.313682±0.0005, SHANNON_ENTROPY: 12.042268±0.0021, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 44, 'shrink': 1271, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1904149718420416, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060445±0.0009, PRECISION: 0.008356±0.0001, PRECISION_RECALL_MIN_DEN: 0.083559±0.0009, RECALL: 0.083559±0.0009, MAP: 0.043877±0.0007, MRR: 0.043877±0.0007, NDCG: 0.053236±0.0007, F1: 0.015193±0.0002, HIT_RATE: 0.083559±0.0009, ARHR: 0.043877±0.0007, RMSE: 0.987182±0.0001, NOVELTY: 0.005664±0.0000, AVERAGE_POPULARITY: 0.431204±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.959602±0.0002, DIVERSITY_HERFINDAHL: 0.995956±0.0000, COVERAGE_ITEM: 0.609181±0.0047, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120053±0.0007, SHANNON_ENTROPY: 9.699626±0.0031, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 177, 'shrink': 535, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9163526341668586, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070082±0.0009, PRECISION: 0.009734±0.0001, PRECISION_RECALL_MIN_DEN: 0.097340±0.0008, RECALL: 0.097340±0.0008, MAP: 0.050017±0.0007, MRR: 0.050017±0.0007, NDCG: 0.061190±0.0007, F1: 0.017698±0.0001, HIT_RATE: 0.097340±0.0008, ARHR: 0.050017±0.0007, RMSE: 2.026062±0.0077, NOVELTY: 0.005686±0.0000, AVERAGE_POPULARITY: 0.489588±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.933348±0.0002, DIVERSITY_HERFINDAHL: 0.993331±0.0000, COVERAGE_ITEM: 0.648867±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121720±0.0003, SHANNON_ENTROPY: 9.381725±0.0031, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 162, 'shrink': 606, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.502394126579749, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063278±0.0008, PRECISION: 0.008587±0.0001, PRECISION_RECALL_MIN_DEN: 0.085865±0.0009, RECALL: 0.085865±0.0009, MAP: 0.046003±0.0006, MRR: 0.046003±0.0006, NDCG: 0.055437±0.0006, F1: 0.015612±0.0002, HIT_RATE: 0.085865±0.0009, ARHR: 0.046003±0.0006, RMSE: 0.964447±0.0002, NOVELTY: 0.006447±0.0000, AVERAGE_POPULARITY: 0.267747±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.984477±0.0000, DIVERSITY_HERFINDAHL: 0.998443±0.0000, COVERAGE_ITEM: 0.879924±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.291075±0.0005, SHANNON_ENTROPY: 11.764460±0.0012, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 13, 'shrink': 1509, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.20791899544525855, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.060360±0.0007, PRECISION: 0.008433±0.0001, PRECISION_RECALL_MIN_DEN: 0.084331±0.0012, RECALL: 0.084331±0.0012, MAP: 0.043679±0.0007, MRR: 0.043679±0.0007, NDCG: 0.053251±0.0008, F1: 0.015333±0.0002, HIT_RATE: 0.084331±0.0012, ARHR: 0.043679±0.0007, RMSE: 0.994558±0.0033, NOVELTY: 0.005765±0.0000, AVERAGE_POPULARITY: 0.407322±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.966079±0.0003, DIVERSITY_HERFINDAHL: 0.996604±0.0000, COVERAGE_ITEM: 0.640032±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131842±0.0005, SHANNON_ENTROPY: 9.990358±0.0095, 
CrossSearchBayesianSkopt: New best config found. Config 39: {'topK': 110, 'shrink': 1305, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2615340201616632, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.074224±0.0008, PRECISION: 0.010426±0.0001, PRECISION_RECALL_MIN_DEN: 0.104256±0.0009, RECALL: 0.104256±0.0009, MAP: 0.052899±0.0007, MRR: 0.052899±0.0007, NDCG: 0.065002±0.0007, F1: 0.018956±0.0002, HIT_RATE: 0.104256±0.0009, ARHR: 0.052899±0.0007, RMSE: 0.908700±0.0019, NOVELTY: 0.005795±0.0000, AVERAGE_POPULARITY: 0.390943±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.967877±0.0002, DIVERSITY_HERFINDAHL: 0.996783±0.0000, COVERAGE_ITEM: 0.703996±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140679±0.0003, SHANNON_ENTROPY: 10.166748±0.0079, 
CrossSearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 200, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062853±0.0009, PRECISION: 0.008641±0.0001, PRECISION_RECALL_MIN_DEN: 0.086406±0.0010, RECALL: 0.086406±0.0010, MAP: 0.045391±0.0008, MRR: 0.045391±0.0008, NDCG: 0.055080±0.0008, F1: 0.015710±0.0002, HIT_RATE: 0.086406±0.0010, ARHR: 0.045391±0.0008, RMSE: 32.723755±0.1613, NOVELTY: 0.006000±0.0000, AVERAGE_POPULARITY: 0.429343±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.943407±0.0002, DIVERSITY_HERFINDAHL: 0.994337±0.0000, COVERAGE_ITEM: 0.817572±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.202250±0.0002, SHANNON_ENTROPY: 10.245213±0.0044, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.069271±0.0007, PRECISION: 0.009886±0.0000, PRECISION_RECALL_MIN_DEN: 0.098856±0.0003, RECALL: 0.098856±0.0003, MAP: 0.048922±0.0005, MRR: 0.048922±0.0005, NDCG: 0.060662±0.0004, F1: 0.017974±0.0001, HIT_RATE: 0.098856±0.0003, ARHR: 0.048922±0.0005, RMSE: 0.951163±0.0002, NOVELTY: 0.005532±0.0000, AVERAGE_POPULARITY: 0.510581±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.939182±0.0005, DIVERSITY_HERFINDAHL: 0.993914±0.0001, COVERAGE_ITEM: 0.443201±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.086553±0.0003, SHANNON_ENTROPY: 8.863220±0.0074, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065367±0.0006, PRECISION: 0.008563±0.0001, PRECISION_RECALL_MIN_DEN: 0.085634±0.0008, RECALL: 0.085634±0.0008, MAP: 0.048100±0.0005, MRR: 0.048100±0.0005, NDCG: 0.057045±0.0006, F1: 0.015570±0.0002, HIT_RATE: 0.085634±0.0008, ARHR: 0.048100±0.0005, RMSE: 0.994739±0.0001, NOVELTY: 0.006610±0.0000, AVERAGE_POPULARITY: 0.153329±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.991297±0.0001, DIVERSITY_HERFINDAHL: 0.999125±0.0000, COVERAGE_ITEM: 0.894955±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.339296±0.0009, SHANNON_ENTROPY: 12.306216±0.0072, 
CrossSearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 13, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066909±0.0008, PRECISION: 0.008814±0.0001, PRECISION_RECALL_MIN_DEN: 0.088135±0.0008, RECALL: 0.088135±0.0008, MAP: 0.049077±0.0006, MRR: 0.049077±0.0006, NDCG: 0.058377±0.0007, F1: 0.016025±0.0001, HIT_RATE: 0.088135±0.0008, ARHR: 0.049077±0.0006, RMSE: 14.917265±0.1065, NOVELTY: 0.006672±0.0000, AVERAGE_POPULARITY: 0.179168±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.993339±0.0000, DIVERSITY_HERFINDAHL: 0.999329±0.0000, COVERAGE_ITEM: 0.925299±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.365844±0.0011, SHANNON_ENTROPY: 12.480769±0.0029, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.072015±0.0007, PRECISION: 0.009550±0.0001, PRECISION_RECALL_MIN_DEN: 0.095504±0.0010, RECALL: 0.095504±0.0010, MAP: 0.052495±0.0005, MRR: 0.052495±0.0005, NDCG: 0.062729±0.0006, F1: 0.017364±0.0002, HIT_RATE: 0.095504±0.0010, ARHR: 0.052495±0.0005, RMSE: 0.982381±0.0017, NOVELTY: 0.006434±0.0000, AVERAGE_POPULARITY: 0.203679±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.990002±0.0001, DIVERSITY_HERFINDAHL: 0.998996±0.0000, COVERAGE_ITEM: 0.844001±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246348±0.0007, SHANNON_ENTROPY: 11.719801±0.0100, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 127, 'shrink': 1975, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07526842565751084, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065066±0.0008, PRECISION: 0.008852±0.0001, PRECISION_RECALL_MIN_DEN: 0.088516±0.0006, RECALL: 0.088516±0.0006, MAP: 0.047214±0.0006, MRR: 0.047214±0.0006, NDCG: 0.056986±0.0005, F1: 0.016094±0.0001, HIT_RATE: 0.088516±0.0006, ARHR: 0.047214±0.0006, RMSE: 0.985711±0.0001, NOVELTY: 0.006168±0.0000, AVERAGE_POPULARITY: 0.370718±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.962255±0.0001, DIVERSITY_HERFINDAHL: 0.996221±0.0000, COVERAGE_ITEM: 0.842249±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.234326±0.0004, SHANNON_ENTROPY: 10.821604±0.0039, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059237±0.0007, PRECISION: 0.008135±0.0001, PRECISION_RECALL_MIN_DEN: 0.081351±0.0009, RECALL: 0.081351±0.0009, MAP: 0.042762±0.0005, MRR: 0.042762±0.0005, NDCG: 0.051879±0.0006, F1: 0.014791±0.0002, HIT_RATE: 0.081351±0.0009, ARHR: 0.042762±0.0005, RMSE: 0.989209±0.0022, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.306578±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981273±0.0001, DIVERSITY_HERFINDAHL: 0.998123±0.0000, COVERAGE_ITEM: 0.609505±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156514±0.0008, SHANNON_ENTROPY: 10.547861±0.0088, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.042762±0.0005, PRECISION: 0.006589±0.0001, PRECISION_RECALL_MIN_DEN: 0.065886±0.0008, RECALL: 0.065886±0.0008, MAP: 0.029023±0.0003, MRR: 0.029023±0.0003, NDCG: 0.037608±0.0003, F1: 0.011979±0.0001, HIT_RATE: 0.065886±0.0008, ARHR: 0.029023±0.0003, RMSE: 0.970229±0.0004, NOVELTY: 0.007262±0.0000, AVERAGE_POPULARITY: 0.058525±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.954666±0.0005, DIVERSITY_HERFINDAHL: 0.995462±0.0000, COVERAGE_ITEM: 0.855756±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.386154±0.0006, SHANNON_ENTROPY: 11.926152±0.0073, 
CrossSearchBayesianSkopt: New best config found. Config 48: {'topK': 17, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.075644±0.0007, PRECISION: 0.010391±0.0001, PRECISION_RECALL_MIN_DEN: 0.103911±0.0008, RECALL: 0.103911±0.0008, MAP: 0.054310±0.0008, MRR: 0.054310±0.0008, NDCG: 0.066041±0.0008, F1: 0.018893±0.0001, HIT_RATE: 0.103911±0.0008, ARHR: 0.054310±0.0008, RMSE: 589.815774±4.0977, NOVELTY: 0.006227±0.0000, AVERAGE_POPULARITY: 0.275460±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.985538±0.0001, DIVERSITY_HERFINDAHL: 0.998549±0.0000, COVERAGE_ITEM: 0.857053±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.215667±0.0005, SHANNON_ENTROPY: 11.344063±0.0068, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060996±0.0008, PRECISION: 0.008419±0.0001, PRECISION_RECALL_MIN_DEN: 0.084189±0.0006, RECALL: 0.084189±0.0006, MAP: 0.043783±0.0008, MRR: 0.043783±0.0008, NDCG: 0.053327±0.0007, F1: 0.015307±0.0001, HIT_RATE: 0.084189±0.0006, ARHR: 0.043783±0.0008, RMSE: 0.996322±0.0000, NOVELTY: 0.006082±0.0000, AVERAGE_POPULARITY: 0.302973±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.979298±0.0002, DIVERSITY_HERFINDAHL: 0.997925±0.0000, COVERAGE_ITEM: 0.540297±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145908±0.0010, SHANNON_ENTROPY: 10.352736±0.0110, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 198, 'shrink': 1344, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.055065±0.0008, PRECISION: 0.007673±0.0001, PRECISION_RECALL_MIN_DEN: 0.076731±0.0012, RECALL: 0.076731±0.0012, MAP: 0.040144±0.0006, MRR: 0.040144±0.0006, NDCG: 0.048753±0.0007, F1: 0.013951±0.0002, HIT_RATE: 0.076731±0.0012, ARHR: 0.040144±0.0006, RMSE: 1.108465±0.0040, NOVELTY: 0.005307±0.0000, AVERAGE_POPULARITY: 0.631956±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.856786±0.0003, DIVERSITY_HERFINDAHL: 0.985675±0.0000, COVERAGE_ITEM: 0.434074±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.070754±0.0004, SHANNON_ENTROPY: 7.806559±0.0061, 
