CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 11, 'shrink': 1812, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.062068±0.0011, PRECISION: 0.008572±0.0001, PRECISION_RECALL_MIN_DEN: 0.085723±0.0012, RECALL: 0.085723±0.0012, MAP: 0.044824±0.0009, MRR: 0.044824±0.0009, NDCG: 0.054475±0.0009, F1: 0.015586±0.0002, HIT_RATE: 0.085723±0.0012, ARHR: 0.044824±0.0009, RMSE: 0.966751±0.0003, NOVELTY: 0.005870±0.0000, AVERAGE_POPULARITY: 0.376652±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.973165±0.0002, DIVERSITY_HERFINDAHL: 0.997312±0.0000, COVERAGE_ITEM: 0.529862±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130154±0.0007, SHANNON_ENTROPY: 10.018964±0.0075, 
CrossSearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 143, 'shrink': 467, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.062985±0.0009, PRECISION: 0.008626±0.0001, PRECISION_RECALL_MIN_DEN: 0.086255±0.0008, RECALL: 0.086255±0.0008, MAP: 0.045654±0.0008, MRR: 0.045654±0.0008, NDCG: 0.055251±0.0007, F1: 0.015683±0.0001, HIT_RATE: 0.086255±0.0008, ARHR: 0.045654±0.0008, RMSE: 0.868317±0.0010, NOVELTY: 0.005572±0.0000, AVERAGE_POPULARITY: 0.492829±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.941671±0.0003, DIVERSITY_HERFINDAHL: 0.994163±0.0000, COVERAGE_ITEM: 0.465985±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.094020±0.0004, SHANNON_ENTROPY: 9.031244±0.0058, 
CrossSearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 39, 'shrink': 211, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.068246±0.0008, PRECISION: 0.009360±0.0001, PRECISION_RECALL_MIN_DEN: 0.093598±0.0007, RECALL: 0.093598±0.0007, MAP: 0.049168±0.0009, MRR: 0.049168±0.0009, NDCG: 0.059677±0.0008, F1: 0.017018±0.0001, HIT_RATE: 0.093598±0.0007, ARHR: 0.049168±0.0009, RMSE: 0.980690±0.0001, NOVELTY: 0.005845±0.0000, AVERAGE_POPULARITY: 0.375909±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.974289±0.0001, DIVERSITY_HERFINDAHL: 0.997425±0.0000, COVERAGE_ITEM: 0.514993±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124813±0.0004, SHANNON_ENTROPY: 10.007851±0.0035, 
CrossSearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 137, 'shrink': 898, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070030±0.0008, PRECISION: 0.009611±0.0001, PRECISION_RECALL_MIN_DEN: 0.096107±0.0011, RECALL: 0.096107±0.0011, MAP: 0.050942±0.0008, MRR: 0.050942±0.0008, NDCG: 0.061606±0.0009, F1: 0.017474±0.0002, HIT_RATE: 0.096107±0.0011, ARHR: 0.050942±0.0008, RMSE: 0.981002±0.0001, NOVELTY: 0.006329±0.0000, AVERAGE_POPULARITY: 0.305938±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.981334±0.0000, DIVERSITY_HERFINDAHL: 0.998129±0.0000, COVERAGE_ITEM: 0.749943±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.219783±0.0003, SHANNON_ENTROPY: 11.125365±0.0029, 
CrossSearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 178, 'shrink': 1638, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.057316±0.0011, PRECISION: 0.007933±0.0001, PRECISION_RECALL_MIN_DEN: 0.079330±0.0009, RECALL: 0.079330±0.0009, MAP: 0.041804±0.0008, MRR: 0.041804±0.0008, NDCG: 0.050648±0.0008, F1: 0.014424±0.0002, HIT_RATE: 0.079330±0.0009, ARHR: 0.041804±0.0008, RMSE: 0.917135±0.0005, NOVELTY: 0.005410±0.0000, AVERAGE_POPULARITY: 0.579149±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.896677±0.0005, DIVERSITY_HERFINDAHL: 0.989664±0.0000, COVERAGE_ITEM: 0.452771±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.079047±0.0004, SHANNON_ENTROPY: 8.282977±0.0075, 
CrossSearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 166, 'shrink': 452, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.062700±0.0010, PRECISION: 0.008620±0.0001, PRECISION_RECALL_MIN_DEN: 0.086202±0.0005, RECALL: 0.086202±0.0005, MAP: 0.045505±0.0008, MRR: 0.045505±0.0008, NDCG: 0.055116±0.0007, F1: 0.015673±0.0001, HIT_RATE: 0.086202±0.0005, ARHR: 0.045505±0.0008, RMSE: 0.861484±0.0010, NOVELTY: 0.005557±0.0000, AVERAGE_POPULARITY: 0.500564±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.938007±0.0004, DIVERSITY_HERFINDAHL: 0.993797±0.0000, COVERAGE_ITEM: 0.465272±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092461±0.0003, SHANNON_ENTROPY: 8.960985±0.0072, 
CrossSearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 147, 'shrink': 1551, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.069759±0.0007, PRECISION: 0.009568±0.0001, PRECISION_RECALL_MIN_DEN: 0.095681±0.0009, RECALL: 0.095681±0.0009, MAP: 0.050641±0.0006, MRR: 0.050641±0.0006, NDCG: 0.061280±0.0007, F1: 0.017397±0.0002, HIT_RATE: 0.095681±0.0009, ARHR: 0.050641±0.0006, RMSE: 0.986815±0.0001, NOVELTY: 0.006128±0.0000, AVERAGE_POPULARITY: 0.364835±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.970680±0.0001, DIVERSITY_HERFINDAHL: 0.997064±0.0000, COVERAGE_ITEM: 0.722271±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.186768±0.0006, SHANNON_ENTROPY: 10.593344±0.0050, 
CrossSearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 49, 'shrink': 912, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.062208±0.0009, PRECISION: 0.008607±0.0001, PRECISION_RECALL_MIN_DEN: 0.086069±0.0006, RECALL: 0.086069±0.0006, MAP: 0.045088±0.0009, MRR: 0.045088±0.0009, NDCG: 0.054756±0.0008, F1: 0.015649±0.0001, HIT_RATE: 0.086069±0.0006, ARHR: 0.045088±0.0009, RMSE: 0.988073±0.0001, NOVELTY: 0.005652±0.0000, AVERAGE_POPULARITY: 0.455240±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.955785±0.0003, DIVERSITY_HERFINDAHL: 0.995574±0.0000, COVERAGE_ITEM: 0.483352±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105629±0.0003, SHANNON_ENTROPY: 9.396411±0.0053, 
CrossSearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 39, 'shrink': 459, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.069164±0.0011, PRECISION: 0.009374±0.0001, PRECISION_RECALL_MIN_DEN: 0.093739±0.0008, RECALL: 0.093739±0.0008, MAP: 0.049959±0.0009, MRR: 0.049959±0.0009, NDCG: 0.060334±0.0009, F1: 0.017044±0.0001, HIT_RATE: 0.093739±0.0008, ARHR: 0.049959±0.0009, RMSE: 0.980287±0.0002, NOVELTY: 0.006884±0.0000, AVERAGE_POPULARITY: 0.163432±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.994586±0.0000, DIVERSITY_HERFINDAHL: 0.999454±0.0000, COVERAGE_ITEM: 0.818308±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.312830±0.0009, SHANNON_ENTROPY: 12.285899±0.0040, 
CrossSearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 136, 'shrink': 383, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.067009±0.0012, PRECISION: 0.009117±0.0001, PRECISION_RECALL_MIN_DEN: 0.091168±0.0012, RECALL: 0.091168±0.0012, MAP: 0.048661±0.0010, MRR: 0.048661±0.0010, NDCG: 0.058717±0.0010, F1: 0.016576±0.0002, HIT_RATE: 0.091168±0.0012, ARHR: 0.048661±0.0010, RMSE: 0.968429±0.0002, NOVELTY: 0.006718±0.0000, AVERAGE_POPULARITY: 0.212010±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.991652±0.0000, DIVERSITY_HERFINDAHL: 0.999161±0.0000, COVERAGE_ITEM: 0.798735±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.292628±0.0005, SHANNON_ENTROPY: 11.982598±0.0033, 
CrossSearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 85, 'shrink': 1754, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059156±0.0008, PRECISION: 0.008184±0.0001, PRECISION_RECALL_MIN_DEN: 0.081839±0.0006, RECALL: 0.081839±0.0006, MAP: 0.042925±0.0006, MRR: 0.042925±0.0006, NDCG: 0.052102±0.0006, F1: 0.014880±0.0001, HIT_RATE: 0.081839±0.0006, ARHR: 0.042925±0.0006, RMSE: 0.990361±0.0001, NOVELTY: 0.005524±0.0000, AVERAGE_POPULARITY: 0.521707±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.929196±0.0003, DIVERSITY_HERFINDAHL: 0.992916±0.0000, COVERAGE_ITEM: 0.472441±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092768±0.0003, SHANNON_ENTROPY: 8.852835±0.0089, 
CrossSearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 134, 'shrink': 906, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.060297±0.0009, PRECISION: 0.008305±0.0001, PRECISION_RECALL_MIN_DEN: 0.083045±0.0008, RECALL: 0.083045±0.0008, MAP: 0.043907±0.0008, MRR: 0.043907±0.0008, NDCG: 0.053139±0.0008, F1: 0.015099±0.0001, HIT_RATE: 0.083045±0.0008, ARHR: 0.043907±0.0008, RMSE: 0.983283±0.0001, NOVELTY: 0.005502±0.0000, AVERAGE_POPULARITY: 0.528475±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.926554±0.0005, DIVERSITY_HERFINDAHL: 0.992651±0.0000, COVERAGE_ITEM: 0.459681±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.087695±0.0003, SHANNON_ENTROPY: 8.741047±0.0076, 
CrossSearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 57, 'shrink': 1484, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072770±0.0008, PRECISION: 0.009905±0.0001, PRECISION_RECALL_MIN_DEN: 0.099051±0.0006, RECALL: 0.099051±0.0006, MAP: 0.052615±0.0007, MRR: 0.052615±0.0007, NDCG: 0.063610±0.0007, F1: 0.018009±0.0001, HIT_RATE: 0.099051±0.0006, ARHR: 0.052615±0.0007, RMSE: 0.990095±0.0001, NOVELTY: 0.006420±0.0000, AVERAGE_POPULARITY: 0.272773±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.985786±0.0000, DIVERSITY_HERFINDAHL: 0.998574±0.0000, COVERAGE_ITEM: 0.761676±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.228869±0.0003, SHANNON_ENTROPY: 11.354599±0.0019, 
CrossSearchBayesianSkopt: New best config found. Config 40: {'topK': 12, 'shrink': 1994, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073132±0.0009, PRECISION: 0.009862±0.0001, PRECISION_RECALL_MIN_DEN: 0.098617±0.0010, RECALL: 0.098617±0.0010, MAP: 0.053027±0.0007, MRR: 0.053027±0.0007, NDCG: 0.063836±0.0008, F1: 0.017930±0.0002, HIT_RATE: 0.098617±0.0010, ARHR: 0.053027±0.0007, RMSE: 0.994702±0.0000, NOVELTY: 0.006647±0.0000, AVERAGE_POPULARITY: 0.202707±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.991622±0.0000, DIVERSITY_HERFINDAHL: 0.999158±0.0000, COVERAGE_ITEM: 0.785715±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.266403±0.0007, SHANNON_ENTROPY: 11.821645±0.0037, 
CrossSearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.060832±0.0005, PRECISION: 0.008311±0.0000, PRECISION_RECALL_MIN_DEN: 0.083107±0.0002, RECALL: 0.083107±0.0002, MAP: 0.043840±0.0005, MRR: 0.043840±0.0005, NDCG: 0.053131±0.0004, F1: 0.015110±0.0000, HIT_RATE: 0.083107±0.0002, ARHR: 0.043840±0.0005, RMSE: 0.996894±0.0000, NOVELTY: 0.006150±0.0000, AVERAGE_POPULARITY: 0.297667±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.977769±0.0002, DIVERSITY_HERFINDAHL: 0.997773±0.0000, COVERAGE_ITEM: 0.457464±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145500±0.0013, SHANNON_ENTROPY: 10.208568±0.0111, 
CrossSearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.060832±0.0005, PRECISION: 0.008311±0.0000, PRECISION_RECALL_MIN_DEN: 0.083107±0.0002, RECALL: 0.083107±0.0002, MAP: 0.043840±0.0005, MRR: 0.043840±0.0005, NDCG: 0.053131±0.0004, F1: 0.015110±0.0000, HIT_RATE: 0.083107±0.0002, ARHR: 0.043840±0.0005, RMSE: 0.996894±0.0000, NOVELTY: 0.006150±0.0000, AVERAGE_POPULARITY: 0.297667±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.977769±0.0002, DIVERSITY_HERFINDAHL: 0.997773±0.0000, COVERAGE_ITEM: 0.457464±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145500±0.0013, SHANNON_ENTROPY: 10.208568±0.0111, 
CrossSearchBayesianSkopt: New best config found. Config 43: {'topK': 14, 'shrink': 1995, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073327±0.0010, PRECISION: 0.009892±0.0001, PRECISION_RECALL_MIN_DEN: 0.098918±0.0008, RECALL: 0.098918±0.0008, MAP: 0.053158±0.0008, MRR: 0.053158±0.0008, NDCG: 0.064008±0.0008, F1: 0.017985±0.0001, HIT_RATE: 0.098918±0.0008, ARHR: 0.053158±0.0008, RMSE: 0.994530±0.0000, NOVELTY: 0.006629±0.0000, AVERAGE_POPULARITY: 0.208400±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.991410±0.0000, DIVERSITY_HERFINDAHL: 0.999137±0.0000, COVERAGE_ITEM: 0.786331±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.264022±0.0009, SHANNON_ENTROPY: 11.800990±0.0050, 
CrossSearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 194, 'shrink': 1997, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.067907±0.0006, PRECISION: 0.009302±0.0000, PRECISION_RECALL_MIN_DEN: 0.093021±0.0005, RECALL: 0.093021±0.0005, MAP: 0.049068±0.0005, MRR: 0.049068±0.0005, NDCG: 0.059459±0.0005, F1: 0.016913±0.0001, HIT_RATE: 0.093021±0.0005, ARHR: 0.049068±0.0005, RMSE: 0.988010±0.0001, NOVELTY: 0.005974±0.0000, AVERAGE_POPULARITY: 0.415933±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.957729±0.0002, DIVERSITY_HERFINDAHL: 0.995769±0.0000, COVERAGE_ITEM: 0.696264±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.164386±0.0006, SHANNON_ENTROPY: 10.125078±0.0056, 
CrossSearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 6, 'shrink': 1, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.062980±0.0010, PRECISION: 0.008868±0.0001, PRECISION_RECALL_MIN_DEN: 0.088685±0.0011, RECALL: 0.088685±0.0011, MAP: 0.044778±0.0008, MRR: 0.044778±0.0008, NDCG: 0.055122±0.0008, F1: 0.016125±0.0002, HIT_RATE: 0.088685±0.0011, ARHR: 0.044778±0.0008, RMSE: 0.930225±0.0016, NOVELTY: 0.006936±0.0000, AVERAGE_POPULARITY: 0.159331±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.989754±0.0001, DIVERSITY_HERFINDAHL: 0.998971±0.0000, COVERAGE_ITEM: 0.848911±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.325141±0.0005, SHANNON_ENTROPY: 12.132978±0.0052, 
CrossSearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.060832±0.0005, PRECISION: 0.008311±0.0000, PRECISION_RECALL_MIN_DEN: 0.083107±0.0002, RECALL: 0.083107±0.0002, MAP: 0.043840±0.0005, MRR: 0.043840±0.0005, NDCG: 0.053131±0.0004, F1: 0.015110±0.0000, HIT_RATE: 0.083107±0.0002, ARHR: 0.043840±0.0005, RMSE: 0.996894±0.0000, NOVELTY: 0.006150±0.0000, AVERAGE_POPULARITY: 0.297667±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.977769±0.0002, DIVERSITY_HERFINDAHL: 0.997773±0.0000, COVERAGE_ITEM: 0.457464±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145500±0.0013, SHANNON_ENTROPY: 10.208568±0.0111, 
CrossSearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070804±0.0007, PRECISION: 0.009366±0.0001, PRECISION_RECALL_MIN_DEN: 0.093660±0.0006, RECALL: 0.093660±0.0006, MAP: 0.051830±0.0004, MRR: 0.051830±0.0004, NDCG: 0.061781±0.0005, F1: 0.017029±0.0001, HIT_RATE: 0.093660±0.0006, ARHR: 0.051830±0.0004, RMSE: 0.996066±0.0000, NOVELTY: 0.006690±0.0000, AVERAGE_POPULARITY: 0.177125±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.986791±0.0001, DIVERSITY_HERFINDAHL: 0.998675±0.0000, COVERAGE_ITEM: 0.728089±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242238±0.0011, SHANNON_ENTROPY: 11.566476±0.0088, 
CrossSearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070804±0.0007, PRECISION: 0.009366±0.0001, PRECISION_RECALL_MIN_DEN: 0.093660±0.0006, RECALL: 0.093660±0.0006, MAP: 0.051830±0.0004, MRR: 0.051830±0.0004, NDCG: 0.061781±0.0005, F1: 0.017029±0.0001, HIT_RATE: 0.093660±0.0006, ARHR: 0.051830±0.0004, RMSE: 0.996066±0.0000, NOVELTY: 0.006690±0.0000, AVERAGE_POPULARITY: 0.177125±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.986791±0.0001, DIVERSITY_HERFINDAHL: 0.998675±0.0000, COVERAGE_ITEM: 0.728089±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.242238±0.0011, SHANNON_ENTROPY: 11.566476±0.0088, 
CrossSearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 198, 'shrink': 1988, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.067890±0.0006, PRECISION: 0.009294±0.0000, PRECISION_RECALL_MIN_DEN: 0.092941±0.0004, RECALL: 0.092941±0.0004, MAP: 0.049073±0.0006, MRR: 0.049073±0.0006, NDCG: 0.059444±0.0005, F1: 0.016898±0.0001, HIT_RATE: 0.092941±0.0004, ARHR: 0.049073±0.0006, RMSE: 0.987874±0.0001, NOVELTY: 0.005968±0.0000, AVERAGE_POPULARITY: 0.417933±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.957127±0.0001, DIVERSITY_HERFINDAHL: 0.995708±0.0000, COVERAGE_ITEM: 0.695150±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.163635±0.0007, SHANNON_ENTROPY: 10.106466±0.0034, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 3, 'shrink': 8, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.067190±0.0008, PRECISION: 0.009104±0.0001, PRECISION_RECALL_MIN_DEN: 0.091044±0.0009, RECALL: 0.091044±0.0009, MAP: 0.048283±0.0006, MRR: 0.048283±0.0006, NDCG: 0.058425±0.0007, F1: 0.016553±0.0002, HIT_RATE: 0.091044±0.0009, ARHR: 0.048283±0.0006, RMSE: 0.936719±0.0014, NOVELTY: 0.006947±0.0000, AVERAGE_POPULARITY: 0.158429±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.976726±0.0002, DIVERSITY_HERFINDAHL: 0.997668±0.0000, COVERAGE_ITEM: 0.782644±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.264465±0.0008, SHANNON_ENTROPY: 11.518113±0.0064, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.060832±0.0005, PRECISION: 0.008311±0.0000, PRECISION_RECALL_MIN_DEN: 0.083107±0.0002, RECALL: 0.083107±0.0002, MAP: 0.043840±0.0005, MRR: 0.043840±0.0005, NDCG: 0.053131±0.0004, F1: 0.015110±0.0000, HIT_RATE: 0.083107±0.0002, ARHR: 0.043840±0.0005, RMSE: 0.996894±0.0000, NOVELTY: 0.006150±0.0000, AVERAGE_POPULARITY: 0.297667±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.977769±0.0002, DIVERSITY_HERFINDAHL: 0.997773±0.0000, COVERAGE_ITEM: 0.457464±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145500±0.0013, SHANNON_ENTROPY: 10.208568±0.0111, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.060832±0.0005, PRECISION: 0.008311±0.0000, PRECISION_RECALL_MIN_DEN: 0.083107±0.0002, RECALL: 0.083107±0.0002, MAP: 0.043840±0.0005, MRR: 0.043840±0.0005, NDCG: 0.053131±0.0004, F1: 0.015110±0.0000, HIT_RATE: 0.083107±0.0002, ARHR: 0.043840±0.0005, RMSE: 0.996894±0.0000, NOVELTY: 0.006150±0.0000, AVERAGE_POPULARITY: 0.297667±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.977769±0.0002, DIVERSITY_HERFINDAHL: 0.997773±0.0000, COVERAGE_ITEM: 0.457464±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145500±0.0013, SHANNON_ENTROPY: 10.208568±0.0111, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 4, 'shrink': 1998, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072255±0.0009, PRECISION: 0.009643±0.0001, PRECISION_RECALL_MIN_DEN: 0.096426±0.0012, RECALL: 0.096426±0.0012, MAP: 0.052557±0.0007, MRR: 0.052557±0.0007, NDCG: 0.062982±0.0008, F1: 0.017532±0.0002, HIT_RATE: 0.096426±0.0012, ARHR: 0.052557±0.0007, RMSE: 0.995743±0.0000, NOVELTY: 0.006685±0.0000, AVERAGE_POPULARITY: 0.182755±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.988743±0.0001, DIVERSITY_HERFINDAHL: 0.998870±0.0000, COVERAGE_ITEM: 0.755858±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248828±0.0011, SHANNON_ENTROPY: 11.655910±0.0063, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 196, 'shrink': 1978, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.067946±0.0006, PRECISION: 0.009309±0.0001, PRECISION_RECALL_MIN_DEN: 0.093092±0.0006, RECALL: 0.093092±0.0006, MAP: 0.049083±0.0005, MRR: 0.049083±0.0005, NDCG: 0.059487±0.0005, F1: 0.016926±0.0001, HIT_RATE: 0.093092±0.0006, ARHR: 0.049083±0.0005, RMSE: 0.987871±0.0001, NOVELTY: 0.005973±0.0000, AVERAGE_POPULARITY: 0.416357±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.957600±0.0001, DIVERSITY_HERFINDAHL: 0.995756±0.0000, COVERAGE_ITEM: 0.695810±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.164329±0.0006, SHANNON_ENTROPY: 10.121219±0.0046, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 5, 'shrink': 2, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.044324±0.0004, PRECISION: 0.006917±0.0001, PRECISION_RECALL_MIN_DEN: 0.069167±0.0007, RECALL: 0.069167±0.0007, MAP: 0.029932±0.0003, MRR: 0.029932±0.0003, NDCG: 0.039063±0.0003, F1: 0.012576±0.0001, HIT_RATE: 0.069167±0.0007, ARHR: 0.029932±0.0003, RMSE: 0.966369±0.0005, NOVELTY: 0.007259±0.0000, AVERAGE_POPULARITY: 0.090155±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.990767±0.0000, DIVERSITY_HERFINDAHL: 0.999072±0.0000, COVERAGE_ITEM: 0.855766±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404371±0.0008, SHANNON_ENTROPY: 12.696432±0.0014, 
