SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.0885900402673354, 'item_asymmetric_alpha': 2.254904273910028, 'user_topK': 345, 'user_shrink': 1563, 'item_topK': 701, 'item_shrink': 1408} - results: ROC_AUC: 0.0440162, PRECISION: 0.0066967, PRECISION_RECALL_MIN_DEN: 0.0223224, RECALL: 0.0223224, MAP: 0.0111727, MRR: 0.0314059, NDCG: 0.0190411, F1: 0.0103027, HIT_RATE: 0.0669673, ARHR: 0.0324475, RMSE: 1.7406027, NOVELTY: 0.0063917, AVERAGE_POPULARITY: 0.1398940, DIVERSITY_MEAN_INTER_LIST: 0.8851131, DIVERSITY_HERFINDAHL: 0.9885058, COVERAGE_ITEM: 0.3095431, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1003134, SHANNON_ENTROPY: 8.4777669, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 4.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 1000, 'item_shrink': 2000} - results: ROC_AUC: 0.0962458, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0256538, MRR: 0.0705674, NDCG: 0.0428697, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0737136, RMSE: 0.9878488, NOVELTY: 0.0056228, AVERAGE_POPULARITY: 0.4107753, DIVERSITY_MEAN_INTER_LIST: 0.9511976, DIVERSITY_HERFINDAHL: 0.9951139, COVERAGE_ITEM: 0.3571235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1013473, SHANNON_ENTROPY: 9.0492373, 
