SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': False, 'item_normalize': True, 'item_asymmetric_alpha': 1.0885900402673354, 'user_topK': 566, 'user_shrink': 683, 'item_topK': 783, 'item_shrink': 1399} - results: ROC_AUC: 0.0944460, PRECISION: 0.0142645, PRECISION_RECALL_MIN_DEN: 0.0475484, RECALL: 0.0475484, MAP: 0.0247541, MRR: 0.0682837, NDCG: 0.0413553, F1: 0.0219454, HIT_RATE: 0.1426453, ARHR: 0.0712076, RMSE: 0.8094443, NOVELTY: 0.0062497, AVERAGE_POPULARITY: 0.1968386, DIVERSITY_MEAN_INTER_LIST: 0.9580503, DIVERSITY_HERFINDAHL: 0.9957991, COVERAGE_ITEM: 0.3279805, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1381187, SHANNON_ENTROPY: 9.5777972, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'jaccard', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'item_asymmetric_alpha': 0.0, 'user_topK': 1000, 'user_shrink': 0, 'item_topK': 1000, 'item_shrink': 0} - results: ROC_AUC: 0.0852089, PRECISION: 0.0135108, PRECISION_RECALL_MIN_DEN: 0.0450361, RECALL: 0.0450361, MAP: 0.0219951, MRR: 0.0609115, NDCG: 0.0376456, F1: 0.0207859, HIT_RATE: 0.1351084, ARHR: 0.0634000, RMSE: 2.0145387, NOVELTY: 0.0057093, AVERAGE_POPULARITY: 0.3966312, DIVERSITY_MEAN_INTER_LIST: 0.8351377, DIVERSITY_HERFINDAHL: 0.9835086, COVERAGE_ITEM: 0.1525277, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1103249, SHANNON_ENTROPY: 7.7702971, 
